G c dx1dt d2x1dt2 dx2dt Fc Fg d2 d1 m1 W
1.00000000e+00 1.00000000e+00 5.45659219e+00 8.11650848e+00 6.05100509e+00 9.73608891e+00 5.31258667e+01 -3.34568749e-01 3.60495569e+00 6.32545272e+00 -3.55225859e+00
1.00000000e+00 1.00000000e+00 1.30949669e+00 3.86877253e+00 5.71051820e+00 2.01973154e+00 2.64483177e+00 -9.53841715e+00 5.20913091e+00 2.72821032e+00 -2.85275456e+01
1.00000000e+00 1.00000000e+00 9.18388362e+00 6.63302239e+00 2.03291985e+00 4.63240902e+00 4.25435053e+01 -7.48995733e-02 6.57450972e+00 7.00017087e+00 -1.62123088e-01
1.00000000e+00 1.00000000e+00 3.32901983e+00 8.97379973e+00 8.74125724e+00 7.64096486e+00 2.54369236e+01 -8.36477640e-01 4.70071428e+00 6.61041609e+00 -1.02823689e+01
1.00000000e+00 1.00000000e+00 6.96270056e+00 6.54276869e+00 7.50532873e+00 7.34098985e+00 5.11131141e+01 -3.84764635e-01 4.84737809e+00 6.42222253e+00 -3.82598551e+00
1.00000000e+00 1.00000000e+00 3.80539968e+00 3.09663527e+00 1.60901526e+00 4.80455773e+00 1.82832625e+01 -3.70429323e-01 3.97256201e+00 5.40807281e+00 -8.11404413e-01
1.00000000e+00 1.00000000e+00 5.68061219e+00 1.21960703e+00 7.37051588e+00 4.11871751e+00 2.33968369e+01 -2.58229171e+00 6.07808635e+00 5.75790944e+00 -1.80302252e+01
1.00000000e+00 1.00000000e+00 5.92039251e+00 8.83088987e+00 5.89184396e+00 4.57851141e+00 2.71065847e+01 -2.71192088e-01 8.65517075e+00 4.00998274e+00 -7.40278462e-01
1.00000000e+00 1.00000000e+00 2.66369010e+00 1.19142470e+00 1.73552811e+00 3.37848637e+00 8.99924069e+00 -1.75114705e+00 2.81375540e+00 5.67381423e+00 -6.12834267e+00
1.00000000e+00 1.00000000e+00 9.72626165e+00 8.87231505e+00 5.12470577e+00 2.84799645e+00 2.77003586e+01 -1.32383466e-01 9.40989735e+00 2.77800315e+00 -2.00285971e-01
1.00000000e+00 1.00000000e+00 7.97619541e+00 5.76043421e+00 5.36226658e+00 5.34735728e+00 4.26515666e+01 -2.66872939e-01 7.20178888e+00 8.24656958e+00 -1.63864879e+00
1.00000000e+00 1.00000000e+00 9.45549047e+00 9.45160929e+00 2.49197086e+00 3.41680380e+00 3.23075558e+01 -6.23631998e-02 8.40945891e+00 2.67199259e+00 -4.93785744e-02
1.00000000e+00 1.00000000e+00 9.05344615e+00 8.18904912e+00 9.51128332e+00 3.58715498e+00 3.24761145e+01 -2.88438932e-01 6.00571623e+00 1.76469661e+00 -8.06117298e-01
1.00000000e+00 1.00000000e+00 6.38109981e+00 9.98140699e+00 8.64977834e+00 6.91080457e+00 4.40985337e+01 -3.22086233e-01 8.01565031e+00 4.92621424e+00 -1.71218888e+00
1.00000000e+00 1.00000000e+00 9.29686812e+00 4.15640634e+00 7.02120104e+00 9.71683599e+00 9.03361427e+01 -4.07201359e-01 1.14580358e+00 6.92476696e+00 -1.72788811e+01
1.00000000e+00 1.00000000e+00 1.79643252e+00 7.90469460e+00 5.16066005e+00 6.43273481e+00 1.15559740e+01 -1.63946129e+00 8.36542382e+00 4.93945142e+00 -4.99570965e+00
1.00000000e+00 1.00000000e+00 2.76384576e+00 4.61737822e+00 4.70588987e+00 1.69281520e+00 4.67868013e+00 -1.15562173e+00 1.36124973e+00 3.49078719e+00 -1.39457869e+01
1.00000000e+00 1.00000000e+00 1.40704560e+00 5.31888058e+00 6.85876120e+00 1.68025252e+00 2.36419192e+00 -6.33595923e+00 9.00922039e+00 6.02354066e+00 -2.90551212e+01
1.00000000e+00 1.00000000e+00 3.92797298e+00 6.64754917e+00 5.90888682e+00 9.56280899e+00 3.75624553e+01 -6.07165442e-01 9.92766473e+00 4.12302102e+00 -1.48998249e+00
1.00000000e+00 1.00000000e+00 4.49809561e+00 8.86309403e+00 1.56045795e+00 3.67561711e+00 1.65332772e+01 -1.00661879e-01 3.64660716e+00 9.39580921e+00 -4.04727128e-01
1.00000000e+00 1.00000000e+00 3.44214129e+00 9.85675122e+00 5.61252384e+00 1.82860287e+00 6.29430945e+00 -4.66319539e-01 2.89286701e+00 9.30380626e+00 -8.41732317e+00
1.00000000e+00 1.00000000e+00 8.45863758e+00 7.91446072e+00 8.25763256e+00 6.39140128e+00 5.40625471e+01 -2.79772302e-01 7.88827027e+00 5.52134638e+00 -1.61705012e+00
1.00000000e+00 1.00000000e+00 4.21077994e+00 4.75990104e+00 5.13315890e+00 6.61283900e+00 2.78452098e+01 -6.71747779e-01 3.27723707e+00 3.95095595e+00 -4.15705027e+00
1.00000000e+00 1.00000000e+00 3.52841059e+00 4.79221302e+00 1.46760920e+00 6.83654338e+00 2.41221320e+01 -2.42246051e-01 8.79006145e+00 7.63419173e+00 -3.08772264e-01
1.00000000e+00 1.00000000e+00 5.88426475e+00 7.63824071e+00 8.07650379e+00 3.40661825e+00 2.00454437e+01 -4.32973045e-01 1.92558333e+00 1.33041649e+00 -2.41607028e+00
1.00000000e+00 1.00000000e+00 2.26831802e+00 3.14899431e+00 2.81227404e+00 1.13599616e+00 2.57680056e+00 -1.40827540e+00 2.13359677e+00 5.27292105e+00 -9.78777901e+00
1.00000000e+00 1.00000000e+00 8.21977283e+00 1.99426702e+00 3.32758751e+00 9.68513833e+00 7.96096368e+01 -4.62224161e-01 9.81236400e+00 4.02691055e+00 -6.31219578e-01
1.00000000e+00 1.00000000e+00 1.67095579e+00 4.19159942e+00 2.48235718e+00 3.25803741e+00 5.44403649e+00 -1.76530840e+00 7.06455008e+00 9.28482297e+00 -5.75935673e+00
1.00000000e+00 1.00000000e+00 9.88198243e+00 3.58515092e+00 3.97193558e+00 7.08423659e+00 7.00063015e+01 -2.49467997e-01 8.62198502e+00 1.10802725e+00 -1.27338641e-01
1.00000000e+00 1.00000000e+00 7.95020292e+00 3.66677308e+00 7.81076355e+00 7.35966883e+00 5.85108606e+01 -6.12973878e-01 3.91896440e+00 5.97533388e+00 -7.30005811e+00
1.00000000e+00 1.00000000e+00 2.78844113e+00 3.10246976e+00 5.67447274e+00 6.49006675e+00 1.80971691e+01 -2.04537669e+00 7.08835375e+00 7.66597223e+00 -1.25522238e+01
1.00000000e+00 1.00000000e+00 1.04969905e+00 1.37883871e+00 2.84393147e+00 3.81616655e+00 4.00582642e+00 -8.30018042e+01 6.34817645e+00 5.36516189e+00 -1.99498898e+02
1.00000000e+00 1.00000000e+00 8.33915286e+00 1.16086541e+00 8.90047070e+00 3.43986628e+00 2.86855707e+01 -2.08936909e+00 6.42835108e+00 1.76862727e+00 -5.11640448e+00
1.00000000e+00 1.00000000e+00 7.36171609e+00 9.88950151e+00 8.91623669e+00 6.37901454e+00 4.69604940e+01 -2.83441149e-01 7.14279214e+00 9.75215251e+00 -3.45045972e+00
1.00000000e+00 1.00000000e+00 7.56106451e+00 4.84995820e+00 8.83520583e+00 8.79486070e+00 6.64985091e+01 -5.55308554e-01 6.17823256e+00 5.66209388e+00 -4.49638871e+00
1.00000000e+00 1.00000000e+00 7.94143312e+00 4.45893982e+00 3.14916590e+00 9.52060356e+00 7.56072364e+01 -2.03490801e-01 4.86156132e+00 6.52767620e+00 -8.60445082e-01
1.00000000e+00 1.00000000e+00 1.66640187e+00 7.11682554e+00 5.06115410e+00 1.95315224e+00 3.25473654e+00 -2.13430770e+00 3.48330425e+00 3.12948804e+00 -9.70484223e+00
1.00000000e+00 1.00000000e+00 4.22619156e+00 2.96428499e+00 9.86490691e+00 2.39345751e+00 1.01152099e+01 -2.06306486e+00 7.91723198e+00 5.35148277e+00 -1.37564582e+01
1.00000000e+00 1.00000000e+00 2.04282154e+00 9.54965066e+00 7.94811229e+00 9.50262633e+00 1.94121697e+01 -1.59623384e+00 3.03645187e+00 4.86234543e+00 -2.03160800e+01
1.00000000e+00 1.00000000e+00 8.76793083e+00 8.07710513e+00 1.24450679e+00 7.62881706e+00 6.68889403e+01 -3.96703636e-02 7.23118876e+00 1.67406258e+00 -1.14294529e-02
1.00000000e+00 1.00000000e+00 6.60968314e+00 1.80469902e+00 1.58684132e+00 8.94694442e+00 5.91364677e+01 -3.13487611e-01 3.09999540e+00 1.95544318e+00 -3.13789231e-01
1.00000000e+00 1.00000000e+00 3.97808222e+00 4.75822698e+00 5.17538239e+00 2.82369371e+00 1.12328857e+01 -7.30450179e-01 6.62797153e+00 8.53725268e+00 -4.86934499e+00
1.00000000e+00 1.00000000e+00 1.57202515e+00 8.91206477e+00 9.18298185e+00 6.28827284e+00 9.88532307e+00 -3.60263498e+00 7.72370440e+00 3.15837957e+00 -1.35282826e+01
1.00000000e+00 1.00000000e+00 3.79884090e+00 9.50258820e+00 5.84831618e+00 7.31025635e+00 2.77705008e+01 -4.39785311e-01 2.96842500e+00 2.75462444e+00 -2.38675521e+00
1.00000000e+00 1.00000000e+00 3.92664990e+00 5.20661360e+00 5.48031257e+00 7.12100697e+00 2.79617013e+01 -7.19298581e-01 1.53948971e+00 5.54420306e+00 -1.41963557e+01
1.00000000e+00 1.00000000e+00 7.56645561e+00 6.52070250e+00 1.94926330e+00 4.67336522e+00 3.53608104e+01 -9.10489837e-02 2.17876369e+00 7.91872418e+00 -6.45046015e-01
1.00000000e+00 1.00000000e+00 6.73801724e+00 2.50330551e+00 6.91102094e+00 1.13855403e+00 7.67159665e+00 -9.62269010e-01 6.45397271e+00 1.55751867e+00 -1.60488842e+00
1.00000000e+00 1.00000000e+00 8.98491468e+00 9.92051764e+00 8.39892845e+00 6.24633451e+00 5.61227827e+01 -2.12055364e-01 8.64501766e+00 6.19127128e+00 -1.27551947e+00
1.00000000e+00 1.00000000e+00 5.24993433e+00 3.08504531e+00 4.42378007e+00 3.27791385e+00 1.72088325e+01 -6.74807276e-01 1.40497139e+00 2.07289399e+00 -4.40436086e+00
1.00000000e+00 1.00000000e+00 2.07634821e+00 9.48458597e+00 7.98050666e+00 5.05228822e+00 1.04903096e+01 -1.56346905e+00 7.60736133e+00 1.32814946e+00 -2.17837506e+00
1.00000000e+00 1.00000000e+00 7.41920309e+00 6.84681984e+00 9.68028989e+00 9.61822914e+00 7.13595953e+01 -4.40502464e-01 4.07186781e+00 1.47469557e+00 -1.54434885e+00
1.00000000e+00 1.00000000e+00 7.84706544e+00 6.46963115e+00 2.83389813e+00 4.59131786e+00 3.60283717e+01 -1.27947036e-01 5.30675533e+00 8.50747697e+00 -5.81281075e-01
1.00000000e+00 1.00000000e+00 6.05149478e+00 5.61419660e+00 5.70996668e+00 8.55821446e+00 5.17899901e+01 -4.02676277e-01 9.35973595e+00 2.06175235e+00 -5.06480257e-01
1.00000000e+00 1.00000000e+00 7.93870462e+00 3.07602831e+00 3.58424162e+00 2.69686545e+00 2.14096182e+01 -3.35860204e-01 3.98774354e+00 1.40636228e+00 -4.24547038e-01
1.00000000e+00 1.00000000e+00 5.44416037e+00 2.58875229e+00 8.13568977e+00 7.05214448e+00 3.83930055e+01 -1.41430852e+00 5.18803241e+00 4.94109898e+00 -1.09587094e+01
1.00000000e+00 1.00000000e+00 5.70459546e+00 2.98437588e+00 6.19834029e+00 9.79306259e+00 5.58654604e+01 -8.82936771e-01 1.12314173e+00 8.59594125e+00 -4.18855183e+01
1.00000000e+00 1.00000000e+00 4.84786917e+00 2.67794436e+00 6.71124176e+00 1.91703791e+00 9.29354896e+00 -1.30259988e+00 1.73438848e+00 3.36167539e+00 -1.69442875e+01
1.00000000e+00 1.00000000e+00 1.22877214e+00 8.01626026e+00 8.18122744e+00 1.07487948e+00 1.32078196e+00 -8.92223210e+00 3.32732432e+00 4.79541356e+00 -1.05201738e+02
1.00000000e+00 1.00000000e+00 1.97102284e+00 4.15112733e+00 4.56373425e+00 4.90224513e+00 9.66243714e+00 -2.26440884e+00 1.25067017e+00 1.35930279e+00 -1.12317805e+01
1.00000000e+00 1.00000000e+00 1.28286267e+00 1.52058409e+00 9.23581062e+00 1.83362935e+00 2.35229464e+00 -4.29456257e+01 6.68237793e+00 5.04170663e+00 -2.99254362e+02
1.00000000e+00 1.00000000e+00 6.72769370e+00 9.72192367e+00 5.79725981e+00 7.73545915e+00 5.20417998e+01 -2.08219197e-01 4.83758521e+00 6.19851773e+00 -1.54668812e+00
1.00000000e+00 1.00000000e+00 3.82920383e+00 8.95407296e+00 2.42159341e+00 9.23093797e+00 3.53471430e+01 -1.91181716e-01 5.93330682e+00 6.13816348e+00 -4.78948948e-01
1.00000000e+00 1.00000000e+00 5.57713622e+00 9.34977055e+00 7.26309206e+00 4.90618875e+00 2.73624830e+01 -3.39435104e-01 2.57182467e+00 3.99184023e+00 -3.82657382e+00
1.00000000e+00 1.00000000e+00 9.16809827e+00 9.95417040e+00 8.13935215e+00 3.32840478e+00 3.05151421e+01 -2.00213708e-01 3.66338826e+00 3.83979863e+00 -1.70808370e+00
1.00000000e+00 1.00000000e+00 3.24363006e+00 2.56505724e+00 3.85085509e+00 4.90962987e+00 1.59250230e+01 -1.33825496e+00 6.97442027e+00 1.95961257e+00 -1.44796525e+00
1.00000000e+00 1.00000000e+00 4.69344631e+00 4.56617817e+00 8.71461331e+00 7.51103036e+00 3.52526177e+01 -1.03345953e+00 9.68772451e+00 4.30118489e+00 -3.99859967e+00
1.00000000e+00 1.00000000e+00 7.79996025e+00 7.82414628e+00 9.15528929e+00 1.08148745e+00 8.43555915e+00 -3.44158684e-01 1.45375096e+00 1.89545202e+00 -4.10821898e+00
1.00000000e+00 1.00000000e+00 3.05918349e+00 7.26418556e+00 3.49214039e+00 6.30508591e+00 1.92884147e+01 -4.66917028e-01 9.01345889e+00 7.89936350e+00 -1.42899933e+00
1.00000000e+00 1.00000000e+00 1.69281919e+00 2.38506316e+00 9.85169325e+00 6.51962516e+00 1.10365466e+01 -1.19239758e+01 6.19193081e+00 9.69646868e+00 -1.83958335e+02
1.00000000e+00 1.00000000e+00 3.60776308e+00 8.34249812e+00 2.26640375e+00 6.73919422e+00 2.43134161e+01 -2.08354568e-01 6.07527610e+00 9.73067011e+00 -7.56339943e-01
1.00000000e+00 1.00000000e+00 2.45099159e+00 3.01996515e+00 2.81814102e+00 3.17819872e+00 7.78973832e+00 -1.28625149e+00 5.50250682e+00 8.78563989e+00 -5.78763883e+00
1.00000000e+00 1.00000000e+00 9.36727887e+00 3.01435853e+00 2.65802355e+00 7.42647451e+00 6.95658578e+01 -2.10770424e-01 1.62454677e+00 6.40712934e+00 -2.20952931e+00
1.00000000e+00 1.00000000e+00 8.27308342e+00 5.83276981e+00 9.04590739e+00 1.82252338e+00 1.50778879e+01 -4.26470237e-01 1.80889167e+00 7.30779128e+00 -1.55852740e+01
1.00000000e+00 1.00000000e+00 6.70063381e+00 6.33645941e+00 6.88863297e+00 2.79343303e+00 1.87177718e+01 -3.81411023e-01 6.40820805e+00 3.56685222e+00 -1.46242903e+00
1.00000000e+00 1.00000000e+00 8.84314531e+00 6.22077587e+00 2.36893855e+00 8.89723042e+00 7.86795015e+01 -9.71066507e-02 4.06862714e+00 6.67693378e+00 -3.77513031e-01
1.00000000e+00 1.00000000e+00 8.23304869e+00 1.82338154e+00 4.96291077e+00 7.64850836e+00 6.29705417e+01 -7.52605730e-01 9.25541260e+00 5.10084594e+00 -2.05849781e+00
1.00000000e+00 1.00000000e+00 2.67913053e+00 8.89714776e+00 6.53768223e+00 1.12370999e+00 3.01056573e+00 -8.75222636e-01 4.65931484e+00 5.33815606e+00 -6.55558658e+00
1.00000000e+00 1.00000000e+00 9.03303099e+00 3.39040038e+00 1.75117676e+00 3.23538634e+00 2.92253451e+01 -1.28596619e-01 2.28953313e+00 7.81998904e+00 -7.69163647e-01
1.00000000e+00 1.00000000e+00 5.85408018e+00 2.16563429e+00 8.94174732e+00 2.92965835e+00 1.71504549e+01 -1.70121939e+00 7.43246950e+00 3.53726520e+00 -7.23964386e+00
1.00000000e+00 1.00000000e+00 8.26696140e+00 8.99873272e+00 8.23243182e+00 3.43725695e+00 2.84156705e+01 -2.51781567e-01 3.64018079e+00 3.86235651e+00 -2.19928483e+00
1.00000000e+00 1.00000000e+00 9.06482170e+00 9.60086348e+00 5.54686096e+00 3.22803793e+00 2.92615883e+01 -1.43275592e-01 5.72923277e+00 9.32177612e+00 -1.29306898e+00
1.00000000e+00 1.00000000e+00 3.86203127e+00 8.75914856e+00 9.70413954e+00 1.56273666e+00 6.03533786e+00 -7.74195711e-01 7.28049507e+00 1.50601865e+00 -1.55409382e+00
1.00000000e+00 1.00000000e+00 1.99046732e+00 8.28564467e+00 4.75984881e+00 5.13046465e+00 1.02120222e+01 -1.15999655e+00 9.10237700e+00 5.37070869e+00 -3.25781662e+00
1.00000000e+00 1.00000000e+00 3.05141646e+00 6.89717783e+00 9.85699287e+00 7.59460127e+00 2.31742914e+01 -1.39331457e+00 8.12972075e+00 9.21520720e+00 -1.55676514e+01
1.00000000e+00 1.00000000e+00 4.84397010e+00 5.95771634e+00 7.01127999e+00 6.46058552e+00 3.12948831e+01 -6.12304547e-01 7.08724961e+00 6.49326707e+00 -3.93323896e+00
1.00000000e+00 1.00000000e+00 8.36213289e+00 1.78288084e+00 6.71204146e+00 7.05584502e+00 5.90019137e+01 -1.02272449e+00 7.11669864e+00 5.91766367e+00 -5.70801346e+00
1.00000000e+00 1.00000000e+00 8.74657525e+00 4.67607892e+00 2.49359406e+00 1.73034261e+00 1.51345718e+01 -1.37677881e-01 9.51332180e+00 3.24769761e+00 -1.17201542e-01
1.00000000e+00 1.00000000e+00 1.06256917e+00 4.35419665e+00 8.93734982e+00 9.56341639e+00 1.01617915e+01 -6.56100375e+01 3.66241688e+00 4.08947940e+00 -6.54755706e+02
1.00000000e+00 1.00000000e+00 5.59672572e+00 3.33778405e+00 4.84740719e+00 8.54642650e+00 4.78320051e+01 -6.31877181e-01 1.01000885e+00 8.66843574e+00 -2.62880112e+01
1.00000000e+00 1.00000000e+00 4.75669903e+00 7.51078102e+00 2.46010065e+00 8.24581287e+00 3.92228500e+01 -1.74377870e-01 3.44759103e+00 6.03296319e+00 -7.50687488e-01
1.00000000e+00 1.00000000e+00 2.99897029e+00 5.46288162e+00 1.11346768e+00 8.40685425e+00 2.52119061e+01 -2.03929231e-01 2.96102242e+00 5.63267974e+00 -4.31946999e-01
1.00000000e+00 1.00000000e+00 2.07878831e+00 1.72941594e+00 6.03780115e+00 9.39439457e+00 1.95289576e+01 -6.47251571e+00 6.95651127e+00 1.89621742e+00 -1.06524268e+01
1.00000000e+00 1.00000000e+00 4.03853654e+00 2.98164882e+00 5.74659660e+00 5.89828570e+00 2.38204423e+01 -1.26858553e+00 6.70340440e+00 1.14425341e+00 -1.24439214e+00
1.00000000e+00 1.00000000e+00 9.48618734e+00 7.14932887e+00 7.47418260e+00 2.80253816e+00 2.65854020e+01 -2.46385877e-01 6.34115244e+00 9.67316670e+00 -2.80918274e+00
1.00000000e+00 1.00000000e+00 3.90882639e+00 1.68517774e+00 9.01232248e+00 6.55105247e+00 2.56069268e+01 -3.67708107e+00 1.14619099e+00 4.39287551e+00 -1.27008221e+02
1.00000000e+00 1.00000000e+00 5.66911560e+00 8.66086223e+00 1.71465926e+00 7.68593344e+00 4.35724451e+01 -8.48031666e-02 7.55900249e+00 6.42891756e+00 -1.23669689e-01
