G	c	dx1dt	d2x1dt2	dx2dt	m2	m1	Fc	Fg	d2	d1	W
1.000000000000000000e+00	1.000000000000000000e+00	1.828020824758155083e+00	2.538290297361574410e+00	1.861693680433464504e+00	5.740608791589111526e+00	4.698128765655750883e+00	8.492904208969760393e-01	3.036285476209110268e+00	5.558450072737251002e-01	2.029871468384120803e+00	-3.937399975506972183e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.142817415764783817e+01	1.031555197377842070e+01	9.030458316716563072e-01	3.783660147696235487e+00	2.266096904878423857e+00	4.238787045467149461e+00	7.851319406575963278e+00	2.760447004154265721e-02	6.348281569343528830e+00	-1.335802834188168697e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.019307313345253263e+00	9.895896863649646491e+00	8.558502721029334737e+00	3.304349940874462987e+00	4.797847629752760579e-01	7.257856407828957579e+00	8.623801114739174878e+00	1.624161444347071437e-01	5.276351531041059140e+00	5.546839885738394926e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.096361286816243119e+00	6.465164597075199193e-01	1.623315192884680513e+00	4.216872678695136045e+00	2.094809089165811322e+00	2.017547853600729191e+00	2.453905186852701759e-01	6.914425742084264748e-01	7.050396067247833187e+00	1.284945547657673215e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.565196744687734398e+00	7.567605712432913911e+00	6.024616790686194712e+00	6.557839967923939639e+00	1.215918308090099265e+00	7.240149567776065886e+00	1.074345494019193303e+01	3.010897358312715766e-01	2.602232495624666075e+00	1.341981354094000878e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.749816437686273041e+00	1.009062993275299291e+01	4.979486624955653085e+00	4.766651241189309829e+00	8.849373799971941290e-01	3.435092030686730524e+00	7.293249861004925449e+00	2.113282079087003551e-01	3.237348885075464366e+00	3.501922132574715629e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.586281612802257879e+00	2.494258897854792156e+00	3.865146607157690983e+00	7.861471356407803590e+00	1.767721677279967096e+00	1.002330102940422840e+01	4.466137668957678386e+00	5.265255333641537527e-01	2.759868924313295668e-01	4.070277271122283480e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.857407391700071742e+00	6.286175292308112006e+00	8.970155753462224268e+00	4.223491587024232885e+00	4.990657661189121796e-01	9.224661760795850540e+00	6.110145682040829307e+00	2.683272345602692455e-01	2.262331521014996571e+00	1.901097655977453726e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.010293314295051204e+00	9.645775253538188210e+00	1.896594967934400522e+00	1.203461919286135995e+00	1.190099271315730123e+00	3.986499446686304626e+00	4.167124218693758486e+00	-9.527642209439343701e-03	6.182596675929042718e+00	1.735869220907585997e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.566723343583837469e+00	5.708666941940705453e-01	6.590663711266993019e+00	7.873523627992289775e+00	1.229878316489247947e+00	2.604848371722424893e+00	1.869353494881198952e+00	1.637585210142024295e+00	9.272606872586731441e+00	3.826847199649979103e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.915561795791972166e+00	7.361335790008674884e+00	9.833677602530713102e+00	2.724920737064966847e+00	6.889785123488578744e-02	4.058009841294668796e+00	4.278657013811938192e+00	2.005748264386781887e-01	6.063664184079472719e+00	6.184119589216289015e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.305993767687504192e+00	4.383839119113778438e+00	5.662885240822298272e+00	4.770383253656615530e+00	9.465332508500174935e-01	3.502035384269790885e+00	3.660616055293502313e+00	9.018397672031581713e-01	5.207163710087854724e+00	1.384048791322404881e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.890094888881145074e+00	8.989554456216186651e+00	1.003656099136045476e+01	7.091226826421213936e+00	8.631184382043026737e-01	6.455945241489177810e+00	1.613837488688551147e+01	3.191712069799642060e-01	1.023108109913318664e+01	8.588959540148563221e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.412864973763254817e+00	1.020263809030489277e+01	1.817315950501080080e+00	4.244653924397982614e+00	2.728946246591767100e+00	8.784194230944141424e+00	1.026930625039860345e+01	6.305122340924937396e-02	7.470801919827446902e+00	1.952161975375148462e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.777435363843589577e+00	9.513508825083935250e+00	3.996704206078535826e+00	1.840637344133535303e+00	2.414335598721522036e-01	7.987364169551832482e+00	3.192956320809643866e+00	9.522937524273998589e-02	9.865841520375569829e+00	1.714407152938602463e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.921013072889146578e+00	4.892690512409336279e+00	3.197414879432005641e+00	4.418836586019414980e+00	1.304128509518476919e+00	8.934309306236238868e+00	5.080179702888006688e+00	9.286556085711818176e-02	5.852752823099244495e+00	1.124447944031344182e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.097676049355350791e+00	8.704694650095330388e+00	6.429433576089358837e+00	8.617661003924499852e+00	1.004005731915782906e+00	4.883648760013946877e+00	1.874133422242319469e+01	3.997177307290248338e-01	3.185887928319645734e+00	2.495448120754724641e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.926523181316287747e+00	8.308251431574133150e+00	1.032887400410697509e+01	6.114611250953243093e+00	8.051273136959469223e-01	2.553646411717062747e+00	1.234142272180222832e+01	1.627692030928312161e-01	1.925864117133757603e+00	5.894955526187258954e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.005568485496518782e+00	3.377721323389692110e+00	4.439223221143363318e+00	6.715746327408143479e+00	2.105618088147790168e+00	7.432417540529354660e+00	5.642223021853710385e+00	2.387639246487254785e-01	8.584158922822060944e+00	1.556705579164550102e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.424334089721093655e+00	8.318743311754289493e+00	5.683607804281544773e+00	7.043649230116746374e+00	1.184691378588440536e+00	4.181869694407443383e+00	1.249563860745911548e+01	8.505229734742374426e-01	1.785685265778347519e+00	2.775153428652367538e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.185885093655165257e+00	1.371135333296060743e+00	1.994884522261950233e+00	3.125759496781355118e+00	1.058073150584617483e+00	6.733451377127852133e+00	8.352482054064634953e-01	3.750598247147557962e-01	3.676844974772548014e+00	3.881579968873698938e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.607715171801604281e+00	6.274050270749673253e+00	6.180360609627645552e+00	4.629974478115459036e+00	8.152704077701946606e-01	2.719301655501748183e+00	6.651257015087836066e+00	4.144229226209313333e-01	5.248730257274267785e+00	5.570162352448472021e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.480787140019405923e+00	2.922448083718176992e+00	5.165200068183133375e+00	9.035868852139625318e+00	1.555546562707808889e+00	1.750363798938760374e+00	4.523353407241319069e+00	1.558409748991441024e+00	6.164902240576311421e+00	1.502111189510562284e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.940660733057205434e+00	2.210826999499863721e+00	9.521193582646313658e+00	2.757691239710727160e+00	5.885626398419649408e-02	1.053669756007171543e+01	3.217178348947746791e-01	5.243333811270389777e-01	6.319445254433743386e+00	1.292781114756674476e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.996242984741115833e+00	1.988208230342431326e+00	5.517292226453330173e+00	4.171889900337550472e+00	4.770129210768669359e-01	1.703811733624922109e+00	1.453509894180898598e+00	4.974816028540004487e-01	3.131845604910616476e+00	3.801590634581528150e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.696565636766438345e+00	6.630120983091867259e+00	4.324153418521658132e+00	3.866164543882382620e+00	8.598256885317102638e-01	1.065754267121648979e+01	5.999879297872989348e+00	6.199498507209567910e-02	5.196536097959908673e+00	2.111658506158948789e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.158622991521567336e+00	3.918462916886997771e+00	2.516916282291904672e+00	5.136396216382540736e+00	2.369101831695634264e+00	1.045851330048839323e+01	4.687717415482312688e+00	2.175970600630992846e-01	6.987051075138107414e+00	1.013139611950230057e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.676358416360731463e+00	6.424989394567409029e+00	3.933227617317952785e+00	1.003204545402380710e+01	4.079114600900651588e+00	8.360606131198872859e+00	1.668059447824440866e+01	2.418031687831852516e-01	1.030264358323170093e+01	-1.031173833786944494e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.902587803842951786e+00	1.497981941420706509e+00	3.749691206192759196e+00	6.303928866286858668e-01	4.911591446136285288e-01	7.155432751044768835e+00	1.024544236923228047e+00	3.769054356517586024e-01	7.161994376099316106e+00	3.251241556999780791e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.144966383320126013e+00	3.921354692766398475e+00	2.541594234959459797e+00	5.099209259309981590e+00	1.745650884339704501e+00	6.098816006472604911e+00	4.396853751608921890e+00	1.032860092188033069e-01	8.779540932507281070e+00	1.920525172575787032e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.078655574928179206e+00	6.172399124890190159e+00	8.648978497130553222e+00	2.494031157654041930e+00	6.284436447642653967e-01	8.817800134943293955e+00	4.704772233097828327e+00	9.484167582585862899e-01	8.099554412622810062e+00	6.719850757297807675e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.836752009043290279e+00	8.202239383981856591e+00	6.377929775946475921e+00	9.805311092481613144e+00	1.563198424814026488e+00	3.352443097649193238e+00	1.655882782343794091e+01	1.970426852785142624e-02	6.336436194304248204e+00	7.940520515397812673e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.395548988293183079e+00	4.173731178429529010e+00	5.330484212181543668e+00	1.952358551715436263e+00	2.583248283947486845e-01	5.226364006032830467e+00	2.293397223146644404e+00	1.820582629643854089e+00	3.825001406184067143e+00	9.709494785393065541e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.329540504622963581e+00	6.669308063158683630e+00	2.463615296562212009e+00	4.779802663753715208e+00	2.257197752349769271e+00	6.650672301520787144e+00	5.859506376251516713e+00	8.522027083884020637e-02	5.945922039693421368e+00	5.399856515802752277e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.541735903939331909e+00	8.597998335256807678e+00	9.129637945347610639e+00	6.502369308234906775e+00	1.085505232320102209e+00	5.725418086295235298e+00	1.398003889984030756e+01	4.150104298907150713e-01	6.950329297684182173e+00	1.387300466727990234e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.201557758556528022e+00	5.921956575528487754e+00	8.188555647371517310e+00	7.614724921265463742e+00	1.199546978261833763e+00	5.155466202689392929e+00	1.051291325617490102e+01	2.136171765484852214e-01	6.753067069927475963e+00	9.238362418184539848e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.633992098816599459e+00	2.950322767761064835e+00	2.051985753000618029e+00	4.838195121790607622e+00	3.260397212718507021e+00	3.858501249516137932e+00	1.788715565407668739e+00	1.429891185194958614e-01	4.990049017058350245e+00	-3.020225372593142499e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.242947913048611852e+00	7.933156435633372805e-01	7.527962267330730484e+00	4.017243809892389272e+00	5.673934256348048821e-01	6.024212392989267251e+00	1.649576314728916859e+00	1.193189534795126683e+00	5.227079151932736423e+00	3.374098688346006014e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.509878715606387978e+00	8.764288261947841718e+00	5.539600278991591686e+00	5.080500228354937420e+00	8.674097180407059904e-01	8.266662687101531404e+00	9.541422603909804678e+00	2.461394437118668566e-01	3.823857575169351097e+00	3.064333550246223226e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.018285044400581540e+00	9.177858621492462898e-01	1.021535169386707853e+00	2.812499897133748039e+00	1.798850472185903770e+00	2.515028913237737473e+00	1.793753789037213497e+00	6.769261672043815903e-01	4.773251564021117055e+00	3.324745144314555922e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.654829170535021987e+00	9.105456344328214158e+00	5.245638849542316073e+00	2.719756372531621835e+00	5.059848623903899778e-01	9.905948548851037927e+00	5.886263730627775637e+00	1.095994970310054661e-01	3.577522217015586925e+00	2.931969634546124137e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.585256940072442333e+00	5.787668652562784288e+00	5.139283466763028940e+00	5.501323644007291236e+00	8.402497075462211917e-01	6.932727573592519121e+00	7.363855131825492784e+00	1.035169548766721043e-01	9.728238202009432456e+00	4.711035109877477645e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.759493799484317833e+00	9.700557358826229049e+00	2.322347250106047589e+00	2.955036754055424986e+00	1.437745479465661225e+00	8.073090296994781312e+00	7.440678907187941782e+00	8.178484344117672999e-02	2.484757850597055562e+00	9.355527225627287002e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.009158726666057149e+01	8.435154631543541726e+00	1.013069693850065711e+01	2.502669673143195439e+00	3.825546608687603323e-01	5.682977705748754715e+00	6.193525971804605845e+00	1.800953205214670672e-01	1.413967741637946807e+00	2.378146275917534425e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.331670031117309527e+00	9.881452077436318149e+00	9.405650478210210608e+00	6.286620669697856378e+00	8.307980141856431411e-01	7.618470279075461704e+00	1.595963510852177514e+01	1.174972771132449800e-01	4.207053700707091615e+00	1.165881865390910122e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.494742511594020939e+00	4.090573988273470185e+00	6.339074642710190055e+00	9.681800306320585747e+00	1.264807260423447710e+00	1.759775418255926649e+00	6.222186470421584126e+00	2.300387870677594870e-01	6.323406561328097197e+00	1.983849509841267889e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.980809006246543325e+00	8.183744989166012118e+00	5.044467602184163013e+00	6.297931073809789559e+00	1.366245374939961232e+00	8.443153441983378471e+00	1.225498277727840168e+01	5.439141689094434406e-01	4.616071576539573229e+00	6.363541527631723760e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.725053491149342921e+00	5.978092141769444368e+00	4.466689070647069215e+00	1.682927101823977312e+00	2.088654145783336302e-02	1.207474424805422109e+00	1.222762113691410191e+00	4.863771320041895274e-01	4.153939088840570726e+00	4.525571379488773083e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.696326742291768053e+00	4.768611517591285320e+00	7.032642778649251802e+00	1.323361213052663965e+00	2.095011380056534533e-01	9.025169946681709021e+00	2.049578092342034807e+00	1.419649844039793551e+00	7.775282059470576712e+00	5.415905772762679149e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.286596462660173579e+00	6.670776173033223344e+00	4.657527251997385598e+00	8.852431311132361813e+00	1.603365118813031787e+00	1.004602173863105286e+01	1.702338791540351792e+01	3.194054044232569334e-01	3.726465656110463875e+00	1.371066445239631371e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.208781437154343052e+00	8.197902853703842752e+00	7.538341197531440718e-01	3.749784823867482242e+00	2.070893448169519147e+00	3.239560272236438720e+00	6.892071713482566864e+00	-1.681485732997770044e-03	8.900926442961646146e+00	8.528204529738292461e-03
1.000000000000000000e+00	1.000000000000000000e+00	2.896036251357420710e+00	9.845117354238471563e+00	5.547647232263611450e+00	1.738457721313567461e+00	3.798811390348103001e-01	2.135961522029662163e+00	4.052329848799040235e+00	1.940122887212699099e-01	8.663024114137344966e+00	1.605563283619486636e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.379648529616835262e+00	7.539470141036440864e+00	8.691697982452355475e+00	6.736685248266875981e+00	7.496089378909639445e-01	8.617345727387204946e+00	1.185603181068530709e+01	1.365454361421513108e-01	5.768657593150858354e+00	1.255050786333394619e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.922005506801841790e+00	4.693195236031657558e+00	5.174731821603030468e+00	6.208089156679607257e+00	1.367247292166088313e+00	3.815408455655364683e+00	7.603547059277707021e+00	3.478977857044458499e-01	4.139801752070079388e+00	9.083145368009523324e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.572070202911417969e+00	4.878614577678821007e+00	1.838392006069898832e+00	5.742580328531365907e+00	4.939800790579845113e+00	8.995848554643504968e+00	7.909588958231990929e+00	5.386437743443803217e-02	7.689561445877552970e+00	-6.300913056444923388e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.663746674717922147e+00	7.365984812064729326e+00	8.185450600651977382e+00	1.996726284452629674e+00	4.674908063342321229e-01	2.426263478585306554e+00	4.982229640300505302e+00	2.081725006116180443e-01	1.086663455460105565e+00	2.347772001955577181e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.734683178108070045e+00	2.156661577025244192e+00	3.516996668394316572e+00	9.186658018470881260e-01	5.408632041551927339e-01	3.176340893939000765e+00	2.261486181241500582e+00	4.809643495797302770e-01	6.018605268371445050e+00	-1.051249035453044822e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.144970244914363278e+00	2.787314719415063813e+00	4.148042836481687701e+00	9.754380361546628464e+00	3.104954580127382791e+00	9.520732392177613690e+00	4.018211349379577690e+00	2.214955014933920052e-01	4.446197938148217510e+00	1.332001952379594734e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.674390067721436504e+00	4.658502275305052009e+00	2.062456073178733362e+00	3.132277920155604800e+00	1.381739668425510770e+00	6.454473363925711027e+00	3.058477777650713492e+00	5.249426775623076136e-01	9.680301866141931555e+00	2.463093410476465461e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.073508371505425529e+01	3.512518787542982857e+00	4.459853744681585574e+00	6.778299432721293094e+00	1.661684042243194437e+00	8.982309677314070484e+00	6.615914841161789184e+00	5.557112864460861390e-02	1.311146839972114897e+00	3.062413224235257658e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.315750987231918856e+00	3.169019177944858434e+00	8.091329458474644909e+00	6.498193784505091664e+00	7.113615702146272035e-01	3.119991935881581746e+00	5.434695960950168825e+00	3.477307514994280591e-01	5.871431755396259611e+00	2.122842724313179730e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.319211114861748690e+00	3.149770263802428083e+00	7.057463210791565800e+00	5.467284056287515348e+00	1.196431362733384018e+00	7.109037256739003219e+00	5.215415660934709763e+00	8.201628904909492590e-01	7.273618018471599278e+00	1.192688977573922315e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.233573329530992080e+00	1.579662415644056406e+00	2.403394774259989930e+00	4.014986177545440071e+00	1.285518972646889857e+00	6.185622412243163559e+00	8.979739175269523255e-01	3.710168598347450164e+00	5.650391160750396047e+00	1.113202024611066854e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.439879283303364232e+00	1.589234975769286518e+00	8.836013407589145885e+00	3.316657189484485180e+00	5.671732175580914692e-01	6.795414245421675048e+00	1.598856639496385457e+00	9.613683149750785750e-01	2.000781937927515131e+00	1.416653788947711234e+02
1.000000000000000000e+00	1.000000000000000000e+00	7.451846823900118544e+00	1.036916912886200315e+01	8.346251160808206393e+00	6.182228428656287633e+00	6.485551694108021570e-01	6.880099570163347167e+00	1.539455558481422592e+01	2.044602191669575575e-01	1.006332379982636027e+01	7.800539485470048717e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.782151573167618075e+00	5.434465792557546138e+00	8.297984346057631910e+00	7.960253026164221701e+00	9.934195987410696649e-01	6.831740907487672487e+00	9.804891688470677380e+00	2.783285468628839965e-01	4.803817173121235129e+00	2.806523797609641235e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.357864681710612587e+00	3.490472461458802744e+00	3.362060917194973353e+00	8.997532586307809055e+00	2.860061040619773287e+00	4.454737765567921670e+00	8.952480192842047657e+00	4.772614873430584825e-02	6.713810309900816620e+00	3.014264535479246554e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.597907019714289056e+00	6.947347775329517638e+00	5.174648014352482228e+00	1.977568917741720167e+00	3.375093076384122481e-01	3.867750193247406543e+00	2.776402001336309766e+00	5.713847927729982512e-01	2.960147839117432511e+00	3.509193883712818707e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.656042498304345134e+00	3.516762443700964802e+00	1.016387733637946944e+01	2.547530810944245161e+00	1.099010525938869942e-01	7.554239903610904250e+00	1.658426735371429483e+00	9.236684477934089532e-01	4.869468492515463431e+00	1.745336499495393312e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.861997284217525861e+00	9.035819958584772493e+00	8.235102186698071591e+00	9.413716980442243809e+00	1.075713797885077483e+00	3.335192176271637443e+00	2.007466123140806502e+01	5.758826163595021086e-01	5.261973592612736894e+00	1.598555603300800243e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.531750686607425749e+00	8.755402672848276779e+00	1.114395281876631838e+00	8.375456555527737379e+00	6.122557676878429334e+00	6.678516485976570216e+00	1.462334556926159301e+01	3.637985949995738155e-02	1.771316314122430180e+00	-3.039712512175164250e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.368618405638335034e+00	2.811840283293714826e+00	1.452919697903017004e+00	8.635407968411982438e+00	5.552774365725722028e+00	3.086860715250152154e+00	3.836618383689172074e+00	1.296636964064165343e-01	3.246957738780650971e+00	5.638533271040770067e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.651599238474751985e+00	5.420940311280643797e+00	4.639341158868981907e+00	3.520325794131650365e+00	9.157174217336794264e-01	7.348107931474588739e+00	3.357526147079883838e+00	3.523149952990589640e-01	8.803048333764708744e+00	-1.151164104234929653e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.427864479989861213e+00	9.280117817508568123e+00	8.795828875948911829e+00	6.405670959713793522e+00	8.024429808944417708e-01	7.786347133375880247e+00	1.372587272571614392e+01	9.459189253101523143e-01	2.995318971586926171e+00	2.648323203108912693e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.755959837727664841e+00	9.253633515966525280e+00	5.816952218327925195e+00	7.368793041962840462e+00	1.402660424324920996e+00	3.612840977090606032e+00	1.472870147276652908e+01	1.447692755193737968e-01	2.695217059860334441e+00	8.404144311589350380e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.607150463345501823e+00	5.363291427687592261e+00	5.589105472431388222e+00	7.625816526120384964e+00	1.283769362711138617e+00	1.525178137665404776e+00	7.107227053936660432e+00	3.847568387304453053e-01	4.901276882072323815e+00	9.827920260473192116e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.956028967605158542e+00	5.771849081967734385e+00	2.341735605263532971e+00	4.335501655200671323e+00	2.412389987039035510e+00	1.903665989058640484e+00	6.215429062650792424e+00	6.620556631002055825e-02	8.593989695560765085e+00	-1.429470903031392126e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.659673121188150802e+00	2.068761481764737287e+00	7.247212579673039556e+00	9.603438382667462969e-01	1.042711262147733020e-01	6.547650678812856562e+00	3.676877129589815607e-01	4.041933519831090726e-01	1.730325280155682321e+00	1.589236695026892221e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.600065110220715070e+00	9.525086592165543209e+00	9.258691981266771620e+00	5.583985524893987140e+00	1.113138804003713789e+00	8.981855096805379191e+00	1.532299005744228637e+01	1.063447828693470376e-01	6.373483614315601287e+00	8.762036044471445351e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.243505525357447183e+00	3.119521618098219484e+00	3.886695600100403158e+00	3.784179498564282262e+00	7.256510710913531836e-01	3.670337404573469353e-01	2.528720120057217358e+00	3.032216795032473544e-01	1.489044541764560803e+00	1.215333360460484613e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.780839857634042289e+00	9.266411649219771007e+00	7.852081101030321975e+00	5.233909911217665467e+00	5.480889271368089011e-01	7.891847272719521911e+00	1.204929102944982588e+01	5.166660425710628557e-01	1.755523562247596869e+00	3.080576637578543142e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.932316170731007254e+00	6.992351970194721211e+00	9.191455563834578513e+00	1.021250589582970569e+01	8.874481913632084051e-01	3.559944487609550290e+00	1.415103617086334786e+01	2.157559354045419098e-01	9.615193696920421029e-01	9.742194355932282690e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.528502857091210032e+00	6.957979884522143443e+00	3.539171540715318365e+00	4.702218111307804982e+00	1.667349212052388063e+00	4.659419461012551444e+00	7.021794480227453228e+00	1.421462498291627130e-02	8.203592219496954385e+00	1.354481674275269443e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.893466962001128628e+00	5.219364114144770639e+00	5.432518108395284706e+00	9.155332622584811730e+00	1.698856894960911523e+00	9.653095854604510251e+00	1.213508867974817740e+01	2.259256532295012276e-01	2.130569845017140196e+00	2.749977383437870415e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.212521659755514847e+00	3.158697412410447658e+00	4.222007530573495870e+00	2.292329791559981622e+00	9.054335951008951611e-01	4.716819111414090493e+00	2.850426531362530547e+00	1.563412282363360328e-01	1.087645115866988643e+00	1.132873572561040021e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.143813637792462146e+00	2.357342262394102494e+00	8.937867648528616371e+00	7.586574370245704912e+00	7.603482889507292564e-01	5.305907731458621157e+00	3.151438426498785361e+00	5.569374856173902044e-01	4.506412277798482080e+00	4.138973522464818444e+01
