G	c	dx1dt	d2x1dt2	dx2dt	d2x2dt2	m2	m1	Fg	Fc	d2	p	W	d1
1.000000000000000000e+00	1.000000000000000000e+00	1.276616846468731303e+00	8.572647201990674759e+00	6.749144152486040049e+00	6.638261797212708260e+00	4.327100578722695268e+00	2.389149082531337953e+00	1.857140912825257395e+00	4.064294440007627074e+00	1.168201959178246652e+00	2.479423320366796357e+00	7.881243887720454921e+00	6.017166746810246325e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.473253518508827575e+00	1.359953749601928275e+00	3.034322028373562130e+00	2.688842798106129361e+00	6.625279605186305432e+00	3.619567925013631005e+00	6.597004526178692707e+00	1.312127044319970537e+01	6.238270066362050503e-01	6.886439333111241012e+00	4.486319052333173296e+00	7.153461369974967177e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.681163267955267049e+00	6.642253971695806669e+00	6.400886049171659486e+00	4.911717504338738216e+00	3.173109447108474868e+00	5.486668190379631938e+00	4.161095334252989275e+00	2.792203496068434099e+00	7.592396043326417043e-01	3.822441555187479967e+00	6.586717073877748518e+00	1.207082315444358400e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.085127759336848907e+00	3.316411412919597623e+00	4.856120605286975866e+00	7.576563800920288472e+00	9.769289069991380359e-01	5.864695044178914074e+00	8.069152299834090769e+00	2.842857912845917934e+00	2.038480337785169016e+00	6.537420736381142738e+00	3.295641268895039389e+00	6.677060077921302295e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.758071925086213128e+00	2.141952231880476010e+00	9.999400951287189088e+00	2.337174714446729862e+00	9.561311256554093418e+00	6.669831223803216247e+00	3.614892106931324012e+00	4.272312758803466615e+00	1.017446394997179038e+00	6.239708559886051553e+00	1.902873929409225395e+00	2.928126831414291686e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.815484021676251558e+00	1.711043438521590687e+00	6.309150542813473983e+00	3.730246182924526810e+00	2.320466361607531169e+00	3.067341214978389186e+00	6.983803122841607980e+00	6.247870849167305174e+00	8.536174631877870844e-01	4.802306933152006074e+00	8.141599010578106643e+00	4.392104919924677553e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.619656851800050035e+00	7.302633404879072643e+00	3.908248977067783514e+00	3.077541212314420349e+00	9.608229416691063562e+00	4.646534737794595138e+00	3.444324670868076588e+00	7.209196731402695235e+00	1.450629874048091073e-01	8.330668740554772356e+00	2.201001858148341039e+00	5.361221824272612402e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.659304872213639648e+00	4.017806013439720658e+00	1.984443572381249909e+00	4.811206670743484182e+00	9.569017158926937938e+00	6.208531809745426955e+00	7.549217238436105148e+00	1.167371279016095542e+01	2.063681037050192901e-01	3.749201019697604664e+00	3.489939627029772673e+00	1.186380848510740327e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.299565997709576148e+00	6.918090578278300207e+00	2.634988599145048571e+00	1.023667999682090191e+01	8.523081100196737481e+00	9.947996087283524247e+00	8.882795038824125911e+00	7.670425253713689884e+00	3.620911990184735307e-01	5.291587933109286546e+00	8.447855866365397759e+00	4.837388681245617938e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.460989748631664753e+00	1.904051021974448643e+00	3.113273789341598263e+00	1.418695749210140855e+00	7.215001288903038379e+00	7.289789830613042199e+00	2.252720312481497622e+00	1.571953522915275236e+00	5.038701814452368755e-01	5.833877199798514823e+00	3.966520455234197939e+00	5.251471861493578253e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.840711021487945409e+00	3.948187111330116572e+00	3.336646803513283466e+00	5.653992649363884127e+00	6.011072378566008290e+00	9.207660840808582492e+00	8.860781797887726796e+00	5.696965434571507281e+00	3.491787118821753633e-01	6.919429943217085821e+00	9.988667855467616263e+00	1.152706455693287113e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.618996103729242630e+00	5.517090679007901066e+00	8.752847519989911618e+00	2.994335625978162607e+00	9.011031817687381817e+00	7.911267693233084763e+00	6.561938456942722375e+00	7.225008374519109822e+00	1.434781017878573595e+00	7.583522708997137762e+00	9.947547078929067865e+00	2.350558035626016729e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.577539790915639450e+00	8.513666791520542176e+00	6.180117320837367423e+00	9.589766558724974743e+00	3.935823146933583150e+00	6.422933602529493413e+00	1.878766961388232737e+00	1.158489512518756648e+00	2.938609382491229605e-01	4.530724818999882331e+00	3.662542809210279415e+00	1.794851534615329536e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.902947974091245609e+00	3.704665035292525666e+00	5.679003037726258363e+00	2.323687140795203554e+00	5.377590980460744241e+00	2.746161676864614432e+00	5.044999921336560611e+00	8.948776074745991238e+00	2.295143453207395101e+00	6.496315213527836363e+00	1.304665357039905382e+00	1.474561761574529051e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.265929421870495730e+00	6.603045602678417225e+00	2.207373328568163817e+00	4.386100545500088543e+00	6.655921841346850165e+00	6.835280385953685034e+00	2.493180756532234366e+00	2.187143300197685214e+00	7.226408067970310767e-02	2.397962057879448938e+00	6.970140555064679333e+00	6.035100813159135491e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.176952928764269934e+00	9.258515252821599262e+00	8.559130479499772903e+00	6.859377966630447077e+00	4.999839709255779141e+00	6.901172202963102187e+00	6.811623244062777083e+00	5.187750411696770314e+00	5.917467054998277742e-01	9.710373063244759351e+00	5.195128076171971365e+00	3.523989294020838603e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.754993286638034888e+00	6.604002166832462883e+00	7.685060599756354804e+00	7.673514370825961883e+00	5.056954307366724244e+00	6.277506306418334070e+00	7.853128563911239368e+00	5.492066853127059112e+00	3.572883580716699758e-01	4.185683222829714722e+00	1.974764547669977555e+00	5.596105463924569534e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.709130005270057318e+00	3.468080459432582696e+00	1.845613983066145769e+00	4.923309604303947040e+00	3.642178947242059373e+00	5.752196971922725055e+00	1.596891835717223485e+00	1.813060823609398575e+00	2.703940115927933596e-01	7.629411397353947244e+00	7.442737419652160291e+00	8.999772036532073249e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.526010952753497740e+00	1.121667256112970135e+00	7.563535312527572607e+00	4.255287302544791928e+00	6.026631142778865247e+00	5.385019274171020776e+00	5.409745199758027034e+00	5.694898715978445658e+00	2.101770910473301335e+00	1.449543566125249816e+00	9.089908280990550704e-01	1.087629007883838916e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.264449895189753370e+00	9.301302868430516568e+00	6.099189935066897661e+00	4.282680513988201376e+00	8.504816173827542514e+00	4.069104656907381212e+00	8.288327395198082925e+00	1.795508573261882290e+01	2.424313826229609059e-01	2.905517871408505926e+00	8.659600949832340078e+00	6.165366746812562804e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.655849221801713789e+00	9.750727664087837088e-01	1.863869413796811925e+00	3.104203462202056674e+00	3.127628551333323959e+00	5.337469960742662778e+00	9.015552273443931952e+00	5.072807626057640462e+00	1.051163372861642520e+00	5.243804458687647774e+00	1.995523474953242893e+00	6.936313385555849642e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.289482179774799064e+00	9.238821961648799430e+00	5.448672913735648216e+00	3.159383689479389190e+00	9.251820916377775816e+00	2.549206760509397096e+00	5.607043790602372013e+00	1.899405622843634234e+01	1.157221474647490839e-01	8.907046073790313656e+00	2.253205990003234405e+00	5.033697987380925554e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.033837668577703539e+00	5.130376441624881600e+00	4.735113593140624744e+00	5.413185903113596709e+00	6.996933262388648878e+00	8.105845703651976208e+00	9.571135572285678350e+00	8.719753634076210957e+00	1.814579410281076111e-01	6.000945679253776532e+00	2.697708105671819290e+00	4.421887073857298844e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.489456238516146058e+00	9.145582303369991450e+00	2.727675243853632026e+00	3.385012113255800870e+00	8.689073098635196502e+00	3.089108382293867194e+00	6.026572462379549577e+00	1.792455899275784503e+01	3.484562239977234688e-02	9.438960162998958126e+00	9.630702313585649321e+00	4.597881450519431534e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.926633688194399951e+00	8.271930721779517270e+00	1.005667272435595372e+01	3.646952928224821644e+00	6.076436954786400335e+00	2.123499574466361839e+00	4.424295276272541599e+00	1.564374565487904611e+01	2.372211407310362841e-01	5.353271899375856790e+00	7.498730520133475963e+00	1.971776236247293479e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.453514345177021383e+00	9.870019976320216770e+00	8.478083834804813534e+00	7.319109908601088677e+00	8.590788732329885491e+00	5.166028561408241515e+00	8.708482335821788212e+00	1.437163536584531798e+01	2.344961542221550566e-01	5.722809289544990463e+00	8.613231233197277348e+00	9.772112261240839537e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.284931425948864003e+00	4.135614429282417959e+00	6.818631010065601572e+00	9.912715793361352112e+00	9.109743472687501509e-01	6.933897541526330421e+00	5.410893173911516918e+00	5.800748280517480371e-01	4.049028603396331860e-01	2.215238556427010952e+00	4.673660029469282939e+00	1.364717485077493242e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.967939219450724364e+00	7.916280127791891275e+00	5.515790317623038064e+00	6.304263177527995587e+00	8.224120206096852570e+00	4.991037686129012663e+00	5.133357570069772891e+00	8.817814801414215253e+00	7.652294385775852970e-01	7.902650924134362320e+00	4.207281327778470192e+00	2.869097905854748554e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.919443943655003260e+00	4.286119385605593024e+00	4.450033285181893561e+00	1.312934864823192216e+00	1.666814720736978117e+00	3.838193847898922595e+00	4.958433789370210398e+00	2.050041960030879018e+00	7.870525730400911302e-01	3.391318055180682745e+00	2.964720521681534660e+00	1.819730657529142093e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.505793950324357811e+00	5.008476067518281560e+00	6.674690233802963668e+00	1.839420309286645905e+00	8.660860735744627448e+00	6.215915025872428501e+00	8.590710966501401202e+00	1.297497485615363466e+01	1.825852195393237398e+00	9.350107997096346324e+00	5.130747475439846994e+00	4.404674837505504037e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.576482506420158192e+00	6.712115725485547024e+00	5.955806645232845753e+00	9.312719703661416659e+00	1.028707950608773558e+01	4.127960892968945750e+00	8.689973073033650408e+00	2.061948031885904697e+01	4.362392217288288965e-01	8.866971879218700892e+00	6.238002471386462133e+00	2.976392382976645656e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.071534273316266273e+00	8.677748330500516971e+00	1.339881441204211265e+00	3.355584596851299839e+00	3.317759831895543243e+00	9.803616634371614680e+00	4.377719254692172157e+00	1.446752580334875304e+00	1.085864946681601301e-01	8.883886062872964118e+00	6.450734830660975305e+00	7.483994969819738330e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.021067520261369932e+00	1.022977023093453219e+01	5.854102859228891731e+00	2.184735086006091453e+00	3.059059807903032446e+00	9.527239058933178129e+00	3.940463930211695054e+00	1.220517798619658034e+00	3.356883457466333653e-01	5.403808799327797452e+00	3.501523264838350968e+00	1.870853611352428336e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.423806888326279108e+00	7.861069123961776484e+00	8.039305872388659679e+00	6.627534271719770054e+00	7.386320123803510995e+00	5.587844335858710210e+00	5.408180444146009513e+00	8.366699271504685953e+00	2.513548387018135766e-01	7.066469798671352720e+00	1.000029295388851835e+01	1.742548387126558573e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.914609367228546688e+00	4.959827295418611115e+00	5.232723483896478456e+00	6.717232135957328154e+00	3.289528064364601434e+00	3.825054479146928088e+00	6.454804290384048571e+00	5.511189225450795703e+00	4.162898808878713885e-01	8.276323839704733842e+00	2.703563121307957395e+00	6.619553677580039874e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.635665819571904045e+00	4.915395660446983506e+00	1.546149851423977539e+00	6.501347968893715468e+00	8.417073388630004871e+00	7.483529625684377073e+00	3.153223896230578305e+00	3.926874684720496056e+00	2.021185568775491492e-01	1.941187880939196253e+00	9.669113929078188008e+00	1.173029460529603774e-02
1.000000000000000000e+00	1.000000000000000000e+00	5.921719477362346495e+00	7.471023080511788983e+00	8.535874296452456989e+00	3.890916696544629794e+00	2.450199373152621707e+00	1.238200557722652251e+00	8.223952350692050217e+00	1.171533142916466375e+01	3.829218012336609300e-01	6.556868930979883991e+00	7.732603929188908154e-01	1.199780019445176293e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.222647310235205342e+00	2.598150436448297462e+00	3.133993581937343453e+00	1.414478682773755658e+00	1.841740991270989003e+00	5.398277772082396453e+00	5.375990540608494683e+00	2.995934368872906983e+00	7.872254852726928709e-01	5.362221997839660137e-01	5.374047190019499709e+00	5.098613779699435744e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.630505593399250941e+00	2.323867688925552066e+00	3.181394181895912165e+00	9.602913054562723261e+00	9.586626952647689492e+00	4.256173315281274405e+00	3.872508181962755369e+00	1.015892726135244040e+01	4.367567892335004198e-01	5.526248684845962877e+00	4.271680215819637638e+00	4.372146532786033823e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.970931910337118342e+00	3.919308237235032522e+00	2.133252858141598818e+00	3.118567189681983987e+00	7.210371944497730112e+00	8.888640689062979661e+00	1.652824538966282120e+00	1.506771106660754533e+00	7.315324908622656830e-01	2.284957267526422253e+00	4.993984193758599588e+00	9.138728399435223082e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.793459964555806252e+00	3.472842472673993264e+00	4.203284177128505661e+00	7.105481311855010418e+00	8.458315775171147521e+00	5.740576741442176001e-01	3.072069971663677901e+00	2.459316228678321536e+01	1.979510888528649704e-01	3.206772344783405337e+00	6.410684943970575311e+00	6.011480205773902519e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.167814177175404922e+00	3.624815080219367491e+00	7.630373724717121497e+00	7.230175837267946548e+00	4.109594873514526903e+00	5.714331643488601564e+00	9.650519945078219308e+00	6.082516744642574302e+00	5.275840161877622947e-01	3.780114711700400143e+00	5.018465963692698928e+00	3.720814195881577913e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.211867780510130110e+00	3.088280495088377986e+00	5.581798241244833036e+00	7.088746543208274353e+00	6.894744661598744884e+00	7.554142857654480459e+00	3.779372595507972665e+00	3.615112795179456384e+00	1.273853077607590478e+00	4.888061635712245057e+00	4.811969973344494278e+00	3.817363458008687260e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.347740032375436270e+00	1.646415003068526728e+00	2.551331510417290449e+00	3.711816058442363175e+00	6.133580059459010414e+00	5.693220994741011509e+00	2.922145897163588302e+00	3.209759817209843380e+00	3.984945043330210268e+00	6.101599959820891428e+00	7.509318928264878679e+00	3.259744235714976401e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.302290006332111005e+00	1.162485417065182602e+00	9.087934063494941483e+00	3.150823735060187758e+00	6.420845538185106172e+00	1.691706037113461347e+00	5.403316448469904110e+00	1.897466874721706986e+01	1.875669500558653446e+00	1.523047096900275621e+00	6.781322060291365084e+00	3.819811978502496430e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.931356097520907866e+00	9.854076978046867552e+00	8.737751204563441121e+00	6.808949108997396138e+00	6.811364286344143260e+00	9.822039137712101464e+00	4.101207765107619529e+00	2.687151319238985092e+00	2.142460659967407033e-01	5.078903874573978960e+00	8.385119240794159268e+00	1.034083123128123338e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.648919248555498207e+00	5.133249655358999242e+00	8.825531430399729871e+00	8.640833432679769999e+00	6.286181906944444009e+00	5.776728857191870681e+00	7.636764125911802426e-01	8.690056888420889525e-01	5.052033400427957677e-01	3.258090405517132915e+00	3.133172340517619947e+00	2.982564230426027141e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.122369406116010992e+00	4.626015954714640444e+00	3.143781443313902191e+00	9.733465631230242110e+00	5.100491286660303381e+00	6.246901480311331412e+00	4.337868468710652792e+00	3.003853775821473171e+00	1.883726515644383870e-01	6.070821556476538206e+00	6.640506157564620260e+00	1.404763256695968909e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.458131646974865081e+00	6.912220892325461108e+00	5.111831988935477078e+00	2.135958573621928203e+00	3.633911444431684235e+00	3.529948714973448531e+00	5.969547433044466445e+00	6.835824901324766500e+00	8.276521253792863408e-01	6.680282543173176713e+00	6.262658810096664475e+00	1.254390994082177802e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.232292657567646721e+00	2.645194788484233506e+00	1.004757377243110739e+01	2.377606591722771334e+00	8.092427849673228479e+00	5.169120518839194212e+00	6.076634568468769260e+00	8.448726706509095408e+00	1.579591563902393636e+00	5.998970551727116352e+00	4.618929647724027809e+00	9.041456407867784151e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.020390818414487644e+00	9.320532153111525275e+00	7.881073816040292890e+00	9.239266491078518939e+00	2.512222564790974388e+00	5.290210295895596104e+00	4.452739851713884534e+00	2.593493752948412112e+00	8.472169226863688341e-01	7.342266075223607302e+00	5.450180323027696616e+00	2.662789103385120981e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.143466766784959177e+00	8.063414273195030901e+00	1.039811552719983156e+00	7.615775446347750055e+00	7.105460198935877436e+00	1.639451364674377576e+00	5.031522882922172535e+00	2.222535942260447683e+01	7.059048987959069821e-02	4.302302408547300061e+00	3.688407764578124581e+00	3.115579690039016469e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.111354436713359206e+00	1.458099459012501375e+00	1.073453445933020944e+00	8.630299551529860835e+00	3.038154793606382853e+00	1.862862981140598784e+00	9.398529549162971009e+00	1.489779219482984907e+01	3.539987860324378954e-01	8.056933907685648322e+00	2.057460324818210395e+00	5.582332280993833606e+00
