G	c	dx1dt	d2x1dt2	m2	m1	Fg	Fc	d2	p	W	d1
1.000000000000000000e+00	1.000000000000000000e+00	9.723964204452451909e+00	8.849824421625386961e+00	5.201959057439615286e+00	2.772872165685527079e+00	9.464862687125332741e+00	1.694419782163318899e+01	1.041259238843752266e+00	2.725838059601584984e+00	-3.857361878951433010e-01	-1.671630543751359355e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.003625608786975931e+00	5.714997806809857472e+00	5.396546646203713493e+00	5.408999329000784506e+00	7.181689631929091711e+00	7.160832131754322205e+00	1.360966226048324623e+00	8.228834829276383545e+00	-3.453803785491662559e+00	-5.532316787329247632e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.485001543840599680e+00	9.491886372512338355e+00	2.457858302582285326e+00	3.395940598231757424e+00	8.394413874433036327e+00	6.098890636522552811e+00	5.541332182063624101e-01	2.709545112178290527e+00	-1.105253461011441019e+01	-5.749217309081629423e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.101450765621903471e+00	8.173121727052667040e+00	9.483833311540077915e+00	3.596197650358418318e+00	6.082602443676238479e+00	1.610330455623461887e+01	2.085728198753579399e+00	1.695570303647411903e+00	1.396612481965788710e+01	-3.445476529720877812e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.392526535256000564e+00	9.901483813266615641e+00	8.609610268347976714e+00	6.926247953050411965e+00	8.043335366208641091e+00	1.013013631110121082e+01	2.704286498172879583e+00	4.892895190060766453e+00	1.017298166349582829e+02	-2.586515565219691393e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.274231196399890464e+00	4.187062672966823662e+00	7.088429799043160173e+00	9.734268167524868787e+00	1.236370310473586143e+00	7.109628668733369850e-01	1.494081269919016686e+00	6.892247969679184294e+00	-2.064881824037217939e+01	-8.406185010141896896e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.777505743402280736e+00	7.837626176160593872e+00	5.138294547839230120e+00	6.369191634953446979e+00	8.434003345448070732e+00	6.523302252698965020e+00	5.706965084923220743e+00	4.991117461144992440e+00	2.153679697926043275e+02	-1.046556082690738965e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.765235225021335008e+00	4.553220560432066577e+00	4.661800984559115513e+00	1.602095680287922264e+00	1.312926445995993063e+00	3.790211676380404793e+00	3.398967481875087682e+00	3.519768528326356449e+00	4.535393580890884380e+01	-2.276823560446792793e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.420554315995778527e+00	5.385227120624953123e+00	6.876418229116407765e+00	1.648384383510724582e+00	9.063142497305564760e+00	3.684639037128732753e+01	9.740611770904040512e+00	6.073120279618890116e+00	3.047946512320461352e+02	-2.955439077336352582e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.920007595687602819e+00	6.580994918149773554e+00	5.903521590979487144e+00	9.584230340869101639e+00	1.001074720568372456e+01	6.093066457036780292e+00	2.972174195753384041e+00	4.196463308676698034e+00	6.604208136915295313e+01	-1.441885916229744158e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.499134958477370105e+00	8.734226594828028212e+00	1.576722996796174225e+00	3.636210450732229038e+00	3.730098692769685087e+00	1.629227062739526222e+00	7.125084206191132363e-01	9.379040694382602794e+00	1.488533617872022319e+01	-2.297563262159972197e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.360022823056072916e+00	9.891401974493183147e+00	5.716872778432619207e+00	1.809389644643412787e+00	2.946688083458144369e+00	8.883800240986435170e+00	3.275037944881439955e+00	9.238663016232795400e+00	2.680844277351955611e+02	-3.588841697710224210e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.494756909988510074e+00	7.897556324161399743e+00	8.308049148171024356e+00	6.506559875516604308e+00	7.940970743483312333e+00	1.017863215994033865e+01	1.972586390112905486e+00	5.456556585435486717e+00	3.892276200437412825e+01	-2.805178860805569219e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.220582296675301492e+00	4.747792546620918763e+00	5.134650328686217513e+00	6.512939276842669933e+00	3.260751280627983917e+00	2.603936763009142119e+00	2.415899033289870435e+00	3.850114052986482349e+00	3.033034203387408212e+01	-4.695482673070158874e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.582634912359246027e+00	4.774716873294667430e+00	1.389840968586971703e+00	6.795670555178064731e+00	8.744449684115501498e+00	1.844760415369786966e+00	7.745368613255222412e-01	7.609022954097087066e+00	3.998751220306972165e+00	1.563866072831161524e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.884273437156807063e+00	7.651128869525363640e+00	8.048897603098556175e+00	3.509288548650475459e+00	1.906398236133924673e+00	4.542470893477915439e+00	2.758629453833392642e+00	1.309337344202628595e+00	1.929933517651687325e+01	-1.190743329181895627e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.174230571750953800e+00	3.107119366239284197e+00	2.851535528035608280e+00	1.133581866448153175e+00	2.042916580395252257e+00	5.335124391094596241e+00	2.460412554391190554e+00	5.316127650664383530e+00	2.958635280386928201e+01	-2.052832376809365034e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.200372614707973185e+00	2.076385589468903614e+00	3.262926704458267491e+00	9.646920702512213452e+00	9.885505361276422320e+00	3.368807516490489817e+00	7.839055387717788204e-01	4.027838494468001684e+00	-2.716921052060149577e+01	-1.275171379830954344e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.660134964817514769e+00	4.109474419203526629e+00	2.600574099230791081e+00	3.321307259385671617e+00	7.049119260087338468e+00	5.534099664656257467e+00	2.934841481228570803e+00	9.257922666977956183e+00	1.001230270915662715e+02	-2.302651622389231267e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.922190652312105286e+00	3.609900004491726655e+00	3.972731612352057073e+00	7.087226420878288913e+00	8.692323132069018854e+00	4.889174836573965344e+00	7.959147880249065610e-01	1.101663350618077519e+00	-7.800100932796935282e+00	-4.480635413276475632e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.838153319041393452e+00	3.702495271526450971e+00	7.813460788053464334e+00	7.340813588922443955e+00	3.851885259601719902e+00	4.209075209767752845e+00	2.010521670075887002e+00	5.918333920347918387e+00	-5.392120968512391421e+00	-3.116984728322753639e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.790669892693714793e+00	3.060209149414037544e+00	5.637662915470165181e+00	6.500480402230992105e+00	7.147323765433076126e+00	6.193645178633913062e+00	4.055384099704102852e+00	7.722227884331838155e+00	7.495071280853450446e+01	-2.161103538307168392e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.077500739832004673e+00	1.321886768378934152e+00	2.871359597971831601e+00	3.780540649410931930e+00	6.321220558366404951e+00	4.800293499092616045e+00	5.387059618346244250e+00	5.322045144411926110e+00	3.573287080824432138e+01	6.203304311963564466e-02
1.000000000000000000e+00	1.000000000000000000e+00	8.303351091783826021e+00	1.217452395747218086e+00	8.836529875475068962e+00	3.384785668800290193e+00	6.358392147445917075e+00	1.660741177483760111e+01	2.153469386842114197e+00	1.706088583955602145e+00	-1.022783482905634322e+01	-2.050353128612045328e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.365755188476852844e+00	9.834378383023404169e+00	9.035774514876788288e+00	6.372865111830310347e+00	7.231420412623240423e+00	1.000621435469555109e+01	2.427321529374772968e+00	9.797022990174150792e+00	1.617241077195210437e+02	-6.490725021374992743e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.527127356707906003e+00	4.816208540118372738e+00	8.907945378534396497e+00	8.740131638966309069e+00	6.238547249754049062e+00	6.133851671889480883e+00	2.275758870471177087e+00	5.693593564278172536e+00	2.241757212128007382e+01	-2.120566557133691354e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.901946378620246847e+00	4.508302199534022670e+00	3.203515319774976167e+00	9.521182429113432377e+00	4.873097542790254977e+00	1.690573373674243429e+00	8.122457818855732814e-01	6.433111710558496732e+00	-2.898475306251530270e+01	-3.683691637708746214e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.644296925775567075e+00	7.118758248930020294e+00	4.984379455458999963e+00	1.972337598045572404e+00	3.485152828922719159e+00	9.049262545431767890e+00	6.135883106270635601e+00	3.176394972125638372e+00	1.300200066391243752e+02	-4.918098576009791723e-01
1.000000000000000000e+00	1.000000000000000000e+00	4.187726713472136097e+00	2.864307088781969490e+00	9.876249115001282775e+00	2.439636875130005489e+00	7.941171861754027006e+00	3.278911495713742141e+01	4.593281404397831835e+00	5.310797659966675077e+00	5.201593063964244124e+01	-4.154776104917293766e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.079821075285307685e+00	9.646842281194457414e+00	8.014873827655174310e+00	9.563685144033557961e+00	3.047053187243725425e+00	2.729592715416753190e+00	7.745780565366288783e+00	4.841821380723437152e+00	3.511585645516933027e+02	-3.762046866253512700e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.728152963571947254e+00	8.047619806016022892e+00	1.277256003387685857e+00	7.606853019910544411e+00	7.188033901527412617e+00	1.240222458338072764e+00	2.015272595931977273e-01	1.684322840497282314e+00	-1.127284783336108376e+01	-1.473361114581249787e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.560814860607948162e+00	1.782293004682244275e+00	1.531508347241814727e+00	8.973979607679455128e+00	3.077551127531233277e+00	5.552497370262551302e-01	4.779795292827693221e-01	1.987626479347075481e+00	-1.253837508847385962e+01	-2.678243510304280406e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.073767981993936083e+00	4.772456656331859115e+00	5.139486478181190421e+00	2.850355853223382585e+00	6.734770808838136169e+00	1.207293433640498925e+01	2.630580074107733424e+00	8.561692471179505048e+00	7.119143743070316077e+01	-2.301522504096479516e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.624023367933636663e+00	8.946838765752383793e+00	9.158027511298662660e+00	6.306018897816564106e+00	7.869255385660388846e+00	1.135099857571543858e+01	1.168604608172389980e+01	3.155646446492917701e+00	3.233351890667623252e+02	-1.983449768333434005e-02
1.000000000000000000e+00	1.000000000000000000e+00	3.698090045218631605e+00	9.611687486075251030e+00	5.814996445549310167e+00	7.284301412051313207e+00	3.053542739378222848e+00	2.391474578598154377e+00	3.119242332518354477e+00	2.731327740907939727e+00	7.022374784228149736e+01	-4.002088899216047935e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.885258277172730867e+00	5.114261423351019076e+00	5.564726410048447036e+00	7.065353799637460241e+00	1.565538318880858037e+00	1.227489904195075532e+00	2.815353455005085159e+00	5.566818230905973053e+00	5.845192804744710457e+01	-1.682568949651449941e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.579578455191529507e+00	6.566651507773959118e+00	1.843191648532998217e+00	4.700540466920312355e+00	2.160366676145467402e+00	1.046050079393100463e+00	5.644465048561629894e-01	7.912229209668523389e+00	-3.205960149418838512e+01	-6.817545191071266686e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.755539864576715736e+00	2.544640296491376130e+00	6.947238509243200077e+00	1.046155151436250597e+00	6.410495940189459674e+00	3.911017172757151883e+01	2.084892718952906954e+00	1.656563672534573373e+00	-3.110282116572711253e+00	-1.754139551342585701e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.904244600782654118e+00	9.912886942378566602e+00	8.327571960861664735e+00	6.231835355965789525e+00	8.605130618600229653e+00	1.155088047031184573e+01	1.857913287576116401e+00	6.223442736184225055e+00	6.001449158956368279e+01	-3.408202404440628275e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.312639474206276802e+00	3.128842571793615246e+00	4.370703112488140363e+00	3.139676216028828293e+00	1.374835188866575741e+00	1.877345552104110027e+00	1.687199663418338824e+00	2.022233742946955459e+00	2.223595272905620757e-02	-1.346289916240111211e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.121011905343859638e+00	9.536561088699922806e+00	7.869536186699288116e+00	4.979943739569469230e+00	7.724534114646896654e+00	1.208163124378542008e+01	7.661946930507140152e+00	1.301947465064768217e+00	9.454400839890632824e+01	-2.300860751941539162e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.445285095305299805e+00	6.769939097912918591e+00	9.649973017574039247e+00	9.570746586888860818e+00	4.170255065667058503e+00	4.142178826450703788e+00	2.602854648438085672e+00	1.477339479784429477e+00	1.584017749104698325e+01	-8.923299264092191541e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.920495777935944837e+00	6.566973385921716755e+00	2.917315467426643938e+00	4.650687658789459888e+00	5.347404725111948309e+00	3.204400133780621829e+00	7.240698002922473231e-01	8.578766110666853351e+00	-2.829150662765744428e+01	-2.316838954615698398e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.075974111883194695e+00	5.527480228140739804e+00	5.724589351849055596e+00	8.595464330724203350e+00	9.307411850730382241e+00	6.304779553503725431e+00	1.884671405454671156e+00	2.139168116470440140e+00	9.360252342772065859e+00	1.805525563071047834e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.962983203209952343e+00	3.012868897059655549e+00	3.518072271245514138e+00	2.666878885927245424e+00	4.036387831073586341e+00	5.204534436890997817e+00	9.417829385259477437e-01	1.384629614603291259e+00	-7.410584237970852861e+00	-3.013939432575500454e+00
