G	c	dx1dt	d2x1dt2	p	d1	Fg	m2	m1	d2	Fc	W
1.000000000000000000e+00	1.000000000000000000e+00	2.253530493387425615e+00	3.680012648666501907e+00	6.029807267174340346e+00	4.904091794858275399e+00	2.791791936524929074e+00	3.158400806941634276e+00	4.919592868096694716e+00	1.374485663494704113e+01	8.683786056002436027e+00	-5.217694718243340901e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.622631541337138827e+00	9.316691754751460053e+00	9.427337872997981094e+00	7.170792631623955415e+00	4.764493816321321518e+00	7.041546313886547281e+00	9.581515006398303669e+00	2.711837414281031755e+01	8.699912597188085073e+00	-7.880534018280742714e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.302411608476164773e+00	9.733831692950284165e+00	1.468604021385557123e+00	3.995603152512712253e+00	1.580336201214301628e+00	8.444759930248977753e+00	7.480722154201193241e+00	-3.107059245717774587e+01	1.891142458951462491e+00	1.073644533945745039e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.113772272434384369e+00	9.499956335857499212e+00	4.772507415098722561e+00	1.507534386523945003e+00	1.613268922122997751e+01	7.050237127885593758e+00	9.367967907262835681e+00	6.068628022424878310e+00	1.799719481307355817e+00	6.593564344697144008e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.075621788065570072e+00	5.253048916511689370e+00	3.341199659982228010e+00	4.357916167881770164e+00	6.170066527725755812e+00	8.420156918770645760e+00	5.754385138143895517e+00	-9.432762289052286420e+00	3.366442978853183554e+00	-3.852444328599931822e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.803688428827614043e+00	8.748642910171319897e+00	7.581777968431921977e+00	9.496335309164278371e+00	2.237150175822230302e+00	4.573305763445645766e+00	3.331649343422714793e+00	-2.547279719864091163e+01	8.869392038198922634e+00	2.321787698595012728e+02
1.000000000000000000e+00	1.000000000000000000e+00	5.627040366967531959e+00	8.599957175006828436e+00	9.839123263924044238e+00	6.775559998685835694e+00	8.162128829072615943e+00	2.391543393984375765e+00	1.480452966960736694e+00	-1.074703101468927890e+01	2.166167655022605221e+00	-1.051434078682818836e+02
1.000000000000000000e+00	1.000000000000000000e+00	6.329754322977696468e+00	3.872362896387803843e+00	3.314613406522834094e+00	7.043641394041995518e+00	2.985576454634534471e+00	7.640102468101190425e+00	7.535784599884196133e+00	-4.969649967053592263e+02	7.482093781785086328e+00	2.270776106180801889e+03
1.000000000000000000e+00	1.000000000000000000e+00	1.409008822833359487e+00	8.458184692161516693e+00	6.890169401421000650e+00	6.700967088517618464e+00	1.458824581578794355e+00	4.246713033608977561e+00	2.098838478157797116e+00	-6.540943525593584162e+00	1.916605413864137519e+00	5.778927001303284960e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.478922446616445896e+00	1.324282059878606033e+00	2.782944191580707383e+00	2.791369233822048379e+00	6.454531030942420422e+00	7.043367334742716146e+00	3.726202441685577238e+00	-3.146609931283923078e+00	6.602346153672079332e+00	9.981895801163210846e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.537255364263748536e+00	6.361878850298415600e+00	6.082556720387852778e+00	4.771386302135574908e+00	3.244334921049673692e+00	3.440716910094059777e+00	5.784096793166036754e+00	1.172131023335520439e+01	4.210254281133550158e+00	-6.713611611923140821e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.582801717226041127e+00	3.072255898416893505e+00	5.179478093207097622e+00	7.756102953550346513e+00	1.052666987390358688e+00	1.728956064994802366e+00	6.087714821436261303e+00	1.083039228041510071e+01	8.111681064284612219e+00	-2.168932966716812771e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.547157694226108049e+00	2.088338512600462771e+00	9.757322949711422666e+00	1.910668861417909259e+00	4.861289743232931926e+01	9.937117134576810784e+00	6.400050445417988954e+00	-3.411718486663659178e+00	3.107370892695584086e+00	-2.451787550850485218e+02
1.000000000000000000e+00	1.000000000000000000e+00	9.685423397870591700e+00	1.692488558270120569e+00	6.478634440338962186e+00	3.493480562710518100e+00	1.793198830822423062e+01	2.402058830478068341e+00	2.503172473396394704e+00	9.660360174675508915e+01	6.757115784377589307e+00	1.040165727774772904e+03
1.000000000000000000e+00	1.000000000000000000e+00	8.277776894087255144e+00	7.273034626496686528e+00	4.156143786919860972e+00	3.482853479774175032e+00	9.839437731668073894e+00	9.888106207463765784e+00	4.417141551272364630e+00	-2.894592934387564931e+00	3.122065383972369101e+00	-4.229793655451601353e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.740589597786282194e+00	4.061085451534687252e+00	2.018438384636462413e+00	4.891023098116018097e+00	1.555784812459576560e+00	9.788450731145276862e+00	6.561199848420269376e+00	-9.859518287873941134e+00	7.420088467495136619e+00	8.692918782102614728e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.882505748019443814e+00	7.518742727783450874e+00	2.354848571974814231e+00	9.823359596094791257e+00	4.498819202963608710e-01	8.136398900521959021e+00	9.734595325336401928e+00	6.036259683588411917e+01	8.867243028705280139e+00	-4.247502704812570187e+02
1.000000000000000000e+00	1.000000000000000000e+00	7.157753160362977596e+00	1.586646593389666515e+00	3.032574494717975799e+00	1.612627400756846185e+00	1.347925712671431064e+01	6.940305822170813599e+00	7.551040081956018390e+00	1.974477494681775269e+01	2.133023430978164381e+00	2.059041084254211000e+02
1.000000000000000000e+00	1.000000000000000000e+00	4.953519569945722623e+00	3.829808677076000922e+00	3.260159268444573044e+00	5.669290145670541570e+00	2.868094426245400008e+00	6.192013647000726984e+00	9.306223726493611181e+00	1.691605634537931735e+01	8.797088704213098964e+00	-6.749821858794003049e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.098753152680472134e+00	5.854820035954187318e+00	8.662798767371896247e+00	2.612374175628978890e+00	6.935751009969057357e+00	8.796406585288444546e+00	7.862227136837232955e+00	-2.197594422395290437e+01	6.332543131418612248e+00	-1.506262148494233166e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.462268966813788040e+00	8.122695268950474556e+00	6.050919660991232796e+00	9.747718447458533220e+00	3.397064267354815925e+00	3.603507214768711275e+00	6.314404514087759601e+00	2.263706915020684107e+01	2.140166684426012544e+00	1.623359988274616583e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.309338561784235466e+00	3.872584905472758798e+00	5.705725542175871468e+00	2.019223204728349597e+00	3.697901732176068545e+00	5.208571788568085559e+00	2.728859500927958148e+00	-2.279391662575475319e+00	4.851369283763287577e+00	4.754702378092855675e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.188078782533047217e+00	6.640821986238091057e+00	2.031740462546316905e+00	4.638704780874340905e+00	4.027678564492521041e+00	6.581937217897253944e+00	6.994047940589156909e+00	7.610637099070150668e+01	2.450491868554423025e+00	1.131975881358244607e+02
1.000000000000000000e+00	1.000000000000000000e+00	3.323361101375915005e+00	8.972114732215437982e+00	8.732794293199308555e+00	7.638792963939045499e+00	3.805899562288363569e+00	4.698326188971480022e+00	6.611355253553199418e+00	2.644457908075459684e+01	7.303407959279964778e+00	-6.558720683759194969e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.962558428472766181e+00	6.550257252807173636e+00	7.499097045577529208e+00	7.344831178386757031e+00	7.112246148707680682e+00	4.850709451843222553e+00	6.415952141000700770e+00	2.992446566497126881e+01	7.830740153843390061e+00	-1.624484336010589658e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.802019636455869822e+00	3.095559888481819399e+00	1.614384756893786133e+00	4.809581427167804790e+00	1.278900438614862134e+00	3.972766615618038788e+00	5.401571949881986967e+00	1.807875129259660696e+01	1.941909992211129810e+00	-8.850702703820621409e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.684655081108726193e+00	1.227793687008518209e+00	7.375335107966817461e+00	4.119846155310843194e+00	1.017650059642994798e+01	6.077258310940731434e+00	5.766714400211026437e+00	-7.407339643933937623e+01	5.553232013323755822e+00	-3.604960095983332735e+02
1.000000000000000000e+00	1.000000000000000000e+00	5.920562952065222539e+00	8.830768277509868369e+00	5.893848343166403936e+00	4.565765709996178146e+00	7.622339718253166474e+00	8.667698561999294782e+00	4.015849921302370618e+00	-4.009782485131703211e+00	8.327919097462588738e+00	5.958676444923336035e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.667424991955243296e+00	1.195359138281263167e+00	1.726024919664568946e+00	3.378585177423133690e+00	1.369151174228518064e+00	2.805904486600510506e+00	5.673791503031663019e+00	6.679659822181083229e+00	9.421882230571021921e+00	-2.680685820580840684e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.732148674907046271e+00	8.880521329826198240e+00	5.122726790347127412e+00	2.854657392190005361e+00	1.749374143395970549e+01	9.416919183947868532e+00	2.779016824148016429e+00	-1.165244105688065801e+00	5.624922375560278631e+00	-4.808408374573746613e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.979938663424809064e+00	5.759358141976532508e+00	5.355502557484429715e+00	5.350212731781249786e+00	8.002502854255112652e+00	7.205364292365483259e+00	8.245209467958069638e+00	4.218907951966642145e+01	9.547832039839665441e+00	-5.723572534574025639e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.456968671354509581e+00	9.452824221951022565e+00	2.498467266646732021e+00	3.419217293212855502e+00	6.913129456958982288e+00	8.406846962336000928e+00	2.675119034605820456e+00	-1.678202239890943748e+00	5.817911399475102385e+00	-5.453248979434444088e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.048043516829391564e+00	8.196219267970350941e+00	9.508060209785211825e+00	3.577831756629756832e+00	2.400206893084667570e+01	6.014591043082076816e+00	1.760987653783127715e+00	-1.517208375267048881e+00	4.536361253390513326e+00	-9.904498853801209179e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.381084730708218800e+00	9.980667072684283880e+00	8.643783219486161684e+00	6.906904476222067935e+00	7.983823576696827296e+00	8.005583750498608708e+00	4.931666078355450900e+00	-1.107518251101667062e+01	8.632228194737187721e+00	1.157795802655023643e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.293982870030060184e+00	4.149058010508108296e+00	7.021365564040879192e+00	9.719062823293372233e+00	6.713323275822553171e+00	1.142961544200111978e+00	6.923378479932665641e+00	1.165730194991694191e+01	5.430926793550450604e+00	2.321570389411979463e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.794570339557462813e+00	7.916616482010439881e+00	5.157125340160794380e+00	6.434956368747395850e+00	1.437334858341014154e+00	8.358841280391510864e+00	4.937148063639368090e+00	-9.257916342396711684e+00	5.247553446472061012e+00	5.980273033814976458e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.761818665452608013e+00	4.614764847120735425e+00	4.714082586839293931e+00	1.699390647303075097e+00	7.661657235711095026e+00	1.363494327164887832e+00	3.490906311536493334e+00	2.688624159202368524e+00	5.407638581894189223e+00	2.328917928239965462e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.401741940011952847e+00	5.319763764637060355e+00	6.854703830279710530e+00	1.679468301867084179e+00	5.746723832258498810e+00	9.003157587828010122e+00	6.020297521846585731e+00	-3.350392567543822864e+00	8.621633706769811667e+00	1.453684802940730769e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.917379258777286211e+00	6.653980215146114041e+00	5.901160769134665252e+00	9.565005868139659029e+00	2.420449372037408065e+00	9.930023606756614996e+00	4.124824230664498437e+00	-6.850282653326793536e+00	8.486686821357034560e+00	9.913847192031217048e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.494479413379664834e+00	8.859708883642765542e+00	1.548570311781038322e+00	3.675705749918954268e+00	1.896959374990528469e+00	3.645591650555777274e+00	9.392861141893401822e+00	6.088087318527040104e+00	4.640775468649542823e+00	-6.368991793119963774e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.443187919344181225e+00	9.851144293826875398e+00	5.612353847661691653e+00	1.823260178439514156e+00	1.057088029254925843e+01	2.890255994047201682e+00	9.306376665007954685e+00	2.651203152029891097e+00	4.002403496203687183e+00	5.444218164452009567e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.451340829270510113e+00	7.915872300100646797e+00	8.254529777724263440e+00	6.379189834633293366e+00	1.091996533925251001e+01	7.890387211301829851e+00	5.528017611243245533e+00	-1.497411251711787905e+01	5.417344995515047223e+00	-1.171045574885672522e+02
1.000000000000000000e+00	1.000000000000000000e+00	4.210864817109280622e+00	4.749925876733094299e+00	5.125268986686114303e+00	6.615172217277421218e+00	3.265915350667339290e+00	3.275773902008760619e+00	3.947009621458646311e+00	3.872092472241241978e+01	6.148071873528437870e+00	-9.297206542308623511e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.538695429857156682e+00	4.790611353654028903e+00	1.474175694115231972e+00	6.837485021544120301e+00	7.689922447243305870e-01	8.784131712724347452e+00	7.633475369485123174e+00	-4.513532473297191672e+01	3.145335219398504467e+00	1.241236282057662095e+02
1.000000000000000000e+00	1.000000000000000000e+00	5.889801848180957755e+00	7.639603898253493064e+00	8.080188085192510528e+00	3.403271836415723950e+00	1.393948240119148529e+01	1.940842262731721224e+00	1.332947433516986191e+00	-7.635395726128491489e+00	8.140537592142498724e+00	-6.433927722635318958e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.277213374468684659e+00	3.147492525553906795e+00	2.812118230705452415e+00	1.127230968359117069e+00	5.603387221338508972e+00	2.130943195733935536e+00	5.270529857920759120e+00	1.903032413915204613e+00	5.362197620106037732e+00	2.097117506755622751e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.221889734920619475e+00	1.985680562016021611e+00	3.335120844100339266e+00	9.688547346414530637e+00	2.826242127380859337e+00	9.800284798870949388e+00	4.029457896361345881e+00	-6.657364113765293467e+00	4.013751174444453618e+00	1.938830566789025767e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.677274713899094438e+00	4.200468080257952153e+00	2.486015473105795071e+00	3.256597884804035115e+00	1.282180098552717196e+00	7.059963212307810210e+00	9.287869988344951366e+00	1.358821704537195707e+01	1.965306799881080035e+00	-7.240823799416499007e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.878064109188144926e+00	3.585726918876121161e+00	3.967392056448313387e+00	7.087251161939594368e+00	5.528160932135389061e+00	8.615082229899607924e+00	1.113970219528023886e+00	-1.041540624188139752e+00	3.152440439344251111e+00	-1.940174823212187860e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.946715551386672516e+00	3.674734802127999078e+00	7.805025338386317735e+00	7.369759624514654384e+00	8.440702517595815024e+00	3.923464372130955446e+00	5.972009309284979750e+00	2.145934491673121158e+01	9.540226846514896053e+00	-1.538673057846477477e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.773616056865062074e+00	3.101023137840518196e+00	5.678989349050518776e+00	6.478474380687670120e+00	2.442596871065164432e+00	7.090105775279691436e+00	7.660799994952963488e+00	8.614821040699867183e+01	3.748223647354433918e+00	-1.042157036109484665e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.056118835800650579e+00	1.373943066287094394e+00	2.846120070213593145e+00	3.812379348171439641e+00	7.660599525005282739e-01	6.350348217859655087e+00	5.363474464953084109e+00	-2.091169036630312661e+01	2.515902035110027857e+00	4.271676143681565208e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.347489569307965596e+00	1.162362905383357514e+00	8.901407988023574802e+00	3.438732851199278961e+00	2.158339948868581359e+01	6.426335586905604025e+00	1.763318006080177414e+00	-1.279335950764095564e+00	5.147169498553102684e+00	-7.795562623244573786e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.358722123827519113e+00	9.888301052608152730e+00	8.911562624107432384e+00	6.386890060265886682e+00	1.029670373606696643e+01	7.141270533757560379e+00	9.755249448984365301e+00	2.378026427707352397e+01	3.758781920190827019e+00	1.138116432272091316e+02
1.000000000000000000e+00	1.000000000000000000e+00	7.559690044898999872e+00	4.843406129577004116e+00	8.838562704616544252e+00	8.786002236102428142e+00	7.593295370327417082e+00	6.176212117603005147e+00	5.655720302784241760e+00	-9.640734617409728457e+01	1.324681524910497288e+00	-6.611285826746036491e+02
1.000000000000000000e+00	1.000000000000000000e+00	7.937352985312449150e+00	4.467116458745345575e+00	3.144994298432267410e+00	9.531083102512100780e+00	2.636676355685145356e+00	4.861119064955926383e+00	6.540475548952832341e+00	3.725799991889905272e+01	3.899765218755016249e+00	-3.546830854095539109e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.668472909252860070e+00	7.113363753833650271e+00	5.060590965232115934e+00	1.953887678999544519e+00	4.327051390898255967e+00	3.487854267704158406e+00	3.136597734037388285e+00	-1.712108861614604649e+01	5.903680972379844683e+00	3.036635617264810705e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.232280042516749496e+00	2.954047301486388832e+00	9.872896431366928738e+00	2.392937822376516976e+00	1.741954015543709033e+01	7.919062565263432774e+00	5.351551762940728985e+00	-4.915804709137139739e+00	5.965623043525555502e+00	-8.479195537552013207e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.033389119595810701e+00	9.557039454615338769e+00	7.944463393627471781e+00	9.501554158144141837e+00	1.705086963178941151e+00	3.039175958528621990e+00	4.867104112668835469e+00	2.526401232104429084e+01	4.206367697446640186e+00	-3.970683031236241334e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.770146837836119147e+00	8.074299641595398924e+00	1.235821291454176629e+00	7.626455404420627637e+00	1.422674883866923645e+00	7.233909831347768105e+00	1.665082789689029896e+00	-2.297110392729946771e+00	5.026633269078810251e+00	3.570880473077015438e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.608185706885433497e+00	1.801317601018953551e+00	1.581029521182371500e+00	8.952618269512283788e+00	1.172006016001377882e+00	3.104812911879717863e+00	1.969286861319243576e+00	-1.524646542895569645e+01	9.693650511495025768e+00	2.064907660385965187e+02
1.000000000000000000e+00	1.000000000000000000e+00	3.978695945485914098e+00	4.748405853900467655e+00	5.180872561642608787e+00	2.817909406003522577e+00	7.295678523689696604e+00	6.629541068264548365e+00	8.534014656161199142e+00	1.266676200211558623e+01	4.403571100953041828e+00	2.820394241191004170e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.574509367356991207e+00	8.921749898635431109e+00	9.184388386575720986e+00	6.290142696644046794e+00	2.293130624773026316e+00	7.725659026757013770e+00	3.157718499449297944e+00	-4.327340931116910205e+00	3.325744749014553747e+00	1.098877504875557598e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.797822290250587152e+00	9.495414618661301986e+00	5.847604564024138973e+00	7.308176630410248009e+00	3.021831484988566796e+00	2.974900365662671131e+00	2.744442455171238304e+00	-9.412083220015358620e+01	3.186358209647034645e+00	1.557817237072372762e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.926089255943110423e+00	5.206938763564465944e+00	5.477501531408452529e+00	7.116881255515516536e+00	3.031929282665207115e+00	1.535867239531461204e+00	5.546870919881317086e+00	9.852064580906645830e+00	5.120184125609817727e+00	-5.539596919205309611e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.565298051510062294e+00	6.525779548991685886e+00	1.951943288278558786e+00	4.687364074478352904e+00	3.157470407726380213e+00	2.174102504748530951e+00	7.912654576366879411e+00	6.428198548004004031e+00	7.845564294701678598e+00	-8.265680327314214537e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.743268891092299988e+00	2.505651586979220191e+00	6.906332478896171523e+00	1.140822508951391923e+00	4.089676445500280977e+01	6.447513056832057110e+00	1.558076371846918162e+00	-3.802053762676121940e-01	2.861224731694231416e+00	-5.704149724128143362e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.987181138292628546e+00	9.920185773771438065e+00	8.400616228756286219e+00	6.249654346631466240e+00	1.208801794331624180e+01	8.646013986098759929e+00	6.188285292272436067e+00	-1.571604976608837489e+01	7.388608612987241031e+00	-1.036101902716094827e+02
1.000000000000000000e+00	1.000000000000000000e+00	5.251128196262119019e+00	3.075578677801896532e+00	4.419742337087653183e+00	3.284073062869171000e+00	7.097165389531449264e+00	1.394874207055764037e+00	2.066981292345131838e+00	1.019198124740869282e+01	1.194676771983023134e+00	4.087142700774403181e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.069469426586887373e+00	9.480081344626841044e+00	7.975550097677406747e+00	5.044593919128737447e+00	3.257706599814476967e+00	7.609878659284445845e+00	1.323736587692399880e+00	-1.053485793895797551e+00	4.774201654301554854e+00	9.062044923867825119e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.417154099456191751e+00	6.847864602529770472e+00	9.676769906526967446e+00	9.627714953966837186e+00	7.470493390306794268e+00	4.071273040902875451e+00	1.475934283887748277e+00	-5.419946411568744793e+00	7.989088960856251198e+00	7.676099213637709084e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.851929315166480627e+00	6.465251978049079362e+00	2.831825260896879026e+00	4.577735932855288681e+00	4.832211773485067141e+00	5.312935653333725305e+00	8.500446479338499728e+00	1.209698248996965653e+01	4.046112640067903499e+00	6.023143730578960131e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.051698805501230183e+00	5.615327920348490487e+00	5.709697058661463487e+00	8.554052838804572900e+00	4.041434041760741280e+00	9.356076051414698114e+00	2.057644234085169721e+00	-2.401652402185383117e+00	6.066262540526205171e+00	2.251142165337461520e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.942274208095397192e+00	3.079820954762368057e+00	3.585541724852495005e+00	2.694380539218872439e+00	1.055186175673971860e+01	3.986636075891580866e+00	1.410001117425879302e+00	-1.457910804786600956e+00	2.845188463832427406e+00	-3.186656863623771940e+01
