G	c	dx1dt	d2x1dt2	dx2dt	m2	Fc	p	d2	m1	W	d1	Fg
1.000000000000000000e+00	1.000000000000000000e+00	7.979938663424809064e+00	5.759358141976532508e+00	5.355502557484429715e+00	5.350212731781249786e+00	3.081864395430482517e+01	7.205364292365483259e+00	8.245209467958069638e+00	-1.302294555611470344e+02	9.547832039839665441e+00	1.440998300961683753e+01	-1.640869687070614873e+02
1.000000000000000000e+00	1.000000000000000000e+00	9.456968671354509581e+00	9.452824221951022565e+00	2.498467266646732021e+00	3.419217293212855502e+00	3.235914946222753485e+01	8.406846962336000928e+00	2.675119034605820456e+00	-4.725095054287476160e+01	5.817911399475102385e+00	1.301858374170891564e+00	-2.332752127084964044e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.048043516829391564e+00	8.196219267970350941e+00	9.508060209785211825e+00	3.577831756629756832e+00	2.936393854186303543e+01	6.014591043082076816e+00	1.760987653783127715e+00	-3.134876025710320846e+01	4.536361253390513326e+00	3.990337799584664502e+00	-6.463721963752033162e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.381084730708218800e+00	9.980667072684283880e+00	8.643783219486161684e+00	6.906904476222067935e+00	6.896824493230776909e+01	8.005583750498608708e+00	4.931666078355450900e+00	-6.200381198753629519e+01	8.632228194737187721e+00	8.269052392654886674e+00	-1.629562812315523388e+02
1.000000000000000000e+00	1.000000000000000000e+00	9.293982870030060184e+00	4.149058010508108296e+00	7.021365564040879192e+00	9.719062823293372233e+00	4.037024325561394278e+01	1.142961544200111978e+00	6.923378479932665641e+00	-1.285788282821663984e+02	5.430926793550450604e+00	1.942319957824862797e+01	-1.612189794263926217e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.794570339557462813e+00	7.916616482010439881e+00	5.157125340160794380e+00	6.434956368747395850e+00	5.083408436611117054e+01	8.358841280391510864e+00	4.937148063639368090e+00	-1.610755850680776291e+01	5.247553446472061012e+00	6.256490222680387348e+00	-8.979802738853383914e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.761818665452608013e+00	4.614764847120735425e+00	4.714082586839293931e+00	1.699390647303075097e+00	7.733799805897371371e+00	1.363494327164887832e+00	3.490906311536493334e+00	-1.910154644372387978e+01	5.407638581894189223e+00	5.595347569826536471e+00	-5.097867421058054305e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.401741940011952847e+00	5.319763764637060355e+00	6.854703830279710530e+00	1.679468301867084179e+00	8.949244466435736456e+00	9.003157587828010122e+00	6.020297521846585731e+00	-1.559387233009026552e+01	8.621633706769811667e+00	1.498603447469117711e+01	-1.470996467645359189e+02
1.000000000000000000e+00	1.000000000000000000e+00	3.917379258777286211e+00	6.653980215146114041e+00	5.901160769134665252e+00	9.565005868139659029e+00	6.354381188032824923e+01	9.930023606756614996e+00	4.124824230664498437e+00	-3.077367933133018951e+01	8.486686821357034560e+00	7.067241354325223490e+00	-8.898959960628117472e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.494479413379664834e+00	8.859708883642765542e+00	1.548570311781038322e+00	3.675705749918954268e+00	3.252890946000421479e+01	3.645591650555777274e+00	9.392861141893401822e+00	-8.210048953134236172e+01	4.640775468649542823e+00	2.632222559527231276e+00	-4.541303773900781948e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.443187919344181225e+00	9.851144293826875398e+00	5.612353847661691653e+00	1.823260178439514156e+00	1.804673671232571053e+01	2.890255994047201682e+00	9.306376665007954685e+00	-6.353738868909820781e+01	4.002403496203687183e+00	9.946402018132774359e+00	-1.944005816544025436e+02
1.000000000000000000e+00	1.000000000000000000e+00	8.451340829270510113e+00	7.915872300100646797e+00	8.254529777724263440e+00	6.379189834633293366e+00	5.055195138687074063e+01	7.890387211301829851e+00	5.528017611243245533e+00	-9.252211061878502107e+01	5.417344995515047223e+00	1.129123876833178564e+01	-1.767359883306733366e+02
1.000000000000000000e+00	1.000000000000000000e+00	4.210864817109280622e+00	4.749925876733094299e+00	5.125268986686114303e+00	6.615172217277421218e+00	3.146627341246711751e+01	3.275773902008760619e+00	3.947009621458646311e+00	-3.270004440925556821e+01	6.148071873528437870e+00	7.725544774284361260e+00	-7.235625564912113816e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.538695429857156682e+00	4.790611353654028903e+00	1.474175694115231972e+00	6.837485021544120301e+00	3.280627725506423076e+01	8.784131712724347452e+00	7.633475369485123174e+00	-4.786385370322091148e+01	3.145335219398504467e+00	4.390011785576668935e+00	-3.741094098239113919e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.889801848180957755e+00	7.639603898253493064e+00	8.080188085192510528e+00	3.403271836415723950e+00	2.597818630497438264e+01	1.940842262731721224e+00	1.332947433516986191e+00	-1.544099480510639921e+01	8.140537592142498724e+00	2.397491708910251429e+00	-3.675354042353934148e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.277213374468684659e+00	3.147492525553906795e+00	2.812118230705452415e+00	1.127230968359117069e+00	3.531150666734827137e+00	2.130943195733935536e+00	5.270529857920759120e+00	-2.316817541241572442e+01	5.362197620106037732e+00	7.311215824205018698e+00	-4.455181842039084472e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.221889734920619475e+00	1.985680562016021611e+00	3.335120844100339266e+00	9.688547346414530637e+00	1.932285161424118414e+01	9.800284798870949388e+00	4.029457896361345881e+00	-6.315959983140746914e+01	4.013751174444453618e+00	1.302188624011194840e+01	-4.980427747362741542e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.677274713899094438e+00	4.200468080257952153e+00	2.486015473105795071e+00	3.256597884804035115e+00	1.369095994353983770e+01	7.059963212307810210e+00	9.287869988344951366e+00	-2.822312283287993750e+01	1.965306799881080035e+00	1.067579099089951278e+01	-8.154438745267923139e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.878064109188144926e+00	3.585726918876121161e+00	3.967392056448313387e+00	7.087251161939594368e+00	2.535070714023684246e+01	8.615082229899607924e+00	1.113970219528023886e+00	-1.972485767656107569e+01	3.152440439344251111e+00	2.403198671580741408e+00	-1.537487219020600193e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.946715551386672516e+00	3.674734802127999078e+00	7.805025338386317735e+00	7.369759624514654384e+00	2.699849736929988353e+01	3.923464372130955446e+00	5.972009309284979750e+00	-9.442733538820559147e+01	9.540226846514896053e+00	2.348923857531408999e+01	-1.712613018558265878e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.773616056865062074e+00	3.101023137840518196e+00	5.678989349050518776e+00	6.478474380687670120e+00	2.015271007437741702e+01	7.090105775279691436e+00	7.660799994952963488e+00	-4.148759663999595659e+01	3.748223647354433918e+00	2.738270409273400574e+01	-1.649199739633438071e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.056118835800650579e+00	1.373943066287094394e+00	2.846120070213593145e+00	3.812379348171439641e+00	5.199946370705401222e+00	6.350348217859655087e+00	5.363474464953084109e+00	-9.123262038054827272e+00	2.515902035110027857e+00	2.134615213906527842e+01	-4.735042647507729896e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.347489569307965596e+00	1.162362905383357514e+00	8.901407988023574802e+00	3.438732851199278961e+00	4.017237697947610542e+00	6.426335586905604025e+00	1.763318006080177414e+00	-2.874656947222899461e+01	5.147169498553102684e+00	2.651302580645223728e+01	-6.020620822696627528e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.358722123827519113e+00	9.888301052608152730e+00	8.911562624107432384e+00	6.386890060265886682e+00	6.311163899792448717e+01	7.141270533757560379e+00	9.755249448984365301e+00	-1.428505351451013325e+02	3.758781920190827019e+00	1.730590307752219204e+01	-3.408525280257366035e+02
1.000000000000000000e+00	1.000000000000000000e+00	7.559690044898999872e+00	4.843406129577004116e+00	8.838562704616544252e+00	8.786002236102428142e+00	4.264532946614814080e+01	6.176212117603005147e+00	5.655720302784241760e+00	-8.484322569086984345e+01	1.324681524910497288e+00	2.049553826586684480e+01	-1.972968047008419035e+02
1.000000000000000000e+00	1.000000000000000000e+00	7.937352985312449150e+00	4.467116458745345575e+00	3.144994298432267410e+00	9.531083102512100780e+00	4.248946425417915407e+01	4.861119064955926383e+00	6.540475548952832341e+00	-1.021814817503235133e+02	3.899765218755016249e+00	8.649487484246954239e+00	-7.590642873419199077e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.668472909252860070e+00	7.113363753833650271e+00	5.060590965232115934e+00	1.953887678999544519e+00	1.393442409646771374e+01	3.487854267704158406e+00	3.136597734037388285e+00	-9.571986894086784048e+00	5.903680972379844683e+00	4.079764704659582186e+00	-5.408340853318303232e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.232280042516749496e+00	2.954047301486388832e+00	9.872896431366928738e+00	2.392937822376516976e+00	7.097991578199612128e+00	7.919062565263432774e+00	5.351551762940728985e+00	-4.434634095075682581e+01	5.965623043525555502e+00	3.491162258543464247e+01	-2.034403032104695228e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.033389119595810701e+00	9.557039454615338769e+00	7.944463393627471781e+00	9.501554158144141837e+00	9.073318402570868102e+01	3.039175958528621990e+00	4.867104112668835469e+00	-1.952930859214456305e+01	4.206367697446640186e+00	7.715208055097660278e+00	-1.447985318813427398e+02
1.000000000000000000e+00	1.000000000000000000e+00	8.770146837836119147e+00	8.074299641595398924e+00	1.235821291454176629e+00	7.626455404420627637e+00	6.158949840692383049e+01	7.233909831347768105e+00	1.665082789689029896e+00	-2.354450019538812811e+01	5.026633269078810251e+00	4.461675503616510663e-01	-5.706223240332082725e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.608185706885433497e+00	1.801317601018953551e+00	1.581029521182371500e+00	8.952618269512283788e+00	1.614541203134426794e+01	3.104812911879717863e+00	1.969286861319243576e+00	-2.385307720851325897e+01	9.693650511495025768e+00	1.757713786276986268e+00	-6.090032284763016612e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.978695945485914098e+00	4.748405853900467655e+00	5.180872561642608787e+00	2.817909406003522577e+00	1.345291179892461031e+01	6.629541068264548365e+00	8.534014656161199142e+00	-6.659831875967115877e+01	4.403571100953041828e+00	1.795328003053861821e+01	-1.677296125534145688e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.574509367356991207e+00	8.921749898635431109e+00	9.184388386575720986e+00	6.290142696644046794e+00	5.603174478295694882e+01	7.725659026757013770e+00	3.157718499449297944e+00	-9.063731036408192665e+00	3.325744749014553747e+00	6.438952228437857528e+00	-1.051094520058773867e+02
1.000000000000000000e+00	1.000000000000000000e+00	3.797822290250587152e+00	9.495414618661301986e+00	5.847604564024138973e+00	7.308176630410248009e+00	6.940026315969758741e+01	2.974900365662671131e+00	2.744442455171238304e+00	-2.034961641856810388e+01	3.186358209647034645e+00	3.253841444238931846e+00	-5.996186404759973243e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.926089255943110423e+00	5.206938763564465944e+00	5.477501531408452529e+00	7.116881255515516536e+00	3.711448982780459716e+01	1.535867239531461204e+00	5.546870919881317086e+00	-4.326640500033530401e+01	5.120184125609817727e+00	9.927624142636664928e+00	-1.025178679195921916e+02
1.000000000000000000e+00	1.000000000000000000e+00	7.565298051510062294e+00	6.525779548991685886e+00	1.951943288278558786e+00	4.687364074478352904e+00	3.047934549690782191e+01	2.174102504748530951e+00	7.912654576366879411e+00	-1.187365748662754470e+02	7.845564294701678598e+00	2.555374134765114658e+00	-3.271707572418051058e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.743268891092299988e+00	2.505651586979220191e+00	6.906332478896171523e+00	1.140822508951391923e+00	2.838730897249765572e+00	6.447513056832057110e+00	1.558076371846918162e+00	-2.007513551449558520e+01	2.861224731694231416e+00	8.469548811699947777e+00	-4.032347374456061573e+01
