G c dx1dt d2x1dt2 dx2dt m2 Fc p d2 m1 W d1 Fg
1.00000000e+00 1.00000000e+00 4.88750517e+00 9.23939468e+00 1.19641057e+00 1.61517880e+00 1.49232744e+01 3.67558484e+00 6.03770195e+00 -5.59464222e+01 5.91622840e+00 1.03772952e+00 -1.81777910e+01
1.00000000e+00 1.00000000e+00 3.62106226e+00 1.30551381e+00 6.97410718e+00 8.05383858e+00 1.05143975e+01 3.06994379e+00 8.72141423e+00 -6.27213762e+01 1.80525811e+00 9.12160962e+01 -2.36507884e+02
1.00000000e+00 1.00000000e+00 6.50667605e+00 7.27678241e+00 9.67054991e+00 3.57182492e+00 2.59913927e+01 4.70173575e+00 7.00234703e+00 -9.06378163e+01 4.76185677e+00 1.81243773e+01 -2.62366935e+02
1.00000000e+00 1.00000000e+00 2.25544475e+00 3.67614107e+00 6.04151365e+00 4.89490192e+00 1.79943500e+01 3.16478427e+00 4.91856691e+00 -2.16632722e+01 8.67956319e+00 1.43320079e+01 -1.02885101e+02
1.00000000e+00 1.00000000e+00 3.62930184e+00 9.31956576e+00 9.43140216e+00 7.16899495e+00 6.68119198e+01 7.05145459e+00 9.57808103e+00 -6.87758371e+01 8.70538260e+00 1.87516411e+01 -3.45755620e+02
1.00000000e+00 1.00000000e+00 4.29725659e+00 9.73952421e+00 1.47032091e+00 3.99210541e+00 3.88812073e+01 8.43458216e+00 7.47320681e+00 -5.84920157e+01 1.89313898e+00 2.17026466e+00 -3.84989373e+01
1.00000000e+00 1.00000000e+00 5.10462986e+00 9.49839840e+00 4.76913987e+00 1.50927091e+00 1.43356564e+01 7.05782918e+00 9.37148683e+00 -9.41960473e+01 1.81648794e+00 9.28386870e+00 -1.73635809e+02
1.00000000e+00 1.00000000e+00 8.06658365e+00 5.26792795e+00 3.34142012e+00 4.36528942e+00 2.29960302e+01 8.41915403e+00 5.74829176e+00 -9.02185192e+01 3.36425929e+00 7.07420811e+00 -7.25078299e+01
1.00000000e+00 1.00000000e+00 2.79706404e+00 8.75838386e+00 7.57738868e+00 9.50003724e+00 8.32049729e+01 4.57292946e+00 3.33013847e+00 -1.80257244e+01 8.87289456e+00 5.39331910e+00 -9.14130324e+01
1.00000000e+00 1.00000000e+00 5.62810995e+00 8.60094459e+00 9.83167381e+00 6.77560958e+00 5.82766425e+01 2.40685274e+00 1.47544018e+00 -1.63630731e+01 2.16012327e+00 3.29614932e+00 -5.58642173e+01
1.00000000e+00 1.00000000e+00 6.33173112e+00 3.87190426e+00 3.30877056e+00 7.04331234e+00 2.72710310e+01 7.64155853e+00 7.53476366e+00 -9.31067094e+01 7.47997122e+00 1.19253700e+01 -9.01125653e+01
1.00000000e+00 1.00000000e+00 1.41805371e+00 8.46023927e+00 6.88757141e+00 6.69053938e+00 5.66035640e+01 4.24427055e+00 2.09172698e+00 -5.31614079e+00 1.91049058e+00 3.35014865e+00 -5.07978718e+01
1.00000000e+00 1.00000000e+00 6.46790367e+00 1.33306871e+00 2.78287869e+00 2.79092925e+00 3.72050046e+00 7.04143743e+00 3.72497615e+00 -4.56553028e+01 6.60824068e+00 1.42411322e+01 -3.59750363e+01
1.00000000e+00 1.00000000e+00 2.53471711e+00 6.36642891e+00 6.08797229e+00 4.76500478e+00 3.03360642e+01 3.43579548e+00 5.79223817e+00 -2.87990125e+01 4.20460569e+00 1.05210948e+01 -1.31388852e+02
1.00000000e+00 1.00000000e+00 1.58546434e+00 3.07007954e+00 5.17539238e+00 7.75845819e+00 2.38190837e+01 1.73106671e+00 6.07974929e+00 -1.89439711e+01 8.10022567e+00 1.58646090e+01 -9.57211426e+01
1.00000000e+00 1.00000000e+00 9.53996984e+00 2.08510197e+00 9.74804797e+00 1.91235608e+00 3.98745743e+00 9.93323616e+00 6.40524877e+00 -1.21192763e+02 3.10321404e+00 5.94104382e+01 -2.45687882e+02
1.00000000e+00 1.00000000e+00 9.69068830e+00 1.69257881e+00 6.47674545e+00 3.50067498e+00 5.92516832e+00 2.40581357e+00 2.49629797e+00 -4.80102370e+01 6.75281646e+00 1.70345838e+01 -5.72220259e+01
1.00000000e+00 1.00000000e+00 8.27557613e+00 7.26659898e+00 4.14555735e+00 3.48687198e+00 2.53377004e+01 9.89578895e+00 4.41763664e+00 -7.07298939e+01 3.12114281e+00 4.94460592e+00 -6.95148603e+01
1.00000000e+00 1.00000000e+00 3.74152392e+00 4.05887467e+00 2.02686206e+00 4.88817035e+00 1.98404708e+01 9.79551939e+00 6.55474804e+00 -4.42166437e+01 7.42294255e+00 5.93454648e+00 -4.34284593e+01
1.00000000e+00 1.00000000e+00 1.87904903e+00 7.52290094e+00 2.36122146e+00 9.82331867e+00 7.38998533e+01 8.14436294e+00 9.72836978e+00 -3.31109515e+01 8.86310231e+00 5.40326431e+00 -7.36266490e+01
1.00000000e+00 1.00000000e+00 7.15809724e+00 1.58820707e+00 3.02785237e+00 1.60752292e+00 2.55307926e+00 6.93480666e+00 7.54868024e+00 -1.05778036e+02 2.14121619e+00 2.80487353e+01 -8.72061843e+01
1.00000000e+00 1.00000000e+00 4.96137244e+00 3.83761304e+00 3.25869995e+00 5.66830895e+00 2.17527763e+01 6.20026345e+00 9.30343381e+00 -9.04129202e+01 8.79936120e+00 1.40797212e+01 -1.05837758e+02
1.00000000e+00 1.00000000e+00 2.09834411e+00 5.85542163e+00 8.65554452e+00 2.61428214e+00 1.53077242e+01 8.79491391e+00 7.85990852e+00 -3.19694838e+01 6.34217729e+00 2.27532057e+01 -2.58251104e+02
1.00000000e+00 1.00000000e+00 5.45659219e+00 8.11650848e+00 6.05100509e+00 9.73608891e+00 7.90230482e+01 3.60495569e+00 6.32545272e+00 -6.84350704e+01 2.14399442e+00 9.19973267e+00 -1.48050562e+02
1.00000000e+00 1.00000000e+00 1.30949669e+00 3.86877253e+00 5.71051820e+00 2.01973154e+00 7.81388190e+00 5.20913091e+00 2.72821032e+00 -6.23296544e+00 4.84787670e+00 7.72583164e+00 -5.21471888e+01
1.00000000e+00 1.00000000e+00 9.18388362e+00 6.63302239e+00 2.03291985e+00 4.63240902e+00 3.07268727e+01 6.57450972e+00 7.00017087e+00 -1.25343486e+02 2.44774264e+00 4.09443254e+00 -5.29507286e+01
1.00000000e+00 1.00000000e+00 3.32901983e+00 8.97379973e+00 8.74125724e+00 7.64096486e+00 6.85684885e+01 4.70071428e+00 6.61041609e+00 -4.34746508e+01 7.30313100e+00 1.23060081e+01 -2.18164706e+02
1.00000000e+00 1.00000000e+00 6.96270056e+00 6.54276869e+00 7.50532873e+00 7.34098985e+00 4.80303986e+01 4.84737809e+00 6.42222253e+00 -8.87861667e+01 7.82981321e+00 1.39413424e+01 -1.81112488e+02
1.00000000e+00 1.00000000e+00 3.80539968e+00 3.09663527e+00 1.60901526e+00 4.80455773e+00 1.48779629e+01 3.97256201e+00 5.40807281e+00 -3.86908172e+01 1.95216868e+00 5.19097124e+00 -3.02206481e+01
1.00000000e+00 1.00000000e+00 5.68061219e+00 1.21960703e+00 7.37051588e+00 4.11871751e+00 5.02321685e+00 6.07808635e+00 5.75790944e+00 -6.45922524e+01 5.55525867e+00 6.74366514e+01 -1.62418829e+02
1.00000000e+00 1.00000000e+00 5.92039251e+00 8.83088987e+00 5.89184396e+00 4.57851141e+00 4.04323300e+01 8.65517075e+00 4.00998274e+00 -4.60123348e+01 8.33162550e+00 5.13225106e+00 -8.78402632e+01
1.00000000e+00 1.00000000e+00 2.66369010e+00 1.19142470e+00 1.73552811e+00 3.37848637e+00 4.02521210e+00 2.81375540e+00 5.67381423e+00 -2.86052981e+01 9.42546737e+00 8.55371527e+00 -1.92889708e+01
1.00000000e+00 1.00000000e+00 9.72626165e+00 8.87231505e+00 5.12470577e+00 2.84799645e+00 2.52683218e+01 9.40989735e+00 2.77800315e+00 -5.22029881e+01 5.62166080e+00 3.11565585e+00 -5.34076065e+01
1.00000000e+00 1.00000000e+00 7.97619541e+00 5.76043421e+00 5.36226658e+00 5.34735728e+00 3.08030998e+01 7.20178888e+00 8.24656958e+00 -1.30209451e+02 9.55251301e+00 1.44036797e+01 -1.64248750e+02
1.00000000e+00 1.00000000e+00 9.45549047e+00 9.45160929e+00 2.49197086e+00 3.41680380e+00 3.22942946e+01 8.40945891e+00 2.67199259e+00 -4.71553793e+01 5.82120073e+00 1.31112606e+00 -2.31292814e+01
1.00000000e+00 1.00000000e+00 9.05344615e+00 8.18904912e+00 9.51128332e+00 3.58715498e+00 2.93753884e+01 6.00571623e+00 1.76469661e+00 -3.13217408e+01 4.54771445e+00 4.01767249e+00 -6.45015163e+01
1.00000000e+00 1.00000000e+00 6.38109981e+00 9.98140699e+00 8.64977834e+00 6.91080457e+00 6.89795531e+01 8.01565031e+00 4.92621424e+00 -6.19426409e+01 8.63382816e+00 8.27220623e+00 -1.62702416e+02
1.00000000e+00 1.00000000e+00 9.29686812e+00 4.15640634e+00 7.02120104e+00 9.71683599e+00 4.03871187e+01 1.14580358e+00 6.92476696e+00 -1.28594098e+02 5.43684439e+00 1.94425969e+01 -1.61417819e+02
1.00000000e+00 1.00000000e+00 1.79643252e+00 7.90469460e+00 5.16066005e+00 6.43273481e+00 5.08488041e+01 8.36542382e+00 4.93945142e+00 -1.61257835e+01 5.24712260e+00 6.25356864e+00 -8.98347192e+01
1.00000000e+00 1.00000000e+00 2.76384576e+00 4.61737822e+00 4.70588987e+00 1.69281520e+00 7.81636806e+00 1.36124973e+00 3.49078719e+00 -1.90067296e+01 5.41281240e+00 5.61232242e+00 -5.10514737e+01
1.00000000e+00 1.00000000e+00 1.40704560e+00 5.31888058e+00 6.85876120e+00 1.68025252e+00 8.93706253e+00 9.00922039e+00 6.02354066e+00 -1.56372581e+01 8.62106502e+00 1.49930126e+01 -1.47132878e+02
1.00000000e+00 1.00000000e+00 3.92797298e+00 6.64754917e+00 5.90888682e+00 9.56280899e+00 6.35692429e+01 9.92766473e+00 4.12302102e+00 -3.07101059e+01 8.48747388e+00 7.06463052e+00 -8.90529449e+01
1.00000000e+00 1.00000000e+00 4.49809561e+00 8.86309403e+00 1.56045795e+00 3.67561711e+00 3.25773401e+01 3.64660716e+00 9.39580921e+00 -8.21896136e+01 4.63167993e+00 2.63526052e+00 -4.54216577e+01
1.00000000e+00 1.00000000e+00 3.44214129e+00 9.85675122e+00 5.61252384e+00 1.82860287e+00 1.80240836e+01 2.89286701e+00 9.30380626e+00 -6.35346006e+01 3.99969874e+00 9.94282110e+00 -1.94430492e+02
1.00000000e+00 1.00000000e+00 8.45863758e+00 7.91446072e+00 8.25763256e+00 6.39140128e+00 5.05844944e+01 7.88827027e+00 5.52134638e+00 -9.24508658e+01 5.42735222e+00 1.12815113e+01 -1.76747868e+02
1.00000000e+00 1.00000000e+00 4.21077994e+00 4.75990104e+00 5.13315890e+00 6.61283900e+00 3.14764593e+01 3.27723707e+00 3.95095595e+00 -3.26347676e+01 6.15495259e+00 7.74210214e+00 -7.22890657e+01
1.00000000e+00 1.00000000e+00 3.52841059e+00 4.79221302e+00 1.46760920e+00 6.83654338e+00 3.27621722e+01 8.79006145e+00 7.63419173e+00 -4.78837511e+01 3.14503490e+00 4.39093261e+00 -3.74057935e+01
1.00000000e+00 1.00000000e+00 5.88426475e+00 7.63824071e+00 8.07650379e+00 3.40661825e+00 2.60205702e+01 1.92558333e+00 1.33041649e+00 -1.54186278e+01 8.14559576e+00 2.44510049e+00 -3.67837459e+01
1.00000000e+00 1.00000000e+00 2.26831802e+00 3.14899431e+00 2.81227404e+00 1.13599616e+00 3.57724544e+00 2.13359677e+00 5.27292105e+00 -2.31626506e+01 5.37834489e+00 7.30767919e+00 -4.45640233e+01
1.00000000e+00 1.00000000e+00 8.21977283e+00 1.99426702e+00 3.32758751e+00 9.68513833e+00 1.93147519e+01 9.81236400e+00 4.02691055e+00 -6.32517876e+01 4.00640994e+00 1.30261876e+01 -4.96411280e+01
1.00000000e+00 1.00000000e+00 1.67095579e+00 4.19159942e+00 2.48235718e+00 3.25803741e+00 1.36563877e+01 7.06455008e+00 9.28482297e+00 -2.81831535e+01 1.96138894e+00 1.06898534e+01 -8.13958978e+01
1.00000000e+00 1.00000000e+00 9.88198243e+00 3.58515092e+00 3.97193558e+00 7.08423659e+00 2.53980574e+01 8.62198502e+00 1.10802725e+00 -1.97282852e+01 3.14960644e+00 2.39868418e+00 -1.54944204e+01
1.00000000e+00 1.00000000e+00 7.95020292e+00 3.66677308e+00 7.81076355e+00 7.35966883e+00 2.69862356e+01 3.91896440e+00 5.97533388e+00 -9.45084948e+01 9.54353055e+00 2.34724701e+01 -1.71227409e+02
1.00000000e+00 1.00000000e+00 2.78844113e+00 3.10246976e+00 5.67447274e+00 6.49006675e+00 2.01352358e+01 7.08835375e+00 7.66597223e+00 -4.15030594e+01 3.74589718e+00 2.73895107e+01 -1.64984529e+02
1.00000000e+00 1.00000000e+00 1.04969905e+00 1.37883871e+00 2.84393147e+00 3.81616655e+00 5.26187815e+00 6.34817645e+00 5.36516189e+00 -9.03142738e+00 2.51973360e+00 2.13596621e+01 -4.72298539e+01
1.00000000e+00 1.00000000e+00 8.33915286e+00 1.16086541e+00 8.90047070e+00 3.43986628e+00 3.99322179e+00 6.42835108e+00 1.76862727e+00 -2.87754579e+01 5.14605512e+00 2.65106661e+01 -6.00435695e+01
1.00000000e+00 1.00000000e+00 7.36171609e+00 9.88950151e+00 8.91623669e+00 6.37901454e+00 6.30852740e+01 7.14279214e+00 9.75215251e+00 -1.42784057e+02 3.76378969e+00 1.73250010e+01 -3.40759393e+02
1.00000000e+00 1.00000000e+00 7.56106451e+00 4.84995820e+00 8.83520583e+00 8.79486070e+00 4.26547068e+01 6.17823256e+00 5.66209388e+00 -8.49236399e+01 1.31643325e+00 2.05049811e+01 -1.97272233e+02
1.00000000e+00 1.00000000e+00 7.94143312e+00 4.45893982e+00 3.14916590e+00 9.52060356e+00 4.24517984e+01 4.86156132e+00 6.52767620e+00 -1.02134446e+02 3.90830696e+00 8.63200828e+00 -7.58329957e+01
1.00000000e+00 1.00000000e+00 1.66640187e+00 7.11682554e+00 5.06115410e+00 1.95315224e+00 1.39002438e+01 3.48330425e+00 3.12948804e+00 -9.74172636e+00 5.89697762e+00 4.07887560e+00 -5.42262618e+01
1.00000000e+00 1.00000000e+00 4.22619156e+00 2.96428499e+00 9.86490691e+00 2.39345751e+00 7.09489018e+00 7.91723198e+00 5.35148277e+00 -4.44302173e+01 5.96541135e+00 3.49384972e+01 -2.03460123e+02
1.00000000e+00 1.00000000e+00 2.04282154e+00 9.54965066e+00 7.94811229e+00 9.50262633e+00 9.07467618e+01 3.03645187e+00 4.86234543e+00 -1.94837736e+01 4.20903029e+00 7.74090335e+00 -1.45002659e+02
1.00000000e+00 1.00000000e+00 8.76793083e+00 8.07710513e+00 1.24450679e+00 7.62881706e+00 6.16187574e+01 7.23118876e+00 1.67406258e+00 -2.35456442e+01 5.02572481e+00 4.43849877e-01 -5.75087084e+00
1.00000000e+00 1.00000000e+00 6.60968314e+00 1.80469902e+00 1.58684132e+00 8.94694442e+00 1.61465418e+01 3.09999540e+00 1.95544318e+00 -2.38961561e+01 9.68966126e+00 1.74538241e+00 -5.82368107e+00
1.00000000e+00 1.00000000e+00 3.97808222e+00 4.75822698e+00 5.17538239e+00 2.82369371e+00 1.34357756e+01 6.62797153e+00 8.53725268e+00 -6.66431134e+01 4.39613630e+00 1.79764105e+01 -1.67846202e+02
1.00000000e+00 1.00000000e+00 1.57202515e+00 8.91206477e+00 9.18298185e+00 6.28827284e+00 5.60414948e+01 7.72370440e+00 3.15837957e+00 -9.08901532e+00 3.32404132e+00 6.43252176e+00 -1.04942794e+02
1.00000000e+00 1.00000000e+00 3.79884090e+00 9.50258820e+00 5.84831618e+00 7.31025635e+00 6.94663557e+01 2.96842500e+00 2.75462444e+00 -2.04211908e+01 3.19120340e+00 3.23481878e+00 -5.99873155e+01
1.00000000e+00 1.00000000e+00 3.92664990e+00 5.20661360e+00 5.48031257e+00 7.12100697e+00 3.70763317e+01 1.53948971e+00 5.54420306e+00 -4.32593760e+01 5.11988151e+00 9.90062953e+00 -1.02432341e+02
1.00000000e+00 1.00000000e+00 7.56645561e+00 6.52070250e+00 1.94926330e+00 4.67336522e+00 3.04736243e+01 2.17876369e+00 7.91872418e+00 -1.18715613e+02 7.83568134e+00 2.55063796e+00 -3.29536360e+01
1.00000000e+00 1.00000000e+00 6.73801724e+00 2.50330551e+00 6.91102094e+00 1.13855403e+00 2.85014857e+00 6.45397271e+00 1.55751867e+00 -2.00553085e+01 2.85389366e+00 8.46230201e+00 -4.04824087e+01
1.00000000e+00 1.00000000e+00 8.98491468e+00 9.92051764e+00 8.39892845e+00 6.24633451e+00 6.19668717e+01 8.64501766e+00 6.19127128e+00 -1.10226788e+02 7.38366514e+00 1.02168179e+01 -2.00836826e+02
1.00000000e+00 1.00000000e+00 5.24993433e+00 3.08504531e+00 4.42378007e+00 3.27791385e+00 1.01125128e+01 1.40497139e+00 2.07289399e+00 -2.14475194e+01 1.19034841e+00 5.66018737e+00 -3.44142621e+01
1.00000000e+00 1.00000000e+00 2.07634821e+00 9.48458597e+00 7.98050666e+00 5.05228822e+00 4.79188619e+01 7.60736133e+00 1.32814946e+00 -4.56215860e+00 4.77039680e+00 2.19115369e+00 -3.43806799e+01
1.00000000e+00 1.00000000e+00 7.41920309e+00 6.84681984e+00 9.68028989e+00 9.61822914e+00 6.58542821e+01 4.07186781e+00 1.47469557e+00 -2.14614969e+01 7.98278559e+00 3.95883222e+00 -5.31687406e+01
1.00000000e+00 1.00000000e+00 7.84706544e+00 6.46963115e+00 2.83389813e+00 4.59131786e+00 2.97041331e+01 5.30675533e+00 8.50747697e+00 -1.31644858e+02 4.04859660e+00 6.95146440e+00 -8.86853058e+01
1.00000000e+00 1.00000000e+00 6.05149478e+00 5.61419660e+00 5.70996668e+00 8.55821446e+00 4.80474985e+01 9.35973595e+00 2.06175235e+00 -2.33141744e+01 6.07363391e+00 4.07469303e+00 -4.27467788e+01
1.00000000e+00 1.00000000e+00 7.93870462e+00 3.07602831e+00 3.58424162e+00 2.69686545e+00 8.29563447e+00 3.98774354e+00 1.40636228e+00 -2.12168128e+01 2.84481310e+00 3.11435451e+00 -1.82050412e+01
1.00000000e+00 1.00000000e+00 5.44416037e+00 2.58875229e+00 8.13568977e+00 7.05214448e+00 1.82562552e+01 5.18803241e+00 4.94109898e+00 -5.31625824e+01 7.67795852e+00 2.96444897e+01 -1.51665248e+02
1.00000000e+00 1.00000000e+00 5.70459546e+00 2.98437588e+00 6.19834029e+00 9.79306259e+00 2.92261798e+01 1.12314173e+00 8.59594125e+00 -9.78915345e+01 1.47051193e+00 3.38207639e+01 -2.01494771e+02
1.00000000e+00 1.00000000e+00 4.84786917e+00 2.67794436e+00 6.71124176e+00 1.91703791e+00 5.13372085e+00 1.73438848e+00 3.36167539e+00 -3.23354946e+01 8.67288380e+00 1.37108643e+01 -7.28516218e+01
1.00000000e+00 1.00000000e+00 1.22877214e+00 8.01626026e+00 8.18122744e+00 1.07487948e+00 8.61651366e+00 3.32732432e+00 4.79541356e+00 -1.13782388e+01 2.78376748e+00 9.53795433e+00 -1.47640215e+02
1.00000000e+00 1.00000000e+00 1.97102284e+00 4.15112733e+00 4.56373425e+00 4.90224513e+00 2.03498438e+01 1.25067017e+00 1.35930279e+00 -5.08438836e+00 8.86958229e+00 1.82769590e+00 -1.43979560e+01
1.00000000e+00 1.00000000e+00 1.28286267e+00 1.52058409e+00 9.23581062e+00 1.83362935e+00 2.78818761e+00 6.68237793e+00 5.04170663e+00 -1.22121053e+01 4.17276317e+00 6.02099989e+01 -1.72866908e+02
1.00000000e+00 1.00000000e+00 6.72769370e+00 9.72192367e+00 5.79725981e+00 7.73545915e+00 7.52035434e+01 4.83758521e+00 6.19851773e+00 -8.25689967e+01 7.50415217e+00 6.89793600e+00 -1.32780505e+02
1.00000000e+00 1.00000000e+00 3.82920383e+00 8.95407296e+00 2.42159341e+00 9.23093797e+00 8.26544922e+01 5.93330682e+00 6.13816348e+00 -4.45583918e+01 3.87302768e+00 3.09634482e+00 -5.25596568e+01
1.00000000e+00 1.00000000e+00 5.57713622e+00 9.34977055e+00 7.26309206e+00 4.90618875e+00 4.58717391e+01 2.57182467e+00 3.99184023e+00 -4.41719784e+01 9.15320504e+00 5.44212966e+00 -1.00956035e+02
1.00000000e+00 1.00000000e+00 9.16809827e+00 9.95417040e+00 8.13935215e+00 3.32840478e+00 3.31315083e+01 3.66338826e+00 3.83979863e+00 -6.99572187e+01 2.13973413e+00 6.16681827e+00 -1.21986297e+02
1.00000000e+00 1.00000000e+00 3.24363006e+00 2.56505724e+00 3.85085509e+00 4.90962987e+00 1.25934817e+01 6.97442027e+00 1.95961257e+00 -1.09013810e+01 2.60667810e+00 5.74106763e+00 -2.52562990e+01
1.00000000e+00 1.00000000e+00 4.69344631e+00 4.56617817e+00 8.71461331e+00 7.51103036e+00 3.42967029e+01 9.68772451e+00 4.30118489e+00 -3.92630963e+01 5.43727113e+00 1.61533991e+01 -1.43456872e+02
1.00000000e+00 1.00000000e+00 7.79996025e+00 7.82414628e+00 9.15528929e+00 1.08148745e+00 8.46171604e+00 1.45375096e+00 1.89545202e+00 -2.94101127e+01 1.73744595e+00 4.29109454e+00 -6.67877093e+01
1.00000000e+00 1.00000000e+00 3.05918349e+00 7.26418556e+00 3.49214039e+00 6.30508591e+00 4.58013140e+01 9.01345889e+00 7.89936350e+00 -4.57501348e+01 2.76382166e+00 7.42826163e+00 -1.02157175e+02
1.00000000e+00 1.00000000e+00 1.69281919e+00 2.38506316e+00 9.85169325e+00 6.51962516e+00 1.55497178e+01 6.19193081e+00 9.69646868e+00 -3.22002221e+01 9.49389744e+00 7.69873203e+01 -3.60208355e+02
1.00000000e+00 1.00000000e+00 3.60776308e+00 8.34249812e+00 2.26640375e+00 6.73919422e+00 5.62217152e+01 6.07527610e+00 9.73067011e+00 -6.75313249e+01 9.78840695e+00 4.34741351e+00 -6.97672459e+01
1.00000000e+00 1.00000000e+00 2.45099159e+00 3.01996515e+00 2.81814102e+00 3.17819872e+00 9.59804936e+00 5.50250682e+00 8.78563989e+00 -4.11145282e+01 4.38633396e+00 1.52374604e+01 -8.78606908e+01
1.00000000e+00 1.00000000e+00 9.36727887e+00 3.01435853e+00 2.65802355e+00 7.42647451e+00 2.23860568e+01 1.62454677e+00 6.40712934e+00 -1.19423549e+02 9.30957419e+00 5.20918767e+00 -3.12448138e+01
1.00000000e+00 1.00000000e+00 8.27308342e+00 5.83276981e+00 9.04590739e+00 1.82252338e+00 1.06303593e+01 1.80889167e+00 7.30779128e+00 -1.20715966e+02 5.90342208e+00 2.06225364e+01 -2.40175161e+02
1.00000000e+00 1.00000000e+00 6.70063381e+00 6.33645941e+00 6.88863297e+00 2.79343303e+00 1.77004750e+01 6.40820805e+00 3.56685222e+00 -4.68700829e+01 3.42768219e+00 7.60480466e+00 -9.44994848e+01
1.00000000e+00 1.00000000e+00 8.84314531e+00 6.22077587e+00 2.36893855e+00 8.89723042e+00 5.53476763e+01 4.06862714e+00 6.67693378e+00 -1.16372702e+02 7.32158849e+00 4.11955742e+00 -5.05082593e+01
