G c dx1dt d2x1dt2 dx2dt d2x2dt2 m1 Fg d1 Fc d2 W m2
1.00000000e+00 1.00000000e+00 2.76384576e+00 4.61737822e+00 4.70588987e+00 1.69281520e+00 1.36124973e+00 2.09513496e+00 3.49078719e+00 5.41281240e+00 4.05353246e+00 3.22268871e+00 -2.62745593e+02
1.00000000e+00 1.00000000e+00 1.40704560e+00 5.31888058e+00 6.85876120e+00 1.68025252e+00 9.00922039e+00 1.59729891e+01 6.02354066e+00 8.62106502e+00 3.34809966e+01 9.09651240e+00 -1.07573275e+03
1.00000000e+00 1.00000000e+00 3.92797298e+00 6.64754917e+00 5.90888682e+00 9.56280899e+00 9.92766473e+00 2.19982131e+01 4.12302102e+00 8.48747388e+00 3.20586890e+01 9.19741798e+00 -1.91647129e+03
1.00000000e+00 1.00000000e+00 4.49809561e+00 8.86309403e+00 1.56045795e+00 3.67561711e+00 3.64660716e+00 1.07734074e+01 9.39580921e+00 4.63167993e+00 6.55646861e+01 9.48979101e+00 -5.40971943e+03
1.00000000e+00 1.00000000e+00 3.44214129e+00 9.85675122e+00 5.61252384e+00 1.82860287e+00 2.89286701e+00 9.50475680e+00 9.30380626e+00 3.99969874e+00 6.63278073e+01 5.68207440e+00 -5.98088356e+03
1.00000000e+00 1.00000000e+00 8.45863758e+00 7.91446072e+00 8.25763256e+00 6.39140128e+00 7.88827027e+00 2.08104684e+01 5.52134638e+00 5.42735222e+00 6.35126301e+01 7.09384406e+00 -9.07761728e+03
1.00000000e+00 1.00000000e+00 4.21077994e+00 4.75990104e+00 5.13315890e+00 6.61283900e+00 3.27723707e+00 5.19977471e+00 3.95095595e+00 6.15495259e+00 1.00134390e+01 8.00664292e+00 -5.12250314e+02
1.00000000e+00 1.00000000e+00 3.52841059e+00 4.79221302e+00 1.46760920e+00 6.83654338e+00 8.79006145e+00 1.40412823e+01 7.63419173e+00 3.14503490e+00 1.02250542e+02 2.17913157e+00 -1.59004643e+04
1.00000000e+00 1.00000000e+00 5.88426475e+00 7.63824071e+00 8.07650379e+00 3.40661825e+00 1.92558333e+00 4.90268966e+00 1.33041649e+00 8.14559576e+00 2.40226229e+00 6.40861475e+00 -9.56134365e+01
1.00000000e+00 1.00000000e+00 2.26831802e+00 3.14899431e+00 2.81227404e+00 1.13599616e+00 2.13359677e+00 2.23956136e+00 5.27292105e+00 5.37834489e+00 6.58698754e+00 1.30868111e+00 -1.29514043e+03
1.00000000e+00 1.00000000e+00 8.21977283e+00 1.99426702e+00 3.32758751e+00 9.68513833e+00 9.81236400e+00 6.52282463e+00 4.02691055e+00 4.00640994e+00 1.96686049e+01 5.47809475e+00 -1.90454478e+03
1.00000000e+00 1.00000000e+00 1.67095579e+00 4.19159942e+00 2.48235718e+00 3.25803741e+00 7.06455008e+00 9.87058801e+00 9.28482297e+00 1.96138894e+00 1.40176169e+02 2.39358413e+00 -7.12832987e+03
1.00000000e+00 1.00000000e+00 9.88198243e+00 3.58515092e+00 3.97193558e+00 7.08423659e+00 8.62198502e+00 1.03037059e+01 1.10802725e+00 3.14960644e+00 1.08744889e+01 2.64630633e+00 -5.66864863e+02
1.00000000e+00 1.00000000e+00 7.95020292e+00 3.66677308e+00 7.81076355e+00 7.35966883e+00 3.91896440e+00 4.78998439e+00 5.97533388e+00 9.54353055e+00 8.99722253e+00 4.28542810e+00 -3.80735786e+03
1.00000000e+00 1.00000000e+00 2.78844113e+00 3.10246976e+00 5.67447274e+00 6.49006675e+00 7.08835375e+00 7.33046771e+00 7.66597223e+00 3.74589718e+00 4.50053692e+01 4.89193450e+00 -2.94664802e+03
1.00000000e+00 1.00000000e+00 1.04969905e+00 1.37883871e+00 2.84393147e+00 3.81616655e+00 6.34817645e+00 2.91770380e+00 5.36516189e+00 2.51973360e+00 1.86376288e+01 6.60855182e+00 -1.60083516e+02
1.00000000e+00 1.00000000e+00 8.33915286e+00 1.16086541e+00 8.90047070e+00 3.43986628e+00 6.42835108e+00 2.48748348e+00 1.76862727e+00 5.14605512e+00 2.56473998e+00 1.66985577e+00 -4.66291028e+02
1.00000000e+00 1.00000000e+00 7.36171609e+00 9.88950151e+00 8.91623669e+00 6.37901454e+00 7.14279214e+00 2.35462179e+01 9.75215251e+00 3.76378969e+00 1.83028006e+02 5.53322585e+00 -3.57523045e+04
1.00000000e+00 1.00000000e+00 7.56106451e+00 4.84995820e+00 8.83520583e+00 8.79486070e+00 6.17823256e+00 9.98805656e+00 5.66209388e+00 1.31643325e+00 1.28878499e+02 2.64362617e+00 -1.09900400e+04
1.00000000e+00 1.00000000e+00 7.94143312e+00 4.45893982e+00 3.14916590e+00 9.52060356e+00 4.86156132e+00 7.22580313e+00 6.52767620e+00 3.90830696e+00 3.62057308e+01 6.16577658e+00 -4.75878054e+03
1.00000000e+00 1.00000000e+00 1.66640187e+00 7.11682554e+00 5.06115410e+00 1.95315224e+00 3.48330425e+00 8.26335622e+00 3.12948804e+00 5.89697762e+00 1.31559298e+01 6.73664151e+00 -2.40226338e+02
1.00000000e+00 1.00000000e+00 4.22619156e+00 2.96428499e+00 9.86490691e+00 2.39345751e+00 7.91723198e+00 7.82297731e+00 5.35148277e+00 5.96541135e+00 2.10536336e+01 6.01038331e+00 -1.89037771e+03
1.00000000e+00 1.00000000e+00 2.04282154e+00 9.54965066e+00 7.94811229e+00 9.50262633e+00 3.03645187e+00 9.66568486e+00 4.86234543e+00 4.20903029e+00 3.34979048e+01 7.64465959e+00 -7.32787024e+02
1.00000000e+00 1.00000000e+00 8.76793083e+00 8.07710513e+00 1.24450679e+00 7.62881706e+00 7.23118876e+00 1.94690239e+01 1.67406258e+00 5.02572481e+00 1.94553218e+01 4.02048320e+00 -1.42786670e+03
1.00000000e+00 1.00000000e+00 6.60968314e+00 1.80469902e+00 1.58684132e+00 8.94694442e+00 3.09999540e+00 1.86485289e+00 1.95544318e+00 9.68966126e+00 1.12902209e+00 7.88595932e+00 -7.17203392e+01
1.00000000e+00 1.00000000e+00 3.97808222e+00 4.75822698e+00 5.17538239e+00 2.82369371e+00 6.62797153e+00 1.05124643e+01 8.53725268e+00 4.39613630e+00 6.12453014e+01 4.89490374e+00 -7.47225444e+03
1.00000000e+00 1.00000000e+00 1.57202515e+00 8.91206477e+00 9.18298185e+00 6.28827284e+00 7.72370440e+00 2.29447180e+01 3.15837957e+00 3.32404132e+00 6.54036351e+01 5.35766048e+00 -8.05892131e+02
1.00000000e+00 1.00000000e+00 3.79884090e+00 9.50258820e+00 5.84831618e+00 7.31025635e+00 2.96842500e+00 9.40257346e+00 2.75462444e+00 3.19120340e+00 2.43487069e+01 6.83291915e+00 -4.75989747e+02
1.00000000e+00 1.00000000e+00 3.92664990e+00 5.20661360e+00 5.48031257e+00 7.12100697e+00 1.53948971e+00 2.67184268e+00 5.54420306e+00 5.11988151e+00 8.67983273e+00 1.16522546e+00 -3.32110498e+03
1.00000000e+00 1.00000000e+00 7.56645561e+00 6.52070250e+00 1.94926330e+00 4.67336522e+00 2.17876369e+00 4.73568994e+00 7.91872418e+00 7.83568134e+00 1.43576369e+01 6.88594799e+00 -3.91564841e+03
1.00000000e+00 1.00000000e+00 6.73801724e+00 2.50330551e+00 6.91102094e+00 1.13855403e+00 6.45397271e+00 5.38542182e+00 1.55751867e+00 2.85389366e+00 8.81731700e+00 6.56726634e+00 -1.60847747e+02
1.00000000e+00 1.00000000e+00 8.98491468e+00 9.92051764e+00 8.39892845e+00 6.24633451e+00 8.64501766e+00 2.85876834e+01 6.19127128e+00 7.38366514e+00 7.19131080e+01 3.78862405e+00 -3.11854720e+04
1.00000000e+00 1.00000000e+00 5.24993433e+00 3.08504531e+00 4.42378007e+00 3.27791385e+00 1.40497139e+00 1.44480013e+00 2.07289399e+00 1.19034841e+00 7.54800229e+00 1.77214856e+00 -2.20697262e+02
1.00000000e+00 1.00000000e+00 2.07634821e+00 9.48458597e+00 7.98050666e+00 5.05228822e+00 7.60736133e+00 2.40508908e+01 1.32814946e+00 4.77039680e+00 2.00883777e+01 1.81841905e+00 -5.81316337e+02
1.00000000e+00 1.00000000e+00 7.41920309e+00 6.84681984e+00 9.68028989e+00 9.61822914e+00 4.07186781e+00 9.29311511e+00 1.47469557e+00 7.98278559e+00 5.15027575e+00 9.30901372e+00 -1.93286224e+02
1.00000000e+00 1.00000000e+00 7.84706544e+00 6.46963115e+00 2.83389813e+00 4.59131786e+00 5.30675533e+00 1.14442499e+01 8.50747697e+00 4.04859660e+00 7.21447715e+01 7.20351389e+00 -1.08276203e+04
1.00000000e+00 1.00000000e+00 6.05149478e+00 5.61419660e+00 5.70996668e+00 8.55821446e+00 9.35973595e+00 1.75157992e+01 2.06175235e+00 6.07363391e+00 1.78377101e+01 2.14392352e+00 -2.52195641e+03
1.00000000e+00 1.00000000e+00 7.93870462e+00 3.07602831e+00 3.58424162e+00 2.69686545e+00 3.98774354e+00 4.08880400e+00 1.40636228e+00 2.84481310e+00 6.06402550e+00 4.21050852e+00 -1.82973018e+02
1.00000000e+00 1.00000000e+00 5.44416037e+00 2.58875229e+00 8.13568977e+00 7.05214448e+00 5.18803241e+00 4.47684359e+00 4.94109898e+00 7.67795852e+00 8.64312847e+00 6.33234695e+00 -1.12762964e+03
1.00000000e+00 1.00000000e+00 5.70459546e+00 2.98437588e+00 6.19834029e+00 9.79306259e+00 1.12314173e+00 1.11729237e+00 8.59594125e+00 1.47051193e+00 1.95935429e+01 8.52014535e+00 -6.63304286e+02
1.00000000e+00 1.00000000e+00 4.84786917e+00 2.67794436e+00 6.71124176e+00 1.91703791e+00 1.73438848e+00 1.54819862e+00 3.36167539e+00 8.67288380e+00 1.80028050e+00 1.39294836e+00 -7.30693669e+02
1.00000000e+00 1.00000000e+00 1.22877214e+00 8.01626026e+00 8.18122744e+00 1.07487948e+00 3.32732432e+00 8.89089924e+00 4.79541356e+00 2.78376748e+00 4.59473061e+01 3.12969818e+00 -9.63269849e+02
1.00000000e+00 1.00000000e+00 1.97102284e+00 4.15112733e+00 4.56373425e+00 4.90224513e+00 1.25067017e+00 1.73056371e+00 1.35930279e+00 8.86958229e+00 7.95649672e-01 9.00774091e+00 -8.39608887e+00
1.00000000e+00 1.00000000e+00 1.28286267e+00 1.52058409e+00 9.23581062e+00 1.83362935e+00 6.68237793e+00 3.38703919e+00 5.04170663e+00 4.17276317e+00 1.22770863e+01 1.08248995e+00 -1.22437063e+03
1.00000000e+00 1.00000000e+00 6.72769370e+00 9.72192367e+00 5.79725981e+00 7.73545915e+00 4.83758521e+00 1.56768781e+01 6.19851773e+00 7.50415217e+00 3.88478556e+01 2.81259193e+00 -1.72892441e+04
1.00000000e+00 1.00000000e+00 3.82920383e+00 8.95407296e+00 2.42159341e+00 9.23093797e+00 5.93330682e+00 1.77090874e+01 6.13816348e+00 3.87302768e+00 8.41986807e+01 9.63121758e+00 -3.18332969e+03
1.00000000e+00 1.00000000e+00 5.57713622e+00 9.34977055e+00 7.26309206e+00 4.90618875e+00 2.57182467e+00 8.01532353e+00 3.99184023e+00 9.15320504e+00 1.04867828e+01 6.52061662e+00 -1.31090491e+03
1.00000000e+00 1.00000000e+00 9.16809827e+00 9.95417040e+00 8.13935215e+00 3.32840478e+00 3.66338826e+00 1.21553303e+01 3.83979863e+00 2.13973413e+00 6.54390003e+01 3.35504230e+00 -5.87687116e+03
1.00000000e+00 1.00000000e+00 3.24363006e+00 2.56505724e+00 3.85085509e+00 4.90962987e+00 6.97442027e+00 5.96326241e+00 1.95961257e+00 2.60667810e+00 1.34489379e+01 1.60291985e+00 -5.56064423e+02
1.00000000e+00 1.00000000e+00 4.69344631e+00 4.56617817e+00 8.71461331e+00 7.51103036e+00 9.68772451e+00 1.47452921e+01 4.30118489e+00 5.43727113e+00 3.49930466e+01 1.25372206e+00 -1.22546647e+04
1.00000000e+00 1.00000000e+00 7.79996025e+00 7.82414628e+00 9.15528929e+00 1.08148745e+00 1.45375096e+00 3.79145340e+00 1.89545202e+00 1.73744595e+00 1.24087624e+01 3.20270572e+00 -3.98096091e+02
1.00000000e+00 1.00000000e+00 3.05918349e+00 7.26418556e+00 3.49214039e+00 6.30508591e+00 9.01345889e+00 2.18251460e+01 7.89936350e+00 2.76382166e+00 1.87137358e+02 8.93337238e+00 -5.59645081e+03
1.00000000e+00 1.00000000e+00 1.69281919e+00 2.38506316e+00 9.85169325e+00 6.51962516e+00 6.19193081e+00 4.92271535e+00 9.69646868e+00 9.49389744e+00 1.50832539e+01 4.74322289e+00 -1.98221249e+03
1.00000000e+00 1.00000000e+00 3.60776308e+00 8.34249812e+00 2.26640375e+00 6.73919422e+00 6.07527610e+00 1.68943265e+01 9.73067011e+00 9.78840695e+00 5.03840263e+01 7.48300032e+00 -9.25486042e+03
1.00000000e+00 1.00000000e+00 2.45099159e+00 3.01996515e+00 2.81814102e+00 3.17819872e+00 5.50250682e+00 5.53912627e+00 8.78563989e+00 4.38633396e+00 3.32839012e+01 9.26456532e+00 -1.35733198e+03
1.00000000e+00 1.00000000e+00 9.36727887e+00 3.01435853e+00 2.65802355e+00 7.42647451e+00 1.62454677e+00 1.63232214e+00 6.40712934e+00 9.30957419e+00 3.37023978e+00 4.67236415e+00 -1.61209588e+03
1.00000000e+00 1.00000000e+00 8.27308342e+00 5.83276981e+00 9.04590739e+00 1.82252338e+00 1.80889167e+00 3.51694956e+00 7.30779128e+00 5.90342208e+00 1.30607974e+01 2.72149634e+00 -6.85139970e+03
1.00000000e+00 1.00000000e+00 6.70063381e+00 6.33645941e+00 6.88863297e+00 2.79343303e+00 6.40820805e+00 1.35351167e+01 3.56685222e+00 3.42768219e+00 4.22540001e+01 5.65406138e+00 -2.44888759e+03
1.00000000e+00 1.00000000e+00 8.84314531e+00 6.22077587e+00 2.36893855e+00 8.89723042e+00 4.06862714e+00 8.43667252e+00 6.67693378e+00 7.32158849e+00 2.30815091e+01 9.17275318e+00 -4.35124593e+03
1.00000000e+00 1.00000000e+00 8.23304869e+00 1.82338154e+00 4.96291077e+00 7.64850836e+00 9.25541260e+00 5.62538282e+00 5.10084594e+00 6.93011626e+00 1.24215280e+01 8.23936973e+00 -1.75502956e+03
