G	c	dx1dt	d2x1dt2	dx2dt	d2x2dt2	m1	Fg	d1	Fc	d2	W	m2
1.000000000000000000e+00	1.000000000000000000e+00	1.178551416668409457e+00	2.992130720075585337e+00	1.303859029888169152e+00	5.945564287527935754e+00	1.308966937387141760e+00	1.299430153129309318e+00	2.484897365219928211e+00	8.236755414249797624e+00	1.170910800336018021e+00	3.262129389796973200e+00	-4.814193329226278451e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.732478489723693116e+00	9.878183246667543216e+00	1.559180042139524769e+00	3.588227834480009815e+00	4.531612075073352841e+00	1.490984616631845405e+01	7.352250332185446879e+00	8.354370433944389163e+00	3.939963651718547055e+01	8.247149446957065422e+00	-1.143311075444099515e+04
1.000000000000000000e+00	1.000000000000000000e+00	8.497944509141287739e+00	9.490314854603212780e+00	9.162707364795755538e+00	3.760287431086229759e+00	7.270912331221567548e+00	2.302586571017193151e+01	5.816004663862162971e+00	9.814238790845999816e+00	4.100345075791067018e+01	3.513746890045414517e+00	-2.258400468606205322e+04
1.000000000000000000e+00	1.000000000000000000e+00	2.914929053850585650e+00	1.363404093749103430e+00	2.257455239756435361e+00	4.168308712513414171e+00	2.745904242290583497e+00	1.229020119634230301e+00	6.722042384848725405e+00	5.518402143681917948e+00	4.515715810099435679e+00	2.713458600644100827e+00	-7.084520806237476336e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.649006688809603105e+00	7.345012717754658915e+00	5.790749576792093123e+00	6.590090368007836652e+00	6.780200377436074177e+00	1.660479904954133445e+01	2.778404015409042582e+00	5.107303119148292936e+00	2.708866421423621773e+01	5.546438097794169408e+00	-7.239961702934648429e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.647777766686205680e+00	9.334152245170653117e+00	4.704501957345954999e+00	4.001051120379443660e+00	3.329363842526603445e+00	1.038364208000557554e+01	2.908002949739320719e+00	7.783477796816148597e+00	1.165261549411449238e+01	8.789489811703543154e+00	-3.180458485025857840e+02
1.000000000000000000e+00	1.000000000000000000e+00	3.743361419487843733e+00	2.627154911724737474e+00	4.121532965377671331e+00	7.591780441828267278e+00	8.980945971009687057e+00	7.852750178025992511e+00	1.379887754089818230e+00	2.191467585629656600e+00	1.478516226765246699e+01	3.169805641017110265e+00	-2.155475288154839859e+02
1.000000000000000000e+00	1.000000000000000000e+00	5.722233684701656387e+00	6.101441831916686098e+00	9.095778387050506453e+00	4.634801574812615677e+00	9.072432515096814143e+00	1.845110077985590280e+01	3.897262018876658018e+00	5.917580438166154977e+00	3.651372689501172886e+01	1.706545862382761403e+00	-1.127888669559357368e+04
1.000000000000000000e+00	1.000000000000000000e+00	4.894180744782930859e+00	9.242929115263267548e+00	1.185310854123672986e+00	1.612748690365848336e+00	3.676957491358654462e+00	1.132393154430690174e+01	6.041118573770186018e+00	5.912179880149628808e+00	3.461015620940016646e+01	4.211040969054068661e+00	-5.746125262301808107e+03
1.000000000000000000e+00	1.000000000000000000e+00	3.621020644779410436e+00	1.304859208471634391e+00	6.966796783463580667e+00	8.051640152171465559e+00	3.073206970346877842e+00	1.342979302670141983e+00	8.725931314102249203e+00	1.800766108158584844e+00	1.934241870562174981e+01	7.730721804498967842e+00	-5.792348395365313536e+02
1.000000000000000000e+00	1.000000000000000000e+00	6.504576746422732647e+00	7.274248575828696772e+00	9.680531017412809192e+00	3.572348690698197604e+00	4.707384263977086647e+00	1.140595457341838426e+01	6.991486618678659504e+00	4.769315245293705097e+00	5.038573850195820114e+01	5.970358138105007484e+00	-7.330259798655300074e+03
1.000000000000000000e+00	1.000000000000000000e+00	2.262513616317438636e+00	3.677503804460518388e+00	6.050577046901822520e+00	4.886160672770053282e+00	3.163283732180992125e+00	3.894382347948450729e+00	4.916298710144714867e+00	8.679660942376283828e+00	6.582034248888628092e+00	8.353564953902068879e+00	-3.031435280876510205e+02
1.000000000000000000e+00	1.000000000000000000e+00	3.626641354903261227e+00	9.322206220002698274e+00	9.431765421992796661e+00	7.161169817575535390e+00	7.052447460881377417e+00	2.191017507034926837e+01	9.583291257636595617e+00	8.708457419747656303e+00	7.218549254289543171e+01	9.633844298045689314e+00	-9.084646554639837632e+03
1.000000000000000000e+00	1.000000000000000000e+00	4.289610481688938215e+00	9.743460653510574332e+00	1.479503037977942359e+00	3.994064587820899348e+00	8.427423783627851606e+00	2.739223507396679125e+01	7.474712592804111821e+00	1.901376153133267133e+00	3.242756431685015741e+02	8.130963895296785537e+00	-9.690458469944036551e+03
1.000000000000000000e+00	1.000000000000000000e+00	5.101832524972954808e+00	9.504953204099630071e+00	4.768255994465308234e+00	1.504954078090194880e+00	7.058584317777951256e+00	2.234738354572375485e+01	9.364922532591382520e+00	1.803658414981627711e+00	3.458634451385440798e+02	6.432129852641486067e+00	-1.867855498914096461e+04
1.000000000000000000e+00	1.000000000000000000e+00	8.069934047575687330e+00	5.270198473648513904e+00	3.340076093129196178e+00	4.371106253165115696e+00	8.421867220090190287e+00	1.479070727494922011e+01	5.734959670246292163e+00	3.371216081356686267e+00	7.566993607392197418e+01	5.432052475031211358e+00	-8.693432002402932994e+03
1.000000000000000000e+00	1.000000000000000000e+00	2.804598183835611547e+00	8.750730993313927897e+00	7.577700712108843106e+00	9.501256709578253634e+00	4.575740973095392405e+00	1.334238314584187535e+01	3.328131730843464808e+00	8.873195906988044612e+00	1.508832250664979924e+01	1.360834708108991320e+00	-3.654101155150619888e+03
1.000000000000000000e+00	1.000000000000000000e+00	5.628711416515850274e+00	8.598309626550477702e+00	9.830984036481428490e+00	6.778894211315714458e+00	2.412656052964121667e+00	6.895738076179903864e+00	1.475047447974537018e+00	2.162489837236820200e+00	1.410949325866637594e+01	9.863082576054745587e+00	-9.336363178200699053e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.338865609824294367e+00	3.888276896258488602e+00	3.307582320889692173e+00	7.050948947146500778e+00	7.637338222900480034e+00	9.866015820246623491e+00	7.529914299235216824e+00	7.475464889092305221e+00	2.981800118868034488e+01	4.448053919189622007e+00	-9.551434361750792959e+03
1.000000000000000000e+00	1.000000000000000000e+00	1.410702847676184701e+00	8.464269726605829547e+00	6.893884855913435139e+00	6.688862799100994572e+00	4.241369468743555693e+00	1.197266230735647063e+01	2.092511969777434366e+00	1.906382869736993557e+00	3.930432129981794276e+01	2.365741442196040989e+00	-3.755414349574425614e+02
1.000000000000000000e+00	1.000000000000000000e+00	6.465504591168895310e+00	1.346249424262548011e+00	2.783707686764122613e+00	2.787819337784100959e+00	7.051762159763577564e+00	3.134071657265360855e+00	3.727754279048820507e+00	6.610899893876202249e+00	5.236725575364333807e+00	7.008476871714833578e+00	-4.917215934258973675e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.533155252302045302e+00	6.374191927133206370e+00	6.091906366028230657e+00	4.769723633359052251e+00	3.434976649179749764e+00	7.302445862848753855e+00	5.795917680812333828e+00	4.217577376357493080e+00	3.008789974713209503e+01	3.550975274791752678e+00	-2.088680319868726656e+03
1.000000000000000000e+00	1.000000000000000000e+00	1.584844308981955940e+00	3.071424722583883771e+00	5.181087303860546278e+00	7.761216378208172451e+00	1.732156283618351944e+00	1.757004890336828051e+00	6.066824293763851017e+00	8.105683473244775783e+00	3.949375522772174740e+00	6.260959528176933020e+00	-1.941868619043244450e+02
1.000000000000000000e+00	1.000000000000000000e+00	9.540424984812686304e+00	2.086778744472279623e+00	9.750191396694434687e+00	1.911341990703539606e+00	9.932871159793737803e+00	6.894021586772982602e+00	6.398038364852936866e+00	3.110098205712380270e+00	4.279648862835615120e+01	6.274753133852782661e+00	-5.180202435284946660e+03
1.000000000000000000e+00	1.000000000000000000e+00	9.694427723579018163e+00	1.692375309540953054e+00	6.471387949843951937e+00	3.508207464370043827e+00	2.401337917346132222e+00	1.359678961909402517e+00	2.494626755196398982e+00	6.751772015415792083e+00	1.499063010077849922e+00	5.003340421952346517e+00	-1.946627226132432895e+02
1.000000000000000000e+00	1.000000000000000000e+00	8.273168697955439299e+00	7.256931302265111405e+00	4.138087295987579850e+00	3.485723021867978666e+00	9.904632229030905677e+00	2.396220610448440880e+01	4.420775685018409007e+00	3.117877831331192784e+00	1.017568985334384877e+02	8.527130503009871632e+00	-5.451717339043407264e+03
1.000000000000000000e+00	1.000000000000000000e+00	3.742276386210862782e+00	4.058975069676276526e+00	2.027683574820559276e+00	4.888347766004292438e+00	9.792645027900871213e+00	1.328729773746868403e+01	6.557432066057438114e+00	7.418695143189152574e+00	3.506906603936761968e+01	3.382776906225590796e+00	-7.554640682201630625e+03
1.000000000000000000e+00	1.000000000000000000e+00	1.878804810975499118e+00	7.529636111094080597e+00	2.360275842361588161e+00	9.823433556176583537e+00	8.138222674480438457e+00	2.042832601516159485e+01	9.730958543660630511e+00	8.860446208575899263e+00	6.730123960943305406e+01	5.036519897774643262e+00	-8.657226823684413830e+03
1.000000000000000000e+00	1.000000000000000000e+00	7.153086037758752624e+00	1.584871179316997170e+00	3.028334915017640849e+00	1.602463612372431401e+00	6.932351501191698517e+00	3.670505953278303757e+00	7.546576740000753958e+00	2.130049506092316580e+00	3.889049594034699453e+01	5.845387368316235843e+00	-3.078354934443700131e+03
1.000000000000000000e+00	1.000000000000000000e+00	4.960757240757966535e+00	3.839904798694006249e+00	3.258611305189540452e+00	5.668728948841164517e+00	6.189360261691257747e+00	7.926158992142860349e+00	9.301636353856983064e+00	8.795417798580622559e+00	2.520733031254958689e+01	6.968929838523150622e+00	-5.852839599078401989e+03
1.000000000000000000e+00	1.000000000000000000e+00	2.097566580236287059e+00	5.860159163620603628e+00	8.669810113466391854e+00	2.621843327225777731e+00	8.791366381108288053e+00	1.716109068542289151e+01	7.855912774240922936e+00	6.339129092358943396e+00	6.384258392032700868e+01	8.059886662636074561e+00	-3.317628424900390655e+03
1.000000000000000000e+00	1.000000000000000000e+00	5.455698722975624193e+00	8.111447786036587004e+00	6.043660044153667421e+00	9.738497690545536045e+00	3.599682343963987563e+00	9.753524515205201695e+00	6.329667171571029982e+00	2.143040510188392922e+00	8.633735764554049297e+01	4.561338032207951976e+00	-5.605767142311976386e+03
1.000000000000000000e+00	1.000000000000000000e+00	1.309668581992053271e+00	3.866261861876828299e+00	5.699530410124714841e+00	2.019899697989236298e+00	5.212494011586549902e+00	6.718786950937687408e+00	2.723160352451862387e+00	4.848593391553170484e+00	1.128996802627710672e+01	6.811988653696625207e+00	-1.204321848508811001e+02
1.000000000000000000e+00	1.000000000000000000e+00	9.184293188583403378e+00	6.627359589842353849e+00	2.034755119052995109e+00	4.631533312974777772e+00	6.570841667719904855e+00	1.453164312595250784e+01	7.004834323012810948e+00	2.449714292824287210e+00	1.247043344233158848e+02	2.359435266385905727e+00	-3.332212557243464107e+04
1.000000000000000000e+00	1.000000000000000000e+00	3.326680114920141484e+00	8.969225894680596056e+00	8.739178765823655937e+00	7.642755967442136367e+00	4.705550101785274109e+00	1.405831013985592826e+01	6.611556410361694169e+00	7.303049809264156700e+00	3.815321302537763160e+01	9.392541269385095148e+00	-2.612941060818538517e+03
1.000000000000000000e+00	1.000000000000000000e+00	6.969588885383549481e+00	6.535605541267059948e+00	7.507073946638051609e+00	7.345048618244814698e+00	4.854995559453581855e+00	1.058543617289834771e+01	6.421975407865052610e+00	7.826650287787406235e+00	2.593657635080166557e+01	4.452465178195240014e+00	-8.189158004155773597e+03
1.000000000000000000e+00	1.000000000000000000e+00	3.799070089488721713e+00	3.091625934967685119e+00	1.612239258586243285e+00	4.807855768518073170e+00	3.976817031359952903e+00	4.114612730646402206e+00	5.404469978274542896e+00	1.941488441796235698e+00	3.412359587450423248e+01	7.557298948922396065e+00	-7.238191199918837810e+02
1.000000000000000000e+00	1.000000000000000000e+00	5.676710077007673938e+00	1.227503683027489911e+00	7.377606258661209893e+00	4.116921000910968687e+00	6.076913141211639946e+00	2.473523438995531176e+00	5.750472692806336106e+00	5.552129117995080243e+00	7.653888160050599687e+00	1.174280506932950940e+00	-4.716125236975941334e+03
1.000000000000000000e+00	1.000000000000000000e+00	5.935438532087236041e+00	8.825796928704855659e+00	5.883521584235315238e+00	4.580269574701635982e+00	8.655939393311928853e+00	2.546397240532908413e+01	4.006429600140249292e+00	8.326335582904350829e+00	3.683740980670634002e+01	2.844594397841420097e+00	-1.024070615273159092e+04
1.000000000000000000e+00	1.000000000000000000e+00	2.658072170068312534e+00	1.192128212331211579e+00	1.732454107764746176e+00	3.381084464002559908e+00	2.805448886478007609e+00	1.122938570661068614e+00	5.672003752784616104e+00	9.428002670367838789e+00	2.055278519933036119e+00	5.378994854308420059e+00	-2.226178599513955021e+02
1.000000000000000000e+00	1.000000000000000000e+00	9.718934711417459127e+00	8.869517512803295034e+00	5.127073240263238851e+00	2.842544125401413435e+00	9.409168660727365463e+00	2.784500632889279004e+01	2.765006255248448674e+00	5.626607122988762200e+00	4.127979302666189199e+01	8.901512293260333664e+00	-2.812451808162395992e+03
1.000000000000000000e+00	1.000000000000000000e+00	7.980170625082512181e+00	5.766992424811944851e+00	5.366520811495772314e+00	5.348267975078200287e+00	7.197102116490607493e+00	1.384241470342144176e+01	8.245486854014444589e+00	9.557618629700071367e+00	3.583977223685178615e+01	5.744123784859111126e+00	-1.567999800254667571e+04
1.000000000000000000e+00	1.000000000000000000e+00	9.444248455563050371e+00	9.458903490064905384e+00	2.504082324076251087e+00	3.405103850645364805e+00	8.413240869625875362e+00	2.650177957994179323e+01	2.677063781277490673e+00	5.825318386016931527e+00	3.645749808667520853e+01	9.372680173880290511e+00	-2.294259485155643233e+03
1.000000000000000000e+00	1.000000000000000000e+00	9.052172774904313712e+00	8.193856075886488455e+00	9.516560384299088682e+00	3.589767116128840030e+00	6.019729878231816045e+00	1.640817514122380771e+01	1.767808469756812162e+00	4.546988099434423169e+00	1.916275935756878468e+01	5.351994618055853969e+00	-1.036250978309323500e+03
1.000000000000000000e+00	1.000000000000000000e+00	6.392713677511327575e+00	9.983110064198285727e+00	8.649464773162353737e+00	6.914379254866868330e+00	8.018372812411996620e+00	2.666969919201521932e+01	4.923491965048837571e+00	8.630988836787103935e+00	4.565178445095801862e+01	5.409641350286189976e+00	-9.158852092146184077e+03
1.000000000000000000e+00	1.000000000000000000e+00	9.288506449435127266e+00	4.155120919809847102e+00	7.016284364057963074e+00	9.720882737830041975e+00	1.134957943340853204e+00	1.593866110580819173e+00	6.925024461000537812e+00	5.432780315716260411e+00	6.078535594573214240e+00	2.075843549101383800e+00	-4.091808876507123387e+03
1.000000000000000000e+00	1.000000000000000000e+00	1.785705515815953826e+00	7.898064015390306558e+00	5.157544238068560105e+00	6.430596273076810476e+00	8.363456217958164629e+00	2.203511321880102258e+01	4.936400200838599872e+00	5.238922138216591584e+00	6.222131008705822097e+01	8.219797936967216501e+00	-1.407960184990375865e+03
1.000000000000000000e+00	1.000000000000000000e+00	2.755731728118117285e+00	4.628190373863445117e+00	4.702617171547831987e+00	1.694488186543404495e+00	1.361916931689118426e+00	2.098108799573633831e+00	3.491603318219906882e+00	5.418207865480056284e+00	4.014184217732124083e+00	3.217699873199876048e+00	-2.563216375862638188e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.411907799558961507e+00	5.314654400685851598e+00	6.862379171770653485e+00	1.687960916760749885e+00	9.009696221344341893e+00	1.598651728633179125e+01	6.031989969360561865e+00	8.620114630468101780e+00	3.350116569326326044e+01	9.087896735936972448e+00	-1.081833083758972180e+03
1.000000000000000000e+00	1.000000000000000000e+00	3.934060619141984017e+00	6.651241137989119423e+00	5.910305870339905177e+00	9.570462255877584923e+00	9.923684028977900695e+00	2.199221563902817778e+01	4.128334379150931710e+00	8.480694063554095052e+00	3.206788046589252161e+01	9.197789085932718933e+00	-1.920131417489448268e+03
1.000000000000000000e+00	1.000000000000000000e+00	4.495321321051107155e+00	8.868988558304101488e+00	1.553149218315383662e+00	3.675459187226783442e+00	3.647943251343206406e+00	1.076464209945889650e+01	9.398666381513692158e+00	4.627183999113292145e+00	6.553133044398859397e+01	9.486753361986956179e+00	-5.414373756132868948e+03
1.000000000000000000e+00	1.000000000000000000e+00	3.445839046629367797e+00	9.853662108112738238e+00	5.610116943984096771e+00	1.829357059465892776e+00	2.886099172671729107e+00	9.505748762815835917e+00	9.301102204452927680e+00	3.994982595518296709e+00	6.626702371474496545e+01	5.687235618989422647e+00	-5.996295145559511184e+03
1.000000000000000000e+00	1.000000000000000000e+00	8.466162071393474875e+00	7.920235345356245737e+00	8.262478071795532841e+00	6.397415059095696854e+00	7.883123401414339426e+00	2.080816208217459717e+01	5.525460677314553593e+00	5.427586263713884307e+00	6.345896697122301333e+01	7.086113031786063665e+00	-9.076715313515984235e+03
1.000000000000000000e+00	1.000000000000000000e+00	4.220453611049046039e+00	4.764152477073682945e+00	5.135100656982136691e+00	6.604714595245450681e+00	3.280754696109766666e+00	5.206379873700990757e+00	3.941701438727728934e+00	6.160759379790240686e+00	1.006398401200528347e+01	8.003747469831674621e+00	-5.063010272337832021e+02
1.000000000000000000e+00	1.000000000000000000e+00	3.527077347345599190e+00	4.801825951940496218e+00	1.470749057416865124e+00	6.834794449712599196e+00	8.784529185294292830e+00	1.403667032452702657e+01	7.632807273272566917e+00	3.143141913563288981e+00	1.022246277389262730e+02	2.188814915802201888e+00	-1.589399357447216971e+04
1.000000000000000000e+00	1.000000000000000000e+00	5.871808473955423047e+00	7.635629662508212512e+00	8.078618150248114915e+00	3.413848194288889637e+00	1.928514940575965619e+00	4.920175009794661491e+00	1.333618836152229425e+00	8.133342474242775566e+00	2.387941034554131203e+00	6.403595980275097688e+00	-1.011556859148046357e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.263875169636815343e+00	3.141840848203091507e+00	2.821254623762291747e+00	1.141275286651571630e+00	2.126137372164252248e+00	2.226438735562158655e+00	5.276983134354200189e+00	5.377315790680883723e+00	6.648274555609760661e+00	1.307417706529780510e+00	-1.303107231388540868e+03
1.000000000000000000e+00	1.000000000000000000e+00	8.217462833823084623e+00	1.991454901762216956e+00	3.328890857545687254e+00	9.687137293461077547e+00	9.821976914647073897e+00	6.535581546849299706e+00	4.030585657162247593e+00	4.005560279615874464e+00	1.962118619355302584e+01	5.471600519300788612e+00	-1.904407265120307329e+03
1.000000000000000000e+00	1.000000000000000000e+00	1.669554333226029197e+00	4.192761304785320498e+00	2.480225696625600218e+00	3.249885773855451188e+00	7.060332672069720594e+00	9.862805568198893980e+00	9.286440464349237089e+00	1.960165423526595063e+00	1.401454483860179607e+02	2.386381726177747797e+00	-7.123051713047187150e+03
1.000000000000000000e+00	1.000000000000000000e+00	9.880965676876959591e+00	3.585474766467200869e+00	3.966879099771459138e+00	7.083966407170754209e+00	8.620766719835719627e+00	1.028543153873979321e+01	1.106953467455444651e+00	3.146193189576008908e+00	1.084200312685971745e+01	2.654571037174224823e+00	-5.658792716522513047e+02
1.000000000000000000e+00	1.000000000000000000e+00	7.956258723279963974e+00	3.664584323706461255e+00	7.812141806448068770e+00	7.356475396488226792e+00	3.920765233209237088e+00	4.792404801097634781e+00	5.978285313222747810e+00	9.544713370665457219e+00	9.065597235634754725e+00	4.286341679323952825e+00	-3.805516495321421644e+03
1.000000000000000000e+00	1.000000000000000000e+00	2.795338730418026163e+00	3.091848597184944758e+00	5.660996022930384619e+00	6.491858787862849312e+00	7.085274318261700621e+00	7.327877040153037314e+00	7.660744662432706242e+00	3.746256973085831277e+00	4.508960358912256083e+01	4.892648523532114879e+00	-2.939380500304397174e+03
1.000000000000000000e+00	1.000000000000000000e+00	1.048769899141247297e+00	1.381456080183532054e+00	2.842913890350150297e+00	3.811785252542268410e+00	6.348957574798951065e+00	2.906413378295881422e+00	5.360527838151574187e+00	2.519598528564907625e+00	1.866938760063231229e+01	6.599491225774691827e+00	-1.647879686220700535e+02
1.000000000000000000e+00	1.000000000000000000e+00	8.345098199558961483e+00	1.171837869522824427e+00	8.899334124021505588e+00	3.434313654175781050e+00	6.431485018104164730e+00	2.470375248310409333e+00	1.768965957572159242e+00	5.148299798040893549e+00	2.597843461426330158e+00	1.671771928132655294e+00	-4.676910924916048771e+02
1.000000000000000000e+00	1.000000000000000000e+00	7.363651863826388144e+00	9.892084211943171113e+00	8.908702557416688705e+00	6.367836649039753993e+00	7.148024550232484842e+00	2.354613282788650963e+01	9.753102703513210514e+00	3.761451494197229906e+00	1.830034819437282181e+02	5.539408028996475331e+00	-3.574190057113215880e+04
1.000000000000000000e+00	1.000000000000000000e+00	7.561413636256181903e+00	4.853346915763201430e+00	8.830080269507115887e+00	8.801474787461776472e+00	6.182543805299189899e+00	9.997985829109985900e+00	5.652078225784614496e+00	1.313786331222950965e+00	1.289607872428130122e+02	2.649765912698832881e+00	-1.099129266243774146e+04
1.000000000000000000e+00	1.000000000000000000e+00	7.946339617082220030e+00	4.462124422394476930e+00	3.153636546744150948e+00	9.518439452135758927e+00	4.860625477354457935e+00	7.231755108962402367e+00	6.530173215155492983e+00	3.915814526451954602e+00	3.621704283827548210e+01	6.169346372044310023e+00	-4.766846879890957098e+03
1.000000000000000000e+00	1.000000000000000000e+00	1.666792920409495782e+00	7.119034372463173277e+00	5.062428009883418234e+00	1.954002929124406096e+00	3.482505554365844080e+00	8.263933217632988715e+00	3.133727367283497323e+00	5.900020390120893410e+00	1.319197967297181684e+01	6.730608548521430201e+00	-2.444866522853341166e+02
1.000000000000000000e+00	1.000000000000000000e+00	4.237329069912786572e+00	2.969467992877372620e+00	9.865468949709057966e+00	2.393445394235269585e+00	7.930027451934313021e+00	7.827849647229667696e+00	5.351058769244799507e+00	5.969909754274139502e+00	2.104917443358672813e+01	6.012055807242492556e+00	-1.896349032357054966e+03
1.000000000000000000e+00	1.000000000000000000e+00	2.035036414325140264e+00	9.551850185366490109e+00	7.949803834330973373e+00	9.496847909374281471e+00	3.041625866268487854e+00	9.665407952612818931e+00	4.875372180390058929e+00	4.215700028653716736e+00	3.348657854930520017e+01	7.648225385287799938e+00	-7.305137573866471712e+02
1.000000000000000000e+00	1.000000000000000000e+00	8.765142565916649531e+00	8.075365658206852260e+00	1.245018247263179667e+00	7.622001268943730423e+00	7.226167634568169795e+00	1.945447626721016476e+01	1.670315874803465661e+00	5.028585830400029266e+00	1.952559696219591601e+01	4.010898474671009240e+00	-1.433569218942718862e+03
1.000000000000000000e+00	1.000000000000000000e+00	6.608998380637886250e+00	1.800270809721158383e+00	1.593703973977975696e+00	8.941502271797629575e+00	3.100540030318958529e+00	1.850395106248285959e+00	1.953462190680585797e+00	9.694711489754437750e+00	1.151829188806856141e+00	7.879970189446853013e+00	-6.999526176252217624e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.980460673742816091e+00	4.756841900778905341e+00	5.176063922930615568e+00	2.819778927741569241e+00	6.626146022782990030e+00	1.051039703341448295e+01	8.535085271681877472e+00	4.387545010479498409e+00	6.130663216014476546e+01	4.899647686284286152e+00	-7.476939344168428761e+03
1.000000000000000000e+00	1.000000000000000000e+00	1.578887743930531773e+00	8.913812321313315579e+00	9.174930105321754681e+00	6.290257417250028737e+00	7.722967241478313483e+00	2.294308333161697178e+01	3.157961591020012282e+00	3.325151872058645708e+00	6.541442450031682654e+01	5.362339734457925111e+00	-8.194069999479136186e+02
1.000000000000000000e+00	1.000000000000000000e+00	3.798708847415450673e+00	9.500829781258467222e+00	5.857317189622765596e+00	7.305948831551168254e+00	2.961728003928838060e+00	9.411232321020071012e+00	2.752820996373246398e+00	3.190209451847381139e+00	2.431285748270185110e+01	6.824647648377027309e+00	-4.740381749354995122e+02
1.000000000000000000e+00	1.000000000000000000e+00	3.918952353696469437e+00	5.208362315051400238e+00	5.482357459905561115e+00	7.130461379473607586e+00	1.537245985602219145e+00	2.679548350384601818e+00	5.536485043559975949e+00	5.129007741614858951e+00	8.655182412795292990e+00	1.169471936390268363e+00	-3.320160039112943650e+03
1.000000000000000000e+00	1.000000000000000000e+00	7.571015555527490726e+00	6.523145560589858505e+00	1.946009646232862655e+00	4.678925574180490266e+00	2.188631139920165225e+00	4.741847248267787585e+00	7.915725717448096610e+00	7.840727527196770907e+00	1.436198790134887560e+01	6.886457037434757567e+00	-3.912352987681499144e+03
1.000000000000000000e+00	1.000000000000000000e+00	6.742103310109459180e+00	2.507940616940911305e+00	6.904100092478230088e+00	1.142929983724677356e+00	6.457126908442794466e+00	5.382569906418019912e+00	1.556983105251953159e+00	2.850464177141539768e+00	8.790842985858642322e+00	6.571437970900851688e+00	-1.651311726380402263e+02
