G	c	dx1dt	d2x1dt2	dx2dt	d1	m1	m2	Fc	Fg	W	d2
1.000000000000000000e+00	1.000000000000000000e+00	3.097676049355350791e+00	8.704694650095330388e+00	6.429433576089358837e+00	8.617661003924499852e+00	2.140985809011075958e+01	4.883648760013946877e+00	3.322209863148763098e+00	7.611146223479673623e+00	2.355739753501973610e+03	7.262139925811297871e+02
1.000000000000000000e+00	1.000000000000000000e+00	5.926523181316287747e+00	8.308251431574133150e+00	1.032887400410697509e+01	6.114611250953243093e+00	4.053110147161936538e+01	2.553646411717062747e+00	1.703147465870874733e+00	3.317130443127580541e+00	1.529124618791316607e+03	5.092510620283640606e+02
1.000000000000000000e+00	1.000000000000000000e+00	7.005568485496518782e+00	3.377721323389692110e+00	4.439223221143363318e+00	6.715746327408143479e+00	4.411963722904664564e+01	7.432417540529354660e+00	6.915437528282330604e+00	1.365616915951364518e+01	1.184683430624973880e+03	2.287037502945949186e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.424334089721093655e+00	8.318743311754289493e+00	5.683607804281544773e+00	7.043649230116746374e+00	1.389680461592171845e+01	4.181869694407443383e+00	1.957617101740799725e+00	5.465785691399105417e+00	2.149883230024600380e+03	9.878334982490914626e+02
1.000000000000000000e+00	1.000000000000000000e+00	6.185885093655165257e+00	1.371135333296060743e+00	1.994884522261950233e+00	3.125759496781355118e+00	1.919213710669454542e+01	6.733451377127852133e+00	3.697800594745736635e+00	1.143946499757440449e+01	2.147306336813624057e+02	3.894988222332814942e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.607715171801604281e+00	6.274050270749673253e+00	6.180360609627645552e+00	4.629974478115459036e+00	1.275140195251798581e+01	2.719301655501748183e+00	5.817366662485533801e+00	8.657148273507853986e+00	4.141442664814105115e+02	9.435888011368209050e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.480787140019405923e+00	2.922448083718176992e+00	5.165200068183133375e+00	9.035868852139625318e+00	1.346750139042965699e+01	1.750363798938760374e+00	6.000450401000816392e+00	7.382324656803251450e+00	1.684225600233152136e+02	3.422410848872924305e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.940660733057205434e+00	2.210826999499863721e+00	9.521193582646313658e+00	2.757691239710727160e+00	1.540512361775432559e+01	1.053669756007171543e+01	5.891861880031484588e+00	5.723590324717952882e+01	1.036747545439927535e+03	6.254353655452600691e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.996242984741115833e+00	1.988208230342431326e+00	5.517292226453330173e+00	4.171889900337550472e+00	3.261157649679810788e+01	1.703811733624922109e+00	2.682138303425188219e+00	9.174368923099873285e+00	2.774793566693568891e+02	5.218443390948112892e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.696565636766438345e+00	6.630120983091867259e+00	4.324153418521658132e+00	3.866164543882382620e+00	2.924275042846224792e+01	1.065754267121648979e+01	4.393183216441531869e+00	1.587054375353949887e+01	2.949715120037831639e+03	6.566689092793444615e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.158622991521567336e+00	3.918462916886997771e+00	2.516916282291904672e+00	5.136396216382540736e+00	1.740875672866644663e+01	1.045851330048839323e+01	6.528960495843146639e+00	1.236067541663932801e+01	1.052115120768322413e+03	4.213974221767126238e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.676358416360731463e+00	6.424989394567409029e+00	3.933227617317952785e+00	1.003204545402380710e+01	1.678086981923766174e+01	8.360606131198872859e+00	9.134475310072659227e+00	1.207589838671228399e+01	2.312129968225592620e+03	1.349842064467963496e+02
1.000000000000000000e+00	1.000000000000000000e+00	6.902587803842951786e+00	1.497981941420706509e+00	3.749691206192759196e+00	6.303928866286858668e-01	1.068504372322326113e+01	7.155432751044768835e+00	7.899898828574873022e+00	2.309679108356689525e+01	4.861182842265006343e+01	2.260155831989552055e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.144966383320126013e+00	3.921354692766398475e+00	2.541594234959459797e+00	5.099209259309981590e+00	2.825100803867832511e+01	6.098816006472604911e+00	8.783379409168631469e+00	1.047856317677549498e+01	4.290214244265609409e+02	3.013894333898688060e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.078655574928179206e+00	6.172399124890190159e+00	8.648978497130553222e+00	2.494031157654041930e+00	1.223310816460382178e+01	8.817800134943293955e+00	8.746715513287442789e+00	3.762591805310677984e+01	1.959944580590532269e+03	1.552877888953105980e+02
1.000000000000000000e+00	1.000000000000000000e+00	4.836752009043290279e+00	8.202239383981856591e+00	6.377929775946475921e+00	9.805311092481613144e+00	5.217899124064743432e+01	3.352443097649193238e+00	5.678492388923581657e+00	4.978171201209074859e+00	1.160071949364462625e+03	1.611818507328690373e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.395548988293183079e+00	4.173731178429529010e+00	5.330484212181543668e+00	1.952358551715436263e+00	6.735398502926888131e-01	5.226364006032830467e+00	3.146375737191253741e+00	1.737837915971893210e+01	1.054783790342986777e+03	1.074694671636571996e+02
1.000000000000000000e+00	1.000000000000000000e+00	9.329540504622963581e+00	6.669308063158683630e+00	2.463615296562212009e+00	4.779802663753715208e+00	4.209907021542394290e+01	6.650672301520787144e+00	5.953307101456629447e+00	1.125583315256053751e+01	5.929723336815827679e+02	2.616900496619806660e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.541735903939331909e+00	8.597998335256807678e+00	9.129637945347610639e+00	6.502369308234906775e+00	2.980650299228188516e+01	5.725418086295235298e+00	5.371468281829573144e+00	1.392845063376580228e+01	1.838343670242358940e+03	3.316080101286277682e+02
1.000000000000000000e+00	1.000000000000000000e+00	7.201557758556528022e+00	5.921956575528487754e+00	8.188555647371517310e+00	7.614724921265463742e+00	5.569074630250962343e+01	5.155466202689392929e+00	6.117867293900009606e+00	1.236955665770097923e+01	1.319944903031620470e+03	1.189082689934151631e+02
1.000000000000000000e+00	1.000000000000000000e+00	4.633992098816599459e+00	2.950322767761064835e+00	2.051985753000618029e+00	4.838195121790607622e+00	2.395505773157372431e+01	3.858501249516137932e+00	4.168360310165236449e+00	6.348442486582728250e+00	1.167027263208629790e+02	-2.273204856520876405e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.242947913048611852e+00	7.933156435633372805e-01	7.527962267330730484e+00	4.017243809892389272e+00	2.357427310639571871e+01	6.024212392989267251e+00	6.158248724806159480e+00	1.736646468731765935e+01	1.322664123948221686e+02	1.489350638765384716e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.509878715606387978e+00	8.764288261947841718e+00	5.539600278991591686e+00	5.080500228354937420e+00	2.897359181508987191e+01	8.266662687101531404e+00	3.998020968991372381e+00	1.852554271268577324e+01	3.919427258543727476e+03	2.142890381305497556e+02
1.000000000000000000e+00	1.000000000000000000e+00	3.018285044400581540e+00	9.177858621492462898e-01	1.021535169386707853e+00	2.812499897133748039e+00	5.943712657364128127e+00	2.515028913237737473e+00	6.442444907509862873e+00	7.220419346749539891e+00	-1.819050225880575056e+02	1.854466036324045675e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.654829170535021987e+00	9.105456344328214158e+00	5.245638849542316073e+00	2.719756372531621835e+00	2.667186048774179241e+01	9.905948548851037927e+00	2.686277835630466626e+00	2.100022089558821392e+01	5.260408664177474748e+03	1.266477612867961540e+02
1.000000000000000000e+00	1.000000000000000000e+00	8.585256940072442333e+00	5.787668652562784288e+00	5.139283466763028940e+00	5.501323644007291236e+00	3.940671576270666776e+01	6.932727573592519121e+00	8.379966192364317834e+00	1.489212756231549761e+01	1.617756507235229037e+03	7.341203178448454025e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.759493799484317833e+00	9.700557358826229049e+00	2.322347250106047589e+00	2.955036754055424986e+00	3.368471931753507675e+01	8.073090296994781312e+00	2.524856223353296958e+00	1.024205983107514051e+01	2.638174896323845132e+03	8.140769266173762730e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.009158726666057149e+01	8.435154631543541726e+00	1.013069693850065711e+01	2.502669673143195439e+00	3.258789405998678035e+01	5.682977705748754715e+00	1.285242547637735377e+00	1.890493594581171166e+01	5.217692981665881234e+03	2.995941120164819722e+02
1.000000000000000000e+00	1.000000000000000000e+00	6.331670031117309527e+00	9.881452077436318149e+00	9.405650478210210608e+00	6.286620669697856378e+00	4.475673630699709804e+01	7.618470279075461704e+00	4.703050492794404569e+00	1.413937211813092176e+01	4.857613991789384272e+03	4.190294034219863306e+02
1.000000000000000000e+00	1.000000000000000000e+00	8.494742511594020939e+00	4.090573988273470185e+00	6.339074642710190055e+00	9.681800306320585747e+00	8.787370402393646884e+01	1.759775418255926649e+00	6.264256885032164490e+00	8.796064670949936826e+00	5.487233310771131300e+00	1.091148098119530658e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.980809006246543325e+00	8.183744989166012118e+00	5.044467602184163013e+00	6.297931073809789559e+00	1.403143912508448565e+01	8.443153441983378471e+00	5.151996247775245230e+00	1.275770104389621551e+01	2.929325563138215784e+03	4.827812230649291791e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.725053491149342921e+00	5.978092141769444368e+00	4.466689070647069215e+00	1.682927101823977312e+00	-2.325674079830491792e+00	1.207474424805422109e+00	3.321896543603412688e+00	8.268161459997832807e+00	2.318676973467983089e+02	2.982583662885649289e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.696326742291768053e+00	4.768611517591285320e+00	7.032642778649251802e+00	1.323361213052663965e+00	1.630800276104999114e+00	9.025169946681709021e+00	5.968543023688721583e+00	4.274379025915237662e+01	2.153033347641111504e+03	1.297239198292709830e+02
1.000000000000000000e+00	1.000000000000000000e+00	4.286596462660173579e+00	6.670776173033223344e+00	4.657527251997385598e+00	8.852431311132361813e+00	3.725212393180962067e+01	1.004602173863105286e+01	5.672170389306188554e+00	1.190713814389447656e+01	4.611280709273913999e+03	5.654680481626137407e+02
1.000000000000000000e+00	1.000000000000000000e+00	4.208781437154343052e+00	8.197902853703842752e+00	7.538341197531440718e-01	3.749784823867482242e+00	1.065049706580660782e+01	3.239560272236438720e+00	9.174688824710253598e+00	9.689020429695515801e+00	2.917224943415369580e+02	1.161618113478712466e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.896036251357420710e+00	9.845117354238471563e+00	5.547647232263611450e+00	1.738457721313567461e+00	7.412107289600144533e+00	2.135961522029662163e+00	9.475939993549294726e+00	1.819595650034240109e+01	1.459391833186199960e+02	1.724008957142924459e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.379648529616835262e+00	7.539470141036440864e+00	8.691697982452355475e+00	6.736685248266875981e+00	5.355835562541197703e+01	8.617345727387204946e+00	5.491646735807747426e+00	1.586245336754837609e+01	3.468350538717632844e+03	2.333943820739065416e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.922005506801841790e+00	4.693195236031657558e+00	5.174731821603030468e+00	6.208089156679607257e+00	2.947803688742015282e+01	3.815408455655364683e+00	4.586033042495540890e+00	8.067192288768499253e+00	5.558114768229336278e+02	8.122436670082024079e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.572070202911417969e+00	4.878614577678821007e+00	1.838392006069898832e+00	5.742580328531365907e+00	2.994155095772181596e+01	8.995848554643504968e+00	7.765014273487301999e+00	8.223885488200146199e+00	1.091294530652666708e+03	2.903301983831276090e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.663746674717922147e+00	7.365984812064729326e+00	8.185450600651977382e+00	1.996726284452629674e+00	2.099008582190951699e+01	2.426263478585306554e+00	1.181509094102432211e+00	6.219259149929503572e+00	6.053314343426442292e+02	1.519938552851261306e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.734683178108070045e+00	2.156661577025244192e+00	3.516996668394316572e+00	9.186658018470881260e-01	5.407204949370372660e+00	3.176340893939000765e+00	6.530636999986790592e+00	9.894008506958876126e+00	2.317563264273192090e+02	-1.252604748546992930e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.144970244914363278e+00	2.787314719415063813e+00	4.148042836481687701e+00	9.754380361546628464e+00	8.362815349144931076e+01	9.520732392177613690e+00	3.555272044681359045e+00	7.545125867178644974e+00	1.149114447140241509e+03	7.426181701122007439e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.674390067721436504e+00	4.658502275305052009e+00	2.062456073178733362e+00	3.132277920155604800e+00	6.875815102520855149e+00	6.454473363925711027e+00	9.178479302648440807e+00	1.519399769635418096e+01	5.558220870902321167e+02	4.611038501414913071e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.073508371505425529e+01	3.512518787542982857e+00	4.459853744681585574e+00	6.778299432721293094e+00	6.748663916994757983e+01	8.982309677314070484e+00	1.610826046561911973e+00	4.226130803962888649e+00	3.573713231983099831e+03	2.683991492289356415e+02
1.000000000000000000e+00	1.000000000000000000e+00	8.315750987231918856e+00	3.169019177944858434e+00	8.091329458474644909e+00	6.498193784505091664e+00	5.373804112808311828e+01	3.119991935881581746e+00	5.526490815792701738e+00	1.183122463337706876e+01	5.122089487602105464e+02	8.026004427349216996e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.319211114861748690e+00	3.149770263802428083e+00	7.057463210791565800e+00	5.467284056287515348e+00	1.918659397094872077e+01	7.109037256739003219e+00	8.086000835479255855e+00	1.443781550284717952e+01	6.765114141335094473e+02	1.008172437913655415e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.233573329530992080e+00	1.579662415644056406e+00	2.403394774259989930e+00	4.014986177545440071e+00	2.841092619588772905e+00	6.185622412243163559e+00	5.102115185090302596e+00	8.943553942054503381e+00	2.596894220847676138e+02	5.684561404341185664e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.439879283303364232e+00	1.589234975769286518e+00	8.836013407589145885e+00	3.316657189484485180e+00	3.242079701066924002e+01	6.795414245421675048e+00	2.319020781510175766e+00	1.794368536051358376e+01	8.591271180899273077e+02	5.845052847298390475e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.451846823900118544e+00	1.036916912886200315e+01	8.346251160808206393e+00	6.182228428656287633e+00	4.557790514392182502e+01	6.880099570163347167e+00	1.028815865697773191e+01	2.174158441182282786e+01	2.813325626268905580e+03	1.871956907127772070e+02
1.000000000000000000e+00	1.000000000000000000e+00	7.782151573167618075e+00	5.434465792557546138e+00	8.297984346057631910e+00	7.960253026164221701e+00	6.645687614066142146e+01	6.831740907487672487e+00	5.612672431413314733e+00	1.242685625237065494e+01	1.443213738000937610e+03	2.002356807798564944e+02
1.000000000000000000e+00	1.000000000000000000e+00	7.357864681710612587e+00	3.490472461458802744e+00	3.362060917194973353e+00	8.997532586307809055e+00	7.223456294413391277e+01	4.454737765567921670e+00	5.978798526686752268e+00	6.840615162257460469e+00	8.180803227466743692e+02	5.510603930779576132e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.597907019714289056e+00	6.947347775329517638e+00	5.174648014352482228e+00	1.977568917741720167e+00	2.254197607761299516e+00	3.867750193247406543e+00	2.914717435118394206e+00	1.110400382771215000e+01	5.219887437352094821e+02	9.182533970257145484e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.656042498304345134e+00	3.516762443700964802e+00	1.016387733637946944e+01	2.547530810944245161e+00	7.371598829610059411e+00	7.554239903610904250e+00	5.343354284666359533e+00	3.882189856783136150e+01	1.075893294941922704e+03	6.923646990950643954e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.861997284217525861e+00	9.035819958584772493e+00	8.235102186698071591e+00	9.413716980442243809e+00	1.693426101920218585e+01	3.335192176271637443e+00	5.349667041382169863e+00	8.401794131531605814e+00	1.358061757147651633e+03	4.472121670094049932e+02
1.000000000000000000e+00	1.000000000000000000e+00	8.531750686607425749e+00	8.755402672848276779e+00	1.114395281876631838e+00	8.375456555527737379e+00	6.673525301116426078e+01	6.678516485976570216e+00	1.849938593926543362e+00	3.340770049096071670e+00	2.302916288106709999e+03	8.987772329780526093e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.368618405638335034e+00	2.811840283293714826e+00	1.452919697903017004e+00	8.635407968411982438e+00	5.737036137781927891e+01	3.086860715250152154e+00	2.250548961533556103e+00	2.114037245400921528e+00	5.144000303091662545e+02	3.638823657305474057e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.651599238474751985e+00	5.420940311280643797e+00	4.639341158868981907e+00	3.520325794131650365e+00	1.888386072455810449e+01	7.348107931474588739e+00	8.728900821725302350e+00	2.177209382990401565e+01	7.135744884768829479e+02	3.315288491978897412e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.427864479989861213e+00	9.280117817508568123e+00	8.795828875948911829e+00	6.405670959713793522e+00	1.231774066851649430e+01	7.786347133375880247e+00	3.622630587663346891e+00	1.401892697447596881e+01	5.895241978291300256e+03	1.460802063646066017e+03
1.000000000000000000e+00	1.000000000000000000e+00	3.755959837727664841e+00	9.253633515966525280e+00	5.816952218327925195e+00	7.368793041962840462e+00	3.092675833368200600e+01	3.612840977090606032e+00	2.644675359522052460e+00	3.982175102087612828e+00	1.137119821268941450e+03	2.738584956275780655e+02
1.000000000000000000e+00	1.000000000000000000e+00	3.607150463345501823e+00	5.363291427687592261e+00	5.589105472431388222e+00	7.625816526120384964e+00	2.763900723919307367e+01	1.525178137665404776e+00	5.634664667029143814e+00	8.858670914975444788e+00	4.752681795514507712e+01	6.533827261258116437e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.956028967605158542e+00	5.771849081967734385e+00	2.341735605263532971e+00	4.335501655200671323e+00	3.566854489025540431e+01	1.903665989058640484e+00	7.934291250943163121e+00	9.483588646052149684e+00	3.904083231485220722e+02	-4.620832638285399696e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.659673121188150802e+00	2.068761481764737287e+00	7.247212579673039556e+00	9.603438382667462969e-01	6.421498847798766008e+00	6.547650678812856562e+00	1.317248307503930294e+00	3.967971320110367373e+01	1.486298782311328750e+03	4.071028721247693483e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.600065110220715070e+00	9.525086592165543209e+00	9.258691981266771620e+00	5.583985524893987140e+00	6.375962317650507316e+01	8.981855096805379191e+00	6.746312160568899152e+00	1.799571820855604187e+01	4.669935138400122923e+03	2.533315940766944721e+02
1.000000000000000000e+00	1.000000000000000000e+00	5.243505525357447183e+00	3.119521618098219484e+00	3.886695600100403158e+00	3.784179498564282262e+00	1.689204326556756541e+01	3.670337404573469353e-01	2.616378048388850353e+00	4.005640502478898135e+00	-6.396056648339673245e+01	4.089331058635980298e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.780839857634042289e+00	9.266411649219771007e+00	7.852081101030321975e+00	5.233909911217665467e+00	8.733419025209752107e+00	7.891847272719521911e+00	1.989666950612219765e+00	1.287491823511723510e+01	1.109460665208291539e+04	2.113037720845283275e+03
1.000000000000000000e+00	1.000000000000000000e+00	5.932316170731007254e+00	6.992351970194721211e+00	9.191455563834578513e+00	1.021250589582970569e+01	6.916547403098594771e+01	3.559944487609550290e+00	1.055716271134234496e+00	5.886325877193756995e+00	2.912044006786300997e+03	7.528107713867603934e+02
1.000000000000000000e+00	1.000000000000000000e+00	6.528502857091210032e+00	6.957979884522143443e+00	3.539171540715318365e+00	4.702218111307804982e+00	3.700422648507823453e+01	4.659419461012551444e+00	8.699937198970483010e+00	1.053662105570677987e+01	5.792012316604771058e+02	3.161922921798525721e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.893466962001128628e+00	5.219364114144770639e+00	5.432518108395284706e+00	9.155332622584811730e+00	5.592510579608196508e+01	9.653095854604510251e+00	2.661044617155991165e+00	9.479156197875802548e+00	5.452621309565342017e+03	5.721504231915430410e+02
1.000000000000000000e+00	1.000000000000000000e+00	8.212521659755514847e+00	3.158697412410447658e+00	4.222007530573495870e+00	2.292329791559981622e+00	2.457262565231261675e+01	4.716819111414090493e+00	2.230878370444010272e+00	6.697962295907376351e+00	3.937715203447896783e+02	6.513643041107275167e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.143813637792462146e+00	2.357342262394102494e+00	8.937867648528616371e+00	7.586574370245704912e+00	3.619212973072865225e+01	5.305907731458621157e+00	4.113436478073649205e+00	8.765923276215339399e+00	5.199427422438909616e+02	1.083324894293859586e+02
