G	c	dx1dt	d2x1dt2	dx2dt	Fc	Fg	d2	d1	m1	W
1.000000000000000000e+00	1.000000000000000000e+00	1.185269212697951824e+00	2.990998563881107408e+00	1.293864515186638586e+00	5.936310844742738624e+00	7.043940178417138043e+00	-4.704346791057423260e+00	1.307553171342218157e+00	2.488902079436277948e+00	-1.159665039671702047e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.731433549041442532e+00	9.880858298058075917e+00	1.555637973415921582e+00	3.591939611616764783e+00	3.494083505521343369e+01	-3.586167630180009391e-02	4.525058615740952028e+00	7.358800374596198957e+00	-9.743885384093993463e-02
1.000000000000000000e+00	1.000000000000000000e+00	8.500666948962734892e+00	9.486692557636958512e+00	9.152408169402649563e+00	3.763077397587175188e+00	3.199795134234733496e+01	-2.563023094789292355e-01	7.283614188607859141e+00	5.822919707943311707e+00	-1.879773485043487069e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.909508981792487958e+00	1.356881567386562848e+00	2.248116334214782075e+00	4.172242290836678080e+00	1.213818757680891025e+01	-1.739198800170240755e+00	2.740520629306023359e+00	6.721251118535853664e+00	-9.612197440681651273e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.637175090572816849e+00	7.348040995026840605e+00	5.786515071492047468e+00	6.599313812512714428e+00	1.737545159361939540e+01	-9.632829372501641174e-01	6.772550436888358227e+00	2.770680924672747736e+00	-2.242315460555312168e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.644762138877613467e+00	9.328360177412056586e+00	4.702721844463183309e+00	4.008037714705738885e+00	1.061173068923527474e+01	-6.128204916414865533e-01	3.333325584088047577e+00	2.889067747019610888e+00	-2.512557649371066404e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.733480893400627387e+00	2.625078557455822637e+00	4.123294940393868124e+00	7.598242246203957606e+00	2.833195194751645118e+01	-1.149364071121732112e+00	8.964455295175161709e+00	1.375120658763442805e+00	-7.221451000626841754e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.723337275764564858e+00	6.106075204458422334e+00	9.097508893072104641e+00	4.648281460333716808e+00	2.654906808068052726e+01	-6.281730333834382174e-01	9.060337777682530458e+00	3.889524683788411874e+00	-2.476102968348258937e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.893479999448049789e+00	9.239142923269975327e+00	1.201348211771952501e+00	1.615297292406683072e+00	7.919833297261617666e+00	-6.757656890622347479e-02	3.677357740450069912e+00	6.041247779012819841e+00	-1.580605971436705448e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.619675188993521697e+00	1.298653875389027101e+00	6.969875814054750762e+00	8.055554360207063169e+00	2.917918193331594878e+01	-4.075957076069355089e+00	3.075933169292262015e+00	8.729503588561694727e+00	-8.072009909758344293e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.505399196849892540e+00	7.284520605866596554e+00	9.669089179732344164e+00	3.576209901550470693e+00	2.325872276559305973e+01	-4.847983245602196511e-01	4.689488306516256699e+00	6.997265515132367497e+00	-6.974039072620195512e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.253242561337372329e+00	3.668597595783949394e+00	6.043533249188643985e+00	4.890977974818873086e+00	1.102925364311461642e+01	-2.617433219058535876e+00	3.158655928920725220e+00	4.917130733731297276e+00	-2.457834133969009116e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.626407571668317065e+00	9.318476576044735893e+00	9.420681499173436890e+00	7.169287551943595460e+00	2.599935434029268677e+01	-7.706909031179832725e-01	7.048291323534543018e+00	9.574792856476733505e+00	-9.894534879360293189e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.298853066658552713e+00	9.733725890825573046e+00	1.457152292835720786e+00	3.992785051634235138e+00	1.719203611799257914e+01	-8.950070267216195252e-02	8.434563199999162819e+00	7.479984611596942834e+00	-1.268476588821045581e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.096526239001746283e+00	9.501571741828488626e+00	4.771051009279839050e+00	1.504095406126780832e+00	7.689797605593337693e+00	-2.431212168010277730e-01	7.057039189038048832e+00	9.372008170121883808e+00	-1.541265259868844106e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.073516490773528176e+00	5.266084145662294880e+00	3.344136851407524258e+00	4.377835658047215972e+00	3.522152996636950206e+01	-1.804993774179642352e-01	8.418491198068663195e+00	5.757773686776952893e+00	-4.251730332149054048e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.793462568920394684e+00	8.755498436258237760e+00	7.588786584276144609e+00	9.492419032250351663e+00	2.657696547202625581e+01	-9.631078992160494456e-01	4.575152337970495253e+00	3.332408400199715626e+00	-5.302005426107075259e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.632017114716871831e+00	8.605691083078250259e+00	9.832546754814002199e+00	6.768582456222335786e+00	3.817641096395181677e+01	-4.950673911974320385e-01	2.401932549484348201e+00	1.476770305429618402e+00	-2.982288914801928481e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.324857495186838818e+00	3.872067986965213038e+00	3.313296877068082402e+00	7.050426741854222357e+00	4.462462760005502815e+01	-3.233616155975099771e-01	7.646646749769983487e+00	7.535137854714042405e+00	-1.023855599082847956e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.421673679444686034e+00	8.463113443518290424e+00	6.886492078177496090e+00	6.694400557997031598e+00	9.449852726893572807e+00	-3.896460918458130696e+00	4.246631542868413156e+00	2.096214632224451702e+00	-1.319476093236538183e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.471540441834883417e+00	1.327609440977102873e+00	2.784519875144303214e+00	2.785375317265117889e+00	1.801690419130132170e+01	-7.631817562145467582e-01	7.039695320319561134e+00	3.715442890033265666e+00	-1.135216752838130061e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.536796530324421095e+00	6.358613694545651285e+00	6.097178301299451597e+00	4.768292263433193234e+00	1.209478523759344704e+01	-1.245530351548486347e+00	3.444515542429491095e+00	5.792706382336259452e+00	-1.278853708866057026e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.580082185581574317e+00	3.070675954590091017e+00	5.163664431795510268e+00	7.766404215533701638e+00	1.229888660092409225e+01	-5.758389815405873691e+00	1.739544427061324283e+00	6.079365002573145382e+00	-1.046704131157548403e+02
1.000000000000000000e+00	1.000000000000000000e+00	9.541320471907484446e+00	2.083328178065188663e+00	9.750331814843512745e+00	1.912192254707570926e+00	1.823057398830441045e+01	-1.095470095320313586e+00	9.938317592398794531e+00	6.409228548553251414e+00	-6.870466108579077691e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.684285234387612462e+00	1.696063763647850386e+00	6.488537415746214343e+00	3.514743384033899076e+00	3.395350445368463710e+01	-8.787659493476004391e-01	2.389371648528137104e+00	2.495268205128311934e+00	-5.917728642910103254e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.274208097164647668e+00	7.266154436832379382e+00	4.147114644679414042e+00	3.477538986153435374e+00	2.886132949091455302e+01	-1.566990560148545375e-01	9.904389381661905745e+00	4.411937955503759667e+00	-2.866245164448976146e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.747095421770347823e+00	4.060015536051921892e+00	2.035975948736031160e+00	4.891926276837802234e+00	1.829073278838214733e+01	-3.629076917219493104e-01	9.799848398267458904e+00	6.554788367128690396e+00	-4.987027473895506158e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.883361026994204490e+00	7.513869810149838457e+00	2.357747169768722451e+00	9.829633525833569863e+00	1.848119009269334967e+01	-7.176213003361228138e-01	8.155291743321972930e+00	9.722429121511348526e+00	-2.011949911011891690e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.158179414776252969e+00	1.598712738812461120e+00	3.027675414904658968e+00	1.612348099176532212e+00	1.149588988253384869e+01	-6.269247392893251281e-01	6.941547065163115704e+00	7.538117904179379103e+00	-2.016137409780601075e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.956096485615447911e+00	3.836699336257157533e+00	3.258885061724403620e+00	5.667202695730419570e+00	2.816823505732708810e+01	-4.281529033991230970e-01	6.208860600337582802e+00	9.307422935108236928e+00	-2.084025145308622484e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.101838230171926725e+00	5.859302414962705541e+00	8.643299754812700186e+00	2.612709871217459678e+00	5.462731678297103599e+00	-2.694523277904954384e+00	8.799699897193747233e+00	7.863085356252033975e+00	-2.080803264227560945e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.456697087246835665e+00	8.111857171820242129e+00	6.044554819103721499e+00	9.738493234556466760e+00	5.314498306562796870e+01	-3.349886879117711103e-01	3.612301951590301208e+00	6.328015265183183580e+00	-3.538566549999325073e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.296938425051449073e+00	3.870486037057490059e+00	5.704461638034238113e+00	2.024147525294864636e+00	2.686555715852822157e+00	-9.539014284788930098e+00	5.219992798128135547e+00	2.735358420374508714e+00	-2.853045811883655958e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.188119454436925793e+00	6.625774461667038651e+00	2.037459012421622973e+00	4.635670434897131820e+00	4.250342656775988814e+01	-7.176186589163167928e-02	6.575689282378117895e+00	6.996522385076290540e+00	-1.560857877703069330e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.328888674415638071e+00	8.976314653792208276e+00	8.746072965534738231e+00	7.646595083831684292e+00	2.542693268760045910e+01	-8.356869938672071285e-01	4.692150422134727883e+00	6.602564739636002322e+00	-1.030291771927178424e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.969208597687375217e+00	6.540788350726854716e+00	7.507117946321259616e+00	7.335474324408161273e+00	5.114635186532973421e+01	-3.844367926794546864e-01	4.845703366495374809e+00	6.421838334010875116e+00	-3.801959402713376956e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.799471737535425220e+00	3.096797661319711459e+00	1.613565669025404770e+00	4.803324720177970519e+00	1.831693784035078565e+01	-3.687748991937871423e-01	3.974686023364888410e+00	5.406166360665845438e+00	-8.641024760901886426e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.663418887425293313e+00	1.223489968236604941e+00	7.369609504143278755e+00	4.113628850849336160e+00	2.339184644856684514e+01	-2.581563325743101434e+00	6.078494258770661851e+00	5.753288453745436293e+00	-1.803187543958807737e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.921902998072672730e+00	8.824033056284878995e+00	5.898480607848053836e+00	4.576421236584768515e+00	2.708520607335279706e+01	-2.720967471574642915e-01	8.648380791912330778e+00	4.009544673138968562e+00	-7.186744867927116198e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.665268132705524540e+00	1.187616765895430193e+00	1.735576636717749421e+00	3.383982141831658463e+00	9.027058029242265746e+00	-1.749029135996986284e+00	2.804871059619113538e+00	5.670458853832744062e+00	-6.154168836113532493e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.717111212767809647e+00	8.874859216202327872e+00	5.125025275106294131e+00	2.848581007503277363e+00	2.773479939207756928e+01	-1.345770340208348737e-01	9.405860275556214845e+00	2.767930493795322633e+00	-1.927157493482949124e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.970899468121058540e+00	5.772106942853491240e+00	5.360800070028867381e+00	5.361469187342978060e+00	4.261767537559791919e+01	-2.662339981469381001e-01	7.206188595280726084e+00	8.244149205084870147e+00	-1.651539764925323839e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.470402559735971337e+00	9.450841116466442315e+00	2.495750157030458993e+00	3.417850781276128735e+00	3.227252240799881378e+01	-6.542217634356402300e-02	8.418066938400885491e+00	2.665758230830393760e+00	-5.636222300345008346e-02
1.000000000000000000e+00	1.000000000000000000e+00	9.051792090928655554e+00	8.192337702291373702e+00	9.508957606907717519e+00	3.587478114559694564e+00	3.248266937679502320e+01	-2.880358099704093400e-01	6.010708726041925409e+00	1.765967473110779062e+00	-7.882049856853766689e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.385055985831794345e+00	9.980811891052749019e+00	8.655169853812708425e+00	6.911379378007171503e+00	4.411684783556940204e+01	-3.217047634277900303e-01	8.021410061344237619e+00	4.922615114965895877e+00	-1.708438479435750335e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.293346547973460048e+00	4.167211354741525042e+00	7.014949706959339615e+00	9.713383292093102028e+00	9.032743991263041039e+01	-4.038876238623220760e-01	1.145363381783218060e+00	6.930865570808379950e+00	-1.731740360740891660e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.785119154849784229e+00	7.894974533743065237e+00	5.154592217375265406e+00	6.432421718703607461e+00	1.157574117076001130e+01	-1.642554668049550415e+00	8.355934787609953673e+00	4.948250518586688074e+00	-5.014199217475568737e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.762924269761961149e+00	4.617904611608389054e+00	4.709685600997630672e+00	1.698920339996090378e+00	4.658015446828505546e+00	-1.156809463040041175e+00	1.358770167211508451e+00	3.494514398774529518e+00	-1.392731796903930785e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.405608066053255722e+00	5.309837425368549191e+00	6.858272289701633717e+00	1.680869486014570979e+00	2.302655206065109983e+00	-6.334333089288784358e+00	9.007810913729350943e+00	6.015031450556437065e+00	-2.904662003289310590e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.925808715417980377e+00	6.633604721963429540e+00	5.906380589765284128e+00	9.558513694593642640e+00	3.755011995315058471e+01	-6.065026430581635930e-01	9.924957310999094062e+00	4.131278796791167274e+00	-1.456879842322928775e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.497475138376523240e+00	8.864748857730157638e+00	1.565372538644743905e+00	3.670609279644931888e+00	1.653511722945541251e+01	-1.003054821997927809e-01	3.646905080082262884e+00	9.404453896654862533e+00	-3.728645589036777008e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.443571591539735355e+00	9.857527267966256446e+00	5.609170754080777144e+00	1.826165758141166329e+00	6.286282620623207862e+00	-4.682094677766511226e-01	2.895271400435539988e+00	9.303909348134892454e+00	-8.423803914480293642e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.457825100676689800e+00	7.912876127752992872e+00	8.256527118436887136e+00	6.391801130501007400e+00	5.402883222157455378e+01	-2.809401326691993162e-01	7.892916599290923152e+00	5.528604191574959081e+00	-1.569648876975417773e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.203938748066544662e+00	4.759310265737753731e+00	5.140884949158297523e+00	6.619300332024594447e+00	2.779237516159953714e+01	-6.692867906462852678e-01	3.275722165587976686e+00	3.947929360669029997e+00	-4.156586723637180292e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.531041972313271327e+00	4.809449342300938568e+00	1.476107807696298124e+00	6.829286811724780470e+00	2.410717222724361974e+01	-2.423478657395149172e-01	8.779691771697397229e+00	7.623953168125741087e+00	-3.270013291967737712e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.873714147743466008e+00	7.636804441497264229e+00	8.085186024991338982e+00	3.404886910285444213e+00	2.007156511373871410e+01	-4.322310968757500649e-01	1.922953120219448753e+00	1.326245432412409553e+00	-2.428068867274954190e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.257220851921895033e+00	3.151832211271702544e+00	2.810716239770735481e+00	1.136777364313496630e+00	2.613355388798271672e+00	-1.408503084978832254e+00	2.133834858255239553e+00	5.282408306521546137e+00	-9.830512295243160281e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.223773503229255155e+00	1.990654502372209533e+00	3.334383022584411549e+00	9.675211792251866783e+00	7.964419877095805589e+01	-4.645626861210587211e-01	9.819024571047371808e+00	4.018730216544327938e+00	-6.007891097476907305e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.673699940371879746e+00	4.193241844796382622e+00	2.477117393161927694e+00	3.253524829536591056e+00	5.420293858120290409e+00	-1.763462600088214538e+00	7.061457260264646152e+00	9.284820343666314812e+00	-5.729158360330149691e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.881671788550205449e+00	3.583825588961611519e+00	3.966927978349712891e+00	7.080556098083928163e+00	6.997272912051523974e+01	-2.484732915811689036e-01	8.624776818441961979e+00	1.108214569558512386e+00	-1.465682622541121249e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.942650321526698143e+00	3.664489301743770078e+00	7.797785151833453554e+00	7.355359943535277445e+00	5.852531246302430645e+01	-6.084164816032711087e-01	3.920544493676636932e+00	5.972519610755689712e+00	-7.304373320689611759e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.784609697258805916e+00	3.112588575821656267e+00	5.683709735274831587e+00	6.491105520148273023e+00	1.811565024911345034e+01	-2.047384121025212611e+00	7.088592873916841341e+00	7.663538990490830649e+00	-1.255041337814384050e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.048276983418051644e+00	1.385387573292596874e+00	2.839160874340157292e+00	3.815297380554890427e+00	4.017471190916905854e+00	-8.300017827574065166e+01	6.353245016512469867e+00	5.365558261784354244e+00	-1.995170832192875139e+02
1.000000000000000000e+00	1.000000000000000000e+00	8.330515388742886884e+00	1.161626152897289543e+00	8.899772031186813592e+00	3.436860307855619912e+00	2.862696228712740876e+01	-2.091961530252556933e+00	6.424751512429059730e+00	1.765543145976581130e+00	-5.149639044350514006e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.357716238557762800e+00	9.876682820127468787e+00	8.911210196200061162e+00	6.381331262367491597e+00	4.693526801513963420e+01	-2.831301326816756392e-01	7.139659129374217095e+00	9.744350840541443404e+00	-3.454443045866405715e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.564595123347187311e+00	4.847949849465133632e+00	8.839044290260506642e+00	8.804188350340369951e+00	6.649764516841402440e+01	-5.533783594705525832e-01	6.178167736836601698e+00	5.663273584031315089e+00	-4.502468661347478474e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.949158137640230493e+00	4.473977183327787266e+00	3.147091781820709588e+00	9.529477470951016826e+00	7.562141424906522502e+01	-2.075866503369741822e-01	4.858074475336396247e+00	6.533564882709447907e+00	-8.678000267001410029e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.664131759521695564e+00	7.115542333223742411e+00	5.053949355814073563e+00	1.942743554531831895e+00	3.277064868649259832e+00	-2.134712776161407977e+00	3.486071366483514122e+00	3.134258671710501876e+00	-9.700624884693276329e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.230285908713270260e+00	2.970422361175576675e+00	9.867345616775480721e+00	2.396581418381246387e+00	1.011940761816524947e+01	-2.064178118589092836e+00	7.913347258673218754e+00	5.347040415147491288e+00	-1.372938885460861158e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.032462055491853103e+00	9.557672410159501197e+00	7.940195732407759444e+00	9.501662623095620930e+00	1.942179537271502099e+01	-1.597621351515283061e+00	3.037684537229842441e+00	4.855480967931431913e+00	-2.032181935550030261e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.771499983874097239e+00	8.078323260366763847e+00	1.239882927391410705e+00	7.629656974120884172e+00	6.689140984993215966e+01	-3.890893980379371564e-02	7.230643124147108303e+00	1.672503474010257563e+00	-8.201948909820533720e-03
1.000000000000000000e+00	1.000000000000000000e+00	6.605331922775577347e+00	1.800015835151169918e+00	1.575207812486192349e+00	8.944788364412078252e+00	5.915641894178650517e+01	-3.112724273606944370e-01	3.101166090533164610e+00	1.964044367056450691e+00	-3.000252305228329752e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.979745669441247635e+00	4.744678958206992370e+00	5.167519789504036787e+00	2.824330261399865982e+00	1.124198996177309340e+01	-7.307136220222062439e-01	6.625467342572188834e+00	8.540794547528763658e+00	-4.858851754608305207e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.570684237361964275e+00	8.915870876485497476e+00	9.183967625864024598e+00	6.289092465077800398e+00	9.887236008868709902e+00	-3.602228808876533517e+00	7.721857403725158164e+00	3.162241647213972495e+00	-1.353991730715542552e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.805987388602365407e+00	9.498055585460921435e+00	5.837468696569685811e+00	7.307122266781676423e+00	2.776269137832832357e+01	-4.395593646189985271e-01	2.968947957480995381e+00	2.759506355770029895e+00	-2.384930215416789956e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.921917184088127950e+00	5.207593552398662062e+00	5.472134199436113455e+00	7.116154595940452410e+00	2.796406684703262613e+01	-7.192950161309638046e-01	1.540590399307607328e+00	5.546511461269371779e+00	-1.418598750085051918e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.569852409200148458e+00	6.513749554795757568e+00	1.949250219670598971e+00	4.670936261816209800e+00	3.537491180980612882e+01	-9.320221361524606840e-02	2.178740802385771058e+00	7.919385860250307552e+00	-6.664124452521094089e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.736504459246445364e+00	2.501829952252553557e+00	6.908019332147762093e+00	1.139822163346434492e+00	7.679380073801184814e+00	-9.600780225244380794e-01	6.463261729911851994e+00	1.561152205116916880e+00	-1.580962079641720308e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.984057881839797588e+00	9.920705224354037455e+00	8.409927782148681530e+00	6.249577102078666790e+00	5.613386459213549529e+01	-2.114718712810363388e-01	8.639621167617928421e+00	6.188274914222457568e+00	-1.248410941409578756e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.248939255923061431e+00	3.086539537923851384e+00	4.433906207678350420e+00	3.282533348387055128e+00	1.724790515388814782e+01	-6.740267404661699491e-01	1.404621675273710624e+00	2.065133990746796933e+00	-4.418047407267826188e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.071771165862469566e+00	9.478384040542136901e+00	7.975714294601305987e+00	5.049612983871432981e+00	1.049802576108690921e+01	-1.565063223036134099e+00	7.598789854697706403e+00	1.332115951613897398e+00	-2.174707729797609623e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.419126782040216028e+00	6.853478442022614914e+00	9.683366209785852163e+00	9.619765697206544175e+00	7.134070970999489703e+01	-4.414101739017425308e-01	4.073894518430012823e+00	1.481486024539349744e+00	-1.532186686392446484e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.846726368464834067e+00	6.466310531348280044e+00	2.838035407180327319e+00	4.596528247882485374e+00	3.605408429403464510e+01	-1.282951885559352190e-01	5.300680640217231065e+00	8.501342147848710340e+00	-5.916128098313512274e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.052800446762769404e+00	5.604881265598790741e+00	5.706667609946471487e+00	8.564524262766578744e+00	5.175023429030714794e+01	-4.057086775223825437e-01	9.358220008535338863e+00	2.066261559529330771e+00	-4.973604303110485403e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.939161987958883060e+00	3.075421795734730512e+00	3.575983760779368303e+00	2.696546965672974139e+00	2.137814951541843200e+01	-3.391968272819195218e-01	3.985716925003314426e+00	1.415583263918202661e+00	-4.214556338987462403e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.448479363066793368e+00	2.588943525197947348e+00	8.135621862248500591e+00	7.050948493628528269e+00	3.840277851726545322e+01	-1.415495977803441940e+00	5.189562409333042581e+00	4.941086656931939380e+00	-1.098650585870541896e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.709593773975666586e+00	2.985269264027971658e+00	6.197385896414347783e+00	9.794097217231506391e+00	5.588048733063261864e+01	-8.819039395412001658e-01	1.120130706670819043e+00	8.591453542444760672e+00	-4.187682363380324091e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.842182871960758028e+00	2.685522114709013586e+00	6.708835620296412117e+00	1.910814111814656213e+00	9.257318481500131924e+00	-1.303890892504308674e+00	1.731145880878236287e+00	3.362350292635859716e+00	-1.696511976688639223e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.233474205206454899e+00	8.014944858295166341e+00	8.183669759614048189e+00	1.073831399029967493e+00	1.309642128760582835e+00	-8.924245903328095864e+00	3.335145355356219365e+00	4.792393231332675363e+00	-1.051839532803337960e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.964602020702347129e+00	4.150461867399301674e+00	4.559588982713123073e+00	4.906275855714924639e+00	9.644800349771760040e+00	-2.266019174030216465e+00	1.252220190482669970e+00	1.355919297357045528e+00	-1.124449053467140658e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.286044327702266843e+00	1.514446903470127115e+00	9.229449690973117626e+00	1.837104450817818924e+00	2.338132559179797010e+00	-4.294652574457115435e+01	6.679321915238039864e+00	5.044083155940596974e+00	-2.992574160965871783e+02
1.000000000000000000e+00	1.000000000000000000e+00	6.731047917789651613e+00	9.726488536934876805e+00	5.797862128150672589e+00	7.733996089991040712e+00	5.206925810717676484e+01	-2.089186460788705901e-01	4.836218932057298581e+00	6.189719380782970681e+00	-1.520702683801306465e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.818859192423782023e+00	8.955098300028952352e+00	2.423724602354089264e+00	9.232116560360404733e+00	3.536770201839528482e+01	-1.869012762085387469e-01	5.942268982707143543e+00	6.130241825442632297e+00	-4.695494786358007100e-01
