G	c	dx1dt	d2x1dt2	d2	m2	Fc	Fg	d1	m1	W
1.000000000000000000e+00	1.000000000000000000e+00	4.495798732153187593e+00	5.225730114262090886e+00	5.251674913960038715e+00	2.840764064132145439e+00	6.817483840983117993e+00	4.937793443638904378e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.840300052337907388e+00	9.282062774212615608e+00	5.969659969846117242e+00	6.851153485639491336e+00	3.112414816452936162e+00	1.074248493208809379e+02	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.740388645005179313e+00	5.305226126227102768e+00	5.556362768540412667e+00	6.769519118475964881e+00	1.586339109496231137e+00	1.059603821480770591e+02	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.515682857010286710e+00	6.724996269683924943e+00	2.148259755609093880e+00	4.878118002173960299e+00	2.325171949758991996e+00	6.317192128313552502e+01	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.850026192952054949e+00	2.360845521403129865e+00	6.862125985576710718e+00	1.083134155304491086e+00	6.684793181924194805e+00	4.358774836505009409e-01	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.258657887988224644e+00	9.945051605424714225e+00	8.453946473368810999e+00	6.594218564294290985e+00	8.452027050832228383e+00	3.402291090780845906e+01	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.023880943037182689e+00	7.100754981053520432e+00	9.571843411771505217e+00	9.292177057019218367e+00	4.151414487296838374e+00	7.119206780222503994e+01	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.053795414119108820e+00	5.416096164667469459e+00	5.550599163124622315e+00	8.532788663282190100e+00	9.310997784751290141e+00	2.203617110721170036e+01	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.372428367744550570e+00	3.541633181126351282e+00	3.949124095311799199e+00	2.805002755038186635e+00	3.696945027186705257e+00	5.040425214581054192e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.379431202340925644e+00	2.202576825440859309e+00	7.578442926335186236e+00	6.735374652350307301e+00	5.378705281888504608e+00	1.156943091148504443e+01	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.955475546963047151e+00	3.525371886071101635e+00	6.437394609719690131e+00	1.007228247199490134e+01	9.730960967974319198e-01	1.178643914060807703e+02	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.980749720837183148e+00	2.957222511033761769e+00	6.542047249902639194e+00	2.055240044497359975e+00	1.336155110905997478e+00	9.913187926838821440e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.486348228677467631e+00	7.991235053739627503e+00	7.976724647287906755e+00	6.393672281120961198e-01	3.183991802493085554e+00	1.106417259712228507e+01	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.752816386415799954e+00	4.038819831367923996e+00	4.635055054189026968e+00	4.892031281400160303e+00	1.038268155637760426e+00	7.466742707452723948e+01	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.065830803037742136e+00	1.379169708777963965e+00	8.829658860187173275e+00	1.938078636103014896e+00	6.955818053403191925e+00	1.237848843707969548e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.834666503790829406e+00	8.916198431400967905e+00	2.199099406221562969e+00	9.071254273563551962e+00	5.974036043333113888e+00	6.046851625439570199e+01	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.164247884347635598e+00	9.336244652617070372e+00	7.031568606540417044e+00	4.505701290167916540e+00	2.939356632436025407e+00	7.742362725051323480e+01	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.095411175318790953e+00	1.030426339478567677e+01	8.078986473358419573e+00	3.403762505450869558e+00	3.486171985778656168e+00	4.137908956179158082e+01	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.311772820477926427e+00	3.114131171132815901e+00	3.631601713497671025e+00	5.508046028754559842e+00	7.206834461744138665e+00	7.572548737507579730e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.280866625066360953e+00	7.879754990946762128e+00	9.591844724692213831e+00	9.767601344929242035e-01	2.208717112255306425e+00	2.499092333926429177e+01	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.167704099933392303e+00	7.028332772002586992e+00	3.982108643787275692e+00	6.729760765263582023e+00	9.108116691352165617e+00	2.008583836429857783e+01	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.861299722577612004e+00	2.232855648078466704e+00	9.300383550609611305e+00	6.316037495905937327e+00	6.421016060295381855e+00	9.358470148886373963e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.921554789790147932e+00	8.291432583986805938e+00	2.414816879596930033e+00	6.797526114703151379e+00	6.259660568709205286e+00	4.132583348768871190e+01	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.191044975436664544e+00	2.732655564333519305e+00	3.052261197512734281e+00	3.386991493883343196e+00	5.124421852251207277e+00	7.342105547396748477e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.322793987798851489e+00	2.685542010072057728e+00	2.806072000865867722e+00	7.424197567219477101e+00	1.780297108781697446e+00	5.910075734525157998e+01	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.926660191091256635e+00	6.417675955959474265e+00	8.866468461062170903e+00	1.741948867233306775e+00	1.890368737968644020e+00	2.377273773715548799e+01	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.679312717332146043e+00	6.420860828346072857e+00	6.822078725645518205e+00	2.989940809498826901e+00	6.339149414932649051e+00	1.580220425946124152e+01	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.143990290520768838e+00	5.988408139794117346e+00	2.164916593279647916e+00	9.409104207722617019e+00	3.833589756547860272e+00	5.981144566294080533e+01	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.492747469527104798e+00	2.051139038112954616e+00	4.848323045521103936e+00	7.729854497380069134e+00	9.439920850707229860e+00	3.117474748201117141e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.280822715478139528e+00	8.568497267840701426e+00	6.207777386723951629e+00	9.840515465503426595e-01	4.400783361787104830e+00	8.164664881656783280e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.350626358301120433e+00	8.693045883711224775e+00	8.201133900379213415e+00	3.385905560502737721e+00	4.207449846762102652e+00	3.886948458627380631e+01	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.901575362157269744e+00	8.535173384303799793e+00	9.294390868512197201e+00	2.244630872618710526e+00	7.310849027639258146e+00	9.742566624083597304e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.140330568831910085e+00	7.358635285150982419e+00	9.802424880692502285e+00	7.631110419000294520e+00	7.804481997319823172e+00	2.902333753849006825e+01	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.640759148903678799e+00	5.887185995540335171e+00	6.670846062819856925e+00	6.299722706545392015e+00	6.950594214489732359e+00	2.670637810728559458e+01	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.615924823093331852e-01	3.673184351439726658e+00	8.993739647645574209e+00	9.253533143562965080e+00	3.588469733675135220e+00	5.023478906080557493e+01	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.628428450440837061e+00	7.848278429386862598e+00	2.274852482936486897e+00	7.751679595831736158e+00	4.088965879704865358e+00	7.964676870456206359e+01	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.972617438266994760e+00	5.377429320373774857e+00	1.192696303847291528e+00	8.505249003281543096e+00	2.725838124924146566e+00	6.823971431721771808e+01	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.398106479483054887e+00	1.213600732108586211e+00	6.332701177874877629e+00	9.571556625691533426e+00	6.925612765975047047e+00	8.631629864672225594e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.528247915969265236e+00	2.893323172733193616e+00	6.179969656185622995e+00	5.790930059057401103e+00	6.560412803174473950e+00	1.062673424809890932e+01	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.285168095296692847e+00	1.830490041225738329e+00	8.323045568699001251e+00	6.547001110536360358e+00	1.278928071347963824e+00	4.086696940423622237e+01	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.900910006651907125e+00	8.773554888499964122e+00	1.487210808779567683e+00	7.369178015204957966e+00	7.420250154006327037e+00	3.812113201512170946e+01	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.056530711691294755e+00	5.957911570464866635e+00	7.500830017649988690e+00	7.677230217745834473e+00	3.608934475976412593e+00	4.695133653832992593e+01	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.162481026115145255e+00	5.087435181310515198e+00	2.812218876924697408e+00	5.823345572199406739e+00	6.933581232135831662e+00	1.659386957399199503e+01	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.802607586046097055e+00	6.344700688433849933e+00	8.273613578809992930e+00	1.471299994675642875e+00	5.929606481952030883e+00	7.282628717554854525e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.491602083380985988e+00	8.227013025031855165e+00	8.103797730778657282e+00	4.797494083997967174e+00	3.927119233357978079e+00	3.841089676728531543e+01	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.421580467086703603e+00	3.700152500824911428e+00	5.902686530073959048e+00	9.060358134800001295e+00	2.067933723269373303e+00	7.577534824348572329e+01	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.669386191112697482e+00	7.349126287238207489e+00	7.415330521768541239e+00	6.336755858195640911e+00	2.164743319388636955e+00	1.035918666738341756e+02	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.476496798889475270e+00	9.036879599196655732e+00	8.497692197223718935e+00	4.545615565680892090e+00	6.763083583781634545e+00	2.785379687362238954e+01	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.762322386918540040e+00	8.255954458778239413e+00	5.254357845755507128e+00	9.037198380216482363e+00	1.629378262556042678e+00	1.733696652730228038e+02	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.280350702359362103e+00	7.045101829173479935e+00	4.312504366813112888e+00	6.947161015728466005e+00	4.495382893469043850e+00	4.639916840963865496e+01	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.714678433952412373e+00	8.464051504945873106e+00	5.500713412989772344e+00	7.699797284475646819e+00	7.574898937739953375e+00	3.988803725690130619e+01	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.320362359637604843e+00	8.525151121929258835e+00	8.469441082124976816e+00	5.456438453213069195e+00	7.663116018566531018e+00	1.985179474459970095e+01	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
