G c dx1dt d2x1dt2 dx2dt d2x2dt2 m2 m1 Fc d2 Fg d1 W
1.00000000e+00 1.00000000e+00 1.18526045e+00 2.99088498e+00 1.30252240e+00 5.93972799e+00 1.31205434e+00 2.48949797e+00 -1.74842373e+00 7.00126844e-01 8.23324107e+00 -7.83596764e-02 -4.08947134e+00
1.00000000e+00 1.00000000e+00 9.72918867e+00 9.88901207e+00 1.56387883e+00 3.58869456e+00 4.52719507e+00 7.35943716e+00 -2.54101295e+00 2.52142887e-01 8.36039866e+00 -4.71423490e-02 -1.21688837e+00
1.00000000e+00 1.00000000e+00 8.49198377e+00 9.49653406e+00 9.15793708e+00 3.76098940e+00 7.27447323e+00 5.81812991e+00 1.36932294e+00 2.28377337e-01 9.81052620e+00 3.98551752e-02 8.41234196e-01
1.00000000e+00 1.00000000e+00 2.91105200e+00 1.35484130e+00 2.25320834e+00 4.17662653e+00 2.74091809e+00 6.71791012e+00 -4.15260261e+00 7.69241970e-01 5.51682578e+00 -2.36241365e-01 -3.76846106e+00
1.00000000e+00 1.00000000e+00 2.63642470e+00 7.35017655e+00 5.79178614e+00 6.59163204e+00 6.77354033e+00 2.76838270e+00 6.60013134e+00 3.50017291e-01 5.09461192e+00 1.10948278e+00 3.86977177e+00
1.00000000e+00 1.00000000e+00 2.65064059e+00 9.32723486e+00 4.69986042e+00 4.00644969e+00 3.33845324e+00 2.90571276e+00 4.33438244e-01 3.65410129e-01 7.78128045e+00 2.33856453e-02 6.35181374e-01
1.00000000e+00 1.00000000e+00 3.73818019e+00 2.62517811e+00 4.12608994e+00 7.59429146e+00 8.97477498e+00 1.37347593e+00 1.44316201e+01 1.22472777e-01 2.19223591e+00 5.26829255e+00 2.22887072e+00
1.00000000e+00 1.00000000e+00 5.72280788e+00 6.11150707e+00 9.09850011e+00 4.64074647e+00 9.06120950e+00 3.89860782e+00 5.98958138e+00 2.27080127e-01 5.92223962e+00 5.33784851e-01 2.67125551e+00
1.00000000e+00 1.00000000e+00 4.88750517e+00 9.23939468e+00 1.19641057e+00 1.61517880e+00 3.67558484e+00 6.03770195e+00 -9.53810373e-01 4.11778044e-01 5.91622840e+00 -4.04143014e-02 -1.42964804e+00
1.00000000e+00 1.00000000e+00 3.62106226e+00 1.30551381e+00 6.97410718e+00 8.05383858e+00 3.06994379e+00 8.72141423e+00 -1.13790077e+01 8.02841229e-01 1.80525811e+00 -1.78130490e+00 -1.40875275e+00
1.00000000e+00 1.00000000e+00 6.50667605e+00 7.27678241e+00 9.67054991e+00 3.57182492e+00 4.70173575e+00 7.00234703e+00 -2.05434517e+00 3.58726277e-01 4.76185677e+00 -1.03914192e-01 -8.41841618e-01
1.00000000e+00 1.00000000e+00 2.25544475e+00 3.67614107e+00 6.04151365e+00 4.89490192e+00 3.16478427e+00 4.91856691e+00 -2.14614851e+00 7.26917521e-01 8.67956319e+00 -1.15651845e-01 -3.37451567e+00
1.00000000e+00 1.00000000e+00 3.62930184e+00 9.31956576e+00 9.43140216e+00 7.16899495e+00 7.05145459e+00 9.57808103e+00 -4.52834305e+00 8.79699132e-01 8.70538260e+00 -3.36888221e-01 -3.03023155e+00
1.00000000e+00 1.00000000e+00 4.29725659e+00 9.73952421e+00 1.47032091e+00 3.99210541e+00 8.43458216e+00 7.47320681e+00 9.59477941e-01 5.79688199e-01 1.89313898e+00 3.31591606e-01 2.11765009e-01
1.00000000e+00 1.00000000e+00 5.10462986e+00 9.49839840e+00 4.76913987e+00 1.50927091e+00 7.05782918e+00 9.37148683e+00 -8.72984043e-01 6.11959932e-01 1.81648794e+00 -2.21492700e-01 -4.11658763e-01
1.00000000e+00 1.00000000e+00 8.06658365e+00 5.26792795e+00 3.34142012e+00 4.36528942e+00 8.41915403e+00 5.74829176e+00 2.91477170e+00 2.37535162e-01 3.36425929e+00 3.01420400e-01 5.56956550e-01
1.00000000e+00 1.00000000e+00 2.79706404e+00 8.75838386e+00 7.57738868e+00 9.50003724e+00 4.57292946e+00 3.33013847e+00 2.95164017e+00 3.96861188e-01 8.87289456e+00 1.81287946e-01 1.97120145e+00
1.00000000e+00 1.00000000e+00 5.62810995e+00 8.60094459e+00 9.83167381e+00 6.77560958e+00 2.40685274e+00 1.47544018e+00 1.57772196e+00 8.73851785e-02 2.16012327e+00 1.04116037e-01 1.78742594e-01
1.00000000e+00 1.00000000e+00 6.33173112e+00 3.87190426e+00 3.30877056e+00 7.04331234e+00 7.64155853e+00 7.53476366e+00 1.88047394e-01 3.96666858e-01 7.47997122e+00 1.01135964e-02 6.30808928e-02
1.00000000e+00 1.00000000e+00 1.41805371e+00 8.46023927e+00 6.88757141e+00 6.69053938e+00 4.24427055e+00 2.09172698e+00 3.60041937e+00 4.91689645e-01 1.91049058e+00 1.88017084e+00 1.45002060e+00
1.00000000e+00 1.00000000e+00 6.46790367e+00 1.33306871e+00 2.78287869e+00 2.79092925e+00 7.04143743e+00 3.72497615e+00 2.31400219e+00 1.91972358e-01 6.60824068e+00 1.27073339e-01 1.69421001e+00
1.00000000e+00 1.00000000e+00 2.53471711e+00 6.36642891e+00 6.08797229e+00 4.76500478e+00 3.43579548e+00 5.79223817e+00 -2.80711517e+00 7.61720528e-01 4.20460569e+00 -3.01655682e-01 -1.95444145e+00
1.00000000e+00 1.00000000e+00 1.58546434e+00 3.07007954e+00 5.17539238e+00 7.75845819e+00 1.73106671e+00 6.07974929e+00 -8.43476798e+00 1.27822686e+00 8.10022567e+00 -3.78976339e-01 -1.11088308e+01
1.00000000e+00 1.00000000e+00 9.53996984e+00 2.08510197e+00 9.74804797e+00 1.91235608e+00 9.93323616e+00 6.40524877e+00 1.68669203e+00 2.23803949e-01 3.10321404e+00 1.88645550e-01 5.73801604e-01
1.00000000e+00 1.00000000e+00 9.69068830e+00 1.69257881e+00 6.47674545e+00 3.50067498e+00 2.40581357e+00 2.49629797e+00 -7.91891204e-02 8.58658641e-02 6.75281646e+00 -9.70435475e-04 -3.15263756e-02
1.00000000e+00 1.00000000e+00 8.27557613e+00 7.26659898e+00 4.14555735e+00 3.48687198e+00 9.89578895e+00 4.41763664e+00 4.77540394e+00 1.77938735e-01 3.12114281e+00 6.09856144e-01 1.03304564e+00
1.00000000e+00 1.00000000e+00 3.74152392e+00 4.05887467e+00 2.02686206e+00 4.88817035e+00 9.79551939e+00 6.55474804e+00 3.96036060e+00 5.83964197e-01 7.42294255e+00 4.65603590e-01 3.21474084e+00
1.00000000e+00 1.00000000e+00 1.87904903e+00 7.52290094e+00 2.36122146e+00 9.82331867e+00 8.14436294e+00 9.72836978e+00 -3.89005101e+00 1.72576121e+00 8.86310231e+00 -6.34113919e-01 -3.73572338e+00
1.00000000e+00 1.00000000e+00 7.15809724e+00 1.58820707e+00 3.02785237e+00 1.60752292e+00 6.93480666e+00 7.54868024e+00 -2.46703963e-01 3.51521733e-01 2.14121619e+00 -3.72075536e-02 -9.18146266e-02
1.00000000e+00 1.00000000e+00 4.96137244e+00 3.83761304e+00 3.25869995e+00 5.66830895e+00 6.20026345e+00 9.30343381e+00 -4.39743208e+00 6.25057812e-01 8.79936120e+00 -2.08178106e-01 -2.75185114e+00
1.00000000e+00 1.00000000e+00 2.09834411e+00 5.85542163e+00 8.65554452e+00 2.61428214e+00 8.79491391e+00 7.85990852e+00 6.11091968e-01 1.24858906e+00 6.34217729e+00 1.34617594e-01 1.41301178e+00
1.00000000e+00 1.00000000e+00 5.45659219e+00 8.11650848e+00 6.05100509e+00 9.73608891e+00 3.60495569e+00 6.32545272e+00 -6.62175023e+00 3.86410449e-01 2.14399442e+00 -6.80152541e-01 -5.34466406e-01
1.00000000e+00 1.00000000e+00 1.30949669e+00 3.86877253e+00 5.71051820e+00 2.01973154e+00 5.20913091e+00 2.72821032e+00 1.25269839e+00 6.94467919e-01 4.84787670e+00 3.42637243e-01 4.59229764e+00
1.00000000e+00 1.00000000e+00 9.18388362e+00 6.63302239e+00 2.03291985e+00 4.63240902e+00 6.57450972e+00 7.00017087e+00 -4.92959129e-01 2.54074462e-01 2.44774264e+00 -4.80574703e-02 -5.67248548e-02
1.00000000e+00 1.00000000e+00 3.32901983e+00 8.97379973e+00 8.74125724e+00 7.64096486e+00 4.70071428e+00 6.61041609e+00 -3.64799111e+00 6.61898138e-01 7.30313100e+00 -2.35109890e-01 -2.09473106e+00
1.00000000e+00 1.00000000e+00 6.96270056e+00 6.54276869e+00 7.50532873e+00 7.34098985e+00 4.84737809e+00 6.42222253e+00 -2.89022928e+00 3.07458410e-01 7.82981321e+00 -8.56621197e-02 -8.85485291e-01
1.00000000e+00 1.00000000e+00 3.80539968e+00 3.09663527e+00 1.60901526e+00 4.80455773e+00 3.97256201e+00 5.40807281e+00 -1.72424863e+00 4.73719211e-01 1.95216868e+00 -3.07348927e-01 -3.68208266e-01
1.00000000e+00 1.00000000e+00 5.68061219e+00 1.21960703e+00 7.37051588e+00 4.11871751e+00 6.07808635e+00 5.75790944e+00 3.29679566e-01 3.37869068e-01 5.55525867e+00 2.11659718e-02 1.56555801e-01
1.00000000e+00 1.00000000e+00 5.92039251e+00 8.83088987e+00 5.89184396e+00 4.57851141e+00 8.65517075e+00 4.00998274e+00 5.31701157e+00 2.25772347e-01 8.33162550e+00 3.10986652e-01 3.26853049e+00
1.00000000e+00 1.00000000e+00 2.66369010e+00 1.19142470e+00 1.73552811e+00 3.37848637e+00 2.81375540e+00 5.67381423e+00 -2.41566744e+00 7.10019312e-01 9.42546737e+00 -9.02434401e-02 -5.06015906e+00
1.00000000e+00 1.00000000e+00 9.72626165e+00 8.87231505e+00 5.12470577e+00 2.84799645e+00 9.40989735e+00 2.77800315e+00 4.72190278e+00 9.52062656e-02 5.62166080e+00 2.70875725e-01 1.91657705e+00
1.00000000e+00 1.00000000e+00 7.97619541e+00 5.76043421e+00 5.36226658e+00 5.34735728e+00 7.20178888e+00 8.24656958e+00 -1.39670391e+00 3.44632545e-01 9.55251301e+00 -4.40058138e-02 -6.25629178e-01
1.00000000e+00 1.00000000e+00 9.45549047e+00 9.45160929e+00 2.49197086e+00 3.41680380e+00 8.40945891e+00 2.67199259e+00 4.90094919e+00 9.41954518e-02 5.82120073e+00 2.49591828e-01 1.76611373e+00
1.00000000e+00 1.00000000e+00 9.05344615e+00 8.18904912e+00 9.51128332e+00 3.58715498e+00 6.00571623e+00 1.76469661e+00 3.80329867e+00 6.49732923e-02 4.54771445e+00 1.84925531e-01 1.06517153e+00
1.00000000e+00 1.00000000e+00 6.38109981e+00 9.98140699e+00 8.64977834e+00 6.91080457e+00 8.01565031e+00 4.92621424e+00 5.33762224e+00 2.57333604e-01 8.63382816e+00 2.58860868e-01 2.09005195e+00
1.00000000e+00 1.00000000e+00 9.29686812e+00 4.15640634e+00 7.02120104e+00 9.71683599e+00 1.14580358e+00 6.92476696e+00 -1.40383098e+01 2.48283145e-01 5.43684439e+00 -1.06076741e-01 -1.68978006e+00
1.00000000e+00 1.00000000e+00 1.79643252e+00 7.90469460e+00 5.16066005e+00 6.43273481e+00 8.36542382e+00 4.93945142e+00 5.50959297e+00 9.16529728e-01 5.24712260e+00 1.62987422e+00 5.00338783e+00
1.00000000e+00 1.00000000e+00 2.76384576e+00 4.61737822e+00 4.70588987e+00 1.69281520e+00 1.36124973e+00 3.49078719e+00 -9.01228345e-01 4.21006029e-01 5.41281240e+00 -2.73347192e-02 -2.08528039e+00
1.00000000e+00 1.00000000e+00 1.40704560e+00 5.31888058e+00 6.85876120e+00 1.68025252e+00 9.00922039e+00 6.02354066e+00 1.25417398e+00 1.42699489e+00 8.62106502e+00 3.10495027e-01 9.14673238e+00
1.00000000e+00 1.00000000e+00 3.92797298e+00 6.64754917e+00 5.90888682e+00 9.56280899e+00 9.92766473e+00 4.12302102e+00 1.38771748e+01 3.49885386e-01 8.48747388e+00 1.37746306e+00 6.27127046e+00
1.00000000e+00 1.00000000e+00 4.49809561e+00 8.86309403e+00 1.56045795e+00 3.67561711e+00 3.64660716e+00 9.39580921e+00 -5.28296636e+00 6.96280532e-01 4.63167993e+00 -3.08232443e-01 -2.95997085e+00
1.00000000e+00 1.00000000e+00 3.44214129e+00 9.85675122e+00 5.61252384e+00 1.82860287e+00 2.89286701e+00 9.30380626e+00 -2.93076549e+00 9.00970790e-01 3.99969874e+00 -2.05273226e-01 -3.72469104e+00
1.00000000e+00 1.00000000e+00 8.45863758e+00 7.91446072e+00 8.25763256e+00 6.39140128e+00 7.88827027e+00 5.52134638e+00 3.78199011e+00 2.17582179e-01 5.42735222e+00 2.16616977e-01 7.59349808e-01
1.00000000e+00 1.00000000e+00 4.21077994e+00 4.75990104e+00 5.13315890e+00 6.61283900e+00 3.27723707e+00 3.95095595e+00 -1.11379862e+00 3.12765173e-01 6.15495259e+00 -4.69468028e-02 -4.92391886e-01
1.00000000e+00 1.00000000e+00 3.52841059e+00 4.79221302e+00 1.46760920e+00 6.83654338e+00 8.79006145e+00 7.63419173e+00 1.97553838e+00 7.21211580e-01 3.14503490e+00 5.21616766e-01 5.15139965e-01
1.00000000e+00 1.00000000e+00 5.88426475e+00 7.63824071e+00 8.07650379e+00 3.40661825e+00 1.92558333e+00 1.33041649e+00 5.06876553e-01 7.53657734e-02 8.14559576e+00 6.78778702e-03 4.11945135e-01
1.00000000e+00 1.00000000e+00 2.26831802e+00 3.14899431e+00 2.81227404e+00 1.13599616e+00 2.13359677e+00 5.27292105e+00 -8.91565082e-01 7.74865046e-01 5.37834489e+00 -5.19746471e-02 -3.72178164e+00
1.00000000e+00 1.00000000e+00 8.21977283e+00 1.99426702e+00 3.32758751e+00 9.68513833e+00 9.81236400e+00 4.02691055e+00 1.40082292e+01 1.63301778e-01 4.00640994e+00 1.39129888e+00 1.40994761e+00
1.00000000e+00 1.00000000e+00 1.67095579e+00 4.19159942e+00 2.48235718e+00 3.25803741e+00 7.06455008e+00 9.28482297e+00 -1.80843303e+00 1.85219801e+00 1.96138894e+00 -1.29938247e+00 -1.30309212e+00
1.00000000e+00 1.00000000e+00 9.88198243e+00 3.58515092e+00 3.97193558e+00 7.08423659e+00 8.62198502e+00 1.10802725e+00 1.33076637e+01 3.73753362e-02 3.14960644e+00 1.22881770e+00 1.19743230e+00
1.00000000e+00 1.00000000e+00 7.95020292e+00 3.66677308e+00 7.81076355e+00 7.35966883e+00 3.91896440e+00 5.97533388e+00 -3.78354960e+00 2.50531713e-01 9.54353055e+00 -6.51421687e-02 -1.23424680e+00
1.00000000e+00 1.00000000e+00 2.78844113e+00 3.10246976e+00 5.67447274e+00 6.49006675e+00 7.08835375e+00 7.66597223e+00 -9.37195630e-01 9.16398788e-01 3.74589718e+00 -2.12000580e-01 -3.87976534e-01
1.00000000e+00 1.00000000e+00 1.04969905e+00 1.37883871e+00 2.84393147e+00 3.81616655e+00 6.34817645e+00 5.36516189e+00 9.37836818e-01 1.70371431e+00 2.51973360e+00 7.50301093e-01 1.17983093e+00
1.00000000e+00 1.00000000e+00 8.33915286e+00 1.16086541e+00 8.90047070e+00 3.43986628e+00 6.42835108e+00 1.76862727e+00 4.00720671e+00 7.06957210e-02 5.14605512e+00 2.00089229e-01 1.43774769e+00
1.00000000e+00 1.00000000e+00 7.36171609e+00 9.88950151e+00 8.91623669e+00 6.37901454e+00 7.14279214e+00 9.75215251e+00 -4.16128694e+00 4.41570615e-01 3.76378969e+00 -3.57577355e-01 -6.67037655e-01
1.00000000e+00 1.00000000e+00 7.56106451e+00 4.84995820e+00 8.83520583e+00 8.79486070e+00 6.17823256e+00 5.66209388e+00 1.13484194e+00 2.49616258e-01 1.31643325e+00 2.34799186e-01 4.49316439e-02
1.00000000e+00 1.00000000e+00 7.94143312e+00 4.45893982e+00 3.14916590e+00 9.52060356e+00 4.86156132e+00 6.52767620e+00 -3.96560480e+00 2.73992368e-01 3.90830696e+00 -2.07050554e-01 -4.09981943e-01
1.00000000e+00 1.00000000e+00 1.66640187e+00 7.11682554e+00 5.06115410e+00 1.95315224e+00 3.48330425e+00 3.12948804e+00 1.72764228e-01 6.25997068e-01 5.89697762e+00 2.04133723e-02 6.26033337e-01
1.00000000e+00 1.00000000e+00 4.22619156e+00 2.96428499e+00 9.86490691e+00 2.39345751e+00 7.91723198e+00 5.35148277e+00 1.53525293e+00 4.22088674e-01 5.96541135e+00 1.60709843e-01 1.81082060e+00
1.00000000e+00 1.00000000e+00 2.04282154e+00 9.54965066e+00 7.94811229e+00 9.50262633e+00 3.03645187e+00 4.86234543e+00 -4.33769605e+00 7.93403526e-01 4.20903029e+00 -5.10612903e-01 -1.88103590e+00
1.00000000e+00 1.00000000e+00 8.76793083e+00 8.07710513e+00 1.24450679e+00 7.62881706e+00 7.23118876e+00 1.67406258e+00 1.05985747e+01 6.36433920e-02 5.02572481e+00 5.79749110e-01 1.59265552e+00
1.00000000e+00 1.00000000e+00 6.60968314e+00 1.80469902e+00 1.58684132e+00 8.94694442e+00 3.09999540e+00 1.95544318e+00 2.56006128e+00 9.86150743e-02 9.68966126e+00 4.13048378e-02 8.38945158e-01
1.00000000e+00 1.00000000e+00 3.97808222e+00 4.75822698e+00 5.17538239e+00 2.82369371e+00 6.62797153e+00 8.53725268e+00 -1.34780629e+00 7.15357484e-01 4.39613630e+00 -1.70271497e-01 -1.05496313e+00
1.00000000e+00 1.00000000e+00 1.57202515e+00 8.91206477e+00 9.18298185e+00 6.28827284e+00 7.72370440e+00 3.15837957e+00 7.17700204e+00 6.69705054e-01 3.32404132e+00 3.53607571e+00 4.82668116e+00
1.00000000e+00 1.00000000e+00 3.79884090e+00 9.50258820e+00 5.84831618e+00 7.31025635e+00 2.96842500e+00 2.75462444e+00 3.90734219e-01 2.41707451e-01 3.19120340e+00 3.18919212e-02 8.98012159e-02
1.00000000e+00 1.00000000e+00 3.92664990e+00 5.20661360e+00 5.48031257e+00 7.12100697e+00 1.53948971e+00 5.54420306e+00 -7.12939792e+00 4.70647431e-01 5.11988151e+00 -1.81981105e-01 -2.61083346e+00
1.00000000e+00 1.00000000e+00 7.56645561e+00 6.52070250e+00 1.94926330e+00 4.67336522e+00 2.17876369e+00 7.91872418e+00 -6.70623293e+00 3.48852206e-01 7.83568134e+00 -8.21482382e-02 -2.97209841e+00
1.00000000e+00 1.00000000e+00 6.73801724e+00 2.50330551e+00 6.91102094e+00 1.13855403e+00 6.45397271e+00 1.55751867e+00 1.39371936e+00 7.70512853e-02 2.85389366e+00 1.55923401e-01 1.03694890e+00
1.00000000e+00 1.00000000e+00 8.98491468e+00 9.92051764e+00 8.39892845e+00 6.24633451e+00 8.64501766e+00 6.19127128e+00 3.83173017e+00 2.29691340e-01 7.38366514e+00 1.66438425e-01 1.00822558e+00
1.00000000e+00 1.00000000e+00 5.24993433e+00 3.08504531e+00 4.42378007e+00 3.27791385e+00 1.40497139e+00 2.07289399e+00 -5.47348181e-01 1.31613963e-01 1.19034841e+00 -4.10187044e-02 -7.57210042e-02
1.00000000e+00 1.00000000e+00 2.07634821e+00 9.48458597e+00 7.98050666e+00 5.05228822e+00 7.60736133e+00 1.32814946e+00 7.93109704e+00 2.13218805e-01 4.77039680e+00 2.03044561e+00 7.21322465e+00
1.00000000e+00 1.00000000e+00 7.41920309e+00 6.84681984e+00 9.68028989e+00 9.61822914e+00 4.07186781e+00 1.47469557e+00 6.24504944e+00 6.62557938e-02 7.98278559e+00 1.43118763e-01 1.39723020e+00
1.00000000e+00 1.00000000e+00 7.84706544e+00 6.46963115e+00 2.83389813e+00 4.59131786e+00 5.30675533e+00 8.50747697e+00 -3.67388261e+00 3.61386773e-01 4.04859660e+00 -2.04560278e-01 -8.25686422e-01
1.00000000e+00 1.00000000e+00 6.05149478e+00 5.61419660e+00 5.70996668e+00 8.55821446e+00 9.35973595e+00 2.06175235e+00 1.56144272e+01 1.13567112e-01 6.07363391e+00 1.32543100e+00 3.66234148e+00
1.00000000e+00 1.00000000e+00 7.93870462e+00 3.07602831e+00 3.58424162e+00 2.69686545e+00 3.98774354e+00 1.40636228e+00 1.74040949e+00 5.90508715e-02 2.84481310e+00 1.02436334e-01 4.62515459e-01
1.00000000e+00 1.00000000e+00 5.44416037e+00 2.58875229e+00 8.13568977e+00 7.05214448e+00 5.18803241e+00 4.94109898e+00 4.35352541e-01 3.02532050e-01 7.67795852e+00 1.80113323e-02 1.74126443e-01
1.00000000e+00 1.00000000e+00 5.70459546e+00 2.98437588e+00 6.19834029e+00 9.79306259e+00 1.12314173e+00 8.59594125e+00 -1.82953983e+01 5.02281672e-01 1.47051193e+00 -8.16510503e-01 -9.63156888e-01
1.00000000e+00 1.00000000e+00 4.84786917e+00 2.67794436e+00 6.71124176e+00 1.91703791e+00 1.73438848e+00 3.36167539e+00 -7.79892673e-01 2.31144535e-01 8.67288380e+00 -1.07237220e-02 -1.45561584e+00
1.00000000e+00 1.00000000e+00 1.22877214e+00 8.01626026e+00 8.18122744e+00 1.07487948e+00 3.32732432e+00 4.79541356e+00 -3.94504749e-01 1.30086867e+00 2.78376748e+00 -1.27915096e-01 -1.66296864e+00
1.00000000e+00 1.00000000e+00 1.97102284e+00 4.15112733e+00 4.56373425e+00 4.90224513e+00 1.25067017e+00 1.35930279e+00 -1.33135940e-01 2.29881116e-01 8.86958229e+00 -3.17484130e-03 -2.44422843e-01
1.00000000e+00 1.00000000e+00 1.28286267e+00 1.52058409e+00 9.23581062e+00 1.83362935e+00 6.68237793e+00 5.04170663e+00 7.52095765e-01 1.31001464e+00 4.17276317e+00 3.12952927e-01 2.66830307e+00
1.00000000e+00 1.00000000e+00 6.72769370e+00 9.72192367e+00 5.79725981e+00 7.73545915e+00 4.83758521e+00 6.19851773e+00 -2.63185947e+00 3.07114543e-01 7.50415217e+00 -8.40624854e-02 -7.59000419e-01
1.00000000e+00 1.00000000e+00 3.82920383e+00 8.95407296e+00 2.42159341e+00 9.23093797e+00 5.93330682e+00 6.13816348e+00 -4.72754779e-01 5.34328959e-01 3.87302768e+00 -6.30452534e-02 -1.03600585e-01
1.00000000e+00 1.00000000e+00 5.57713622e+00 9.34977055e+00 7.26309206e+00 4.90618875e+00 2.57182467e+00 3.99184023e+00 -1.74171609e+00 2.38583631e-01 9.15320504e+00 -2.92491348e-02 -1.16526592e+00
1.00000000e+00 1.00000000e+00 9.16809827e+00 9.95417040e+00 8.13935215e+00 3.32840478e+00 3.66338826e+00 3.83979863e+00 -1.46791272e-01 1.39607238e-01 2.13973413e+00 -9.13740461e-03 -2.05861270e-02
1.00000000e+00 1.00000000e+00 3.24363006e+00 2.56505724e+00 3.85085509e+00 4.90962987e+00 6.97442027e+00 1.95961257e+00 6.15521242e+00 2.01380607e-01 2.60667810e+00 1.69243183e+00 2.01502471e+00
1.00000000e+00 1.00000000e+00 4.69344631e+00 4.56617817e+00 8.71461331e+00 7.51103036e+00 9.68772451e+00 4.30118489e+00 1.01146157e+01 3.05474528e-01 5.43727113e+00 1.27990303e+00 3.12010349e+00
1.00000000e+00 1.00000000e+00 7.79996025e+00 7.82414628e+00 9.15528929e+00 1.08148745e+00 1.45375096e+00 1.89545202e+00 -1.19423538e-01 8.10026359e-02 1.73744595e+00 -4.27026671e-03 -4.91945914e-02
1.00000000e+00 1.00000000e+00 3.05918349e+00 7.26418556e+00 3.49214039e+00 6.30508591e+00 9.01345889e+00 7.89936350e+00 1.75611678e+00 8.60726784e-01 2.76382166e+00 6.24033747e-01 5.03265164e-01
1.00000000e+00 1.00000000e+00 1.69281919e+00 2.38506316e+00 9.85169325e+00 6.51962516e+00 6.19193081e+00 9.69646868e+00 -5.71206832e+00 1.90933341e+00 9.49389744e+00 -7.33572639e-01 -9.82731154e+00
1.00000000e+00 1.00000000e+00 3.60776308e+00 8.34249812e+00 2.26640375e+00 6.73919422e+00 6.07527610e+00 9.73067011e+00 -6.15860255e+00 8.99049254e-01 9.78840695e+00 -3.53164398e-01 -4.95881844e+00
1.00000000e+00 1.00000000e+00 2.45099159e+00 3.01996515e+00 2.81814102e+00 3.17819872e+00 5.50250682e+00 8.78563989e+00 -2.60861234e+00 1.19484157e+00 4.38633396e+00 -4.45046473e-01 -2.93777388e+00
1.00000000e+00 1.00000000e+00 9.36727887e+00 3.01435853e+00 2.65802355e+00 7.42647451e+00 1.62454677e+00 6.40712934e+00 -8.87943189e+00 2.27996819e-01 9.30957419e+00 -5.51382373e-02 -2.37656036e+00
1.00000000e+00 1.00000000e+00 8.27308342e+00 5.83276981e+00 9.04590739e+00 1.82252338e+00 1.80889167e+00 7.30779128e+00 -2.50546827e+00 2.94440453e-01 5.90342208e+00 -3.09320691e-02 -1.96192422e+00
1.00000000e+00 1.00000000e+00 6.70063381e+00 6.33645941e+00 6.88863297e+00 2.79343303e+00 6.40820805e+00 3.56685222e+00 1.98428430e+00 1.77438549e-01 3.42768219e+00 1.84545225e-01 7.26742055e-01
1.00000000e+00 1.00000000e+00 8.84314531e+00 6.22077587e+00 2.36893855e+00 8.89723042e+00 4.06862714e+00 6.67693378e+00 -5.80167629e+00 2.51680201e-01 7.32158849e+00 -1.21525678e-01 -1.07975993e+00
1.00000000e+00 1.00000000e+00 8.23304869e+00 1.82338154e+00 4.96291077e+00 7.64850836e+00 9.25541260e+00 5.10084594e+00 7.94405944e+00 2.06519121e-01 6.93011626e+00 4.29552064e-01 1.74854000e+00
