G	c	dx1dt	d2x1dt2	dx2dt	Fc	Fg	d1	m1	W	d2
1.000000000000000000e+00	1.000000000000000000e+00	5.762032177752737461e+00	8.952180872119710031e+00	6.402915343401615722e+00	4.487918174845431984e+00	5.256419569593819574e+01	8.269080036353383178e+00	8.796704162750716094e+00	5.712312047508682156e+00	1.706616492568497279e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.769845105928333773e+00	1.452617610084543154e+00	1.880288498887410897e+00	3.158285801287318062e+00	1.593476396692561536e+01	7.264522467529301863e+00	2.790816188306884271e+00	2.042554046505982601e+00	8.484287537565215587e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.895733023241895410e+00	8.736916675381925401e+00	5.432321965903011751e+00	2.796627104640005523e+00	5.583969459631383359e+01	1.118652228987953556e+01	9.461012362941300324e+00	6.088390649422919410e+00	5.205102685831971030e+02
1.000000000000000000e+00	1.000000000000000000e+00	7.707009548262692356e+00	5.911874806700827101e+00	5.473219933352156730e+00	5.081644259870207847e+00	8.439608675744690913e+01	1.390688829610613197e+01	6.979418932470507819e+00	5.246533284448227974e+00	2.838719913601453868e+02
1.000000000000000000e+00	1.000000000000000000e+00	9.378383788580078928e+00	9.891586526561500392e+00	2.577941180160526535e+00	3.559215856119410493e+00	6.242621245798017071e+01	4.215694167671848014e+00	8.442670850572092434e+00	2.887097141790991195e+00	1.156100041797995800e+03
1.000000000000000000e+00	1.000000000000000000e+00	9.351229177538296966e+00	7.838884471513346774e+00	9.832845819491346617e+00	3.423219463176361721e+00	6.423811813128412496e+01	2.157863766240812353e+01	6.038001894781396039e+00	4.476183188871112328e+00	3.440812418559758044e+02
1.000000000000000000e+00	1.000000000000000000e+00	5.887634504763612497e+00	1.008033933484642297e+01	8.834421667699283276e+00	6.832991582907731676e+00	8.979457225064915349e+01	1.114568112726838578e+01	7.694161907183923788e+00	5.693459047685824892e+00	2.118573835661846942e+02
1.000000000000000000e+00	1.000000000000000000e+00	8.958482837846423408e+00	4.387459689118403006e+00	7.079195943546491954e+00	9.978783505565200329e+00	1.834554197325265648e+02	3.083275917328929339e+01	1.320800356456329760e+00	8.072574014542187593e-01	3.564680925364596078e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.748694045976308731e+00	7.878227937550632554e+00	5.217437720090330799e+00	6.601549084987850868e+00	1.844750534291689448e+01	2.434462483584697523e+00	7.902415560111718307e+00	5.957038247219472282e+00	-2.037651396262134895e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.859556922538500245e+00	4.961816338011445282e+00	4.854485605291982253e+00	1.697033457111696508e+00	8.475057559830901255e+00	5.182494923726824965e+00	1.411426491339228262e+00	7.447496342719540641e-01	3.300567023313927706e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.039649286338614420e+00	5.930504225247716477e+00	6.673406668786469709e+00	1.726502648106875704e+00	4.317080925694722460e+00	3.046408723582399780e+00	9.490074961068955872e+00	6.599589108886089406e+00	-3.010164122342239068e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.893661849732554359e+00	6.743056133972823218e+00	5.711819224106367443e+00	9.566126152353175982e+00	7.168382597387264354e+01	7.847979065476984317e+00	1.011301089624670091e+01	7.063781397127591788e+00	5.303307553375564254e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.810323201242911573e+00	8.798119226928061920e+00	1.953987692722829905e+00	3.558916897849182526e+00	3.271821564050087261e+01	2.165631622436247294e+00	3.830250803213522737e+00	-3.437011498573794288e-02	-1.080762314350398128e+03
1.000000000000000000e+00	1.000000000000000000e+00	3.460719434880386913e+00	1.012850659603235037e+01	6.127255968444512035e+00	1.827918981812346244e+00	1.301928003651351595e+01	3.904165721759401464e+00	2.648455192734664010e+00	1.767090921207414178e+00	6.439525131107949107e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.712769556127916815e+00	8.148688730976738626e+00	8.001184297385174560e+00	6.524256779770539083e+00	1.096348811864418451e+02	1.775806411485564951e+01	8.370069712044621468e+00	5.584875584319838993e+00	3.382580844165410099e+02
1.000000000000000000e+00	1.000000000000000000e+00	4.050544711198056369e+00	4.059268594938019170e+00	4.948461193261310953e+00	6.578690851540167195e+00	5.591494638098026826e+01	9.075714185567759884e+00	3.652182656928376403e+00	2.443438031103453145e+00	9.809409076800506000e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.309234576150566376e+00	4.791452103770597049e+00	1.783039844003237118e+00	6.950161368787585836e+00	4.568073755147867843e+01	2.523029181608650084e+00	8.560311904685223183e+00	1.670469857032756078e+00	5.655059946233956225e+02
1.000000000000000000e+00	1.000000000000000000e+00	6.113983122723542607e+00	7.528479795452814649e+00	8.223799364453862282e+00	3.180158139596430011e+00	4.594581202287571386e+01	1.184968491591133777e+01	1.796282797776137530e+00	1.312045037726130570e+00	1.468490711605352601e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.368246978459732865e+00	3.259341087370149825e+00	2.999024054302444231e+00	9.725410073310638559e-01	7.566325922378426938e+00	4.692445566821583647e+00	2.475299075651885339e+00	1.544504338770077423e+00	3.325256642486849756e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.898932234028249511e+00	1.940399461256605118e+00	3.575123505799521872e+00	9.486380701495608747e+00	1.608276657228638555e+02	2.769337062226661317e+01	1.030154005979994913e+01	6.873839993083735500e+00	3.090315416803463222e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.454235865898238833e+00	4.167907026641036516e+00	2.415895224479338577e+00	3.105073995863947722e+00	1.381209062791206854e+01	1.783681630774394122e+00	6.720116132653623175e+00	3.951104127693749746e+00	1.667144677164501587e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.030538228503947273e+01	3.345041568838892587e+00	4.063034527140964691e+00	7.432636302602942280e+00	1.407244056288816410e+02	2.153374594943723963e+01	8.348627006375989978e+00	6.095488171056660853e+00	4.582229713042128196e+02
1.000000000000000000e+00	1.000000000000000000e+00	7.700003994161715326e+00	3.871088102121415186e+00	7.880389408800601458e+00	7.556184858188530917e+00	1.207648036696747198e+02	3.449521975067291635e+01	3.879804451430564072e+00	2.941748870930837700e+00	2.337152587459789288e+02
1.000000000000000000e+00	1.000000000000000000e+00	3.041284923305125787e+00	3.562832642250712389e+00	5.437458166886860234e+00	6.198577292471682654e+00	3.635983323611580431e+01	1.008839420504310169e+01	6.497061946443672298e+00	5.094329365648097685e+00	2.501651464079092690e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.202943422241881555e-01	1.143052156230147443e+00	2.930922589513264231e+00	3.934583676419813436e+00	8.016737867522607530e+00	3.810792155250203095e+00	6.353363349773355928e+00	4.431613225895451258e+00	-5.595490786817870088e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.338293424095017059e+00	7.722636759922567595e-01	9.242181058262797677e+00	3.334147845267930954e+00	5.921963024552579213e+01	1.275884650939425882e+02	6.751285237368595205e+00	4.648000324156530638e+00	1.925094319603026349e+02
1.000000000000000000e+00	1.000000000000000000e+00	7.441437404387499122e+00	9.895065561366553908e+00	8.823988324442636255e+00	6.194314342563627562e+00	9.850812372211242973e+01	1.384602139769154938e+01	6.750983096053913002e+00	5.253610753843148906e+00	2.154458829722263999e+02
1.000000000000000000e+00	1.000000000000000000e+00	6.992506536388491512e+00	4.841987404732138067e+00	8.877327541325055194e+00	8.392717424051992836e+00	1.373970172780059897e+02	2.635132864966939081e+01	6.212849810817085761e+00	4.478783262663394993e+00	2.502115365258262329e+02
1.000000000000000000e+00	1.000000000000000000e+00	7.545599211519109062e+00	4.784643892891780936e+00	3.206234630169269462e+00	9.783671598848863837e+00	1.529396351263595761e+02	1.095331843193574173e+01	4.703117583916747613e+00	2.973738188106028968e+00	4.051118601520050220e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.689764918642268077e+00	6.774915391857172509e+00	4.982563177406735377e+00	1.583997076792976300e+00	8.012792329554580206e+00	3.165662453474798799e+00	3.929939257338944891e+00	2.160167469044504074e+00	3.614286840360531272e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.030182743415426927e+00	2.814648568836070730e+00	1.005178754790724582e+01	2.379392700445117637e+00	2.225587468717964867e+01	2.800386666688773474e+01	7.762050650567262622e+00	5.941804732844696346e+00	8.654075889014066547e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.312511834681756806e+00	8.952250279138016964e+00	7.760358018164687621e+00	9.246489427668219463e+00	4.169245571796565031e+01	3.603178738103375078e+00	3.450145680707536577e+00	2.079362326064090993e+00	3.369187032415163685e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.333289706682020181e+00	8.459567535854700893e+00	1.612426998694581171e+00	7.838813788024860507e+00	1.375571375251932977e+02	3.509451837194675239e+00	7.068473427742118176e+00	-4.333768660541677420e+00	-2.222737083012890253e+03
1.000000000000000000e+00	1.000000000000000000e+00	6.762649890846513578e+00	1.874389959440215359e+00	1.759725765029985123e+00	8.856445821924660677e+00	1.175844850465535814e+02	1.228663706316587323e+01	3.310023121789694933e+00	1.572654889733186234e+00	4.816642760549700029e+02
1.000000000000000000e+00	1.000000000000000000e+00	3.605655496522460091e+00	4.629319506074219603e+00	4.916756900908672456e+00	2.787298868218420100e+00	2.630127563988674666e+01	8.326685491651600657e+00	6.696588262881922660e+00	4.638392066435287120e+00	9.668537124393807858e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.476740098915871435e+00	8.544264661274105777e+00	9.651772739148153590e+00	6.261007220805324458e+00	2.076874777412148276e+01	3.142733245815646725e+00	7.686046199453624439e+00	5.555075936343125242e+00	1.542846801198692930e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.510803833429384735e+00	9.160321702302873348e+00	5.894726064580373404e+00	7.392152690847748175e+00	5.743518584782793823e+01	5.348263398066578134e+00	2.753126603422145102e+00	1.980286293192009550e+00	9.357351037835931606e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.441476816287120322e+00	5.321845164207338996e+00	5.280719356587454172e+00	7.124526953490938119e+00	5.994481828432773085e+01	8.964229106857814600e+00	1.627483906382596990e+00	1.025263309673751566e+00	2.594413490036344427e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.203968336891240831e+00	6.212663599689079774e+00	2.254211559419335487e+00	4.661652519105245140e+00	7.289554132014177412e+01	4.458321837844989588e+00	2.058785058788089373e+00	4.578009252552119879e-01	1.064711255467464298e+03
1.000000000000000000e+00	1.000000000000000000e+00	6.704986000733396345e+00	2.532235428372650698e+00	7.047591127733554117e+00	9.982388042174672460e-01	1.800870271271027434e+01	3.716428252403837718e+01	6.266116675407261027e+00	4.612804726645454600e+00	1.427397055768344103e+02
1.000000000000000000e+00	1.000000000000000000e+00	8.517606140461003505e+00	1.048877866219723565e+01	7.909721248959669992e+00	5.820104445081191180e+00	1.111123730854285441e+02	1.541256306303782786e+01	9.046109862399944745e+00	6.373529946584895356e+00	3.656059279609524424e+02
1.000000000000000000e+00	1.000000000000000000e+00	5.682802716784719266e+00	2.988361105900633419e+00	4.278654415120620058e+00	2.975157035926812021e+00	3.877768986484892366e+01	1.607193216671128155e+01	1.554089821226678714e+00	1.167923039436248978e+00	1.412683414861907920e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.184941431227994002e+00	9.217152710829614293e+00	8.057560572023907852e+00	5.246758248212380238e+00	2.300503891475079143e+01	4.287442327771088912e+00	7.782654721972543044e+00	5.516870449237130991e+00	5.383226915753323283e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.456270124142112543e+00	6.953078119010374536e+00	9.084071156975136674e+00	9.535453361562364449e+00	1.430860370536722712e+02	2.149433483777145071e+01	3.965216973509197551e+00	3.059623455218320576e+00	2.153326493821836038e+02
1.000000000000000000e+00	1.000000000000000000e+00	8.246037298027042439e+00	6.128667631664733051e+00	2.857384498378009230e+00	4.411591149203520246e+00	7.526082457726663222e+01	6.072976715179849272e+00	5.256104611616535749e+00	3.059358364442364309e+00	4.806074192648790699e+02
1.000000000000000000e+00	1.000000000000000000e+00	6.091389570177666357e+00	6.092623691187076140e+00	5.753582032289658699e+00	8.177727750095124648e+00	1.111104603077177870e+02	1.210522603260960750e+01	9.292036742150488138e+00	6.433473400964651923e+00	1.707063832289667857e+02
1.000000000000000000e+00	1.000000000000000000e+00	7.998124021128778516e+00	3.466456051241586067e+00	3.257500131552158340e+00	2.231410671187714190e+00	3.941771417905214037e+01	1.833545643202827691e+01	4.079589679364714172e+00	2.757490145043835827e+00	3.040121661704485518e+02
1.000000000000000000e+00	1.000000000000000000e+00	5.479807267973877849e+00	2.543086675730537483e+00	8.210410107582591266e+00	6.861808337649220491e+00	7.444718212583998707e+01	3.527284823365796029e+01	5.362825908311114276e+00	3.656979333787646169e+00	1.300502110458862148e+02
1.000000000000000000e+00	1.000000000000000000e+00	5.857123616049347170e+00	2.734786794074575145e+00	6.200400925938079233e+00	1.003343076502661368e+01	1.195450489986839955e+02	2.351859757018164387e+01	1.114902848095759014e+00	6.400674025345018947e-01	1.319566864910844117e+02
1.000000000000000000e+00	1.000000000000000000e+00	4.714606923785936488e+00	2.559513154279797753e+00	6.382346213581369554e+00	1.766256405056043643e+00	1.982876234060325515e+01	2.523006185288457814e+01	1.518513680551855982e+00	1.335240508086645184e+00	9.446868561922369167e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.170782684103727878e+00	7.934018567554668167e+00	8.435102085254609250e+00	1.183278405118432408e+00	3.196986834104812214e+00	2.084043783336941846e+00	3.534463702803408491e+00	2.550791421038430151e+00	1.890690632920721725e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.190311909317018468e+00	4.257819514645658110e+00	4.795051084598424218e+00	4.739015666839171637e+00	1.898910653772565738e+01	3.969104849418134684e+00	1.259767626494658010e+00	8.439644674994435380e-01	1.751228508615045243e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.357924075825182042e+00	1.809765918348374747e+00	9.155819258482051026e+00	2.006550613762879021e+00	8.221088348314623317e+00	1.594160797108642136e+01	6.289969895396440691e+00	5.251840768829005412e+00	-1.104331614093772274e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.696777531890192314e+00	9.433609610095331277e+00	5.742434966543759067e+00	7.640251192602241836e+00	1.116822222647093952e+02	9.188811343180427471e+00	4.256043246926583201e+00	3.312999979825471009e+00	2.296459569184299028e+02
1.000000000000000000e+00	1.000000000000000000e+00	3.450200834322272314e+00	9.235265327879899289e+00	2.622102229291197517e+00	8.897505374633418285e+00	6.875861480651809643e+01	1.913818638930549820e+00	6.014438339760840968e+00	2.057938026819163824e+00	1.810901999831037017e+02
1.000000000000000000e+00	1.000000000000000000e+00	5.982531770368455959e+00	9.521584613321151025e+00	7.207692462391139365e+00	4.833391553521980910e+00	5.444305870854225304e+01	6.760525625921084192e+00	2.345919641525920252e+00	1.637082775477146201e+00	1.477454257712801962e+02
1.000000000000000000e+00	1.000000000000000000e+00	8.989098569045422593e+00	9.812924798811108573e+00	7.606262038534621794e+00	3.824811420136357221e+00	6.000968268172113085e+01	1.383087669616193693e+01	3.780786908091307019e+00	2.776535883881370737e+00	4.038283953683458094e+02
