G	c	dx1dt	d2x1dt2	dx2dt	d2x2dt2	m1	Fg	d1	Fc	d2	W	m2
1.000000000000000000e+00	1.000000000000000000e+00	3.705872146778074416e+00	9.313525053964157863e+00	9.541721897702590383e+00	7.142095939070084221e+00	7.012981178852062847e+00	2.192545257919246282e+01	9.514581511852068019e+00	8.734782258762258778e+00	7.235332606608001527e+01	9.680785793912484394e+00	-9.063794496450431325e+03
1.000000000000000000e+00	1.000000000000000000e+00	4.293709951797929136e+00	9.772797014642213398e+00	1.416499429865942794e+00	4.021604472783180562e+00	8.425242935842241820e+00	2.758901434009235487e+01	7.521609048592849511e+00	1.836045966292940257e+00	3.239678997056572030e+02	8.131436337924863977e+00	-9.757513926714667832e+03
1.000000000000000000e+00	1.000000000000000000e+00	5.073858756147117788e+00	9.475754585529287510e+00	4.797713583083187849e+00	1.508899877524036759e+00	7.039566463815303266e+00	2.240771851591237862e+01	9.293305095857640197e+00	1.684339757850612962e+00	3.454749670190447546e+02	6.394886197882970968e+00	-1.861204520955691260e+04
1.000000000000000000e+00	1.000000000000000000e+00	8.051030899849802580e+00	5.301710492415960374e+00	3.305941732638370212e+00	4.425836368309909119e+00	8.350039200923921712e+00	1.463812241332506225e+01	5.673123531667669361e+00	3.355550071635367892e+00	7.641408129676517547e+01	5.438962539645522121e+00	-8.625656354987755549e+03
1.000000000000000000e+00	1.000000000000000000e+00	2.941281209430843369e+00	8.823178534978829646e+00	7.639207219683402883e+00	9.577759239695735616e+00	4.444863097012087927e+00	1.328797291431308913e+01	3.437887011192600539e+00	8.886919111622299638e+00	1.428263712931495455e+01	1.383180355346818491e+00	-3.612895203300608955e+03
1.000000000000000000e+00	1.000000000000000000e+00	5.729559592663183487e+00	8.614308993862328734e+00	9.805267471867409768e+00	6.711567688635619255e+00	2.355702453998532953e+00	6.883192634619585526e+00	1.536438461624902052e+00	2.153863671883955000e+00	1.369417980917505417e+01	9.781254345675460371e+00	-1.000882967244058079e+02
1.000000000000000000e+00	1.000000000000000000e+00	6.338517666827105046e+00	3.870349481956121274e+00	3.324831453563013905e+00	6.975305774776134449e+00	7.739827171197593003e+00	9.773552438494800043e+00	7.648528617609006375e+00	7.635935510417536598e+00	3.042972853926593046e+01	4.443160488305178291e+00	-9.497705078118457095e+03
1.000000000000000000e+00	1.000000000000000000e+00	1.385138560713946143e+00	8.506376964234226179e+00	6.851650747889880932e+00	6.619905994448074260e+00	4.227402344667036793e+00	1.193081496441258160e+01	2.071416370405001928e+00	1.931099251705993947e+00	3.958463074209080901e+01	2.325938111453986323e+00	-3.935655006604030177e+02
1.000000000000000000e+00	1.000000000000000000e+00	6.474238292478956325e+00	1.285442487622848518e+00	2.834628998187981530e+00	2.742252389470006602e+00	7.083704011468747730e+00	2.989818777273757000e+00	3.730595571295323154e+00	6.616244870600814565e+00	5.153636756471316360e+00	7.054532358444159712e+00	-5.274642422912763777e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.547913776644742168e+00	6.313316915024797638e+00	6.051763990451267894e+00	4.824780057563333280e+00	3.320078059825553929e+00	7.291831367899661132e+00	5.821169802768666912e+00	4.227974509881165410e+00	3.065991029533021006e+01	3.529232829646827163e+00	-2.015121771657614318e+03
1.000000000000000000e+00	1.000000000000000000e+00	1.518169923391748943e+00	3.055249708612477022e+00	5.268344681614814284e+00	7.788792686155844969e+00	1.676145893163666578e+00	1.795661139018623897e+00	6.079080219215535763e+00	8.076218889033066617e+00	4.177718950241623652e+00	6.289535789302753699e+00	-1.784190747122678431e+02
1.000000000000000000e+00	1.000000000000000000e+00	9.544301920801379069e+00	2.057737949843783998e+00	9.693052480455110143e+00	1.882851691281291151e+00	9.859457816189237889e+00	6.801767313141013460e+00	6.364314401855618364e+00	3.153775651973549365e+00	4.284892655468517830e+01	6.243520737175806801e+00	-5.206209336001022166e+03
1.000000000000000000e+00	1.000000000000000000e+00	9.762260908022636130e+00	1.647887644737822344e+00	6.402444565392514164e+00	3.500073955087142252e+00	2.394794393842568425e+00	1.554766464050817643e+00	2.447137146913938466e+00	6.772454170055770994e+00	1.600613251808295390e+00	5.096906872217542350e+00	-2.228542649826693491e+02
1.000000000000000000e+00	1.000000000000000000e+00	8.178189386761729907e+00	7.368430792154216036e+00	4.198098739925387513e+00	3.562892309177245753e+00	1.002771160326127209e+01	2.397603915812543818e+01	4.429369507906088188e+00	3.138287455906666690e+00	1.019755466726946196e+02	8.434224404983012846e+00	-5.495937310946899743e+03
1.000000000000000000e+00	1.000000000000000000e+00	3.786261198171702258e+00	4.179706035046919510e+00	1.994193559855777620e+00	4.991458140606538585e+00	9.820588365467449066e+00	1.316982403938300372e+01	6.496218184443192989e+00	7.388991785727412775e+00	3.532225023597585789e+01	3.410119781250685378e+00	-7.424527707183387975e+03
1.000000000000000000e+00	1.000000000000000000e+00	1.953457343989032813e+00	7.503223777616204515e+00	2.360821840770822355e+00	9.837360117775578061e+00	8.236722071326262551e+00	2.025727072645162963e+01	9.668303593646218275e+00	8.778006188753092687e+00	6.817864604060045508e+01	4.969470701980289284e+00	-8.651190672861090206e+03
1.000000000000000000e+00	1.000000000000000000e+00	7.127758144473856028e+00	1.593309538023528038e+00	3.010059336382892692e+00	1.463566045771090396e+00	6.920947623996583253e+00	3.677402248076083069e+00	7.570272310546200423e+00	2.113941892042430659e+00	3.874626736164361063e+01	5.812023994027940788e+00	-3.067369919586093602e+03
1.000000000000000000e+00	1.000000000000000000e+00	5.053066466696201964e+00	3.827163051361289980e+00	3.186222295468489119e+00	5.684402216543970709e+00	6.274607173739388699e+00	7.904898908135595370e+00	9.298213196307525408e+00	8.814735858724009887e+00	2.508794519407434009e+01	6.983635613721067337e+00	-5.815795226633826132e+03
1.000000000000000000e+00	1.000000000000000000e+00	2.060980935177392670e+00	5.917033537618745065e+00	8.651293198162267828e+00	2.664883565575947522e+00	8.907843122710751516e+00	1.724565184534656836e+01	7.911325346748872001e+00	6.317986618626447282e+00	6.329910115407702165e+01	8.069386125915187336e+00	-3.392142424157786536e+03
1.000000000000000000e+00	1.000000000000000000e+00	5.480464946516740987e+00	8.189143576102035027e+00	6.120849337930944323e+00	9.748249100594145844e+00	3.598998413930504903e+00	9.738629716397248615e+00	6.302141313491496533e+00	2.159863734786048095e+00	8.630318002579713266e+01	4.565511461307576901e+00	-5.542119835230403623e+03
1.000000000000000000e+00	1.000000000000000000e+00	1.292893204440008770e+00	3.769900576853266294e+00	5.765907929740974325e+00	2.059060520105274072e+00	5.179757442119588440e+00	6.596185059085389213e+00	2.696321569983321620e+00	4.835236726132711382e+00	1.212854985395638252e+01	6.822527930826839615e+00	-1.539882116923891715e+02
1.000000000000000000e+00	1.000000000000000000e+00	9.167268028593261064e+00	6.659503612177668508e+00	2.045718638635506625e+00	4.651738309249682679e+00	6.502729244800661057e+00	1.470628789073854925e+01	7.023407773407972066e+00	2.471165214766150253e+00	1.251307357412403576e+02	2.321215524209527370e+00	-3.321047811626999464e+04
1.000000000000000000e+00	1.000000000000000000e+00	3.295609697014522776e+00	8.901099223463097232e+00	8.802672819275468186e+00	7.574128868323774633e+00	4.683879928726095265e+00	1.410541490618989968e+01	6.565866940467746993e+00	7.249993920927272129e+00	3.795237326909454367e+01	9.385070261518743351e+00	-2.632851686984753542e+03
1.000000000000000000e+00	1.000000000000000000e+00	7.000509623482214394e+00	6.640584108589420609e+00	7.446825805804834886e+00	7.293014436398060241e+00	4.851838959232567028e+00	1.054590200336082795e+01	6.386116455696234873e+00	7.840306001427210347e+00	2.602641157677420836e+01	4.449218938954786928e+00	-8.125354910986594405e+03
1.000000000000000000e+00	1.000000000000000000e+00	3.851339654010850211e+00	3.121126953591371045e+00	1.591044806052357874e+00	4.787172556409341695e+00	4.083186995473336189e+00	4.117277397775119141e+00	5.374143286435799638e+00	1.917302187399658520e+00	3.353109254919383631e+01	7.576127654339562589e+00	-8.827807288795532941e+02
1.000000000000000000e+00	1.000000000000000000e+00	5.677125461507221971e+00	1.173802812843044663e+00	7.392370849585356396e+00	4.176392411831571394e+00	6.007549792272153688e+00	2.519193354462090362e+00	5.746404804140510691e+00	5.471579469039460797e+00	7.273771163572315679e+00	1.179561525550884227e+00	-4.795003860404560328e+03
1.000000000000000000e+00	1.000000000000000000e+00	5.846786828247357626e+00	8.817464785339474531e+00	5.884642907713211635e+00	4.537051230024089499e+00	8.658420502267683005e+00	2.533223185451095461e+01	4.107221806287352450e+00	8.322641479783788654e+00	3.685002223476930538e+01	2.885654162588400684e+00	-1.024305149355927642e+04
1.000000000000000000e+00	1.000000000000000000e+00	2.685510915133111798e+00	1.175348445050774737e+00	1.721899385784052328e+00	3.403166091128118964e+00	2.714930981826013667e+00	1.133504824920011034e+00	5.598281111299599822e+00	9.509039659256920629e+00	1.809076931799158405e+00	5.388731011443798735e+00	-3.428361362297951018e+02
1.000000000000000000e+00	1.000000000000000000e+00	9.749102371070936357e+00	8.901527900857608699e+00	5.058410406924651603e+00	2.864436470261725987e+00	9.386651801043324639e+00	2.778339064276497083e+01	2.849077033084713939e+00	5.542317458794256524e+00	4.081485135850671497e+01	8.915025705497329866e+00	-2.776861377086926950e+03
1.000000000000000000e+00	1.000000000000000000e+00	7.964466123977897993e+00	5.818397430912494173e+00	5.247342161265835969e+00	5.433224093017380518e+00	7.218750422890935603e+00	1.388009544279556984e+01	8.287045892436776029e+00	9.559007685225370921e+00	3.602086556904645676e+01	5.724857604053704918e+00	-1.564707215711063873e+04
1.000000000000000000e+00	1.000000000000000000e+00	9.556550796631963607e+00	9.387732730055288854e+00	2.537130594007317441e+00	3.414547517131509391e+00	8.437379047287064893e+00	2.641899221268304387e+01	2.757959876437769964e+00	5.864587164010614195e+00	3.644874298808780821e+01	9.312619885139811871e+00	-2.353946597987136556e+03
1.000000000000000000e+00	1.000000000000000000e+00	8.968801465956184771e+00	8.291341896680968659e+00	9.524713167732883790e+00	3.492163318931106986e+00	6.037800010285389263e+00	1.633217258848828024e+01	1.936780865275085972e+00	4.672831048934023457e+00	1.842185257674804433e+01	5.362399272047790433e+00	-1.036920844063930190e+03
1.000000000000000000e+00	1.000000000000000000e+00	6.261093564639643283e+00	1.007073403150373636e+01	8.699583547295931751e+00	6.945822096809937563e+00	8.037296700636204605e+00	2.683835532802892487e+01	5.004746335099318877e+00	8.607013692408555627e+00	4.477306742828420738e+01	5.478535614897463546e+00	-9.102250528187700183e+03
1.000000000000000000e+00	1.000000000000000000e+00	9.257313077095272291e+00	4.107710726649353106e+00	6.997058394888328259e+00	9.832576945504078125e+00	1.177418860695262470e+00	1.712722009133461620e+00	6.975550718689744301e+00	5.402464950332928062e+00	5.824907160979070575e+00	2.101429217747976530e+00	-4.221262018948330478e+03
1.000000000000000000e+00	1.000000000000000000e+00	1.834882890854186321e+00	7.908744677206599683e+00	5.121302938981418862e+00	6.471298794957629497e+00	8.367915206528111938e+00	2.170671250225470672e+01	4.867445502371914756e+00	5.183657116473365356e+00	6.157758503746399725e+01	8.180241105428248005e+00	-1.490743714292905224e+03
1.000000000000000000e+00	1.000000000000000000e+00	2.706700185874164610e+00	4.712553163832994940e+00	4.706251425900301655e+00	1.650176120918255052e+00	1.304172998218537494e+00	2.212837017779090587e+00	3.425708896757346800e+00	5.474853974386950206e+00	3.263786730679699488e+00	3.266206708709440409e+00	-2.840732760677539090e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.353952422886209428e+00	5.387469761204044971e+00	6.905927128009423654e+00	1.621682727611818642e+00	8.908361599844038636e+00	1.596549490916251202e+01	6.043301343306842099e+00	8.573879592674183314e+00	3.395806501654157472e+01	9.078612672894882607e+00	-1.074222789815750275e+03
1.000000000000000000e+00	1.000000000000000000e+00	3.979445193178925422e+00	6.628815630773052803e+00	5.896106835218389186e+00	9.511221209312401115e+00	9.897886929157326819e+00	2.192615464082771837e+01	4.029861499151103033e+00	8.467314251078395415e+00	3.201739931782885407e+01	9.235590047180558315e+00	-1.920201786788355548e+03
1.000000000000000000e+00	1.000000000000000000e+00	4.523130132762015698e+00	8.908397022189925352e+00	1.604729733937716007e+00	3.784063903116669181e+00	3.639274727491499828e+00	1.067092604192203531e+01	9.429573317594430293e+00	4.531101785390395875e+00	6.545251644720569573e+01	9.470092385329543561e+00	-5.353117640616308563e+03
1.000000000000000000e+00	1.000000000000000000e+00	3.462548991471585680e+00	1.002349002899887331e+01	5.556959018562542596e+00	1.810883406759524972e+00	2.961168021732679012e+00	9.408182829194894126e+00	9.186680593617611024e+00	4.047784859556458059e+00	6.624819267077306506e+01	5.700945682501429523e+00	-5.950510042848562080e+03
1.000000000000000000e+00	1.000000000000000000e+00	8.500930927579924301e+00	7.920310933573342815e+00	8.248718011893144464e+00	6.355529905330724816e+00	7.882790549164585769e+00	2.074128402061234056e+01	5.584559982191406036e+00	5.490358917134136263e+00	6.303181646771069069e+01	7.066149377388335040e+00	-9.033277901012159418e+03
1.000000000000000000e+00	1.000000000000000000e+00	4.187767183608024801e+00	4.724705832445072140e+00	5.129287441287276650e+00	6.604262229634874082e+00	3.266530057112570162e+00	5.085087482635740841e+00	3.933306890531499178e+00	6.200960888977210317e+00	1.018710516204954430e+01	7.980307331683317962e+00	-6.007130541240771890e+02
1.000000000000000000e+00	1.000000000000000000e+00	3.507898800927281791e+00	4.801805004909677876e+00	1.535326179163405191e+00	6.819388011695189711e+00	8.811060911751427582e+00	1.390344999742428200e+01	7.641137066812714096e+00	3.057708743578235744e+00	1.021953119743816529e+02	2.095472081004808640e+00	-1.589124655863758744e+04
1.000000000000000000e+00	1.000000000000000000e+00	5.928092506286372299e+00	7.651956787068701082e+00	8.087968251409584752e+00	3.491481049403319048e+00	1.910875917711381211e+00	4.796829607125530082e+00	1.289359435735067283e+00	8.178623438174993154e+00	2.082204180589899867e+00	6.435966384402645346e+00	-1.151624273446352191e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.195528591994022172e+00	3.119813514261969623e+00	2.908686356090832259e+00	1.081078684759558817e+00	2.177746570415466376e+00	2.272467111391703209e+00	5.168764466143613845e+00	5.287355308414835697e+00	6.330221940007036530e+00	1.328453112331909436e+00	-1.202082553055982316e+03
1.000000000000000000e+00	1.000000000000000000e+00	8.103802211338843264e+00	2.018835310337958600e+00	3.253173051557007422e+00	9.749050980617365525e+00	9.920177271022112109e+00	6.527921368698727633e+00	4.094648160439353646e+00	4.009567204484462799e+00	1.914991777908021930e+01	5.500872486440833597e+00	-1.893444855320398801e+03
1.000000000000000000e+00	1.000000000000000000e+00	1.647505111762167518e+00	4.121815135361988958e+00	2.489530849179654837e+00	3.264646713551120794e+00	7.183881025627937511e+00	9.927147137261476573e+00	9.358101958167662104e+00	1.972544708264709623e+00	1.400045029847837270e+02	2.408290459165508768e+00	-7.170913780891338320e+03
1.000000000000000000e+00	1.000000000000000000e+00	9.932364168615780642e+00	3.548126234432802395e+00	3.981841314584130931e+00	7.149577466710152152e+00	8.627270772410858157e+00	1.029695268130167385e+01	1.088743997107752381e+00	3.166479723276948377e+00	1.077322936740853976e+01	2.605591997924433301e+00	-5.126049050409599204e+02
1.000000000000000000e+00	1.000000000000000000e+00	7.964034600537319264e+00	3.708955417836964141e+00	7.845002935562861879e+00	7.445341940462259167e+00	3.937314751594516604e+00	4.657028044264422739e+00	6.011648530059651385e+00	9.572613598787793165e+00	8.814552601476499660e+00	4.337020020874940762e+00	-3.771505110468575822e+03
1.000000000000000000e+00	1.000000000000000000e+00	2.834840395061740903e+00	3.004843561379300088e+00	5.629561838584157485e+00	6.494657164279379558e+00	7.174353220341807003e+00	7.380777726258843430e+00	7.644527221508854886e+00	3.745460169676175788e+00	4.502867585646443160e+01	4.944962173774546166e+00	-2.998941281575013363e+03
1.000000000000000000e+00	1.000000000000000000e+00	9.405709719753510001e-01	1.429083329794311963e+00	2.936940727155992636e+00	3.799110973969434202e+00	6.340008096738390719e+00	2.815475340433715612e+00	5.380988963299713213e+00	2.412981760615330984e+00	1.860445211579625635e+01	6.566449411986400087e+00	-1.822641709206984046e+02
1.000000000000000000e+00	1.000000000000000000e+00	8.356228522088253285e+00	1.048935753035837637e+00	8.901186523673269235e+00	3.443448788623973744e+00	6.465346322132626611e+00	2.553277338276143560e+00	1.810275015959837530e+00	5.175164523222998803e+00	2.662255821168751702e+00	1.698278297965976513e+00	-4.873869154447137362e+02
1.000000000000000000e+00	1.000000000000000000e+00	7.397105257301268999e+00	9.793185227200195797e+00	8.856212609985760764e+00	6.373884247726932628e+00	7.080960559119136910e+00	2.342758400155402043e+01	9.782605470349926335e+00	3.769099357703589170e+00	1.834265304322790087e+02	5.579962065318937903e+00	-3.567417911867568910e+04
1.000000000000000000e+00	1.000000000000000000e+00	7.487955179795513949e+00	4.822199235382022664e+00	8.834320985870846243e+00	8.705162885003518980e+00	6.161301313530989532e+00	9.918104906306870916e+00	5.735661892136086237e+00	1.267332723143414164e+00	1.291290928788185397e+02	2.618516643765386398e+00	-1.097710407152317021e+04
1.000000000000000000e+00	1.000000000000000000e+00	7.988090340385232579e+00	4.474898502356349894e+00	3.131874211964923216e+00	9.604645151108345047e+00	4.924534280868909875e+00	7.189031053804699312e+00	6.556142929943580278e+00	3.822935199972325115e+00	3.660911174528474987e+01	6.149964320464156309e+00	-4.712522325679014102e+03
1.000000000000000000e+00	1.000000000000000000e+00	1.660366122750109419e+00	7.190552018293256076e+00	5.214834645954002923e+00	1.966457505741264322e+00	3.444184507985177834e+00	8.331977798219051934e+00	3.131028812756125213e+00	5.980751431988815092e+00	1.279770282076174581e+01	6.765170299396227271e+00	-2.716220714795979916e+02
1.000000000000000000e+00	1.000000000000000000e+00	4.392421792104600264e+00	2.967490634059987809e+00	9.922881136879597719e+00	2.330494584491195731e+00	7.910257099005276515e+00	7.840885262589113225e+00	5.309709951802401129e+00	6.032391384923702304e+00	2.083870824875836192e+01	5.929711528973699686e+00	-1.869068358056157876e+03
1.000000000000000000e+00	1.000000000000000000e+00	1.924982796729044709e+00	9.535934498812006055e+00	7.950854417009754371e+00	9.390703530577132696e+00	2.950705490718319890e+00	9.667720020915689716e+00	4.836093761599139285e+00	4.247432816698918145e+00	3.377409509348159844e+01	7.586518232584393395e+00	-6.498307753783268481e+02
1.000000000000000000e+00	1.000000000000000000e+00	8.842031529867034223e+00	8.109348137502728093e+00	1.238327140633799450e+00	7.502815375018240474e+00	7.340441914059038453e+00	1.966089318655623686e+01	1.718503460978358488e+00	4.988935585708518694e+00	1.973906806079727971e+01	3.967615995554230501e+00	-1.450848495634895471e+03
1.000000000000000000e+00	1.000000000000000000e+00	6.588350085946637513e+00	1.756249562223198613e+00	1.639355365845740486e+00	8.988653418651750826e+00	3.168791880964582752e+00	1.677937429897204957e+00	1.873050267837833349e+00	9.552742250589048467e+00	8.422574350929230569e-01	7.790012035260086343e+00	-6.439097208788697912e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.890556972540431424e+00	4.765982862448630009e+00	5.230536077808097595e+00	2.790186130395319708e+00	6.638217215374315749e+00	1.040680800497093372e+01	8.597919263570684478e+00	4.437733161434969098e+00	6.150373836594435772e+01	4.952854013948395639e+00	-7.559026087427599123e+03
1.000000000000000000e+00	1.000000000000000000e+00	1.543504709444681655e+00	8.845337706574737169e+00	9.022216209188121283e+00	6.263647359002392001e+00	7.751348361743901627e+00	2.283470564599686625e+01	3.142955518000166926e+00	3.343988272149447383e+00	6.500492681612000467e+01	5.251467688456144423e+00	-8.546183334648416121e+02
1.000000000000000000e+00	1.000000000000000000e+00	3.813858933896321801e+00	9.507182839085594139e+00	5.883820021398149969e+00	7.336681973016505154e+00	2.989989363634603770e+00	9.222407251524538552e+00	2.709714243297602465e+00	3.170822596316533293e+00	2.455198657521130912e+01	6.851245841871310915e+00	-4.972763512214096977e+02
1.000000000000000000e+00	1.000000000000000000e+00	3.982800801720546069e+00	5.199390602977503661e+00	5.481856785104876728e+00	7.093071345911186043e+00	1.614892450004215663e+00	2.598630620334556163e+00	5.483925069534457464e+00	5.181068493487892113e+00	8.668720746703687752e+00	1.208580193787555768e+00	-3.388625226512866448e+03
1.000000000000000000e+00	1.000000000000000000e+00	7.659653637797593007e+00	6.475959822910871466e+00	1.876866507038503995e+00	4.702950638456990795e+00	2.150504921970718630e+00	4.805671359758817651e+00	7.955721213297891836e+00	7.881810536466440809e+00	1.377261606813042505e+01	6.870266044888224677e+00	-3.831507496445430661e+03
1.000000000000000000e+00	1.000000000000000000e+00	6.814974487324806596e+00	2.512486977655560061e+00	6.959623297551669197e+00	1.143711031454483829e+00	6.493858945768835156e+00	5.325220916667582571e+00	1.556715418916962745e+00	2.863472866363365288e+00	8.633890463162916973e+00	6.531566582397859477e+00	-2.141851753067736297e+02
