G	c	dx1dt	d2x1dt2	dx2dt	d2x2dt2	d1	d2	Fc	p	W	Fg	m1	m2
1.000000000000000000e+00	1.000000000000000000e+00	7.302867924067312444e+00	6.151497780349131084e+00	3.345492443851401543e+00	5.279034435961825977e+00	7.669315271599867145e+00	8.963467753609361921e+01	2.633847629322315697e+03	5.635143912087910323e+00	3.608828366233055807e+00	1.184647740839599948e+02	6.158713522722047529e+00	1.696939812761333087e+04
1.000000000000000000e+00	1.000000000000000000e+00	2.618675592787037321e+00	9.904838547249271485e+00	7.790350453858714275e+00	9.107302203433235377e+00	4.710100078597689865e+00	-1.131961163179957310e+02	-1.619451507914798640e+04	3.374613097230178660e+00	8.385187317515038430e+00	-1.425110788247680830e+03	8.456260742374805961e-01	-2.140957892729795640e+04
1.000000000000000000e+00	1.000000000000000000e+00	5.473992622828981247e+00	8.448894380260444592e+00	9.998412498287308381e+00	7.003453859253698788e+00	2.117752639535297909e+00	2.096298968218779279e+01	2.758343027323933256e+03	1.181978629019552862e+00	1.796109234194467996e+00	9.609807256993325097e+01	1.037742605818571029e+01	1.703542413685212068e+03
1.000000000000000000e+00	1.000000000000000000e+00	6.777229110798207223e+00	4.100533516780296317e+00	3.087494191404592581e+00	6.215197699778112650e+00	7.462717856064816857e+00	-2.628699858110055132e+01	-1.209869447245854417e+03	7.647670906103368083e+00	7.683062437373531672e+00	-8.311140197722092182e+01	3.599608978521558367e+00	-5.804636377817188986e+03
1.000000000000000000e+00	1.000000000000000000e+00	1.194143437192823010e+00	8.536048190040430583e+00	6.429797321685168932e+00	6.109922476122352286e+00	3.954988386374362008e+00	3.702782053621545799e+01	3.257420522973422521e+03	2.409978515298146995e+00	2.408144197467749770e+00	1.060022684829939692e+02	2.108321338444858917e+00	4.946309296028489371e+03
1.000000000000000000e+00	1.000000000000000000e+00	6.232191714574908836e+00	2.175116854457721960e+00	3.001619393718574891e+00	3.095462773243795152e+00	6.614900345197246345e+00	-2.041084059525728023e+01	-3.709048354588513234e+02	2.407341566430347690e+00	6.967688540833448130e+00	-4.359550554485930718e+01	7.305922197918828687e+00	-1.852909781643097631e+03
1.000000000000000000e+00	1.000000000000000000e+00	2.596756468984631638e+00	5.591685846968204920e+00	6.275240371043508070e+00	4.726894155720706259e+00	3.608451448048395793e+00	2.367911241957386892e+01	1.339937738253878933e+03	5.611990924005561432e+00	4.179268815678597981e+00	4.181793044863594133e+01	3.941449404795545064e+00	2.238104628132538892e+03
1.000000000000000000e+00	1.000000000000000000e+00	8.395879466367462962e-01	2.943590305505957794e+00	5.335535190300481290e+00	7.158024745447904458e+00	1.704615372992150490e+00	-3.997250176256847087e+00	-3.531143594753294224e+02	5.878637155589541585e+00	8.218616523103094096e+00	-2.196829253408898097e+01	6.505357751697557589e+00	-3.426979055810741670e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.056873175633303497e+01	2.596577317736250556e+00	9.811268417048381707e+00	1.917099028248854031e+00	1.041520063328118617e+01	2.304995717446579420e+02	8.564076195791913051e+03	7.678628827649919941e+00	3.167809110524604677e+00	1.022855981482004495e+02	6.807256406866218690e+00	2.738931384444106516e+04
1.000000000000000000e+00	1.000000000000000000e+00	1.019623487062637324e+01	2.145160375274130171e+00	6.664561895318695584e+00	3.976463591737623204e+00	2.449482749378075752e+00	-6.221430697902302853e+00	-3.225310405357547552e+02	2.968148535313544834e+00	6.189061654866267581e+00	-4.017739599552056973e+01	4.857416726543621444e+00	-4.686379731997719205e+02
1.000000000000000000e+00	1.000000000000000000e+00	7.895741359538678950e+00	7.242784123733120083e+00	4.629787472560955131e+00	2.703596171692929317e+00	9.668751642202199292e+00	2.792522887194484227e+01	7.358934541177166011e+02	5.240596408481948743e+00	3.273151515210447116e+00	3.278979843723501375e+01	9.268788414620075855e+00	6.078862148642193461e+03
1.000000000000000000e+00	1.000000000000000000e+00	3.136623378831783882e+00	4.833439004646357340e+00	2.198007013527741638e+00	5.833636125870375722e+00	1.021736817769906835e+01	-1.060400458432469293e+02	-2.162952864166008567e+03	6.860940473380408022e+00	6.854344398277911310e+00	-2.963796038970714903e+02	3.575184721883839067e+00	-2.357497617951215943e+04
1.000000000000000000e+00	1.000000000000000000e+00	1.316082627050231491e+00	7.652788570381845012e+00	2.415183550887917363e+00	1.013352026725579691e+01	7.146352680678980995e+00	-6.145209516265757088e+01	-2.939607568776591052e+03	9.773552701161262846e+00	9.197254989385296398e+00	-2.741084269720648194e+02	5.430178228575724297e+00	-2.123928749812500246e+04
1.000000000000000000e+00	1.000000000000000000e+00	7.475659857582826362e+00	1.651460252855919908e+00	2.736938244830937617e+00	1.928516279736531391e+00	5.528546780000759497e+00	-1.146844405321876138e+03	-1.123546006252520965e+04	7.748463528179721393e+00	2.214726999384721395e+00	-2.706347194414676665e+02	6.033435945592418470e+00	-8.242989621637004893e+04
1.000000000000000000e+00	1.000000000000000000e+00	4.414523291849919318e+00	4.225388930369954110e+00	4.023933544018582609e+00	5.667580713032165818e+00	5.335385001501130375e+00	-3.217256866136428783e+01	-1.146947764906640032e+03	9.919517820951440967e+00	7.622084071934935423e+00	-8.744845454189066913e+01	7.235114971398791894e+00	-5.294299882266470377e+03
1.000000000000000000e+00	1.000000000000000000e+00	1.963400494968074561e+00	5.821544613989500405e+00	8.035443879542365053e+00	3.560068244493891143e+00	8.607799391465359662e+00	2.308553460276756653e+01	1.028534380008357175e+03	8.820054987281055858e+00	6.874795450232326743e+00	2.730992565481892598e+01	7.521001121352857588e+00	4.301032762404222922e+03
1.000000000000000000e+00	1.000000000000000000e+00	4.541466813852282236e+00	8.144469772258945639e+00	5.939031607881929631e+00	1.025703042901438877e+01	3.818186334545794036e+00	-3.925003397046958042e+01	-4.722875675743134707e+03	6.491163443727146820e+00	1.860020659355470007e+00	-7.065717965472049400e+01	4.050296942390801291e+00	-6.048829525439624376e+03
1.000000000000000000e+00	1.000000000000000000e+00	1.602446718666373116e+00	3.430789730942138238e+00	5.429425505564361210e+00	1.820748850251191042e+00	3.754153797412209670e+00	1.700537776751063390e+01	3.006004933185432719e+02	2.386458915933839187e+00	4.518876656513308276e+00	3.537084803258705534e+01	6.525358661431205576e+00	1.276023750240975005e+03
1.000000000000000000e+00	1.000000000000000000e+00	9.497120720631725632e+00	8.264920161839434343e+00	1.024057225475379251e+00	5.042412486978177455e+00	6.568185698095684089e+00	3.745426456251482961e+01	6.539300414183462635e+02	7.507409026984522171e+00	2.967733094433373964e+00	3.640646555577274057e+01	2.630212377493179599e+00	5.904645316234789789e+03
1.000000000000000000e+00	1.000000000000000000e+00	3.229125452243780892e+00	8.710432773751207947e+00	8.936620378496153094e+00	7.244088367401922746e+00	4.507577598449624467e+00	5.887189573742215742e+01	7.853679402264914643e+03	6.142349499963176918e+00	7.214320081063353207e+00	2.382055021810060111e+02	9.079434745647764871e+00	9.664424341265188559e+03
1.000000000000000000e+00	1.000000000000000000e+00	7.067460078189609085e+00	6.948458735520428142e+00	7.393094663589191207e+00	7.189280911981436262e+00	4.921980638080779791e+00	-8.371658486502225571e+01	-9.270270144975636867e+03	6.636401918066099803e+00	8.154792262248029999e+00	-3.830290872262130506e+02	4.289385203879206188e+00	-1.314091498624129417e+04
1.000000000000000000e+00	1.000000000000000000e+00	4.236079300761663724e+00	4.158488075135749362e+00	1.626616132317299845e+00	5.598501633167076719e+00	2.933512033732361246e+00	-1.891316586530655997e+01	-2.949490636201392135e+02	5.781853806736970469e+00	1.596757611538071941e+00	-2.607058592526356477e+01	7.526892721057022229e+00	-1.448676081000897739e+03
1.000000000000000000e+00	1.000000000000000000e+00	5.770822767339510051e+00	4.725754257973577843e-01	7.271774297962039668e+00	4.328530957355217090e+00	7.502608473501077846e+00	-1.020106239652911562e+01	-6.909404217900753338e+02	5.698616994372093458e+00	5.992437025192595357e+00	-1.903850378105240182e+01	1.940402373330166519e+00	-1.169355225261503392e+03
1.000000000000000000e+00	1.000000000000000000e+00	6.343014284604123532e+00	9.170895797803698457e+00	6.307777081468834979e+00	4.936618984948160538e+00	8.672877158133559305e+00	2.776026114875013207e+01	1.396705542067101987e+03	3.513581953631697008e+00	8.438898148467169236e+00	1.307847228556425421e+02	3.168652226212782530e+00	6.106679712281622415e+03
1.000000000000000000e+00	1.000000000000000000e+00	2.031545059335963188e+00	1.204310471578441621e+00	2.222242621894236603e+00	4.011648341304640653e+00	2.150764473003247357e+00	-5.950025175859845916e+00	-1.021607929520064602e+02	5.424439254530946108e+00	9.645733107418907437e+00	-2.860385865281990903e+01	4.603210503416962140e+00	-2.438625299510752029e+02
1.000000000000000000e+00	1.000000000000000000e+00	9.931222672138256158e+00	9.870752196332086115e+00	4.516625226054690856e+00	3.144770270389780187e+00	9.480403346729916692e+00	1.879584393835851230e+01	5.581629073975391293e+02	2.604409033963805520e+00	5.524547887310624183e+00	4.782457971361429827e+01	8.989567742328002709e+00	4.158252095270891004e+03
1.000000000000000000e+00	1.000000000000000000e+00	8.080897275594178808e+00	5.254625906680557179e+00	6.337024825502481917e+00	4.908235985300287929e+00	8.016020509194706989e+00	1.935057001371731928e+02	1.107704507165510768e+04	7.668549719338336956e+00	1.043907192629787239e+01	6.021092209355110754e+02	5.583228349571989213e+00	3.549740409843924135e+04
1.000000000000000000e+00	1.000000000000000000e+00	1.010604185989685178e+01	9.033118261445773456e+00	2.359354563942388516e+00	4.316117731434448324e+00	7.708627688228384400e+00	1.814122923034976864e+01	3.748487939120984720e+02	2.460173273704298058e+00	6.838680601514630197e+00	6.759563438912823585e+01	9.246877394046844501e+00	3.783843292147735156e+03
1.000000000000000000e+00	1.000000000000000000e+00	9.069884878058898536e+00	8.161284429095340798e+00	9.835724784318019331e+00	3.866564896406420537e+00	5.191505026769523745e+00	1.562936852894739204e+01	1.100299241976038275e+03	9.681229182221799956e-01	3.348940865989335158e+00	8.018487060392702404e+01	5.354516311888418478e+00	2.370443179347290425e+03
1.000000000000000000e+00	1.000000000000000000e+00	6.328405121731828231e+00	9.706857248580885056e+00	8.749341691763151019e+00	7.228459857912251429e+00	7.951354606112895240e+00	4.447607715267998429e+01	5.252456463079589412e+03	5.250517693060201552e+00	9.137745262298469839e+00	2.583397818235243335e+02	6.015391603218220418e+00	1.190816697700738951e+04
1.000000000000000000e+00	1.000000000000000000e+00	8.995330693132977729e+00	3.900903046958458908e+00	7.079572387188544091e+00	9.747083682582820430e+00	1.127990530022212168e+00	-3.061285259511229206e+00	-4.014302624660555807e+02	7.107643692560909443e+00	4.849489284175082737e+00	-1.097203002080260781e+01	1.643200593269835919e+00	-1.451578552348194648e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.603531538906362464e+00	9.033141424358671401e+00	5.468125229014093591e+00	7.034031158670691397e+00	8.751832928118561838e+00	8.187148060274623163e+01	5.505104546749708788e+03	5.085218320999407737e+00	5.524375567215437322e+00	2.708277883759315046e+02	8.332807147484258437e+00	2.120117229254467384e+04
1.000000000000000000e+00	1.000000000000000000e+00	1.488606548984201083e+00	4.688054053669284293e+00	5.433818794666428253e+00	2.729452942463875154e+00	2.164834059206774963e+00	2.742423576341942226e+00	8.305328004404573505e+01	3.279076794594275590e+00	4.445795800380166973e+00	4.687567523414691628e+00	3.377926946615571246e+00	2.282278890235019730e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.683706881923288323e+00	4.882347852146543765e+00	7.287824941562970338e+00	1.477065212673780437e+00	9.434082779663517826e+00	1.765184325022602962e+01	4.024407138776796273e+02	5.885262020331728294e+00	8.840417723248936710e+00	1.946876204817309386e+01	8.978268459638723442e+00	3.453637213022912420e+03
1.000000000000000000e+00	1.000000000000000000e+00	3.916941371757801882e+00	6.430576777213880213e+00	5.774519590778963263e+00	1.013955814215399087e+01	9.171798932451649122e+00	-5.521084681544662942e+01	-6.230601376049546161e+03	3.668246616860817433e+00	8.032579092480650829e+00	-5.412968761085459164e+02	8.856468463086635268e+00	-2.270646129283458504e+04
1.000000000000000000e+00	1.000000000000000000e+00	4.398719001997453582e+00	9.088341510509616583e+00	1.513938651210898545e+00	3.694224344112788661e+00	3.063216252060363853e+00	8.010704262731817238e+00	1.074831861128366484e+02	9.672954982308725747e+00	4.382091394195387402e+00	4.891962455242563124e+00	9.086340252697011621e+00	7.182122456079625863e+02
1.000000000000000000e+00	1.000000000000000000e+00	3.263901810553236249e+00	1.004443406176696740e+01	5.301382443560780366e+00	7.469523331392824428e-01	2.458036805044256923e+00	3.886124150685251077e+00	8.570317559704990629e+01	8.558870718730133831e+00	3.764649034377614445e+00	7.418491847124010441e+00	5.457396909883831526e+00	5.637815182798883598e+02
1.000000000000000000e+00	1.000000000000000000e+00	8.428407125950425183e+00	7.593319904964413780e+00	8.652536275730168924e+00	5.631333592267896648e+00	8.311866047855440698e+00	7.446694760489607745e+01	7.775134016250160130e+03	5.567300949349921702e+00	5.027772820946548649e+00	2.273459184282610863e+02	7.487834280095371220e+00	1.804015682540111811e+04
1.000000000000000000e+00	1.000000000000000000e+00	4.469783967830219140e+00	3.854201654077356487e+00	5.458882161617542472e+00	6.842523867583321540e+00	3.607706721950052930e+00	-2.024840637929557019e+01	-1.382790718760925756e+03	3.603298087656904958e+00	5.770137959497246172e+00	-1.112836093807877376e+02	7.815242744903030392e+00	-1.877920047314117483e+03
1.000000000000000000e+00	1.000000000000000000e+00	3.098110844349276416e+00	4.764096686521150481e+00	1.278703929364089387e+00	7.383486378213838464e+00	9.477214073087763424e+00	-4.946583898327955353e+01	-1.064806297149732700e+03	8.598283908107234197e+00	2.928523971903921996e+00	-6.870864477768556355e+01	2.126178144725926256e+00	-1.326419235596263388e+04
1.000000000000000000e+00	1.000000000000000000e+00	5.957345657773558401e+00	7.595073444501444726e+00	8.808955978489596106e+00	3.736333660785647659e+00	2.229584867704873741e+00	4.491399278453111599e+00	3.075823069869825304e+02	1.619418916673685871e+00	8.061860585953851910e+00	6.642948590482959048e+01	5.790637725473531283e+00	2.917349475070154767e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.458160642450760047e+00	2.789542004752188831e+00	3.405189426109039186e+00	1.552338087748549755e+00	1.791816503280112549e+00	4.848390177925165467e+00	2.334886431878199886e+01	5.272676682790083724e+00	5.554121504717675073e+00	-8.870421506476866114e+00	1.055315520912834426e+00	1.939949372437277191e+02
1.000000000000000000e+00	1.000000000000000000e+00	7.703573412189232528e+00	2.706228435980510660e+00	4.334464041370811316e+00	1.108698910184138953e+01	9.705167696325792903e+00	-1.492205793718830975e+01	-9.272816637423618431e+02	3.420126269157178100e+00	5.018594669566518895e+00	-8.044551687037800036e+01	5.600601468937895788e+00	-6.044814456127744961e+03
1.000000000000000000e+00	1.000000000000000000e+00	1.943666679556335763e+00	4.511246055090953000e+00	2.046242323642806227e+00	3.544071229712710380e+00	6.268521268182678519e+00	5.626496491136249745e+01	8.573142785491645554e+02	8.536771778313447356e+00	1.446309339414547868e+00	2.115021202462212457e+01	1.503064459211566284e+00	7.336347131632193850e+03
1.000000000000000000e+00	1.000000000000000000e+00	1.007624250684158795e+01	3.660152476143261779e+00	3.916613935095890842e+00	6.940824231043229098e+00	8.964131904406180240e+00	-2.680920353946648405e+01	-1.418646411987070678e+03	1.380032217199062439e+00	3.218533173279450210e+00	-2.561821739696377449e+02	3.204418708557871476e+00	-6.902621211535210932e+03
1.000000000000000000e+00	1.000000000000000000e+00	7.517778372921824825e+00	3.466103770014470342e+00	7.702258238861158901e+00	7.291111378151194700e+00	3.577952863504189285e+00	-1.160892432172651567e+01	-1.289767848710789849e+03	6.962185443443555499e+00	9.963836435543914405e+00	-6.645576051883466562e+01	3.968760991854986209e+00	-1.270044681755773354e+03
1.000000000000000000e+00	1.000000000000000000e+00	2.145415086408350991e+00	4.066580574550258120e+00	7.112151795341954852e+00	7.375154571420108773e+00	7.755222647547889814e+00	-2.051630962576567541e+01	-1.545781576120771888e+03	7.890331438831281297e+00	3.360275585194216763e+00	-3.642358990181208611e+01	5.833605314537770425e+00	-3.860031037776204812e+03
1.000000000000000000e+00	1.000000000000000000e+00	6.101584680628278079e-01	7.365874881258522855e-01	2.849366202621129496e+00	3.129106888663607311e+00	6.675155087729329750e+00	-1.381094300098932770e+01	-3.153462158762564513e+02	5.461329432734523870e+00	1.291828481373643145e+00	-8.947666033980297584e+00	6.832879692353775347e+00	-1.089560253718325157e+03
1.000000000000000000e+00	1.000000000000000000e+00	8.412423019547929925e+00	8.846012853226705719e-01	9.599054586593068095e+00	4.110020264712135329e+00	7.483969325573077924e+00	-1.303920178016834441e+01	-8.116377192367614271e+02	1.872725766065002739e+00	4.107450023624714674e+00	-6.103926552379930826e+01	6.898019024704580282e-01	-1.243873322301573580e+03
1.000000000000000000e+00	1.000000000000000000e+00	7.320619593146113324e+00	9.637842099042389421e+00	9.487599307209375610e+00	6.387766747076260465e+00	7.371452785215376835e+00	3.294044790994738747e+01	3.703884103781761041e+03	9.808670390742577183e+00	2.555892257994673678e+00	3.560468038917108657e+01	5.681462788812520870e+00	7.466524625935596305e+03
1.000000000000000000e+00	1.000000000000000000e+00	8.315498931045986808e+00	5.016274645433185242e+00	8.788854825459575082e+00	8.344695546260611607e+00	6.396695069946084722e+00	-2.091677180381532608e+01	-3.332140997733259610e+03	5.773648812276556797e+00	2.154222883929928223e+00	-1.561214546247038015e+01	2.473758872687450872e+00	-5.282497644513728119e+03
1.000000000000000000e+00	1.000000000000000000e+00	7.742731537033616718e+00	4.826600344185258074e+00	3.179817042789218284e+00	8.735583413244814466e+00	4.762144556418654417e+00	-1.456799307371378660e+01	-7.812438821206275179e+02	6.151785571699616817e+00	4.242393899264316204e+00	-3.852933184720458115e+01	6.320666636007914896e+00	-2.712911438003667172e+03
1.000000000000000000e+00	1.000000000000000000e+00	1.185194137256783797e+00	6.373268262789153482e+00	5.349816734702186771e+00	2.754653183105651770e+00	3.273827813941180942e+00	6.039830191184089259e+00	1.008729974317381561e+02	2.595371511985210766e+00	6.308211551077356205e+00	-1.969237514285882895e+00	7.600194338743982314e+00	5.955014260773793922e+02
1.000000000000000000e+00	1.000000000000000000e+00	4.581791425116797711e+00	2.583425770725350290e+00	1.055944411325549126e+01	1.929335211090241975e+00	7.776345669601493427e+00	7.415070277670150745e+01	3.435818989324467111e+03	5.411410093190770709e+00	6.499275706528885976e+00	9.811228928816800021e+01	6.386932614763153104e+00	8.704217917618689171e+03
1.000000000000000000e+00	1.000000000000000000e+00	1.512401663990777356e+00	9.798682207771978625e+00	7.853136827230280836e+00	9.536385202513857351e+00	3.580682593826637117e+00	1.230238690437481182e+03	1.858684178424986021e+05	5.681661329716794384e+00	3.895986911515228357e+00	5.055582203130496964e+03	7.524091874250972367e+00	1.569733267856536258e+05
1.000000000000000000e+00	1.000000000000000000e+00	8.339906697453344009e+00	7.707073713493853617e+00	9.636864763431292058e-01	7.101148198024747948e+00	6.496607664911687507e+00	2.531073266357750526e+02	4.776730106421467099e+03	2.100355603306376828e+00	6.278530355937948393e+00	2.911015330897094373e+03	3.274364887588431916e+00	6.371271303797967266e+04
