G	c	dx1dt	d2x1dt2	dx2dt	d2x2dt2	d1	d2	Fc	p	W	Fg	m1	m2
1.000000000000000000e+00	1.000000000000000000e+00	9.694427723579018163e+00	1.692375309540953054e+00	6.471387949843951937e+00	3.508207464370043827e+00	2.401337917346132222e+00	-6.909019548813467360e+00	-3.134723689933792912e+02	2.495244616393812009e+00	6.752013884781017161e+00	-3.283472995146016871e+01	5.012913709240433668e+00	-2.496054679868279607e+02
1.000000000000000000e+00	1.000000000000000000e+00	8.273168697955439299e+00	7.256931302265111405e+00	4.138087295987579850e+00	3.485723021867978666e+00	9.904632229030905677e+00	2.815071488788682075e+01	8.141758638909063848e+02	4.414343811345502466e+00	3.118303976633400421e+00	3.470833942854121545e+01	8.522841848273932541e+00	6.357663798359416433e+03
1.000000000000000000e+00	1.000000000000000000e+00	3.742276386210862782e+00	4.058975069676276526e+00	2.027683574820559276e+00	4.888347766004292438e+00	9.792645027900871213e+00	-1.056663081108252129e+02	-2.093894458281602056e+03	6.550464403176370354e+00	7.417858483546800663e+00	-2.925328294165163925e+02	3.383523893180268249e+00	-2.359502155636343741e+04
1.000000000000000000e+00	1.000000000000000000e+00	1.878804810975499118e+00	7.529636111094080597e+00	2.360275842361588161e+00	9.823433556176583537e+00	8.138222674480438457e+00	-6.141001257718792061e+01	-2.848717719731191664e+03	9.725691022260448904e+00	8.869609103517936077e+00	-2.748244900448374892e+02	5.032846693851781517e+00	-2.105538556730838172e+04
1.000000000000000000e+00	1.000000000000000000e+00	7.153086037758752624e+00	1.584871179316997170e+00	3.028334915017640849e+00	1.602463612372431401e+00	6.932351501191698517e+00	-1.147336145089597267e+03	-1.116911569469769165e+04	7.537418305244276695e+00	2.149181122144438572e+00	-2.614944464803491542e+02	5.838437631273759365e+00	-8.257820008657751896e+04
1.000000000000000000e+00	1.000000000000000000e+00	4.960757240757966535e+00	3.839904798694006249e+00	3.258611305189540452e+00	5.668728948841164517e+00	6.189360261691257747e+00	-3.219725231990268099e+01	-1.189507700120041818e+03	9.299456771707539815e+00	8.805805945636283383e+00	-8.635401043166240242e+01	6.980057584103170676e+00	-5.009212129009924865e+03
1.000000000000000000e+00	1.000000000000000000e+00	2.097566580236287059e+00	5.860159163620603628e+00	8.669810113466391854e+00	2.621843327225777731e+00	8.791366381108288053e+00	2.298063982641256331e+01	1.039797490614393155e+03	7.856834321496672935e+00	6.344856040568896738e+00	2.429931494417192539e+01	8.053362285824956501e+00	4.034550482247816490e+03
1.000000000000000000e+00	1.000000000000000000e+00	5.455698722975624193e+00	8.111447786036587004e+00	6.043660044153667421e+00	9.738497690545536045e+00	3.599682343963987563e+00	-3.973721011414595949e+01	-4.681773209305095406e+03	6.324490673420194220e+00	2.145571031535749462e+00	-6.545275155165006709e+01	4.558423002384055067e+00	-5.992721078887302610e+03
1.000000000000000000e+00	1.000000000000000000e+00	1.309668581992053271e+00	3.866261861876828299e+00	5.699530410124714841e+00	2.019899697989236298e+00	5.212494011586549902e+00	1.658962734075338474e+01	3.822746944404742067e+02	2.728933124870140059e+00	4.841262266319483309e+00	2.973433375446827043e+01	6.810115614388564609e+00	1.406863539670394630e+03
1.000000000000000000e+00	1.000000000000000000e+00	9.184293188583403378e+00	6.627359589842353849e+00	2.034755119052995109e+00	4.631533312974777772e+00	6.570841667719904855e+00	3.701897849418050157e+01	6.976405464388456039e+02	7.002159340852370129e+00	2.446405438140665467e+00	3.003920209049700674e+01	2.359551351432164434e+00	5.993128951860911911e+03
1.000000000000000000e+00	1.000000000000000000e+00	3.326680114920141484e+00	8.969225894680596056e+00	8.739178765823655937e+00	7.642755967442136367e+00	4.705550101785274109e+00	5.859664921716910868e+01	7.827782236750697848e+03	6.610334206714201244e+00	7.299410951248403556e+00	2.473136567906359176e+02	9.393841744480512901e+00	9.805612566715091816e+03
1.000000000000000000e+00	1.000000000000000000e+00	6.969588885383549481e+00	6.535605541267059948e+00	7.507073946638051609e+00	7.345048618244814698e+00	4.854995559453581855e+00	-8.430633400209367778e+01	-9.290646828075607118e+03	6.419032628334461421e+00	7.819882826554933608e+00	-3.772254322191500364e+02	4.449409542735532241e+00	-1.338884585490323116e+04
1.000000000000000000e+00	1.000000000000000000e+00	3.799070089488721713e+00	3.091625934967685119e+00	1.612239258586243285e+00	4.807855768518073170e+00	3.976817031359952903e+00	-1.837177180961480616e+01	-2.844252480380487214e+02	5.397301470287982461e+00	1.957918763178705834e+00	-1.605532762018165727e+01	7.565731007941153052e+00	-1.557723835100026008e+03
1.000000000000000000e+00	1.000000000000000000e+00	5.676710077007673938e+00	1.227503683027489911e+00	7.377606258661209893e+00	4.116921000910968687e+00	6.076913141211639946e+00	-1.119087345451274906e+01	-6.800918779916770518e+02	5.754753193187121418e+00	5.551473508484923158e+00	-2.236152600062233731e+01	1.186496875669352580e+00	-1.185387486563642369e+03
1.000000000000000000e+00	1.000000000000000000e+00	5.935438532087236041e+00	8.825796928704855659e+00	5.883521584235315238e+00	4.580269574701635982e+00	8.655939393311928853e+00	2.728720682817900922e+01	1.472234168440051462e+03	4.004647700368995977e+00	8.338131160335203518e+00	1.297883429064964673e+02	2.832969956309771220e+00	6.302246173520605225e+03
1.000000000000000000e+00	1.000000000000000000e+00	2.658072170068312534e+00	1.192128212331211579e+00	1.732454107764746176e+00	3.381084464002559908e+00	2.805448886478007609e+00	-5.877028313428717787e+00	-6.908847499799990999e+01	5.676371156260723083e+00	9.430263876042200621e+00	-1.656603066512217026e+01	5.376159136566185381e+00	-2.341482276056130445e+02
1.000000000000000000e+00	1.000000000000000000e+00	9.718934711417459127e+00	8.869517512803295034e+00	5.127073240263238851e+00	2.842544125401413435e+00	9.409168660727365463e+00	1.831380225166267195e+01	5.333713841454939484e+02	2.782991664696099487e+00	5.624689223066339672e+00	5.271518593495282090e+01	8.906499976894824755e+00	4.285668084989352792e+03
1.000000000000000000e+00	1.000000000000000000e+00	7.980170625082512181e+00	5.766992424811944851e+00	5.366520811495772314e+00	5.348267975078200287e+00	7.197102116490607493e+00	1.936648036238450743e+02	1.110584123620473110e+04	8.251718750194578789e+00	9.555846964242224573e+00	5.997616120866475740e+02	5.734381125924910449e+00	3.592968403148500511e+04
1.000000000000000000e+00	1.000000000000000000e+00	9.444248455563050371e+00	9.458903490064905384e+00	2.504082324076251087e+00	3.405103850645364805e+00	8.413240869625875362e+00	1.793527854161862578e+01	3.057630732293395681e+02	2.676145369266661689e+00	5.817853558125329450e+00	6.679611663109830033e+01	9.366000332279670104e+00	3.900971085378730550e+03
1.000000000000000000e+00	1.000000000000000000e+00	9.052172774904313712e+00	8.193856075886488455e+00	9.516560384299088682e+00	3.589767116128840030e+00	6.019729878231816045e+00	1.537483823957442830e+01	1.048946367160084037e+03	1.763964063726913833e+00	4.557820745266401907e+00	7.100490015345455674e+01	5.353881817333484783e+00	2.268345157756012213e+03
1.000000000000000000e+00	1.000000000000000000e+00	6.392713677511327575e+00	9.983110064198285727e+00	8.649464773162353737e+00	6.914379254866868330e+00	8.018372812411996620e+00	4.409648808648577756e+01	5.271664674473351624e+03	4.923350697605642701e+00	8.634062752837532884e+00	2.669863764439286342e+02	5.409618495635439395e+00	1.197459567462045561e+04
1.000000000000000000e+00	1.000000000000000000e+00	9.288506449435127266e+00	4.155120919809847102e+00	7.016284364057963074e+00	9.720882737830041975e+00	1.134957943340853204e+00	-2.856006677971757668e+00	-3.900530752658171423e+02	6.920668219514081621e+00	5.438486831807253452e+00	-1.093134313810211466e+01	2.074027238488815872e+00	-1.225174108349544753e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.785705515815953826e+00	7.898064015390306558e+00	5.157544238068560105e+00	6.430596273076810476e+00	8.363456217958164629e+00	8.147930341680218191e+01	5.409723643431870187e+03	4.931181008986754044e+00	5.243591767832023187e+00	2.783432651512572988e+02	8.225356811662772216e+00	2.103115832980840059e+04
1.000000000000000000e+00	1.000000000000000000e+00	2.755731728118117285e+00	4.628190373863445117e+00	4.702617171547831987e+00	1.694488186543404495e+00	1.361916931689118426e+00	2.938392736818275175e+00	4.685881181957284980e+01	3.496228678334002193e+00	5.407747066253524082e+00	3.784157809975129627e+00	3.228079693036452369e+00	8.475142232758727801e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.411907799558961507e+00	5.314654400685851598e+00	6.862379171770653485e+00	1.687960916760749885e+00	9.009696221344341893e+00	1.733566721474906203e+01	4.000922182853451545e+02	6.022582163727585147e+00	8.623661405069674046e+00	2.071563815817080467e+01	9.091393000238756628e+00	3.129568740782963687e+03
1.000000000000000000e+00	1.000000000000000000e+00	3.934060619141984017e+00	6.651241137989119423e+00	5.910305870339905177e+00	9.570462255877584923e+00	9.923684028977900695e+00	-5.520556692773168805e+01	-6.238134553178552778e+03	4.116183372306129407e+00	8.488657105467810382e+00	-5.433462002316930466e+02	9.194346401208424169e+00	-2.234418783020097908e+04
1.000000000000000000e+00	1.000000000000000000e+00	4.495321321051107155e+00	8.868988558304101488e+00	1.553149218315383662e+00	3.675459187226783442e+00	3.647943251343206406e+00	8.810461707514237517e+00	1.013338018499934918e+02	9.391274929211634870e+00	4.627386027139479552e+00	7.942287175525528653e+00	9.485885099760528405e+00	8.574795738205727957e+02
1.000000000000000000e+00	1.000000000000000000e+00	3.445839046629367797e+00	9.853662108112738238e+00	5.610116943984096771e+00	1.829357059465892776e+00	2.886099172671729107e+00	4.211135851307202138e+00	8.621866497480495184e+01	9.299049887213719501e+00	3.991874015746040616e+00	1.728103250210881292e+00	5.669140998230351336e+00	4.150657550490118979e+02
1.000000000000000000e+00	1.000000000000000000e+00	8.466162071393474875e+00	7.920235345356245737e+00	8.262478071795532841e+00	6.397415059095696854e+00	7.883123401414339426e+00	7.409230533085825243e+01	7.821290527629802455e+03	5.521582420086523335e+00	5.420444118355076668e+00	2.326397012156350570e+02	7.094600990224700254e+00	1.797050269018975450e+04
1.000000000000000000e+00	1.000000000000000000e+00	4.220453611049046039e+00	4.764152477073682945e+00	5.135100656982136691e+00	6.604714595245450681e+00	3.280754696109766666e+00	-2.011177215450283740e+01	-1.366294387340172761e+03	3.956812271204981357e+00	6.161459293737448384e+00	-1.036488112544767830e+02	8.011635561133077843e+00	-1.894975581903571992e+03
1.000000000000000000e+00	1.000000000000000000e+00	3.527077347345599190e+00	4.801825951940496218e+00	1.470749057416865124e+00	6.834794449712599196e+00	8.784529185294292830e+00	-5.000246905244551954e+01	-1.003454871905508526e+03	7.632282596552689036e+00	3.141698934437979318e+00	-7.027435630262226596e+01	2.184561802513675932e+00	-1.316536300552145622e+04
1.000000000000000000e+00	1.000000000000000000e+00	5.871808473955423047e+00	7.635629662508212512e+00	8.078618150248114915e+00	3.413848194288889637e+00	1.928514940575965619e+00	5.033490732468326456e+00	2.768117760323000880e+02	1.318058684774926714e+00	8.143752172222736618e+00	5.234259810847411387e+01	6.403963694590257383e+00	2.558286318178419663e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.263875169636815343e+00	3.141840848203091507e+00	2.821254623762291747e+00	1.141275286651571630e+00	2.126137372164252248e+00	4.536022301861218686e+00	2.933594338031391402e+01	5.271883172552688457e+00	5.386234421285172047e+00	2.613373147905249105e+00	1.301995370704771560e+00	1.640114555924099307e+02
1.000000000000000000e+00	1.000000000000000000e+00	8.217462833823084623e+00	1.991454901762216956e+00	3.328890857545687254e+00	9.687137293461077547e+00	9.821976914647073897e+00	-1.489559402270600508e+01	-9.601840607323554195e+02	4.026053642086276696e+00	4.000305688319711450e+00	-7.188425540263826008e+01	5.478210152479615402e+00	-5.743794451753176872e+03
1.000000000000000000e+00	1.000000000000000000e+00	1.669554333226029197e+00	4.192761304785320498e+00	2.480225696625600218e+00	3.249885773855451188e+00	7.060332672069720594e+00	5.637031752701901155e+01	9.119832612438085562e+02	9.283589017036886659e+00	1.957434248411585864e+00	1.929764695748436054e+01	2.398013559029893660e+00	7.300504462805926778e+03
1.000000000000000000e+00	1.000000000000000000e+00	9.880965676876959591e+00	3.585474766467200869e+00	3.966879099771459138e+00	7.083966407170754209e+00	8.620766719835719627e+00	-2.629800867169066336e+01	-1.479592136114617915e+03	1.104584884845069448e+00	3.145424517924609642e+00	-2.645873753295838924e+02	2.647133438205830025e+00	-6.816069431868155334e+03
1.000000000000000000e+00	1.000000000000000000e+00	7.956258723279963974e+00	3.664584323706461255e+00	7.812141806448068770e+00	7.356475396488226792e+00	3.920765233209237088e+00	-1.170040163175996639e+01	-1.345076827764384007e+03	5.976526790023443780e+00	9.552332485839961862e+00	-6.875957206606861405e+01	4.286973373138868837e+00	-1.407929954859445843e+03
1.000000000000000000e+00	1.000000000000000000e+00	2.795338730418026163e+00	3.091848597184944758e+00	5.660996022930384619e+00	6.491858787862849312e+00	7.085274318261700621e+00	-2.007295788537100023e+01	-1.478807204192976769e+03	7.666335092089738623e+00	3.756740746808692855e+00	-3.181683335130536250e+01	4.898033402136261039e+00	-3.915296970553308711e+03
1.000000000000000000e+00	1.000000000000000000e+00	1.048769899141247297e+00	1.381456080183532054e+00	2.842913890350150297e+00	3.811785252542268410e+00	6.348957574798951065e+00	-1.353561232716597118e+01	-2.940571268447485522e+02	5.365025666417247763e+00	2.523821938266682441e+00	-1.225348164512405269e+01	6.604603843613497283e+00	-1.414507056230736225e+03
1.000000000000000000e+00	1.000000000000000000e+00	8.345098199558961483e+00	1.171837869522824427e+00	8.899334124021505588e+00	3.434313654175781050e+00	6.431485018104164730e+00	-1.298463737119877592e+01	-7.946064658757853749e+02	1.770891094950463041e+00	5.150316560204954541e+00	-6.491577910106958882e+01	1.668680835954218455e+00	-1.243342443626835347e+03
1.000000000000000000e+00	1.000000000000000000e+00	7.363651863826388144e+00	9.892084211943171113e+00	8.908702557416688705e+00	6.367836649039753993e+00	7.148024550232484842e+00	3.310153276622695273e+01	3.765497064895343556e+03	9.749794369589238840e+00	3.760632686721727680e+00	4.083463700937481633e+01	5.541956826544303105e+00	7.647056231882583234e+03
1.000000000000000000e+00	1.000000000000000000e+00	7.561413636256181903e+00	4.853346915763201430e+00	8.830080269507115887e+00	8.801474787461776472e+00	6.182543805299189899e+00	-2.136526951267381236e+01	-3.321800524340978882e+03	5.659424383234687106e+00	1.327026287686951633e+00	-2.176133804941198591e+01	2.642574935749864906e+00	-4.875481445931115559e+03
1.000000000000000000e+00	1.000000000000000000e+00	7.946339617082220030e+00	4.462124422394476930e+00	3.153636546744150948e+00	9.518439452135758927e+00	4.860625477354457935e+00	-1.342431396466743188e+01	-8.049342300609841914e+02	6.535247805344536864e+00	3.909763168611000594e+00	-3.821784606541782381e+01	6.159007307998916936e+00	-2.557202783149105926e+03
1.000000000000000000e+00	1.000000000000000000e+00	1.666792920409495782e+00	7.119034372463173277e+00	5.062428009883418234e+00	1.954002929124406096e+00	3.482505554365844080e+00	6.118664043343867931e+00	1.212942622570723898e+02	3.132556764686885931e+00	5.901618351773409543e+00	1.117364196962955702e+01	6.733066254481713031e+00	5.332659761171653372e+02
1.000000000000000000e+00	1.000000000000000000e+00	4.237329069912786572e+00	2.969467992877372620e+00	9.865468949709057966e+00	2.393445394235269585e+00	7.930027451934313021e+00	7.431263588158158484e+01	3.509093603567496757e+03	5.356019545273576377e+00	5.964837317595693023e+00	9.915532183409521849e+01	6.005372176600281442e+00	8.605198499380712747e+03
1.000000000000000000e+00	1.000000000000000000e+00	2.035036414325140264e+00	9.551850185366490109e+00	7.949803834330973373e+00	9.496847909374281471e+00	3.041625866268487854e+00	1.230242320107082833e+03	1.858363732209022564e+05	4.869072060947634562e+00	4.207572251811791730e+00	5.059934971563037834e+03	7.646567315219217953e+00	1.570692667293962149e+05
1.000000000000000000e+00	1.000000000000000000e+00	8.765142565916649531e+00	8.075365658206852260e+00	1.245018247263179667e+00	7.622001268943730423e+00	7.226167634568169795e+00	2.533408102943188283e+02	4.810320718347142247e+03	1.676948004656620972e+00	5.034771393280307095e+00	2.901014264312658725e+03	4.015697646411083177e+00	6.378569538651422772e+04
