G	c	dx1dt	d2x1dt2	dx2dt	d2x2dt2	d2	d1	Fg	Fc	m1	W
1.000000000000000000e+00	1.000000000000000000e+00	1.125778442131427637e+00	3.136096011243938442e+00	1.574543590320337305e+00	5.897770695627836623e+00	1.310387845039582055e+00	-1.328681743636303869e+00	2.710339289951161579e+00	8.398287445134528184e+00	2.577538083025537219e+00	-2.729769312363933498e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.853258430166103921e+00	1.000870602632729955e+01	1.371628603137864388e+00	3.544397690935713108e+00	4.637045021296329672e+00	-7.775296000080432535e+00	7.255599440708556891e+00	1.864609136025786995e+01	2.144986193056706369e+01	6.341798850232403595e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.558015580335133876e+00	9.236329949147659590e+00	9.257299353337213432e+00	3.337822195995070462e+00	7.509314498850707231e+00	-6.980386142362642765e+00	6.118034304564085701e+00	1.579015757026758138e+01	4.241320136020267917e+00	6.686330638887224609e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.772552091971206778e+00	1.482971381037684999e+00	1.720504333049172274e+00	3.882201533332452215e+00	3.026226067995103186e+00	-2.945627505609506258e+00	6.802222788153780009e+00	9.769110005330587043e+00	7.967456462379190363e+00	1.899313419629185162e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.478040678814608988e+00	7.428980091833762955e+00	5.460844786958421793e+00	6.573221830108399999e+00	6.335049421970575523e+00	-4.059714762991124992e+00	2.787787929541419629e+00	1.352137981454739091e+01	3.828994148097867534e+00	5.140830965704845212e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.383406643891166965e+00	9.277517460116685655e+00	4.829261142928119810e+00	4.308070999490610120e+00	3.322600973046923034e+00	-2.382318429846738805e+00	1.989697106011614647e+00	6.218809529979366424e+00	2.508638301661780812e+00	3.726864587702884091e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.631354844251960756e+00	2.865177532026740970e+00	3.932581402667221226e+00	7.434454900144245038e+00	9.522449491721626913e+00	-8.498441683744093922e+00	1.149253100394183047e+00	7.068043464085182137e+00	2.418267104260964473e+00	6.346707423027503125e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.491247932277187438e+00	5.952469172271389830e+00	8.866600996374156551e+00	4.532495546061613645e+00	9.093646229591890062e+00	-6.936132164305044867e+00	3.481356944913212903e+00	1.260116940925911244e+01	3.850174427564936330e+00	3.157916187779780515e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.150025424714101518e+00	9.314586639610324070e+00	1.581783664217808250e+00	2.097264782282805662e+00	3.449169339521568123e+00	-5.458729077529225648e+00	6.209713869273178588e+00	6.207675751613359161e+00	1.910680718326321426e+01	4.822396926888169588e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.377200560400079876e+00	1.268887722023712694e+00	7.584514496135152051e+00	7.973498028571880170e+00	3.048237395823287788e+00	-2.567868607970125616e+00	8.747482730161559417e+00	2.658336525425786689e+01	3.756104710003443259e+00	1.951626939920871351e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.539768114687381839e+00	7.105799701837401727e+00	9.929243132126847726e+00	3.536965617797189765e+00	4.597245330545580266e+00	-4.045330882760685753e+00	6.708291494756393192e+00	1.606482642898237856e+01	3.301349846445904568e+00	4.708448871627113874e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.270140225180890869e+00	3.816022361291512510e+00	5.740064448253211715e+00	4.863708756420903612e+00	2.844378955395618025e+00	-1.537813933875352257e+00	5.002056305177980278e+00	1.488925935248658838e+01	2.995562765184274667e+00	5.141099167182330731e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.885214061010276776e+00	9.261782444169366357e+00	9.918279121550986233e+00	6.804808724983163692e+00	7.288152851776914076e+00	-3.845698208432206666e+00	9.187604233861266678e+00	4.803691324193701462e+01	7.539622868163962544e+00	2.423748517293444493e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.592056478638474104e+00	9.329795992732128340e+00	1.039236668337261138e+00	4.146873305607630122e+00	8.593729057098746793e+00	-1.249742845721779183e+01	7.186893177264799704e+00	2.106351118776366604e+01	4.322914176333921432e+01	4.749477379800026000e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.292970078688797209e+00	8.997417837488288939e+00	4.685075084760834230e+00	1.332557733044679393e+00	6.694379110398878119e+00	-7.116501925354028479e+00	9.176666712653949176e+00	9.082169845937299257e+00	1.376836120805428365e+01	1.570863567398621115e+02
1.000000000000000000e+00	1.000000000000000000e+00	8.162091512082872313e+00	5.487410429393106526e+00	3.356543307058430514e+00	4.357150243027771985e+00	8.393750940063252841e+00	-1.184827329507596794e+01	5.896456025182697402e+00	1.597644286893015675e+01	1.473778024847151968e+01	7.003831262283058834e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.513284192336831424e+00	8.418864434966957688e+00	8.108582005689591199e+00	9.620315124364333670e+00	4.418654560694969646e+00	-2.617593781979659084e+00	3.714017945753603556e+00	2.203920041900694216e+01	2.582904690687278126e+00	7.394852722535516065e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.338857191288317594e+00	8.678657562496809419e+00	1.008364309638879952e+01	7.301399256181527520e+00	1.970663190568578305e+00	-1.581782687928670494e+00	1.314692776745994607e+00	6.240358272712598797e+00	3.420719786620355363e-01	1.369959683247684135e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.102874119097513095e+00	3.887189557140842577e+00	3.180735140632572566e+00	6.686633140930415387e+00	7.256236136141097859e+00	-1.003204477463535582e+01	7.897525994144001693e+00	3.320168136937375181e+01	1.724673755382613649e+01	4.028096221750201522e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.621535148923829439e+00	8.357729286359377951e+00	6.626685447848000621e+00	6.924663045396502348e+00	3.899489689616464361e+00	-1.570742213503420803e+00	2.104730201518983268e+00	9.097547232792523531e+00	1.760652586780236062e+00	8.930346831668691809e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.487747881458390431e+00	1.877331278584705387e+00	3.059566620260921077e+00	3.026065506517309878e+00	7.025524238850276326e+00	-9.659033252484851673e+00	3.789750977539052101e+00	4.828286173281323812e+00	1.020954621542541041e+01	8.120943474316628397e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.769789179225280673e+00	6.416406637414478809e+00	5.940721174758444079e+00	4.592259971502192784e+00	3.311073173290969507e+00	-1.843295661756910286e+00	5.774736004289860780e+00	1.998649563664641349e+01	4.079917936235837317e+00	5.932277507316444876e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.856838252202445583e+00	3.280264877570393534e+00	5.235230541942566873e+00	7.920725160058455394e+00	1.469834367058665547e+00	-7.536115965483085599e-01	6.025624347650199830e+00	2.741819159320288435e+01	1.889945632811868670e+00	1.043924449358177853e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.343516040551019586e+00	2.164325818252775147e+00	9.369876547275143963e+00	2.357182924099825438e+00	9.826507837677088020e+00	-9.360104283006073445e+00	6.525752732621586283e+00	7.105848992449774748e+00	6.421848451174123618e+00	3.127943618069926970e+02
1.000000000000000000e+00	1.000000000000000000e+00	9.699368108553132473e+00	1.628174316387482001e+00	6.633907625504906314e+00	3.293621162573805883e+00	2.609402772369755485e+00	-2.524008587261306502e+00	2.699374749164186404e+00	3.775012026258976583e+00	5.326162395624678414e-01	1.850439721045674446e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.272059839808930448e+00	7.261289295471599736e+00	4.280477565082692060e+00	3.552230313343598400e+00	9.992934202954177891e+00	-1.291425946721658846e+01	4.174979780102400007e+00	9.621545744059837091e+00	1.059053328852688658e+01	7.833813566245949289e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.652819507196981785e+00	4.464579698412817876e+00	1.684072394034159759e+00	4.997737437876879518e+00	1.006837575004337282e+01	-1.201082133051810175e+01	6.502821213681955648e+00	1.968741492049825581e+01	3.126622814245358839e+01	3.982945516585998291e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.734312290780492871e+00	7.825565900564725119e+00	2.646034627235426928e+00	9.967904204428617021e+00	8.082182526013223622e+00	-7.257991374699502174e+00	1.018626699624922693e+01	6.540168303058131016e+01	3.335330559713388965e+01	9.215690263732897236e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.478710382506065457e+00	2.131167296723995186e+00	3.181008022180373818e+00	1.815746175793844230e+00	7.371258936469860856e+00	-9.872895729996567837e+00	7.597284686144533339e+00	3.617989277219328947e+00	1.755788858886828052e+01	2.668331455860312076e+02
1.000000000000000000e+00	1.000000000000000000e+00	4.975436792160212285e+00	3.899264514159086925e+00	3.463007752564282615e+00	5.713322473556619485e+00	6.295062099631313579e+00	-7.251085156732183457e+00	9.382076520286181776e+00	3.326245687589654665e+01	1.785099931406886142e+01	4.116314152879238719e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.101901292858059378e+00	5.611494756182717758e+00	8.550997930745600328e+00	2.753253281799634689e+00	8.661758523306833268e+00	-3.500758478455500367e+00	8.180100809154483343e+00	1.373644198930929861e+01	7.292125376434493766e+00	3.981394488529409159e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.239348149071470395e+00	7.993975261478365901e+00	6.100411837153715489e+00	9.489381456871402776e+00	3.630270873244161756e+00	-3.415508669543324771e+00	6.187956832554920794e+00	4.332606784453592752e+01	4.370607222886460974e+00	7.131102595721209525e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.492219605024030837e+00	3.538382776338196312e+00	5.728016001427775450e+00	2.064122164144225113e+00	4.869220675355943939e+00	-2.210945465495635087e+00	2.718894615083211175e+00	3.986419993488705238e+00	2.071850792600996805e+00	5.373639402883657823e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.911886002371472770e+00	6.846381687667428828e+00	1.992012582857509706e+00	4.503478314806120153e+00	6.491120995707587937e+00	-1.060127862172761759e+01	7.224238793185373098e+00	2.198794339150893151e+01	2.227023330372076160e+01	6.851033052837186688e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.452124293939066391e+00	8.810822543963215736e+00	8.788330224380176858e+00	7.308088581093517888e+00	4.817816641586207815e+00	-2.992128681874501872e+00	6.950258147100691453e+00	3.473705986830658077e+01	3.079750698279359433e+00	9.120638970631524955e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.093199274790381814e+00	5.692908210481984810e+00	7.852210743743881061e+00	7.203180320290792693e+00	5.013964687226697414e+00	-4.691745918995794185e+00	5.773442390687941739e+00	3.317326579562978850e+01	3.894268553203747985e+00	2.394900823134697987e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.693766734709695410e+00	3.781953666708864681e+00	1.905790402211363421e+00	4.877491160647588586e+00	3.860855397020733548e+00	-5.588218668802484856e+00	5.205997915808033838e+00	1.731120307954201465e+01	1.300831643054319464e+01	1.291643220006607606e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.766573750573900092e+00	1.060889879873820218e+00	7.044224738806079245e+00	4.236674223415769269e+00	6.822654286576345761e+00	-5.409402768425809249e+00	5.484048831082045439e+00	7.748344469165351356e+00	4.413708146920852116e+00	6.675519051534574544e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.970637561085712974e+00	8.670506613976058929e+00	6.163896232744813908e+00	4.235179138048840386e+00	8.608270419726050449e+00	-9.152942455049160486e+00	3.976016397220845544e+00	1.370015500690478483e+01	4.945747258812151159e+00	3.213801637142989875e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.653038506844238587e+00	1.656396509694498143e+00	2.064382041625772324e+00	3.124686565025082796e+00	2.356649154577801664e+00	-3.886276977366422525e+00	5.420716764750634908e+00	5.674513201622455760e+00	9.248592996469728433e+00	2.188216986636956918e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.729764490998796589e+00	8.536230499915753001e+00	5.082968248393960664e+00	3.044138274980339176e+00	9.740327509371141446e+00	-1.252803164653640522e+01	2.960173278834503652e+00	4.941095316737359688e+00	5.189910002729702043e+00	6.441062428102674176e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.992914525823306526e+00	6.076589988456930769e+00	5.502639966557056006e+00	5.484897099965609257e+00	7.367138419731240617e+00	-8.466836813176993104e+00	8.293863291713661212e+00	2.888600547527682139e+01	1.193619324936663695e+01	6.443046144540913645e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.490646575629968495e+00	9.288207599757264177e+00	2.628356113227319213e+00	3.656914787725586979e+00	8.472558756873810992e+00	-1.323246589314218724e+01	2.915905474066103231e+00	7.001387665988678677e+00	9.203457063054559129e+00	4.181058476057647511e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.069748574360508186e+00	7.820825108262008385e+00	9.276622346317930479e+00	3.957383961336677025e+00	5.879096236357780114e+00	-5.862065304395303045e+00	2.026115288964665861e+00	3.360960814418253673e+00	9.238609778906869963e-01	2.147047665822745799e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.082377106535135525e+00	1.045586566830333553e+01	8.544326863933696004e+00	7.056393813155614758e+00	8.122777209033293033e+00	-7.045861658556953344e+00	5.112493660296653530e+00	2.526995243099919364e+01	4.104638557621499650e+00	2.465941803096693974e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.255677485151508677e+00	4.413172944279990517e+00	7.228486665391684163e+00	9.604560519147112174e+00	1.586738437311890682e+00	-1.213021112041949179e+00	6.832656582955593194e+00	4.324346287105615971e+01	1.093148021118889535e+00	8.676379035847077148e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.868131704673753557e+00	8.160600038188146499e+00	5.023772169246119468e+00	6.463820971725842135e+00	8.420338025262141812e+00	-4.808372833009485703e+00	4.968055689478053871e+00	2.243634966202236214e+01	8.178912727303805141e+00	9.525099544199321144e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.790173592955910387e+00	4.719644473391976902e+00	4.975208301938652156e+00	2.142097509115296727e+00	9.608899118409477413e-01	-1.657689552618965667e+00	3.364365320627547451e+00	3.518653821768073620e+00	8.167482435705388788e-01	4.722979443934514521e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.665145154676266781e+00	5.485525364638783152e+00	7.219041354056233928e+00	2.428502534089772347e+00	8.068708400894202271e+00	-3.133148156876646162e+00	5.649181453286091781e+00	7.411216441330117810e+00	7.935526549997735657e+00	3.664208562114217926e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.095777990833792792e+00	6.304814820203189285e+00	6.224634689089243444e+00	9.688154714399052736e+00	1.003239852462200865e+01	-8.076646224059770063e+00	4.384653629747964132e+00	2.389054526063262784e+01	7.654749788620214268e+00	1.087096422113680916e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.262549342861196244e+00	8.894139459092453848e+00	2.107047506302555107e+00	3.820574890820851444e+00	3.378096175189274852e+00	-5.139810571956276775e+00	9.372749524466039261e+00	2.436353922702481611e+01	2.180961246147593258e+01	2.774043723513494442e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.397049420338954739e+00	9.598408558846657002e+00	5.587474237710751801e+00	2.025029462158470572e+00	2.865710511153376050e+00	-2.156581514195893057e+00	8.891626244483108010e+00	1.204570879489723723e+01	4.071961970969065092e+00	3.473716275871720427e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.374385071738476682e+00	7.528116098493467412e+00	8.306554689104068245e+00	6.397841260348284820e+00	7.667920086893696308e+00	-7.535164750288160462e+00	5.668636490705068809e+00	2.248231188585365459e+01	5.609325950500686275e+00	4.328248141879883804e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.209603172338931998e+00	4.874210909162968619e+00	5.221688380494496684e+00	6.927857905946157580e+00	3.037323802784979154e+00	-3.102495891742530265e+00	3.889524741847393940e+00	1.722880381161212426e+01	2.642996185571524048e+00	8.346662720246955658e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.527603777144013630e+00	5.114361337791954121e+00	1.450934385238264124e+00	7.109389760994814900e+00	8.581641033219602477e+00	-1.228376706392748829e+01	7.069168920607395989e+00	3.424799341252034424e+01	4.506870283574427560e+01	2.613982160144177058e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.049751961092124652e+00	7.531603686123910180e+00	8.226189958229111809e+00	3.502536887596356063e+00	1.741782783672092716e+00	-1.691671954029708491e+00	9.535901593442556168e-01	1.377577315015995785e+00	4.811799148763949985e-01	2.268610783047853019e-02
1.000000000000000000e+00	1.000000000000000000e+00	2.316305814611166358e+00	3.090021272984168288e+00	2.339840422327099656e+00	1.049918102730663660e+00	2.345002619489255036e+00	-1.530206519965723100e+00	5.080737089574479448e+00	2.437115814312799333e+00	3.617781584507670622e+00	1.632392008553886598e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.552777319094296615e+00	1.677681554922887175e+00	3.384158317699986096e+00	9.273533307012504778e+00	9.968594392807869298e+00	-1.402486913480508335e+01	4.084655906477607346e+00	2.139348925014084202e+01	1.204375232750792613e+01	3.174933294560691621e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.736174962307944325e+00	4.193606925386600182e+00	2.102070920391819975e+00	3.456278885158677650e+00	6.735557470730418217e+00	-5.452542906201325756e+00	9.500983959943258839e+00	1.890587876518329580e+01	2.715507589505673991e+01	2.444600147289414593e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.657211803407108164e+00	3.796572009619409105e+00	3.706172065079531563e+00	7.141850688684638016e+00	8.330100858976253519e+00	-1.259253451717144046e+01	1.314792866785215120e+00	5.700243388715804826e+00	2.337363002875902041e+00	1.136955369478910249e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.823749565166047581e+00	3.886942683853375158e+00	8.013101657502225805e+00	7.159978144695569924e+00	4.022217263128625930e+00	-4.066311776713277482e+00	6.140704626440512293e+00	2.803423600094605916e+01	3.413450317252193500e+00	2.394086252696016004e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.951835780474952209e+00	3.254114758714988120e+00	5.619500215816425559e+00	6.184232619987164448e+00	7.375000027621365639e+00	-4.693882813891217864e+00	7.656546321491779494e+00	2.966282774653555165e+01	9.104988322437952419e+00	2.119136826481106084e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.128801803457000208e-01	1.206817264921278277e+00	3.036530671756939803e+00	3.995195766768671497e+00	6.630639197780645588e+00	-3.080007187419740333e+00	5.837585747559006499e+00	8.877821284384252110e+00	1.139338667809927408e+01	1.015412009620882117e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.974936827264787809e+00	9.800269538055597085e-01	8.839518126391906705e+00	3.006461611955563829e+00	6.155211469635081478e+00	-6.815293659400350812e+00	1.960608265159822894e+00	-2.356411752858011965e-02	2.050971635663240367e+00	4.196954337102521038e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.364610919509197551e+00	1.011074945830391236e+01	9.221696196760639452e+00	6.460118052094568242e+00	7.412228531475584248e+00	-6.550935310282870461e+00	9.813078016202798182e+00	4.329712287094557155e+01	7.930478941109666557e+00	5.660852691083177035e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.818398726063832349e+00	5.075822026294450673e+00	8.769199812741101496e+00	9.023183452943426275e+00	5.694470151999448504e+00	-5.797578239786578713e+00	5.817514108101057069e+00	2.934769125878829144e+01	4.203495093361734547e+00	2.391330361875126442e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.295137100272150121e+00	4.411098075421527653e+00	2.609446966067149987e+00	9.669442392019952592e+00	4.806306277509673208e+00	-7.525876382456320179e+00	6.418217299286216537e+00	3.801695711156485658e+01	1.051893157950164337e+01	2.344874729104613209e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.607649700790091396e+00	6.998282505172093160e+00	5.123381064821782793e+00	1.847391185300362837e+00	3.615944633016316523e+00	-1.851539539904573761e+00	3.113785603891303211e+00	3.646774654270132920e+00	1.951451958282826027e+00	6.038294178667561241e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.513268191436522692e+00	3.288963858772642190e+00	9.266122495191002173e+00	2.055290853150600672e+00	7.351074849661911159e+00	-5.167149474808149456e+00	4.780383997451792766e+00	6.826787694131134288e+00	4.611314507235275251e+00	6.698939807463658269e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.062378352850112506e+00	9.449528135845499222e+00	7.547041359931720095e+00	9.661514106479000219e+00	3.606436001707827632e+00	-1.874181073512020790e+00	4.756257057667621524e+00	3.227312010963088795e+01	2.115861017246642106e+00	5.888937423974318186e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.353506276981045531e+00	8.284591987066830754e+00	1.000740637142489176e+00	7.953761170449810791e+00	7.592510737249030583e+00	-1.273594413012956750e+01	2.156815737146153378e+00	8.768547291472321703e+00	9.230609021754288435e+00	9.508701368471305315e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.607497504454572734e+00	1.766635025271148463e+00	1.308630290762817561e+00	8.791923386477776603e+00	3.276205246527667647e+00	-5.080041550324359889e+00	1.996143856924363025e+00	8.398743671960399837e+00	4.400253765701137354e+00	4.089170942650425467e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.810596119968266748e+00	4.466847579477915886e+00	5.024903359457637109e+00	2.960897929833756326e+00	6.365148611418112168e+00	-5.827486081663327155e+00	8.566532363737117350e+00	1.570936032197688625e+01	1.143455772985264751e+01	6.118498385087769975e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.820512612002476160e+00	9.360541947343810065e+00	8.895285080132309119e+00	6.716339594287117798e+00	7.705156555245769923e+00	-2.189280739059721537e+00	3.432305680839702333e+00	1.409108868924587199e+01	2.164222319394120575e+00	4.501686212761682349e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.791892777891081590e+00	9.535984907574107439e+00	5.460157145850147664e+00	7.401971677318329057e+00	3.183693874313326955e+00	-2.576443473001793105e+00	2.852779179137521215e+00	1.315080757164736802e+01	1.474964533502792330e+00	2.431239355021949766e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.580826870891347546e+00	5.008914627200832470e+00	5.905986555359354462e+00	7.013583908755370189e+00	1.233735756586408883e+00	-7.992436263889224346e-01	5.328463458305079392e+00	2.514444662347666437e+01	1.468827241807967754e+00	5.117276341337715806e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.160609613080029412e+00	6.133839072854666341e+00	1.762039406223843585e+00	4.955091768994596357e+00	2.129612003229634620e+00	-3.473937376637681762e+00	7.925213648987676329e+00	2.488334105602635660e+01	9.394916824950934497e+00	1.808256732285752477e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.732339739404371137e+00	2.144481742316893591e+00	6.295144858190747428e+00	9.389193072224183423e-01	6.701913380087657579e+00	-6.023070436985375586e+00	1.246117824274897590e+00	9.559341139784515162e-01	9.135998970010139608e-01	5.313683344058148350e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.329966442292967344e+00	9.816789428969345366e+00	8.299285175583547058e+00	5.894954472121628264e+00	8.237968604454680488e+00	-9.392302032208144524e+00	6.241637754607067379e+00	2.604869433148937929e+01	7.754062435712942403e+00	5.558982942840422936e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.109710797439080743e+00	3.620534900556263924e+00	4.113261421350124181e+00	3.497783828866431133e+00	1.495506394131740802e+00	-1.751424059910980935e+00	1.843091621440863914e+00	5.001230287041591893e+00	5.914333022715675403e-01	5.461522500440423755e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.138868585332591277e+00	9.321957715495571506e+00	7.736182517117550894e+00	4.942352779115478434e+00	7.129454392274690022e+00	-2.955002241871619084e+00	1.582789045420327056e+00	5.353334483863911863e+00	1.549214125471347625e+00	6.748654930556469367e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.133158094158877027e+00	7.249440673416128078e+00	9.876403072626072088e+00	9.532556785987429393e+00	3.814813604692183446e+00	-3.594922256527689708e+00	1.334731965010619525e+00	8.802192233327371440e+00	1.152360235288035550e+00	1.206694033887939721e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.116053720762192114e+00	6.433258217279062663e+00	2.710169619816081177e+00	4.421624608375410936e+00	5.169330848229389375e+00	-8.088736744233548492e+00	8.281253248786686783e+00	2.608275223958337818e+01	1.585593625244502647e+01	5.623051731651469254e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.373799552217960240e+00	5.285650420714868680e+00	5.391754840383626401e+00	8.430237556404147625e+00	9.499601483391446166e+00	-1.013046986781001380e+01	2.030801517846789306e+00	1.353212177737054489e+01	3.335533744142402668e+00	6.429248216236663538e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.663569635176370021e+00	2.944400932883914024e+00	3.707444438912281370e+00	3.076622784194414706e+00	3.796885453379074793e+00	-5.295722983988505383e+00	1.506592551869537777e+00	2.377490847230184556e+00	1.371869691223356336e+00	1.214457731772967364e+01
