G	c	dx1dt	d2x1dt2	dx2dt	m1	m2	d2	d1	Fc	Fg	p	W
1.000000000000000000e+00	1.000000000000000000e+00	6.500962602909805099e+00	7.271492108222212813e+00	9.668167562277940164e+00	3.575281594704617039e+00	4.697387963086131712e+00	7.008368030542018623e+00	1.777252091290892899e+00	4.765682122284395916e+00	3.610916419530842525e+00	2.070423016692078289e+00	5.995207818448866277e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.253530493387425615e+00	3.680012648666501907e+00	6.029807267174340346e+00	4.904091794858275399e+00	3.170332190305779729e+00	4.912137469044318472e+00	2.536301235288040079e+00	8.681327669394532265e+00	1.343025557470680553e+01	8.939055476943590151e+00	9.549279066561497586e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.622631541337138827e+00	9.316691754751460053e+00	9.427337872997981094e+00	7.170792631623955415e+00	7.044430750299156330e+00	9.568101387968463101e+00	3.247546932847150902e+00	8.699288965464099022e+00	8.843022197200008705e+00	5.419640887227087589e+00	1.523804623628688546e+02
1.000000000000000000e+00	1.000000000000000000e+00	4.302411608476164773e+00	9.733831692950284165e+00	1.468604021385557123e+00	3.995603152512712253e+00	8.432939470498331147e+00	7.483457887240987816e+00	1.182605081968960636e+00	1.889149492615810111e+00	8.933001389166179695e-01	-5.495642673869727268e-01	1.259162699945101060e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.113772272434384369e+00	9.499956335857499212e+00	4.772507415098722561e+00	1.507534386523945003e+00	7.059619286887226508e+00	9.363840094935392599e+00	6.663356858988274123e-01	1.811814602135723318e+00	3.655446239882865767e-01	-6.414071999498627275e-02	1.078415505597754809e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.075621788065570072e+00	5.253048916511689370e+00	3.341199659982228010e+00	4.357916167881770164e+00	8.416028462823163636e+00	5.749301872234851452e+00	9.963870274867578924e-01	3.360317994177078216e+00	1.747333792150300491e+00	-3.017554636617425512e+00	2.444949148018668694e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.803688428827614043e+00	8.748642910171319897e+00	7.581777968431921977e+00	9.496335309164278371e+00	4.577195268058329880e+00	3.330517483830435665e+00	2.306785690988867987e+00	8.871133797172756630e+00	1.842822124932152406e+01	4.842826820829955636e+00	1.333769426584890709e+02
1.000000000000000000e+00	1.000000000000000000e+00	5.627040366967531959e+00	8.599957175006828436e+00	9.839123263924044238e+00	6.775559998685835694e+00	2.403754096752821479e+00	1.460020566010292953e+00	1.386905748552890394e+00	2.158673311424140984e+00	6.089287796678687137e+00	1.055735362621857965e+00	7.553189998563495067e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.329754322977696468e+00	3.872362896387803843e+00	3.314613406522834094e+00	7.043641394041995518e+00	7.649231206996105037e+00	7.533297110586207879e+00	2.315445346867198939e+00	7.476431045981630774e+00	6.897274095160335072e+00	-5.839863645739088227e+00	7.519658782665952401e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.409008822833359487e+00	8.458184692161516693e+00	6.890169401421000650e+00	6.700967088517618464e+00	4.243585616468531718e+00	2.094187055981571621e+00	1.102496381235228196e+00	1.906366335956503733e+00	3.019990013766982617e+00	1.235036682223632720e+00	5.235593388550572769e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.478922446616445896e+00	1.324282059878606033e+00	2.782944191580707383e+00	2.791369233822048379e+00	7.045093803463547744e+00	3.726919955185356681e+00	4.927248781635333308e-01	6.606996143603793392e+00	2.611178564928887891e+00	-1.826724429733296517e+01	1.751389742140609229e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.537255364263748536e+00	6.361878850298415600e+00	6.082556720387852778e+00	4.771386302135574908e+00	3.439859033606369465e+00	5.797195047468854057e+00	2.673820637474899620e+00	4.205517894982619076e+00	5.838959178463038135e+00	2.346689629297900037e+00	6.278453425916654851e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.582801717226041127e+00	3.072255898416893505e+00	5.179478093207097622e+00	7.756102953550346513e+00	1.727648532297935358e+00	6.077623442741976412e+00	9.086722608816895530e+00	8.098505086568650313e+00	3.631999973608626675e+01	9.471848367807734093e+00	2.608117370343832704e+02
1.000000000000000000e+00	1.000000000000000000e+00	9.547157694226108049e+00	2.088338512600462771e+00	9.757322949711422666e+00	1.910668861417909259e+00	9.922050925749733352e+00	6.409157697906993079e+00	4.085740507200705807e-01	3.109516933182852050e+00	6.031104449200531681e-01	3.096503897327592680e-01	2.245282855606468786e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.685423397870591700e+00	1.692488558270120569e+00	6.478634440338962186e+00	3.493480562710518100e+00	2.407778587801400860e+00	2.492516186375735909e+00	1.214051233455666567e+00	6.755580345160275613e+00	9.831826198597640953e+00	-1.282259123412143964e+01	4.707681905035351377e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.277776894087255144e+00	7.273034626496686528e+00	4.156143786919860972e+00	3.482853479774175032e+00	9.896182700860791215e+00	4.409898561301528019e+00	5.186292892633986851e-01	3.112488959235137465e+00	1.101023185176248198e+00	-1.773913678734172272e+00	1.933544776540466259e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.740589597786282194e+00	4.061085451534687252e+00	2.018438384636462413e+00	4.891023098116018097e+00	9.798546945415395726e+00	6.547628468017400394e+00	1.093389821562629427e+00	7.425791513589882875e+00	3.700306947816645042e+00	-3.135708811115758721e+00	3.398514818870584975e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.882505748019443814e+00	7.518742727783450874e+00	2.354848571974814231e+00	9.823359596094791257e+00	8.143129056659308418e+00	9.720348378274225709e+00	3.914252261530554389e+00	8.866396335775196036e+00	1.069588049185043843e+01	5.681210519629452671e-01	1.271729633371913195e+02
1.000000000000000000e+00	1.000000000000000000e+00	7.157753160362977596e+00	1.586646593389666515e+00	3.032574494717975799e+00	1.612627400756846185e+00	6.932462142748576639e+00	7.554219010751815233e+00	5.843971320024494709e-01	2.138851327609219588e+00	4.851563572134805491e-01	-5.568413610236748745e+00	8.679296866683049672e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.953519569945722623e+00	3.829808677076000922e+00	3.260159268444573044e+00	5.669290145670541570e+00	6.211203497855619204e+00	9.295124586496260832e+00	2.836408312201593507e+00	8.791227654736189834e+00	8.041312500390374041e+00	-3.904178952200000552e+00	9.323685840620242971e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.098753152680472134e+00	5.854820035954187318e+00	8.662798767371896247e+00	2.612374175628978890e+00	8.786894074132018062e+00	7.861411946517129934e+00	7.798876898857900475e-01	6.342221171392908197e+00	1.872051158979343377e+00	7.102196928580297275e+00	3.749642084394452723e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.462268966813788040e+00	8.122695268950474556e+00	6.050919660991232796e+00	9.747718447458533220e+00	3.608953480019112980e+00	6.323993811897895334e+00	5.689233230668020447e+00	2.143952486635281929e+00	5.785168517466789062e+00	1.570917008208067844e-01	9.562198702278888618e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.309338561784235466e+00	3.872584905472758798e+00	5.705725542175871468e+00	2.019223204728349597e+00	5.206001083613444713e+00	2.727647171407977300e+00	3.529111389992358738e-01	4.841775191736279460e+00	1.884432358990733913e+00	5.514771329282377010e+00	1.642716397493750335e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.188078782533047217e+00	6.640821986238091057e+00	2.031740462546316905e+00	4.638704780874340905e+00	6.572680751362189433e+00	7.007651865619807907e+00	1.641195948572417684e+00	2.439848327379786408e+00	1.728437420428192928e+00	-2.638894137497203918e+00	2.147965409196242348e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.323361101375915005e+00	8.972114732215437982e+00	8.732794293199308555e+00	7.638792963939045499e+00	4.698987037391040289e+00	6.608010798370006711e+00	3.582169125380064045e+00	7.302654728008167950e+00	1.187154592404630726e+01	4.404707708633959662e+00	1.450609872836431578e+02
1.000000000000000000e+00	1.000000000000000000e+00	6.962558428472766181e+00	6.550257252807173636e+00	7.499097045577529208e+00	7.344831178386757031e+00	4.843001825365016444e+00	6.425577886501192104e+00	3.239006745104839879e+00	7.828545321456301664e+00	1.185892956280549448e+01	6.492765273443137364e-01	1.312407111962992587e+02
1.000000000000000000e+00	1.000000000000000000e+00	3.802019636455869822e+00	3.095559888481819399e+00	1.614384756893786133e+00	4.809581427167804790e+00	3.975673438514151670e+00	5.408278889322204463e+00	2.177144422256398482e+00	1.949898848397348061e+00	2.347012632831197987e+00	-1.384549712487828987e+00	2.049867796843436807e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.684655081108726193e+00	1.227793687008518209e+00	7.375335107966817461e+00	4.119846155310843194e+00	6.085661113218933771e+00	5.757075436859087958e+00	1.304775645377454607e+00	5.554804933990585170e+00	3.761664075783597294e+00	7.697425431798886386e+00	5.185621610149255645e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.920562952065222539e+00	8.830768277509868369e+00	5.893848343166403936e+00	4.565765709996178146e+00	8.657730889926559925e+00	4.022600785536862844e+00	7.098746959827599845e-01	8.325626639629641446e+00	4.402297153564968646e+00	-2.700100154345789344e-02	4.478585680592794205e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.667424991955243296e+00	1.195359138281263167e+00	1.726024919664568946e+00	3.378585177423133690e+00	2.814318516347486643e+00	5.665906769161163758e+00	2.270845663087636801e+00	9.423102041720703426e+00	1.131229702416713856e+01	-7.342786844225505760e+00	7.009539919505796490e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.732148674907046271e+00	8.880521329826198240e+00	5.122726790347127412e+00	2.854657392190005361e+00	9.404524259991887902e+00	2.785075559811983403e+00	2.807456327362976012e-01	5.624561970596889893e+00	1.705904127137676918e+00	-2.915671626755641288e+00	1.926154688410725058e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.979938663424809064e+00	5.759358141976532508e+00	5.355502557484429715e+00	5.350212731781249786e+00	7.204604000297956112e+00	8.250170744835747527e+00	2.040389703968480628e+00	9.550609249912579202e+00	7.086386944272527799e+00	-4.334645839709493131e+00	8.726900941374772458e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.456968671354509581e+00	9.452824221951022565e+00	2.498467266646732021e+00	3.419217293212855502e+00	8.421204434104920367e+00	2.669361829371879935e+00	3.633692019310756360e-01	5.812105568333977956e+00	2.360689989835478730e+00	-4.288835767495617013e+00	1.470694203117781917e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.048043516829391564e+00	8.196219267970350941e+00	9.508060209785211825e+00	3.577831756629756832e+00	6.003642606217193922e+00	1.773635345320030421e+00	3.495800053656354933e-01	4.545143108212555738e+00	2.700800648178242724e+00	2.541451090538735524e-01	3.882470310269478375e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.381084730708218800e+00	9.980667072684283880e+00	8.643783219486161684e+00	6.906904476222067935e+00	8.013602347030845507e+00	4.916075174519511926e+00	1.418329545291834748e+00	8.628006733871242062e+00	7.441590248601615443e+00	1.962373966021744964e+00	9.628343384658045068e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.293982870030060184e+00	4.149058010508108296e+00	7.021365564040879192e+00	9.719062823293372233e+00	1.142747356734545194e+00	6.921904453989980333e+00	1.957419655219208110e+01	5.438297552563482462e+00	4.609835994966662298e+01	-2.976796083412176053e+00	3.876279876176300263e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.794570339557462813e+00	7.916616482010439881e+00	5.157125340160794380e+00	6.434956368747395850e+00	8.362758006161667979e+00	4.932821468614012161e+00	1.264995416345959800e+00	5.248857005187789859e+00	4.035452467092905948e+00	2.233180234014279453e+00	5.315074962310696094e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.761818665452608013e+00	4.614764847120735425e+00	4.714082586839293931e+00	1.699390647303075097e+00	1.346296226352715397e+00	3.493047954229225649e+00	1.447074455957053862e+00	5.403789031710641844e+00	6.724168956075065928e+00	2.276530690636403342e+00	3.151028750167880688e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.401741940011952847e+00	5.319763764637060355e+00	6.854703830279710530e+00	1.679468301867084179e+00	9.011426596645671694e+00	6.017434189541195799e+00	3.729272077144460407e-01	8.625193883238191361e+00	1.608636746010793095e+00	8.836341358645118049e+00	2.123081497344108826e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.917379258777286211e+00	6.653980215146114041e+00	5.901160769134665252e+00	9.565005868139659029e+00	9.923059051346035275e+00	4.125396886937697793e+00	1.324689629050659789e+00	8.481423831698654325e+00	8.174472358693899210e+00	2.529206526376419628e+00	9.025421245372270107e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.494479413379664834e+00	8.859708883642765542e+00	1.548570311781038322e+00	3.675705749918954268e+00	3.637836140681641517e+00	9.394786386189181826e+00	3.155448845456210627e+00	4.640161537943898296e+00	4.680947605201517980e+00	-1.535164395009910310e+00	4.960576879681039486e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.443187919344181225e+00	9.851144293826875398e+00	5.612353847661691653e+00	1.823260178439514156e+00	2.896969596417338977e+00	9.301176437793877483e+00	1.961558565596187131e+00	3.999433407873674629e+00	2.531933187628604642e+00	8.807180994281686992e-01	3.380454698138441927e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.451340829270510113e+00	7.915872300100646797e+00	8.254529777724263440e+00	6.379189834633293366e+00	7.882376575494637549e+00	5.523478568904724106e+00	1.494382545968987008e+00	5.420572114131068986e+00	4.383797998794402240e+00	-1.378001027064968964e-01	7.706539967567370297e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.210864817109280622e+00	4.749925876733094299e+00	5.125268986686114303e+00	6.615172217277421218e+00	3.275392357307099545e+00	3.949482243311028373e+00	2.655546782884730561e+00	6.148740437522298485e+00	1.241012328356740291e+01	1.192646600248757682e+00	8.297055480011583484e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.538695429857156682e+00	4.790611353654028903e+00	1.474175694115231972e+00	6.837485021544120301e+00	8.798049085307715345e+00	7.628219282858389683e+00	1.978844407841540143e+00	3.146928461650924103e+00	2.446487165337199343e+00	-1.352467036692796887e+00	2.870388750106495834e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.889801848180957755e+00	7.639603898253493064e+00	8.080188085192510528e+00	3.403271836415723950e+00	1.917907404963920870e+00	1.345785327596192404e+00	7.857670498791016200e-01	8.143467174859656765e+00	1.440375681158412924e+01	2.337661511247076884e+00	4.670515982254386955e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.277213374468684659e+00	3.147492525553906795e+00	2.812118230705452415e+00	1.127230968359117069e+00	2.125248787259747640e+00	5.270248362947660858e+00	9.346866728901486177e-01	5.377819114038696391e+00	2.841554155372214563e+00	9.290674522055173412e-01	1.830213994485558260e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.221889734920619475e+00	1.985680562016021611e+00	3.335120844100339266e+00	9.688547346414530637e+00	9.813830896784532243e+00	4.014744346523776208e+00	1.326111820821378684e+00	4.015183108934065714e+00	3.964488823832694742e+00	-9.828239838146988205e+00	4.804758143939064041e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.677274713899094438e+00	4.200468080257952153e+00	2.486015473105795071e+00	3.256597884804035115e+00	7.070811277787047544e+00	9.280203064671370683e+00	1.428778709961035176e+00	1.957585206436521341e+00	9.099059760378265249e-01	3.796248146534422219e-01	1.639083694692438797e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.878064109188144926e+00	3.585726918876121161e+00	3.967392056448313387e+00	7.087251161939594368e+00	8.613409662681821288e+00	1.101074741467539697e+00	3.062980094280527421e-01	3.149932624727260766e+00	2.591737976006227573e+00	-5.192042539282121005e+00	3.108237705596356548e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.946715551386672516e+00	3.674734802127999078e+00	7.805025338386317735e+00	7.369759624514654384e+00	3.921185064757184868e+00	5.979866263888440336e+00	3.738902318844530726e+00	9.551254191011519623e+00	1.791788246168232135e+01	-3.628517598615368378e-01	1.645551435915822083e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.773616056865062074e+00	3.101023137840518196e+00	5.678989349050518776e+00	6.478474380687670120e+00	7.091518424225902173e+00	7.667736874517505186e+00	2.337182202047767277e+00	3.747368713672780238e+00	3.432904734829613336e+00	3.484543932800310717e+00	6.316138459381778603e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.056118835800650579e+00	1.373943066287094394e+00	2.846120070213593145e+00	3.812379348171439641e+00	6.336960310121185991e+00	5.367349300359459896e+00	1.074274699174058156e+00	2.510994035289650483e+00	1.509489588035998864e+00	3.278782563480976631e+00	1.890216952138258222e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.347489569307965596e+00	1.162362905383357514e+00	8.901407988023574802e+00	3.438732851199278961e+00	6.432700475188143585e+00	1.766597259999390879e+00	3.129423050847213728e-01	5.148804324812569000e+00	2.755220449366119873e+00	2.488301950030185061e+00	3.538218942800481415e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.358722123827519113e+00	9.888301052608152730e+00	8.911562624107432384e+00	6.386890060265886682e+00	7.147566966559060653e+00	9.750619944149127249e+00	2.904592799715246532e+00	3.757463210833602130e+00	3.354489516697220175e+00	5.915489502945160405e-01	8.959714406711965751e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.559690044898999872e+00	4.843406129577004116e+00	8.838562704616544252e+00	8.786002236102428142e+00	6.176534280225532747e+00	5.660058885048661281e+00	2.683674842619717449e+00	1.324085972830469249e+00	1.885238075978578287e+00	3.458043506570651626e-01	8.829923215205201359e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.937352985312449150e+00	4.467116458745345575e+00	3.144994298432267410e+00	9.531083102512100780e+00	4.868382785392086021e+00	6.527230759544369043e+00	4.267234396770045457e+00	3.903830741627118961e+00	7.642139877437620576e+00	-4.200401129451737603e+00	7.989633360377365534e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.668472909252860070e+00	7.113363753833650271e+00	5.060590965232115934e+00	1.953887678999544519e+00	3.489494464307546728e+00	3.134070829922760204e+00	5.883042085631842166e-01	5.913131097104069589e+00	3.315697232615290702e+00	2.812883838318904761e+00	2.032478370122511180e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.232280042516749496e+00	2.954047301486388832e+00	9.872896431366928738e+00	2.392937822376516976e+00	7.917793657969259158e+00	5.353326540341892148e+00	5.393015562259101392e-01	5.973393551898557696e+00	1.803691935139986269e+00	1.134740223503897383e+01	3.327485032967499023e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.033389119595810701e+00	9.557039454615338769e+00	7.944463393627471781e+00	9.501554158144141837e+00	3.033992870477800974e+00	4.865089139204970436e+00	5.074528367483416957e+00	4.204696893231700372e+00	1.316859378233923650e+01	2.602666367894669097e+00	1.397070382161154782e+02
1.000000000000000000e+00	1.000000000000000000e+00	8.770146837836119147e+00	8.074299641595398924e+00	1.235821291454176629e+00	7.626455404420627637e+00	7.225889817150408234e+00	1.676803250292395964e+00	5.844313511458349986e-01	5.025833680687235017e+00	5.303319769446777521e+00	-4.681204770083043698e+00	1.839881594483638239e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.608185706885433497e+00	1.801317601018953551e+00	1.581029521182371500e+00	8.952618269512283788e+00	3.099790793521424614e+00	1.960295390767218038e+00	1.887800457301283652e+00	9.693760918753818956e+00	2.797092824360490582e+01	-2.696823419336201511e+01	6.871114087401167581e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.978695945485914098e+00	4.748405853900467655e+00	5.180872561642608787e+00	2.817909406003522577e+00	6.631074977152961125e+00	8.538833523110914925e+00	1.210825090875138343e+00	4.400399240224561304e+00	1.883025201112739300e+00	1.106094628067320285e+00	3.067779275430923391e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.574509367356991207e+00	8.921749898635431109e+00	9.184388386575720986e+00	6.290142696644046794e+00	7.721938625526517441e+00	3.160348275263852980e+00	8.568195151286548406e-01	3.326447531742776853e+00	2.708602624655771063e+00	2.838777224918322961e+00	6.618545457465394577e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.797822290250587152e+00	9.495414618661301986e+00	5.847604564024138973e+00	7.308176630410248009e+00	2.956455326507305692e+00	2.761146445502958180e+00	2.256399129041802620e+00	3.198014869126980741e+00	7.852269670165004101e+00	6.883413161258816748e-01	6.441732534668949484e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.926089255943110423e+00	5.206938763564465944e+00	5.477501531408452529e+00	7.116881255515516536e+00	1.546400328487710363e+00	5.540554498117802318e+00	8.549623689293690987e+00	5.119212586038386803e+00	2.368274886111345623e+01	1.527890920608383940e+00	1.702700652800610044e+02
1.000000000000000000e+00	1.000000000000000000e+00	7.565298051510062294e+00	6.525779548991685886e+00	1.951943288278558786e+00	4.687364074478352904e+00	2.179799825979350736e+00	7.914029421828173483e+00	5.658898539003971884e+00	7.833686476724583514e+00	1.682073486459648848e+01	-6.749948172102262056e+00	1.423535096713008272e+02
1.000000000000000000e+00	1.000000000000000000e+00	6.743268891092299988e+00	2.505651586979220191e+00	6.906332478896171523e+00	1.140822508951391923e+00	6.451904915143857444e+00	1.551012490163485635e+00	9.185342768318649487e-02	2.852006796370652797e+00	5.134707622707952446e-01	1.972622117221866367e-01	8.754844113070335609e+00
