G c dx1dt d2x1dt2 dx2dt m1 m2 d2 d1 Fc Fg p W
1.00000000e+00 1.00000000e+00 5.62810995e+00 8.60094459e+00 9.83167381e+00 6.77560958e+00 2.40685274e+00 1.47544018e+00 1.38451991e+00 2.16012327e+00 6.08103340e+00 1.05572313e+00 7.55877842e+01
1.00000000e+00 1.00000000e+00 6.33173112e+00 3.87190426e+00 3.30877056e+00 7.04331234e+00 7.64155853e+00 7.53476366e+00 2.31495943e+00 7.47997122e+00 6.89437546e+00 -5.83993210e+00 7.52521942e+01
1.00000000e+00 1.00000000e+00 1.41805371e+00 8.46023927e+00 6.88757141e+00 6.69053938e+00 4.24427055e+00 2.09172698e+00 1.09911166e+00 1.91049058e+00 3.01163941e+00 1.23512606e+00 5.23810952e+01
1.00000000e+00 1.00000000e+00 6.46790367e+00 1.33306871e+00 2.78287869e+00 2.79092925e+00 7.04143743e+00 3.72497615e+00 4.92141224e-01 6.60824068e+00 2.61922831e+00 -1.82672744e+01 1.75233805e+01
1.00000000e+00 1.00000000e+00 2.53471711e+00 6.36642891e+00 6.08797229e+00 4.76500478e+00 3.43579548e+00 5.79223817e+00 2.67769553e+00 4.20460569e+00 5.83124529e+00 2.34669030e+00 6.27851786e+01
1.00000000e+00 1.00000000e+00 1.58546434e+00 3.07007954e+00 5.17539238e+00 7.75845819e+00 1.73106671e+00 6.07974929e+00 9.08293141e+00 8.10022567e+00 3.63043559e+01 9.47181561e+00 2.60874448e+02
1.00000000e+00 1.00000000e+00 9.53996984e+00 2.08510197e+00 9.74804797e+00 1.91235608e+00 9.93323616e+00 6.40524877e+00 4.11048196e-01 3.10321404e+00 5.97433720e-01 3.09678369e-01 2.24684504e+01
1.00000000e+00 1.00000000e+00 9.69068830e+00 1.69257881e+00 6.47674545e+00 3.50067498e+00 2.40581357e+00 2.49629797e+00 1.21077931e+00 6.75281646e+00 9.82595491e+00 -1.28225439e+01 4.72014921e+01
1.00000000e+00 1.00000000e+00 8.27557613e+00 7.26659898e+00 4.14555735e+00 3.48687198e+00 9.89578895e+00 4.41763664e+00 5.18864927e-01 3.12114281e+00 1.09976329e+00 -1.77392181e+00 1.93133824e+01
1.00000000e+00 1.00000000e+00 3.74152392e+00 4.05887467e+00 2.02686206e+00 4.88817035e+00 9.79551939e+00 6.55474804e+00 1.09031908e+00 7.42294255e+00 3.70420457e+00 -3.13580425e+00 3.41877747e+01
1.00000000e+00 1.00000000e+00 1.87904903e+00 7.52290094e+00 2.36122146e+00 9.82331867e+00 8.14436294e+00 9.72836978e+00 3.91128921e+00 8.86310231e+00 1.06902258e+01 5.68071231e-01 1.27193500e+02
1.00000000e+00 1.00000000e+00 7.15809724e+00 1.58820707e+00 3.02785237e+00 1.60752292e+00 6.93480666e+00 7.54868024e+00 5.83273964e-01 2.14121619e+00 4.96344639e-01 -5.56838423e+00 8.61408905e+00
1.00000000e+00 1.00000000e+00 4.96137244e+00 3.83761304e+00 3.25869995e+00 5.66830895e+00 6.20026345e+00 9.30343381e+00 2.83508045e+00 8.79936120e+00 8.04441589e+00 -3.90410135e+00 9.33120089e+01
1.00000000e+00 1.00000000e+00 2.09834411e+00 5.85542163e+00 8.65554452e+00 2.61428214e+00 8.79491391e+00 7.85990852e+00 7.78784143e-01 6.34217729e+00 1.88520786e+00 7.10229427e+00 3.74455967e+01
1.00000000e+00 1.00000000e+00 5.45659219e+00 8.11650848e+00 6.05100509e+00 9.73608891e+00 3.60495569e+00 6.32545272e+00 5.69449163e+00 2.14399442e+00 5.79039579e+00 1.57015538e-01 9.55399984e+01
1.00000000e+00 1.00000000e+00 1.30949669e+00 3.86877253e+00 5.71051820e+00 2.01973154e+00 5.20913091e+00 2.72821032e+00 3.52602161e-01 4.84787670e+00 1.87966278e+00 5.51482660e+00 1.66618291e+01
1.00000000e+00 1.00000000e+00 9.18388362e+00 6.63302239e+00 2.03291985e+00 4.63240902e+00 6.57450972e+00 7.00017087e+00 1.64411016e+00 2.44774264e+00 1.72468299e+00 -2.63887530e+00 2.14903919e+01
1.00000000e+00 1.00000000e+00 3.32901983e+00 8.97379973e+00 8.74125724e+00 7.64096486e+00 4.70071428e+00 6.61041609e+00 3.58172213e+00 7.30313100e+00 1.18711677e+01 4.40463125e+00 1.45264997e+02
1.00000000e+00 1.00000000e+00 6.96270056e+00 6.54276869e+00 7.50532873e+00 7.34098985e+00 4.84737809e+00 6.42222253e+00 3.24199114e+00 7.82981321e+00 1.18576637e+01 6.49369924e-01 1.31249097e+02
1.00000000e+00 1.00000000e+00 3.80539968e+00 3.09663527e+00 1.60901526e+00 4.80455773e+00 3.97256201e+00 5.40807281e+00 2.18023851e+00 1.95216868e+00 2.36102221e+00 -1.38463607e+00 2.04991867e+01
1.00000000e+00 1.00000000e+00 5.68061219e+00 1.21960703e+00 7.37051588e+00 4.11871751e+00 6.07808635e+00 5.75790944e+00 1.30058492e+00 5.55525867e+00 3.76443174e+00 7.69744011e+00 5.20323298e+01
1.00000000e+00 1.00000000e+00 5.92039251e+00 8.83088987e+00 5.89184396e+00 4.57851141e+00 8.65517075e+00 4.00998274e+00 7.07082208e-01 8.33162550e+00 4.40735873e+00 -2.69345329e-02 4.46493072e+01
1.00000000e+00 1.00000000e+00 2.66369010e+00 1.19142470e+00 1.73552811e+00 3.37848637e+00 2.81375540e+00 5.67381423e+00 2.27085648e+00 9.42546737e+00 1.13171930e+01 -7.34277253e+00 7.00751090e+01
1.00000000e+00 1.00000000e+00 9.72626165e+00 8.87231505e+00 5.12470577e+00 2.84799645e+00 9.40989735e+00 2.77800315e+00 2.80263174e-01 5.62166080e+00 1.70145002e+00 -2.91562981e+00 1.93217773e+01
1.00000000e+00 1.00000000e+00 7.97619541e+00 5.76043421e+00 5.36226658e+00 5.34735728e+00 7.20178888e+00 8.24656958e+00 2.04103705e+00 9.55251301e+00 7.09277942e+00 -4.33467135e+00 8.71650542e+01
1.00000000e+00 1.00000000e+00 9.45549047e+00 9.45160929e+00 2.49197086e+00 3.41680380e+00 8.40945891e+00 2.67199259e+00 3.61881169e-01 5.82120073e+00 2.36518200e+00 -4.28879826e+00 1.48343243e+01
1.00000000e+00 1.00000000e+00 9.05344615e+00 8.18904912e+00 9.51128332e+00 3.58715498e+00 6.00571623e+00 1.76469661e+00 3.51345285e-01 4.54771445e+00 2.71630492e+00 2.54255736e-01 3.89119015e+01
1.00000000e+00 1.00000000e+00 6.38109981e+00 9.98140699e+00 8.64977834e+00 6.91080457e+00 8.01565031e+00 4.92621424e+00 1.41573474e+00 8.63382816e+00 7.44377521e+00 1.96238673e+00 9.64465591e+01
1.00000000e+00 1.00000000e+00 9.29686812e+00 4.15640634e+00 7.02120104e+00 9.71683599e+00 1.14580358e+00 6.92476696e+00 1.95748574e+01 5.43684439e+00 4.61064412e+01 -2.97671758e+00 3.87500220e+02
1.00000000e+00 1.00000000e+00 1.79643252e+00 7.90469460e+00 5.16066005e+00 6.43273481e+00 8.36542382e+00 4.93945142e+00 1.26609170e+00 5.24712260e+00 4.03486409e+00 2.23316841e+00 5.31271727e+01
1.00000000e+00 1.00000000e+00 2.76384576e+00 4.61737822e+00 4.70588987e+00 1.69281520e+00 1.36124973e+00 3.49078719e+00 1.44701776e+00 5.41281240e+00 6.73123448e+00 2.27659939e+00 3.14635090e+01
1.00000000e+00 1.00000000e+00 1.40704560e+00 5.31888058e+00 6.85876120e+00 1.68025252e+00 9.00922039e+00 6.02354066e+00 3.74470781e-01 8.62106502e+00 1.60786013e+00 8.83636960e+00 2.12094617e+01
1.00000000e+00 1.00000000e+00 3.92797298e+00 6.64754917e+00 5.90888682e+00 9.56280899e+00 9.92766473e+00 4.12302102e+00 1.32383139e+00 8.48747388e+00 8.17554719e+00 2.52919596e+00 9.02135089e+01
1.00000000e+00 1.00000000e+00 4.49809561e+00 8.86309403e+00 1.56045795e+00 3.67561711e+00 3.64660716e+00 9.39580921e+00 3.15685198e+00 4.63167993e+00 4.66852646e+00 -1.53515210e+00 4.96002299e+01
1.00000000e+00 1.00000000e+00 3.44214129e+00 9.85675122e+00 5.61252384e+00 1.82860287e+00 2.89286701e+00 9.30380626e+00 1.96033518e+00 3.99969874e+00 2.52823949e+00 8.80703607e-01 3.37853276e+01
1.00000000e+00 1.00000000e+00 8.45863758e+00 7.91446072e+00 8.25763256e+00 6.39140128e+00 7.88827027e+00 5.52134638e+00 1.49120737e+00 5.42735222e+00 4.39746417e+00 -1.37839471e-01 7.70577662e+01
1.00000000e+00 1.00000000e+00 4.21077994e+00 4.75990104e+00 5.13315890e+00 6.61283900e+00 3.27723707e+00 3.95095595e+00 2.65742504e+00 6.15495259e+00 1.24195198e+01 1.19271361e+00 8.30137288e+01
1.00000000e+00 1.00000000e+00 3.52841059e+00 4.79221302e+00 1.46760920e+00 6.83654338e+00 8.79006145e+00 7.63419173e+00 1.97918536e+00 3.14503490e+00 2.44607704e+00 -1.35246331e+00 2.87071951e+01
1.00000000e+00 1.00000000e+00 5.88426475e+00 7.63824071e+00 8.07650379e+00 3.40661825e+00 1.92558333e+00 1.33041649e+00 7.84562446e-01 8.14559576e+00 1.44106644e+01 2.33785419e+00 4.66857508e+01
1.00000000e+00 1.00000000e+00 2.26831802e+00 3.14899431e+00 2.81227404e+00 1.13599616e+00 2.13359677e+00 5.27292105e+00 9.35824762e-01 5.37834489e+00 2.86360536e+00 9.29053139e-01 1.82942975e+01
1.00000000e+00 1.00000000e+00 8.21977283e+00 1.99426702e+00 3.32758751e+00 9.68513833e+00 9.81236400e+00 4.02691055e+00 1.32489941e+00 4.00640994e+00 3.95446341e+00 -9.82822243e+00 4.81524158e+01
1.00000000e+00 1.00000000e+00 1.67095579e+00 4.19159942e+00 2.48235718e+00 3.25803741e+00 7.06455008e+00 9.28482297e+00 1.42732848e+00 1.96138894e+00 9.04555627e-01 3.79681727e-01 1.64862514e+01
1.00000000e+00 1.00000000e+00 9.88198243e+00 3.58515092e+00 3.97193558e+00 7.08423659e+00 8.62198502e+00 1.10802725e+00 3.03469450e-01 3.14960644e+00 2.58786778e+00 -5.19206081e+00 3.10055594e+01
1.00000000e+00 1.00000000e+00 7.95020292e+00 3.66677308e+00 7.81076355e+00 7.35966883e+00 3.91896440e+00 5.97533388e+00 3.74048465e+00 9.54353055e+00 1.79223941e+01 -3.62919624e-01 1.64576922e+02
1.00000000e+00 1.00000000e+00 2.78844113e+00 3.10246976e+00 5.67447274e+00 6.49006675e+00 7.08835375e+00 7.66597223e+00 2.33964393e+00 3.74589718e+00 3.42972764e+00 3.48457148e+00 6.31199037e+01
1.00000000e+00 1.00000000e+00 1.04969905e+00 1.37883871e+00 2.84393147e+00 3.81616655e+00 6.34817645e+00 5.36516189e+00 1.07507783e+00 2.51973360e+00 1.51472209e+00 3.27883724e+00 1.89796454e+01
1.00000000e+00 1.00000000e+00 8.33915286e+00 1.16086541e+00 8.90047070e+00 3.43986628e+00 6.42835108e+00 1.76862727e+00 3.15469252e-01 5.14605512e+00 2.75369862e+00 2.48829240e+00 3.54866956e+01
1.00000000e+00 1.00000000e+00 7.36171609e+00 9.88950151e+00 8.91623669e+00 6.37901454e+00 7.14279214e+00 9.75215251e+00 2.90311881e+00 3.76378969e+00 3.36132828e+00 5.91626242e-01 8.96569895e+01
1.00000000e+00 1.00000000e+00 7.56106451e+00 4.84995820e+00 8.83520583e+00 8.79486070e+00 6.17823256e+00 5.66209388e+00 2.68670835e+00 1.31643325e+00 1.87397398e+00 3.45842567e-01 8.83150211e+01
1.00000000e+00 1.00000000e+00 7.94143312e+00 4.45893982e+00 3.14916590e+00 9.52060356e+00 4.86156132e+00 6.52767620e+00 4.26114254e+00 3.90830696e+00 7.65380474e+00 -4.20047187e+00 7.99435192e+01
1.00000000e+00 1.00000000e+00 1.66640187e+00 7.11682554e+00 5.06115410e+00 1.95315224e+00 3.48330425e+00 3.12948804e+00 5.84920346e-01 5.89697762e+00 3.30654293e+00 2.81288024e+00 2.02329910e+01
1.00000000e+00 1.00000000e+00 4.22619156e+00 2.96428499e+00 9.86490691e+00 2.39345751e+00 7.91723198e+00 5.35148277e+00 5.39268719e-01 5.96541135e+00 1.80340284e+00 1.13475110e+01 3.32621148e+01
1.00000000e+00 1.00000000e+00 2.04282154e+00 9.54965066e+00 7.94811229e+00 9.50262633e+00 3.03645187e+00 4.86234543e+00 5.07226347e+00 4.20903029e+00 1.31722299e+01 2.60277036e+00 1.39575873e+02
1.00000000e+00 1.00000000e+00 8.76793083e+00 8.07710513e+00 1.24450679e+00 7.62881706e+00 7.23118876e+00 1.67406258e+00 5.88705287e-01 5.02572481e+00 5.30207915e+00 -4.68121415e+00 1.83701269e+01
1.00000000e+00 1.00000000e+00 6.60968314e+00 1.80469902e+00 1.58684132e+00 8.94694442e+00 3.09999540e+00 1.95544318e+00 1.88121155e+00 9.68966126e+00 2.79654804e+01 -2.69682841e+01 6.88822892e+01
1.00000000e+00 1.00000000e+00 3.97808222e+00 4.75822698e+00 5.17538239e+00 2.82369371e+00 6.62797153e+00 8.53725268e+00 1.21236623e+00 4.39613630e+00 1.87287201e+00 1.10618824e+00 3.06028763e+01
1.00000000e+00 1.00000000e+00 1.57202515e+00 8.91206477e+00 9.18298185e+00 6.28827284e+00 7.72370440e+00 3.15837957e+00 8.57134152e-01 3.32404132e+00 2.70627637e+00 2.83875120e+00 6.62925434e+01
1.00000000e+00 1.00000000e+00 3.79884090e+00 9.50258820e+00 5.84831618e+00 7.31025635e+00 2.96842500e+00 2.75462444e+00 2.26124525e+00 3.19120340e+00 7.85888641e+00 6.88264329e-01 6.44009711e+01
1.00000000e+00 1.00000000e+00 3.92664990e+00 5.20661360e+00 5.48031257e+00 7.12100697e+00 1.53948971e+00 5.54420306e+00 8.54835392e+00 5.11988151e+00 2.36823356e+01 1.52778167e+00 1.70325022e+02
1.00000000e+00 1.00000000e+00 7.56645561e+00 6.52070250e+00 1.94926330e+00 4.67336522e+00 2.17876369e+00 7.91872418e+00 5.66178737e+00 7.83568134e+00 1.68072384e+01 -6.74996734e+00 1.42201504e+02
1.00000000e+00 1.00000000e+00 6.73801724e+00 2.50330551e+00 6.91102094e+00 1.13855403e+00 6.45397271e+00 1.55751867e+00 9.15879892e-02 2.85389366e+00 5.03459227e-01 1.97232883e-01 8.65271786e+00
1.00000000e+00 1.00000000e+00 8.98491468e+00 9.92051764e+00 8.39892845e+00 6.24633451e+00 8.64501766e+00 6.19127128e+00 1.49113833e+00 7.38366514e+00 5.33496220e+00 -4.36139153e-01 8.54927148e+01
1.00000000e+00 1.00000000e+00 5.24993433e+00 3.08504531e+00 4.42378007e+00 3.27791385e+00 1.40497139e+00 2.07289399e+00 1.61207741e+00 1.19034841e+00 2.77718078e+00 -3.18767249e-01 2.02575713e+01
1.00000000e+00 1.00000000e+00 2.07634821e+00 9.48458597e+00 7.98050666e+00 5.05228822e+00 7.60736133e+00 1.32814946e+00 2.94021959e-01 4.77039680e+00 3.16817074e+00 2.96957386e+00 4.45276240e+01
1.00000000e+00 1.00000000e+00 7.41920309e+00 6.84681984e+00 9.68028989e+00 9.61822914e+00 4.07186781e+00 1.47469557e+00 1.16113461e+00 7.98278559e+00 1.88562754e+01 2.63622697e+00 1.20914512e+02
1.00000000e+00 1.00000000e+00 7.84706544e+00 6.46963115e+00 2.83389813e+00 4.59131786e+00 5.30675533e+00 8.50747697e+00 2.45350995e+00 4.04859660e+00 3.50277952e+00 -3.13716372e+00 4.28111432e+01
1.00000000e+00 1.00000000e+00 6.05149478e+00 5.61419660e+00 5.70996668e+00 8.55821446e+00 9.35973595e+00 2.06175235e+00 6.28398027e-01 6.07363391e+00 5.55351795e+00 -3.69477021e-01 6.03170981e+01
1.00000000e+00 1.00000000e+00 7.93870462e+00 3.07602831e+00 3.58424162e+00 2.69686545e+00 3.98774354e+00 1.40636228e+00 3.17035587e-01 2.84481310e+00 1.92391463e+00 -4.02715194e+00 1.23719384e+01
1.00000000e+00 1.00000000e+00 5.44416037e+00 2.58875229e+00 8.13568977e+00 7.05214448e+00 5.18803241e+00 4.94109898e+00 2.23882847e+00 7.67795852e+00 1.04367260e+01 7.98278430e+00 1.08942956e+02
1.00000000e+00 1.00000000e+00 5.70459546e+00 2.98437588e+00 6.19834029e+00 9.79306259e+00 1.12314173e+00 8.59594125e+00 2.49836651e+01 1.47051193e+00 1.28219039e+01 2.43286265e-01 1.70917067e+02
1.00000000e+00 1.00000000e+00 4.84786917e+00 2.67794436e+00 6.71124176e+00 1.91703791e+00 1.73438848e+00 3.36167539e+00 1.23856511e+00 8.67288380e+00 9.58623008e+00 6.03478333e+00 4.50914986e+01
1.00000000e+00 1.00000000e+00 1.22877214e+00 8.01626026e+00 8.18122744e+00 1.07487948e+00 3.32732432e+00 4.79541356e+00 5.16380043e-01 2.78376748e+00 8.99285507e-01 2.41434513e+00 1.31062794e+01
1.00000000e+00 1.00000000e+00 1.97102284e+00 4.15112733e+00 4.56373425e+00 4.90224513e+00 1.25067017e+00 1.35930279e+00 1.77601728e+00 8.86958229e+00 3.47660540e+01 5.53976435e+00 6.96301384e+01
1.00000000e+00 1.00000000e+00 1.28286267e+00 1.52058409e+00 9.23581062e+00 1.83362935e+00 6.68237793e+00 5.04170663e+00 4.61144287e-01 4.17276317e+00 1.14499675e+00 2.18243559e+01 2.27077911e+01
1.00000000e+00 1.00000000e+00 6.72769370e+00 9.72192367e+00 5.79725981e+00 7.73545915e+00 4.83758521e+00 6.19851773e+00 3.30387845e+00 7.50415217e+00 1.19993881e+01 -7.18182715e-01 1.19222886e+02
1.00000000e+00 1.00000000e+00 3.82920383e+00 8.95407296e+00 2.42159341e+00 9.23093797e+00 5.93330682e+00 6.13816348e+00 3.18321683e+00 3.87302768e+00 6.02559068e+00 -6.08852994e-01 5.93396392e+01
1.00000000e+00 1.00000000e+00 5.57713622e+00 9.34977055e+00 7.26309206e+00 4.90618875e+00 2.57182467e+00 3.99184023e+00 2.53836920e+00 9.15320504e+00 1.74612804e+01 1.65051104e+00 1.05336742e+02
1.00000000e+00 1.00000000e+00 9.16809827e+00 9.95417040e+00 8.13935215e+00 3.32840478e+00 3.66338826e+00 3.83979863e+00 1.16289467e+00 2.13973413e+00 1.94407494e+00 -2.21137782e-01 3.45559149e+01
1.00000000e+00 1.00000000e+00 3.24363006e+00 2.56505724e+00 3.85085509e+00 4.90962987e+00 6.97442027e+00 1.95961257e+00 4.59821846e-01 2.60667810e+00 1.83496609e+00 6.17077922e-01 2.25020958e+01
1.00000000e+00 1.00000000e+00 4.69344631e+00 4.56617817e+00 8.71461331e+00 7.51103036e+00 9.68772451e+00 4.30118489e+00 1.11158990e+00 5.43727113e+00 4.21559350e+00 4.78828781e+00 8.35877722e+01
1.00000000e+00 1.00000000e+00 7.79996025e+00 7.82414628e+00 9.15528929e+00 1.08148745e+00 1.45375096e+00 1.89545202e+00 4.70027222e-01 1.73744595e+00 1.29253637e+00 3.00967144e-01 1.23512712e+01
1.00000000e+00 1.00000000e+00 3.05918349e+00 7.26418556e+00 3.49214039e+00 6.30508591e+00 9.01345889e+00 7.89936350e+00 1.84191833e+00 2.76382166e+00 1.93334581e+00 1.64728123e-01 3.72904465e+01
1.00000000e+00 1.00000000e+00 1.69281919e+00 2.38506316e+00 9.85169325e+00 6.51962516e+00 6.19193081e+00 9.69646868e+00 3.40321100e+00 9.49389744e+00 9.99634113e+00 3.24769235e+01 1.61158556e+02
1.00000000e+00 1.00000000e+00 3.60776308e+00 8.34249812e+00 2.26640375e+00 6.73919422e+00 6.07527610e+00 9.73067011e+00 3.59801896e+00 9.78840695e+00 1.08581033e+01 -1.57384164e+00 1.20930356e+02
1.00000000e+00 1.00000000e+00 2.45099159e+00 3.01996515e+00 2.81814102e+00 3.17819872e+00 5.50250682e+00 8.78563989e+00 1.69150234e+00 4.38633396e+00 2.53350726e+00 5.33264438e-01 3.12150947e+01
1.00000000e+00 1.00000000e+00 9.36727887e+00 3.01435853e+00 2.65802355e+00 7.42647451e+00 1.62454677e+00 6.40712934e+00 9.76321182e+00 9.30957419e+00 4.25579100e+01 -2.07209293e+01 2.92413778e+02
1.00000000e+00 1.00000000e+00 8.27308342e+00 5.83276981e+00 9.04590739e+00 1.82252338e+00 1.80889167e+00 7.30779128e+00 2.45428747e+00 5.90342208e+00 5.94790996e+00 7.82185182e-01 5.99524622e+01
1.00000000e+00 1.00000000e+00 6.70063381e+00 6.33645941e+00 6.88863297e+00 2.79343303e+00 6.40820805e+00 3.56685222e+00 5.18281280e-01 3.42768219e+00 1.49417756e+00 1.01697389e-01 2.45724454e+01
1.00000000e+00 1.00000000e+00 8.84314531e+00 6.22077587e+00 2.36893855e+00 8.89723042e+00 4.06862714e+00 6.67693378e+00 4.86701585e+00 7.32158849e+00 1.60107716e+01 -7.61986587e+00 1.27979854e+02
1.00000000e+00 1.00000000e+00 8.23304869e+00 1.82338154e+00 4.96291077e+00 7.64850836e+00 9.25541260e+00 5.10084594e+00 1.40508279e+00 6.93011626e+00 5.72692482e+00 -1.24287954e+01 6.71710257e+01
1.00000000e+00 1.00000000e+00 2.67913053e+00 8.89714776e+00 6.53768223e+00 1.12370999e+00 4.65931484e+00 5.33815606e+00 4.29143159e-01 9.90212787e+00 2.38814512e+00 4.29439561e+00 2.00947501e+01
