G	c	dx1dt	d2x1dt2	dx2dt	m1	d1	W	Fg	Fc	d2
1.000000000000000000e+00	1.000000000000000000e+00	5.096526239001746283e+00	9.501571741828488626e+00	4.771051009279839050e+00	1.504095406126780832e+00	7.055120319412465868e+00	4.298454076942844759e-01	9.370691149003816278e+00	1.307504626222738997e+00	2.398508170835113251e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.073516490773528176e+00	5.266084145662294880e+00	3.344136851407524258e+00	4.377835658047215972e+00	8.420755879544547184e+00	1.035606905899612684e+00	5.747624153917360701e+00	5.011598851722876002e-01	2.111772511167014699e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.793462568920394684e+00	8.755498436258237760e+00	7.588786584276144609e+00	9.492419032250351663e+00	4.573819135496421495e+00	4.154548738103959415e+00	3.332377358598916928e+00	8.033919552700746758e-02	6.561100544105708643e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.632017114716871831e+00	8.605691083078250259e+00	9.832546754814002199e+00	6.768582456222335786e+00	2.414814636436642292e+00	5.628727438380912496e+00	1.470484551037813059e+00	5.080717193836176149e-02	1.123600781431559881e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.324857495186838818e+00	3.872067986965213038e+00	3.313296877068082402e+00	7.050426741854222357e+00	7.646849762504678516e+00	1.839462443488649290e+00	7.539888528473666973e+00	5.526319334551234030e-01	2.838333125692979131e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.421673679444686034e+00	8.463113443518290424e+00	6.886492078177496090e+00	6.694400557997031598e+00	4.237215343772172460e+00	3.150346887549992925e+00	2.094104978291123409e+00	7.448637977280009315e-02	5.619915632049028886e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.471540441834883417e+00	1.327609440977102873e+00	2.784519875144303214e+00	2.785375317265117889e+00	7.034968889768403066e+00	7.932688431330914280e-01	3.723221492500411678e+00	2.001177205424505168e+00	5.804004217065510396e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.536796530324421095e+00	6.358613694545651285e+00	6.097178301299451597e+00	4.768292263433193234e+00	3.438948771619621425e+00	2.774649359135903381e+00	5.801021040051514532e+00	3.819317835116832205e-01	5.822408820328663026e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.580082185581574317e+00	3.070675954590091017e+00	5.163664431795510268e+00	7.766404215533701638e+00	1.730716266186516972e+00	8.964203252965999624e+00	6.088288069152692827e+00	5.104444376816786866e-01	8.726134366783117713e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.541320471907484446e+00	2.083328178065188663e+00	9.750331814843512745e+00	1.912192254707570926e+00	9.930756863005838042e+00	3.841999980782862534e-01	6.410366802215368587e+00	3.213211218958826887e+00	4.557880418884174389e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.684285234387612462e+00	1.696063763647850386e+00	6.488537415746214343e+00	3.514743384033899076e+00	2.411345642173063464e+00	2.912783231370925652e+00	2.479737623001085023e+00	8.424755632340326095e-01	2.478375471155591825e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.274208097164647668e+00	7.266154436832379382e+00	4.147114644679414042e+00	3.477538986153435374e+00	9.896810031488188386e+00	7.048956355920805716e-01	4.426299017624497623e+00	3.479661669645839339e-01	2.366788892113005804e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.747095421770347823e+00	4.060015536051921892e+00	2.035975948736031160e+00	4.891926276837802234e+00	9.795805122653520769e+00	1.000004335633964958e+00	6.559108228630808668e+00	6.607504088173330459e-01	1.009880351400452403e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.883361026994204490e+00	7.513869810149838457e+00	2.357747169768722451e+00	9.829633525833569863e+00	8.148610625979546995e+00	2.407349607634198474e+00	9.739377299747888017e+00	2.625195266143907080e-01	7.421914624439137631e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.158179414776252969e+00	1.598712738812461120e+00	3.027675414904658968e+00	1.612348099176532212e+00	6.932763460846554260e+00	4.526656152126891097e-01	7.555469193992117027e+00	5.912031386466959582e+00	5.784553927580446953e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.956096485615447911e+00	3.836699336257157533e+00	3.258885061724403620e+00	5.667202695730419570e+00	6.208807091198907280e+00	1.829200894153486745e+00	9.312092882665920612e+00	8.558931426487489391e-01	2.773128514192496841e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.101838230171926725e+00	5.859302414962705541e+00	8.643299754812700186e+00	2.612709871217459678e+00	8.790621455651079330e+00	5.905232057013144464e-01	7.864728979019735888e+00	1.027330046656097284e+00	1.280123955379749567e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.456697087246835665e+00	8.111857171820242129e+00	6.044554819103721499e+00	9.738493234556466760e+00	3.608533948400404423e+00	5.400909880672500663e+00	6.332851894195569820e+00	1.604216268619922392e-01	4.517862169842748798e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.296938425051449073e+00	3.870486037057490059e+00	5.704461638034238113e+00	2.024147525294864636e+00	5.216940922773948053e+00	7.746152414702901501e-01	2.739150442586836487e+00	6.992196531786002422e-01	8.427603717485956381e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.188119454436925793e+00	6.625774461667038651e+00	2.037459012421622973e+00	4.635670434897131820e+00	6.567007663222746316e+00	1.413632094374664527e+00	7.001358928361787193e+00	4.551680959183705411e-01	6.260252192429098805e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.328888674415638071e+00	8.976314653792208276e+00	8.746072965534738231e+00	7.646595083831684292e+00	4.698844151183826590e+00	3.252096422783021357e+00	6.601790549600662139e+00	1.918000989935195744e-01	8.504644163718483085e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.969208597687375217e+00	6.540788350726854716e+00	7.507117946321259616e+00	7.335474324408161273e+00	4.853599634163595411e+00	3.029312494998661620e+00	6.420535744035761994e+00	2.673737254672093888e-01	8.621303935490958636e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.799471737535425220e+00	3.096797661319711459e+00	1.613565669025404770e+00	4.803324720177970519e+00	3.978865460762648798e+00	2.421206508668697133e+00	5.410212121905429328e+00	7.267453062059142654e-01	8.101532350690674456e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.663418887425293313e+00	1.223489968236604941e+00	7.369609504143278755e+00	4.113628850849336160e+00	6.077152222399073267e+00	1.356296043391241657e+00	5.758320286797779630e+00	2.291923154926456707e+00	4.454181866249341937e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.921902998072672730e+00	8.824033056284878995e+00	5.898480607848053836e+00	4.576421236584768515e+00	8.651169034826821758e+00	1.056705895464912226e+00	4.003143876170591753e+00	1.982988009787729211e-01	3.941569392217473045e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.665268132705524540e+00	1.187616765895430193e+00	1.735576636717749421e+00	3.383982141831658463e+00	2.818962332622952260e+00	2.404396955359310528e+00	5.664865898759290808e+00	2.818705541096413025e+00	2.515424744019886028e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.717111212767809647e+00	8.874859216202327872e+00	5.125025275106294131e+00	2.848581007503277363e+00	9.416344080302534891e+00	6.022228857878458852e-01	2.773936997892174627e+00	2.185820269249163783e-01	2.963782343017062892e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.970899468121058540e+00	5.772106942853491240e+00	5.360800070028867381e+00	5.361469187342978060e+00	7.195445019415990906e+00	1.485909994324212002e+00	8.251000984922468362e+00	5.351256776532291592e-01	4.985286829736970127e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.470402559735971337e+00	9.450841116466442315e+00	2.495750157030458993e+00	3.417850781276128735e+00	8.402901255074237241e+00	8.082915897814613171e-01	2.680662619080185660e+00	1.646741321424106674e-01	6.535909909079128388e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.051792090928655554e+00	8.192337702291373702e+00	9.508957606907717519e+00	3.587478114559694564e+00	6.006943191411592053e+00	1.195149290474064374e+00	1.769725065280392640e+00	1.203117712391486294e-01	1.105581153091403479e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.385055985831794345e+00	9.980811891052749019e+00	8.655169853812708425e+00	6.911379378007171503e+00	8.019078404582554498e+00	1.724866345681687063e+00	4.932015476859771930e+00	1.423672479802895185e-01	7.497646231783766879e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.293346547973460048e+00	4.167211354741525042e+00	7.014949706959339615e+00	9.713383292093102028e+00	1.144174566273321147e+00	1.696541369660947041e+01	6.924323591186283267e+00	3.437056410704928400e-01	1.184162184608099544e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.785119154849784229e+00	7.894974533743065237e+00	5.154592217375265406e+00	6.432421718703607461e+00	8.369123898048348664e+00	1.533567351324004013e+00	4.929894041360768142e+00	1.954140725373115506e-01	3.360104497461357198e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.762924269761961149e+00	4.617904611608389054e+00	4.709685600997630672e+00	1.698920339996090378e+00	1.357381652898465463e+00	2.485472015972769899e+00	3.488289767770287320e+00	8.936796919036225084e-01	4.805172852883536017e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.405608066053255722e+00	5.309837425368549191e+00	6.858272289701633717e+00	1.680869486014570979e+00	8.997701764134804492e+00	3.753027830120554964e-01	6.022121031754688047e+00	1.346894396660480719e+00	8.848633008714209325e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.925808715417980377e+00	6.633604721963429540e+00	5.906380589765284128e+00	9.558513694593642640e+00	9.925355762942931648e+00	1.927432782604561190e+00	4.120294100387644320e+00	1.307818368500416606e-01	5.268567991178119136e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.497475138376523240e+00	8.864748857730157638e+00	1.565372538644743905e+00	3.670609279644931888e+00	3.646951582207858422e+00	2.016413742744196380e+00	9.396109275898542279e+00	5.779451871777406824e-01	2.903935573649523705e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.443571591539735355e+00	9.857527267966256446e+00	5.609170754080777144e+00	1.826165758141166329e+00	2.891364524108847700e+00	1.261547120518756504e+00	9.306227968436058262e+00	1.032388237167020550e+00	3.192637866497701093e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.457825100676689800e+00	7.912876127752992872e+00	8.256527118436887136e+00	6.391801130501007400e+00	7.881959418382472826e+00	1.618833810328154099e+00	5.526026175208887281e+00	2.192373990013625484e-01	8.638974729154831778e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.203938748066544662e+00	4.759310265737753731e+00	5.140884949158297523e+00	6.619300332024594447e+00	3.267347324618052884e+00	4.039092292020855623e+00	3.949430134250531133e+00	2.506518548696888837e-01	5.535914331338248395e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.531041972313271327e+00	4.809449342300938568e+00	1.476107807696298124e+00	6.829286811724780470e+00	8.787261235065034981e+00	1.555372907450660591e+00	7.623747362457430121e+00	4.647173081221761537e-01	4.404967010381699577e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.873714147743466008e+00	7.636804441497264229e+00	8.085186024991338982e+00	3.404886910285444213e+00	1.930472814223102240e+00	3.539318780261369923e+00	1.327767335719558295e+00	1.017212138316517106e-01	8.534017860236980724e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.257220851921895033e+00	3.151832211271702544e+00	2.810716239770735481e+00	1.136777364313496630e+00	2.140439212008506509e+00	1.064543497953891249e+00	5.273160853123368241e+00	2.949257085130167599e+00	2.490562280077925017e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.223773503229255155e+00	1.990654502372209533e+00	3.334383022584411549e+00	9.675211792251866783e+00	9.818833412927229887e+00	1.970767208116430247e+00	4.033619094858589271e+00	4.159233399246254348e-01	5.567286918310453636e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.673699940371879746e+00	4.193241844796382622e+00	2.477117393161927694e+00	3.253524829536591056e+00	7.060105863268395510e+00	9.249678688015378070e-01	9.281707873743750170e+00	1.359776951488352870e+00	1.484944237757045427e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.881671788550205449e+00	3.583825588961611519e+00	3.966927978349712891e+00	7.080556098083928163e+00	8.615700841759696971e+00	1.644700094600916707e+00	1.110839156809617645e+00	8.727705686740791502e-02	4.391000195497090530e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.942650321526698143e+00	3.664489301743770078e+00	7.797785151833453554e+00	7.355359943535277445e+00	3.921669542874676839e+00	3.762358589384734664e+00	5.976925354550020053e+00	4.424803480884705875e-01	1.663594974140167793e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.784609697258805916e+00	3.112588575821656267e+00	5.683709735274831587e+00	6.491105520148273023e+00	7.091813106676437606e+00	1.828357843348670242e+00	7.666213076244487112e+00	7.611348435185676387e-01	1.037960174231513122e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.048276983418051644e+00	1.385387573292596874e+00	2.839160874340157292e+00	3.815297380554890427e+00	6.350356152991935232e+00	1.204582658466766931e+00	5.370266963660473181e+00	2.039308458887255870e+00	5.856831487520699930e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.330515388742886884e+00	1.161626152897289543e+00	8.899772031186813592e+00	3.436860307855619912e+00	6.417380582271659861e+00	1.066557789364476649e+00	1.765001775977125487e+00	8.854171781465424163e-01	6.822446545218110714e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.357716238557762800e+00	9.876682820127468787e+00	8.911210196200061162e+00	6.381331262367491597e+00	7.138070264828130895e+00	1.786579363271299847e+00	9.748996933372106710e+00	3.081680924315974290e-01	8.036797521457966553e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.564595123347187311e+00	4.847949849465133632e+00	8.839044290260506642e+00	8.804188350340369951e+00	6.178070846706005703e+00	2.849772158959206436e+00	5.662028589937564860e+00	2.656371226239719885e-01	1.609217444432976407e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.949158137640230493e+00	4.473977183327787266e+00	3.147091781820709588e+00	9.529477470951016826e+00	4.864215172123598663e+00	3.910903844357153769e+00	6.524164240788943303e+00	3.082925531581955925e-01	2.220512602306648375e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.664131759521695564e+00	7.115542333223742411e+00	5.053949355814073563e+00	1.942743554531831895e+00	3.487483733229768568e+00	1.120864681056898071e+00	3.132275087075478748e+00	4.508930460756881420e-01	3.601328702899970757e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.230285908713270260e+00	2.970422361175576675e+00	9.867345616775480721e+00	2.396581418381246387e+00	7.918017721420710586e+00	6.030482907390164460e-01	5.347570068356479744e+00	1.507973038965806145e+00	3.284293339630630726e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.032462055491853103e+00	9.557672410159501197e+00	7.940195732407759444e+00	9.501662623095620930e+00	3.038253632161406426e+00	6.257074446983681426e+00	4.863586975709564442e+00	1.062781823404610193e-01	6.612342284506956602e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.771499983874097239e+00	8.078323260366763847e+00	1.239882927391410705e+00	7.629656974120884172e+00	7.231651017730466258e+00	2.111050742284990900e+00	1.673513014119004882e+00	5.413518035223981173e-02	1.933373349966881205e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.605331922775577347e+00	1.800015835151169918e+00	1.575207812486192349e+00	8.944788364412078252e+00	3.103729933012731035e+00	5.775357742002413808e+00	1.956622302615974363e+00	2.433206294565594119e-01	1.402045607286451334e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.979745669441247635e+00	4.744678958206992370e+00	5.167519789504036787e+00	2.824330261399865982e+00	6.629675692904343443e+00	8.516817835967591677e-01	8.534730455768126944e+00	1.271280466023579692e+00	5.634265762152841361e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.570684237361964275e+00	8.915870876485497476e+00	9.183967625864024598e+00	6.289092465077800398e+00	7.724062469609549453e+00	1.628878244600824976e+00	3.156519270443805869e+00	1.132135382764282161e-01	9.456417861032537786e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.805987388602365407e+00	9.498055585460921435e+00	5.837468696569685811e+00	7.307122266781676423e+00	2.966963209132278401e+00	4.925662417826672801e+00	2.755151164164556299e+00	7.993739712635197781e-02	3.600211062556438080e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.921917184088127950e+00	5.207593552398662062e+00	5.472134199436113455e+00	7.116154595940452410e+00	1.539932500157175976e+00	9.251131472199348948e+00	5.545311677195573274e+00	2.993671979144191808e-01	5.773493596179784859e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.569852409200148458e+00	6.513749554795757568e+00	1.949250219670598971e+00	4.670936261816209800e+00	2.181403233994833712e+00	4.286884392399623600e+00	7.918701127534127693e+00	5.197953208488257371e-01	5.722038613857093337e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.736504459246445364e+00	2.501829952252553557e+00	6.908019332147762093e+00	1.139822163346434492e+00	6.455429634508692338e+00	3.559155124925724722e-01	1.566874595539685000e+00	1.093406911181118657e+00	1.909141309547713661e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.984057881839797588e+00	9.920705224354037455e+00	8.409927782148681530e+00	6.249577102078666790e+00	8.647092001660855232e+00	1.445895213268108881e+00	6.185835918532239575e+00	1.994389944237482670e-01	7.124037218787967696e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.248939255923061431e+00	3.086539537923851384e+00	4.433906207678350420e+00	3.282533348387055128e+00	1.412285126027146731e+00	4.667266360575823114e+00	2.072541756398355695e+00	4.089659583598704296e-01	6.336724988985857010e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.071771165862469566e+00	9.478384040542136901e+00	7.975714294601305987e+00	5.049612983871432981e+00	7.608805664072984420e+00	1.326012631829065924e+00	1.319516247297851885e+00	5.594451018751542964e-02	6.716748335549828752e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.419126782040216028e+00	6.853478442022614914e+00	9.683366209785852163e+00	9.619765697206544175e+00	4.068332748869786464e+00	4.722953139008429169e+00	1.476736876116446551e+00	4.566185733051932732e-02	1.369233162222930567e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.846726368464834067e+00	6.466310531348280044e+00	2.838035407180327319e+00	4.596528247882485374e+00	5.311568290130144199e+00	1.729875814900900588e+00	8.501358526308029795e+00	5.720236336012854972e-01	1.236258400392453716e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.052800446762769404e+00	5.604881265598790741e+00	5.706667609946471487e+00	8.564524262766578744e+00	9.352294338829400644e+00	1.824449327718234759e+00	2.060225489728358728e+00	8.640262122254042942e-02	5.811851444207563055e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.939161987958883060e+00	3.075421795734730512e+00	3.575983760779368303e+00	2.696546965672974139e+00	3.981853137653386998e+00	1.347867174292105341e+00	1.404321067989849459e+00	3.402493168996452155e-01	4.177939556952544820e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.448479363066793368e+00	2.588943525197947348e+00	8.135621862248500591e+00	7.050948493628528269e+00	5.189861752554332242e+00	2.716943834499086829e+00	4.942639999394031314e+00	5.413031796633432924e-01	2.555443103996616827e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.709593773975666586e+00	2.985269264027971658e+00	6.197385896414347783e+00	9.794097217231506391e+00	1.125954515746772966e+00	1.744015215364211713e+01	8.592908539301410187e+00	5.876572793955410212e-01	1.287779198358738952e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.842182871960758028e+00	2.685522114709013586e+00	6.708835620296412117e+00	1.910814111814656213e+00	1.727606750848870387e+00	2.208798725805553698e+00	3.358409435547736965e+00	1.309731779099711835e+00	1.680892086305819078e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.233474205206454899e+00	8.014944858295166341e+00	8.183669759614048189e+00	1.073831399029967493e+00	3.325239133124665347e+00	6.432496991519063290e-01	4.803290927594257909e+00	1.112685845814965324e+00	8.358327918862745065e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.964602020702347129e+00	4.150461867399301674e+00	4.559588982713123073e+00	4.906275855714924639e+00	1.247368862940982259e+00	7.837116088832829952e+00	1.360863974749140670e+00	1.331573351264089267e-01	5.011107783884818367e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.286044327702266843e+00	1.514446903470127115e+00	9.229449690973117626e+00	1.837104450817818924e+00	6.679727029423586870e+00	5.475249524540667379e-01	5.038628603810757056e+00	3.616782193594036077e+00	5.609549418392008846e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.731047917789651613e+00	9.726488536934876805e+00	5.797862128150672589e+00	7.733996089991040712e+00	4.842724937928849727e+00	3.197078961751333992e+00	6.197141611225389646e+00	1.637123960499419772e-01	3.469719592591854695e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.818859192423782023e+00	8.955098300028952352e+00	2.423724602354089264e+00	9.232116560360404733e+00	5.937155118453205205e+00	3.117608335093095207e+00	6.147190194094518390e+00	1.475047963923904193e-01	6.595286863286906609e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.577639452410937615e+00	9.347433870335226658e+00	7.256595036639387430e+00	4.901724608109620185e+00	2.571720512482542631e+00	3.818279505173758803e+00	3.990550073053552360e+00	1.740571939885448283e-01	5.632074204853747545e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.165562624278601689e+00	9.943574398033891981e+00	8.144476742946780590e+00	3.332213047110321735e+00	3.660414433825923464e+00	1.819977576498917449e+00	3.836017134098070436e+00	2.317755811614307937e-01	6.645963922993194828e+00
