G	c	dx1dt	d2x1dt2	dx2dt	d2x2dt2	W	Fg	d2	d1	Fc	m1
1.000000000000000000e+00	1.000000000000000000e+00	1.882505748019443814e+00	7.518742727783450874e+00	2.354848571974814231e+00	9.823359596094791257e+00	8.143129056659308418e+00	9.720348378274225709e+00	3.355178534917323319e+00	1.097568942839799710e+01	8.867243028705280139e+00	9.008315660509773337e-02
1.000000000000000000e+00	1.000000000000000000e+00	7.157753160362977596e+00	1.586646593389666515e+00	3.032574494717975799e+00	1.612627400756846185e+00	6.932462142748576639e+00	7.554219010751815233e+00	3.677165508441841535e+00	1.035690058471687713e+01	2.133023430978164381e+00	1.194434474803573593e-01
1.000000000000000000e+00	1.000000000000000000e+00	4.953519569945722623e+00	3.829808677076000922e+00	3.260159268444573044e+00	5.669290145670541570e+00	6.211203497855619204e+00	9.295124586496260832e+00	2.668696225207455086e+00	7.810712458254432278e+00	8.797088704213098964e+00	1.950882052695906144e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.098753152680472134e+00	5.854820035954187318e+00	8.662798767371896247e+00	2.612374175628978890e+00	8.786894074132018062e+00	7.861411946517129934e+00	4.478245798768893948e+00	1.562654444068203752e+01	6.332543131418612248e+00	7.720087456824205330e-02
1.000000000000000000e+00	1.000000000000000000e+00	5.462268966813788040e+00	8.122695268950474556e+00	6.050919660991232796e+00	9.747718447458533220e+00	3.608953480019112980e+00	6.323993811897895334e+00	2.268164448564917723e+00	5.047708724798570579e+00	2.140166684426012544e+00	3.010416201692610316e-02
1.000000000000000000e+00	1.000000000000000000e+00	1.309338561784235466e+00	3.872584905472758798e+00	5.705725542175871468e+00	2.019223204728349597e+00	5.206001083613444713e+00	2.727647171407977300e+00	7.638107960608507163e+00	9.050424177838918283e+00	4.851369283763287577e+00	2.639209249547440628e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.188078782533047217e+00	6.640821986238091057e+00	2.031740462546316905e+00	4.638704780874340905e+00	6.572680751362189433e+00	7.007651865619807907e+00	3.750405299675427351e+00	1.084276953489202100e+01	2.450491868554423025e+00	3.186437537474969689e-02
1.000000000000000000e+00	1.000000000000000000e+00	3.323361101375915005e+00	8.972114732215437982e+00	8.732794293199308555e+00	7.638792963939045499e+00	4.698987037391040289e+00	6.608010798370006711e+00	2.845405080891514782e+00	7.399526427731274225e+00	7.303407959279964778e+00	7.848500575278745395e-02
1.000000000000000000e+00	1.000000000000000000e+00	6.962558428472766181e+00	6.550257252807173636e+00	7.499097045577529208e+00	7.344831178386757031e+00	4.843001825365016444e+00	6.425577886501192104e+00	3.012609063392255315e+00	6.973693040839184398e+00	7.830740153843390061e+00	1.291485020128980421e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.802019636455869822e+00	3.095559888481819399e+00	1.614384756893786133e+00	4.809581427167804790e+00	3.975673438514151670e+00	5.408278889322204463e+00	2.931487334215543417e+00	4.860314282388503493e+00	1.941909992211129810e+00	9.553647882522238455e-02
1.000000000000000000e+00	1.000000000000000000e+00	5.684655081108726193e+00	1.227793687008518209e+00	7.375335107966817461e+00	4.119846155310843194e+00	6.085661113218933771e+00	5.757075436859087958e+00	4.231579882227898715e+00	1.892461148153423256e+00	5.553232013323755822e+00	2.539873077101479026e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.920562952065222539e+00	8.830768277509868369e+00	5.893848343166403936e+00	4.565765709996178146e+00	8.657730889926559925e+00	4.022600785536862844e+00	8.639723751938822360e+00	1.505867603515781283e+01	8.327919097462588738e+00	1.349134561570614621e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.667424991955243296e+00	1.195359138281263167e+00	1.726024919664568946e+00	3.378585177423133690e+00	2.814318516347486643e+00	5.665906769161163758e+00	1.983654571919384990e+00	1.634931646375864300e+00	9.421882230571021921e+00	2.394998556708232584e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.732148674907046271e+00	8.880521329826198240e+00	5.122726790347127412e+00	2.854657392190005361e+00	9.404524259991887902e+00	2.785075559811983403e+00	1.355020676579201933e+01	1.731336551939043389e+01	5.624922375560278631e+00	1.238384560595477274e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.979938663424809064e+00	5.759358141976532508e+00	5.355502557484429715e+00	5.350212731781249786e+00	7.204604000297956112e+00	8.250170744835747527e+00	3.491814900234747832e+00	1.105837437332656492e+01	9.547832039839665441e+00	1.310238302406802613e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.456968671354509581e+00	9.452824221951022565e+00	2.498467266646732021e+00	3.419217293212855502e+00	8.421204434104920367e+00	2.669361829371879935e+00	1.259229570648138008e+01	1.528681583253485066e+01	5.817911399475102385e+00	1.265628762262814289e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.048043516829391564e+00	8.196219267970350941e+00	9.508060209785211825e+00	3.577831756629756832e+00	6.003642606217193922e+00	1.773635345320030421e+00	1.360917228563018533e+01	1.069263893915698027e+01	4.536361253390513326e+00	1.762905701879782239e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.381084730708218800e+00	9.980667072684283880e+00	8.643783219486161684e+00	6.906904476222067935e+00	8.013602347030845507e+00	4.916075174519511926e+00	6.514236180863663961e+00	1.324868523112917806e+01	8.632228194737187721e+00	1.061252973699295804e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.293982870030060184e+00	4.149058010508108296e+00	7.021365564040879192e+00	9.719062823293372233e+00	1.142747356734545194e+00	6.921904453989980333e+00	6.604147414321336340e-01	9.542075143175718921e-01	5.430926793550450604e+00	2.269955513717274997e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.794570339557462813e+00	7.916616482010439881e+00	5.157125340160794380e+00	6.434956368747395850e+00	8.362758006161667979e+00	4.932821468614012161e+00	6.771980126777535247e+00	1.332931455384360042e+01	5.247553446472061012e+00	8.439884980678885595e-02
1.000000000000000000e+00	1.000000000000000000e+00	2.761818665452608013e+00	4.614764847120735425e+00	4.714082586839293931e+00	1.699390647303075097e+00	1.346296226352715397e+00	3.493047954229225649e+00	1.559943634642431576e+00	2.460993868826959474e+00	5.407638581894189223e+00	1.845987130251281749e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.401741940011952847e+00	5.319763764637060355e+00	6.854703830279710530e+00	1.679468301867084179e+00	9.011426596645671694e+00	6.017434189541195799e+00	5.979302523133564584e+00	1.660089894936118071e+01	8.621633706769811667e+00	1.459750701179461374e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.917379258777286211e+00	6.653980215146114041e+00	5.901160769134665252e+00	9.565005868139659029e+00	9.923059051346035275e+00	4.125396886937697793e+00	9.633321827013924477e+00	1.270659569702241676e+01	8.486686821357034560e+00	2.418325293895544625e-01
1.000000000000000000e+00	1.000000000000000000e+00	4.494479413379664834e+00	8.859708883642765542e+00	1.548570311781038322e+00	3.675705749918954268e+00	3.637836140681641517e+00	9.394786386189181826e+00	1.549374892551724114e+00	6.548328430825191226e+00	4.640775468649542823e+00	3.098067400087127152e-02
1.000000000000000000e+00	1.000000000000000000e+00	3.443187919344181225e+00	9.851144293826875398e+00	5.612353847661691653e+00	1.823260178439514156e+00	2.896969596417338977e+00	9.301176437793877483e+00	1.246407160207455345e+00	5.517042683357293420e+00	4.002403496203687183e+00	2.292128906399163932e-02
1.000000000000000000e+00	1.000000000000000000e+00	8.451340829270510113e+00	7.915872300100646797e+00	8.254529777724263440e+00	6.379189834633293366e+00	7.882376575494637549e+00	5.523478568904724106e+00	5.721679742034723404e+00	1.258241634303427858e+01	5.417344995515047223e+00	7.795373181236416038e-02
1.000000000000000000e+00	1.000000000000000000e+00	4.210864817109280622e+00	4.749925876733094299e+00	5.125268986686114303e+00	6.615172217277421218e+00	3.275392357307099545e+00	3.949482243311028373e+00	3.313815311618545589e+00	4.269727957566882282e+00	6.148071873528437870e+00	2.504765176179957753e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.538695429857156682e+00	4.790611353654028903e+00	1.474175694115231972e+00	6.837485021544120301e+00	8.798049085307715345e+00	7.628219282858389683e+00	4.604883056169472688e+00	1.131271069100699478e+01	3.145335219398504467e+00	6.679729046318977348e-02
1.000000000000000000e+00	1.000000000000000000e+00	5.889801848180957755e+00	7.639603898253493064e+00	8.080188085192510528e+00	3.403271836415723950e+00	1.917907404963920870e+00	1.345785327596192404e+00	5.792046394089235051e+00	3.418941128869284807e+00	8.140537592142498724e+00	4.503711607466536204e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.277213374468684659e+00	3.147492525553906795e+00	2.812118230705452415e+00	1.127230968359117069e+00	2.125248787259747640e+00	5.270248362947660858e+00	1.616045168419125044e+00	3.881649394599386405e+00	5.362197620106037732e+00	1.780622995377178219e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.221889734920619475e+00	1.985680562016021611e+00	3.335120844100339266e+00	9.688547346414530637e+00	9.813830896784532243e+00	4.014744346523776208e+00	9.749439467297699835e+00	-4.190453020808544871e+00	4.013751174444453618e+00	-1.165015100423268279e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.677274713899094438e+00	4.200468080257952153e+00	2.486015473105795071e+00	3.256597884804035115e+00	7.070811277787047544e+00	9.280203064671370683e+00	3.046650771011261138e+00	1.137849257235568423e+01	1.965306799881080035e+00	3.106698506413023420e-02
1.000000000000000000e+00	1.000000000000000000e+00	9.878064109188144926e+00	3.585726918876121161e+00	3.967392056448313387e+00	7.087251161939594368e+00	8.613409662681821288e+00	1.101074741467539697e+00	3.113171290512755363e+01	8.725907782013798908e+00	3.152440439344251111e+00	7.835268341024669292e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.946715551386672516e+00	3.674734802127999078e+00	7.805025338386317735e+00	7.369759624514654384e+00	3.921185064757184868e+00	5.979866263888440336e+00	2.619971501813947778e+00	3.915255784702948549e+00	9.540226846514896053e+00	4.373817819413251540e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.773616056865062074e+00	3.101023137840518196e+00	5.678989349050518776e+00	6.478474380687670120e+00	7.091518424225902173e+00	7.667736874517505186e+00	3.693229218568092165e+00	6.764585232996981112e+00	3.748223647354433918e+00	1.649847749456955504e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.056118835800650579e+00	1.373943066287094394e+00	2.846120070213593145e+00	3.812379348171439641e+00	6.336960310121185991e+00	5.367349300359459896e+00	4.731132829442174170e+00	3.899933881327783070e+00	2.515902035110027857e+00	5.525889048937561165e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.347489569307965596e+00	1.162362905383357514e+00	8.901407988023574802e+00	3.438732851199278961e+00	6.432700475188143585e+00	1.766597259999390879e+00	1.453310272657295421e+01	3.336134005908554467e+00	5.147169498553102684e+00	4.834936368742518198e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.358722123827519113e+00	9.888301052608152730e+00	8.911562624107432384e+00	6.386890060265886682e+00	7.147566966559060653e+00	9.750619944149127249e+00	2.932949190977633513e+00	1.197353380980553261e+01	3.758781920190827019e+00	2.297991953999122677e-02
1.000000000000000000e+00	1.000000000000000000e+00	7.559690044898999872e+00	4.843406129577004116e+00	8.838562704616544252e+00	8.786002236102428142e+00	6.176534280225532747e+00	5.660058885048661281e+00	4.358001133817573702e+00	6.764852649996335288e+00	1.324681524910497288e+00	4.370658342438366734e-02
1.000000000000000000e+00	1.000000000000000000e+00	7.937352985312449150e+00	4.467116458745345575e+00	3.144994298432267410e+00	9.531083102512100780e+00	4.868382785392086021e+00	6.527230759544369043e+00	2.992352476371341385e+00	4.527046820634369695e+00	3.899765218755016249e+00	1.442693715243460739e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.668472909252860070e+00	7.113363753833650271e+00	5.060590965232115934e+00	1.953887678999544519e+00	3.489494464307546728e+00	3.134070829922760204e+00	4.459626839646823271e+00	6.510066262396374981e+00	5.903680972379844683e+00	1.421506775586307281e-01
1.000000000000000000e+00	1.000000000000000000e+00	4.232280042516749496e+00	2.954047301486388832e+00	9.872896431366928738e+00	2.392937822376516976e+00	7.917793657969259158e+00	5.353326540341892148e+00	5.917857378474350227e+00	1.264874631435667851e+01	5.965623043525555502e+00	2.351784361961455905e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.033389119595810701e+00	9.557039454615338769e+00	7.944463393627471781e+00	9.501554158144141837e+00	3.033992870477800974e+00	4.865089139204970436e+00	2.502879201920569674e+00	4.556402427690546375e+00	4.206367697446640186e+00	5.994891281977546976e-02
1.000000000000000000e+00	1.000000000000000000e+00	8.770146837836119147e+00	8.074299641595398924e+00	1.235821291454176629e+00	7.626455404420627637e+00	7.225889817150408234e+00	1.676803250292395964e+00	1.726884446575113330e+01	1.104759699639490300e+01	5.026633269078810251e+00	2.433214836433368056e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.608185706885433497e+00	1.801317601018953551e+00	1.581029521182371500e+00	8.952618269512283788e+00	3.099790793521424614e+00	1.960295390767218038e+00	6.355656655963906054e+00	-1.478809601693920062e+00	9.693650511495025768e+00	-5.734538329369197385e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.978695945485914098e+00	4.748405853900467655e+00	5.180872561642608787e+00	2.817909406003522577e+00	6.631074977152961125e+00	8.538833523110914925e+00	3.102068920228049809e+00	1.129496910030152890e+01	4.403571100953041828e+00	6.319163488916011706e-02
1.000000000000000000e+00	1.000000000000000000e+00	1.574509367356991207e+00	8.921749898635431109e+00	9.184388386575720986e+00	6.290142696644046794e+00	7.721938625526517441e+00	3.160348275263852980e+00	9.781169818351493461e+00	1.272571419536560278e+01	3.325744749014553747e+00	7.178869952062173765e-02
1.000000000000000000e+00	1.000000000000000000e+00	3.797822290250587152e+00	9.495414618661301986e+00	5.847604564024138973e+00	7.308176630410248009e+00	2.956455326507305692e+00	2.761146445502958180e+00	4.299874854856354567e+00	4.804098943209072381e+00	3.186358209647034645e+00	7.575473915936138669e-02
1.000000000000000000e+00	1.000000000000000000e+00	3.926089255943110423e+00	5.206938763564465944e+00	5.477501531408452529e+00	7.116881255515516536e+00	1.546400328487710363e+00	5.540554498117802318e+00	1.113475889115019157e+00	2.025323164341148896e+00	5.120184125609817727e+00	1.351610272216525466e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.565298051510062294e+00	6.525779548991685886e+00	1.951943288278558786e+00	4.687364074478352904e+00	2.179799825979350736e+00	7.914029421828173483e+00	1.094252729792041023e+00	3.574123488481956823e+00	7.845564294701678598e+00	9.250761055944978217e-02
1.000000000000000000e+00	1.000000000000000000e+00	6.743268891092299988e+00	2.505651586979220191e+00	6.906332478896171523e+00	1.140822508951391923e+00	6.451904915143857444e+00	1.551012490163485635e+00	1.657559191443026947e+01	1.143774239880526977e+01	2.861224731694231416e+00	4.130436189210716647e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.987181138292628546e+00	9.920185773771438065e+00	8.400616228756286219e+00	6.249654346631466240e+00	8.649686557086456062e+00	6.192274782294288293e+00	5.582189669437836343e+00	1.457461701417842903e+01	7.388608612987241031e+00	7.088206579530423324e-02
1.000000000000000000e+00	1.000000000000000000e+00	5.251128196262119019e+00	3.075578677801896532e+00	4.419742337087653183e+00	3.284073062869171000e+00	1.413276017006112273e+00	2.062724080506499913e+00	2.704983107009369725e+00	2.066176157313528439e+00	1.194676771983023134e+00	1.271803464462479272e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.069469426586887373e+00	9.480081344626841044e+00	7.975550097677406747e+00	5.044593919128737447e+00	7.592099463651877933e+00	1.330684920744797717e+00	2.290657265963864830e+01	1.319066542036933321e+01	4.774201654301554854e+00	2.183142052981135173e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.417154099456191751e+00	6.847864602529770472e+00	9.676769906526967446e+00	9.627714953966837186e+00	4.074233221477339129e+00	1.474096516984848559e+00	1.104592072823844617e+01	5.289451661062072318e+00	7.989088960856251198e+00	6.090825089108157231e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.851929315166480627e+00	6.465251978049079362e+00	2.831825260896879026e+00	4.577735932855288681e+00	5.298984446072703136e+00	8.513701808085205158e+00	2.487792574101041154e+00	8.715673837469854135e+00	4.046112640067903499e+00	4.465671132706690305e-02
1.000000000000000000e+00	1.000000000000000000e+00	6.051698805501230183e+00	5.615327920348490487e+00	5.709697058661463487e+00	8.554052838804572900e+00	9.362454578928428361e+00	2.058066090419139016e+00	1.815452669946125397e+01	1.158777554613540417e+01	6.066262540526205171e+00	4.242302804292328311e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.942274208095397192e+00	3.079820954762368057e+00	3.585541724852495005e+00	2.694380539218872439e+00	3.988440352806724931e+00	1.405246839207046072e+00	1.134579251540583300e+01	6.228965501587574671e+00	2.845188463832427406e+00	4.215725138865069055e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.453721277680047663e+00	2.594106843460132872e+00	8.115323902127018485e+00	7.055293566970924246e+00	5.191495179270146920e+00	4.947255589934879794e+00	4.214745396316241788e+00	3.321629171083957832e+00	7.673511056400952768e+00	9.409656108036631439e-01
