G c dx1dt d2x1dt2 dx2dt d1 m1 m2 Fc Fg W d2
1.00000000e+00 1.00000000e+00 9.53996984e+00 2.08510197e+00 9.74804797e+00 1.91235608e+00 1.82438193e+01 9.93323616e+00 6.40524877e+00 5.70389480e+01 1.05814109e+03 1.99794375e+01
1.00000000e+00 1.00000000e+00 9.69068830e+00 1.69257881e+00 6.47674545e+00 3.50067498e+00 3.39239501e+01 2.40581357e+00 2.49629797e+00 6.94739446e+00 1.19017124e+02 3.90461251e+01
1.00000000e+00 1.00000000e+00 8.27557613e+00 7.26659898e+00 4.14555735e+00 3.48687198e+00 2.88558745e+01 9.89578895e+00 4.41763664e+00 1.61827834e+01 2.75551072e+03 8.26961954e+01
1.00000000e+00 1.00000000e+00 3.74152392e+00 4.05887467e+00 2.02686206e+00 4.88817035e+00 1.82892063e+01 9.79551939e+00 6.55474804e+00 1.06164245e+01 9.44328229e+02 4.07787152e+01
1.00000000e+00 1.00000000e+00 1.87904903e+00 7.52290094e+00 2.36122146e+00 9.82331867e+00 1.84584974e+01 8.14436294e+00 9.72836978e+00 1.16860223e+01 2.16894525e+03 1.54653432e+02
1.00000000e+00 1.00000000e+00 7.15809724e+00 1.58820707e+00 3.02785237e+00 1.60752292e+00 1.15068054e+01 6.93480666e+00 7.54868024e+00 2.06107464e+01 1.45024909e+02 4.09474428e+00
1.00000000e+00 1.00000000e+00 4.96137244e+00 3.83761304e+00 3.25869995e+00 5.66830895e+00 2.81225918e+01 6.20026345e+00 9.30343381e+00 1.28679534e+01 5.59644576e+02 2.97010763e+01
1.00000000e+00 1.00000000e+00 2.09834411e+00 5.85542163e+00 8.65554452e+00 2.61428214e+00 5.48566354e+00 8.79491391e+00 7.85990852e+00 3.69787124e+01 1.90019324e+03 1.44422088e+02
1.00000000e+00 1.00000000e+00 5.45659219e+00 8.11650848e+00 6.05100509e+00 9.73608891e+00 5.31258667e+01 3.60495569e+00 6.32545272e+00 8.56594225e+00 1.15733342e+03 1.58337381e+02
1.00000000e+00 1.00000000e+00 1.30949669e+00 3.86877253e+00 5.71051820e+00 2.01973154e+00 2.64483177e+00 5.20913091e+00 2.72821032e+00 1.74563246e+01 7.81318900e+02 1.11161543e+02
1.00000000e+00 1.00000000e+00 9.18388362e+00 6.63302239e+00 2.03291985e+00 4.63240902e+00 4.25435053e+01 6.57450972e+00 7.00017087e+00 9.88537622e+00 8.55830087e+02 2.51722177e+01
1.00000000e+00 1.00000000e+00 3.32901983e+00 8.97379973e+00 8.74125724e+00 7.64096486e+00 2.54369236e+01 4.70071428e+00 6.61041609e+00 1.19880292e+01 1.75359250e+03 3.09632422e+02
1.00000000e+00 1.00000000e+00 6.96270056e+00 6.54276869e+00 7.50532873e+00 7.34098985e+00 5.11131141e+01 4.84737809e+00 6.42222253e+00 1.13781163e+01 1.23745484e+03 1.31991956e+02
1.00000000e+00 1.00000000e+00 3.80539968e+00 3.09663527e+00 1.60901526e+00 4.80455773e+00 1.82832625e+01 3.97256201e+00 5.40807281e+00 6.73845809e+00 2.20929349e+02 1.44352043e+01
1.00000000e+00 1.00000000e+00 5.68061219e+00 1.21960703e+00 7.37051588e+00 4.11871751e+00 2.33968369e+01 6.07808635e+00 5.75790944e+00 1.66347496e+01 2.64619281e+02 2.63652980e+01
1.00000000e+00 1.00000000e+00 5.92039251e+00 8.83088987e+00 5.89184396e+00 4.57851141e+00 2.71065847e+01 8.65517075e+00 4.00998274e+00 1.51478638e+01 3.96583418e+03 2.31916464e+02
1.00000000e+00 1.00000000e+00 2.66369010e+00 1.19142470e+00 1.73552811e+00 3.37848637e+00 8.99924069e+00 2.81375540e+00 5.67381423e+00 7.11924010e+00 4.26338835e+01 4.43186561e+00
1.00000000e+00 1.00000000e+00 9.72626165e+00 8.87231505e+00 5.12470577e+00 2.84799645e+00 2.77003586e+01 9.40989735e+00 2.77800315e+00 1.97102417e+01 5.06106314e+03 1.29209739e+02
1.00000000e+00 1.00000000e+00 7.97619541e+00 5.76043421e+00 5.36226658e+00 5.34735728e+00 4.26515666e+01 7.20178888e+00 8.24656958e+00 1.54684382e+01 1.24832941e+03 6.13485268e+01
1.00000000e+00 1.00000000e+00 9.45549047e+00 9.45160929e+00 2.49197086e+00 3.41680380e+00 3.23075558e+01 8.40945891e+00 2.67199259e+00 8.80524688e+00 2.68485847e+03 8.09427416e+01
1.00000000e+00 1.00000000e+00 9.05344615e+00 8.18904912e+00 9.51128332e+00 3.58715498e+00 3.24761145e+01 6.00571623e+00 1.76469661e+00 1.76887559e+01 5.30514084e+03 2.99467623e+02
1.00000000e+00 1.00000000e+00 6.38109981e+00 9.98140699e+00 8.64977834e+00 6.91080457e+00 4.40985337e+01 8.01565031e+00 4.92621424e+00 1.49588519e+01 5.03692358e+03 4.16639231e+02
1.00000000e+00 1.00000000e+00 9.29686812e+00 4.15640634e+00 7.02120104e+00 9.71683599e+00 9.03361427e+01 1.14580358e+00 6.92476696e+00 7.75270285e+00 1.55425501e+02 8.75373647e+01
1.00000000e+00 1.00000000e+00 1.79643252e+00 7.90469460e+00 5.16066005e+00 6.43273481e+00 1.15559740e+01 8.36542382e+00 4.93945142e+00 1.16506108e+01 3.00995444e+03 4.80061816e+02
1.00000000e+00 1.00000000e+00 2.76384576e+00 4.61737822e+00 4.70588987e+00 1.69281520e+00 4.67868013e+00 1.36124973e+00 3.49078719e+00 7.27495176e+00 6.65228440e+01 1.36551212e+01
1.00000000e+00 1.00000000e+00 1.40704560e+00 5.31888058e+00 6.85876120e+00 1.68025252e+00 2.36419192e+00 9.00922039e+00 6.02354066e+00 4.27990196e+01 1.71626852e+03 1.14486355e+02
1.00000000e+00 1.00000000e+00 3.92797298e+00 6.64754917e+00 5.90888682e+00 9.56280899e+00 3.75624553e+01 9.92766473e+00 4.12302102e+00 1.02573532e+01 4.71015457e+03 5.67848695e+02
1.00000000e+00 1.00000000e+00 4.49809561e+00 8.86309403e+00 1.56045795e+00 3.67561711e+00 1.65332772e+01 3.64660716e+00 9.39580921e+00 1.09439512e+01 4.15112503e+02 1.26940810e+01
1.00000000e+00 1.00000000e+00 3.44214129e+00 9.85675122e+00 5.61252384e+00 1.82860287e+00 6.29430945e+00 2.89286701e+00 9.30380626e+00 1.81828719e+01 3.05706546e+02 2.27481183e+01
1.00000000e+00 1.00000000e+00 8.45863758e+00 7.91446072e+00 8.25763256e+00 6.39140128e+00 5.40625471e+01 7.88827027e+00 5.52134638e+00 1.57129201e+01 3.40668799e+03 2.14686793e+02
1.00000000e+00 1.00000000e+00 4.21077994e+00 4.75990104e+00 5.13315890e+00 6.61283900e+00 2.78452098e+01 3.27723707e+00 3.95095595e+00 6.49488278e+00 5.08726214e+02 9.49442186e+01
1.00000000e+00 1.00000000e+00 3.52841059e+00 4.79221302e+00 1.46760920e+00 6.83654338e+00 2.41221320e+01 8.79006145e+00 7.63419173e+00 9.52116506e+00 1.07748910e+03 3.95735998e+01
1.00000000e+00 1.00000000e+00 5.88426475e+00 7.63824071e+00 8.07650379e+00 3.40661825e+00 2.00454437e+01 1.92558333e+00 1.33041649e+00 5.89564216e+00 6.66106816e+02 1.56021249e+02
1.00000000e+00 1.00000000e+00 2.26831802e+00 3.14899431e+00 2.81227404e+00 1.13599616e+00 2.57680056e+00 2.13359677e+00 5.27292105e+00 1.05548569e+01 4.58335417e+01 4.21299803e+00
1.00000000e+00 1.00000000e+00 8.21977283e+00 1.99426702e+00 3.32758751e+00 9.68513833e+00 7.96096368e+01 9.81236400e+00 4.02691055e+00 7.39820983e+00 1.04457277e+03 8.28823720e+01
1.00000000e+00 1.00000000e+00 1.67095579e+00 4.19159942e+00 2.48235718e+00 3.25803741e+00 5.44403649e+00 7.06455008e+00 9.28482297e+00 1.46674305e+01 4.57216624e+02 2.95475447e+01
1.00000000e+00 1.00000000e+00 9.88198243e+00 3.58515092e+00 3.97193558e+00 7.08423659e+00 7.00063015e+01 8.62198502e+00 1.10802725e+00 5.94213586e+00 3.52306906e+03 2.58902231e+02
1.00000000e+00 1.00000000e+00 7.95020292e+00 3.66677308e+00 7.81076355e+00 7.35966883e+00 5.85108606e+01 3.91896440e+00 5.97533388e+00 1.01345026e+01 5.38115052e+02 8.63940642e+01
1.00000000e+00 1.00000000e+00 2.78844113e+00 3.10246976e+00 5.67447274e+00 6.49006675e+00 1.80971691e+01 7.08835375e+00 7.66597223e+00 1.38635464e+01 7.74337794e+02 8.91127083e+01
1.00000000e+00 1.00000000e+00 1.04969905e+00 1.37883871e+00 2.84393147e+00 3.81616655e+00 4.00582642e+00 6.34817645e+00 5.36516189e+00 1.00960295e+01 1.88572696e+02 2.64932357e+01
1.00000000e+00 1.00000000e+00 8.33915286e+00 1.16086541e+00 8.90047070e+00 3.43986628e+00 2.86855707e+01 6.42835108e+00 1.76862727e+00 1.84016431e+01 8.01243578e+02 5.38856340e+01
1.00000000e+00 1.00000000e+00 7.36171609e+00 9.88950151e+00 8.91623669e+00 6.37901454e+00 4.69604940e+01 7.14279214e+00 9.75215251e+00 1.97359556e+01 2.73574073e+03 1.66488106e+02
1.00000000e+00 1.00000000e+00 7.56106451e+00 4.84995820e+00 8.83520583e+00 8.79486070e+00 6.64985091e+01 6.17823256e+00 5.66209388e+00 1.18686682e+01 1.65720941e+03 1.87820269e+02
1.00000000e+00 1.00000000e+00 7.94143312e+00 4.45893982e+00 3.14916590e+00 9.52060356e+00 7.56072364e+01 4.86156132e+00 6.52767620e+00 8.13575315e+00 7.71671171e+02 5.93986699e+01
1.00000000e+00 1.00000000e+00 1.66640187e+00 7.11682554e+00 5.06115410e+00 1.95315224e+00 3.25473654e+00 3.48330425e+00 3.12948804e+00 1.21556864e+01 5.64210640e+02 8.89489098e+01
1.00000000e+00 1.00000000e+00 4.22619156e+00 2.96428499e+00 9.86490691e+00 2.39345751e+00 1.01152099e+01 7.91723198e+00 5.35148277e+00 3.79832533e+01 1.19607478e+03 6.15637370e+01
1.00000000e+00 1.00000000e+00 2.04282154e+00 9.54965066e+00 7.94811229e+00 9.50262633e+00 1.94121697e+01 3.03645187e+00 4.86234543e+00 7.40207072e+00 1.25842175e+03 4.58073167e+02
1.00000000e+00 1.00000000e+00 8.76793083e+00 8.07710513e+00 1.24450679e+00 7.62881706e+00 6.68889403e+01 7.23118876e+00 1.67406258e+00 2.85370333e+00 2.27866784e+03 1.27918261e+02
1.00000000e+00 1.00000000e+00 6.60968314e+00 1.80469902e+00 1.58684132e+00 8.94694442e+00 5.91364677e+01 3.09999540e+00 1.95544318e+00 2.50526227e+00 1.92384387e+02 4.85483206e+01
1.00000000e+00 1.00000000e+00 3.97808222e+00 4.75822698e+00 5.17538239e+00 2.82369371e+00 1.12328857e+01 6.62797153e+00 8.53725268e+00 2.06852725e+01 6.47303181e+02 3.47790748e+01
1.00000000e+00 1.00000000e+00 1.57202515e+00 8.91206477e+00 9.18298185e+00 6.28827284e+00 9.88532307e+00 7.72370440e+00 3.15837957e+00 1.44375717e+01 5.93589817e+03 1.47175759e+03
1.00000000e+00 1.00000000e+00 3.79884090e+00 9.50258820e+00 5.84831618e+00 7.31025635e+00 2.77705008e+01 2.96842500e+00 2.75462444e+00 5.12940956e+00 1.15193197e+03 2.98751527e+02
1.00000000e+00 1.00000000e+00 3.92664990e+00 5.20661360e+00 5.48031257e+00 7.12100697e+00 2.79617013e+01 1.53948971e+00 5.54420306e+00 6.72899123e+00 2.07828756e+02 5.25070661e+01
1.00000000e+00 1.00000000e+00 7.56645561e+00 6.52070250e+00 1.94926330e+00 4.67336522e+00 3.53608104e+01 2.17876369e+00 7.91872418e+00 8.82748776e+00 2.22043160e+02 1.26203930e+01
1.00000000e+00 1.00000000e+00 6.73801724e+00 2.50330551e+00 6.91102094e+00 1.13855403e+00 7.67159665e+00 6.45397271e+00 1.55751867e+00 4.07331217e+01 1.44321260e+03 3.27776725e+01
1.00000000e+00 1.00000000e+00 8.98491468e+00 9.92051764e+00 8.39892845e+00 6.24633451e+00 5.61227827e+01 8.64501766e+00 6.19127128e+00 1.78155102e+01 4.62450381e+03 2.42155214e+02
1.00000000e+00 1.00000000e+00 5.24993433e+00 3.08504531e+00 4.42378007e+00 3.27791385e+00 1.72088325e+01 1.40497139e+00 2.07289399e+00 3.96900374e+00 8.16116645e+01 3.06659331e+01
1.00000000e+00 1.00000000e+00 2.07634821e+00 9.48458597e+00 7.98050666e+00 5.05228822e+00 1.04903096e+01 7.60736133e+00 1.32814946e+00 1.33446052e+01 1.09880487e+04 2.14027641e+03
1.00000000e+00 1.00000000e+00 7.41920309e+00 6.84681984e+00 9.68028989e+00 9.61822914e+00 7.13595953e+01 4.07186781e+00 1.47469557e+00 5.57283674e+00 3.03999515e+03 7.36443609e+02
1.00000000e+00 1.00000000e+00 7.84706544e+00 6.46963115e+00 2.83389813e+00 4.59131786e+00 3.60283717e+01 5.30675533e+00 8.50747697e+00 1.17829644e+01 6.54969362e+02 2.54910676e+01
1.00000000e+00 1.00000000e+00 6.05149478e+00 5.61419660e+00 5.70996668e+00 8.55821446e+00 5.17899901e+01 9.35973595e+00 2.06175235e+00 8.30648724e+00 5.43546292e+03 5.60424940e+02
1.00000000e+00 1.00000000e+00 7.93870462e+00 3.07602831e+00 3.58424162e+00 2.69686545e+00 2.14096182e+01 3.98774354e+00 1.40636228e+00 6.70623231e+00 4.73237843e+02 3.84584528e+01
1.00000000e+00 1.00000000e+00 5.44416037e+00 2.58875229e+00 8.13568977e+00 7.05214448e+00 3.83930055e+01 5.18803241e+00 4.94109898e+00 1.09262603e+01 6.28323958e+02 9.67518294e+01
1.00000000e+00 1.00000000e+00 5.70459546e+00 2.98437588e+00 6.19834029e+00 9.79306259e+00 5.58654604e+01 1.12314173e+00 8.59594125e+00 9.30681332e+00 1.06619204e+02 4.22480301e+01
1.00000000e+00 1.00000000e+00 4.84786917e+00 2.67794436e+00 6.71124176e+00 1.91703791e+00 9.29354896e+00 1.73438848e+00 3.36167539e+00 9.43349084e+00 7.49577501e+01 1.46001139e+01
1.00000000e+00 1.00000000e+00 1.22877214e+00 8.01626026e+00 8.18122744e+00 1.07487948e+00 1.32078196e+00 3.32732432e+00 4.79541356e+00 3.01206686e+01 5.40239720e+02 6.60354911e+01
1.00000000e+00 1.00000000e+00 1.97102284e+00 4.15112733e+00 4.56373425e+00 4.90224513e+00 9.66243714e+00 1.25067017e+00 1.35930279e+00 2.52361142e+00 1.41752719e+02 9.78749257e+01
1.00000000e+00 1.00000000e+00 1.28286267e+00 1.52058409e+00 9.23581062e+00 1.83362935e+00 2.35229464e+00 6.68237793e+00 5.04170663e+00 3.87001868e+01 4.29051844e+02 4.51685133e+01
1.00000000e+00 1.00000000e+00 6.72769370e+00 9.72192367e+00 5.79725981e+00 7.73545915e+00 5.20417998e+01 4.83758521e+00 6.19851773e+00 9.82399590e+00 1.72977060e+03 1.58827410e+02
1.00000000e+00 1.00000000e+00 3.82920383e+00 8.95407296e+00 2.42159341e+00 9.23093797e+00 3.53471430e+01 5.93330682e+00 6.13816348e+00 7.69467450e+00 1.84432021e+03 1.29011550e+02
1.00000000e+00 1.00000000e+00 5.57713622e+00 9.34977055e+00 7.26309206e+00 4.90618875e+00 2.73624830e+01 2.57182467e+00 3.99184023e+00 7.79915387e+00 6.91484034e+02 1.19515744e+02
1.00000000e+00 1.00000000e+00 9.16809827e+00 9.95417040e+00 8.13935215e+00 3.32840478e+00 3.05151421e+01 3.66338826e+00 3.83979863e+00 1.27983266e+01 1.21364075e+03 9.34060433e+01
1.00000000e+00 1.00000000e+00 3.24363006e+00 2.56505724e+00 3.85085509e+00 4.90962987e+00 1.59250230e+01 6.97442027e+00 1.95961257e+00 7.42998051e+00 9.99062460e+02 1.28326954e+02
1.00000000e+00 1.00000000e+00 4.69344631e+00 4.56617817e+00 8.71461331e+00 7.51103036e+00 3.52526177e+01 9.68772451e+00 4.30118489e+00 1.55412903e+01 3.60159080e+03 3.71011068e+02
1.00000000e+00 1.00000000e+00 7.79996025e+00 7.82414628e+00 9.15528929e+00 1.08148745e+00 8.43555915e+00 1.45375096e+00 1.89545202e+00 1.42021233e+01 2.76509592e+02 2.50757180e+01
1.00000000e+00 1.00000000e+00 3.05918349e+00 7.26418556e+00 3.49214039e+00 6.30508591e+00 1.92884147e+01 9.01345889e+00 7.89936350e+00 1.28915657e+01 2.02117651e+03 1.38819013e+02
1.00000000e+00 1.00000000e+00 1.69281919e+00 2.38506316e+00 9.85169325e+00 6.51962516e+00 1.10365466e+01 6.19193081e+00 9.69646868e+00 1.90529886e+01 5.67569920e+02 1.12570736e+02
1.00000000e+00 1.00000000e+00 3.60776308e+00 8.34249812e+00 2.26640375e+00 6.73919422e+00 2.43134161e+01 6.07527610e+00 9.73067011e+00 1.17737969e+01 1.23983861e+03 5.54604433e+01
1.00000000e+00 1.00000000e+00 2.45099159e+00 3.01996515e+00 2.81814102e+00 3.17819872e+00 7.78973832e+00 5.50250682e+00 8.78563989e+00 1.36647685e+01 2.46430071e+02 1.58678514e+01
1.00000000e+00 1.00000000e+00 9.36727887e+00 3.01435853e+00 2.65802355e+00 7.42647451e+00 6.95658578e+01 1.62454677e+00 6.40712934e+00 6.98857396e+00 1.19002518e+02 2.82722269e+01
1.00000000e+00 1.00000000e+00 8.27308342e+00 5.83276981e+00 9.04590739e+00 1.82252338e+00 1.50778879e+01 1.80889167e+00 7.30779128e+00 1.62860391e+01 1.28561549e+02 1.51722997e+01
1.00000000e+00 1.00000000e+00 6.70063381e+00 6.33645941e+00 6.88863297e+00 2.79343303e+00 1.87177718e+01 6.40820805e+00 3.56685222e+00 1.93695555e+01 1.84789511e+03 9.11346579e+01
1.00000000e+00 1.00000000e+00 8.84314531e+00 6.22077587e+00 2.36893855e+00 8.89723042e+00 7.86795015e+01 4.06862714e+00 6.67693378e+00 7.76022906e+00 7.85174182e+02 4.59288211e+01
1.00000000e+00 1.00000000e+00 8.23304869e+00 1.82338154e+00 4.96291077e+00 7.64850836e+00 6.29705417e+01 9.25541260e+00 5.10084594e+00 1.11064335e+01 8.43147879e+02 6.58964847e+01
1.00000000e+00 1.00000000e+00 2.67913053e+00 8.89714776e+00 6.53768223e+00 1.12370999e+00 3.01056573e+00 4.65931484e+00 5.33815606e+00 3.24457907e+01 8.49406251e+02 4.69613064e+01
1.00000000e+00 1.00000000e+00 9.03303099e+00 3.39040038e+00 1.75117676e+00 3.23538634e+00 2.92253451e+01 2.28953313e+00 7.81998904e+00 9.05921577e+00 8.72830235e+01 6.76793674e+00
1.00000000e+00 1.00000000e+00 5.85408018e+00 2.16563429e+00 8.94174732e+00 2.92965835e+00 1.71504549e+01 7.43246950e+00 3.53726520e+00 2.62222531e+01 1.04871836e+03 5.71699776e+01
1.00000000e+00 1.00000000e+00 8.26696140e+00 8.99873272e+00 8.23243182e+00 3.43725695e+00 2.84156705e+01 3.64018079e+00 3.86235651e+00 1.25808028e+01 1.10025552e+03 9.42796475e+01
1.00000000e+00 1.00000000e+00 9.06482170e+00 9.60086348e+00 5.54686096e+00 3.22803793e+00 2.92615883e+01 5.72923277e+00 9.32177612e+00 1.91665358e+01 1.09524581e+03 3.91196648e+01
1.00000000e+00 1.00000000e+00 3.86203127e+00 8.75914856e+00 9.70413954e+00 1.56273666e+00 6.03533786e+00 7.28049507e+00 1.50601865e+00 4.67157727e+01 9.27391359e+03 3.97218037e+02
1.00000000e+00 1.00000000e+00 1.99046732e+00 8.28564467e+00 4.75984881e+00 5.13046465e+00 1.02120222e+01 9.10237700e+00 5.37070869e+00 1.38155458e+01 2.98603937e+03 3.46360143e+02
1.00000000e+00 1.00000000e+00 3.05141646e+00 6.89717783e+00 9.85699287e+00 7.59460127e+00 2.31742914e+01 8.12972075e+00 9.21520720e+00 1.97667288e+01 2.74033075e+03 3.45995597e+02
1.00000000e+00 1.00000000e+00 4.84397010e+00 5.95771634e+00 7.01127999e+00 6.46058552e+00 3.12948831e+01 7.08724961e+00 6.49326707e+00 1.41846274e+01 1.78774409e+03 1.64030404e+02
1.00000000e+00 1.00000000e+00 8.36213289e+00 1.78288084e+00 6.71204146e+00 7.05584502e+00 5.90019137e+01 7.11669864e+00 5.91766367e+00 1.26875936e+01 5.75837789e+02 6.04181599e+01
1.00000000e+00 1.00000000e+00 8.74657525e+00 4.67607892e+00 2.49359406e+00 1.73034261e+00 1.51345718e+01 9.51332180e+00 3.24769761e+00 1.69573310e+01 1.20572783e+03 2.01885871e+01
