G	c	dx1dt	d2x1dt2	dx2dt	d1	m1	m2	Fc	Fg	W	d2
1.000000000000000000e+00	1.000000000000000000e+00	4.950445050361526711e+00	9.299250570975260644e+00	1.318512674117296335e+00	1.621598761358980623e+00	7.685473903589444156e+00	3.719024810937583858e+00	6.095877638016860445e+00	8.734035327658903114e+00	2.343212551705920816e+02	7.693546710064103067e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.613097760201319009e+00	1.313622590119733147e+00	7.036773744015782484e+00	8.044340356187779761e+00	2.913022792167733499e+01	3.058039031172803401e+00	8.630970837425930853e+00	1.132706915351440813e+01	1.537314944481054226e+02	2.899933524593269851e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.508351056160433856e+00	7.305241040781356610e+00	9.636465607106524445e+00	3.674177225069385599e+00	2.306315663365328561e+01	4.704588471295199525e+00	6.964314998536536905e+00	1.948838964320760425e+01	1.030402678327426884e+03	7.784514447591529063e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.173985609795511476e+00	3.696470612563533820e+00	6.007335540782873906e+00	4.933177670515551227e+00	1.102487096125206989e+01	3.228159236488806538e+00	4.879057577276869395e+00	8.918107010078401231e+00	3.168458148938318004e+02	7.093501061031123811e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.684335869516643047e+00	9.312807243112471767e+00	9.484219488039618895e+00	7.120101147754174242e+00	2.622168756684478552e+01	7.013061695416576313e+00	9.439193812527877370e+00	1.907678702279975269e+01	2.792098762901858663e+03	3.094415151732247296e+02
1.000000000000000000e+00	1.000000000000000000e+00	4.331209526187143055e+00	9.691680932885450517e+00	1.414494962789612176e+00	3.899054360778399619e+00	1.667378377266517120e+01	8.401810465640613401e+00	7.504265226446748649e+00	1.049419427995192500e+01	1.376668748230736355e+03	3.762968177532662395e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.134773600249389780e+00	9.493829009481533632e+00	4.829200350861690083e+00	1.518868673774395939e+00	8.027091893737923201e+00	7.030840442022109116e+00	9.357982057959089772e+00	3.165782085628895715e+01	1.000639424721411615e+03	2.510262967028501180e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.022580341163264350e+00	5.322823035626956134e+00	3.359878999079894957e+00	4.365231435520263936e+00	3.488147498742826258e+01	8.482628708291295894e+00	5.742084556328312495e+00	1.225104523851427274e+01	1.243215233342796864e+03	4.695057668059661182e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.755192261200174464e+00	8.733823873367461132e+00	7.605975416513810927e+00	9.417761077097962286e+00	2.648276900121809874e+01	4.643320027147958662e+00	3.403975384249273262e+00	7.209048625736583560e+00	2.376884396925447163e+03	7.051845432539766989e+02
1.000000000000000000e+00	1.000000000000000000e+00	5.640211843352028076e+00	8.650642889575717476e+00	9.817497863999330221e+00	6.772610920501789700e+00	3.849585758368684196e+01	2.330819326144166759e+00	1.480284971780562397e+00	4.994692936256904581e+00	1.394055597382918904e+03	4.866548920625705819e+02
1.000000000000000000e+00	1.000000000000000000e+00	6.294142720176743033e+00	3.912908649368012082e+00	3.273993829028643443e+00	7.012243103589532289e+00	4.469180937879092852e+01	7.696367939285929438e+00	7.511133009642877667e+00	1.115080735067866335e+01	9.370724855762343850e+02	4.703165171600361560e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.441591460872025721e+00	8.443608917019343352e+00	6.968297559586937417e+00	6.691042286275134643e+00	9.586346038418424698e+00	4.288876058820977555e+00	2.123112190331404747e+00	6.485058079010385335e+00	2.212244633668855386e+03	9.872719071393803461e+02
1.000000000000000000e+00	1.000000000000000000e+00	6.350948403152234079e+00	1.410329822771493768e+00	2.769254717160951174e+00	2.830226220432744633e+00	1.770790417687182483e+01	7.126060929950623013e+00	3.783067769735794617e+00	1.055482315398626092e+01	2.161641600726782997e+02	1.108366807753894712e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.508329692192494687e+00	6.346649294930271523e+00	6.065281887036587882e+00	4.845805360160111874e+00	1.177411448712256004e+01	3.456772113880616004e+00	5.808502915508746867e+00	9.987756603231998653e+00	5.766651098749302946e+02	9.851115446452121205e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.682710189156301661e+00	3.154057983033092150e+00	5.170967490361326746e+00	7.807659765779778382e+00	1.257466053993325161e+01	1.728655884306572021e+00	6.117559474700741795e+00	7.126027010962291186e+00	1.244880470854096046e+02	4.445652031160103235e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.563756170934089695e+00	2.109253130120573694e+00	9.758705979554070709e+00	1.873301783707477464e+00	1.807238095148019497e+01	9.995615516295281111e+00	6.397262666127236486e+00	5.717490619258060747e+01	1.040956614447778065e+03	2.023880909183126064e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.699715688483347975e+00	1.691696164245823253e+00	6.419826878567536532e+00	3.520645740941186652e+00	3.377993278050003312e+01	2.443882495415961476e+00	2.491807106361181745e+00	6.902380178744699890e+00	1.127290086899723462e+02	3.840617369865051245e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.383022724061895303e+00	7.217209206492506191e+00	4.114367114469459352e+00	3.490288205409360245e+00	2.913638034921293141e+01	1.001806739709642358e+01	4.423837160059327367e+00	1.611169575133967058e+01	2.752224296642335048e+03	8.087483097360366457e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.615094892522843661e+00	4.053964615935394811e+00	1.992736482504497530e+00	4.816057208475560181e+00	1.798368577671440605e+01	9.847739706858099851e+00	6.513430466009261899e+00	1.054297839228387623e+01	9.321028731142780543e+02	3.884365246149820194e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.834921873320037422e+00	7.511565480916056359e+00	2.407894892914207663e+00	9.844876505720298709e+00	1.853684371627437955e+01	8.152726618282091664e+00	9.697204895037591754e+00	1.166754490384965948e+01	2.153096247832384961e+03	1.529374403732486485e+02
1.000000000000000000e+00	1.000000000000000000e+00	7.136384508400485771e+00	1.518206082336289953e+00	2.978932604264686201e+00	1.708031564154401938e+00	1.151929125543195731e+01	6.870853806072776848e+00	7.624273202881274081e+00	2.083921680364404949e+01	1.656798074044544933e+02	3.793832708763464456e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.007829060863204340e+00	3.825506755105877232e+00	3.161752567131416836e+00	5.670064323823806873e+00	2.812181026482049973e+01	6.168621193998018448e+00	9.413593903824612141e+00	1.284765848976072711e+01	5.632419085113044730e+02	2.987747694212626826e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.145737337980242909e+00	5.810704807196120925e+00	8.546928412872784264e+00	2.527983046508182952e+00	5.334800903509901993e+00	8.716698190434700066e+00	7.947259369931046535e+00	3.687316933660720508e+01	1.908197641583197992e+03	1.448154669920467938e+02
1.000000000000000000e+00	1.000000000000000000e+00	5.409721231123024054e+00	8.149108114769784805e+00	5.969815822723637311e+00	9.737727466804747323e+00	5.295713122720620447e+01	3.593241372936397227e+00	6.252856434216604420e+00	8.569330918221897520e+00	1.155456345341844326e+03	1.587857659532050718e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.363509061392820909e+00	3.941442947350489501e+00	5.785697595076902289e+00	1.954028742031204358e+00	2.331032233773345119e+00	5.259573329350977211e+00	2.650314374192333844e+00	1.769190581773812454e+01	7.852782940616970109e+02	1.100556831714178685e+02
1.000000000000000000e+00	1.000000000000000000e+00	9.162054978630903790e+00	6.564767160049839845e+00	2.033814721949179116e+00	4.679159228320958874e+00	4.268395883732043927e+01	6.574309757722989644e+00	6.934846402492357065e+00	9.817883105024268531e+00	8.685910548525213244e+02	2.671527553187980075e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.394597510263278828e+00	9.069058075787893358e+00	8.768934467895762808e+00	7.669377772502143031e+00	2.524249493344422746e+01	4.756367123102271499e+00	6.617788827499987647e+00	1.182950535696047289e+01	1.739964332931469016e+03	3.089876962947465131e+02
1.000000000000000000e+00	1.000000000000000000e+00	6.906810746519052024e+00	6.535617195743457231e+00	7.534951712819573544e+00	7.331737847157985932e+00	5.139501480019998780e+01	4.865765555395006992e+00	6.268130831850224460e+00	1.131086928509323641e+01	1.241077476531418370e+03	1.326482345376592207e+02
1.000000000000000000e+00	1.000000000000000000e+00	3.798725675250459233e+00	3.042393311794481914e+00	1.612117540192321563e+00	4.786630564999585502e+00	1.821791790651820975e+01	3.950605782975645575e+00	5.375770093841742536e+00	6.755741778201459269e+00	2.304503670833295814e+02	1.419588019633315668e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.654082820373241169e+00	1.261762108599302490e+00	7.366386717385575267e+00	4.107228470462545467e+00	2.308883216110886138e+01	6.082859246552128063e+00	5.835105445447502426e+00	1.672713074968450542e+01	2.857502427054631085e+02	2.691292053482734659e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.977548136630933762e+00	8.806052912037582558e+00	5.949519069645325509e+00	4.578959339443675169e+00	2.703738183845105780e+01	8.680885610814076614e+00	4.063881106599276372e+00	1.528301568610263494e+01	3.992478975705370885e+03	2.316039926353362546e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.635395565270454377e+00	1.186877561410380366e+00	1.743589495643651954e+00	3.336682389093691192e+00	8.879682934954892914e+00	2.821338825983252363e+00	5.645884379049397772e+00	6.978875647844487773e+00	4.358948113759836929e+01	5.005750445872733323e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.723964204452451909e+00	8.849824421625386961e+00	5.201959057439615286e+00	2.772872165685527079e+00	2.799400354225276999e+01	9.418105041443766368e+00	2.754228488712765710e+00	1.958261171072932427e+01	5.076638345445881896e+03	1.291989666812068833e+02
1.000000000000000000e+00	1.000000000000000000e+00	8.003625608786975931e+00	5.714997806809857472e+00	5.396546646203713493e+00	5.408999329000784506e+00	4.254418906266865008e+01	7.159899121290940194e+00	8.277689483354382816e+00	1.542504738006111786e+01	1.211804738023256050e+03	6.253503437366508422e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.485001543840599680e+00	9.491886372512338355e+00	2.457858302582285326e+00	3.395940598231757424e+00	3.222717971515623958e+01	8.385874918399425226e+00	2.723303121162128804e+00	8.897124953364704325e+00	2.706091825165231512e+03	7.974917121380045160e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.101450765621903471e+00	8.173121727052667040e+00	9.483833311540077915e+00	3.596197650358418318e+00	3.288686878544197612e+01	6.128733412978706774e+00	1.735447737698144310e+00	1.751962766365038249e+01	5.295211628317739269e+03	2.968872779664274049e+02
1.000000000000000000e+00	1.000000000000000000e+00	6.392526535256000564e+00	9.901483813266615641e+00	8.609610268347976714e+00	6.926247953050411965e+00	4.424643739998302294e+01	8.082564239740534617e+00	4.913356497246004650e+00	1.487733167346967811e+01	5.033625658124504298e+03	4.152201619689263907e+02
1.000000000000000000e+00	1.000000000000000000e+00	9.274231196399890464e+00	4.187062672966823662e+00	7.088429799043160173e+00	9.734268167524868787e+00	9.081998331175313410e+01	1.065524234176045582e+00	6.893714645196955537e+00	7.673140093489084990e+00	1.614592775267943807e+02	8.909575321127313430e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.777505743402280736e+00	7.837626176160593872e+00	5.138294547839230120e+00	6.369191634953446979e+00	1.192235091758356447e+01	8.236496254001842487e+00	4.866411187856749088e+00	1.177701978782366687e+01	3.007855533761373408e+03	4.798364829102193880e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.765235225021335008e+00	4.553220560432066577e+00	4.661800984559115513e+00	1.602095680287922264e+00	4.420519465789666924e+00	1.365399891502429908e+00	3.478731651560022620e+00	7.345859101890757969e+00	6.921008893233980075e+01	1.378933988465915128e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.420554315995778527e+00	5.385227120624953123e+00	6.876418229116407765e+00	1.648384383510724582e+00	2.652263546847040132e+00	9.057887393087792560e+00	6.007305541283082029e+00	4.292032383376387372e+01	1.737986241997740080e+03	1.129502460032989148e+02
1.000000000000000000e+00	1.000000000000000000e+00	3.920007595687602819e+00	6.580994918149773554e+00	5.903521590979487144e+00	9.584230340869101639e+00	3.800631228424326480e+01	9.899343768989139036e+00	4.053859809561722649e+00	1.043704115691199696e+01	4.704898903887107735e+03	5.679442665335137690e+02
1.000000000000000000e+00	1.000000000000000000e+00	4.499134958477370105e+00	8.734226594828028212e+00	1.576722996796174225e+00	3.636210450732229038e+00	1.697931951686682339e+01	3.702256378672517556e+00	9.431254375785808719e+00	1.090292442420055607e+01	4.002446981083181754e+02	1.120291062536216131e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.360022823056072916e+00	9.891401974493183147e+00	5.716872778432619207e+00	1.809389644643412787e+00	6.581841317066724706e+00	2.896116363077762657e+00	9.330322104352632095e+00	1.802348884440544552e+01	3.305125410468643281e+02	2.147130665752640510e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.494756909988510074e+00	7.897556324161399743e+00	8.308049148171024356e+00	6.506559875516604308e+00	5.434409231198358725e+01	7.879388407043126819e+00	5.559514817884998017e+00	1.555440181273236533e+01	3.413893488199092189e+03	2.141000073872290272e+02
1.000000000000000000e+00	1.000000000000000000e+00	4.220582296675301492e+00	4.747792546620918763e+00	5.134650328686217513e+00	6.512939276842669933e+00	2.775713668117060706e+01	3.318422269733770413e+00	3.908818224680103093e+00	6.248157429088678327e+00	5.350201212695648110e+02	9.559313103628346653e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.582634912359246027e+00	4.774716873294667430e+00	1.389840968586971703e+00	6.795670555178064731e+00	2.387845725770451111e+01	8.761090452651359328e+00	7.525369189875939391e+00	9.459585743757838117e+00	1.089302513980059985e+03	4.037814476562831345e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.884273437156807063e+00	7.651128869525363640e+00	8.048897603098556175e+00	3.509288548650475459e+00	1.994294990891177477e+01	1.909966586016432100e+00	1.356055118850008956e+00	5.844068758489413540e+00	6.480016435146476397e+02	1.568654452488378581e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.174230571750953800e+00	3.107119366239284197e+00	2.851535528035608280e+00	1.133581866448153175e+00	2.092353808054509656e+00	2.170100431631944993e+00	5.236486628398610677e+00	1.066056855384935709e+01	5.466162443597025344e+01	1.897711844880442200e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.200372614707973185e+00	2.076385589468903614e+00	3.262926704458267491e+00	9.646920702512213452e+00	8.000038471371388482e+01	9.810653879664320343e+00	3.978046889421404053e+00	7.400480190150633852e+00	1.031113548990206255e+03	8.287265574785811850e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.660134964817514769e+00	4.109474419203526629e+00	2.600574099230791081e+00	3.321307259385671617e+00	5.361599404026448745e+00	7.168520129197809787e+00	9.215858770568253533e+00	1.460161473394152232e+01	4.573182820803448294e+02	2.926065419086546626e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.922190652312105286e+00	3.609900004491726655e+00	3.972731612352057073e+00	7.087226420878288913e+00	7.038207343076392419e+01	8.659777328776804950e+00	1.092922559420056894e+00	5.926565592535091298e+00	3.522033378415659627e+03	2.566684445478652492e+02
1.000000000000000000e+00	1.000000000000000000e+00	7.838153319041393452e+00	3.702495271526450971e+00	7.813460788053464334e+00	7.340813588922443955e+00	5.815249928832999160e+01	3.953215561636837183e+00	6.061868901056116421e+00	9.995043352766620259e+00	5.159873651626146511e+02	8.641736711823179462e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.790669892693714793e+00	3.060209149414037544e+00	5.637662915470165181e+00	6.500480402230992105e+00	1.841220849904900092e+01	7.085657257719216062e+00	7.638242357414206651e+00	1.400118458875708072e+01	7.632195283136110220e+02	8.874760756546298524e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.077500739832004673e+00	1.321886768378934152e+00	2.871359597971831601e+00	3.780540649410931930e+00	3.861818183971717833e+00	6.395823881520390941e+00	5.305373328963648660e+00	9.990537690539634141e+00	2.187369945742445623e+02	2.723899488918214828e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.303351091783826021e+00	1.217452395747218086e+00	8.836529875475068962e+00	3.384785668800290193e+00	2.831182448494329051e+01	6.410778802684110822e+00	1.804393512485508833e+00	1.824863249908113261e+01	8.045042929571665127e+02	5.400408505143823845e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.365755188476852844e+00	9.834378383023404169e+00	9.035774514876788288e+00	6.372865111830310347e+00	4.743397866065205193e+01	7.158173108997811340e+00	9.761633303426149766e+00	1.984573819329098754e+01	2.733338786984059880e+03	1.656872452502960300e+02
1.000000000000000000e+00	1.000000000000000000e+00	7.527127356707906003e+00	4.816208540118372738e+00	8.907945378534396497e+00	8.740131638966309069e+00	6.682073224127604760e+01	6.128322555089842361e+00	5.545825183693219529e+00	1.194573706608932362e+01	1.682007558380720411e+03	1.891699487757375664e+02
1.000000000000000000e+00	1.000000000000000000e+00	7.901946378620246847e+00	4.508302199534022670e+00	3.203515319774976167e+00	9.521182429113432377e+00	7.566886712314712327e+01	4.918179151118161840e+00	6.564013713991846188e+00	7.904386450917797902e+00	7.662511505791846957e+02	5.616030790799323569e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.644296925775567075e+00	7.118758248930020294e+00	4.984379455458999963e+00	1.972337598045572404e+00	3.264612324983792391e+00	3.499133336463840394e+00	3.246259621591830680e+00	1.227045148903159877e+01	5.629601198768326640e+02	8.885521692653790637e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.187726713472136097e+00	2.864307088781969490e+00	9.876249115001282775e+00	2.439636875130005489e+00	1.024310550772036521e+01	8.025218433751973635e+00	5.208812677586036166e+00	3.788371086429500423e+01	1.209627766260236285e+03	5.899307308801569150e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.079821075285307685e+00	9.646842281194457414e+00	8.014873827655174310e+00	9.563685144033557961e+00	1.946880581564391122e+01	3.166759116645434524e+00	4.794552368275979859e+00	7.351855448274176474e+00	1.252940168332093663e+03	4.567432698875139181e+02
1.000000000000000000e+00	1.000000000000000000e+00	8.728152963571947254e+00	8.047619806016022892e+00	1.277256003387685857e+00	7.606853019910544411e+00	6.665839125605955928e+01	7.272766372853868511e+00	1.517787245098788595e+00	2.878806649618176561e+00	2.268456338023696389e+03	1.286833929629911779e+02
1.000000000000000000e+00	1.000000000000000000e+00	6.560814860607948162e+00	1.782293004682244275e+00	1.531508347241814727e+00	8.973979607679455128e+00	5.901656218431165968e+01	3.103722491054035526e+00	1.951311843627002274e+00	2.584003706447064008e+00	1.615557215974489509e+02	4.669065336711774705e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.073767981993936083e+00	4.772456656331859115e+00	5.139486478181190421e+00	2.850355853223382585e+00	1.180344652446200371e+01	6.576439888894708652e+00	8.591587055623316260e+00	2.074506824198365607e+01	6.344930152888533712e+02	3.270342013792835445e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.624023367933636663e+00	8.946838765752383793e+00	9.158027511298662660e+00	6.306018897816564106e+00	1.066290969121222965e+01	7.772985650436997851e+00	3.164167531459951110e+00	1.443088468918069189e+01	5.922957653161593043e+03	1.475230255119922049e+03
1.000000000000000000e+00	1.000000000000000000e+00	3.698090045218631605e+00	9.611687486075251030e+00	5.814996445549310167e+00	7.284301412051313207e+00	2.822523090758420494e+01	2.979879090643655193e+00	2.830991835195310280e+00	5.072410570207160241e+00	1.154100970857977700e+03	2.967698037823671484e+02
1.000000000000000000e+00	1.000000000000000000e+00	3.885258277172730867e+00	5.114261423351019076e+00	5.564726410048447036e+00	7.065353799637460241e+00	2.810086249959644888e+01	1.568796187389325247e+00	5.589768547262078613e+00	6.784322755317773179e+00	1.994784243101704533e+02	5.491337960000240059e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.579578455191529507e+00	6.566651507773959118e+00	1.843191648532998217e+00	4.700540466920312355e+00	3.526252682068491850e+01	2.272984307829308825e+00	8.012107052885866665e+00	8.811596807115829932e+00	2.515622533521591890e+02	1.236933747408605555e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.755539864576715736e+00	2.544640296491376130e+00	6.947238509243200077e+00	1.046155151436250597e+00	7.439327837907712571e+00	6.409066802965401877e+00	1.621169925789094579e+00	4.097545066970472050e+01	1.428745513766526983e+03	3.201251805830209207e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.904244600782654118e+00	9.912886942378566602e+00	8.327571960861664735e+00	6.231835355965789525e+00	5.590969153052782303e+01	8.594671293476547902e+00	6.169165096336189258e+00	1.789422266031118625e+01	4.643662964805736920e+03	2.429815384292988654e+02
1.000000000000000000e+00	1.000000000000000000e+00	5.312639474206276802e+00	3.128842571793615246e+00	4.370703112488140363e+00	3.139676216028828293e+00	1.704783388697659774e+01	1.392093392307510058e+00	2.076554723765325239e+00	3.845055583513602659e+00	8.461761948194721583e+01	3.261456905001348616e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.121011905343859638e+00	9.536561088699922806e+00	7.869536186699288116e+00	4.979943739569469230e+00	1.111628948806615469e+01	7.652091728806722060e+00	1.280492277300711912e+00	1.328049795304782243e+01	1.099908439428928796e+04	2.138605544301870395e+03
1.000000000000000000e+00	1.000000000000000000e+00	7.445285095305299805e+00	6.769939097912918591e+00	9.649973017574039247e+00	9.570746586888860818e+00	7.188521601879745049e+01	4.102091139505906980e+00	1.462041356466103892e+00	5.579305475601570308e+00	3.050199796923291615e+03	7.356997099344989692e+02
1.000000000000000000e+00	1.000000000000000000e+00	7.920495777935944837e+00	6.566973385921716755e+00	2.917315467426643938e+00	4.650687658789459888e+00	3.624553564194108901e+01	5.257967643393789636e+00	8.510869167072877772e+00	1.195738434615430457e+01	6.246265793984886159e+02	2.672572877363407429e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.075974111883194695e+00	5.527480228140739804e+00	5.724589351849055596e+00	8.595464330724203350e+00	5.151045561677796059e+01	9.400944992360731334e+00	2.057094181055805659e+00	8.495896926986826969e+00	5.435304893306323720e+03	5.608448102364934584e+02
1.000000000000000000e+00	1.000000000000000000e+00	7.962983203209952343e+00	3.012868897059655549e+00	3.518072271245514138e+00	2.666878885927245424e+00	2.166949380142966675e+01	3.922314103549404685e+00	1.480000729913678814e+00	6.653059971368542769e+00	4.696508788335010536e+02	4.006495154037032336e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.528466785107187143e+00	2.574188633991230990e+00	8.191853120175379033e+00	7.091628005282593072e+00	3.832356892616309807e+01	5.142401057435575851e+00	4.922985364459006696e+00	1.080094052324173681e+01	6.128261862125964399e+02	9.750281707161494182e+01
