G	c	dx1dt	d2x1dt2	dx2dt	d2x2dt2	Fg	m1	Fc	d1	d2	W
1.000000000000000000e+00	1.000000000000000000e+00	1.828020824758155083e+00	2.538290297361574410e+00	1.861693680433464504e+00	5.740608791589111526e+00	1.845860323939269243e+00	4.636742467287796043e-01	-1.076501261130216047e+00	1.595603966449386846e+00	-1.626445246811845768e+00	4.455071710485025704e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.142817415764783817e+01	1.031555197377842070e+01	9.030458316716563072e-01	3.783660147696235487e+00	4.416365041328848662e+00	3.295142992819256600e-01	1.576309705444265887e+02	7.476894376180667656e+00	1.116226404692111274e+01	5.159209367909876054e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.019307313345253263e+00	9.895896863649646491e+00	8.558502721029334737e+00	3.304349940874462987e+00	7.541864615632919211e+00	6.798735121083989696e-01	4.977751614939750198e+02	6.286551999759048215e+00	7.958197504682836154e+01	1.230140787953401260e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.096361286816243119e+00	6.465164597075199193e-01	1.623315192884680513e+00	4.216872678695136045e+00	3.674118384254634773e+00	5.271321664919392802e-01	-1.237608628214617390e+01	6.736638519583432405e+00	8.158984133085692037e+00	8.195635838042125698e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.565196744687734398e+00	7.567605712432913911e+00	6.024616790686194712e+00	6.557839967923939639e+00	7.074651134546206421e+00	1.265530148433624547e+00	9.670527775422530681e+01	2.008387116431991526e+00	8.251875883873339035e+00	1.295701409385993541e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.749816437686273041e+00	1.009062993275299291e+01	4.979486624955653085e+00	4.766651241189309829e+00	3.464116052642443044e+00	9.630248316814618015e-01	7.705803726291583189e+01	2.648038122639092773e+00	1.425298085727394515e+01	1.849549377647247361e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.586281612802257879e+00	2.494258897854792156e+00	3.865146607157690983e+00	7.861471356407803590e+00	8.692956727515497306e+00	1.164636827257851337e+00	3.211320391705451982e+01	1.835130302953716930e+00	1.757298985076862330e+00	3.137099607894316966e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.857407391700071742e+00	6.286175292308112006e+00	8.970155753462224268e+00	4.223491587024232885e+00	9.018682967612877022e+00	1.057259870840148386e+00	2.732738082573238785e+02	3.711019523704608414e+00	3.546647583678664262e+01	5.596939271174892205e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.010293314295051204e+00	9.645775253538188210e+00	1.896594967934400522e+00	1.203461919286135995e+00	3.056783997794349617e+00	1.460934114900631409e+00	1.706886346500582476e+02	5.599695531037466978e+00	1.516659863131668118e+01	1.370328968732606123e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.566723343583837469e+00	5.708666941940705453e-01	6.590663711266993019e+00	7.873523627992289775e+00	3.360375132131355969e+00	2.198897513077006094e-01	9.415925030761886916e-01	7.890924837347808030e+00	1.568983674354997859e+01	6.109192697694567187e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.915561795791972166e+00	7.361335790008674884e+00	9.833677602530713102e+00	2.724920737064966847e+00	3.539160199265290352e+00	4.741707402182393505e-01	2.157793189599715049e+02	6.770422187600656727e+00	6.507412500398979205e+01	3.664911986061036298e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.305993767687504192e+00	4.383839119113778438e+00	5.662885240822298272e+00	4.770383253656615530e+00	3.692270281142089772e+00	9.295286478928689311e-01	2.960705185057593170e+01	4.533128381730000989e+00	1.274966848316427281e+01	4.487481908859251689e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.890094888881145074e+00	8.989554456216186651e+00	1.003656099136045476e+01	7.091226826421213936e+00	7.449998812915778146e+00	6.902482101741534981e-01	2.169785191828457016e+02	9.530695159057923860e+00	2.282081036721139355e+01	2.214367641900469863e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.412864973763254817e+00	1.020263809030489277e+01	1.817315950501080080e+00	4.244653924397982614e+00	8.488061343329743380e+00	1.547094420772255230e+00	1.707428602618663263e+02	7.734557144319872179e+00	6.267648648185485172e+00	2.449065626139603769e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.777435363843589577e+00	9.513508825083935250e+00	3.996704206078535826e+00	1.840637344133535303e+00	6.767497654573977783e+00	2.939965948398640005e+00	6.473325856211898781e+02	9.216517972190215957e+00	6.715298732988892993e+01	7.672190462207175710e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.921013072889146578e+00	4.892690512409336279e+00	3.197414879432005641e+00	4.418836586019414980e+00	8.410297335004942809e+00	8.235111175017240104e-01	1.429418132930380523e+02	5.849680321907603897e+00	2.526709310000510200e+01	3.201045150565434705e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.097676049355350791e+00	8.704694650095330388e+00	6.429433576089358837e+00	8.617661003924499852e+00	3.606624546579226376e+00	5.803589442896420758e-01	7.549039203347082605e+01	3.589089010117088030e+00	8.082748508457299863e+00	2.962641732356487090e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.926523181316287747e+00	8.308251431574133150e+00	1.032887400410697509e+01	6.114611250953243093e+00	2.855572636853205282e+00	2.196190018903848018e-01	8.282265479288484755e+01	8.007448031486865681e-01	3.522316177255441971e+01	1.035537993336753448e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.005568485496518782e+00	3.377721323389692110e+00	4.439223221143363318e+00	6.715746327408143479e+00	7.552324156939746125e+00	4.709196477474631437e-01	3.929965658932927397e+01	8.569479940278286634e+00	1.788905541610469641e+01	9.243772266352004996e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.424334089721093655e+00	8.318743311754289493e+00	5.683607804281544773e+00	7.043649230116746374e+00	5.069609077120263763e+00	1.329187445210249230e+00	7.827136393889770716e+01	1.684966418967005719e+00	3.993312736065405488e+00	2.765508161191092107e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.185885093655165257e+00	1.371135333296060743e+00	1.994884522261950233e+00	3.125759496781355118e+00	7.254952496159862818e+00	1.106715213505002016e+00	3.981029875920086880e+01	4.008368227399226491e+00	2.540919323279361919e+01	1.565864631576706634e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.607715171801604281e+00	6.274050270749673253e+00	6.180360609627645552e+00	4.629974478115459036e+00	3.561856249000548313e+00	7.056526484591187920e-01	6.814183018394012947e+01	5.169016707734568783e+00	9.814969097549068877e+00	3.790296339300481598e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.480787140019405923e+00	2.922448083718176992e+00	5.165200068183133375e+00	9.035868852139625318e+00	1.949461072012360852e+00	4.261647432175410533e-01	6.243209189026456940e+00	6.140175514863817519e+00	4.708410681191335101e+00	2.564324411985906238e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.940660733057205434e+00	2.210826999499863721e+00	9.521193582646313658e+00	2.757691239710727160e+00	9.401880625748878728e+00	1.757858089279320524e+00	3.019608247614848437e+02	6.485748567361676820e+00	1.938922479618341015e+02	-2.363806896869902752e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.996242984741115833e+00	1.988208230342431326e+00	5.517292226453330173e+00	4.171889900337550472e+00	2.160159560157440595e+00	6.798863685020034575e-02	3.087023308947917144e+01	3.406509785000586099e+00	7.532652034407247754e+01	6.009332320130267302e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.696565636766438345e+00	6.630120983091867259e+00	4.324153418521658132e+00	3.866164543882382620e+00	9.968205541515132495e+00	1.185902141393063047e+00	3.410538646068267212e+02	4.290017657371723914e+00	4.374269084359085014e+01	-1.883414433434292545e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.158622991521567336e+00	3.918462916886997771e+00	2.516916282291904672e+00	5.136396216382540736e+00	9.630714210183398905e+00	1.743491361725133082e+00	6.277538447877940087e+01	7.267660477460453627e+00	8.627541938372933927e+00	2.050073040663787260e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.676358416360731463e+00	6.424989394567409029e+00	3.933227617317952785e+00	1.003204545402380710e+01	7.830339599976037235e+00	1.368270102984023628e+00	2.669691294736948706e+01	9.887720426534917451e+00	5.076698186349403841e+00	1.657322871790509922e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.902587803842951786e+00	1.497981941420706509e+00	3.749691206192759196e+00	6.303928866286858668e-01	6.780986855530725776e+00	1.853506982674360204e+00	9.909575601982950843e+01	8.564779562689224690e+00	5.157038832792200367e+01	7.597800929776861167e-01
1.000000000000000000e+00	1.000000000000000000e+00	4.144966383320126013e+00	3.921354692766398475e+00	2.541594234959459797e+00	5.099209259309981590e+00	6.224300785011360304e+00	6.404978520031241462e-01	3.550776079824135678e+01	8.326839220406675679e+00	8.400797992494091204e+00	2.698299419917233433e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.078655574928179206e+00	6.172399124890190159e+00	8.648978497130553222e+00	2.494031157654041930e+00	1.005792074294798333e+01	4.814482575086534766e+00	4.039581157518213672e+02	8.124435231892762843e+00	2.892566681440037968e+01	1.283146404916436278e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.836752009043290279e+00	8.202239383981856591e+00	6.377929775946475921e+00	9.805311092481613144e+00	3.427716714113884677e+00	1.514981867168244123e-01	3.699749485705466867e+01	4.859054405947985877e+00	1.362464775890754787e+01	3.275095089635662760e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.395548988293183079e+00	4.173731178429529010e+00	5.330484212181543668e+00	1.952358551715436263e+00	4.840138602119938405e+00	5.912206602211901973e+00	1.372192853847095932e+02	2.696352361211153514e+00	2.000921479678435944e+01	1.057019715133060478e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.329540504622963581e+00	6.669308063158683630e+00	2.463615296562212009e+00	4.779802663753715208e+00	6.491319033769753943e+00	4.793145044963705859e-01	9.921164481329066120e+01	7.560305758223960559e+00	1.007844527084057518e+01	7.525979475391700868e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.541735903939331909e+00	8.597998335256807678e+00	9.129637945347610639e+00	6.502369308234906775e+00	5.518625198370041396e+00	7.657081900499584926e-01	8.469178006909551470e+01	7.403507588963813113e+00	1.716634406838653604e+01	3.298452430894374565e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.201557758556528022e+00	5.921956575528487754e+00	8.188555647371517310e+00	7.614724921265463742e+00	5.704232954641715203e+00	3.480419609930380798e-01	8.751220049006981583e+01	6.827445285087949678e+00	3.036012791013582302e+01	8.425569414182731975e-01
1.000000000000000000e+00	1.000000000000000000e+00	4.633992098816599459e+00	2.950322767761064835e+00	2.051985753000618029e+00	4.838195121790607622e+00	5.034225577632466475e+00	6.283145550724571482e-01	-1.223776665985500856e+01	5.248665140021225639e+00	2.682129097434347464e+00	3.547915462083151450e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.242947913048611852e+00	7.933156435633372805e-01	7.527962267330730484e+00	4.017243809892389272e+00	6.111299388944106070e+00	7.682374470535305866e-01	4.651401161729239675e+01	6.056976954570259863e+00	3.759388627161517604e+01	3.408567755380658704e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.509878715606387978e+00	8.764288261947841718e+00	5.539600278991591686e+00	5.080500228354937420e+00	9.004642716753556542e+00	8.777871595142920924e-01	2.952571952785233975e+02	5.390511930858101763e+00	2.935805910680483777e+01	-4.221942771649478399e-02
1.000000000000000000e+00	1.000000000000000000e+00	3.018285044400581540e+00	9.177858621492462898e-01	1.021535169386707853e+00	2.812499897133748039e+00	2.241812538933569687e+00	8.763950400540012620e-01	2.482428794198528621e+01	5.715168339510576345e+00	2.746992307388982368e-01	7.829631093415841292e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.654829170535021987e+00	9.105456344328214158e+00	5.245638849542316073e+00	2.719756372531621835e+00	9.217380002214801138e+00	1.121403589602013584e+00	5.833407531837173110e+02	3.305245075933429089e+00	7.444913342575063098e+01	1.881416226330745456e-02
1.000000000000000000e+00	1.000000000000000000e+00	8.585256940072442333e+00	5.787668652562784288e+00	5.139283466763028940e+00	5.501323644007291236e+00	6.594408011033017658e+00	4.510699638954015489e-01	1.483342832408405343e+02	8.011019168343828767e+00	4.045492414752183663e+01	1.017102453416569130e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.759493799484317833e+00	9.700557358826229049e+00	2.322347250106047589e+00	2.955036754055424986e+00	8.667240489472481713e+00	7.115166061186357638e-01	3.323085180458356263e+02	3.259248593912156267e+00	2.642841499038299347e+01	1.538504781204807770e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.009158726666057149e+01	8.435154631543541726e+00	1.013069693850065711e+01	2.502669673143195439e+00	6.026639461816150067e+00	4.882272759650653771e-01	3.732439320860725616e+02	2.261775254235952382e+00	9.392703898683225816e+01	7.755812894794952839e-02
1.000000000000000000e+00	1.000000000000000000e+00	6.331670031117309527e+00	9.881452077436318149e+00	9.405650478210210608e+00	6.286620669697856378e+00	8.138854639394599744e+00	4.633950788446216107e-01	2.687145985883045682e+02	4.591275428634794764e+00	2.781871686105543162e+01	5.610446459150044696e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.494742511594020939e+00	4.090573988273470185e+00	6.339074642710190055e+00	9.681800306320585747e+00	6.848769556831333372e-01	1.646629371667147623e-01	-4.662222762967514811e+00	7.351211121118595315e+00	2.343161664258204269e+01	5.369158050135623306e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.980809006246543325e+00	8.183744989166012118e+00	5.044467602184163013e+00	6.297931073809789559e+00	8.828788773942058299e+00	2.187743271320219840e+00	1.297472054538225166e+02	5.391942742627717777e+00	3.847208456838878909e+00	3.203408029977329985e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.725053491149342921e+00	5.978092141769444368e+00	4.466689070647069215e+00	1.682927101823977312e+00	5.015379374793949019e-02	8.411310196349989221e-01	4.109091202335171999e+01	3.896733112906018537e+00	3.437748960572935175e+01	2.694911934341589266e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.696326742291768053e+00	4.768611517591285320e+00	7.032642778649251802e+00	1.323361213052663965e+00	8.871941952161655820e+00	1.143538177421650026e+01	4.299954857248786197e+02	6.000967254059713873e+00	3.186164720866811706e+01	1.301603056526234203e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.286596462660173579e+00	6.670776173033223344e+00	4.657527251997385598e+00	8.852431311132361813e+00	9.869575977841391179e+00	8.172998965401544469e-01	1.464278837139487734e+02	4.797323205779257194e+00	7.420677104630596155e+00	1.100932214027984912e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.208781437154343052e+00	8.197902853703842752e+00	7.538341197531440718e-01	3.749784823867482242e+00	2.545450808286604083e+00	5.777448954525139513e-01	6.160478462927813581e+01	8.882892320711134104e+00	4.789478292127847148e+00	4.949313228128279896e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.896036251357420710e+00	9.845117354238471563e+00	5.547647232263611450e+00	1.738457721313567461e+00	3.102099747401289687e+00	1.222714148085962682e+00	2.329085350828674166e+02	9.309154214376468062e+00	3.851455498143300815e+01	1.969739243544898377e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.379648529616835262e+00	7.539470141036440864e+00	8.691697982452355475e+00	6.736685248266875981e+00	7.793894204252563185e+00	5.880781816692856045e-01	2.432218632103058837e+02	5.582463805957691427e+00	4.511573616647854124e+01	8.126056870830168366e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.922005506801841790e+00	4.693195236031657558e+00	5.174731821603030468e+00	6.208089156679607257e+00	3.582874519904272859e+00	4.640647120117452618e-01	4.963198641059348404e+01	4.593592278090966374e+00	1.414069450174786091e+01	2.037631907246392871e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.572070202911417969e+00	4.878614577678821007e+00	1.838392006069898832e+00	5.742580328531365907e+00	9.879357667502672413e+00	1.135631447241762570e+00	4.301517642834119215e+01	7.103965985081716283e+00	3.325469610005855170e+00	4.443167225570472390e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.663746674717922147e+00	7.365984812064729326e+00	8.185450600651977382e+00	1.996726284452629674e+00	2.102404263114698413e+00	3.914315940313892739e-01	9.151596557257043685e+01	1.462685634819353764e+00	5.434485748218244083e+01	2.338415585733001067e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.734683178108070045e+00	2.156661577025244192e+00	3.516996668394316572e+00	9.186658018470881260e-01	2.663400315292621112e+00	2.699038728307856960e+00	7.734061671180974429e+01	5.002818260211877366e+00	2.631118725704485684e+01	2.436585408813276121e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.144970244914363278e+00	2.787314719415063813e+00	4.148042836481687701e+00	9.754380361546628464e+00	1.056456195374222951e+01	3.096284696999825892e-01	1.855714083149123894e+01	4.086958258255679155e+00	1.368463233019777547e+01	3.863449663294195036e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.674390067721436504e+00	4.658502275305052009e+00	2.062456073178733362e+00	3.132277920155604800e+00	7.332554676034576779e+00	3.767194618239829929e+00	5.771816512364798513e+01	9.500042179494732508e+00	7.225311664781658649e+00	7.333283491960319367e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.073508371505425529e+01	3.512518787542982857e+00	4.459853744681585574e+00	6.778299432721293094e+00	8.150347101257585436e+00	4.437855532089231003e-01	9.003747742824566558e+01	4.066594963565344223e-01	2.327665226808566956e+01	3.120350097108589016e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.315750987231918856e+00	3.169019177944858434e+00	8.091329458474644909e+00	6.498193784505091664e+00	3.025573799434360112e+00	3.617329963309687257e-02	3.508297169928421511e+01	6.668820252269355819e+00	3.315125649620151194e+01	9.363785832756745808e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.319211114861748690e+00	3.149770263802428083e+00	7.057463210791565800e+00	5.467284056287515348e+00	7.292275550406401408e+00	1.179314336527023332e+00	5.814318432367380041e+01	7.900688222959209916e+00	7.484863041032449260e+00	3.474804781854829994e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.233573329530992080e+00	1.579662415644056406e+00	2.403394774259989930e+00	4.014986177545440071e+00	6.130158099301609376e+00	4.720685888272938335e+00	9.041589929140641857e+00	4.894120624497020344e+00	4.527912300454499217e+00	8.908494395121909548e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.439879283303364232e+00	1.589234975769286518e+00	8.836013407589145885e+00	3.316657189484485180e+00	7.127521894352453202e+00	7.479858450307470541e-01	7.012532639965336045e+01	1.581450204363032075e+00	8.752548780019391472e+01	1.834189738873566455e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.451846823900118544e+00	1.036916912886200315e+01	8.346251160808206393e+00	6.182228428656287633e+00	6.883995029458763071e+00	4.021347044362166279e-01	2.920566190571773291e+02	1.057189565087357153e+01	4.293125802321414142e+01	1.322772407243844928e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.782151573167618075e+00	5.434465792557546138e+00	8.297984346057631910e+00	7.960253026164221701e+00	6.170439578353476229e+00	4.134882217117287762e-01	8.475911744653969038e+01	5.890237205699711431e+00	2.546949034815276036e+01	1.046791322264791990e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.357864681710612587e+00	3.490472461458802744e+00	3.362060917194973353e+00	8.997532586307809055e+00	4.230254231605588444e+00	1.090065886449513577e-01	1.904242176785820106e+01	5.998325766022223782e+00	1.156854384408129199e+01	1.935791440479559089e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.597907019714289056e+00	6.947347775329517638e+00	5.174648014352482228e+00	1.977568917741720167e+00	3.296020385017980558e+00	3.289957937215037820e+00	1.443908196605035243e+02	2.699643010886310091e+00	1.577880091292988851e+01	1.674178907863421273e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.656042498304345134e+00	3.516762443700964802e+00	1.016387733637946944e+01	2.547530810944245161e+00	7.403674667322138525e+00	2.273261710881394393e+00	2.347013034851848090e+02	5.694254922991770940e+00	6.673527125514256397e+01	4.645704472702286703e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.861997284217525861e+00	9.035819958584772493e+00	8.235102186698071591e+00	9.413716980442243809e+00	2.572629524002975288e+00	5.308654577676505948e-01	6.662006797048849194e+01	5.270953645310259006e+00	9.109613860406621910e+00	7.223754761875632369e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.531750686607425749e+00	8.755402672848276779e+00	1.114395281876631838e+00	8.375456555527737379e+00	7.202421114359902177e+00	2.103515962128690298e-01	9.047175714859587004e+01	1.873137104544708942e+00	6.252066575933721282e+00	-5.551589562068994788e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.368618405638335034e+00	2.811840283293714826e+00	1.452919697903017004e+00	8.635407968411982438e+00	2.769410344956610093e+00	1.545545340204358686e-01	1.331138532912576622e+01	1.795541193868421370e+00	1.206552774337273526e+01	1.290528668137143287e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.651599238474751985e+00	5.420940311280643797e+00	4.639341158868981907e+00	3.520325794131650365e+00	8.060103881186005736e+00	1.918656520861789172e+00	1.647084658381009490e+02	8.981459666503250006e+00	3.061125104538297848e+01	4.229494382260062801e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.427864479989861213e+00	9.280117817508568123e+00	8.795828875948911829e+00	6.405670959713793522e+00	8.179011589377584102e+00	2.356909514168629372e+00	2.295669194931004995e+02	2.987270569078079419e+00	8.132274328293185306e+00	1.224088524925657451e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.755959837727664841e+00	9.253633515966525280e+00	5.816952218327925195e+00	7.368793041962840462e+00	3.559222709854192424e+00	4.535636188080682807e-01	5.711137277809766033e+01	2.285725323521529795e+00	1.180088604291465515e+01	1.500312329311947579e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.607150463345501823e+00	5.363291427687592261e+00	5.589105472431388222e+00	7.625816526120384964e+00	1.479086872121977425e+00	1.622199554623388329e-01	1.896256045593158390e+01	6.414648430412153601e+00	8.407117993032407810e+00	8.192475107350126962e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.956028967605158542e+00	5.771849081967734385e+00	2.341735605263532971e+00	4.335501655200671323e+00	2.236366350792367896e+00	1.281157240259004626e-01	3.523312230774317300e+01	8.186886562735969264e+00	1.648028969482911066e+01	3.126772485425830972e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.659673121188150802e+00	2.068761481764737287e+00	7.247212579673039556e+00	9.603438382667462969e-01	6.219975670546546986e+00	2.543162656044281711e+00	2.858934757269742022e+02	1.126968217983225440e+00	1.631639446681370202e+02	2.186333498731065639e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.600065110220715070e+00	9.525086592165543209e+00	9.258691981266771620e+00	5.583985524893987140e+00	1.007450426427516632e+01	5.315744424508317412e-01	3.675313357598088260e+02	6.264926124841424304e+00	4.935508252699806064e+01	6.053273555253307903e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.243505525357447183e+00	3.119521618098219484e+00	3.886695600100403158e+00	3.784179498564282262e+00	1.345673835154781006e+00	3.088669577469282945e-02	3.188972059724067876e+01	2.087868213828882880e+00	2.496596128089307598e+01	1.412059113553159273e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.780839857634042289e+00	9.266411649219771007e+00	7.852081101030321975e+00	5.233909911217665467e+00	7.278501306071714971e+00	2.234205517669577645e+00	2.737207786871552457e+02	1.136178410546216488e+00	1.523870735086204498e+01	-2.042109098034907699e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.932316170731007254e+00	6.992351970194721211e+00	9.191455563834578513e+00	1.021250589582970569e+01	3.661165639140175898e+00	6.561631923357226504e-02	6.741024877887275579e+01	1.602825246058751096e+00	2.692171821674219956e+01	6.930222953941977959e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.528502857091210032e+00	6.957979884522143443e+00	3.539171540715318365e+00	4.702218111307804982e+00	5.489418742608763502e+00	3.083895200233377487e-01	1.057524361316202715e+02	7.998069944315505886e+00	1.762474323196195769e+01	1.390608919233033758e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.893466962001128628e+00	5.219364114144770639e+00	5.432518108395284706e+00	9.155332622584811730e+00	1.013375925359822993e+01	6.026703019636695524e-01	1.218834681397825221e+02	2.541047087424706863e+00	1.651281432352960366e+01	5.913495343303953877e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.212521659755514847e+00	3.158697412410447658e+00	4.222007530573495870e+00	2.292329791559981622e+00	4.579804719778972633e+00	7.091263081835998960e-01	8.881274483456982693e+01	1.402982149395875622e+00	4.023356085792654824e+01	7.579639599273154671e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.143813637792462146e+00	2.357342262394102494e+00	8.937867648528616371e+00	7.586574370245704912e+00	4.776065911612831449e+00	4.296968013210289428e-01	2.118041612711605026e+01	4.058123303352640932e+00	2.262525377060891785e+01	1.289676770158286523e+00
