G	c	dx1dt	d2x1dt2	dx2dt	Fc	m2	m1	Fg	p	W	d1	d2
1.000000000000000000e+00	1.000000000000000000e+00	2.809287297864017319e+00	8.855817474530459421e+00	7.544807806628886837e+00	9.545987962553420303e+00	4.592143580997953833e+00	3.273586084261218332e+00	6.815672126074871606e+00	2.504043042355076665e+01	3.971017943225978115e+02	8.860136503985978962e+00	-3.873103665510072346e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.554960025764976272e+00	8.596234216100159031e+00	9.749960826729342500e+00	6.797061247458810129e+00	2.430224961802974093e+00	1.456856127272918355e+00	4.149571114430929519e+00	1.405533876421718809e+01	-2.510097479463076695e+02	2.267143649453053023e+00	-3.235727410741278565e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.266936764999224252e+00	3.786252484718652500e+00	3.324146084021809777e+00	7.083810886012008368e+00	7.689565831013511321e+00	7.573071767021349210e+00	6.962349246436472683e+00	2.451833158906154964e+01	3.357865775133098651e+01	7.435405961310274314e+00	1.814412565655905851e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.508601081920214249e+00	8.393777167996910649e+00	7.009668540306413398e+00	6.691278612350965105e+00	4.258783728928828616e+00	2.094130705660706582e+00	3.260373261761875696e+00	1.421931654469007889e+01	-2.867339786552121836e+02	1.974349688772015776e+00	-5.808389890332676941e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.434285935507342735e+00	1.335496673493035358e+00	2.761510776548731005e+00	2.860547970338617407e+00	7.053687386783742852e+00	3.804564713556870981e+00	1.498165724865007320e+00	1.015540729745180037e+01	-1.146695636228063080e+02	6.694447023078101466e+00	-9.825872836752724382e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.483681018715544919e+00	6.374207607616792615e+00	6.174620319773945099e+00	4.795697550264026887e+00	3.438980695454725289e+00	5.834250271884121375e+00	8.058907635197231301e+00	3.496169189504296781e+01	1.950595619356672614e+02	4.207078968797706153e+00	-5.574553826258801692e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.665424307765898115e+00	3.179654609054587411e+00	5.133853612725724602e+00	7.668343570576892532e+00	1.723527161694437870e+00	6.115886256346414029e+00	2.717750772220986377e+01	3.157879849992257348e+01	1.667339735265559142e+01	8.063243441056034300e+00	-2.099117843847852072e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.594693534029087090e+00	2.027328634422461473e+00	9.759949648864109761e+00	1.928393309291505764e+00	9.883571004404283045e+00	6.316980156951604641e+00	1.264084472689014582e+00	6.259374565935598156e+01	-4.884279976693035223e+02	3.131110293770074549e+00	-5.513329185130037224e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.759644344482065748e+00	1.694774153608260114e+00	6.519346235668837863e+00	3.543114389499698369e+00	2.402498101192453106e+00	2.480653658602193445e+00	3.611405996466669155e+00	1.602958905956938551e+01	-5.541314160000969196e+02	6.763423502040879498e+00	-1.083391018865041566e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.224156928001372435e+00	7.207661717112581634e+00	4.145092776683743985e+00	3.471227259040158941e+00	9.908930658237913747e+00	4.359243249407757759e+00	1.501762117624775295e+00	1.889709835946170102e+01	-1.782312104135158108e+02	3.074409447342560497e+00	-8.979955099760690729e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.658980490438113353e+00	4.031467513223194743e+00	2.010422134973366859e+00	4.895005054392289168e+00	9.817425083881294867e+00	6.544708171881824299e+00	3.332635887380719364e+00	1.275885550982207661e+01	8.448096156347112640e+00	7.387105128553345779e+00	-2.346936123813272435e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.886256411862021976e+00	7.616582926759750016e+00	2.401315691428555166e+00	9.790142365896180365e+00	8.154182957662019504e+00	9.690335401153214789e+00	1.167300237243889072e+01	2.298837443579486006e+01	3.935758814719804377e+00	8.887776054055661845e+00	8.262003177604325677e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.176235301794404720e+00	1.524990916102277216e+00	3.132291930405720848e+00	1.532946871218794360e+00	6.922117721779774691e+00	7.527964151065975607e+00	1.714049057101733275e+00	2.279037789733845898e+01	-4.602383969750626420e+02	2.191993290467379563e+00	-4.510944603754473370e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.981105816162866518e+00	3.870271124348746206e+00	3.275297312538285599e+00	5.584381229398310609e+00	6.197154337409773284e+00	9.361651111863507069e+00	8.510885428203838643e+00	3.015103912209474046e+01	3.318671505273189837e+01	8.781802124628240946e+00	1.167922721287184373e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.178347991888324842e+00	5.877279678321312595e+00	8.627049475341191709e+00	2.531074879247309006e+00	8.764757074419119220e+00	7.885981588468631287e+00	2.444008460431383867e+00	6.782141262204021359e+01	-7.034943893879990355e+02	6.338416576472635455e+00	-1.402213031987479575e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.362755358096586100e+00	8.115163785905549432e+00	6.040527670225922741e+00	9.772306813703870887e+00	3.622016837610169571e+00	6.380704834434849815e+00	1.709857654669079352e+01	3.827324789372864444e+01	6.621965241479986730e+01	2.180366884245275472e+00	-5.165508493034494109e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.356026042461316861e+00	3.897669598352361042e+00	5.849647675892786225e+00	1.884923241863710963e+00	5.197086170626446844e+00	2.640393956964956601e+00	1.099189688831752054e+00	1.551148828789140310e+01	-1.022583278890369769e+02	4.838493793742288496e+00	-7.493196619735380537e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.124530884259563379e+00	6.568488649461698969e+00	2.040368950860081299e+00	4.596329959388610220e+00	6.584344780236983219e+00	7.003351466444212470e+00	4.909014797129139573e+00	1.411261854697817597e+01	2.621852106565262019e+00	2.431459912508629806e+00	-2.987317982732967669e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.375334869615298494e+00	9.065943530772949899e+00	8.708435786888337304e+00	7.599517173178381491e+00	4.755227500385786676e+00	6.663451269240628250e+00	1.073901795356076860e+01	5.739172725623904370e+01	4.263564877809278073e+02	7.262042124529465070e+00	-1.895637905788435162e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.936994435630457367e+00	6.649850842772632831e+00	7.442102069812977838e+00	7.325715495005762357e+00	4.808739679745708706e+00	6.504860641288155776e+00	9.722144645753965975e+00	4.771296047378390881e+01	2.966882180693349369e+02	7.787780869844892706e+00	-2.024618675553124447e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.761345011397001503e+00	3.099255777700254733e+00	1.508195364209714784e+00	4.704062120603027530e+00	4.005063696538457840e+00	5.323141888149300449e+00	6.563691540927163892e+00	8.614671451245270006e+00	9.478788037661857402e+00	2.097350018587914811e+00	-3.610766379701521700e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.647602371023013212e+00	1.354408197948294701e+00	7.390591736637774467e+00	4.140581488884938821e+00	6.079895291196885765e+00	5.738626413634474233e+00	3.878570294534662732e+00	4.231751350158034342e+01	-1.196024666616121067e+03	5.544585732211449347e+00	-1.058765372091310830e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.842151619288730835e+00	8.808691324695960390e+00	5.927991009645418252e+00	4.509590403905702871e+00	8.765264112390157791e+00	4.066722281108020809e+00	2.226214857393062019e+00	2.356677744897540094e+01	-2.708070565947168689e+02	8.405881663466562514e+00	1.857140187348284996e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.665878239141093342e+00	1.213701355476920041e+00	1.713623929289744163e+00	3.439787733307468454e+00	2.801973633794336838e+00	5.663265494884030637e+00	6.783337634732906629e+00	9.814309921329567032e+00	-3.455092451942291198e+00	9.517072895256159626e+00	-3.297695163614642766e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.684442178691831771e+00	8.951973268734446876e+00	5.123879155683001230e+00	2.814337939036579694e+00	9.447762602685109812e+00	2.728055993977620552e+00	7.070536214452385337e-01	1.407889170377923449e+01	-8.414575357015428381e+01	5.611674328152359337e+00	-1.365906663037810063e+02
1.000000000000000000e+00	1.000000000000000000e+00	8.018752299759967173e+00	5.734899076994555145e+00	5.297637763062711613e+00	5.342181388082844151e+00	7.202625174518476392e+00	8.161533828828424930e+00	6.337966784100356854e+00	4.415625445805772387e+01	3.062387296895452664e+02	9.572554779388124047e+00	-2.795092465313335310e+02
1.000000000000000000e+00	1.000000000000000000e+00	9.490132282750270321e+00	9.374751564140646920e+00	2.499310706618572908e+00	3.417008093023518711e+00	8.333838686695635545e+00	2.619945112325859249e+00	1.059999243281404047e+00	6.401151911534698868e+00	-4.487301792987930327e+01	5.826775333512339117e+00	1.650881275944703352e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.144814425769409283e+00	8.099386789447187596e+00	9.537869813758952375e+00	3.600376665145259114e+00	5.977354566229897692e+00	1.672040417639565790e+00	1.156902364723481069e+00	1.724406509437478618e+01	-1.265927521207292017e+02	4.460015284124216883e+00	-1.053566116006276765e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.400926585287608717e+00	1.009605398141453136e+01	8.620228434027273678e+00	6.912808297216902709e+00	8.063609112414621194e+00	4.929421486126116747e+00	4.357247825364957805e+00	4.236950489241366569e+01	-9.849697417005174884e+02	8.549404249404352285e+00	-3.046523299223836645e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.325048809544121298e+00	4.126975874747746076e+00	7.114541945778297460e+00	9.693714892496439361e+00	1.122234938151024375e+00	6.973940153758965366e+00	5.879861500208604497e+01	4.850831414141925535e+01	3.705580959646535888e+01	5.439501638914841841e+00	-6.971567681193812760e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.872210247843399733e+00	7.894361774572576707e+00	5.114437955659764334e+00	6.451305314873190255e+00	8.244487615215176035e+00	4.870272069894645561e+00	3.782762744348117323e+00	2.527257591815238413e+01	1.199944992049697248e+03	5.224008240206843290e+00	-2.745754704610630270e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.729874715539339469e+00	4.555473421232227871e+00	4.721542460257123430e+00	1.718049494229351160e+00	1.359539224028117443e+00	3.504926708554069403e+00	4.363510605523472918e+00	1.620394267606478778e+01	1.972896880268600341e+02	5.515710200485393067e+00	-1.203679163209876357e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.326496467102982191e+00	5.371638171114033966e+00	6.905602320783319037e+00	1.638832907925117155e+00	8.949721400923847270e+00	6.069913753566567927e+00	1.023574204444744229e+00	4.132145750006592522e+01	-3.061640297899189136e+02	8.608195973651847410e+00	-2.498943797234613484e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.938802688730492108e+00	6.604069777779444372e+00	5.904619163128623782e+00	9.585889880753272863e+00	9.934844773221604086e+00	4.122872436303206989e+00	4.127391415092071192e+00	2.433163655588913699e+01	1.575320178278071216e+04	8.593600116685228940e+00	-5.724594487816856514e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.421098290994361690e+00	8.835764302646376578e+00	1.550050916836430925e+00	3.740129404043224248e+00	3.731097333424361118e+00	9.307443615245970747e+00	9.403830142633010425e+00	1.452321798378060791e+01	1.298510830557715323e-01	4.605765288238528044e+00	-2.201245068287727147e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.574956033156470259e+00	9.873414007424599959e+00	5.533626830270886643e+00	1.866815572972943427e+00	2.934778948856105352e+00	9.324994522624587390e+00	5.861116321933509177e+00	5.213235410546838722e+01	4.695793413541027235e+02	4.103718227501651938e+00	-1.413600902165270234e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.537413644764770382e+00	7.855266187853358062e+00	8.332580227533137318e+00	6.441874252245706423e+00	7.971971112441569751e+00	5.518348350025695126e+00	4.481376168177888530e+00	4.537619462469370291e+01	-1.466972468852154407e+03	5.454900596238705823e+00	-9.192385513317201884e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.327901025410625380e+00	4.749966230211343010e+00	5.123777989422293899e+00	6.622145720993613871e+00	3.246651802722218871e+00	3.942369822639254728e+00	7.963858889212658276e+00	2.040202238663598777e+01	8.036988849598830598e+01	6.185594427372515192e+00	-1.790297001244469755e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.531790413325627043e+00	4.870220123356004294e+00	1.497280646234365520e+00	6.785866041765377332e+00	8.782263254392079332e+00	7.604191252188807759e+00	5.886100241846379255e+00	1.182373966385135589e+01	1.855216055560315880e-01	3.117196068919573904e+00	8.837250196021529947e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.914063494052979486e+00	7.662065169124969266e+00	8.113649071144054759e+00	3.362789155748937553e+00	1.868693434478656767e+00	1.335177804772193388e+00	2.462912209500999872e+00	1.048131124784637791e+01	-1.165747120602322582e+02	8.176978782820055969e+00	-2.178985276055745146e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.243449789935901162e+00	3.156256581042801823e+00	2.777581586671245883e+00	1.153312896655005027e+00	2.096337279914027185e+00	5.300890580182315404e+00	2.881913944137327821e+00	1.494769598247039966e+01	8.457112234658137595e+01	5.470424769231594375e+00	4.567075181219865243e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.267559448538712275e+00	2.006220278431674942e+00	3.316680668789129260e+00	9.736173669859310209e+00	9.761877066063544106e+00	4.158065819441773669e+00	3.999925630660126963e+00	1.341345135819008405e+01	5.796323079720241367e+01	3.998531643590313767e+00	-7.049744406665633178e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.605166835579352691e+00	4.169951228546648458e+00	2.556042645203866037e+00	3.408849281050532642e+00	6.993373560629052577e+00	9.290985709921727675e+00	4.250686646255636525e+00	2.324986784395363415e+01	2.458459732857619784e+01	1.942926501432558295e+00	-1.440492650114984396e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.744342368938323062e+00	3.696199982484740243e+00	3.910247817940881720e+00	7.137386297905507604e+00	8.696382518812974638e+00	1.190931180176690862e+00	9.937778812800547312e-01	4.611126109784067673e+00	-3.283734317302207018e+01	3.136183101865465339e+00	-5.123501908145612127e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.907407218136238924e+00	3.621591513922328254e+00	7.928259771037950543e+00	7.296308748280983636e+00	3.805016412576164520e+00	5.994960969276378115e+00	1.118507007621354354e+01	4.673386092878944709e+01	2.397031163712645991e+02	9.631661049832533905e+00	-1.814982564041354962e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.709666408378810232e+00	3.114203910900104955e+00	5.633343460418143600e+00	6.448531405087580382e+00	7.162984502344945881e+00	7.660511926393524185e+00	7.141947678794740462e+00	4.348834277086685063e+01	2.643736094180416671e+02	3.792426400068804160e+00	-8.595405471149227594e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.129689011457801096e+00	1.385237761403909529e+00	2.778802626250052032e+00	3.939511246547751089e+00	6.416048630482458215e+00	5.373311475353888866e+00	3.233945936162178292e+00	1.512714713998187399e+01	4.524763506102149790e+01	2.598484200121324417e+00	-1.309848375973583279e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.437422933947695824e+00	1.216984439383811845e+00	8.907776343071764913e+00	3.428260602231965493e+00	6.455574526656900680e+00	1.701600608714126439e+00	1.042742092042871382e+00	1.551094650763490712e+01	-1.185440087435160024e+02	5.163115504079961227e+00	-7.926035341084992858e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.285785233831876262e+00	9.950872794369558960e+00	9.038173985835626922e+00	6.381586685563769734e+00	7.082085509730541517e+00	9.768932556233430375e+00	8.700440380268586793e+00	8.692329693687892700e+01	1.158559373490161988e+03	3.765928576330556332e+00	-1.084156217448439996e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.630976149820900112e+00	4.848176944038225855e+00	8.729688950084428356e+00	8.742869726406059527e+00	6.092052305943715496e+00	5.552805596806130950e+00	8.065728566922157228e+00	4.963840570580678246e+01	8.408569505384998592e+02	1.339494871155519240e+00	-3.555320344764290041e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.992925014895623015e+00	4.475110049714682070e+00	3.141379503415450802e+00	9.605328483209726542e+00	4.831690057182836284e+00	6.480348767333437898e+00	1.287942036110380961e+01	2.037766198706698262e+01	-2.567452010191381362e+00	3.966521225144687524e+00	-2.645786117386758818e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.581440705528269763e+00	7.135102440041515059e+00	5.087451794635919455e+00	1.980237154912675379e+00	3.517354235588519451e+00	3.135514230249149659e+00	1.926621096596480509e+00	1.617258552799307836e+01	-1.607885077367829467e+02	5.883534932366811354e+00	-4.062758261828005857e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.205069075377676491e+00	2.837882210920184889e+00	9.866764943451997283e+00	2.351525430953980145e+00	7.917398854735334446e+00	5.416986791482013786e+00	1.740036733521207246e+00	5.282158500321204997e+01	-4.496372930842912865e+02	6.039864361237670565e+00	-9.574540715064452812e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.011421286769216277e+00	9.461252693618945386e+00	7.969200673754142095e+00	9.448826835996968043e+00	2.979612996132972924e+00	4.940832065303370157e+00	1.528550031255331909e+01	3.891564440165758043e+01	1.234420986954892356e+02	4.228930665843614989e+00	-8.923204648065599542e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.808414652129288314e+00	8.043444494519796706e+00	1.204859505296570488e+00	7.645447162926887863e+00	7.293730876441255617e+00	1.661085207904647421e+00	1.812277090275410840e+00	2.526543561825148387e+00	-5.304351242530316313e-01	4.894828583847815828e+00	-2.301906456378273735e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.543177804847564616e+00	1.773456410963040630e+00	1.553726769488519510e+00	8.949337466209472680e+00	3.191742882374718704e+00	1.963986113067579753e+00	5.603923071631943920e+00	3.049595988315844775e+00	1.522877385080690438e+01	9.737721354803918317e+00	-3.722025143310629502e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.972730928002749184e+00	4.691509031026098064e+00	5.167187008624876121e+00	2.868738960048653031e+00	6.615628791587242041e+00	8.591256580897054462e+00	3.660225377760001564e+00	4.424606492248405232e+01	4.010288306200829084e+03	4.326925712030801563e+00	-7.038905189623457126e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.534900255246365086e+00	8.953765215893909613e+00	9.120593367050760847e+00	6.317882296933512443e+00	7.729659924177821217e+00	3.085441154188126589e+00	2.499879197545950671e+00	2.891232268386297832e+01	-3.229893483751962435e+02	3.370778424164127429e+00	-6.338631255169418388e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.824459587374013925e+00	9.502706051060567205e+00	5.845848752628950429e+00	7.295939035782872395e+00	2.886238798265940098e+00	2.776829618316753123e+00	6.813172470140222536e+00	1.586487885282762988e+01	1.118002972201127676e+02	3.240243991739011786e+00	-7.489628071540954224e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.914916445401203315e+00	5.194669807949691354e+00	5.458847409524825167e+00	7.091568948043944332e+00	1.516918281456132611e+00	5.498783363755805453e+00	2.567953295385404999e+01	3.009660447748390055e+01	3.050020879834989174e+01	5.137826940060754133e+00	-1.017077925038609898e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.537486458700998426e+00	6.450820625661656038e+00	1.923309042818796444e+00	4.664706951041952543e+00	2.206567089678360016e+00	7.909297548072135697e+00	1.683176025231960438e+01	1.568992477123167895e+01	3.670836316277097833e+00	7.865256382373216226e+00	-1.674131576695819801e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.726472970283202457e+00	2.500827409825008729e+00	6.928718187250962224e+00	1.108743608349972654e+00	6.473301560878620187e+00	1.532335826387865696e+00	2.777985380548079197e-01	1.082695426493305213e+01	-5.702950557149756605e+01	2.913669808436192277e+00	-4.014329521278713564e+00
