G	c	dx1dt	d2x1dt2	dx2dt	Fc	m2	m1	Fg	p	W	d1	d2
1.000000000000000000e+00	1.000000000000000000e+00	3.018653258075672863e+00	1.228847758221596420e+00	2.111652366810796266e+00	4.090887737194320195e+00	2.686530565219201971e+00	6.809505654740509506e+00	9.469657921294242442e+00	1.772287435318387594e+01	-1.613769636157652343e+00	5.790650584159532599e+00	-8.684651246854386386e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.866973848110053513e+00	7.538050792802163613e+00	5.362582334279530905e+00	6.242337517320528661e+00	7.047475134809385366e+00	2.542409980852664120e+00	2.738634337887156711e+00	1.635548886445340599e+01	-2.756544926758400038e+02	5.326164831459407445e+00	-2.952161357948853038e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.424201572952315420e+00	9.290509128127169447e+00	4.700327364338654057e+00	4.423901318327017940e+00	3.195066469951407306e+00	2.768176399166436763e+00	2.871105589822686266e+00	1.433145117690328973e+01	5.187095142727591792e+02	7.598027323273866429e+00	6.406344147837558900e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.796173143517171944e+00	2.359723228895613367e+00	4.313930555482381912e+00	7.908085778137382782e+00	8.722385974755376026e+00	1.336158209366687499e+00	1.147259638835040008e+00	5.593870316306439605e+00	6.057188285588789256e+01	1.871546791059899073e+00	-1.118993990138678996e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.341759324064843106e+00	6.261905546944643852e+00	8.732859623666460180e+00	4.612599843992571280e+00	9.105513087301417841e+00	4.221666500279190437e+00	1.802704702323559394e+00	3.662284033922064452e+01	-3.236398480850068040e+02	5.461798367153706479e+00	-2.479430594350920813e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.350609527317827130e+00	9.426174773531482032e+00	1.067969424779148691e+00	1.483007662675307481e+00	3.617311832626667556e+00	6.262349449585148164e+00	3.058168406163678910e+00	9.663071922525809043e+00	5.657917278755000723e+00	5.737935643448245138e+00	2.547103848240489299e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.076043199927218197e+00	1.212501808027201422e+00	6.905882647281369913e+00	7.888882033648143555e+00	2.942651177831515863e+00	9.250653255282257348e+00	2.297590847135565184e+01	5.709238036011164752e+01	7.963231311014713754e+01	1.705217583455932662e+00	-4.035743483517245878e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.410674727048990995e+00	7.293847046819565527e+00	1.045777388007206632e+01	2.871969338128672611e+00	4.760694972928774860e+00	6.593564547980335533e+00	5.504894993902907707e+00	6.935184300473301278e+01	-2.422613612091171944e+03	4.683949311768055956e+00	-6.410417482437619441e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.003310010447237222e+00	3.515762780911627416e+00	6.103182545009770088e+00	4.990669964922727075e+00	2.836987975918662475e+00	4.555454467287480824e+00	7.532452796978843956e+00	3.204807661023187393e+01	1.260374598983769090e+02	8.666724352648198959e+00	-1.641943961511760364e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.811886195797741461e+00	9.014916941014439189e+00	8.905306496162474161e+00	7.380204177555448553e+00	6.582515803794859899e+00	9.880392320068215994e+00	1.014984812982495832e+01	9.109019550212198624e+01	9.666360282242774247e+02	9.176736383819536158e+00	-1.910441563883409799e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.817906086001858768e+00	9.601261818863479292e+00	8.759562856629943273e-01	4.029431206353923045e+00	9.017059733655152343e+00	7.870642280134183544e+00	2.911455933030545840e+00	9.966741696447623866e+00	-1.338126900912034145e+01	1.800777731811487259e+00	2.871841240851349841e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.281860003485584265e+00	9.518963258936555150e+00	4.970817869371346731e+00	1.485902333311669654e+00	7.086203991138453340e+00	9.380574172594350557e+00	1.653287821141632419e+00	4.295663114367870605e+01	-4.779091322521208554e+02	1.803221917891846493e+00	-1.131787300702695909e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.867952767255024682e+00	4.857620396051355982e+00	4.027494151236781228e+00	4.401392170379690327e+00	8.466591739488311674e+00	4.523336339899953096e+00	3.484271844630944415e+00	2.276845176952562966e+01	2.317445787723468413e+02	2.869894343896408628e+00	-8.406164032120317486e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.424172140430902012e+00	8.640441361246349317e+00	7.499816520290711885e+00	9.269095611981155614e+00	4.359956689133335672e+00	3.126181714160359171e+00	6.747568206622712950e+00	2.386929462669036539e+01	3.691926861731809026e+02	9.478878240925432408e+00	-3.861336288172851283e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.275989421749311070e+00	8.625375224786010264e+00	9.737579458817943845e+00	6.640395580314017110e+00	2.651338681659698882e+00	1.567469114981437706e+00	3.313096212929023565e+00	1.679422006710735715e+01	-2.313441565187729054e+02	1.802210961371944142e+00	1.389812990214692334e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.090040611206680943e+00	4.204208217204424614e+00	3.427699804561560093e+00	6.998291183589441466e+00	7.496265209045424704e+00	7.288046564958316154e+00	7.513838009113627869e+00	2.551958462636148539e+01	1.081515440821480212e+01	7.287714531562236253e+00	1.840101510884063885e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.450864397655884597e+00	8.373289272254442750e+00	6.667175680574610297e+00	6.879107972620610134e+00	3.485470484714452866e+00	2.142508754710295005e+00	3.719141289167979370e+00	1.749145217159461296e+01	-2.727668791985920507e+02	2.099719308273130913e+00	-1.727527944787445868e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.190002610328684263e+00	9.865112690724702205e-01	2.080481926744178089e+00	3.164143151964692535e+00	6.887007376746153042e+00	4.245767034845392196e+00	1.754890878322925118e+00	9.886310650883102014e+00	-9.370792820432647829e+01	6.675202309581907301e+00	-9.388137578100348435e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.331305556250175215e+00	6.308110344777782430e+00	6.374342915361209450e+00	4.702981614851895031e+00	3.359153361264584081e+00	6.183439266320478467e+00	8.070062822522274359e+00	3.283920897344638234e+01	2.311793645395185592e+02	4.651534243785775402e+00	-8.442997603467786050e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.753376767422203164e+00	2.912483876008885364e+00	5.006103477974386706e+00	7.475667372071947980e+00	1.684744883400836724e+00	6.301635729219451143e+00	2.789926323787588913e+01	3.146836112246435135e+01	-4.138216635646489294e+01	8.296061448132284966e+00	-1.870288094177267979e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.204630784467934035e+00	2.238694735082243703e+00	1.003796721628612509e+01	1.922004553063659138e+00	9.879035852045948474e+00	6.387569751473723301e+00	1.726110893508916222e+00	6.019753044532549779e+01	-5.415555493714011845e+02	3.081105674002654116e+00	-8.620553840476636864e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.384027952149619267e+00	1.598587812094257377e+00	6.266650256059076440e+00	4.045122808316548024e+00	2.230172753968803878e+00	2.360606059746991559e+00	4.238590670616881440e+00	2.020413533894713609e+01	-5.662121721434961046e+02	7.036795764092369510e+00	-9.373720251099769030e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.167725386417284739e+00	6.512633766148575809e+00	4.179178445303549871e+00	3.227623688872825802e+00	9.693837620936841759e+00	4.625494660797119018e+00	1.829003234395609745e+00	1.926267105429468529e+01	-2.156591406039388232e+02	3.437005770960850803e+00	-4.471632146749415782e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.659136921691096056e+00	5.085728772882400328e+00	2.262866266750044542e+00	5.127939776766208269e+00	9.714365676287282980e+00	6.561714022243917199e+00	3.319053005547121682e+00	1.445877033523209043e+01	-4.421016847033037322e+01	7.243386643389468915e+00	-3.317636258952127104e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.152374886808863241e+00	7.562500398185023620e+00	2.656726708597664910e+00	1.018492147249027369e+01	7.696221813905104625e+00	9.744747246261734830e+00	1.157752567268422972e+01	2.414500042311270178e+01	1.542919724606598209e+01	9.125035688212349783e+00	7.299594070759495068e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.914370210217256840e+00	1.613016383155475353e+00	3.092176481671587762e+00	1.510078140171271066e+00	6.401660408614637809e+00	7.123167805217921256e+00	1.252819238830598092e+00	2.181055258948198272e+01	-5.035341634275173988e+02	2.080763603581136323e+00	3.989934113609443500e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.766453548694291165e+00	3.408857852830927460e+00	3.309289071729344833e+00	5.478644689392785594e+00	6.226968607260309874e+00	9.107431680997429169e+00	8.701878851978921858e+00	3.011803472797698689e+01	1.240974641488769805e+02	8.771216349704026527e+00	4.405408706310232070e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.255753029684399280e+00	5.448040283598116318e+00	8.826634599051129015e+00	2.769904959005029088e+00	8.826161654139564661e+00	8.066150628065287265e+00	2.565620836454971965e+00	6.819818679239540415e+01	-7.249393379129450068e+02	6.381053567526549841e+00	-2.075803779047750197e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.673461874753486178e+00	8.090932161386968247e+00	6.179154211103921490e+00	9.831693659966154186e+00	3.844458147275942039e+00	6.023420153814969424e+00	1.694647514992068693e+01	4.120617960420980808e+01	5.236338542955228803e+01	2.040426219814414743e+00	-1.425224797428681356e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.696131603163032464e+00	3.962281203957398912e+00	5.354045751077833870e+00	2.207785211417533588e+00	5.139528363428413016e+00	2.801096173859623839e+00	1.298168499956713351e+00	1.383492812840765751e+01	-1.000253358815929658e+02	4.729672697996849529e+00	-1.359278261294051049e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.310834835464888215e+00	6.828320905401949581e+00	1.681720075786860669e+00	5.193697404257903827e+00	6.249428457723445796e+00	7.113324326907902950e+00	4.802225537970023161e+00	1.313228823768182529e+01	-6.072415053099956594e+01	2.715575856808943200e+00	-8.371612158814874860e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.364298358619511209e+00	9.039844863386923279e+00	8.158982768322060153e+00	7.686179145384825162e+00	4.172456522359172304e+00	6.739584865331347707e+00	1.108491402540470538e+01	5.723615022793508444e+01	4.431707548595108506e+02	6.887276470208590240e+00	-5.842414938281773829e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.118314836631554954e+00	6.212889630873195124e+00	7.716948233970533977e+00	7.018291814787835925e+00	4.604935507535500072e+00	6.575908058203820516e+00	9.380476197364602697e+00	4.718522301509022299e+01	3.135988696772769799e+02	7.541062382433914912e+00	-2.887771982768332890e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.733033643467190466e+00	2.399998379592704900e+00	1.499761164377568567e+00	4.822595097519318585e+00	4.087634161695834045e+00	5.580263728547865121e+00	6.127457302878613454e+00	6.502023961770259319e+00	-1.754645874663939864e+01	2.135688886267791187e+00	-1.798127772999078289e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.606255834078528899e+00	1.191729403056595693e+00	7.596958048945920972e+00	4.184099390733719837e+00	6.470661204093172358e+00	5.586797368157014887e+00	3.807526683773585052e+00	3.836083485820662276e+01	-1.190083443514810142e+03	5.535430820630350190e+00	-1.496967393027981608e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.440290851274251160e+00	8.682360657136570126e+00	6.003301415380132511e+00	4.921494388277036336e+00	8.669900771284231311e+00	3.607391854750579441e+00	2.445859118425961487e+00	2.087182878010836973e+01	-2.539951326541148262e+02	8.601306012574017501e+00	1.861008118007306678e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.905462260259675134e+00	8.402305428837103518e-01	1.458775568749937523e+00	3.325228392815725798e+00	2.483237354579911127e+00	5.434195586978956882e+00	6.358704959337260654e+00	1.150408982942800762e+01	5.600286445320017492e+01	9.522821004403144940e+00	-2.729695363407552477e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.783485707359398376e+00	9.102645893392246279e+00	5.091514450766682742e+00	2.737274561995753697e+00	9.170253265964085188e+00	2.978227118296198128e+00	1.251923126047345791e+00	1.422405702613975542e+01	9.729384986864175744e+00	5.258907833268333221e+00	-1.207225235430665151e+02
1.000000000000000000e+00	1.000000000000000000e+00	8.186474239955781940e+00	5.322175267689741140e+00	5.236698136014310556e+00	4.976217885576954991e+00	6.970646032328041031e+00	7.917166527527652597e+00	5.479754448637672581e+00	4.548006043669167298e+01	2.679396768639274455e+02	9.569603279462018719e+00	-2.838629798617897109e+02
1.000000000000000000e+00	1.000000000000000000e+00	8.693488648749379877e+00	9.623223977230791704e+00	2.323774871752842142e+00	3.564971347928372225e+00	8.298888971900998612e+00	2.386543694062506660e+00	9.889999209748562281e-01	5.780262231947505214e+00	-8.319293529414885313e+01	5.966591839935873942e+00	2.579266186384351567e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.040699700169909647e+00	7.796808261048296274e+00	9.763978203287885904e+00	4.493410105618892203e+00	6.310989179239069991e+00	1.477729874235715446e+00	5.005727043241853247e-01	1.663626708762888029e+01	-1.229973157994042765e+02	4.611370657459533007e+00	7.846857566047304999e-02
1.000000000000000000e+00	1.000000000000000000e+00	6.149485051864244767e+00	1.001870480208697600e+01	9.342950866904526919e+00	6.850556141813902045e+00	8.342170175777512853e+00	4.419846796131596811e+00	3.224978251920052941e+00	4.504284562506838796e+01	-1.079343427765874367e+03	8.506462746244167761e+00	-3.663012342122955545e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.703160008347685661e+00	4.416198570829665826e+00	7.329365417589176701e+00	9.839166082311308514e+00	1.098890135757879749e+00	6.610133316239834578e+00	5.886810121688158404e+01	5.096124662711390840e+01	5.054448496504825528e+01	5.362335642386955037e+00	-4.399487599971017460e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.962649106364594553e+00	7.810695816669177560e+00	5.153217866640175338e+00	6.284453564608912579e+00	8.415282487620268981e+00	5.213869317036393447e+00	3.728631377697435578e+00	2.691105666919662198e+01	1.205425110800000539e+03	5.094785611074529541e+00	-4.385382123133655341e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.827233480867262561e+00	5.087442581920512907e+00	5.053618017804048179e+00	1.346011384770297248e+00	1.144036915390202358e+00	3.294172180448699194e+00	3.793847972923320544e+00	1.673244876837982176e+01	2.118950664360897349e+02	5.052373400559389438e+00	-6.827040633860192997e-02
1.000000000000000000e+00	1.000000000000000000e+00	1.290157865565603190e+00	5.852355596665086424e+00	7.331663777417998240e+00	1.797786628202168169e+00	8.543531279225874187e+00	5.543791148004985736e+00	9.210688671637300429e-01	4.209497813068501415e+01	-3.227615872919908497e+02	8.223215981154483600e+00	-1.578500588211622535e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.035463685191217564e+00	6.713521243213918410e+00	5.524477506629752455e+00	9.570438678048484249e+00	1.041471402222225429e+01	3.982672495502078025e+00	4.144544978172563177e+00	2.492128213440896189e+01	1.576574270401932517e+04	8.593555281119348521e+00	-6.398194503200909367e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.246914239154209625e+00	9.013684586772702900e+00	1.898619008660248797e+00	3.029922100762759030e+00	3.014083861488469740e+00	9.535856916522655879e+00	9.326361827076762978e+00	1.441008689369028062e+01	1.515841148427207585e+01	4.394652860074773848e+00	6.357269313523040921e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.415154070259734276e+00	1.015179565124902084e+01	5.825019635011996044e+00	2.264387364560245697e+00	2.392880681562613354e+00	8.801608776781325361e+00	5.803187588630958516e+00	5.160815930509811267e+01	4.784224982384531586e+02	4.156255167833159625e+00	-3.142357014111148317e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.302123512347550971e+00	8.065897155131123597e+00	8.585651530646316587e+00	6.503989846728643442e+00	8.377516725294817945e+00	5.782847996953170977e+00	4.317557604630168022e+00	4.728546243980935770e+01	-1.530000653966753362e+03	5.265500422441320438e+00	-2.242573599461949740e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.824127055627659644e+00	4.881523645929418898e+00	5.357693396494784821e+00	6.632840217765452628e+00	3.281762232181450578e+00	3.555681914510561370e+00	7.744203362871810548e+00	1.832744547088469034e+01	8.148635234366480518e+01	5.797790648365999111e+00	-2.176975953841896683e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.926201162042247006e+00	4.646439034519855404e+00	1.404737188799481951e+00	6.722327420597033587e+00	8.483421457887825312e+00	7.525707000511522970e+00	5.704378814906570838e+00	1.344652484078298649e+01	6.910144684829448636e+01	3.034078727706864154e+00	9.968941891979349990e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.171941822182081872e+00	7.168889449885923248e+00	8.637743955643378158e+00	3.516318708981121421e+00	2.111515885590375508e+00	1.218425687723223128e+00	2.109010522655168529e+00	1.032982409383619427e+01	-1.050899844743633764e+02	8.715242667612951522e+00	-2.288653809521693461e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.865016833596065071e+00	2.762328445681978994e+00	2.906031298917735040e+00	1.258174947898037965e+00	2.344135824217969510e+00	5.118912964453366854e+00	2.512488880883950948e+00	1.284767865050996605e+01	7.446419815208550119e+01	5.352339811915441281e+00	4.745914028217776348e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.453627094943836795e+00	2.656941053104834971e+00	3.207677386975014144e+00	9.793763493201092629e+00	9.449410535982885051e+00	4.009134859586676924e+00	3.576251839569381641e+00	1.257743054278615347e+01	1.175651287783057057e+02	4.182078554833073447e+00	-4.433689293512426133e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.721741291555122011e+00	4.281293890205681407e+00	2.622048894170690758e+00	3.547109775320430369e+00	6.919431029697859614e+00	9.498389097812582449e+00	4.133262544053220466e+00	2.172988766876532551e+01	-7.800689358567680642e+00	2.007301715688641686e+00	4.917381641176765683e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.021306964498387160e+01	3.516812146434252551e+00	4.240397146169194720e+00	7.434826063613837022e+00	8.860628298496035171e+00	1.096835008212901030e+00	6.597661691847080956e-01	3.533059033712610209e+00	9.600368426531822763e+00	2.767408062714274308e+00	-7.236193629165983410e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.037448013421885307e+00	4.018177395061699464e+00	7.836925431999486769e+00	7.902520240647482375e+00	3.696482247888437378e+00	5.809192131780357649e+00	1.080169905270083319e+01	4.577640648988642624e+01	2.188993289784795593e+02	9.937632581972318135e+00	-1.905107866606144285e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.786623225788839253e+00	2.894002188576797696e+00	5.783010845776598963e+00	6.263559704541828310e+00	7.165200309218814567e+00	7.791427099575192194e+00	7.318958721873571882e+00	4.254491824147243051e+01	3.077009636654465794e+02	3.678492379300791537e+00	-2.291018717804307059e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.112964692321331883e+00	1.541034815433691918e+00	2.868328081726966516e+00	3.660959253320110740e+00	6.736220337542667913e+00	5.422016200307241185e+00	3.708023187975979962e+00	1.479384070053670541e+01	8.417084842628671026e+01	2.163288627293885824e+00	3.269519010413159954e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.850520596065440060e+00	1.182336975254061562e+00	8.718235290756089384e+00	3.537627013438881640e+00	5.776764068180731293e+00	1.584976404501921676e+00	9.463675020078744504e-01	1.564395536870325465e+01	-1.329557603035666205e+02	5.006733251708387122e+00	-2.396660424318056037e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.154044908941311398e+00	1.001746174181493743e+01	8.689345275826692472e+00	6.168138974382848971e+00	7.049854049129619327e+00	9.763756171642132387e+00	8.735392085424219744e+00	8.810418399107773268e+01	1.149076825191302760e+03	3.707693569456771421e+00	-1.764461272448048135e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.662094874432349378e+00	4.756383175123432672e+00	8.447912694897851793e+00	8.627583319595926170e+00	6.249488442688763357e+00	5.455719545141845650e+00	7.788866747789603195e+00	4.965644573801835548e+01	8.802300041916154214e+02	1.520283419384320212e+00	-1.159526079206013804e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.249769212191012002e+00	4.190602586040531818e+00	3.568264782556230141e+00	9.649233367004244499e+00	4.373501337748299633e+00	6.290196257723543738e+00	1.320135450424624324e+01	2.104828229876269319e+01	-6.378456207825703927e+01	3.723146878468049703e+00	-1.931435302200467063e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.517429928159989005e+00	6.887937543042962574e+00	4.999472490446192907e+00	2.196982133532608295e+00	3.339065967420057568e+00	3.350526581474233545e+00	2.435558888929032939e+00	1.585017628458033023e+01	-1.776873619875041754e+02	6.609682740890884034e+00	-3.788219104864358400e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.215148587883495779e+00	2.746241494781428649e+00	8.918613143906684471e+00	2.738811361494147611e+00	8.201698464975475389e+00	5.474087602269129604e+00	1.553652611499605207e+00	5.360692192894534713e+01	-4.212921572948517905e+02	5.710511716540169758e+00	-2.642733838201506558e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.609568250744965345e+00	9.548824444496808894e+00	8.057588164293703059e+00	9.450491623256096929e+00	2.844633473871043261e+00	5.073667512871000262e+00	1.501255410276836955e+01	3.871684058679563378e+01	1.110623029458788125e+02	4.375486174118550231e+00	-1.588453977225216462e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.162842880980445415e+00	7.644254011423112338e+00	1.348266105424491768e+00	7.754178103654859378e+00	6.826936321626067006e+00	1.848284056808459308e+00	1.899862351955366790e+00	1.108158289050192646e+00	-3.470985770061441933e+00	4.488825982108099133e+00	2.033110442731658640e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.911078858933848323e+00	1.457717036601436478e+00	1.071514504447774296e+00	9.012651358145152614e+00	3.407974501397186717e+00	1.712070934407087464e+00	5.694133402218726658e+00	1.718593134664860855e+00	-8.463200015711200308e+01	9.656016586224556164e+00	3.429546699212713268e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.154551262915029852e+00	4.795924118729294250e+00	4.945572299927255777e+00	2.828473028994598515e+00	6.749030408375221057e+00	8.811913345111998197e+00	3.441201523999186662e+00	4.450051386622223504e+01	3.969956976973519431e+03	4.496019976199487012e+00	-1.357431575653377287e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.682113189120084451e+00	8.876550962149396540e+00	8.941053715361524823e+00	6.067404641724893466e+00	7.704951568368648473e+00	3.076743255194398952e+00	2.755956938684839930e+00	3.092323625239614060e+01	-2.852574154202048362e+02	3.019527015372414969e+00	-7.500282669951098491e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.218984662353020276e+00	9.555502582647998011e+00	5.643389003288538319e+00	7.054958563225564916e+00	2.941628242182539932e+00	3.009517270589155746e+00	7.151186352764838716e+00	1.576445968467668202e+01	8.402381560451399878e+01	3.598927247874603719e+00	-1.465305452381965523e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.708801489138652929e+00	5.194084390156672448e+00	5.815138854918110667e+00	7.301455013677045081e+00	1.819539762489491341e+00	5.509882445316598876e+00	2.533727829422461753e+01	2.932726189896122193e+01	-2.740710337519655226e+01	5.238054370178588215e+00	-9.882956403669087564e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.319339985428775286e+00	7.221368115926097175e+00	1.908160802909634635e+00	4.447947021569931714e+00	2.258977712115775915e+00	8.004627639777531556e+00	1.798100705913815389e+01	1.504944560736542591e+01	4.297558273099164694e+01	7.749286634698684395e+00	1.340153778687581232e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.025280893575921226e+00	2.538558792367747063e+00	6.793068832122894918e+00	6.575975946386181104e-01	6.629803496316989175e+00	1.651669186871220552e+00	-3.256474126281903025e-01	9.917620248067194666e+00	-4.406768597250896846e+01	2.969129270531055909e+00	-9.781640283801319669e+00
