G c dx1dt d2x1dt2 dx2dt Fc m2 m1 Fg p W d1 d2
1.00000000e+00 1.00000000e+00 1.18526045e+00 2.99088498e+00 1.30252240e+00 5.93972799e+00 1.31205434e+00 2.48949797e+00 1.12700674e+01 3.24262688e+00 -1.15963375e+00 8.23324107e+00 -1.40917403e+00
1.00000000e+00 1.00000000e+00 9.72918867e+00 9.88901207e+00 1.56387883e+00 3.58869456e+00 4.52719507e+00 7.35943716e+00 5.83380476e+00 1.15092680e+01 -5.58737200e+00 8.36039866e+00 -2.93226589e-01
1.00000000e+00 1.00000000e+00 8.49198377e+00 9.49653406e+00 9.15793708e+00 3.76098940e+00 7.27447323e+00 5.81812991e+00 3.00804254e+00 5.32820677e+01 -6.56737135e+02 9.81052620e+00 -3.44965652e+01
1.00000000e+00 1.00000000e+00 2.91105200e+00 1.35484130e+00 2.25320834e+00 4.17662653e+00 2.74091809e+00 6.71791012e+00 1.02367896e+01 1.51368511e+01 2.34027414e+00 5.51682578e+00 -4.69871774e+00
1.00000000e+00 1.00000000e+00 2.63642470e+00 7.35017655e+00 5.79178614e+00 6.59163204e+00 6.77354033e+00 2.76838270e+00 2.69403580e+00 1.60338806e+01 -2.77813078e+02 5.09461192e+00 -1.50973682e+01
1.00000000e+00 1.00000000e+00 2.65064059e+00 9.32723486e+00 4.69986042e+00 4.00644969e+00 3.33845324e+00 2.90571276e+00 3.48712147e+00 1.36564444e+01 5.55674161e+02 7.78128045e+00 1.39063145e+01
1.00000000e+00 1.00000000e+00 3.73818019e+00 2.62517811e+00 4.12608994e+00 7.59429146e+00 8.97477498e+00 1.37347593e+00 1.16221037e+00 5.66708521e+00 -4.04527861e+01 2.19223591e+00 -2.71875312e+00
1.00000000e+00 1.00000000e+00 5.72280788e+00 6.11150707e+00 9.09850011e+00 4.64074647e+00 9.06120950e+00 3.89860782e+00 1.99669266e+00 3.54714837e+01 -3.30034812e+02 5.92223962e+00 -1.18261510e+01
1.00000000e+00 1.00000000e+00 4.88750517e+00 9.23939468e+00 1.19641057e+00 1.61517880e+00 3.67558484e+00 6.03770195e+00 2.65317457e+00 7.22357044e+00 -1.66843040e+01 5.91622840e+00 -4.39231221e-01
1.00000000e+00 1.00000000e+00 3.62106226e+00 1.30551381e+00 6.97410718e+00 8.05383858e+00 3.06994379e+00 8.72141423e+00 2.28801787e+01 6.08240775e+01 8.85083598e+01 1.80525811e+00 -2.63904848e+00
1.00000000e+00 1.00000000e+00 6.50667605e+00 7.27678241e+00 9.67054991e+00 3.57182492e+00 4.70173575e+00 7.00234703e+00 5.31955834e+00 6.77165464e+01 -2.45704513e+03 4.76185677e+00 -9.27177760e+00
1.00000000e+00 1.00000000e+00 2.25544475e+00 3.67614107e+00 6.04151365e+00 4.89490192e+00 3.16478427e+00 4.91856691e+00 7.60743879e+00 2.97155891e+01 1.78925749e+02 8.67956319e+00 -2.06293415e+01
1.00000000e+00 1.00000000e+00 3.62930184e+00 9.31956576e+00 9.43140216e+00 7.16899495e+00 7.05145459e+00 9.57808103e+00 9.73773760e+00 9.03347341e+01 1.03773873e+03 8.70538260e+00 -2.52199246e+01
1.00000000e+00 1.00000000e+00 4.29725659e+00 9.73952421e+00 1.47032091e+00 3.99210541e+00 8.43458216e+00 7.47320681e+00 3.53708444e+00 1.09880123e+01 -1.21400914e+01 1.89313898e+00 -4.17829706e-01
1.00000000e+00 1.00000000e+00 5.10462986e+00 9.49839840e+00 4.76913987e+00 1.50927091e+00 7.05782918e+00 9.37148683e+00 2.00403156e+00 4.46939315e+01 -5.61575732e+02 1.81648794e+00 -3.39843884e+00
1.00000000e+00 1.00000000e+00 8.06658365e+00 5.26792795e+00 3.34142012e+00 4.36528942e+00 8.41915403e+00 5.74829176e+00 2.98046064e+00 1.92074577e+01 1.82526772e+02 3.36425929e+00 -1.30912130e+01
1.00000000e+00 1.00000000e+00 2.79706404e+00 8.75838386e+00 7.57738868e+00 9.50003724e+00 4.57292946e+00 3.33013847e+00 6.91819977e+00 2.52337536e+01 4.02122649e+02 8.87289456e+00 -4.04064954e+01
1.00000000e+00 1.00000000e+00 5.62810995e+00 8.60094459e+00 9.83167381e+00 6.77560958e+00 2.40685274e+00 1.47544018e+00 4.15355973e+00 1.45060466e+01 -2.52365635e+02 2.16012327e+00 -3.80729926e+00
1.00000000e+00 1.00000000e+00 6.33173112e+00 3.87190426e+00 3.30877056e+00 7.04331234e+00 7.64155853e+00 7.53476366e+00 6.94487828e+00 2.49308042e+01 3.67205318e+01 7.47997122e+00 1.83370010e+01
1.00000000e+00 1.00000000e+00 1.41805371e+00 8.46023927e+00 6.88757141e+00 6.69053938e+00 4.24427055e+00 2.09172698e+00 3.29733498e+00 1.44069190e+01 -2.90135854e+02 1.91049058e+00 -3.26822343e+00
1.00000000e+00 1.00000000e+00 6.46790367e+00 1.33306871e+00 2.78287869e+00 2.79092925e+00 7.04143743e+00 3.72497615e+00 1.47642367e+00 1.03661568e+01 -1.14253101e+02 6.60824068e+00 -8.62154042e+00
1.00000000e+00 1.00000000e+00 2.53471711e+00 6.36642891e+00 6.08797229e+00 4.76500478e+00 3.43579548e+00 5.79223817e+00 8.03308658e+00 3.52629855e+01 1.93441647e+02 4.20460569e+00 -8.83828555e+00
1.00000000e+00 1.00000000e+00 1.58546434e+00 3.07007954e+00 5.17539238e+00 7.75845819e+00 1.73106671e+00 6.07974929e+00 2.72487942e+01 3.14650881e+01 2.23910726e+01 8.10022567e+00 -1.85524053e+01
1.00000000e+00 1.00000000e+00 9.53996984e+00 2.08510197e+00 9.74804797e+00 1.91235608e+00 9.93323616e+00 6.40524877e+00 1.23314459e+00 6.24386723e+01 -4.90005114e+02 3.10321404e+00 -5.10693339e+00
1.00000000e+00 1.00000000e+00 9.69068830e+00 1.69257881e+00 6.47674545e+00 3.50067498e+00 2.40581357e+00 2.49629797e+00 3.63233792e+00 1.61678866e+01 -5.63134002e+02 6.75281646e+00 -1.08074976e+01
1.00000000e+00 1.00000000e+00 8.27557613e+00 7.26659898e+00 4.14555735e+00 3.48687198e+00 9.89578895e+00 4.41763664e+00 1.55659478e+00 1.83135661e+01 -1.73606061e+02 3.12114281e+00 -9.49812018e+00
1.00000000e+00 1.00000000e+00 3.74152392e+00 4.05887467e+00 2.02686206e+00 4.88817035e+00 9.79551939e+00 6.55474804e+00 3.27095724e+00 1.32855701e+01 9.91474049e-01 7.42294255e+00 7.37749034e-02
1.00000000e+00 1.00000000e+00 1.87904903e+00 7.52290094e+00 2.36122146e+00 9.82331867e+00 8.14436294e+00 9.72836978e+00 1.17338676e+01 2.29708355e+01 4.35579391e+00 8.86310231e+00 5.44582251e-01
1.00000000e+00 1.00000000e+00 7.15809724e+00 1.58820707e+00 3.02785237e+00 1.60752292e+00 6.93480666e+00 7.54868024e+00 1.74982189e+00 2.28562893e+01 -4.66221837e+02 2.14121619e+00 -1.78475350e+00
1.00000000e+00 1.00000000e+00 4.96137244e+00 3.83761304e+00 3.25869995e+00 5.66830895e+00 6.20026345e+00 9.30343381e+00 8.50524136e+00 3.03170993e+01 3.21376821e+01 8.79936120e+00 1.15216988e+01
1.00000000e+00 1.00000000e+00 2.09834411e+00 5.85542163e+00 8.65554452e+00 2.61428214e+00 8.79491391e+00 7.85990852e+00 2.33635243e+00 6.80317882e+01 -7.03222208e+02 6.34217729e+00 -1.29672963e+01
1.00000000e+00 1.00000000e+00 5.45659219e+00 8.11650848e+00 6.05100509e+00 9.73608891e+00 3.60495569e+00 6.32545272e+00 1.70834749e+01 3.82753466e+01 6.33705866e+01 2.14399442e+00 -3.76552187e+00
1.00000000e+00 1.00000000e+00 1.30949669e+00 3.86877253e+00 5.71051820e+00 2.01973154e+00 5.20913091e+00 2.72821032e+00 1.05780648e+00 1.55794947e+01 -1.12144876e+02 4.84787670e+00 -8.84297643e+00
1.00000000e+00 1.00000000e+00 9.18388362e+00 6.63302239e+00 2.03291985e+00 4.63240902e+00 6.57450972e+00 7.00017087e+00 4.93233048e+00 1.42307863e+01 6.98490252e-01 2.44774264e+00 8.22097614e-02
1.00000000e+00 1.00000000e+00 3.32901983e+00 8.97379973e+00 8.74125724e+00 7.64096486e+00 4.70071428e+00 6.61041609e+00 1.07451664e+01 5.77833475e+01 4.22458146e+02 7.30313100e+00 -1.97223016e+01
1.00000000e+00 1.00000000e+00 6.96270056e+00 6.54276869e+00 7.50532873e+00 7.34098985e+00 4.84737809e+00 6.42222253e+00 9.72597342e+00 4.82008913e+01 2.99690073e+02 7.82981321e+00 -2.10656533e+01
1.00000000e+00 1.00000000e+00 3.80539968e+00 3.09663527e+00 1.60901526e+00 4.80455773e+00 3.97256201e+00 5.40807281e+00 6.54071554e+00 8.70167167e+00 -3.31840700e+00 1.95216868e+00 -5.66409933e+00
1.00000000e+00 1.00000000e+00 5.68061219e+00 1.21960703e+00 7.37051588e+00 4.11871751e+00 6.07808635e+00 5.75790944e+00 3.90175477e+00 4.24387629e+01 -1.20124116e+03 5.55525867e+00 -8.63407396e+00
1.00000000e+00 1.00000000e+00 5.92039251e+00 8.83088987e+00 5.89184396e+00 4.57851141e+00 8.65517075e+00 4.00998274e+00 2.12124662e+00 2.36261926e+01 -2.71440107e+02 8.33162550e+00 1.84228102e+02
1.00000000e+00 1.00000000e+00 2.66369010e+00 1.19142470e+00 1.73552811e+00 3.37848637e+00 2.81375540e+00 5.67381423e+00 6.81256943e+00 9.84706410e+00 -2.45589678e+00 9.42546737e+00 -3.32431125e+00
1.00000000e+00 1.00000000e+00 9.72626165e+00 8.87231505e+00 5.12470577e+00 2.84799645e+00 9.40989735e+00 2.77800315e+00 8.40789523e-01 1.42364488e+01 -9.21122636e+01 5.62166080e+00 -1.35979293e+02
1.00000000e+00 1.00000000e+00 7.97619541e+00 5.76043421e+00 5.36226658e+00 5.34735728e+00 7.20178888e+00 8.24656958e+00 6.12311115e+00 4.42203045e+01 3.11177159e+02 9.55251301e+00 -2.77651073e+02
1.00000000e+00 1.00000000e+00 9.45549047e+00 9.45160929e+00 2.49197086e+00 3.41680380e+00 8.40945891e+00 2.67199259e+00 1.08564351e+00 6.65852768e+00 -3.03488625e+01 5.82120073e+00 6.70110709e-01
1.00000000e+00 1.00000000e+00 9.05344615e+00 8.18904912e+00 9.51128332e+00 3.58715498e+00 6.00571623e+00 1.76469661e+00 1.05403585e+00 1.67845294e+01 -1.27182554e+02 4.54771445e+00 -9.04455616e+00
1.00000000e+00 1.00000000e+00 6.38109981e+00 9.98140699e+00 8.64977834e+00 6.91080457e+00 8.01565031e+00 4.92621424e+00 4.24720422e+00 4.26106612e+01 -9.94664090e+02 8.63382816e+00 -3.13024521e+01
1.00000000e+00 1.00000000e+00 9.29686812e+00 4.15640634e+00 7.02120104e+00 9.71683599e+00 1.14580358e+00 6.92476696e+00 5.87245721e+01 4.86201809e+01 2.40922444e+01 5.43684439e+00 -1.00885940e+01
1.00000000e+00 1.00000000e+00 1.79643252e+00 7.90469460e+00 5.16066005e+00 6.43273481e+00 8.36542382e+00 4.93945142e+00 3.79827511e+00 2.54908296e+01 1.20081906e+03 5.24712260e+00 -2.90420296e+01
1.00000000e+00 1.00000000e+00 2.76384576e+00 4.61737822e+00 4.70588987e+00 1.69281520e+00 1.36124973e+00 3.49078719e+00 4.34105329e+00 1.64272601e+01 1.96934602e+02 5.41281240e+00 -1.42865417e+01
1.00000000e+00 1.00000000e+00 1.40704560e+00 5.31888058e+00 6.85876120e+00 1.68025252e+00 9.00922039e+00 6.02354066e+00 1.12341234e+00 4.13140270e+01 -3.10396374e+02 8.62106502e+00 -2.38269102e+01
1.00000000e+00 1.00000000e+00 3.92797298e+00 6.64754917e+00 5.90888682e+00 9.56280899e+00 9.92766473e+00 4.12302102e+00 3.97149416e+00 2.43624646e+01 1.57553553e+04 8.48747388e+00 -5.84791750e+01
1.00000000e+00 1.00000000e+00 4.49809561e+00 8.86309403e+00 1.56045795e+00 3.67561711e+00 3.64660716e+00 9.39580921e+00 9.47055595e+00 1.46617652e+01 -4.07703958e+00 4.63167993e+00 -3.51213323e-01
1.00000000e+00 1.00000000e+00 3.44214129e+00 9.85675122e+00 5.61252384e+00 1.82860287e+00 2.89286701e+00 9.30380626e+00 5.88100553e+00 5.22178344e+01 4.70275065e+02 3.99969874e+00 -1.37585006e+01
1.00000000e+00 1.00000000e+00 8.45863758e+00 7.91446072e+00 8.25763256e+00 6.39140128e+00 7.88827027e+00 5.52134638e+00 4.47362211e+00 4.55932496e+01 -1.47521156e+03 5.42735222e+00 -1.20077731e+01
1.00000000e+00 1.00000000e+00 4.21077994e+00 4.75990104e+00 5.13315890e+00 6.61283900e+00 3.27723707e+00 3.95095595e+00 7.97227513e+00 2.02808847e+01 7.44801423e+01 6.15495259e+00 -1.69201762e+01
1.00000000e+00 1.00000000e+00 3.52841059e+00 4.79221302e+00 1.46760920e+00 6.83654338e+00 8.79006145e+00 7.63419173e+00 5.93755609e+00 1.12040100e+01 -6.41498312e+00 3.14503490e+00 -9.13178798e-01
1.00000000e+00 1.00000000e+00 5.88426475e+00 7.63824071e+00 8.07650379e+00 3.40661825e+00 1.92558333e+00 1.33041649e+00 2.35368734e+00 1.07451138e+01 -1.14902096e+02 8.14559576e+00 -2.34320081e+01
1.00000000e+00 1.00000000e+00 2.26831802e+00 3.14899431e+00 2.81227404e+00 1.13599616e+00 2.13359677e+00 5.27292105e+00 2.80747428e+00 1.48288990e+01 6.88815942e+01 5.37834489e+00 4.39330491e+01
1.00000000e+00 1.00000000e+00 8.21977283e+00 1.99426702e+00 3.32758751e+00 9.68513833e+00 9.81236400e+00 4.02691055e+00 3.97469822e+00 1.33998973e+01 5.40210519e+01 4.00640994e+00 -5.00118363e+00
1.00000000e+00 1.00000000e+00 1.67095579e+00 4.19159942e+00 2.48235718e+00 3.25803741e+00 7.06455008e+00 9.28482297e+00 4.28198544e+00 2.30482470e+01 2.25700213e+01 1.96138894e+00 -2.28966741e+00
1.00000000e+00 1.00000000e+00 9.88198243e+00 3.58515092e+00 3.97193558e+00 7.08423659e+00 8.62198502e+00 1.10802725e+00 9.10408350e-01 4.40101284e+00 -2.66383365e+01 3.14960644e+00 -4.87030445e+00
1.00000000e+00 1.00000000e+00 7.95020292e+00 3.66677308e+00 7.81076355e+00 7.35966883e+00 3.91896440e+00 5.97533388e+00 1.12214540e+01 4.66719201e+01 2.40493910e+02 9.54353055e+00 -1.99097692e+01
1.00000000e+00 1.00000000e+00 2.78844113e+00 3.10246976e+00 5.67447274e+00 6.49006675e+00 7.08835375e+00 7.66597223e+00 7.01893180e+00 4.35003504e+01 2.63441817e+02 3.74589718e+00 -5.91950680e+00
1.00000000e+00 1.00000000e+00 1.04969905e+00 1.37883871e+00 2.84393147e+00 3.81616655e+00 6.34817645e+00 5.36516189e+00 3.22523350e+00 1.52581527e+01 5.16644323e+01 2.51973360e+00 -1.90450873e+00
1.00000000e+00 1.00000000e+00 8.33915286e+00 1.16086541e+00 8.90047070e+00 3.43986628e+00 6.42835108e+00 1.76862727e+00 9.46407756e-01 1.57416152e+01 -1.16162653e+02 5.14605512e+00 -8.29205163e+00
1.00000000e+00 1.00000000e+00 7.36171609e+00 9.88950151e+00 8.91623669e+00 6.37901454e+00 7.14279214e+00 9.75215251e+00 8.70935644e+00 8.69525001e+01 1.15991006e+03 3.76378969e+00 -7.62382837e+00
1.00000000e+00 1.00000000e+00 7.56106451e+00 4.84995820e+00 8.83520583e+00 8.79486070e+00 6.17823256e+00 5.66209388e+00 8.06012505e+00 5.00257649e+01 8.40401394e+02 1.31643325e+00 -2.12372241e+00
1.00000000e+00 1.00000000e+00 7.94143312e+00 4.45893982e+00 3.14916590e+00 9.52060356e+00 4.86156132e+00 6.52767620e+00 1.27834276e+01 2.05567353e+01 1.17924050e+01 3.90830696e+00 -2.34987671e+01
1.00000000e+00 1.00000000e+00 1.66640187e+00 7.11682554e+00 5.06115410e+00 1.95315224e+00 3.48330425e+00 3.12948804e+00 1.75476104e+00 1.58388212e+01 -1.59686529e+02 5.89697762e+00 -3.94531701e+01
1.00000000e+00 1.00000000e+00 4.22619156e+00 2.96428499e+00 9.86490691e+00 2.39345751e+00 7.91723198e+00 5.35148277e+00 1.61780616e+00 5.27918793e+01 -4.46563250e+02 5.96541135e+00 -1.04625461e+01
1.00000000e+00 1.00000000e+00 2.04282154e+00 9.54965066e+00 7.94811229e+00 9.50262633e+00 3.03645187e+00 4.86234543e+00 1.52167904e+01 3.86464674e+01 1.23612231e+02 4.20903029e+00 -9.23908281e+00
1.00000000e+00 1.00000000e+00 8.76793083e+00 8.07710513e+00 1.24450679e+00 7.62881706e+00 7.23118876e+00 1.67406258e+00 1.76611586e+00 2.08338225e+00 -8.96429483e+00 5.02572481e+00 -5.04086320e-01
1.00000000e+00 1.00000000e+00 6.60968314e+00 1.80469902e+00 1.58684132e+00 8.94694442e+00 3.09999540e+00 1.95544318e+00 5.64363465e+00 3.10297804e+00 -1.49102471e+00 9.68966126e+00 -2.04090133e+00
1.00000000e+00 1.00000000e+00 3.97808222e+00 4.75822698e+00 5.17538239e+00 2.82369371e+00 6.62797153e+00 8.53725268e+00 3.63709870e+00 4.41835472e+01 4.00476192e+03 4.39613630e+00 -8.85051320e+00
1.00000000e+00 1.00000000e+00 1.57202515e+00 8.91206477e+00 9.18298185e+00 6.28827284e+00 7.72370440e+00 3.15837957e+00 2.57140246e+00 2.90033423e+01 -3.12933153e+02 3.32404132e+00 -6.30820253e+00
1.00000000e+00 1.00000000e+00 3.79884090e+00 9.50258820e+00 5.84831618e+00 7.31025635e+00 2.96842500e+00 2.75462444e+00 6.78373576e+00 1.61099147e+01 1.14614148e+02 3.19120340e+00 -7.54412231e+00
1.00000000e+00 1.00000000e+00 3.92664990e+00 5.20661360e+00 5.48031257e+00 7.12100697e+00 1.53948971e+00 5.54420306e+00 2.56450618e+01 3.03839657e+01 2.56452057e+01 5.11988151e+00 -1.16912707e+01
1.00000000e+00 1.00000000e+00 7.56645561e+00 6.52070250e+00 1.94926330e+00 4.67336522e+00 2.17876369e+00 7.91872418e+00 1.69853621e+01 1.54356784e+01 -2.66279984e-01 7.83568134e+00 -7.12674509e-02
1.00000000e+00 1.00000000e+00 6.73801724e+00 2.50330551e+00 6.91102094e+00 1.13855403e+00 6.45397271e+00 1.55751867e+00 2.74763968e-01 1.07640441e+01 -6.50727348e+01 2.85389366e+00 -4.38385854e+00
1.00000000e+00 1.00000000e+00 8.98491468e+00 9.92051764e+00 8.39892845e+00 6.24633451e+00 8.64501766e+00 6.19127128e+00 4.47341498e+00 5.20000444e+01 -1.57623584e+03 7.38366514e+00 -2.33999160e+01
1.00000000e+00 1.00000000e+00 5.24993433e+00 3.08504531e+00 4.42378007e+00 3.27791385e+00 1.40497139e+00 2.07289399e+00 4.83623222e+00 9.17002710e+00 6.28174326e+01 1.19034841e+00 -1.43943381e+00
1.00000000e+00 1.00000000e+00 2.07634821e+00 9.48458597e+00 7.98050666e+00 5.05228822e+00 7.60736133e+00 1.32814946e+00 8.82065878e-01 1.05993056e+01 -7.61728518e+01 4.77039680e+00 -1.10884781e+01
1.00000000e+00 1.00000000e+00 7.41920309e+00 6.84681984e+00 9.68028989e+00 9.61822914e+00 4.07186781e+00 1.47469557e+00 3.48340382e+00 1.42754806e+01 -1.96875955e+02 7.98278559e+00 -1.78819707e+01
1.00000000e+00 1.00000000e+00 7.84706544e+00 6.46963115e+00 2.83389813e+00 4.59131786e+00 5.30675533e+00 8.50747697e+00 7.36052984e+00 2.41093231e+01 1.95978776e+01 4.04859660e+00 3.77755440e+00
1.00000000e+00 1.00000000e+00 6.05149478e+00 5.61419660e+00 5.70996668e+00 8.55821446e+00 9.35973595e+00 2.06175235e+00 1.88519408e+00 1.17725372e+01 -1.21229870e+02 6.07363391e+00 -1.65435242e+01
1.00000000e+00 1.00000000e+00 7.93870462e+00 3.07602831e+00 3.58424162e+00 2.69686545e+00 3.98774354e+00 1.40636228e+00 9.51106761e-01 5.04074222e+00 -2.96100192e+01 2.84481310e+00 -3.81369495e+00
1.00000000e+00 1.00000000e+00 5.44416037e+00 2.58875229e+00 8.13568977e+00 7.05214448e+00 5.18803241e+00 4.94109898e+00 6.71648541e+00 4.01992485e+01 1.01761832e+03 7.67795852e+00 -1.36270267e+01
1.00000000e+00 1.00000000e+00 5.70459546e+00 2.98437588e+00 6.19834029e+00 9.79306259e+00 1.12314173e+00 8.59594125e+00 7.49509952e+01 5.32805690e+01 1.68460021e+01 1.47051193e+00 -2.11271785e+00
1.00000000e+00 1.00000000e+00 4.84786917e+00 2.67794436e+00 6.71124176e+00 1.91703791e+00 1.73438848e+00 3.36167539e+00 3.71569532e+00 2.25610162e+01 -7.47406280e+02 8.67288380e+00 -1.64066986e+01
1.00000000e+00 1.00000000e+00 1.22877214e+00 8.01626026e+00 8.18122744e+00 1.07487948e+00 3.32732432e+00 4.79541356e+00 1.54914013e+00 3.92323690e+01 -3.31204072e+02 2.78376748e+00 -5.04798756e+00
1.00000000e+00 1.00000000e+00 1.97102284e+00 4.15112733e+00 4.56373425e+00 4.90224513e+00 1.25067017e+00 1.35930279e+00 5.32805185e+00 6.20349672e+00 3.71120733e+01 8.86958229e+00 -8.58259392e+01
1.00000000e+00 1.00000000e+00 1.28286267e+00 1.52058409e+00 9.23581062e+00 1.83362935e+00 6.68237793e+00 5.04170663e+00 1.38343286e+00 4.65642476e+01 -3.76423419e+02 4.17276317e+00 -6.79088526e+00
1.00000000e+00 1.00000000e+00 6.72769370e+00 9.72192367e+00 5.79725981e+00 7.73545915e+00 4.83758521e+00 6.19851773e+00 9.91163536e+00 3.59344177e+01 1.20352294e+02 7.50415217e+00 1.15150945e+02
1.00000000e+00 1.00000000e+00 3.82920383e+00 8.95407296e+00 2.42159341e+00 9.23093797e+00 5.93330682e+00 6.13816348e+00 9.54965049e+00 1.48641362e+01 4.21183484e+00 3.87302768e+00 6.89130234e-01
1.00000000e+00 1.00000000e+00 5.57713622e+00 9.34977055e+00 7.26309206e+00 4.90618875e+00 2.57182467e+00 3.99184023e+00 7.61510761e+00 2.89931031e+01 2.93479171e+02 9.15320504e+00 -7.02433298e+01
1.00000000e+00 1.00000000e+00 9.16809827e+00 9.95417040e+00 8.13935215e+00 3.32840478e+00 3.66338826e+00 3.83979863e+00 3.48868402e+00 3.12534732e+01 -5.28161176e+02 2.13973413e+00 -3.84620100e+00
1.00000000e+00 1.00000000e+00 3.24363006e+00 2.56505724e+00 3.85085509e+00 4.90962987e+00 6.97442027e+00 1.95961257e+00 1.37946554e+00 7.54618405e+00 -6.27141806e+01 2.60667810e+00 -3.23504433e+00
1.00000000e+00 1.00000000e+00 4.69344631e+00 4.56617817e+00 8.71461331e+00 7.51103036e+00 9.68772451e+00 4.30118489e+00 3.33476971e+00 3.74831631e+01 -5.42357425e+02 5.43727113e+00 -1.00160480e+01
1.00000000e+00 1.00000000e+00 7.79996025e+00 7.82414628e+00 9.15528929e+00 1.08148745e+00 1.45375096e+00 1.89545202e+00 1.41008167e+00 1.73534116e+01 -1.41097430e+02 1.73744595e+00 -2.95545294e+00
1.00000000e+00 1.00000000e+00 3.05918349e+00 7.26418556e+00 3.49214039e+00 6.30508591e+00 9.01345889e+00 7.89936350e+00 5.52575500e+00 2.75856863e+01 6.86530334e+01 2.76382166e+00 -1.33559337e+01
1.00000000e+00 1.00000000e+00 1.69281919e+00 2.38506316e+00 9.85169325e+00 6.51962516e+00 6.19193081e+00 9.69646868e+00 1.02096330e+01 9.55266351e+01 1.09841377e+03 9.49389744e+00 -1.71314928e+01
1.00000000e+00 1.00000000e+00 3.60776308e+00 8.34249812e+00 2.26640375e+00 6.73919422e+00 6.07527610e+00 9.73067011e+00 1.07940569e+01 2.20536273e+01 3.37539873e+00 9.78840695e+00 3.31156254e-01
1.00000000e+00 1.00000000e+00 2.45099159e+00 3.01996515e+00 2.81814102e+00 3.17819872e+00 5.50250682e+00 8.78563989e+00 5.07450702e+00 2.47591721e+01 3.38057606e+01 4.38633396e+00 -1.53390801e+01
1.00000000e+00 1.00000000e+00 9.36727887e+00 3.01435853e+00 2.65802355e+00 7.42647451e+00 1.62454677e+00 6.40712934e+00 2.92896355e+01 1.70303007e+01 2.17195898e+00 9.30957419e+00 4.67487361e+00
1.00000000e+00 1.00000000e+00 8.27308342e+00 5.83276981e+00 9.04590739e+00 1.82252338e+00 1.80889167e+00 7.30779128e+00 7.36286240e+00 6.61056031e+01 1.86460036e+03 5.90342208e+00 -1.16469210e+01
1.00000000e+00 1.00000000e+00 6.70063381e+00 6.33645941e+00 6.88863297e+00 2.79343303e+00 6.40820805e+00 3.56685222e+00 1.55484384e+00 2.45707358e+01 -2.10900138e+02 3.42768219e+00 -6.30879081e+00
1.00000000e+00 1.00000000e+00 8.84314531e+00 6.22077587e+00 2.36893855e+00 8.89723042e+00 4.06862714e+00 6.67693378e+00 1.46010475e+01 1.58172458e+01 2.39008916e+00 7.32158849e+00 7.45757707e-01
1.00000000e+00 1.00000000e+00 8.23304869e+00 1.82338154e+00 4.96291077e+00 7.64850836e+00 9.25541260e+00 5.10084594e+00 4.21524837e+00 2.53150433e+01 4.41225423e+02 6.93011626e+00 -1.11296429e+01
