G	c	dx1dt	d2x1dt2	W	d2	m1	Fg	Fc	m2	d1
1.000000000000000000e+00	1.000000000000000000e+00	1.428220429349306819e+00	2.890098828815205412e+00	1.241838702659415095e+00	6.081029413959542218e+00	9.139704835232673186e-02	1.269836836418271053e+00	2.487819471847354524e+00	1.651727853576829552e-01	4.797361383790035294e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.565569232860399396e+00	1.031847395395713995e+01	1.690455118273161306e+00	3.705165921187339340e+00	3.129069707523811361e-02	4.482623482237619861e+00	7.470078322858871189e+00	3.320944666062897871e-02	3.553511669156207697e-02
1.000000000000000000e+00	1.000000000000000000e+00	8.346453125891429181e+00	9.198101319371485118e+00	9.225302902654842541e+00	3.507790926932223829e+00	2.630106113248420474e-01	6.848681643147799925e+00	6.054662660049232592e+00	1.600087341601972302e-01	6.155983300168988981e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.917393095608926679e+00	1.358291842663839732e+00	2.111910377781094805e+00	4.301306884843443257e+00	3.627854113115621670e-01	2.444667139185370264e+00	7.005273073608758949e+00	4.192058503267583336e-01	1.903536267742196031e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.872786949814296165e+00	7.511501551345888039e+00	5.630202354421752098e+00	6.668313904860945662e+00	9.754906468096129213e-02	6.755015944343839784e+00	2.326733492195215636e+00	1.341152189886639090e-01	1.521130749492922041e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.280234466784369030e+00	9.740037859737959991e+00	4.427227661189468755e+00	3.958070862724288652e+00	1.343681879285611447e-01	3.641945133466652607e+00	2.889746314599342725e+00	1.636912574538106624e-01	9.153256736105948033e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.874936960368039252e+00	2.841527777130658183e+00	4.017106447647138978e+00	7.827829227698082093e+00	1.941030263563612857e-01	8.813947151628910959e+00	1.925095153586040109e+00	3.498474206217976334e-01	4.369773780695902943e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.597225390047014137e+00	6.415785807203881141e+00	8.862262056051635639e+00	4.485990448917594797e+00	3.053882105928892865e-01	8.952287229451346917e+00	3.931278180241710718e+00	2.396695820698148682e-01	1.121356966292630819e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.799708701221201856e+00	9.479808419058226576e+00	1.464234408731928117e+00	1.688346319521287331e+00	1.057814229968331576e-01	4.160660605448510907e+00	5.809655656245801936e+00	1.014574377351006307e-01	1.095566109515341002e-01
1.000000000000000000e+00	1.000000000000000000e+00	4.162719578967790213e+00	9.691868396744345304e-01	6.725318847161944724e+00	8.018198599064785270e+00	7.038568707418634274e-01	2.989104985486307431e+00	8.699551492103049455e+00	5.513633522295920963e-01	2.348908390210783514e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.453508442584093174e+00	7.376833569854563066e+00	9.704310519465321860e+00	3.405445686074942468e+00	3.892593096602666169e-01	4.666660258655159765e+00	6.897104001854619248e+00	2.461177557034565089e-01	3.410176711278478656e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.459676538094231368e+00	3.912202722644079866e+00	6.056506011557861946e+00	5.031017099924495639e+00	3.157117020777749916e-01	3.133397653802945104e+00	4.595853825691368577e+00	3.614940858518101985e-01	5.411266448970206699e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.823851030844221732e+00	9.053507755849986793e+00	9.692484465759715562e+00	7.112767370469513573e+00	1.735197243891175856e-01	6.685009768208411529e+00	9.816484148259247533e+00	7.463919702373258969e-02	1.195821301833938644e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.977923888660215290e+00	9.578259485511502191e+00	1.771076514244276368e+00	3.593408561417623215e+00	9.167265904755562966e-03	8.590309889466908544e+00	7.633499987671849674e+00	2.407827065219330515e-02	-1.061573343497068667e-02
1.000000000000000000e+00	1.000000000000000000e+00	4.605237646105133642e+00	9.274984208392174523e+00	4.961285045280964923e+00	1.021778560055598639e+00	3.270900989505374779e-01	6.880020069744321454e+00	9.005418954072325732e+00	1.779488539413793258e-01	8.033078544835531298e-02
1.000000000000000000e+00	1.000000000000000000e+00	8.288754087557077099e+00	5.482839050212143128e+00	3.438857486423294585e+00	4.578862635524640901e+00	1.463092527955258404e-01	8.410964375778508639e+00	5.722705700310012134e+00	8.913808192015305887e-02	2.420374229895963514e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.503839700622637832e+00	8.739112776865955112e+00	7.287875749888444332e+00	9.169658908490857741e+00	1.263703197281250135e-01	4.693953279336715134e+00	3.174752381452738081e+00	8.389944011796125756e-02	1.454400676374387302e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.177756332537271078e+00	8.511698805959920122e+00	9.536577401967292644e+00	6.851230237603355810e+00	1.854519947732601315e-01	2.935903239313337298e+00	1.036108906690711207e+00	3.808203866992005970e-01	9.008444743722197501e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.609426468512792141e+00	3.515397791904710356e+00	3.075290059346318827e+00	7.058186101539627444e+00	1.128203157028856568e-01	7.282667290953884098e+00	7.146665920956782436e+00	6.435700008359361568e-02	2.012843567174413262e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.142181086720792216e+00	8.441493033653294731e+00	7.095163697088958443e+00	6.590789336670601628e+00	1.043432469736392115e-01	4.479846194958699179e+00	1.744462781207484436e+00	1.651817688667152895e-01	3.157450531442139940e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.258848506460410910e+00	1.175189589066857110e+00	2.803123805544254665e+00	3.320538297536514527e+00	7.663728214015007589e-01	7.278031945929984481e+00	3.708948341586581154e+00	6.271714937006733770e-01	7.975418681364938589e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.069012987850138430e+00	6.434115705042141364e+00	6.327793419333950453e+00	4.813636925846169312e+00	1.908984860899878289e-01	3.261979349083805602e+00	5.666617531247936768e+00	1.984807375028714016e-01	3.658850192721637695e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.136314309965187785e+00	2.752154313041442091e+00	5.452248742862031428e+00	7.962984576457665220e+00	2.212558885074563109e-01	1.894340021402655783e+00	5.816635379995539701e+00	3.265910925203510118e-01	2.769864456298055111e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.199999428837257298e+00	2.134587981495245312e+00	9.547625298769551350e+00	1.989446935107739067e+00	2.419545587953717547e+00	1.038082171490872696e+01	6.297751720138513143e+00	1.288175301778450521e+00	1.230699067192031926e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.566286880771793122e+00	1.570481234934102632e+00	6.485600612999479431e+00	3.438004488792246072e+00	1.103535026720902312e+00	2.197475653802038131e+00	2.701353555640961357e+00	1.809680816467113651e+00	2.588575741295032540e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.210558917413846913e+00	6.919097311427461428e+00	4.141970021707585659e+00	3.481705251424272340e+00	1.725785764147095280e-01	9.961552620258485646e+00	4.515481596927427788e+00	1.261702442105621658e-01	3.793717274718308996e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.499662639191674529e+00	3.689680278874013730e+00	1.936365590021945193e+00	5.282952328553514043e+00	7.937727636275507259e-02	9.905765987024395258e+00	6.829569690919078617e+00	1.007785387432030000e-01	8.749874492816560323e-02
1.000000000000000000e+00	1.000000000000000000e+00	1.565499060606454940e+00	7.195503553232960314e+00	2.213560666567027102e+00	1.011783479280482290e+01	5.087939550833591590e-02	8.289845159693747689e+00	9.665741501795446666e+00	1.163290875932088825e-02	1.526040513630659290e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.566725032087558311e+00	1.530795564876682668e+00	3.354942722199283356e+00	2.135864689439086472e+00	1.196139196219444978e+00	7.144321267145594234e+00	7.988276132680571351e+00	6.474190380564902592e-01	7.714282251247169819e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.032540548054314833e+00	3.871268862298796964e+00	3.273048438229710477e+00	5.728300543016440649e+00	1.633837946661688134e-01	6.245556136776261980e+00	9.398915261824820178e+00	9.687015355440159459e-02	9.739199664697675840e-02
1.000000000000000000e+00	1.000000000000000000e+00	2.256699812452595211e+00	5.930475174549626693e+00	8.659173567096400959e+00	2.376922661748786858e+00	5.584885779109604043e-01	8.934746917930452170e+00	7.725794060678005337e+00	2.676622611627446080e-01	3.806734843108882105e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.419456937232056681e+00	8.202056719080232483e+00	5.829372160965707650e+00	9.616854729847618799e+00	7.985607272822504987e-02	3.356718215635928537e+00	6.350950239835615463e+00	6.691942842367186450e-02	2.726242178453237575e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.387827670949629333e+00	3.657783378092620108e+00	5.896932587641515511e+00	1.698237076017916625e+00	7.319799069386495605e-01	5.253796834289135020e+00	2.385851828395398666e+00	7.976109286825814326e-01	1.744173872962302863e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.436341221890286235e+00	6.927425401012511585e+00	1.755427181258893077e+00	4.840023912044740584e+00	6.344241075290686649e-02	6.444779417086838436e+00	6.916181525297043997e+00	5.055307244836375336e-02	1.349543976458666417e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.059405924844541769e+00	8.850791256187600098e+00	8.866848730580805693e+00	7.482375610528788634e+00	1.306104513492127583e-01	4.365773581194343222e+00	6.728361899775256560e+00	6.486682427815113061e-02	4.777965138209842033e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.034369272108016879e+00	6.667981351222419306e+00	7.638463854308049861e+00	6.514010694944598612e+00	1.793147037525783527e-01	4.708713898203240156e+00	6.590008993410840787e+00	1.113038290163292643e-01	2.218423627423584954e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.993759483163090707e+00	3.050974157842230028e+00	1.495127042235008474e+00	5.471424871504965814e+00	1.278702611365986064e-01	4.045947756523140093e+00	5.295561612560216957e+00	9.415042189804484485e-02	7.301713984379049061e-02
1.000000000000000000e+00	1.000000000000000000e+00	6.098658217499605350e+00	1.324089000682245665e+00	7.458214085082734535e+00	3.964273600832004529e+00	1.445605762626867907e+00	6.196774603035284379e+00	6.507840244320621359e+00	9.841909859826777351e-01	7.340508859854507628e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.447521902094312196e+00	8.771272849359805335e+00	5.943104090284852425e+00	4.422446252543879019e+00	1.638008176891039003e-01	8.309709212555448588e+00	3.962744602716015585e+00	7.297235944482199921e-02	7.306208376313764186e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.682595240326989039e+00	1.300917306281340391e+00	1.724661327279963130e+00	3.830939453268223271e+00	4.530189500849763351e-01	2.558381588702019371e+00	5.213415604905163647e+00	4.249326523934955357e-01	1.909197688367575974e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.003439494061391812e+01	8.870259778303267950e+00	5.128279377391883997e+00	2.520960514156189269e+00	2.000377421432107672e-01	9.607255600157524000e+00	3.110813284597547579e+00	1.749443876329064285e-01	1.386248200787690843e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.253606715815937633e+00	5.986810302366289527e+00	5.379323464943518651e+00	5.655000998981349447e+00	1.834108024442829554e-01	7.340181689377165419e+00	8.413110075814083544e+00	1.008029823972270839e-01	1.724160285929161596e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.875562206489798101e+00	9.223885669865529380e+00	2.527837209341071922e+00	3.257801475514692680e+00	8.622815098203193140e-02	8.651059009243834197e+00	2.735546923451657175e+00	8.159809941084220086e-02	7.580173035294733852e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.857010816964562494e+00	7.696740062205643440e+00	9.527915095241965560e+00	3.228844893300952812e+00	3.081892833616543537e-01	6.378241283855970778e+00	1.637164615925950750e+00	4.744703307973771600e-01	6.204432185162800373e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.315855115590351510e+00	9.710660043935300578e+00	8.345020669985283135e+00	7.372489100988568467e+00	1.183883030782736656e-01	8.162142463184720143e+00	5.034112737383352965e+00	6.539432115734146456e-02	7.567560277411129466e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.416237808091128869e+00	4.453734321211953784e+00	6.979178248436957333e+00	9.966689506631738027e+00	1.876230630803541743e-01	1.032831803249379066e+00	7.368877720016589805e+00	3.601412407598943988e-01	2.759741833391660126e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.754908644873903079e+00	7.861702860648694724e+00	5.233807742524475337e+00	6.681750346252417927e+00	9.239316992828650044e-02	8.396702770743630140e+00	4.994761153468012083e+00	3.118426607856675942e-02	4.318632417730843276e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.817009079518612680e+00	4.642986064425153714e+00	4.732749592863761734e+00	1.792328075182456404e+00	6.199538455260434899e-01	1.813318381663738377e+00	3.087543717241500563e+00	1.183979222521188257e+00	8.815210586868527098e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.836699845464309755e+00	5.025803350793832891e+00	7.122075029188836837e+00	1.842410623025484417e+00	7.913944525552923936e-01	9.762110873587081628e+00	5.076254485273649308e+00	4.205702886829914555e-01	3.841577298163667553e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.823997099915436237e+00	6.665783449138613648e+00	6.080081923436509328e+00	9.229302291154358073e+00	1.139355531207157102e-01	1.005378781891591089e+01	4.228509176260915936e+00	5.344250963367731810e-02	7.558522697824210379e-01
1.000000000000000000e+00	1.000000000000000000e+00	4.203957233373256663e+00	8.578590728078239636e+00	1.320153042735631166e+00	3.705826683615860428e+00	8.422466630970160129e-02	3.792463934670005976e+00	9.125364232562562350e+00	5.571294897894819853e-02	3.113764967151780652e-02
1.000000000000000000e+00	1.000000000000000000e+00	3.932892625980865198e+00	9.613145838351972117e+00	5.566520998652108254e+00	1.577215729658424159e+00	3.097255309524167277e-01	3.090511793394297602e+00	9.276454162196507980e+00	2.852206633817058190e-01	4.882132387974290333e-02
1.000000000000000000e+00	1.000000000000000000e+00	8.601188115099747122e+00	7.802506749351896254e+00	8.171677934479889771e+00	6.015458456026269829e+00	1.664955484897698290e-01	7.894750189582239841e+00	5.299409090020871460e+00	1.318779910024475421e-01	5.782088581347550882e-01
1.000000000000000000e+00	1.000000000000000000e+00	4.730967503382063732e+00	4.883708308385128483e+00	5.131958358607008108e+00	6.724071233164315764e+00	1.689626801663818567e-01	3.594209648644576927e+00	3.709314669719996349e+00	1.716605504783291214e-01	6.518192441505210599e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.762122186017685443e+00	4.945713721971347177e+00	1.466786087450212772e+00	7.150018297437270576e+00	4.368769137687603804e-02	9.064599959674554341e+00	7.424270132366261876e+00	3.117452048514945950e-02	-7.496130252165744690e-02
1.000000000000000000e+00	1.000000000000000000e+00	5.526079659316695647e+00	7.799306557571350496e+00	8.245334268181586879e+00	3.302852281316899230e+00	3.203368486070128363e-01	2.022096832285440904e+00	1.145292091310393445e+00	7.841969688094183599e-01	9.095516561094653341e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.442969082722624918e+00	2.707256346475658049e+00	2.861231311426689405e+00	1.078610890890813856e+00	7.547598992411008734e-01	2.046984876991773561e+00	5.485849583391532391e+00	1.061363444075138940e+00	4.780642314575124785e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.953501282362446467e+00	1.992413237317828267e+00	3.667319545843588102e+00	9.377076493119700373e+00	1.760416887776591610e-01	9.398206300075457875e+00	4.184266216799813698e+00	1.168046916307862865e-01	4.367120499149586554e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.672966950554060084e+00	4.136863020640796584e+00	2.548893947250418623e+00	3.259990866065307635e+00	1.565000187769039486e-01	7.264021001869339855e+00	8.953460739684864222e+00	1.068452773443768211e-01	1.148354471852442993e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.861492942672223094e+00	3.158962449366808034e+00	3.742624008921991763e+00	7.289965457582487041e+00	1.387255986899859628e-01	8.679956427689017318e+00	8.140407473693644924e-01	2.980870992736238678e-01	6.550040381231787556e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.512438103184647886e+00	3.671219089184541762e+00	7.681755512319087487e+00	7.573910670103928489e+00	3.028818231424521001e-01	3.718035280326571268e+00	6.079330438125381875e+00	2.366993820213992294e-01	4.853456895396566773e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.568482054418578464e+00	3.032811479312209180e+00	5.841168382460507402e+00	6.637628915706094368e+00	2.781647469434429532e-01	6.780622909095300521e+00	7.954683122548704688e+00	1.514437463827925934e-01	2.021011877171982885e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.646456801352831789e+00	1.521123559115477697e+00	2.398287736228808864e+00	3.648776545721545528e+00	5.532779131605787271e-01	6.528315963599808924e+00	5.649659120175895666e+00	3.957547570639792789e-01	4.329961448361877019e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.403661468441592675e+00	1.183464916953367085e+00	8.528896567097033810e+00	3.263896650502678298e+00	2.224843940319955582e+00	5.992258538779244859e+00	1.493520328604356351e+00	3.172200482107964348e+00	7.767295083078476381e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.314197063176222535e+00	9.736703726765039590e+00	8.919190002507150439e+00	6.594305691613353559e+00	1.616361047424475783e-01	7.224398636881621094e+00	1.002352955948944135e+01	6.224137217710302289e-02	2.025146655145451668e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.051660610849770805e+00	5.107466234806294025e+00	9.097738858768941839e+00	9.014643453437948040e+00	2.027466529006755058e-01	6.407971316619503810e+00	5.174847097120657935e+00	1.332559244925030917e-01	5.911052669368818124e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.834205723657563070e+00	3.841086424295559798e+00	3.510015609956344651e+00	9.474049888589934909e+00	3.831419149347294745e-02	5.011323215230106598e+00	6.472023174370026055e+00	1.379288844560302291e-02	1.249339547083012647e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.641662107698349748e+00	7.098949694073958483e+00	5.001214985935213519e+00	1.837800813333728245e+00	3.682408225727713535e-01	3.376887290269831254e+00	3.263083786250109863e+00	4.329361135277877692e-01	1.080803592574406169e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.494318119776204767e+00	2.473823012261023635e+00	1.015778322739232209e+01	2.709394846813473645e+00	1.350630926455104186e+00	7.576968093579512065e+00	4.781247803828094334e+00	8.416147367855989492e-01	7.964633599988704127e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.934376241928665641e+00	9.295916998069920112e+00	7.968064200745261338e+00	9.405199467093913412e+00	6.093176111903908510e-02	3.196325030864382022e+00	5.436434962121309056e+00	4.944308951292742532e-02	6.498186299530016585e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.565910784935296007e+00	8.223086148386132166e+00	8.217097956302648054e-01	7.830717618830012050e+00	3.996977085235050436e-03	7.558148096917540748e+00	2.037987035655496548e+00	2.473243125629828038e-02	9.973194756529959459e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.999781835729543822e+00	1.450271068227407589e+00	1.584611528997844410e+00	8.909905245973749999e+00	7.978847289725762848e-02	2.944012962717061921e+00	2.132922205679421257e+00	1.582962751227237064e-01	8.578650569046605279e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.724651308439927533e+00	4.362208781776273803e+00	5.004512640183591543e+00	2.540159299056498288e+00	3.751938203439121322e-01	6.766026657932722621e+00	8.272536737983609001e+00	2.018182832805841820e-01	1.693500563721994645e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.316015426756346862e+00	9.574621316113201885e+00	9.436489397532797696e+00	6.724675386205884564e+00	1.447410109450206483e-01	8.154425922985648612e+00	3.139698131474843112e+00	1.509960498716057253e-01	1.907972450805887510e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.841751497490049960e+00	9.124491365123907016e+00	5.841227687962632587e+00	7.342753897158482701e+00	5.839340320174983556e-02	3.060709124071876897e+00	2.971443822259868472e+00	1.011441412285450786e-01	1.566072970794661678e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.761450462326758615e+00	5.665718842334135807e+00	5.127503026680569675e+00	6.928630770116580351e+00	1.761005257682727032e-01	1.431400436353597039e+00	5.236246865616986490e+00	2.793663718082182723e-01	3.126418277727462391e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.150448893565023667e+00	6.472803126928315720e+00	1.535218170615725519e+00	4.296917558515697344e+00	5.152329741460757312e-02	2.462237440374581698e+00	7.869218470470113580e+00	7.424041302027818701e-02	6.522259681922866481e-02
1.000000000000000000e+00	1.000000000000000000e+00	6.451806512173348551e+00	2.357320202857598357e+00	6.905228739296934037e+00	7.893910987143120117e-01	2.383864099888798105e+00	6.253099899919766891e+00	1.807245171785193172e+00	3.889509473326712374e+00	9.324403922336728101e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.363951312048675035e+00	1.007817368829108773e+01	7.730748574186455002e+00	6.145399038377425072e+00	1.289170422579119235e-01	8.291458446288640260e+00	5.781290389570196808e+00	4.322969787771115818e-02	4.516117791000262005e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.309402874620039903e+00	3.456829360603157042e+00	4.280723661602420904e+00	3.798986119874616207e+00	4.168200091518903250e-01	1.626204950438220553e+00	2.164081086747517979e+00	1.028946303014359520e+00	2.134556361675981950e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.294673727912623029e+00	9.165798247100749307e+00	8.044290107638243370e+00	4.894038507559576701e+00	1.503050865840811490e-01	7.496744095529789931e+00	8.468003223420987879e-01	3.076095957587224872e-01	9.120964707258028881e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.621087517589261395e+00	6.704889887506831236e+00	9.388466049894176990e+00	1.001000996126492559e+01	1.600286468933633799e-01	3.985664136324118534e+00	1.215789891322924143e+00	2.672540599896583435e-01	8.880305100325575296e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.246776635985624715e+00	6.705194561551010679e+00	3.108320665533836014e+00	4.555924218463089481e+00	8.718157497096520880e-02	5.136009680990532011e+00	8.369062666771391434e+00	3.799832309455432322e-02	2.997916974667703266e-02
1.000000000000000000e+00	1.000000000000000000e+00	6.048368446591651626e+00	5.694304460706447024e+00	6.038782837180106888e+00	8.238513934690260498e+00	9.769271771671178550e-02	9.230965363936636692e+00	2.202625286907919921e+00	1.057485475421773985e-01	2.686801080922198270e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.867741634903081760e+00	3.382535335583518155e+00	3.303548201181077726e+00	2.568781958964679202e+00	4.402512503979132963e-01	4.369856039303035011e+00	1.214129507972689925e+00	8.450648339226515260e-01	3.872027239516008468e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.137558994202489515e+00	2.732034691468627319e+00	8.053404966402807119e+00	6.705421052382695812e+00	4.667370744003777605e-01	5.640809618310415274e+00	4.975538036204585346e+00	3.645527055628191571e-01	6.223086949183930239e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.828977366431424834e+00	3.487347469370155384e+00	6.472957738291414742e+00	9.561378660668895080e+00	2.219320706206209248e-01	1.611999485913756303e+00	8.407428372911027736e+00	4.316247578952892572e-01	1.408820764808128567e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.312391498300917725e+00	2.727620169492772639e+00	6.710880772573667663e+00	1.677293570238410858e+00	1.262269337508875600e+00	2.031279991582990885e+00	3.216122423175753031e+00	2.275827943228745376e+00	1.687341952410376988e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.054160587423693896e-01	8.077958758223424240e+00	7.796236200937141980e+00	5.595792260223678705e-01	9.290250008267801896e-01	3.454312083035114611e+00	5.138481292717003157e+00	9.455703846356577902e-01	9.374771776389758671e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.826387088697346117e+00	4.240616634974594845e+00	4.524165800088333356e+00	5.311711783467790937e+00	2.251344112682102105e-01	8.605909199182633085e-01	1.043784825498731195e+00	6.875923986028744661e-01	4.833468126178952495e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.457391001543674625e-01	1.480949706285474399e+00	9.000331970998363573e+00	1.890745070334682865e+00	3.307995884550252619e+00	6.631306065637780911e+00	5.249949412722386910e+00	2.280452207878913118e+00	2.789586100916302325e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.747117888675269626e+00	9.957825717549539490e+00	6.103213940793080106e+00	7.549705017048143674e+00	7.108289138773446481e-02	5.424971676966594103e+00	6.198225896617825192e+00	4.246636420968438741e-02	2.792253142857145098e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.741085680257710155e+00	9.020007822334193293e+00	2.588880703936050409e+00	9.290960866796513784e+00	1.126660625583664546e-02	5.814666417753188377e+00	5.980283911562579213e+00	4.338007399354795735e-02	9.853859795984304393e-02
1.000000000000000000e+00	1.000000000000000000e+00	5.413230609123070636e+00	9.569008957356428979e+00	7.176469234078170167e+00	4.680050298245162388e+00	1.325457633508977939e-01	2.984197973593321507e+00	3.657862734853852160e+00	1.673017183025560239e-01	8.749977884546119578e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.354689469934076129e+00	1.021689038941146599e+01	8.178596739579043984e+00	2.605431719247683464e+00	2.825058976076497141e-01	3.678377121953218420e+00	3.525375671760499152e+00	2.749495404622266381e-01	1.093368310212316175e+00
