G c dx1dt d2x1dt2 dx2dt d2x2dt2 d1 d2 m1 Fc W m2 Fg
1.00000000e+00 1.00000000e+00 9.72918867e+00 9.88901207e+00 1.56387883e+00 3.58869456e+00 4.52719507e+00 2.89485028e+00 7.35943716e+00 8.36039866e+00 8.25315258e+00 3.37505552e+01 9.20916716e+01
1.00000000e+00 1.00000000e+00 8.49198377e+00 9.49653406e+00 9.15793708e+00 3.76098940e+00 7.27447323e+00 7.94335358e-01 5.81812991e+00 9.81052620e+00 3.51706471e+00 1.18058404e+02 6.25184265e+01
1.00000000e+00 1.00000000e+00 2.91105200e+00 1.35484130e+00 2.25320834e+00 4.17662653e+00 2.74091809e+00 1.21645124e+00 6.71791012e+00 5.51682578e+00 2.72369190e+00 3.72959381e+01 2.10567206e+01
1.00000000e+00 1.00000000e+00 2.63642470e+00 7.35017655e+00 5.79178614e+00 6.59163204e+00 6.77354033e+00 1.16950802e+00 2.76838270e+00 5.09461192e+00 5.53837115e+00 1.72492771e+01 8.14685678e+00
1.00000000e+00 1.00000000e+00 2.65064059e+00 9.32723486e+00 4.69986042e+00 4.00644969e+00 3.33845324e+00 7.10330295e-01 2.90571276e+00 7.78128045e+00 8.79080533e+00 8.58658323e+00 5.30333346e+00
1.00000000e+00 1.00000000e+00 3.73818019e+00 2.62517811e+00 4.12608994e+00 7.59429146e+00 8.97477498e+00 2.17512830e+00 1.37347593e+00 2.19223591e+00 3.17214733e+00 8.51880266e+00 1.17538626e+01
1.00000000e+00 1.00000000e+00 5.72280788e+00 6.11150707e+00 9.09850011e+00 4.64074647e+00 9.06120950e+00 9.95901455e-01 3.89860782e+00 5.92223962e+00 1.70682619e+00 1.22572318e+02 5.91316782e+01
1.00000000e+00 1.00000000e+00 4.88750517e+00 9.23939468e+00 1.19641057e+00 1.61517880e+00 3.67558484e+00 3.07217683e+00 6.03770195e+00 5.91622840e+00 4.20764262e+00 3.12035645e+01 6.31140621e+01
1.00000000e+00 1.00000000e+00 3.62106226e+00 1.30551381e+00 6.97410718e+00 8.05383858e+00 3.06994379e+00 4.40191656e-01 8.72141423e+00 1.80525811e+00 7.72886642e+00 6.25375466e+00 7.06507011e-01
1.00000000e+00 1.00000000e+00 6.50667605e+00 7.27678241e+00 9.67054991e+00 3.57182492e+00 4.70173575e+00 4.86191147e-01 7.00234703e+00 4.76185677e+00 5.95621490e+00 2.63213292e+01 7.12430581e+00
1.00000000e+00 1.00000000e+00 2.25544475e+00 3.67614107e+00 6.04151365e+00 4.89490192e+00 3.16478427e+00 5.23839629e-01 4.91856691e+00 8.67956319e+00 8.35114033e+00 1.61783707e+01 3.99196753e+00
1.00000000e+00 1.00000000e+00 3.62930184e+00 9.31956576e+00 9.43140216e+00 7.16899495e+00 7.05145459e+00 7.47657079e-01 9.57808103e+00 8.70538260e+00 9.63632933e+00 6.10145552e+01 7.97347117e+00
1.00000000e+00 1.00000000e+00 4.29725659e+00 9.73952421e+00 1.47032091e+00 3.99210541e+00 8.43458216e+00 5.73655865e+00 7.47320681e+00 1.89313898e+00 8.13396229e+00 1.46707027e+01 1.11600374e+01
1.00000000e+00 1.00000000e+00 5.10462986e+00 9.49839840e+00 4.76913987e+00 1.50927091e+00 7.05782918e+00 1.47989561e+00 9.37148683e+00 1.81648794e+00 6.43422771e+00 1.86730704e+01 4.06031801e+00
1.00000000e+00 1.00000000e+00 8.06658365e+00 5.26792795e+00 3.34142012e+00 4.36528942e+00 8.41915403e+00 2.51963349e+00 5.74829176e+00 3.36425929e+00 5.44007429e+00 2.99289781e+01 3.15319866e+01
1.00000000e+00 1.00000000e+00 2.79706404e+00 8.75838386e+00 7.57738868e+00 9.50003724e+00 4.57292946e+00 6.03496752e-01 3.33013847e+00 8.87289456e+00 1.36062178e+00 9.93081057e+01 3.59323305e+01
1.00000000e+00 1.00000000e+00 5.62810995e+00 8.60094459e+00 9.83167381e+00 6.77560958e+00 2.40685274e+00 2.44806000e-01 1.47544018e+00 2.16012327e+00 9.85889781e+00 7.78074699e-01 6.26999401e-01
1.00000000e+00 1.00000000e+00 6.33173112e+00 3.87190426e+00 3.30877056e+00 7.04331234e+00 7.64155853e+00 2.30948577e+00 7.53476366e+00 7.47997122e+00 4.45133010e+00 9.67523904e+01 7.75533887e+01
1.00000000e+00 1.00000000e+00 1.41805371e+00 8.46023927e+00 6.88757141e+00 6.69053938e+00 4.24427055e+00 6.16221639e-01 2.09172698e+00 1.91049058e+00 2.37005393e+00 7.15640204e+00 1.37654352e+00
1.00000000e+00 1.00000000e+00 6.46790367e+00 1.33306871e+00 2.78287869e+00 2.79092925e+00 7.04143743e+00 2.53027106e+00 3.72497615e+00 6.60824068e+00 7.00037970e+00 2.47599109e+01 4.74379911e+01
1.00000000e+00 1.00000000e+00 2.53471711e+00 6.36642891e+00 6.08797229e+00 4.76500478e+00 3.43579548e+00 5.64357936e-01 5.79223817e+00 4.20460569e+00 3.55859460e+00 2.35136729e+01 4.58143965e+00
1.00000000e+00 1.00000000e+00 1.58546434e+00 3.07007954e+00 5.17539238e+00 7.75845819e+00 1.73106671e+00 3.34480284e-01 6.07974929e+00 8.10022567e+00 6.27200444e+00 1.35922151e+01 2.19706950e+00
1.00000000e+00 1.00000000e+00 9.53996984e+00 2.08510197e+00 9.74804797e+00 1.91235608e+00 9.93323616e+00 1.01899746e+00 6.40524877e+00 3.10321404e+00 6.28091117e+00 3.14351721e+01 1.16825359e+01
1.00000000e+00 1.00000000e+00 9.69068830e+00 1.69257881e+00 6.47674545e+00 3.50067498e+00 2.40581357e+00 3.71454087e-01 2.49629797e+00 6.75281646e+00 5.01156839e+00 8.09225723e+00 1.49681514e+01
1.00000000e+00 1.00000000e+00 8.27557613e+00 7.26659898e+00 4.14555735e+00 3.48687198e+00 9.89578895e+00 2.38708287e+00 4.41763664e+00 3.12114281e+00 8.52506754e+00 1.60050203e+01 1.76314607e+01
1.00000000e+00 1.00000000e+00 3.74152392e+00 4.05887467e+00 2.02686206e+00 4.88817035e+00 9.79551939e+00 4.83284954e+00 6.55474804e+00 7.42294255e+00 3.38470355e+00 1.40811762e+02 1.24955912e+02
1.00000000e+00 1.00000000e+00 1.87904903e+00 7.52290094e+00 2.36122146e+00 9.82331867e+00 8.14436294e+00 3.44921604e+00 9.72836978e+00 8.86310231e+00 5.03769332e+00 1.39396293e+02 3.72138352e+01
1.00000000e+00 1.00000000e+00 7.15809724e+00 1.58820707e+00 3.02785237e+00 1.60752292e+00 6.93480666e+00 2.29033844e+00 7.54868024e+00 2.14121619e+00 5.83922916e+00 1.91959843e+01 1.24335419e+01
1.00000000e+00 1.00000000e+00 4.96137244e+00 3.83761304e+00 3.25869995e+00 5.66830895e+00 6.20026345e+00 1.90268007e+00 9.30343381e+00 8.79936120e+00 6.97262249e+00 7.27961495e+01 3.88271632e+01
1.00000000e+00 1.00000000e+00 2.09834411e+00 5.85542163e+00 8.65554452e+00 2.61428214e+00 8.79491391e+00 1.01610175e+00 7.85990852e+00 6.34217729e+00 8.05574665e+00 5.44228978e+01 5.10464379e+00
1.00000000e+00 1.00000000e+00 5.45659219e+00 8.11650848e+00 6.05100509e+00 9.73608891e+00 3.60495569e+00 5.95761471e-01 6.32545272e+00 2.14399442e+00 4.55326555e+00 1.07372290e+01 3.16780953e+00
1.00000000e+00 1.00000000e+00 1.30949669e+00 3.86877253e+00 5.71051820e+00 2.01973154e+00 5.20913091e+00 9.12199336e-01 2.72821032e+00 4.84787670e+00 6.81442250e+00 1.01103369e+01 2.40642478e+00
1.00000000e+00 1.00000000e+00 9.18388362e+00 6.63302239e+00 2.03291985e+00 4.63240902e+00 6.57450972e+00 3.23402309e+00 7.00017087e+00 2.44774264e+00 2.35549858e+00 4.78249936e+01 6.79420255e+01
1.00000000e+00 1.00000000e+00 3.32901983e+00 8.97379973e+00 8.74125724e+00 7.64096486e+00 4.70071428e+00 5.37761806e-01 6.61041609e+00 7.30313100e+00 9.39383290e+00 2.41578851e+01 4.37031300e+00
1.00000000e+00 1.00000000e+00 6.96270056e+00 6.54276869e+00 7.50532873e+00 7.34098985e+00 4.84737809e+00 6.45858198e-01 6.42222253e+00 7.82981321e+00 4.44752926e+00 5.48055869e+01 2.52239798e+01
1.00000000e+00 1.00000000e+00 3.80539968e+00 3.09663527e+00 1.60901526e+00 4.80455773e+00 3.97256201e+00 2.46893992e+00 5.40807281e+00 1.95216868e+00 7.56569280e+00 5.54347194e+00 4.78984323e+00
1.00000000e+00 1.00000000e+00 5.68061219e+00 1.21960703e+00 7.37051588e+00 4.11871751e+00 6.07808635e+00 8.24648702e-01 5.75790944e+00 5.55525867e+00 1.18306974e+00 1.64333323e+02 6.46953403e+01
1.00000000e+00 1.00000000e+00 5.92039251e+00 8.83088987e+00 5.89184396e+00 4.57851141e+00 8.65517075e+00 1.46900882e+00 4.00998274e+00 8.33162550e+00 2.84668429e+00 1.01580087e+02 8.21081785e+01
1.00000000e+00 1.00000000e+00 2.66369010e+00 1.19142470e+00 1.73552811e+00 3.37848637e+00 2.81375540e+00 1.62126755e+00 5.67381423e+00 9.42546737e+00 5.38374290e+00 2.79498857e+01 2.49485827e+01
1.00000000e+00 1.00000000e+00 9.72626165e+00 8.87231505e+00 5.12470577e+00 2.84799645e+00 9.40989735e+00 1.83618295e+00 2.77800315e+00 5.62166080e+00 8.90427221e+00 1.65037953e+01 3.32661943e+01
1.00000000e+00 1.00000000e+00 7.97619541e+00 5.76043421e+00 5.36226658e+00 5.34735728e+00 7.20178888e+00 1.34304939e+00 8.24656958e+00 9.55251301e+00 5.74529635e+00 9.87458645e+01 5.89106936e+01
1.00000000e+00 1.00000000e+00 9.45549047e+00 9.45160929e+00 2.49197086e+00 3.41680380e+00 8.40945891e+00 3.37462169e+00 2.67199259e+00 5.82120073e+00 9.36883434e+00 1.39614434e+01 5.90249061e+01
1.00000000e+00 1.00000000e+00 9.05344615e+00 8.18904912e+00 9.51128332e+00 3.58715498e+00 6.00571623e+00 6.31430694e-01 1.76469661e+00 4.54771445e+00 5.35417207e+00 9.00193190e+00 1.34897507e+01
1.00000000e+00 1.00000000e+00 6.38109981e+00 9.98140699e+00 8.64977834e+00 6.91080457e+00 8.01565031e+00 9.26688522e-01 4.92621424e+00 8.63382816e+00 5.41404187e+00 6.29700224e+01 3.06256183e+01
1.00000000e+00 1.00000000e+00 9.29686812e+00 4.15640634e+00 7.02120104e+00 9.71683599e+00 1.14580358e+00 1.63191962e-01 6.92476696e+00 5.43684439e+00 2.07772110e+00 2.07622774e+01 1.16094939e+01
1.00000000e+00 1.00000000e+00 1.79643252e+00 7.90469460e+00 5.16066005e+00 6.43273481e+00 8.36542382e+00 1.62099881e+00 4.93945142e+00 5.24712260e+00 8.22390620e+00 2.63639046e+01 5.38086707e+00
1.00000000e+00 1.00000000e+00 2.76384576e+00 4.61737822e+00 4.70588987e+00 1.69281520e+00 1.36124973e+00 2.89265106e-01 3.49078719e+00 5.41281240e+00 3.22268871e+00 7.98115598e+00 3.92206174e+00
1.00000000e+00 1.00000000e+00 1.40704560e+00 5.31888058e+00 6.85876120e+00 1.68025252e+00 9.00922039e+00 1.31353463e+00 6.02354066e+00 8.62106502e+00 9.09651240e+00 5.14310110e+01 5.68706968e+00
1.00000000e+00 1.00000000e+00 3.92797298e+00 6.64754917e+00 5.90888682e+00 9.56280899e+00 9.92766473e+00 1.68012437e+00 4.12302102e+00 8.48747388e+00 9.19741798e+00 3.77724519e+01 1.97146921e+01
1.00000000e+00 1.00000000e+00 4.49809561e+00 8.86309403e+00 1.56045795e+00 3.67561711e+00 3.64660716e+00 2.33688268e+00 9.39580921e+00 4.63167993e+00 9.48979101e+00 1.67226485e+01 1.43325167e+01
1.00000000e+00 1.00000000e+00 3.44214129e+00 9.85675122e+00 5.61252384e+00 1.82860287e+00 2.89286701e+00 5.15430685e-01 9.30380626e+00 3.99969874e+00 5.68207440e+00 1.89456492e+01 3.33025244e+00
1.00000000e+00 1.00000000e+00 8.45863758e+00 7.91446072e+00 8.25763256e+00 6.39140128e+00 7.88827027e+00 9.55270197e-01 5.52134638e+00 5.42735222e+00 7.09384406e+00 3.33221600e+01 1.80695357e+01
1.00000000e+00 1.00000000e+00 4.21077994e+00 4.75990104e+00 5.13315890e+00 6.61283900e+00 3.27723707e+00 6.38444500e-01 3.95095595e+00 6.15495259e+00 8.00664292e+00 9.95369427e+00 6.23911815e+00
1.00000000e+00 1.00000000e+00 3.52841059e+00 4.79221302e+00 1.46760920e+00 6.83654338e+00 8.79006145e+00 5.98937473e+00 7.63419173e+00 3.14503490e+00 2.17913157e+00 9.68494124e+01 7.45761148e+01
1.00000000e+00 1.00000000e+00 5.88426475e+00 7.63824071e+00 8.07650379e+00 3.40661825e+00 1.92558333e+00 2.38417932e-01 1.33041649e+00 8.14559576e+00 6.40861475e+00 3.25618166e+00 5.72657693e+00
1.00000000e+00 1.00000000e+00 2.26831802e+00 3.14899431e+00 2.81227404e+00 1.13599616e+00 2.13359677e+00 7.58673137e-01 5.27292105e+00 5.37834489e+00 1.30868111e+00 4.62358055e+01 2.06216377e+01
1.00000000e+00 1.00000000e+00 8.21977283e+00 1.99426702e+00 3.32758751e+00 9.68513833e+00 9.81236400e+00 2.94879217e+00 4.02691055e+00 4.00640994e+00 5.47809475e+00 2.88982456e+01 4.72966336e+01
1.00000000e+00 1.00000000e+00 1.67095579e+00 4.19159942e+00 2.48235718e+00 3.25803741e+00 7.06455008e+00 2.84590394e+00 9.28482297e+00 1.96138894e+00 2.39358413e+00 5.37493429e+01 7.71749665e+00
1.00000000e+00 1.00000000e+00 9.88198243e+00 3.58515092e+00 3.97193558e+00 7.08423659e+00 8.62198502e+00 2.17072630e+00 1.10802725e+00 3.14960644e+00 2.64630633e+00 1.13703512e+01 6.24608027e+01
1.00000000e+00 1.00000000e+00 7.95020292e+00 3.66677308e+00 7.81076355e+00 7.35966883e+00 3.91896440e+00 5.01738962e-01 5.97533388e+00 9.54353055e+00 4.28542810e+00 5.21492840e+01 2.93765843e+01
1.00000000e+00 1.00000000e+00 2.78844113e+00 3.10246976e+00 5.67447274e+00 6.49006675e+00 7.08835375e+00 1.24916518e+00 7.66597223e+00 3.74589718e+00 4.89193450e+00 4.16090542e+01 6.95527911e+00
1.00000000e+00 1.00000000e+00 1.04969905e+00 1.37883871e+00 2.84393147e+00 3.81616655e+00 6.34817645e+00 2.23218334e+00 5.36516189e+00 2.51973360e+00 6.60855182e+00 1.29861420e+01 1.99225432e+00
1.00000000e+00 1.00000000e+00 8.33915286e+00 1.16086541e+00 8.90047070e+00 3.43986628e+00 6.42835108e+00 7.22248440e-01 1.76862727e+00 5.14605512e+00 1.66985577e+00 3.50373602e+01 5.34653093e+01
1.00000000e+00 1.00000000e+00 7.36171609e+00 9.88950151e+00 8.91623669e+00 6.37901454e+00 7.14279214e+00 8.01099430e-01 9.75215251e+00 3.76378969e+00 5.53322585e+00 4.73822246e+01 1.04782716e+01
1.00000000e+00 1.00000000e+00 7.56106451e+00 4.84995820e+00 8.83520583e+00 8.79486070e+00 6.17823256e+00 6.99274321e-01 5.66209388e+00 1.31643325e+00 2.64362617e+00 1.74196778e+01 4.18039095e+00
1.00000000e+00 1.00000000e+00 7.94143312e+00 4.45893982e+00 3.14916590e+00 9.52060356e+00 4.86156132e+00 1.54376158e+00 6.52767620e+00 3.90830696e+00 6.16577658e+00 2.01157048e+01 2.05620116e+01
1.00000000e+00 1.00000000e+00 1.66640187e+00 7.11682554e+00 5.06115410e+00 1.95315224e+00 3.48330425e+00 6.88243073e-01 3.12948804e+00 5.89697762e+00 6.73664151e+00 9.54224908e+00 2.99872195e+00
1.00000000e+00 1.00000000e+00 4.22619156e+00 2.96428499e+00 9.86490691e+00 2.39345751e+00 7.91723198e+00 8.02565301e-01 5.35148277e+00 5.96541135e+00 6.01038331e+00 4.20519101e+01 1.00846298e+01
1.00000000e+00 1.00000000e+00 2.04282154e+00 9.54965066e+00 7.94811229e+00 9.50262633e+00 3.03645187e+00 3.82034345e-01 4.86234543e+00 4.20903029e+00 7.64465959e+00 8.12898102e+00 1.16513165e+00
1.00000000e+00 1.00000000e+00 8.76793083e+00 8.07710513e+00 1.24450679e+00 7.62881706e+00 7.23118876e+00 5.81048557e+00 1.67406258e+00 5.02572481e+00 4.02048320e+00 1.51321919e+01 1.82220635e+02
1.00000000e+00 1.00000000e+00 6.60968314e+00 1.80469902e+00 1.58684132e+00 8.94694442e+00 3.09999540e+00 1.95356357e+00 1.95544318e+00 9.68966126e+00 7.88595932e+00 7.44835408e+00 5.26052285e+01
1.00000000e+00 1.00000000e+00 3.97808222e+00 4.75822698e+00 5.17538239e+00 2.82369371e+00 6.62797153e+00 1.28067281e+00 8.53725268e+00 4.39613630e+00 4.89490374e+00 5.08189588e+01 1.25791811e+01
1.00000000e+00 1.00000000e+00 1.57202515e+00 8.91206477e+00 9.18298185e+00 6.28827284e+00 7.72370440e+00 8.41088933e-01 3.15837957e+00 3.32404132e+00 5.35766048e+00 1.51349570e+01 2.04869648e+00
1.00000000e+00 1.00000000e+00 3.79884090e+00 9.50258820e+00 5.84831618e+00 7.31025635e+00 2.96842500e+00 5.07569172e-01 2.75462444e+00 3.19120340e+00 6.83291915e+00 3.81888589e+00 2.21432303e+00
1.00000000e+00 1.00000000e+00 3.92664990e+00 5.20661360e+00 5.48031257e+00 7.12100697e+00 1.53948971e+00 2.80912756e-01 5.54420306e+00 5.11988151e+00 1.16522546e+00 3.75029875e+01 1.39408972e+01
1.00000000e+00 1.00000000e+00 7.56645561e+00 6.52070250e+00 1.94926330e+00 4.67336522e+00 2.17876369e+00 1.11773699e+00 7.91872418e+00 7.83568134e+00 6.88594799e+00 1.96326250e+01 3.06674344e+01
1.00000000e+00 1.00000000e+00 6.73801724e+00 2.50330551e+00 6.91102094e+00 1.13855403e+00 6.45397271e+00 9.33866756e-01 1.55751867e+00 2.85389366e+00 6.56726634e+00 4.36831091e+00 6.43098816e+00
1.00000000e+00 1.00000000e+00 8.98491468e+00 9.92051764e+00 8.39892845e+00 6.24633451e+00 8.64501766e+00 1.02930007e+00 6.19127128e+00 7.38366514e+00 3.78862405e+00 1.04312463e+02 5.67291040e+01
1.00000000e+00 1.00000000e+00 5.24993433e+00 3.08504531e+00 4.42378007e+00 3.27791385e+00 1.40497139e+00 3.17595217e-01 2.07289399e+00 1.19034841e+00 1.77214856e+00 1.95622381e+00 1.67146685e+00
1.00000000e+00 1.00000000e+00 2.07634821e+00 9.48458597e+00 7.98050666e+00 5.05228822e+00 7.60736133e+00 9.53242903e-01 1.32814946e+00 4.77039680e+00 1.81841905e+00 2.65058372e+01 1.46340548e+01
1.00000000e+00 1.00000000e+00 7.41920309e+00 6.84681984e+00 9.68028989e+00 9.61822914e+00 4.07186781e+00 4.20634905e-01 1.47469557e+00 7.98278559e+00 9.30901372e+00 5.14928394e+00 8.56004551e+00
1.00000000e+00 1.00000000e+00 7.84706544e+00 6.46963115e+00 2.83389813e+00 4.59131786e+00 5.30675533e+00 1.87259918e+00 8.50747697e+00 4.04859660e+00 7.20351389e+00 2.53740596e+01 2.21116977e+01
1.00000000e+00 1.00000000e+00 6.05149478e+00 5.61419660e+00 5.70996668e+00 8.55821446e+00 9.35973595e+00 1.63919274e+00 2.06175235e+00 6.07363391e+00 2.14392352e+00 5.46687844e+01 8.45612817e+01
1.00000000e+00 1.00000000e+00 7.93870462e+00 3.07602831e+00 3.58424162e+00 2.69686545e+00 3.98774354e+00 1.11257665e+00 1.40636228e+00 2.84481310e+00 4.21050852e+00 3.78916588e+00 1.40163675e+01
1.00000000e+00 1.00000000e+00 5.44416037e+00 2.58875229e+00 8.13568977e+00 7.05214448e+00 5.18803241e+00 6.37688082e-01 4.94109898e+00 7.67795852e+00 6.33234695e+00 3.10818811e+01 1.33580254e+01
1.00000000e+00 1.00000000e+00 5.70459546e+00 2.98437588e+00 6.19834029e+00 9.79306259e+00 1.12314173e+00 1.81200399e-01 8.59594125e+00 1.47051193e+00 8.52014535e+00 1.66628602e+00 3.02371289e-01
1.00000000e+00 1.00000000e+00 4.84786917e+00 2.67794436e+00 6.71124176e+00 1.91703791e+00 1.73438848e+00 2.58430339e-01 3.36167539e+00 8.67288380e+00 1.39294836e+00 3.63020096e+01 2.53550597e+01
1.00000000e+00 1.00000000e+00 1.22877214e+00 8.01626026e+00 8.18122744e+00 1.07487948e+00 3.32732432e+00 4.06702337e-01 4.79541356e+00 2.78376748e+00 3.12969818e+00 1.41922646e+01 1.03466893e+00
1.00000000e+00 1.00000000e+00 1.97102284e+00 4.15112733e+00 4.56373425e+00 4.90224513e+00 1.25067017e+00 2.74045354e-01 1.35930279e+00 8.86958229e+00 9.00774091e+00 1.67396464e+00 1.73600785e+00
1.00000000e+00 1.00000000e+00 1.28286267e+00 1.52058409e+00 9.23581062e+00 1.83362935e+00 6.68237793e+00 7.23529121e-01 5.04170663e+00 4.17276317e+00 1.08248995e+00 1.29869889e+02 9.67475910e+00
1.00000000e+00 1.00000000e+00 6.72769370e+00 9.72192367e+00 5.79725981e+00 7.73545915e+00 4.83758521e+00 8.34460654e-01 6.19851773e+00 7.50415217e+00 2.81259193e+00 8.00039412e+01 4.73058907e+01
1.00000000e+00 1.00000000e+00 3.82920383e+00 8.95407296e+00 2.42159341e+00 9.23093797e+00 5.93330682e+00 2.45016641e+00 6.13816348e+00 3.87302768e+00 9.63121758e+00 1.46455156e+01 9.95226697e+00
1.00000000e+00 1.00000000e+00 5.57713622e+00 9.34977055e+00 7.26309206e+00 4.90618875e+00 2.57182467e+00 3.54095012e-01 3.99184023e+00 9.15320504e+00 6.52061662e+00 1.44111631e+01 9.10016113e+00
1.00000000e+00 1.00000000e+00 9.16809827e+00 9.95417040e+00 8.13935215e+00 3.32840478e+00 3.66338826e+00 4.50083520e-01 3.83979863e+00 2.13973413e+00 3.35504230e+00 8.97125523e+00 5.44103525e+00
1.00000000e+00 1.00000000e+00 3.24363006e+00 2.56505724e+00 3.85085509e+00 4.90962987e+00 6.97442027e+00 1.81113548e+00 1.95961257e+00 2.60667810e+00 1.60291985e+00 2.22256222e+01 2.16230713e+01
1.00000000e+00 1.00000000e+00 4.69344631e+00 4.56617817e+00 8.71461331e+00 7.51103036e+00 9.68772451e+00 1.11166430e+00 4.30118489e+00 5.43727113e+00 1.25372206e+00 1.80713090e+02 6.61717469e+01
1.00000000e+00 1.00000000e+00 7.79996025e+00 7.82414628e+00 9.15528929e+00 1.08148745e+00 1.45375096e+00 1.58788097e-01 1.89545202e+00 1.73744595e+00 3.20270572e+00 1.49484815e+00 1.24939848e+00
1.00000000e+00 1.00000000e+00 3.05918349e+00 7.26418556e+00 3.49214039e+00 6.30508591e+00 9.01345889e+00 2.58107003e+00 7.89936350e+00 2.76382166e+00 8.93337238e+00 2.20281569e+01 5.66910377e+00
1.00000000e+00 1.00000000e+00 1.69281919e+00 2.38506316e+00 9.85169325e+00 6.51962516e+00 6.19193081e+00 6.28514373e-01 9.69646868e+00 9.49389744e+00 4.74322289e+00 1.20174050e+02 7.03613234e+00
1.00000000e+00 1.00000000e+00 3.60776308e+00 8.34249812e+00 2.26640375e+00 6.73919422e+00 6.07527610e+00 2.68057979e+00 9.73067011e+00 9.78840695e+00 7.48300032e+00 7.73294679e+01 4.20165017e+01
1.00000000e+00 1.00000000e+00 2.45099159e+00 3.01996515e+00 2.81814102e+00 3.17819872e+00 5.50250682e+00 1.95253069e+00 8.78563989e+00 4.38633396e+00 9.26456532e+00 2.28881470e+01 6.22481425e+00
1.00000000e+00 1.00000000e+00 9.36727887e+00 3.01435853e+00 2.65802355e+00 7.42647451e+00 1.62454677e+00 6.11185996e-01 6.40712934e+00 9.30957419e+00 4.67236415e+00 2.07390494e+01 3.75598227e+01
1.00000000e+00 1.00000000e+00 8.27308342e+00 5.83276981e+00 9.04590739e+00 1.82252338e+00 1.80889167e+00 1.99967962e-01 7.30779128e+00 5.90342208e+00 2.72149634e+00 2.86744287e+01 1.07219198e+01
1.00000000e+00 1.00000000e+00 6.70063381e+00 6.33645941e+00 6.88863297e+00 2.79343303e+00 6.40820805e+00 9.30258308e-01 3.56685222e+00 3.42768219e+00 5.65406138e+00 1.38567617e+01 9.54565206e+00
1.00000000e+00 1.00000000e+00 8.84314531e+00 6.22077587e+00 2.36893855e+00 8.89723042e+00 4.06862714e+00 1.71748952e+00 6.67693378e+00 7.32158849e+00 9.17275318e+00 2.16835592e+01 3.80874456e+01
1.00000000e+00 1.00000000e+00 8.23304869e+00 1.82338154e+00 4.96291077e+00 7.64850836e+00 9.25541260e+00 1.86491618e+00 5.10084594e+00 6.93011626e+00 8.23936973e+00 3.97085949e+01 4.00875883e+01
1.00000000e+00 1.00000000e+00 2.67913053e+00 8.89714776e+00 6.53768223e+00 1.12370999e+00 4.65931484e+00 7.12686037e-01 5.33815606e+00 9.90212787e+00 1.59246859e+00 1.54657497e+02 3.95106058e+01
