G	c	dx1dt	d2x1dt2	dx2dt	d2x2dt2	d1	d2	m1	Fc	W	m2	Fg
1.000000000000000000e+00	1.000000000000000000e+00	6.741549681028323526e+00	7.332154725664212336e+00	9.857821449813933157e+00	4.453491218337828350e+00	4.886477515402552818e+00	6.200178153222992705e-01	7.209214743235703438e+00	4.548607329054703108e+00	5.177904418489660543e+00	2.366469507594034738e+01	9.806520881776343401e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.975798268765986077e+00	3.797434623913977347e+00	5.056869610355615663e+00	4.355647727630483246e+00	1.316136715917238798e+00	3.266939753874060215e-01	4.719346180300274085e+00	9.294647286094503968e+00	8.444548943285981935e+00	2.002854383386636528e+01	1.421559203685935913e-01
1.000000000000000000e+00	1.000000000000000000e+00	4.179889953553638904e+00	9.561540329604435229e+00	9.761195877228981743e+00	6.224673679432022766e+00	7.758656225603088430e+00	7.005629974264866444e-01	9.595505410126063950e+00	7.842982650515560650e+00	9.001011847629241558e+00	7.319349630430338038e+01	1.542746523347871879e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.472216047367147063e+00	9.495101463702171785e+00	1.443536438824765566e+00	4.260994902404712903e+00	8.996715949668825374e+00	5.781704973759586252e+00	7.265810718281772829e+00	2.804572682068970924e+00	7.854953497723388800e+00	9.947045830988896498e+00	9.888643546331676859e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.920724772011418224e+00	9.792851300534968217e+00	4.538675703881369650e+00	1.761409730023863141e+00	6.562428068783052737e+00	1.369131048784474780e+00	9.751150370918521659e+00	7.618020147006017151e-01	6.386713269883371069e+00	2.047466180326897245e+01	4.992814900622050800e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.669773053425445575e+00	5.518401935982064188e+00	3.207807183466665268e+00	3.601423210305939371e+00	9.284267115810209248e+00	2.520675099149425336e+00	6.674325814813832025e+00	2.615407342285310133e+00	5.177040943256882244e+00	3.118243569111801605e+01	3.086131403296834819e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.088629192226591158e+00	8.538587606107075345e+00	6.841005251106142104e+00	9.321613642843660230e+00	5.695436044268379128e+00	6.579675996593293830e-01	2.932121504625305075e+00	9.009884657878210135e+00	6.122178280005619033e-01	1.006525450034912126e+02	3.619594941067883553e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.095185425396323353e+00	7.644364953860532275e+00	9.927331342889491594e+00	6.621461885305703454e+00	2.257978682027808492e+00	2.874540185812122783e-01	1.706348757445255604e+00	1.871403634088650403e+00	1.069273760086920433e+01	6.431786710401443230e+00	-1.112464630822008305e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.516365804024914610e+00	3.379600201487349853e+00	2.608872788161030076e+00	7.488898112430905307e+00	7.865411987922553472e+00	2.252888235400356542e+00	6.695511631546354536e+00	7.301365905848575366e+00	4.467564948304924677e+00	9.833565772781085457e+01	7.822263512384230921e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.853577615962768155e+00	9.332316964668518011e+00	6.694310276386230996e+00	6.466584987556526443e+00	4.318495910006013183e+00	4.991332894094838712e-01	1.503301307193119829e+00	1.621589120528388772e+00	3.208697369375887121e+00	-1.904392297803164880e+00	3.262947707784530582e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.317279106259142019e+00	3.909084560073943226e-01	2.590332969948793362e+00	2.555170849516298581e+00	7.865896169570969931e+00	2.586220028367693047e+00	4.033605371971018094e+00	6.182264931015520659e+00	6.403857140932158742e+00	1.866583042145364146e+01	3.962784371426329244e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.067872600507948189e+00	7.099387053153536797e+00	6.513089445809319145e+00	4.827056363318603438e+00	2.677235897103589668e+00	6.122569130283531669e-01	5.753614992509185733e+00	4.377034437526294397e+00	3.312521203241490575e+00	1.898839997393620749e+01	3.513042102877411921e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.627215842043153726e+00	2.108443063274360707e+00	5.197337769452908596e+00	7.012434827965837059e+00	1.607219688274877045e+00	3.754412248559941823e-01	5.471240562081923109e+00	8.073809143758747808e+00	6.273116118766190574e+00	1.041728205062497814e+01	1.004997410824497006e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.284429655680460414e+00	1.654986457128256649e+00	1.013787162143512433e+01	2.941320705217336240e+00	1.043402738350874692e+01	1.035167833103727730e+00	6.410055506586174623e+00	3.584544233328450069e+00	7.054064639754004773e+00	3.084315629424822447e+01	1.923036900359131351e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.344901959696594318e+00	1.484116801835850374e+00	5.816498055339379469e+00	4.006321164326751116e+00	2.848941233560454034e+00	4.194933233169302889e-01	2.978485505543331691e+00	6.796428169405562159e+00	5.846436744030101273e+00	7.181604851144846258e+00	1.776499849637644601e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.202367343757900997e+00	8.258121943788177433e+00	4.086033864406467764e+00	3.106962366291357913e+00	9.872471558340048858e+00	2.510938080069649470e+00	3.623826484941948589e+00	2.894404290226716636e+00	8.247816140248838579e+00	8.271346629604330758e+00	2.250947252856249747e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.371717646144464453e+00	4.073411728749052330e+00	2.319684321214022571e+00	4.283150618267022480e+00	1.055390397793875579e+01	4.876624582451785095e+00	7.512929470073624216e+00	7.844236171822832837e+00	2.949620603846333289e+00	1.339886876076898545e+02	1.267708370656579717e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.447831378286993598e+00	7.403846536013433344e+00	3.047175755218062498e+00	9.260241339254763560e+00	8.271537369081416458e+00	3.463018333148087269e+00	1.004274330641988300e+01	7.866405462631945511e+00	4.989426449198894886e+00	1.304089429637381272e+02	3.748165245220931041e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.742479737536477558e+00	1.067859504031525741e+00	2.398833839909944921e+00	1.925148110626097475e+00	6.996738557545867820e+00	2.215929128380798030e+00	7.873990668284243988e+00	7.368069909112164861e-01	6.435002790364610981e+00	1.260486419300330674e+01	1.361773738587102578e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.780265916762611589e+00	4.127988044037810056e+00	2.794355926658902867e+00	5.121352049823971520e+00	6.579939153716813927e+00	2.098409668642623682e+00	9.302695778907725810e+00	7.935620957928880337e+00	6.999796000943163676e+00	7.700002711901630903e+01	4.247893963902682657e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.737454809865312422e+00	5.570188373876383992e+00	8.934546382708358436e+00	2.479311935463532457e+00	8.761744545392671668e+00	8.574939073444937110e-01	8.818414586825591428e+00	6.155309019881067378e+00	8.180357804006217037e+00	5.327581025827751660e+01	1.079581607317123648e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.535722876601908204e+00	7.989110047978856599e+00	6.940870750042424930e+00	8.820783216092603851e+00	3.632332903434074556e+00	5.671211644519122963e-01	6.853400428328649596e+00	2.356944446511390900e+00	5.144085562874043838e+00	6.696475152363358774e+00	4.150043293324483962e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.829060136296468686e+00	3.669414337631810685e+00	5.868371072608617567e+00	2.312739292005975500e+00	4.780297061434776396e+00	8.403021261894159100e-01	2.526551494171120904e+00	3.394814381687233151e+00	7.319082138222413825e+00	1.977220939071749228e+00	3.807274673140050858e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.578888236547447477e+00	7.033492929321382370e+00	1.420038219875780605e+00	4.945707841368255586e+00	8.172319048284752085e+00	2.975978646934222649e+00	7.415688510458892324e+00	2.441426940701471260e+00	2.880805980871302019e+00	4.352924919295934103e+01	7.094862901141212319e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.168891069207846023e+00	9.397594010017169097e+00	8.139151967231473606e+00	7.541050798896700158e+00	4.442848752687002190e+00	5.877313172529088359e-01	6.208201969779569396e+00	7.110248492215609950e+00	9.726086548903621676e+00	2.673316118457686841e+01	1.595895039124167081e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.466585576691081805e+00	6.047431707660415157e+00	7.579785561811949179e+00	7.445770010171698594e+00	5.244593743033310496e+00	6.171512398315068815e-01	6.268473244837606373e+00	7.904317578851202342e+00	5.169729456949776925e+00	5.682304597945902458e+01	2.649350673003197087e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.193118857746032546e+00	2.747681880058370663e+00	1.806456613953287604e+00	5.235322212559159638e+00	5.012233946924592232e+00	2.473441828569295620e+00	6.212694536084735653e+00	9.144861252050482392e-01	6.916694345835441737e+00	4.472687605686703094e+00	7.005392754052845561e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.398067700076360609e+00	8.157894454177165855e-01	7.248336310187173837e+00	4.208945862575154351e+00	5.346659365837204803e+00	7.993928188648451449e-01	5.970544687267862471e+00	6.977906078920947053e+00	2.384476406034194973e+00	1.632007175474220162e+02	6.434389025080641034e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.647653232296606873e+00	8.932891464245861002e+00	5.296018725248169190e+00	5.001216458670796783e+00	8.988074350024225723e+00	1.575395188245735767e+00	4.372906535912280290e+00	8.349308605960189311e+00	3.413057701684784728e+00	9.406758158455362206e+01	7.916581242045400302e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.953906291722157462e+00	1.695833167874772673e+00	2.343691221838013483e+00	2.746216770471686441e+00	2.826372002820023877e+00	1.745758211167034668e+00	6.315491653568733099e+00	8.763348959292626361e+00	5.298116831401697091e+00	2.465835685830112567e+01	2.347043744105322816e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.884271972597030498e+00	8.981723033896955144e+00	4.932154840631051584e+00	3.052997857984061536e+00	1.038747830736427069e+01	1.680649578570525549e+00	3.078768308175835244e+00	5.692074008686912379e+00	9.497008089675535558e+00	1.886020557398086339e+01	3.223723251617499130e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.905187518401214142e+00	4.541742778989177332e+00	5.653238382748797974e+00	5.452079776216310236e+00	6.706546322951390415e+00	1.592370697450540495e+00	7.801542503537278961e+00	1.036567308552651845e+01	5.559713566624569836e+00	9.588373714117614099e+01	5.548453860988096409e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.401110870856845381e+00	9.874271820407988898e+00	1.512889313440968664e+00	4.067483375577455540e+00	7.999709671557375223e+00	3.340701414408704828e+00	3.583401475333501729e+00	5.121291823500286000e+00	9.622454587483289856e+00	2.084718014525152796e+01	5.776936825965766786e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.423842144251374009e+00	7.438584490137827743e+00	1.017451892692419690e+01	3.603596947172022613e+00	5.978531511146929489e+00	7.144155473707328730e-01	2.047864335487042275e+00	3.734574773556521343e+00	5.670365713290480336e+00	1.411516102060345190e+01	8.768139705599207190e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.784231736622942321e+00	9.583507621173859903e+00	8.271650035704638526e+00	6.858099498686637929e+00	7.746835592872736598e+00	9.521545954087463626e-01	5.248141702431955657e+00	8.569617071221028226e+00	5.874545990198459577e+00	6.104540483751951285e+01	3.254789462583964621e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.949970803854402135e+00	4.266796798876013597e+00	7.763688894575153654e+00	9.415239147718775570e+00	8.956374531297593977e-01	1.781220440648047521e-01	6.955421456519192525e+00	5.419054782539502568e+00	1.832193448120809753e+00	1.963676639274274649e+01	1.269347746610617200e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.654258857233433799e+00	7.858027591127058287e+00	5.498992358925899993e+00	7.239992860980787093e+00	9.470298704657293953e+00	1.699641510157711144e+00	5.548834657311725316e+00	5.633023181942004243e+00	8.695750934744337357e+00	3.579275175978537504e+01	6.244885816140693713e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.852923216342328150e+00	5.102894404688818497e+00	3.916989449282668456e+00	4.173247138217190955e-01	1.430449227829938330e+00	4.754530065038257147e-01	4.541366766640868136e+00	6.215339187710244850e+00	2.986654106723121593e+00	1.157440879657168509e+01	2.667169517353739749e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.469041272502035644e+00	4.979109378395453867e+00	6.994332513193989520e+00	1.956968315702324546e+00	8.581806322340820969e+00	1.423279516508711540e+00	5.817620668313978172e+00	9.045368277795146739e+00	9.486950039445179783e+00	5.172907296711499470e+01	4.867436854954849679e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.915059303107806254e+00	6.109806867909814976e+00	6.823566477726434876e+00	9.551775208072168510e+00	9.715224637761162185e+00	1.645756244957234937e+00	4.707526923342636671e+00	7.732602824904510008e+00	9.187868263675154523e+00	3.856008209907179207e+01	1.701906224930573686e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.677992873701924736e+00	8.689722328309363419e+00	1.230308824818863611e+00	3.576220920672548598e+00	3.867149483018941236e+00	2.324984086221188573e+00	9.414666694476888864e+00	4.049056782295874513e+00	8.515552884308679182e+00	1.735415336188688684e+01	1.597527058340287454e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.765713813961486522e+00	1.040028229314936148e+01	6.528193417779542429e+00	1.650328269962705541e+00	3.076629375822849788e+00	4.358476908369456893e-01	8.207608507844453172e+00	3.565440784861695800e+00	5.288546488925564226e+00	1.887365819396843492e+01	-1.085278575002124324e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.498244161365342109e+00	8.264757545115694271e+00	8.470621181362831820e+00	6.361164869293675750e+00	7.573837712512989206e+00	1.056277714686775671e+00	4.751056473616599440e+00	5.850390532886855510e+00	7.546854799511239165e+00	2.877976601785999122e+01	1.834192681977359385e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.987153487055254963e+00	4.808382834106700976e+00	5.873257744951299486e+00	6.871894062395824676e+00	2.390456689254827793e+00	7.217572083851205855e-01	4.183729870012765417e+00	6.484987333804660636e+00	7.844453032419269611e+00	8.247328808522143007e+00	4.178410895828113425e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.438672977126829622e+00	5.529866992894577393e+00	1.555671681469183998e+00	6.406158847402976697e+00	8.762532433976506496e+00	5.941056996575786009e+00	8.188490613759006109e+00	3.831283209269098045e+00	2.827328196091060786e+00	9.075866167940479556e+01	8.029067488998673241e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.151996935119724341e+00	8.275142068604356638e+00	8.008048605098897710e+00	3.479713557751865416e+00	1.883317778394772546e+00	4.257627819890332788e-01	1.664566272981904849e+00	8.449197222405436136e+00	5.760554417603272803e+00	6.330359365948546646e+00	7.439609947881271168e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.485689723365567705e+00	3.587639258298714662e+00	3.826691337845547380e+00	1.325876189343043521e+00	1.781653004704559340e+00	9.103276010215318736e-01	5.694862397757900041e+00	5.037014416539655315e+00	1.680511603539778687e+00	4.567387800843178525e+01	2.062018923777118218e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.686459147005189507e+00	1.338936272388961957e+00	3.725920505941043626e+00	9.168837199434900498e+00	1.050945337132148438e+01	3.206328614960492374e+00	5.447614938877800128e+00	3.899354709932245200e+00	5.452706156232371093e+00	3.218735034844444698e+01	4.369998038231357640e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.826364234553297328e+00	4.627327495125891588e+00	2.352420553566159533e+00	3.530802034943776757e+00	7.377519669220941267e+00	2.734355536396058994e+00	9.574703684264290970e+00	1.166407726387787225e+00	2.261767861103799682e+00	4.834404345862045460e+01	3.283497928351291506e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.033952021186015280e+01	3.472575875837058845e+00	4.205991165307042756e+00	7.278534944156109354e+00	8.695419881000207241e+00	2.156576263412520955e+00	9.626861253369427551e-01	3.491303048666574593e+00	2.016933732378739297e+00	1.740189154808957284e+01	6.407308497459078467e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.224764688695808346e+00	3.447059453339558210e+00	7.498875575169583918e+00	6.927159077301272561e+00	3.722486838152522459e+00	4.739857358402992937e-01	5.905854392818965515e+00	9.202967795091300474e+00	4.397607013186326519e+00	5.765333061703756812e+01	3.522604837330803207e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.144184085492177871e+00	2.722755746030265378e+00	5.734042474155129021e+00	5.846914003533951742e+00	8.032325412668695819e+00	1.616891253029870690e+00	8.562963677086859349e+00	4.411888457730939628e+00	4.353048837908610302e+00	3.493134734856786849e+01	8.285145910833673355e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.288992190857409126e+00	1.283310111086273464e+00	3.504112175329807677e+00	3.376539360287447611e+00	5.719341108031188448e+00	2.233573422770775530e+00	4.668861901521663249e+00	2.846281923865170871e+00	6.268810348376232078e+00	1.084052544810628405e+01	2.562277824123559533e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.794247357185536629e+00	8.127488501158115497e-01	8.811100760080003980e+00	3.513150876816707235e+00	6.157857791083804599e+00	9.009305376102429985e-01	2.447794215889587122e+00	6.200284139752446855e+00	1.594720335908589526e+00	3.335214771099772690e+01	5.408234273782812096e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.728062251302544539e+00	9.983938470926080555e+00	8.433356605109565862e+00	6.337909945427006697e+00	6.896389600994462299e+00	9.472411788985392045e-01	9.761022426295925314e+00	3.992149410829285650e+00	5.337879708727968797e+00	4.128360428374377733e+01	1.081327569296572300e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.369886895438305885e+00	4.753747226000338166e+00	8.301326913025526721e+00	9.549443776004281403e+00	6.341074848620057658e+00	6.874187731172453075e-01	5.205874414644696913e+00	1.534608256617178368e+00	3.192603200256649565e+00	1.631748565959604491e+01	4.841621668706111770e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.781228916425666498e+00	4.581628818267621028e+00	3.189815244094605262e+00	9.321862824557662464e+00	5.221541844100541674e+00	1.551601455200154467e+00	5.732098246729256275e+00	3.809021031912972255e+00	4.782288814791517240e+00	2.248276947615014620e+01	1.833395744556988305e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.573497938892157277e+00	7.424619113591661268e+00	4.615251412201638814e+00	1.471849689319734589e+00	2.755279018185175399e+00	7.620765038308076056e-01	3.941768441332711426e+00	5.687776861322665134e+00	6.641365158381631772e+00	7.551235507339658426e+00	-1.672004210205231267e-01
1.000000000000000000e+00	1.000000000000000000e+00	4.393734717917872068e+00	2.800525060448778358e+00	9.073797225852457515e+00	2.749127443079822708e+00	7.544328466176121850e+00	9.802123477294548692e-01	4.881118448574386370e+00	5.824710450284758423e+00	5.816611083860437681e+00	3.478697304291723924e+01	1.043984302253443985e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.780545724357567750e-01	9.139482954154374283e+00	7.286293637280365054e+00	8.972101939214745414e+00	3.280281438820815687e+00	3.577417507462731794e-01	4.896558328624725398e+00	4.752544789588291074e+00	7.640113569105650093e+00	1.140537586470601461e+01	6.021544810415028870e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.872789932877275021e+00	6.960912097326476200e+00	1.893355898373900281e+00	7.200708588897470896e+00	6.868886868757444475e+00	5.738658029086499468e+00	1.139297052070316951e+00	4.292110446046662808e+00	3.729767781230923784e+00	1.177433016828359058e+01	1.847474443165210118e+02
1.000000000000000000e+00	1.000000000000000000e+00	6.656179213952345464e+00	2.233425685186096299e+00	1.508228240482479166e+00	8.525921796509548400e+00	2.881150058723128016e+00	2.085231464460818973e+00	3.033949381807902412e+00	9.724109862226214318e+00	8.432848591406397532e+00	4.537637525322884002e+00	4.859428661524779614e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.531199399836577157e+00	4.802045322592842780e+00	5.207277562210520294e+00	1.201113883459254739e+00	6.722010199846760514e+00	1.118698866732321662e+00	8.591112172928392354e+00	3.489688766833115352e+00	4.757250668833591156e+00	5.794991361911014138e+01	1.174933659094393867e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.729463233278792256e+00	8.814055105692084169e+00	8.649253930680190550e+00	6.595139047550628852e+00	7.189944095775189226e+00	8.767837933240675286e-01	2.419731696486213668e+00	3.526931578890764918e+00	5.428671543108862352e+00	1.681730776639523484e+01	4.419304664115170311e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.905279210754156516e+00	1.015454353578391355e+01	5.527235430453226961e+00	7.819103352264515472e+00	3.119638441212953861e+00	6.572989517814673555e-01	2.519368491520958653e+00	2.941773397173210292e+00	7.309502919339176508e+00	3.873788319909361455e-01	7.146997865656366855e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.534068520116889545e+00	4.489789191857004980e+00	5.141418643062119820e+00	7.617243840287827972e+00	1.873147861823762250e+00	3.416772464412526911e-01	6.308502176673540518e+00	5.393840757061090230e+00	1.193001760457860216e+00	3.245960332004599280e+01	1.976594660233605083e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.104694590772709262e+00	6.551989555465780768e+00	1.796441026949350928e+00	5.694018379594044887e+00	2.199672768383333921e+00	1.037662217886618832e+00	7.382816773943300603e+00	7.431778714696390509e+00	6.208020592970768803e+00	2.372930796202598458e+01	2.998221069687617657e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.823234871260596357e+00	1.966984673433193720e+00	5.995310893286430520e+00	1.954366268233903803e+00	7.230371848278794644e+00	7.924610442103703356e-01	1.359230955219110859e+00	2.714103062706435310e+00	6.339413334522470578e+00	8.172995370028328210e+00	9.111287197923699566e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.742199634559840504e+00	1.028546391373783742e+01	9.000608995109788069e+00	6.065545815176737854e+00	9.040151523095072861e+00	1.196952190319946929e+00	6.842564457882945206e+00	7.727652926425268909e+00	3.722328936237479180e+00	1.021632377268766021e+02	5.753970529261854239e+01
