G	c	dx1dt	d2x1dt2	dx2dt	d2x2dt2	W	d1	Fc	d2	m1	Fg	m2
1.000000000000000000e+00	1.000000000000000000e+00	1.306975461230408975e+00	8.340541925186959915e+00	7.001784885564413585e+00	6.489606958707331508e+00	3.315823168773424978e+00	1.454298561762616959e+00	3.592069794869282795e+00	-1.223389656907557965e+00	1.959714055336286398e+00	-4.341630340485297390e-01	-2.246361226416025048e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.307934237633795682e+00	1.249459108499102022e+00	2.461584927790785304e+00	3.067508598444274259e+00	8.055808445487462777e+00	3.358514705346787199e+00	1.125002687605534568e+00	-1.573285763786541613e+00	7.080698150969955584e+00	-6.370047739603500458e-01	7.646447687543759919e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.178516068731286115e+00	6.931662442276911307e+00	5.989998860598137576e+00	5.654162974818502718e+00	4.049224034394549143e+00	6.112626599682356776e+00	1.022895778665389832e+00	-3.788295067322402065e+00	3.345272752565412677e+00	-4.574750611359252456e-02	-2.429317090322659922e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.578093771171446447e+00	3.222314992442191439e+00	4.372310911154679403e+00	8.903806903236819892e+00	2.603309639624581173e+00	7.052992439286116522e+00	1.053027166542316317e-01	-7.255430087290410057e+00	8.454759521302021241e+00	-1.284513150618837862e-01	-1.701307103991705461e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.051746362352689168e+01	1.444846819598326837e+00	1.032271543132120684e+01	2.159212861262514327e+00	1.071446331436970745e+01	6.081114691746037693e+00	3.903958961427401952e+00	-6.880998982763542049e-01	3.788037582585002561e+00	-3.617160722606967749e+00	3.805523457149976707e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.007614849554987302e+01	1.645144428660064495e+00	6.423197684164419385e+00	3.452726552901237866e+00	3.846524787875568840e+00	3.032984894666796549e+00	1.569012318734332334e+00	-1.317344837930434887e+00	6.724878152436009060e+00	-3.094142657445176914e-01	4.848645124639458182e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.752362959317471436e+00	6.967106389445300252e+00	4.175738681351818471e+00	4.199406063023955582e+00	9.330974930343428397e+00	5.645018675964006860e+00	2.042735870784687435e+00	-1.678328368202727905e+00	3.563951628565570129e+00	-4.685922344950798069e-01	-1.676656584122299876e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.788314253876388094e+00	4.348729524975619931e+00	1.566947019763204940e+00	5.520000338143107754e+00	9.362134028787393092e+00	7.413203974190074597e+00	8.923343609460419046e-01	-4.615412380172806195e+00	7.121376569605879503e+00	-5.319159647525761175e-02	-2.801395299317300314e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.029568235335244886e+00	7.580167958098844139e+00	2.208059291311025962e+00	1.030067603358519612e+01	7.876229477995955186e+00	9.506797547122534553e+00	3.181996704400227305e-01	-1.408474369987781216e+01	8.883900938766112532e+00	-1.251075089285461628e-01	-1.894804399774086505e+02
1.000000000000000000e+00	1.000000000000000000e+00	8.171145014671003182e+00	2.217016577982337644e+00	3.095470391193076765e+00	7.525666514233595450e-01	6.651104444795805648e+00	8.025189483505197785e+00	6.652877288715862703e-01	-1.896836384875188353e+00	1.992649096462211000e+00	-7.619178118615067552e-01	1.335517240316816689e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.817353310292710411e+00	3.425916548538353368e+00	2.920080679408562752e+00	6.322339654251797114e+00	6.267234318332401521e+00	9.489638437596013887e+00	6.667344001520438823e-01	-8.055629932917254266e+00	9.049489167583512739e+00	6.724085212100024134e-02	-3.382259012569360834e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.245684343111523873e+00	5.748375296847639149e+00	8.536353183640089881e+00	2.808189983365823927e+00	8.528068638337057195e+00	7.498121750029476118e+00	2.231836275902461697e+00	-2.097803577323208213e+00	6.285317663078892281e+00	-1.632471496286905244e-01	1.796232081601766950e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.690465727733953649e+00	7.524525202847567762e+00	6.816466907231448324e+00	9.252294297229807896e+00	2.957013674189905128e+00	6.559873431343461014e+00	7.583550163897210261e-01	-8.153705884442873142e+00	1.232189782117644405e+00	1.491814108879753464e-03	-1.022442917428483753e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.218508321015319362e+00	3.845516907165322795e+00	4.744206007208376263e+00	1.656019805853356175e+00	4.732829346518428792e+00	2.468269659961741080e+00	2.947088187510190416e+00	-6.265091918742948796e-02	4.457231203478189130e+00	-1.163581682704544873e+00	7.339370442360410252e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.872286021385470178e+00	5.778198438710215434e+00	2.134828389996383358e+00	4.947484949198663884e+00	6.414503945074219615e+00	7.068393525307982372e+00	7.071604693414029752e-02	-4.635904776890171775e+00	3.504424492314606177e+00	2.138719920920299083e-02	-4.325773442689400383e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.374992925905970331e+00	9.152646600991017678e+00	8.307550248574258944e+00	6.281320567695955148e+00	5.324008774069013405e+00	5.854202239133267760e+00	1.832688438069678405e+00	-6.605222615354603199e+00	7.611857628304437462e+00	1.476532451293013082e-01	-7.287159226687137448e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.721427395745940281e+00	6.511915658916981542e+00	8.243291930385442612e+00	7.273066515489072792e+00	4.534009625249582953e+00	5.455046786845051621e+00	1.128571696621052389e+00	-6.631106555455421159e+00	6.688590170731946394e+00	-1.320538846871800037e-02	-4.579132440712779584e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.246404560797037320e+00	3.182966956723578544e+00	1.509223942191905810e+00	4.449947773708280430e+00	4.413747261359129759e+00	5.250873501411324362e+00	1.581097575073539541e-01	-4.419526380142330346e+00	2.609195455079753145e+00	-3.522594472933406051e-02	-1.733624495891719874e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.196479089736977919e+00	1.658058607205927348e+00	6.792313613694963337e+00	3.708956976748513323e+00	5.358392603691819467e+00	5.932447640255132271e+00	2.000570418286542473e+00	-3.905019701261348786e+00	4.928149265943522650e+00	-6.035973834320393916e-01	2.308068919621296899e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.517084462190813277e+00	8.955950996014571786e+00	5.772791610445586308e+00	4.331015606755098446e+00	6.912747849029598157e+00	3.391216377333059917e+00	3.297733528944088111e+00	-2.165695182720225098e+00	8.817601702354080473e+00	-3.141906044793977282e-01	-2.395601114064819726e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.943516355224373271e+00	4.811334711502012196e-01	1.928583963590578820e+00	2.577631407840232036e+00	2.741215618289287725e+00	5.962549301061319973e+00	2.737101749632462333e-01	-4.002294665816252817e+00	1.012841427410245920e+01	-4.016226297369746012e-02	-3.317669930448648774e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.000730851135530486e+01	8.563074367444677648e+00	6.657307770340477049e+00	3.417743410964240169e+00	9.077628771928514695e+00	2.801456303786727720e+00	4.348999068214315145e+00	-3.421073992592477131e-01	5.676977931201132144e+00	-7.041155166641253071e-01	-7.014800952427264313e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.344301251707506140e+00	5.715827953013683960e+00	4.197303000199267942e+00	4.195447913071602919e+00	6.721511222150111209e+00	8.603309386848820850e+00	1.085066309623425429e+00	-6.416423321602683139e+00	9.010225254510086046e+00	7.388446993929698170e-02	-3.919261788827113691e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.656302221537790942e+00	9.269082444801332699e+00	1.829860715264392201e+00	3.508445501937133226e+00	7.865390370852415991e+00	3.190786961038161174e+00	2.267433580260556081e+00	-6.378617137390363290e-01	5.432167384773456398e+00	-2.579703335294771249e-01	-1.443572237126549318e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.527036837363473509e+00	8.074471454983127572e+00	1.023197970348212849e+01	3.128340080394581779e+00	5.620336415263302854e+00	2.501806994803446482e+00	8.244181443363132189e+00	-1.240066258070706695e+00	4.890017005999878208e+00	-1.598080777695187082e+00	-4.770430848616202812e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.054711165715455756e+00	1.088344627383541940e+01	7.816583407303413722e+00	7.984590178956811002e+00	7.477845946092182672e+00	5.257180175780251652e+00	3.749549939258545628e+00	-4.187762247837134133e+00	8.016149713140450217e+00	-1.664694888349500246e-01	-5.702631249249589018e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.439392827914490525e+00	4.212235637658712228e+00	7.026519452158465739e+00	9.729117010868190363e+00	6.573561262073659428e-01	6.762779615910751829e+00	2.076651302252665587e-01	-9.689140962448918870e+00	5.120307344589773102e+00	6.711709351699580647e-03	-4.257211228684202098e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.174301676409318151e+00	8.117351578244418775e+00	4.893762807370301893e+00	5.283295043493383858e+00	7.625266746761941050e+00	5.043064934028768320e+00	1.727642376273280433e+00	-4.043679484688103898e+00	5.526125619577920034e+00	-1.457960270096222977e-01	-4.512942783810685654e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.496107417156585573e+00	3.499850661639843707e+00	4.352270027908760497e+00	1.988829978017190303e+00	2.013762997412662514e-01	4.768617867877367189e+00	6.591543472445176022e-01	-1.881224057442680175e+00	5.058587701747944365e+00	-2.908086939145450994e-02	9.646042933764244154e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.430776124590521059e+00	5.733894586796263404e+00	6.763682437971317185e+00	1.088799727716196930e+00	7.805767641535141799e+00	6.564184378953720866e+00	2.634629101368955340e+00	-1.581132092558356295e+00	9.393938771413335331e+00	-4.142329707643182535e-01	1.685162731817104032e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.812260214207321418e+00	8.234139981897870442e+00	5.725191014204985329e+00	1.009596641444531073e+01	1.126820715860214861e+01	4.162266995602675657e+00	3.592868457835542095e+00	-5.200196635001955947e+00	7.922781549394845690e+00	-1.411338917347860766e-01	-4.750900471570216155e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.468198613516118911e+00	9.611702384103569585e+00	2.144130538472583947e+00	4.010013580008444656e+00	3.612156962365445700e+00	9.313223648336718341e+00	3.994757216257482924e-02	-3.835514992103410403e+00	2.842995154470007169e+00	7.159645264215827587e-02	-6.714658363675358999e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.796131821702353193e+00	9.611866564882916464e+00	6.345961891025862833e+00	2.625774098371612464e+00	3.723277338109877377e+00	8.975601351067691525e+00	3.678934572557274185e-01	-3.100359182098764599e+00	3.576363797915966813e+00	1.319216221990792415e-01	-6.326340289647216508e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.875182023277385923e+00	9.183448491434655026e+00	8.493022753531544566e+00	6.492648588215571337e+00	7.791537307433824111e+00	4.870027836674814203e+00	2.831708784008764468e+00	-4.522716258372647680e+00	5.596052520157674515e+00	-1.324562831615631597e-01	-3.814639412270796015e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.422035001874593085e+00	4.775197696983301654e+00	5.002807870907815868e+00	7.056274994861985839e+00	3.198650380250228409e+00	4.888057759541610814e+00	1.073335687595041277e+00	-3.735940313081257180e+00	6.624585030429280152e+00	7.208413241797065329e-02	-1.755660546687086310e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.740012442569548679e+00	4.962749487978900476e+00	1.610327255889537845e+00	6.859687810001103614e+00	8.957103341306364541e+00	7.896704939989726668e+00	1.993520998864577731e-01	-9.479089572746712378e+00	2.922880504093765097e+00	-1.214253803657242975e-01	-7.455582094434326734e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.930038932260459639e+00	7.489461777932581832e+00	8.521010855631255154e+00	3.087416515960876406e+00	2.274226477475397967e+00	6.343002129289911917e-01	3.072203070674305536e+00	-1.079791506088314090e+00	7.994788659329090663e+00	-1.643409549754249466e-01	-2.164607730049297629e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.428883745658279025e+00	2.985816455279572956e+00	3.365376939114351096e+00	1.712929316212091768e+00	1.454542413754585484e+00	5.204158037998118047e+00	6.845766278513181202e-01	-9.852078313518739527e-01	5.361543375367062936e+00	-1.432513636451264172e-01	5.727498424096746810e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.411203039808052395e+00	7.436166509724038143e-01	3.531914484066930093e+00	9.019031160491895349e+00	9.605502619294444600e+00	4.723923443323073457e+00	1.909673522264519585e+00	-7.465939448744877360e+00	4.953971800665792458e+00	-3.476843502795337049e-01	-2.009474273647430920e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.208911587471050098e+00	4.629694614879997339e+00	3.325878655376642179e+00	3.238382948368406122e+00	7.230563117663357353e+00	9.039623536638616841e+00	1.592874424623157981e-01	-4.062937748320063491e+00	2.167425460683400917e+00	-4.538847303549730511e-02	-1.661495519463098702e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.695830404663091429e+00	3.419926191540778149e+00	3.631519107111220279e+00	6.776450700128467730e+00	7.568803622969115352e+00	6.611851710239258217e-01	7.706747920715672606e+00	-1.710195311608356139e+00	2.881548702586969490e+00	-5.181478598268411950e+00	-4.075217352074147037e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.751484051066745096e+00	3.562151990357025344e+00	8.440207693042999892e+00	7.815525963172616386e+00	4.625617824666660383e+00	6.171063674583047387e+00	1.342610987103706854e+00	-6.698394572125196511e+00	1.065964553297236961e+01	-8.262852488145594476e-02	-8.922277348235969185e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.728507836488570426e+00	3.254531748571549699e+00	6.063395711739057781e+00	5.977592975643532647e+00	7.667232178808771614e+00	8.027045403420428826e+00	1.400768517355455822e+00	-6.662810076943648241e+00	3.751994214599355892e+00	-8.253880245357274326e-02	-7.854987785218512819e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.345474664934607434e+00	1.148202381348749856e+00	2.507110518346075345e+00	3.594850118814565398e+00	5.203349805175777831e+00	5.120652210925536352e+00	1.156060668810334535e+00	-3.469883873988265588e+00	1.390807027135345875e+00	-3.625052767810096332e-01	3.974747127933962787e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.024678825745725774e+00	1.307636355166951869e+00	9.028951736125700123e+00	3.463638307299726993e+00	5.949564100498475838e+00	1.439709586211146197e+00	8.247799493365979728e+00	-1.055840040012926417e-01	4.391651934312882588e+00	-1.041001694190033078e+01	7.443677049501429721e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.942547386686162447e+00	1.055878280864733298e+01	9.082675599369384400e+00	7.184374881625971376e+00	7.199903248011612966e+00	1.000483891156146932e+01	1.276753133163648357e+00	-8.077755499047560406e+00	4.067458171316213900e+00	-2.019763461554075629e-02	-9.026222108151176826e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.557243575263453472e+00	5.075162173485622041e+00	8.756780465768756017e+00	8.506589630678725200e+00	6.636779680522733038e+00	5.044983441417788761e+00	2.167344133062966360e+00	-6.047736962657924487e+00	3.496608181546674299e-01	-3.995061376027495559e-01	-3.010508947594161455e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.559581041559796155e+00	4.373546972109540576e+00	3.064720246201511511e+00	9.303585629153991121e+00	5.692834853126043981e+00	6.232408893779759040e+00	6.660342519757310731e-01	-9.109628212925359847e+00	4.179235770665960636e+00	-6.899411413840356166e-02	-6.848362891173370315e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.936397371310778492e+00	7.048123290317419354e+00	4.219197416692331615e+00	1.223320048218518030e+00	3.136147724360211164e+00	3.063456785181921216e+00	1.319122988559954024e+00	-4.054357755624801163e-01	5.472692243308520332e+00	-2.139248728879231121e-01	2.037024639139898508e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.855138909015308535e+00	3.075878322215138905e+00	9.484317573532088375e+00	1.861325539816426788e+00	9.190821365970272439e+00	5.756929086557591724e+00	3.946294215676924289e+00	-1.440251228051498522e+00	6.606062963467653759e+00	-1.001803389132189581e+00	3.435926346150462507e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.025049891764802101e+00	9.086712488964474588e+00	7.816491505039924625e+00	9.726188586483038634e+00	3.009892919984512805e+00	4.627716259979525404e+00	1.056767170114476961e+00	-5.758134206682350431e+00	4.300153596637154685e+00	-7.727300459029726176e-02	-8.550881975094097243e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.237610191125444459e+00	8.192740719161266227e+00	9.283544772334056949e-01	7.646176947976944582e+00	7.109107459285995745e+00	1.983091937921046100e+00	1.532655500650115243e+00	-2.999828716152519448e+00	4.135220706988650186e+00	-7.081217709545276073e-02	-3.144707073064481762e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.722636028066816927e+00	2.185536469433246420e+00	1.114373438316638154e+00	8.972984460056691702e+00	3.405963947046549034e+00	2.595151020006520426e+00	5.013495525147582121e-01	-1.009438806594649307e+01	1.018697844329119562e+01	5.911239793584552663e-03	-3.733375751008037469e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.255556020320818256e+00	4.806913547298719891e+00	5.761280059870361292e+00	3.766278722857238748e+00	6.797257505322792603e+00	8.259411632781555213e+00	1.055995831587720035e+00	-3.400386058293085600e+00	5.137903308162997007e+00	-8.891142698639470376e-02	-1.387129069020985650e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.668519306819285619e+00	8.676113033159497334e+00	9.125598038580546856e+00	5.383006023289437003e+00	7.862538318788600655e+00	4.926536256024306226e+00	5.451518991158774696e+00	-1.960370809139877712e+00	2.629472146883466088e+00	-7.158981909438573155e-01	-2.470161665381269600e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.599489523644788580e+00	9.342868040382638739e+00	7.044715454710519964e+00	8.564980223573428475e+00	4.055723574455642577e+00	3.533431038736619456e+00	1.685345450425833391e+00	-3.052723101337098566e+00	2.754504054669649538e+00	-5.717944896931227011e-02	-3.647651556910193449e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.196512999208836803e+00	5.569425283163852214e+00	5.603305977013218531e+00	7.758851290537665868e+00	1.674231191767175497e+00	5.693675856218281872e+00	5.911693911266968637e-01	-5.389345225521800842e+00	5.393167430463723377e+00	-3.850447026473778622e-02	-3.617283461916207443e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.434995008676345662e+00	5.908657342534087142e+00	2.523600751630487249e+00	4.497001237383742023e+00	1.642634617425745347e+00	7.818992814494355237e+00	1.837808863257244796e-01	-4.734341563986824042e+00	8.206519214640026760e+00	1.608699732925071013e-01	-5.296250821065019210e+01
