G c dx1dt d2x1dt2 dx2dt d2x2dt2 W d1 Fc d2 m1 Fg m2
1.00000000e+00 1.00000000e+00 1.41805371e+00 8.46023927e+00 6.88757141e+00 6.69053938e+00 4.24427055e+00 2.09172698e+00 3.49384943e+00 -1.80104613e+00 1.91049058e+00 -5.09395216e-01 -2.01727075e+01
1.00000000e+00 1.00000000e+00 6.46790367e+00 1.33306871e+00 2.78287869e+00 2.79092925e+00 7.04143743e+00 3.72497615e+00 1.31514038e+00 -1.60054895e+00 6.60824068e+00 -6.56789328e-01 3.88514645e+00
1.00000000e+00 1.00000000e+00 2.53471711e+00 6.36642891e+00 6.08797229e+00 4.76500478e+00 3.43579548e+00 5.79223817e+00 9.02804195e-01 -3.55940400e+00 4.20460569e+00 -3.25553539e-02 -1.98819819e+01
1.00000000e+00 1.00000000e+00 1.58546434e+00 3.07007954e+00 5.17539238e+00 7.75845819e+00 1.73106671e+00 6.07974929e+00 3.68393048e-01 -6.71603740e+00 8.10022567e+00 -3.81825896e-03 -1.82342294e+01
1.00000000e+00 1.00000000e+00 9.53996984e+00 2.08510197e+00 9.74804797e+00 1.91235608e+00 9.93323616e+00 6.40524877e+00 3.77930920e+00 -1.56802167e+00 3.10321404e+00 -3.70008835e+00 3.72218943e+01
1.00000000e+00 1.00000000e+00 9.69068830e+00 1.69257881e+00 6.47674545e+00 3.50067498e+00 2.40581357e+00 2.49629797e+00 1.56049501e+00 -1.18711253e+00 6.75281646e+00 -2.76693285e-01 7.59212733e+00
1.00000000e+00 1.00000000e+00 8.27557613e+00 7.26659898e+00 4.14555735e+00 3.48687198e+00 9.89578895e+00 4.41763664e+00 2.32157848e+00 -1.98284538e+00 3.12114281e+00 -5.10857894e-01 -1.51354949e+01
1.00000000e+00 1.00000000e+00 3.74152392e+00 4.05887467e+00 2.02686206e+00 4.88817035e+00 9.79551939e+00 6.55474804e+00 7.57243700e-01 -4.70381660e+00 7.42294255e+00 -5.23396744e-02 -2.71424413e+01
1.00000000e+00 1.00000000e+00 1.87904903e+00 7.52290094e+00 2.36122146e+00 9.82331867e+00 8.14436294e+00 9.72836978e+00 4.94189802e-01 -1.38620926e+01 8.86310231e+00 -4.35462736e-03 -1.90009618e+02
1.00000000e+00 1.00000000e+00 7.15809724e+00 1.58820707e+00 3.02785237e+00 1.60752292e+00 6.93480666e+00 7.54868024e+00 6.95405359e-01 -1.65515767e+00 2.14121619e+00 -8.56772221e-01 1.24962868e+01
1.00000000e+00 1.00000000e+00 4.96137244e+00 3.83761304e+00 3.25869995e+00 5.66830895e+00 6.20026345e+00 9.30343381e+00 5.42939269e-01 -7.43425595e+00 8.79936120e+00 -1.34094684e-02 -3.37470510e+01
1.00000000e+00 1.00000000e+00 2.09834411e+00 5.85542163e+00 8.65554452e+00 2.61428214e+00 8.79491391e+00 7.85990852e+00 2.42129945e+00 -2.60205727e+00 6.34217729e+00 -2.20377217e-01 1.75022101e+01
1.00000000e+00 1.00000000e+00 5.45659219e+00 8.11650848e+00 6.05100509e+00 9.73608891e+00 3.60495569e+00 6.32545272e+00 8.62136128e-01 -8.09955705e+00 2.14399442e+00 -2.20506609e-02 -1.03854865e+02
1.00000000e+00 1.00000000e+00 1.30949669e+00 3.86877253e+00 5.71051820e+00 2.01973154e+00 5.20913091e+00 2.72821032e+00 2.72585627e+00 -7.04892000e-01 4.84787670e+00 -1.07404106e+00 5.84159964e+00
1.00000000e+00 1.00000000e+00 9.18388362e+00 6.63302239e+00 2.03291985e+00 4.63240902e+00 6.57450972e+00 7.00017087e+00 4.77325895e-01 -4.43429433e+00 2.44774264e+00 -4.35889727e-02 -4.70049660e+01
1.00000000e+00 1.00000000e+00 3.32901983e+00 8.97379973e+00 8.74125724e+00 7.64096486e+00 4.70071428e+00 6.61041609e+00 1.55399268e+00 -6.47133581e+00 7.30313100e+00 -1.72239764e-02 -7.54192393e+01
1.00000000e+00 1.00000000e+00 6.96270056e+00 6.54276869e+00 7.50532873e+00 7.34098985e+00 4.84737809e+00 6.42222253e+00 1.41622179e+00 -6.12198353e+00 7.82981321e+00 -2.18893589e-02 -4.58347761e+01
1.00000000e+00 1.00000000e+00 3.80539968e+00 3.09663527e+00 1.60901526e+00 4.80455773e+00 3.97256201e+00 5.40807281e+00 2.95480160e-01 -4.27961057e+00 1.95216868e+00 -4.53719413e-02 -1.89009807e+01
1.00000000e+00 1.00000000e+00 5.68061219e+00 1.21960703e+00 7.37051588e+00 4.11871751e+00 6.07808635e+00 5.75790944e+00 1.94509103e+00 -3.34789168e+00 5.55525867e+00 -5.21208142e-01 2.20455873e+01
1.00000000e+00 1.00000000e+00 5.92039251e+00 8.83088987e+00 5.89184396e+00 4.57851141e+00 8.65517075e+00 4.00998274e+00 3.17924781e+00 -2.34659232e+00 8.33162550e+00 -1.59377924e-01 -2.43575408e+01
1.00000000e+00 1.00000000e+00 2.66369010e+00 1.19142470e+00 1.73552811e+00 3.37848637e+00 2.81375540e+00 5.67381423e+00 2.15170580e-01 -4.05072835e+00 9.42546737e+00 -1.33096495e-02 -1.19629479e+00
1.00000000e+00 1.00000000e+00 9.72626165e+00 8.87231505e+00 5.12470577e+00 2.84799645e+00 9.40989735e+00 2.77800315e+00 4.33971387e+00 -1.00470084e+00 5.62166080e+00 -8.14906201e-01 -7.41107795e+00
1.00000000e+00 1.00000000e+00 7.97619541e+00 5.76043421e+00 5.36226658e+00 5.34735728e+00 7.20178888e+00 8.24656958e+00 1.17072655e+00 -5.76152117e+00 9.55251301e+00 -2.65941329e-02 -3.41486677e+01
1.00000000e+00 1.00000000e+00 9.45549047e+00 9.45160929e+00 2.49197086e+00 3.41680380e+00 8.40945891e+00 2.67199259e+00 1.96072087e+00 -1.18415503e+00 5.82120073e+00 -2.53079476e-01 -1.70546587e+01
1.00000000e+00 1.00000000e+00 9.05344615e+00 8.18904912e+00 9.51128332e+00 3.58715498e+00 6.00571623e+00 1.76469661e+00 8.09233558e+00 -8.00496765e-01 4.54771445e+00 -1.63024339e+00 -1.33269618e+00
1.00000000e+00 1.00000000e+00 6.38109981e+00 9.98140699e+00 8.64977834e+00 6.91080457e+00 8.01565031e+00 4.92621424e+00 3.51860451e+00 -4.34240956e+00 8.63382816e+00 -7.53673544e-02 -5.66375354e+01
1.00000000e+00 1.00000000e+00 9.29686812e+00 4.15640634e+00 7.02120104e+00 9.71683599e+00 1.14580358e+00 6.92476696e+00 2.90440000e-01 -9.17454849e+00 5.43684439e+00 -1.60515508e-03 -4.15445934e+01
1.00000000e+00 1.00000000e+00 1.79643252e+00 7.90469460e+00 5.16066005e+00 6.43273481e+00 8.36542382e+00 4.93945142e+00 2.18501534e+00 -4.13477629e+00 5.24712260e+00 -1.06582061e-01 -4.67279173e+01
1.00000000e+00 1.00000000e+00 2.76384576e+00 4.61737822e+00 4.70588987e+00 1.69281520e+00 1.36124973e+00 3.49078719e+00 4.58771259e-01 -7.53329473e-01 5.41281240e+00 -3.31688661e-02 5.15828824e+00
1.00000000e+00 1.00000000e+00 1.40704560e+00 5.31888058e+00 6.85876120e+00 1.68025252e+00 9.00922039e+00 6.02354066e+00 2.56460838e+00 -1.27987087e+00 8.62106502e+00 -3.93695955e-01 1.59355709e+01
1.00000000e+00 1.00000000e+00 3.92797298e+00 6.64754917e+00 5.90888682e+00 9.56280899e+00 9.92766473e+00 4.12302102e+00 3.55694569e+00 -5.24786204e+00 8.48747388e+00 -1.19261953e-01 -5.21548585e+01
1.00000000e+00 1.00000000e+00 4.49809561e+00 8.86309403e+00 1.56045795e+00 3.67561711e+00 3.64660716e+00 9.39580921e+00 1.51407319e-01 -4.62415583e+00 4.63167993e+00 -2.90856981e-03 -6.90622094e+01
1.00000000e+00 1.00000000e+00 3.44214129e+00 9.85675122e+00 5.61252384e+00 1.82860287e+00 2.89286701e+00 9.30380626e+00 4.36280716e-01 -2.14434076e+00 3.99969874e+00 -1.49293056e-02 -4.35930838e+00
1.00000000e+00 1.00000000e+00 8.45863758e+00 7.91446072e+00 8.25763256e+00 6.39140128e+00 7.88827027e+00 5.52134638e+00 2.94939101e+00 -4.52169293e+00 5.42735222e+00 -1.19785357e-01 -3.93375737e+01
1.00000000e+00 1.00000000e+00 4.21077994e+00 4.75990104e+00 5.13315890e+00 6.61283900e+00 3.27723707e+00 3.95095595e+00 1.06446255e+00 -3.50289243e+00 6.15495259e+00 -3.39929465e-02 -1.85092675e+01
1.00000000e+00 1.00000000e+00 3.52841059e+00 4.79221302e+00 1.46760920e+00 6.83654338e+00 8.79006145e+00 7.63419173e+00 4.22453859e-01 -8.61829589e+00 3.14503490e+00 -2.85882920e-02 -7.25873490e+01
1.00000000e+00 1.00000000e+00 5.88426475e+00 7.63824071e+00 8.07650379e+00 3.40661825e+00 1.92558333e+00 1.33041649e+00 2.92238956e+00 -5.74458222e-01 8.14559576e+00 -1.57443879e-01 -1.16881897e+00
1.00000000e+00 1.00000000e+00 2.26831802e+00 3.14899431e+00 2.81227404e+00 1.13599616e+00 2.13359677e+00 5.27292105e+00 2.84484574e-01 -7.73559653e-01 5.37834489e+00 -4.63294060e-02 6.77170312e+00
1.00000000e+00 1.00000000e+00 8.21977283e+00 1.99426702e+00 3.32758751e+00 9.68513833e+00 9.81236400e+00 4.02691055e+00 2.02708128e+00 -7.67577541e+00 4.00640994e+00 -3.24327566e-01 -2.03395231e+01
1.00000000e+00 1.00000000e+00 1.67095579e+00 4.19159942e+00 2.48235718e+00 3.25803741e+00 7.06455008e+00 9.28482297e+00 4.72188234e-01 -4.10242641e+00 1.96138894e+00 -9.89043464e-02 -1.59310174e+01
1.00000000e+00 1.00000000e+00 9.88198243e+00 3.58515092e+00 3.97193558e+00 7.08423659e+00 8.62198502e+00 1.10802725e+00 7.72678859e+00 -1.12055708e+00 3.14960644e+00 -5.26512367e+00 -4.73138152e+00
1.00000000e+00 1.00000000e+00 7.95020292e+00 3.66677308e+00 7.81076355e+00 7.35966883e+00 3.91896440e+00 5.97533388e+00 1.28068594e+00 -5.87444755e+00 9.54353055e+00 -2.44148368e-02 -9.97414099e+00
1.00000000e+00 1.00000000e+00 2.78844113e+00 3.10246976e+00 5.67447274e+00 6.49006675e+00 7.08835375e+00 7.66597223e+00 1.31172762e+00 -6.85044034e+00 3.74589718e+00 -1.16790401e-01 -1.09510103e+01
1.00000000e+00 1.00000000e+00 1.04969905e+00 1.37883871e+00 2.84393147e+00 3.81616655e+00 6.34817645e+00 5.36516189e+00 8.41250419e-01 -3.38215930e+00 2.51973360e+00 -4.54477230e-01 2.63358479e+00
1.00000000e+00 1.00000000e+00 8.33915286e+00 1.16086541e+00 8.90047070e+00 3.43986628e+00 6.42835108e+00 1.76862727e+00 8.08753650e+00 -8.29522400e-01 5.14605512e+00 -1.04913510e+01 9.15802484e+00
1.00000000e+00 1.00000000e+00 7.36171609e+00 9.88950151e+00 8.91623669e+00 6.37901454e+00 7.14279214e+00 9.75215251e+00 1.63263508e+00 -7.91936841e+00 3.76378969e+00 -3.95609617e-02 -9.54181609e+01
1.00000000e+00 1.00000000e+00 7.56106451e+00 4.84995820e+00 8.83520583e+00 8.79486070e+00 6.17823256e+00 5.66209388e+00 2.41014885e+00 -6.56133764e+00 1.31643325e+00 -3.55450305e-01 -2.84065521e+01
1.00000000e+00 1.00000000e+00 7.94143312e+00 4.45893982e+00 3.14916590e+00 9.52060356e+00 4.86156132e+00 6.52767620e+00 5.86344309e-01 -9.35394947e+00 3.90830696e+00 -1.74869145e-02 -6.75370133e+01
1.00000000e+00 1.00000000e+00 1.66640187e+00 7.11682554e+00 5.06115410e+00 1.95315224e+00 3.48330425e+00 3.12948804e+00 1.40834054e+00 -7.74545775e-01 5.89697762e+00 -1.50916319e-01 5.77762530e-01
1.00000000e+00 1.00000000e+00 4.22619156e+00 2.96428499e+00 9.86490691e+00 2.39345751e+00 7.91723198e+00 5.35148277e+00 3.64865028e+00 -1.63451412e+00 5.96541135e+00 -9.99439665e-01 2.72880824e+01
1.00000000e+00 1.00000000e+00 2.04282154e+00 9.54965066e+00 7.94811229e+00 9.50262633e+00 3.03645187e+00 4.86234543e+00 1.24086517e+00 -5.96224449e+00 4.20903029e+00 -1.57221408e-02 -8.64896106e+01
1.00000000e+00 1.00000000e+00 8.76793083e+00 8.07710513e+00 1.24450679e+00 7.62881706e+00 7.23118876e+00 1.67406258e+00 1.34392579e+00 -1.97020339e+00 5.02572481e+00 -1.21512089e-01 -2.98801374e+01
1.00000000e+00 1.00000000e+00 6.60968314e+00 1.80469902e+00 1.58684132e+00 8.94694442e+00 3.09999540e+00 1.95544318e+00 6.28911242e-01 -9.98795421e+00 9.68966126e+00 -1.11624747e-02 -3.33300359e+01
1.00000000e+00 1.00000000e+00 3.97808222e+00 4.75822698e+00 5.17538239e+00 2.82369371e+00 6.62797153e+00 8.53725268e+00 1.00448846e+00 -3.10225311e+00 4.39613630e+00 -1.02596384e-01 2.77900006e+00
1.00000000e+00 1.00000000e+00 1.57202515e+00 8.91206477e+00 9.18298185e+00 6.28827284e+00 7.72370440e+00 3.15837957e+00 5.61416351e+00 -2.53121671e+00 3.32404132e+00 -5.78277940e-01 -2.47283798e+01
1.00000000e+00 1.00000000e+00 3.79884090e+00 9.50258820e+00 5.84831618e+00 7.31025635e+00 2.96842500e+00 2.75462444e+00 1.57555851e+00 -2.60271710e+00 3.19120340e+00 -5.92566719e-02 -3.78069464e+01
1.00000000e+00 1.00000000e+00 3.92664990e+00 5.20661360e+00 5.48031257e+00 7.12100697e+00 1.53948971e+00 5.54420306e+00 3.80437220e-01 -5.26342822e+00 5.11988151e+00 -4.17422472e-03 -3.27052291e+01
1.00000000e+00 1.00000000e+00 7.56645561e+00 6.52070250e+00 1.94926330e+00 4.67336522e+00 2.17876369e+00 7.91872418e+00 1.34080440e-01 -5.09413343e+00 7.83568134e+00 -1.12236493e-03 -5.35046302e+01
1.00000000e+00 1.00000000e+00 6.73801724e+00 2.50330551e+00 6.91102094e+00 1.13855403e+00 6.45397271e+00 1.55751867e+00 7.15939100e+00 -2.25372890e-01 2.85389366e+00 -2.86978850e+01 6.56684791e+00
1.00000000e+00 1.00000000e+00 8.98491468e+00 9.92051764e+00 8.39892845e+00 6.24633451e+00 8.64501766e+00 6.19127128e+00 2.93190532e+00 -4.92642306e+00 7.38366514e+00 -7.02389151e-02 -6.10148803e+01
1.00000000e+00 1.00000000e+00 5.24993433e+00 3.08504531e+00 4.42378007e+00 3.27791385e+00 1.40497139e+00 2.07289399e+00 7.49590244e-01 -9.03603567e-01 1.19034841e+00 -3.17378736e-01 1.22900016e+00
1.00000000e+00 1.00000000e+00 2.07634821e+00 9.48458597e+00 7.98050666e+00 5.05228822e+00 7.60736133e+00 1.32814946e+00 1.14276668e+01 -8.53008416e-01 4.77039680e+00 -2.25250319e+00 -8.67194310e+00
1.00000000e+00 1.00000000e+00 7.41920309e+00 6.84681984e+00 9.68028989e+00 9.61822914e+00 4.07186781e+00 1.47469557e+00 6.68220303e+00 -1.83973928e+00 7.98278559e+00 -2.70591214e-01 -1.51841746e+01
1.00000000e+00 1.00000000e+00 7.84706544e+00 6.46963115e+00 2.83389813e+00 4.59131786e+00 5.30675533e+00 8.50747697e+00 4.41929025e-01 -5.20865784e+00 4.04859660e+00 -1.71898360e-02 -4.84874824e+01
1.00000000e+00 1.00000000e+00 6.05149478e+00 5.61419660e+00 5.70996668e+00 8.55821446e+00 9.35973595e+00 2.06175235e+00 6.48038310e+00 -2.36335060e+00 6.07363391e+00 -7.52661837e-01 -1.80010209e+01
1.00000000e+00 1.00000000e+00 7.93870462e+00 3.07602831e+00 3.58424162e+00 2.69686545e+00 3.98774354e+00 1.40636228e+00 2.54078138e+00 -5.04976634e-01 2.84481310e+00 -2.29286862e+00 7.22637400e-01
1.00000000e+00 1.00000000e+00 5.44416037e+00 2.58875229e+00 8.13568977e+00 7.05214448e+00 5.18803241e+00 4.94109898e+00 2.13556854e+00 -4.75359010e+00 7.67795852e+00 -1.17262246e-01 3.83479750e+00
1.00000000e+00 1.00000000e+00 5.70459546e+00 2.98437588e+00 6.19834029e+00 9.79306259e+00 1.12314173e+00 8.59594125e+00 2.02468074e-01 -1.21276952e+01 1.47051193e+00 -4.27258556e-03 -3.40015090e+01
1.00000000e+00 1.00000000e+00 4.84786917e+00 2.67794436e+00 6.71124176e+00 1.91703791e+00 1.73438848e+00 3.36167539e+00 8.65632389e-01 -8.27627332e-01 8.67288380e+00 -7.81052050e-02 1.17285561e+01
1.00000000e+00 1.00000000e+00 1.22877214e+00 8.01626026e+00 8.18122744e+00 1.07487948e+00 3.32732432e+00 4.79541356e+00 1.41914752e+00 -6.46962324e-01 2.78376748e+00 -3.27068652e-01 1.73809471e+01
1.00000000e+00 1.00000000e+00 1.97102284e+00 4.15112733e+00 4.56373425e+00 4.90224513e+00 1.25067017e+00 1.35930279e+00 1.04975255e+00 -8.90566722e-01 8.86958229e+00 -4.00399976e-02 -2.80494631e+00
1.00000000e+00 1.00000000e+00 1.28286267e+00 1.52058409e+00 9.23581062e+00 1.83362935e+00 6.68237793e+00 5.04170663e+00 3.06033163e+00 -1.19456985e+00 4.17276317e+00 -2.69807364e+00 2.90905128e+01
1.00000000e+00 1.00000000e+00 6.72769370e+00 9.72192367e+00 5.79725981e+00 7.73545915e+00 4.83758521e+00 6.19851773e+00 1.13110664e+00 -6.20650778e+00 7.50415217e+00 -1.20845654e-02 -9.46559387e+01
1.00000000e+00 1.00000000e+00 3.82920383e+00 8.95407296e+00 2.42159341e+00 9.23093797e+00 5.93330682e+00 6.13816348e+00 5.85193630e-01 -7.92621244e+00 3.87302768e+00 -1.26316318e-02 -1.29988290e+02
1.00000000e+00 1.00000000e+00 5.57713622e+00 9.34977055e+00 7.26309206e+00 4.90618875e+00 2.57182467e+00 3.99184023e+00 1.16984889e+00 -2.49312053e+00 9.15320504e+00 -1.41011232e-02 -2.59608609e+01
1.00000000e+00 1.00000000e+00 9.16809827e+00 9.95417040e+00 8.13935215e+00 3.32840478e+00 3.66338826e+00 3.83979863e+00 1.94135227e+00 -1.61412802e+00 2.13973413e+00 -2.06863771e-01 -1.00190290e+01
1.00000000e+00 1.00000000e+00 3.24363006e+00 2.56505724e+00 3.85085509e+00 4.90962987e+00 6.97442027e+00 1.95961257e+00 3.42637650e+00 -1.37326467e+00 2.60667810e+00 -2.60258238e+00 -1.36101140e+00
1.00000000e+00 1.00000000e+00 4.69344631e+00 4.56617817e+00 8.71461331e+00 7.51103036e+00 9.68772451e+00 4.30118489e+00 4.90706487e+00 -4.23829097e+00 5.43727113e+00 -4.51771643e-01 -1.22830798e+01
1.00000000e+00 1.00000000e+00 7.79996025e+00 7.82414628e+00 9.15528929e+00 1.08148745e+00 1.45375096e+00 1.89545202e+00 1.75545338e+00 -2.57209268e-01 1.73744595e+00 -7.29868191e-01 8.17587252e+00
1.00000000e+00 1.00000000e+00 3.05918349e+00 7.26418556e+00 3.49214039e+00 6.30508591e+00 9.01345889e+00 7.89936350e+00 9.96164558e-01 -6.63825387e+00 2.76382166e+00 -6.73708094e-02 -7.54194372e+01
1.00000000e+00 1.00000000e+00 1.69281919e+00 2.38506316e+00 9.85169325e+00 6.51962516e+00 6.19193081e+00 9.69646868e+00 1.57276337e+00 -8.49117347e+00 9.49389744e+00 -5.06497549e-02 2.64126096e+01
1.00000000e+00 1.00000000e+00 3.60776308e+00 8.34249812e+00 2.26640375e+00 6.73919422e+00 6.07527610e+00 9.73067011e+00 3.53753349e-01 -8.99898733e+00 9.78840695e+00 -2.92458875e-03 -1.32202095e+02
1.00000000e+00 1.00000000e+00 2.45099159e+00 3.01996515e+00 2.81814102e+00 3.17819872e+00 5.50250682e+00 8.78563989e+00 4.41255285e-01 -3.84971986e+00 4.38633396e+00 -4.76121460e-02 -3.81737819e+00
1.00000000e+00 1.00000000e+00 9.36727887e+00 3.01435853e+00 2.65802355e+00 7.42647451e+00 1.62454677e+00 6.40712934e+00 1.68487452e-01 -7.74173526e+00 9.30957419e+00 -1.25990193e-03 -3.31834879e+01
1.00000000e+00 1.00000000e+00 8.27308342e+00 5.83276981e+00 9.04590739e+00 1.82252338e+00 1.80889167e+00 7.30779128e+00 5.59781536e-01 -1.67932936e+00 5.90342208e+00 -1.75112268e-02 2.69160493e+01
1.00000000e+00 1.00000000e+00 6.70063381e+00 6.33645941e+00 6.88863297e+00 2.79343303e+00 6.40820805e+00 3.56685222e+00 3.09403015e+00 -1.26572089e+00 3.42768219e+00 -7.21233668e-01 1.52906324e+00
1.00000000e+00 1.00000000e+00 8.84314531e+00 6.22077587e+00 2.36893855e+00 8.89723042e+00 4.06862714e+00 6.67693378e+00 3.60881506e-01 -8.74585240e+00 7.32158849e+00 -3.68604392e-03 -9.60415000e+01
