G	c	dx1dt	d2x1dt2	d2	d1	m1	Fg	W	Fc
1.000000000000000000e+00	1.000000000000000000e+00	2.615216911545638734e+00	8.801490533778725478e+00	7.905540204483696876e+00	-3.497283064080141912e+01	9.677607746381694298e+00	-3.848697018633721996e+02	1.041454352196549671e+01	-1.504602439436169226e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.877397935081086544e+00	8.814354094752502533e+00	1.029063696362676694e+01	-9.988061593791813664e+01	6.442634991071546580e+00	-6.191851530627479860e+02	1.554450706324650788e+01	-1.716556412883514016e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.241838677148932035e+00	4.070350099289288259e+00	3.657515068004128178e+00	-4.324736844466402630e+01	7.380491216374694297e+00	-3.307137334442996917e+02	8.939838231914029265e+00	-1.373185007669035063e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.824322427898841914e+00	8.679324509717938341e+00	7.285845822045155629e+00	-1.829908471577394025e+01	6.954278856444441104e+00	-1.048640230760485963e+02	5.492237774449272081e+00	-1.936480206227243706e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.328573338211426424e+00	1.093980737021253979e+00	2.683846146753329442e+00	-4.008688623325827649e+01	2.718327782923530833e+00	-6.098954670730722682e+01	6.084810993892647346e+00	-1.298312583759577921e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.070170716586451576e+00	6.061303225302930642e+00	5.949884316786790528e+00	-2.824630114639448664e+01	5.576668456375010408e+00	-1.347684697935072506e+02	6.730016692766580988e+00	-1.651749891603629505e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.798200704953280660e+00	2.961995978101429561e+00	5.132228201638075582e+00	-1.543211113663505607e+01	8.094927508256615667e+00	-4.093128472323019906e+01	4.191760775348290835e+00	-1.517482390814026250e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.002641324523514221e+01	2.080266444555025629e+00	9.758697370038367680e+00	-1.855179602066740472e+02	1.655415762115053591e+00	-5.108962464908147183e+01	6.583193157111047356e+00	-2.008316123731204161e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.565177593630579622e+00	1.625286564570075365e+00	6.871825078275768384e+00	-1.296383269115266330e+02	3.702640994436062982e+00	-1.378374620325299418e+02	1.046579917999155640e+01	-1.701407385841298803e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.385183398263336585e+00	6.744582949943651151e+00	4.467438365229930319e+00	-6.826316366233112376e+01	3.504699055247629591e+00	-3.983525617886727446e+02	8.959082950596606310e+00	-1.621178596313862741e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.479221994537556650e+00	4.537776877442727397e+00	2.175524075933676027e+00	-1.652359262474691448e+01	4.677938642562159188e+00	-1.524209721848484946e+02	3.338290102397457382e+00	-1.166997247605704890e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.107445560410034613e+00	7.446672914106663654e+00	1.966095729875923404e+00	-8.129688750766737471e+00	9.533727676608469537e+00	-2.421036552132594295e+02	2.509160263544098157e+00	-1.500533988182320089e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.401391768074770283e+00	1.636246148376041321e+00	2.561818949535094703e+00	-4.528469371884407479e+01	1.876809476722303804e+00	-3.931824374103322839e+01	4.277240651102934166e+00	-1.431096421503955218e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.610044143878164746e+00	4.183794033486347708e+00	3.325087524196991495e+00	-3.166985836498091444e+01	5.506463785669478028e+00	-2.242131459771588879e+02	7.269844201375690318e+00	-1.369730501981649695e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.228791526158536485e+00	5.203149332175016184e+00	8.898569854019580561e+00	-3.115248305484298186e+01	2.586707392137783224e+00	-7.455264522250908499e+01	5.053340607572958554e+00	-1.980898145623317008e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.652543267726587217e+00	7.974176844802044251e+00	6.029038014091593567e+00	-6.406688746816946889e+01	9.486795953492343614e+00	-8.129947979094960147e+02	1.396995048535543305e+01	-1.651746467370157401e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.182082716261473321e+00	3.761092845746335733e+00	6.239189969962706250e+00	-1.063934005399008775e+01	1.817228550227531159e+00	-2.943960787628910580e+01	2.949817663843509852e+00	-1.964877819843255935e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.330389242002857131e+00	6.539475131902782401e+00	1.734076737454220085e+00	-3.739655937556967302e+01	4.598053249349875138e+00	-5.854927336802863920e+02	7.000717157171231442e+00	-1.360787955059915122e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.226215399991376298e+00	8.925543083796709354e+00	8.407652320163576221e+00	-4.881698216759445330e+01	7.746033684287565002e+00	-4.142469180669019124e+02	1.181674525317840185e+01	-1.730087279533985001e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.994054271275045309e+00	6.945300503494257427e+00	7.321932326881792186e+00	-9.878287218687307814e+01	6.640401855014997246e+00	-6.405312542515773657e+02	1.570189334947542648e+01	-1.596757604437796907e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.852626314106049055e+00	3.283963100725656226e+00	1.415123235738521945e+00	-1.550093247523148499e+01	4.809137391254397542e+00	-1.320895571494158105e+02	3.579269073801221612e+00	-1.071893815421432805e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.585273048515134953e+00	1.486092000499670052e+00	7.515814238732306585e+00	-8.689478187826091471e+01	3.916765852137375603e+00	-5.259820999128135099e+01	9.980583236440470074e+00	-1.495602153640987364e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.937426425562808419e+00	8.843996740545009061e+00	5.775416665297453456e+00	-6.311535288207378613e+01	4.958087186599139606e+00	-4.383588975449754344e+02	1.028388420530261804e+01	-1.692639940276172705e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.562129429141972725e+00	8.021781898440213388e-01	1.308196327053826380e+00	-1.525755322619322030e+01	4.174997613506480576e+00	-2.377409262080977115e+01	2.163105253288357233e+00	-9.140164482686833347e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.623500541101211780e+00	8.293831124400542265e+00	5.370855047698285034e+00	-9.808749292582277235e+01	2.750750834985348448e+00	-4.807086674194159741e+02	8.226505461074749448e+00	-1.848185803306952701e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.267557498084409318e+00	5.335017541790417539e+00	4.876374517295641198e+00	-8.124030625289712759e+01	4.881203791239018486e+00	-4.805383357021811435e+02	1.234893482150147648e+01	-1.573419064875710260e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.502960111442877889e+00	9.551680922225701309e+00	2.196226172730718407e+00	-4.413268382766263898e+01	3.448438745863857680e+00	-6.172712469112898361e+02	7.409083220126261971e+00	-1.612601640433742434e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.147367645082844945e+00	8.197886112987877283e+00	9.063282308641499085e+00	-1.654710118878469416e+02	3.531551675757135467e+00	-5.218983466526575512e+02	1.130063076354791818e+01	-1.950027316182713522e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.986730625616967671e+00	9.922948334819984950e+00	8.706960915873269258e+00	-1.041943521242128696e+02	7.444387628350064290e+00	-8.106882909842679510e+02	1.566945161037201828e+01	-1.688771387431451165e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.411462486599377897e+00	4.053883803162623423e+00	7.072565571768962833e+00	-1.317816260809738651e+02	1.016792968015728427e+01	-7.634519887107879867e+02	1.990736922557400490e+01	-1.655160576503043046e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.939973303861672660e+00	8.464270622136099931e+00	5.689759697167949604e+00	-1.233300342633870628e+01	6.666964790173461886e+00	-1.375684832944914717e+02	5.584765157383797529e+00	-1.473554610058762870e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.656049174768635002e+00	4.388481177953421408e+00	4.958181487930586329e+00	-1.873455461653512799e+01	1.534015433795075545e+00	-4.237189323486003190e+01	4.096785763929382540e+00	-1.653218277691365090e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.971286842011271467e+00	5.576960786948935933e+00	7.256774593057476075e+00	-5.639622288870267397e+00	1.863702763828203768e+00	-7.655023097806919807e+00	3.566348063683871139e+00	-2.251421727012774099e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.308472716048944218e+00	6.648081268050890280e+00	5.988566916205118495e+00	-4.058822663423357824e+01	9.634537935647248474e+00	-4.705348421358808082e+02	1.033312221598437830e+01	-1.543227768275882594e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.710357474624252916e+00	8.846143230241031219e+00	1.290744095525224067e+00	-1.363816436741941551e+01	3.740935764970163557e+00	-2.814923015446879049e+02	3.294392789199196425e+00	-1.265112538772526385e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.635037282339366183e+00	1.018404211700497974e+01	5.647892116859499545e+00	-3.635316537249065760e+01	1.406838711182073709e+00	-1.030081258919545775e+02	4.521656907798470293e+00	-1.914400315098631511e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.605198288311591170e+00	8.321274935142843887e+00	8.421189678239725751e+00	-1.389467816594660121e+02	6.678796119837835832e+00	-8.476589342998205439e+02	1.567661324493911756e+01	-1.628467676796089059e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.258465820455196393e+00	4.693268493118367246e+00	5.327467855626982995e+00	-3.935952302242288425e+01	6.642019347780878213e+00	-2.610347781810960441e+02	9.709579166489030300e+00	-1.528770967599912822e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.677432922144987515e+00	5.014517480007318895e+00	1.337184437967049000e+00	-3.643731088612115698e+00	6.809248776344260179e+00	-2.327239963111187535e+02	3.688439823130741146e+00	-1.068683982232305985e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.119206447207335309e+00	7.739459926121793565e+00	8.211449219161902846e+00	-8.488049847622440325e+01	3.244174628791515858e+00	-2.772318154588275547e+02	1.041221813303571508e+01	-1.815753568240296989e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.071881625580683561e+00	3.151063008075383642e+00	2.554681273631253191e+00	-8.195222931518568288e+00	9.211889570010549644e-01	-1.166725592283401092e+01	1.748473657857155583e+00	-1.715389102660284548e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.300739787633903077e+00	2.051082122899366755e+00	3.039556743553415874e+00	-5.891784560228848022e+01	9.771010320440868924e+00	-3.374091929753661816e+02	1.244903526947684291e+01	-1.192302621111386962e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.621347420487334823e+00	4.000224410403696140e+00	2.174308461783556190e+00	-5.583139038707842339e+00	2.784593663277195486e+00	-5.302729240781424380e+01	2.848227403741176111e+00	-1.405386558257656127e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.585991803275337730e+00	3.500006990049959743e+00	3.978734386375751608e+00	-8.696968347527148069e+01	7.297929249370907812e+00	-5.363395323198432152e+02	1.349569704878753917e+01	-1.444764218827876201e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.144280194686425389e+00	3.505264855342025587e+00	7.485583454101884193e+00	-1.185404430913319089e+02	7.074355406342704988e+00	-4.157837087226025687e+02	1.696138484210786856e+01	-1.622355836017809638e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.635716480278556872e+00	3.353194712986790282e+00	5.557208214384729672e+00	-2.942486057297476876e+01	5.932846177765359386e+00	-1.175089155926183651e+02	6.700939798078714205e+00	-1.537608789320130676e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.443553521920011296e-01	1.352357778350369077e+00	3.093210998103686382e+00	-6.654914878035222969e+00	4.309296716953280537e+00	-2.195740552447763250e+01	2.246112886235247075e+00	-1.342235204539089954e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.193261186495693238e+00	7.998961483344069201e-01	8.616345926667271726e+00	-1.548353837471431120e+02	3.207608912518291611e+00	-5.466400423310447110e+01	1.075753889661654483e+01	-1.636870934639604203e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.145521705990117489e+00	9.688271812737498934e+00	8.777004924304600664e+00	-1.248705749104394300e+02	6.183548606927424807e+00	-8.733616157008688106e+02	1.580514441842915829e+01	-1.761852560215102947e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.839386818854942263e+00	3.960057825225478112e+00	8.854981977468185050e+00	-1.299410956164179822e+02	9.101944796267375182e+00	-6.261971077044235017e+02	1.977591921556594912e+01	-1.638151980354718429e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.982889550515231747e+00	4.321392852012621688e+00	3.217327071940604633e+00	-5.039099243979772069e+01	1.002254009366427923e+01	-6.905951780482238291e+02	1.166146531349191662e+01	-1.182457688532199569e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.040495997409206286e+00	7.127296808011071683e+00	4.923308667143870387e+00	-1.387067976246917134e+01	1.538216586020280552e+00	-2.412938871045002998e+01	3.341681751308029025e+00	-2.038507235252533967e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.045811146203788233e+00	2.926417743503756164e+00	1.008214526531729760e+01	-7.608172381687383279e+01	2.134652675789672216e+00	-5.165302228683881935e+01	7.027909519173022979e+00	-1.856358504325011927e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.279385412382046727e+00	1.010044601298097078e+01	8.111125882648021701e+00	-2.920360707101209741e+01	9.263712737581579759e+00	-3.036423322389845794e+02	9.120526765390641444e+00	-1.633819429544441704e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.536376660070072120e+00	8.237019722259839583e+00	1.559201338456544406e+00	-2.336188221884041027e+01	7.881838677632848622e+00	-1.156476690020537035e+03	5.816873343941809438e+00	-1.003924100328019042e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.706031025948764324e+00	1.952248333736928299e+00	1.564312450458586801e+00	-2.984866095492347071e+01	9.390606299383851052e+00	-2.427903042969491025e+02	6.543552919048343242e+00	-9.085564527258860323e-01
1.000000000000000000e+00	1.000000000000000000e+00	4.211257713754472221e+00	4.301138901366707401e+00	5.033802051679938216e+00	-3.950632449665482682e+01	2.531303076253874629e+00	-1.166701241416193966e+02	6.437810866780148800e+00	-1.593335457048054238e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.759701744091015430e+00	8.810636743061683873e+00	8.994519042391512897e+00	-1.963169002078271319e+01	6.671200222605429886e+00	-1.141642717313388147e+02	7.111193842656207131e+00	-1.899200743691753512e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.414005346762526205e+00	9.367219150342197764e+00	5.933081128282788441e+00	-4.396950619048476483e+01	7.118342958084832084e+00	-4.444977674039633939e+02	9.782844847243790554e+00	-1.605820804766207255e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.085181110983777231e+00	4.987958993082959758e+00	5.376186429645676945e+00	-4.141720900183628373e+01	7.211984943211443344e+00	-2.620216112034595994e+02	9.958329410077238819e+00	-1.489128249133912618e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.649387424810245584e+00	6.298209463957958221e+00	1.792125441170232092e+00	-2.824326673926502806e+01	4.329222409163735463e+00	-4.762293825399695493e+02	6.491882365633087737e+00	-1.307282275990671483e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.667725585216129680e+00	2.000362029922767348e+00	6.787256636963391543e+00	-9.564465836280230349e+01	1.105551274747944346e+00	-5.978832611378268780e+01	3.572041536995809174e+00	-1.943503994742158625e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.745680779665748972e+00	9.565629135636244840e+00	8.210173419168121711e+00	-1.392581601606576669e+02	6.216259768184517753e+00	-1.087156661097943243e+03	1.628048389843847232e+01	-1.684588678068328127e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.437736916176800328e+00	3.328181196827166843e+00	4.478726331638988256e+00	-4.198629411713693571e+01	3.192610338403357506e+00	-9.803377525529673164e+01	7.280598870411501444e+00	-1.592617868556369887e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.813200735399882246e+00	9.444833135499155929e+00	7.590517055090931997e+00	-2.701143715716230176e+01	5.156487842574835057e+00	-1.313082107343296627e+02	6.753624412366119323e+00	-1.916127339885894454e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.996600553309333392e+00	6.705960063837541618e+00	9.763947408823415941e+00	-1.383770283269965091e+02	9.345657332953322793e+00	-9.321651035198869977e+02	2.130536329039592403e+01	-1.596733909641183891e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.877961357789601493e+00	6.468125945126535825e+00	3.020681455068388477e+00	-4.349028907136704447e+01	4.352121560538700251e+00	-4.704801426037953433e+02	8.656363854347903342e+00	-1.529558810218919263e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.720448994003283438e+00	5.938915408129590290e+00	5.549596070752273569e+00	-6.969070386406494322e+01	8.676732775545103138e+00	-5.408461450497110263e+02	1.390018127118336366e+01	-1.506741297479477382e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.799609286357903848e+00	3.077199499170288011e+00	4.114882530893337886e+00	-6.420852880577763244e+01	3.060112504337415551e+00	-1.459509984833599958e+02	6.567270354479164851e+00	-1.471021471330571817e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.368892921162495391e+00	2.739061562586636800e+00	8.140554706940186236e+00	-8.596721915753185783e+01	7.045969525458796845e+00	-1.857255003749682771e+02	1.503097414261043774e+01	-1.441994072569521945e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.357421851349069897e+00	2.748886150303921916e+00	5.767280696036812593e+00	-6.872582734889304845e+01	9.929390539490690060e+00	-3.216016625926354209e+02	1.495148452621068635e+01	-1.468820031382695346e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.608485734982249227e+00	2.505867621728246952e+00	6.633595493726194725e+00	-6.170989473786591617e+01	2.122226495081719122e+00	-5.373077811451079810e+01	6.101552199719490588e+00	-1.780019030056321228e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.197321953124139471e+00	8.114721687112975701e+00	8.198525709943034201e+00	-1.398815843647022206e+01	1.299671299127235224e+00	-1.312164754925156096e+01	1.647252515160916975e+00	-2.688704367943585360e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.825478174206190296e+00	4.677583697680668173e+00	4.687686369618525362e+00	-1.073507886728556926e+01	4.644155763868166531e+00	-3.689208879105130734e+01	4.734190884472988969e+00	-1.567053941617032153e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.417969729240745158e+00	1.918287101293425501e+00	9.164738537569633081e+00	-2.042156627451592144e+01	1.623316945551779966e+00	4.455451775644458934e+00	4.164092547669268285e+00	-2.276062055428633268e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.586463985676643595e+00	9.884041836189947361e+00	5.517982881720834953e+00	-7.684458876543820338e+01	7.548677507417736798e+00	-9.377815179797448764e+02	1.485746810359733949e+01	-1.679749774120696593e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.520957498860715518e+00	8.996195439652382220e+00	2.119288339461347981e+00	-1.558832382284214901e+01	9.752958911550736687e+00	-5.937197439362827254e+02	4.667858381684148128e+00	-1.241403934512126161e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.524286489601966110e+00	9.739488901848016411e+00	7.082644685185739419e+00	-7.826470304346763385e+01	5.043740708527838734e+00	-4.564141008225124665e+02	1.188236679848097310e+01	-1.684346142852126471e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.087077670660006490e+00	1.017521636397218110e+01	7.985360090668712552e+00	-1.463782954423612637e+02	3.453809876850701954e+00	-5.720098603431305264e+02	1.120768491455944726e+01	-1.920521273363539949e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.083359581833921226e+00	1.927057286989432683e+00	3.537508498011068703e+00	-2.330715358786167357e+01	5.008758451391605249e+00	-1.005194078131544302e+02	4.982960914670396591e+00	-1.284610228636303031e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.547635902803360608e+00	4.273019097368610630e+00	8.512296364206910937e+00	-7.815550927634045308e+01	7.153532832044271039e+00	-2.874020841452249329e+02	1.449947373515897375e+01	-1.640890742081113407e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.120557235267241936e+00	7.918202644706410886e+00	9.337354298686310727e+00	-1.360407026205022305e+02	1.606095083647567812e+00	-1.333050371787720678e+02	4.230338330240080325e+00	-2.068058550485081248e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.972656848353921966e+00	6.767126615947479884e+00	3.947238390277832298e+00	-2.071669125644748988e+01	6.434787010273589125e+00	-2.693326555131554869e+02	5.413561453372242482e+00	-1.351509186257485062e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.385906723399615181e+00	2.135391788510928812e+00	1.006026306660071157e+01	-2.738495190693235060e+01	6.715362019286140516e+00	-3.733358028056445477e+01	7.584813484722253918e+00	-1.859845026911370880e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.482707360968082533e+00	8.147839143736177903e+00	2.626929243550702786e+00	-2.096073474090322009e+01	6.261322741681773607e+00	-3.625834499884108482e+02	4.820472454289501663e+00	-1.206310346182694282e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.465695658882721020e+00	2.948710608330939564e+00	3.087078156768748194e+00	-1.222062331272102398e+01	3.389223963721931465e+00	-4.063978657005105077e+01	3.116782599422081912e+00	-1.417440340574373403e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.005663662324932872e+00	2.934407579269865174e+00	2.888036317831955468e+00	-5.691876887616184888e+01	7.330058923732909903e+00	-4.510353130770410530e+02	1.055559198147378552e+01	-1.190005333037887025e+00
