G	c	dx1dt	d2x1dt2	dx2dt	m2	Fc	Fg	d1	W	m1	d2
1.000000000000000000e+00	1.000000000000000000e+00	1.828020824758155083e+00	2.538290297361574410e+00	1.861693680433464504e+00	5.740608791589111526e+00	1.845860323939269243e+00	1.669045192329858818e+00	1.657668382894384562e+00	1.595603966449386846e+00	2.602313730187594265e-02	5.064499393618700829e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.142817415764783817e+01	1.031555197377842070e+01	9.030458316716563072e-01	3.783660147696235487e+00	4.416365041328848662e+00	1.127708219976421056e+01	1.131018299861177023e-01	7.476894376180667656e+00	-8.988275182635794280e+00	-1.980492841461533482e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.019307313345253263e+00	9.895896863649646491e+00	8.558502721029334737e+00	3.304349940874462987e+00	7.541864615632919211e+00	2.449821159831210693e+01	1.667700801409986999e-01	6.286551999759048215e+00	-3.791607925393964962e+01	-6.766931492275059412e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.096361286816243119e+00	6.465164597075199193e-01	1.623315192884680513e+00	4.216872678695136045e+00	3.674118384254634773e+00	1.732182769714302140e+02	4.105695877509485392e-01	6.736638519583432405e+00	2.466200258436020576e+01	3.629815019793075237e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.565196744687734398e+00	7.567605712432913911e+00	6.024616790686194712e+00	6.557839967923939639e+00	7.074651134546206421e+00	2.022681075037614562e+01	7.952378491466856048e-01	2.008387116431991526e+00	2.010369289330867226e-01	2.599205010729066512e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.749816437686273041e+00	1.009062993275299291e+01	4.979486624955653085e+00	4.766651241189309829e+00	3.464116052642443044e+00	8.423847527314048733e+00	4.446182073300918858e-01	2.648038122639092773e+00	6.823759322123859050e-01	1.837626483758388662e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.586281612802257879e+00	2.494258897854792156e+00	3.865146607157690983e+00	7.861471356407803590e+00	8.692956727515497306e+00	1.833059886006917907e+02	6.590400823449760193e-01	1.835130302953716930e+00	-1.210925612726684308e-01	1.367605720186042717e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.857407391700071742e+00	6.286175292308112006e+00	8.970155753462224268e+00	4.223491587024232885e+00	9.018682967612877022e+00	5.069431308812951187e+01	2.269284974460476501e-01	3.711019523704608414e+00	2.009573312172701520e+00	2.144526004277120368e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.010293314295051204e+00	9.645775253538188210e+00	1.896594967934400522e+00	1.203461919286135995e+00	3.056783997794349617e+00	1.543508100614424805e+01	1.729991852270961750e-01	5.599695531037466978e+00	-3.927609908560604879e+00	-6.736710694637618735e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.566723343583837469e+00	5.708666941940705453e-01	6.590663711266993019e+00	7.873523627992289775e+00	3.360375132131355969e+00	1.334063214220171112e+01	7.135563247425567024e-01	7.890924837347808030e+00	9.080054235455248701e+00	6.214170690918042084e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.915561795791972166e+00	7.361335790008674884e+00	9.833677602530713102e+00	2.724920737064966847e+00	3.539160199265290352e+00	1.277300305900006627e+01	6.950222522208539255e-02	6.770422187600656727e+00	3.922844921735489265e+01	1.181323382594399440e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.305993767687504192e+00	4.383839119113778438e+00	5.662885240822298272e+00	4.770383253656615530e+00	3.692270281142089772e+00	1.079159952780528897e+01	7.074639460061421525e-01	4.533128381730000989e+00	1.591973917071709099e+00	3.468212757668973634e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.890094888881145074e+00	8.989554456216186651e+00	1.003656099136045476e+01	7.091226826421213936e+00	7.449998812915778146e+00	1.606203171576552791e+01	6.969610327851969434e-01	9.530695159057923860e+00	1.549039064279045919e+00	2.644663925280281269e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.412864973763254817e+00	1.020263809030489277e+01	1.817315950501080080e+00	4.244653924397982614e+00	8.488061343329743380e+00	3.086215444752081538e+01	3.874447919330945012e-01	7.734557144319872179e+00	2.166056723981268473e+00	1.972068711500053695e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.777435363843589577e+00	9.513508825083935250e+00	3.996704206078535826e+00	1.840637344133535303e+00	6.767497654573977783e+00	9.226458612164080932e+02	8.760634264562777718e-02	9.216517972190215957e+00	-4.398781573331932648e+00	1.228880609073929620e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.921013072889146578e+00	4.892690512409336279e+00	3.197414879432005641e+00	4.418836586019414980e+00	8.410297335004942809e+00	6.445217639346971339e+01	1.557239131219318173e-01	5.849680321907603897e+00	-1.353365831085831594e+01	-2.218210447410762232e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.097676049355350791e+00	8.704694650095330388e+00	6.429433576089358837e+00	8.617661003924499852e+00	3.606624546579226376e+00	1.122195338611430415e+01	1.131454412886954586e+00	3.589089010117088030e+00	1.294761333535192627e-01	3.162841618097836260e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.926523181316287747e+00	8.308251431574133150e+00	1.032887400410697509e+01	6.114611250953243093e+00	2.855572636853205282e+00	5.694343389653799825e+00	4.210984672135680285e-01	8.007448031486865681e-01	6.483880159090494866e-01	1.492357637887269384e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.005568485496518782e+00	3.377721323389692110e+00	4.439223221143363318e+00	6.715746327408143479e+00	7.552324156939746125e+00	3.413004543007117064e+01	3.169343014767916356e-01	8.569479940278286634e+00	6.725724604172769183e+00	2.661634344206817993e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.424334089721093655e+00	8.318743311754289493e+00	5.683607804281544773e+00	7.043649230116746374e+00	5.069609077120263763e+00	9.795995131695100611e+00	1.561041776023707861e+00	1.684966418967005719e+00	-1.039825725520030775e-01	4.035149219721748892e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.185885093655165257e+00	1.371135333296060743e+00	1.994884522261950233e+00	3.125759496781355118e+00	7.254952496159862818e+00	-5.994614933258127998e+00	1.414714768951504942e-01	4.008368227399226491e+00	-1.868102619962951350e+00	-2.006116892424166243e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.607715171801604281e+00	6.274050270749673253e+00	6.180360609627645552e+00	4.629974478115459036e+00	3.561856249000548313e+00	6.701076822929483257e+00	6.288173457889765228e-01	5.169016707734568783e+00	6.895831347114238508e-01	2.831403760094786115e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.480787140019405923e+00	2.922448083718176992e+00	5.165200068183133375e+00	9.035868852139625318e+00	1.949461072012360852e+00	4.109733414883094405e+00	1.624267953926501695e+00	6.140175514863817519e+00	8.904104542010112811e-01	6.153769371389032017e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.940660733057205434e+00	2.210826999499863721e+00	9.521193582646313658e+00	2.757691239710727160e+00	9.401880625748878728e+00	-3.150265897517339653e+00	2.217201427660738661e-02	6.485748567361676820e+00	-1.398972440522727734e+00	-1.334379338431335160e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.996242984741115833e+00	1.988208230342431326e+00	5.517292226453330173e+00	4.171889900337550472e+00	2.160159560157440595e+00	2.346402179911179076e+01	1.365754439710190338e-01	3.406509785000586099e+00	-5.777969912046503342e-01	1.273184784187272545e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.696565636766438345e+00	6.630120983091867259e+00	4.324153418521658132e+00	3.866164543882382620e+00	9.968205541515132495e+00	9.273943350223720472e+01	1.383216970756497022e-01	4.290017657371723914e+00	-4.709364631621289377e+00	6.418968030970518823e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.158622991521567336e+00	3.918462916886997771e+00	2.516916282291904672e+00	5.136396216382540736e+00	9.630714210183398905e+00	1.560341852909144791e+03	4.332457272987971231e-01	7.267660477460453627e+00	3.772056216645360394e+00	6.991494324579268493e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.676358416360731463e+00	6.424989394567409029e+00	3.933227617317952785e+00	1.003204545402380710e+01	7.830339599976037235e+00	2.155293629123812593e+01	1.690956171606833536e+00	9.887720426534917451e+00	8.934780573152609762e-01	5.158553937721681137e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.902587803842951786e+00	1.497981941420706509e+00	3.749691206192759196e+00	6.303928866286858668e-01	6.780986855530725776e+00	-2.456911544772516720e+00	1.054020004891786516e-01	8.564779562689224690e+00	-2.031190073498739590e+00	4.527897575338987735e-02
1.000000000000000000e+00	1.000000000000000000e+00	4.144966383320126013e+00	3.921354692766398475e+00	2.541594234959459797e+00	5.099209259309981590e+00	6.224300785011360304e+00	2.853381948240880206e+01	3.356024524016182342e-01	8.326839220406675679e+00	6.705144700898723720e+00	3.439341777019268687e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.078655574928179206e+00	6.172399124890190159e+00	8.648978497130553222e+00	2.494031157654041930e+00	1.005792074294798333e+01	-1.179180069768523396e+02	4.924147049343640670e-01	8.124435231892762843e+00	2.927153645545219174e+00	-4.743266285430623341e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.836752009043290279e+00	8.202239383981856591e+00	6.377929775946475921e+00	9.805311092481613144e+00	3.427716714113884677e+00	7.164470478554811450e+00	5.384966560508299693e-01	4.859054405947985877e+00	9.543708128002341695e-01	2.593654068390145451e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.395548988293183079e+00	4.173731178429529010e+00	5.330484212181543668e+00	1.952358551715436263e+00	4.840138602119938405e+00	-3.120525196239760035e+01	5.504901933672081693e-01	2.696352361211153514e+00	1.920587588783456923e+00	-2.660750322726473271e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.329540504622963581e+00	6.669308063158683630e+00	2.463615296562212009e+00	4.779802663753715208e+00	6.491319033769753943e+00	2.321710972246283333e+01	7.709416715148365018e-02	7.560305758223960559e+00	-2.332913829966075170e+01	-3.240997628359261196e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.541735903939331909e+00	8.597998335256807678e+00	9.129637945347610639e+00	6.502369308234906775e+00	5.518625198370041396e+00	1.401713691072568757e+01	6.573405406888175317e-01	7.403507588963813113e+00	9.033744531211238549e-01	2.882053811989133685e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.201557758556528022e+00	5.921956575528487754e+00	8.188555647371517310e+00	7.614724921265463742e+00	5.704232954641715203e+00	1.308509632802947920e+01	3.249751335484037384e-01	6.827445285087949678e+00	2.795143888642210417e+00	2.021614371284495615e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.633992098816599459e+00	2.950322767761064835e+00	2.051985753000618029e+00	4.838195121790607622e+00	5.034225577632466475e+00	1.670284323350919564e+01	3.130419037170768526e-01	5.248665140021225639e+00	4.364146777182166481e+00	3.112504304104356301e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.242947913048611852e+00	7.933156435633372805e-01	7.527962267330730484e+00	4.017243809892389272e+00	6.111299388944106070e+00	-8.724831534884470940e+00	2.764985256830371219e-01	6.056976954570259863e+00	-6.508605925502173761e+00	-7.061491350523787514e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.509878715606387978e+00	8.764288261947841718e+00	5.539600278991591686e+00	5.080500228354937420e+00	9.004642716753556542e+00	2.908615107792163457e+01	2.567417098063614067e-01	5.390511930858101763e+00	1.762426520255664597e+00	1.294528787416159510e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.018285044400581540e+00	9.177858621492462898e-01	1.021535169386707853e+00	2.812499897133748039e+00	2.241812538933569687e+00	-1.504724035974119012e+01	4.896272419117681518e-01	5.715168339510576345e+00	-1.733027888804195413e+02	-3.295460831216217912e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.654829170535021987e+00	9.105456344328214158e+00	5.245638849542316073e+00	2.719756372531621835e+00	9.217380002214801138e+00	7.525595613632265213e+01	8.962807992531990342e-02	3.305245075933429089e+00	-7.643753116537127523e-01	6.289763313036879078e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.585256940072442333e+00	5.787668652562784288e+00	5.139283466763028940e+00	5.501323644007291236e+00	6.594408011033017658e+00	2.623441218460246205e+01	2.350724432843298850e-01	8.011019168343828767e+00	1.978727428618410045e+01	4.266003279482835531e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.759493799484317833e+00	9.700557358826229049e+00	2.322347250106047589e+00	2.955036754055424986e+00	8.667240489472481713e+00	3.407324188477237925e+01	1.076563749018967370e-01	3.259248593912156267e+00	-2.650006633182917071e+00	1.641001144394614586e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.009158726666057149e+01	8.435154631543541726e+00	1.013069693850065711e+01	2.502669673143195439e+00	6.026639461816150067e+00	1.933702962397664038e+01	9.037720563021792164e-02	2.261775254235952382e+00	-2.198032802123778051e+00	9.510015517128954377e-02
1.000000000000000000e+00	1.000000000000000000e+00	6.331670031117309527e+00	9.881452077436318149e+00	9.405650478210210608e+00	6.286620669697856378e+00	8.138854639394599744e+00	1.967509931688168123e+01	3.415962389606304050e-01	4.591275428634794764e+00	6.059296834686127564e-01	1.448862477382563130e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.494742511594020939e+00	4.090573988273470185e+00	6.339074642710190055e+00	9.681800306320585747e+00	6.848769556831333372e-01	4.299979664675689150e+00	2.909492726301417531e-01	7.351211121118595315e+00	5.285506600673844702e+00	8.067212849846940870e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.980809006246543325e+00	8.183744989166012118e+00	5.044467602184163013e+00	6.297931073809789559e+00	8.828788773942058299e+00	2.517217255768165174e+01	1.212096966918656982e+00	5.391942742627717777e+00	1.342310473652852110e-01	3.975508574260130157e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.725053491149342921e+00	5.978092141769444368e+00	4.466689070647069215e+00	1.682927101823977312e+00	5.015379374793949019e-02	3.709091961480537769e+00	1.894741039995651855e-01	3.896733112906018537e+00	-1.551006926013110920e+01	-1.033393437559178984e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.696326742291768053e+00	4.768611517591285320e+00	7.032642778649251802e+00	1.323361213052663965e+00	8.871941952161655820e+00	-1.768351088498540236e+01	3.932739651994264229e-01	6.000967254059713873e+00	3.777410808917524232e+00	-8.809425926981712118e-02
1.000000000000000000e+00	1.000000000000000000e+00	4.286596462660173579e+00	6.670776173033223344e+00	4.657527251997385598e+00	8.852431311132361813e+00	9.869575977841391179e+00	2.923441918798192418e+01	9.462363857097070285e-01	4.797323205779257194e+00	2.647782439084883643e-01	2.637836026259051003e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.208781437154343052e+00	8.197902853703842752e+00	7.538341197531440718e-01	3.749784823867482242e+00	2.545450808286604083e+00	8.156837985403390334e+00	2.531533094291168462e-01	8.882892320711134104e+00	3.579612027338680669e+00	3.290059815031513679e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.896036251357420710e+00	9.845117354238471563e+00	5.547647232263611450e+00	1.738457721313567461e+00	3.102099747401289687e+00	6.214982103444291361e+00	1.920497114545357542e-01	9.309154214376468062e+00	1.220563289788338324e+01	8.118594327150837842e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.379648529616835262e+00	7.539470141036440864e+00	8.691697982452355475e+00	6.736685248266875981e+00	7.793894204252563185e+00	2.514837951749737144e+01	2.492859716484130961e-01	5.582463805957691427e+00	3.482433832916202121e+00	1.679734248526055573e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.922005506801841790e+00	4.693195236031657558e+00	5.174731821603030468e+00	6.208089156679607257e+00	3.582874519904272859e+00	9.917888161811486469e+00	5.787148343857400068e-01	4.593592278090966374e+00	1.403682845606112117e+00	2.210030643661014871e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.572070202911417969e+00	4.878614577678821007e+00	1.838392006069898832e+00	5.742580328531365907e+00	9.879357667502672413e+00	3.856405564636186512e+01	6.572338284955181464e-01	7.103965985081716283e+00	1.888011860462086799e+00	3.376607680030306202e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.663746674717922147e+00	7.365984812064729326e+00	8.185450600651977382e+00	1.996726284452629674e+00	2.102404263114698413e+00	6.045542454291806145e+00	1.800291400434657629e-01	1.462685634819353764e+00	2.583161819733725384e+00	2.534586112883069564e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.734683178108070045e+00	2.156661577025244192e+00	3.516996668394316572e+00	9.186658018470881260e-01	2.663400315292621112e+00	-1.894774337559439914e+01	2.763148285368161594e-01	5.002818260211877366e+00	-3.852665081882356013e+00	-2.905203429009496574e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.144970244914363278e+00	2.787314719415063813e+00	4.148042836481687701e+00	9.754380361546628464e+00	1.056456195374222951e+01	-1.223714362947991049e+03	3.517413562837852781e-01	4.086958258255679155e+00	1.263264639848745752e+01	-4.801132666036703256e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.674390067721436504e+00	4.658502275305052009e+00	2.062456073178733362e+00	3.132277920155604800e+00	7.332554676034576779e+00	-4.100401417309263365e+02	6.406866349308926178e-01	9.500042179494732508e+00	2.869480594511779614e+00	-3.645269514635083397e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.073508371505425529e+01	3.512518787542982857e+00	4.459853744681585574e+00	6.778299432721293094e+00	8.150347101257585436e+00	5.480865924305361148e+01	2.826876503104560623e-01	4.066594963565344223e-01	-9.946806161648419575e+00	5.425258422637605493e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.315750987231918856e+00	3.169019177944858434e+00	8.091329458474644909e+00	6.498193784505091664e+00	3.025573799434360112e+00	8.612064419192570597e+00	2.695396595479486179e-01	6.668820252269355819e+00	9.613779384878034406e+00	3.629756971964226420e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.319211114861748690e+00	3.149770263802428083e+00	7.057463210791565800e+00	5.467284056287515348e+00	7.292275550406401408e+00	4.796936493628076903e+01	8.123578449039325911e-01	7.900688222959209916e+00	2.140935856074499544e+00	6.130939340074039734e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.233573329530992080e+00	1.579662415644056406e+00	2.403394774259989930e+00	4.014986177545440071e+00	6.130158099301609376e+00	-9.481299527696714691e+00	1.188952720276692743e+00	4.894120624497020344e+00	2.600129350112332816e+00	-9.031838000494741836e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.439879283303364232e+00	1.589234975769286518e+00	8.836013407589145885e+00	3.316657189484485180e+00	7.127521894352453202e+00	-4.673976842241707175e+00	1.853640056222297661e-01	1.581450204363032075e+00	-6.502654020841217575e-01	-1.170255535874226149e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.451846823900118544e+00	1.036916912886200315e+01	8.346251160808206393e+00	6.182228428656287633e+00	6.883995029458763071e+00	1.766721793576293109e+01	3.354514649078259581e-01	1.057189565087357153e+01	3.328504943074180655e+00	2.114857015337042068e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.782151573167618075e+00	5.434465792557546138e+00	8.297984346057631910e+00	7.960253026164221701e+00	6.170439578353476229e+00	1.938674925497916490e+01	3.834278864568541056e-01	5.890237205699711431e+00	2.298709245612194252e+00	2.043878845077446105e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.357864681710612587e+00	3.490472461458802744e+00	3.362060917194973353e+00	8.997532586307809055e+00	4.230254231605588444e+00	1.137226802126962255e+01	3.518838083589293508e-01	5.998325766022223782e+00	3.677878565137647104e+00	2.312544641207963547e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.597907019714289056e+00	6.947347775329517638e+00	5.174648014352482228e+00	1.977568917741720167e+00	3.296020385017980558e+00	1.513759759493144230e+01	3.720148377419525421e-01	2.699643010886310091e+00	8.271631541402704180e-01	2.336463047288631856e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.656042498304345134e+00	3.516762443700964802e+00	1.016387733637946944e+01	2.547530810944245161e+00	7.403674667322138525e+00	-1.396049588455233348e+01	1.880727993080560656e-01	5.694254922991770940e+00	-6.107683879290075168e+00	-6.695080020034346324e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.861997284217525861e+00	9.035819958584772493e+00	8.235102186698071591e+00	9.413716980442243809e+00	2.572629524002975288e+00	7.418599442168019031e+00	1.592952401543719754e+00	5.270953645310259006e+00	4.951579013214643665e-01	4.337382236642400635e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.531750686607425749e+00	8.755402672848276779e+00	1.114395281876631838e+00	8.375456555527737379e+00	7.202421114359902177e+00	1.721407246657836509e+01	3.053224536137303935e-01	1.873137104544708942e+00	7.746884296234743950e-01	7.625763752785089666e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.368618405638335034e+00	2.811840283293714826e+00	1.452919697903017004e+00	8.635407968411982438e+00	2.769410344956610093e+00	1.002461945539284471e+01	4.768679898477246604e-01	1.795541193868421370e+00	4.937178978683173014e+00	2.457247737144210742e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.651599238474751985e+00	5.420940311280643797e+00	4.639341158868981907e+00	3.520325794131650365e+00	8.060103881186005736e+00	9.925813998482500438e+02	2.532710902817664200e-01	8.981459666503250006e+00	3.068305413808601401e+01	4.034962475158460649e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.427864479989861213e+00	9.280117817508568123e+00	8.795828875948911829e+00	6.405670959713793522e+00	8.179011589377584102e+00	2.151651194157675562e+01	1.373743780431132322e+00	2.987270569078079419e+00	6.786977919134834503e-02	3.893293609740848371e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.755959837727664841e+00	9.253633515966525280e+00	5.816952218327925195e+00	7.368793041962840462e+00	3.559222709854192424e+00	8.454923788826791409e+00	6.318844135326058264e-01	2.285725323521529795e+00	2.786872093049292398e-01	1.911650899024423200e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.607150463345501823e+00	5.363291427687592261e+00	5.589105472431388222e+00	7.625816526120384964e+00	1.479086872121977425e+00	3.314226477378559022e+00	6.123693840384802911e-01	6.414648430412153601e+00	8.886607435565121449e-01	4.112686607049653276e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.956028967605158542e+00	5.771849081967734385e+00	2.341735605263532971e+00	4.335501655200671323e+00	2.236366350792367896e+00	4.246479404516956713e+00	2.072346637481128073e-01	8.186886562735969264e+00	2.052720362852195990e+01	1.274146169598501643e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.659673121188150802e+00	2.068761481764737287e+00	7.247212579673039556e+00	9.603438382667462969e-01	6.219975670546546986e+00	-3.372416513231646817e+00	3.542959100859412180e-02	1.126968217983225440e+00	-1.544077697681505712e-01	8.977858966836733956e-03
1.000000000000000000e+00	1.000000000000000000e+00	9.600065110220715070e+00	9.525086592165543209e+00	9.258691981266771620e+00	5.583985524893987140e+00	1.007450426427516632e+01	2.500752423074926512e+01	2.800036804827877313e-01	6.264926124841424304e+00	3.205283752555379451e+00	1.527986262621684688e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.243505525357447183e+00	3.119521618098219484e+00	3.886695600100403158e+00	3.784179498564282262e+00	1.345673835154781006e+00	7.290015690373432555e-01	2.553886079611888404e-01	2.087868213828882880e+00	-3.646966777769672152e+00	-8.468191567728621250e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.780839857634042289e+00	9.266411649219771007e+00	7.852081101030321975e+00	5.233909911217665467e+00	7.278501306071714971e+00	2.315967691144891560e+01	8.686149230106410268e-01	1.136178410546216488e+00	4.124838632808348615e-01	2.336616577720052934e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.932316170731007254e+00	6.992351970194721211e+00	9.191455563834578513e+00	1.021250589582970569e+01	3.661165639140175898e+00	7.733304195967367178e+00	3.956953348157193351e-01	1.602825246058751096e+00	5.019717745892704475e-02	1.375152080603051719e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.528502857091210032e+00	6.957979884522143443e+00	3.539171540715318365e+00	4.702218111307804982e+00	5.489418742608763502e+00	1.454196667762769657e+01	2.117707730449751302e-01	7.998069944315505886e+00	4.613339807955223648e+01	1.166188261930905234e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.893466962001128628e+00	5.219364114144770639e+00	5.432518108395284706e+00	9.155332622584811730e+00	1.013375925359822993e+01	3.156147146565762895e+01	5.235283877902067173e-01	2.541047087424706863e+00	6.791004585968903884e-01	1.792551811363009229e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.212521659755514847e+00	3.158697412410447658e+00	4.222007530573495870e+00	2.292329791559981622e+00	4.579804719778972633e+00	2.088814088648909433e+02	1.849416538578242120e-01	1.402982149395875622e+00	-7.994608996867329509e-01	5.975244755221473802e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.143813637792462146e+00	2.357342262394102494e+00	8.937867648528616371e+00	7.586574370245704912e+00	4.776065911612831449e+00	2.439763478299449773e+01	3.598082001586916934e-01	4.058123303352640932e+00	5.163463314194540743e+00	3.245810319519100151e+00
