G c dx1dt d2x1dt2 dx2dt m2 Fc Fg d1 W m1 d2
1.00000000e+00 1.00000000e+00 2.25544475e+00 3.67614107e+00 6.04151365e+00 4.89490192e+00 3.16478427e+00 9.76413249e+00 7.23420059e-01 4.91856691e+00 1.39402635e+00 3.40333936e+00
1.00000000e+00 1.00000000e+00 3.62930184e+00 9.31956576e+00 9.43140216e+00 7.16899495e+00 7.05145459e+00 1.78763066e+01 6.58436551e-01 9.57808103e+00 1.10114853e+00 2.62746335e+00
1.00000000e+00 1.00000000e+00 4.29725659e+00 9.73952421e+00 1.47032091e+00 3.99210541e+00 8.43458216e+00 2.97970286e+01 3.09663102e-01 7.47320681e+00 2.16770623e+00 1.86906473e+00
1.00000000e+00 1.00000000e+00 5.10462986e+00 9.49839840e+00 4.76913987e+00 1.50927091e+00 7.05782918e+00 9.19813946e+02 9.85556869e-02 9.37148683e+00 -4.73785778e+00 1.22158930e+01
1.00000000e+00 1.00000000e+00 8.06658365e+00 5.26792795e+00 3.34142012e+00 4.36528942e+00 8.41915403e+00 6.28827077e+01 1.80385717e-01 5.74829176e+00 -1.36053078e+01 -1.88311473e-01
1.00000000e+00 1.00000000e+00 2.79706404e+00 8.75838386e+00 7.57738868e+00 9.50003724e+00 4.57292946e+00 1.02753180e+01 1.13214393e+00 3.33013847e+00 2.28417091e-01 3.03920409e+00
1.00000000e+00 1.00000000e+00 5.62810995e+00 8.60094459e+00 9.83167381e+00 6.77560958e+00 2.40685274e+00 5.24712275e+00 4.01295736e-01 1.47544018e+00 3.39443764e-01 1.36163118e+00
1.00000000e+00 1.00000000e+00 6.33173112e+00 3.87190426e+00 3.30877056e+00 7.04331234e+00 7.64155853e+00 3.47672130e+01 3.70794453e-01 7.53476366e+00 6.00594795e+00 2.81540903e+00
1.00000000e+00 1.00000000e+00 1.41805371e+00 8.46023927e+00 6.88757141e+00 6.69053938e+00 4.24427055e+00 9.98610517e+00 1.57270474e+00 2.09172698e+00 1.05930402e-01 4.03241200e+00
1.00000000e+00 1.00000000e+00 6.46790367e+00 1.33306871e+00 2.78287869e+00 2.79092925e+00 7.04143743e+00 -5.05630664e+00 1.43834819e-01 3.72497615e+00 -1.83508961e+00 -1.53255092e-01
1.00000000e+00 1.00000000e+00 2.53471711e+00 6.36642891e+00 6.08797229e+00 4.76500478e+00 3.43579548e+00 8.88394222e+00 6.26632028e-01 5.79223817e+00 1.06237337e+00 2.85383803e+00
1.00000000e+00 1.00000000e+00 1.58546434e+00 3.07007954e+00 5.17539238e+00 7.75845819e+00 1.73106671e+00 4.05094303e+00 1.63116424e+00 6.07974929e+00 8.32004334e-01 6.22406284e+00
1.00000000e+00 1.00000000e+00 9.53996984e+00 2.08510197e+00 9.74804797e+00 1.91235608e+00 9.93323616e+00 -4.98876745e+00 6.68190819e-02 6.40524877e+00 -1.34012010e+00 -5.23551991e-02
1.00000000e+00 1.00000000e+00 9.69068830e+00 1.69257881e+00 6.47674545e+00 3.50067498e+00 2.40581357e+00 2.56027360e+01 1.20413703e-01 2.49629797e+00 -1.01371696e+00 1.19556850e+00
1.00000000e+00 1.00000000e+00 8.27557613e+00 7.26659898e+00 4.14555735e+00 3.48687198e+00 9.89578895e+00 9.04186796e+01 1.40448307e-01 4.41763664e+00 -5.24360913e+00 7.42499655e-01
1.00000000e+00 1.00000000e+00 3.74152392e+00 4.05887467e+00 2.02686206e+00 4.88817035e+00 9.79551939e+00 1.55832198e+03 4.35488360e-01 6.55474804e+00 3.47554103e+00 6.99069028e+01
1.00000000e+00 1.00000000e+00 1.87904903e+00 7.52290094e+00 2.36122146e+00 9.82331867e+00 8.14436294e+00 2.08941312e+01 1.74260464e+00 9.72836978e+00 4.99585602e-01 5.27475247e+00
1.00000000e+00 1.00000000e+00 7.15809724e+00 1.58820707e+00 3.02785237e+00 1.60752292e+00 6.93480666e+00 -3.12906955e+00 7.48580182e-02 7.54868024e+00 -1.76596355e+00 -6.40524579e-02
1.00000000e+00 1.00000000e+00 4.96137244e+00 3.83761304e+00 3.25869995e+00 5.66830895e+00 6.20026345e+00 2.88428886e+01 3.80829365e-01 9.30343381e+00 7.06448105e+00 3.43675502e+00
1.00000000e+00 1.00000000e+00 2.09834411e+00 5.85542163e+00 8.65554452e+00 2.61428214e+00 8.79491391e+00 -1.17987732e+02 4.15292884e-01 7.85990852e+00 2.76278134e+00 -4.80745684e+00
1.00000000e+00 1.00000000e+00 5.45659219e+00 8.11650848e+00 6.05100509e+00 9.73608891e+00 3.60495569e+00 7.93377369e+00 5.94760036e-01 6.32545272e+00 9.46837285e-01 2.57684999e+00
1.00000000e+00 1.00000000e+00 1.30949669e+00 3.86877253e+00 5.71051820e+00 2.01973154e+00 5.20913091e+00 -3.12577542e+01 5.14124131e-01 2.72821032e+00 1.16830230e+00 -2.63893890e+00
1.00000000e+00 1.00000000e+00 9.18388362e+00 6.63302239e+00 2.03291985e+00 4.63240902e+00 6.57450972e+00 2.29850733e+01 1.68135443e-01 7.00017087e+00 -2.26060326e+01 -3.24688628e+00
1.00000000e+00 1.00000000e+00 3.32901983e+00 8.97379973e+00 8.74125724e+00 7.64096486e+00 4.70071428e+00 1.08952810e+01 7.65086546e-01 6.61041609e+00 6.70229136e-01 2.75223014e+00
1.00000000e+00 1.00000000e+00 6.96270056e+00 6.54276869e+00 7.50532873e+00 7.34098985e+00 4.84737809e+00 1.21464771e+01 3.51443610e-01 6.42222253e+00 2.56821874e+00 2.09890797e+00
1.00000000e+00 1.00000000e+00 3.80539968e+00 3.09663527e+00 1.60901526e+00 4.80455773e+00 3.97256201e+00 1.70503400e+01 4.20854411e-01 5.40807281e+00 4.65086788e+00 3.33207473e+00
1.00000000e+00 1.00000000e+00 5.68061219e+00 1.21960703e+00 7.37051588e+00 4.11871751e+00 6.07808635e+00 -8.56069949e+00 2.41682726e-01 5.75790944e+00 -6.14451123e+00 -6.38378020e-01
1.00000000e+00 1.00000000e+00 5.92039251e+00 8.83088987e+00 5.89184396e+00 4.57851141e+00 8.65517075e+00 3.02697772e+01 2.57781974e-01 4.00998274e+00 1.89008914e+00 1.39866512e+00
1.00000000e+00 1.00000000e+00 2.66369010e+00 1.19142470e+00 1.73552811e+00 3.37848637e+00 2.81375540e+00 -1.41371422e+01 4.22782711e-01 5.67381423e+00 -1.72685096e+02 -3.30379815e+01
1.00000000e+00 1.00000000e+00 9.72626165e+00 8.87231505e+00 5.12470577e+00 2.84799645e+00 9.40989735e+00 7.37446898e+01 9.76050392e-02 2.77800315e+00 -1.31276273e+00 6.44111551e-01
1.00000000e+00 1.00000000e+00 7.97619541e+00 5.76043421e+00 5.36226658e+00 5.34735728e+00 7.20178888e+00 2.70541326e+01 2.23471509e-01 8.24656958e+00 1.87710028e+01 4.19473654e+00
1.00000000e+00 1.00000000e+00 9.45549047e+00 9.45160929e+00 2.49197086e+00 3.41680380e+00 8.40945891e+00 3.50980203e+01 1.20452197e-01 2.67199259e+00 -2.52158296e+00 1.61353355e-01
1.00000000e+00 1.00000000e+00 9.05344615e+00 8.18904912e+00 9.51128332e+00 3.58715498e+00 6.00571623e+00 2.03202827e+01 1.32073280e-01 1.76469661e+00 -1.95746906e+00 9.43529047e-02
1.00000000e+00 1.00000000e+00 6.38109981e+00 9.98140699e+00 8.64977834e+00 6.91080457e+00 8.01565031e+00 2.08851454e+01 3.61003838e-01 4.92621424e+00 1.09919946e+00 1.43474222e+00
1.00000000e+00 1.00000000e+00 9.29686812e+00 4.15640634e+00 7.02120104e+00 9.71683599e+00 1.14580358e+00 2.42945708e+00 3.48391016e-01 6.92476696e+00 5.69797766e+00 7.93974126e+00
1.00000000e+00 1.00000000e+00 1.79643252e+00 7.90469460e+00 5.16066005e+00 6.43273481e+00 8.36542382e+00 2.49353620e+01 1.19361285e+00 4.93945142e+00 3.56036186e-01 3.95944332e+00
1.00000000e+00 1.00000000e+00 2.76384576e+00 4.61737822e+00 4.70588987e+00 1.69281520e+00 1.36124973e+00 4.17758280e+00 2.04161803e-01 3.49078719e+00 -1.59649229e+01 -1.04294650e+01
1.00000000e+00 1.00000000e+00 1.40704560e+00 5.31888058e+00 6.85876120e+00 1.68025252e+00 9.00922039e+00 -1.77321027e+01 3.98056875e-01 6.02354066e+00 2.57589732e+00 -1.78112174e-01
1.00000000e+00 1.00000000e+00 3.92797298e+00 6.64754917e+00 5.90888682e+00 9.56280899e+00 9.92766473e+00 2.88738335e+01 8.11513474e-01 4.12302102e+00 5.36774224e-01 2.65190001e+00
1.00000000e+00 1.00000000e+00 4.49809561e+00 8.86309403e+00 1.56045795e+00 3.67561711e+00 3.64660716e+00 9.39694437e+00 2.72383206e-01 9.39580921e+00 3.91905044e+00 3.29642765e+00
1.00000000e+00 1.00000000e+00 3.44214129e+00 9.85675122e+00 5.61252384e+00 1.82860287e+00 2.89286701e+00 8.52096541e+00 1.77079975e-01 9.30380626e+00 1.26451432e+01 8.15113373e+00
1.00000000e+00 1.00000000e+00 8.45863758e+00 7.91446072e+00 8.25763256e+00 6.39140128e+00 7.88827027e+00 2.29271830e+01 2.51868823e-01 5.52134638e+00 3.31280391e+00 1.56921671e+00
1.00000000e+00 1.00000000e+00 4.21077994e+00 4.75990104e+00 5.13315890e+00 6.61283900e+00 3.27723707e+00 8.27829874e+00 5.23484889e-01 3.95095595e+00 1.27415415e+00 2.29108247e+00
1.00000000e+00 1.00000000e+00 3.52841059e+00 4.79221302e+00 1.46760920e+00 6.83654338e+00 8.79006145e+00 3.79371060e+01 6.45856750e-01 7.63419173e+00 1.85003396e+00 3.43887754e+00
1.00000000e+00 1.00000000e+00 5.88426475e+00 7.63824071e+00 8.07650379e+00 3.40661825e+00 1.92558333e+00 4.52017359e+00 1.92978981e-01 1.33041649e+00 2.75035120e+00 2.55837847e+00
1.00000000e+00 1.00000000e+00 2.26831802e+00 3.14899431e+00 2.81227404e+00 1.13599616e+00 2.13359677e+00 -2.21245608e+01 1.66936638e-01 5.27292105e+00 -4.36412736e+00 -2.80631532e+00
1.00000000e+00 1.00000000e+00 8.21977283e+00 1.99426702e+00 3.32758751e+00 9.68513833e+00 9.81236400e+00 -1.22282588e+03 3.92757745e-01 4.02691055e+00 1.23450586e+01 -4.79603996e+01
1.00000000e+00 1.00000000e+00 1.67095579e+00 4.19159942e+00 2.48235718e+00 3.25803741e+00 7.06455008e+00 -4.08181486e+02 6.49934890e-01 9.28482297e+00 2.59822296e+00 -3.65505423e+01
1.00000000e+00 1.00000000e+00 9.88198243e+00 3.58515092e+00 3.97193558e+00 7.08423659e+00 8.62198502e+00 5.37108965e+01 2.38961384e-01 1.10802725e+00 -1.00861252e+01 4.86421551e-01
1.00000000e+00 1.00000000e+00 7.95020292e+00 3.66677308e+00 7.81076355e+00 7.35966883e+00 3.91896440e+00 1.10462087e+01 3.08573626e-01 5.97533388e+00 9.68504550e+00 3.66599450e+00
1.00000000e+00 1.00000000e+00 2.78844113e+00 3.10246976e+00 5.67447274e+00 6.49006675e+00 7.08835375e+00 4.79063507e+01 7.75829749e-01 7.66597223e+00 2.41005028e+00 6.06179326e+00
1.00000000e+00 1.00000000e+00 1.04969905e+00 1.37883871e+00 2.84393147e+00 3.81616655e+00 6.34817645e+00 -8.98606346e+00 1.21182877e+00 5.36516189e+00 2.40449156e+00 -1.08249446e+00
1.00000000e+00 1.00000000e+00 8.33915286e+00 1.16086541e+00 8.90047070e+00 3.43986628e+00 6.42835108e+00 -5.79226908e+00 1.37498630e-01 1.76862727e+00 -8.09499502e-01 -1.43993267e-01
1.00000000e+00 1.00000000e+00 7.36171609e+00 9.88950151e+00 8.91623669e+00 6.37901454e+00 7.14279214e+00 1.84675354e+01 2.88837297e-01 9.75215251e+00 3.11507361e+00 1.99252424e+00
1.00000000e+00 1.00000000e+00 7.56106451e+00 4.84995820e+00 8.83520583e+00 8.79486070e+00 6.17823256e+00 1.73957750e+01 3.87725859e-01 5.66209388e+00 2.88739833e+00 1.97053317e+00
1.00000000e+00 1.00000000e+00 7.94143312e+00 4.45893982e+00 3.14916590e+00 9.52060356e+00 4.86156132e+00 1.26116940e+01 3.99617358e-01 6.52767620e+00 3.55020981e+00 2.33790392e+00
1.00000000e+00 1.00000000e+00 1.66640187e+00 7.11682554e+00 5.06115410e+00 1.95315224e+00 3.48330425e+00 1.39663471e+01 3.90692521e-01 3.12948804e+00 9.43313024e-01 2.31947016e+00
1.00000000e+00 1.00000000e+00 4.22619156e+00 2.96428499e+00 9.86490691e+00 2.39345751e+00 7.91723198e+00 -1.28546066e+01 1.88779699e-01 5.35148277e+00 -5.77707192e+00 -7.14835679e-01
1.00000000e+00 1.00000000e+00 2.04282154e+00 9.54965066e+00 7.94811229e+00 9.50262633e+00 3.03645187e+00 6.50845918e+00 1.55057212e+00 4.86234543e+00 2.21054299e-01 4.40154502e+00
1.00000000e+00 1.00000000e+00 8.76793083e+00 8.07710513e+00 1.24450679e+00 7.62881706e+00 7.23118876e+00 1.88978402e+01 2.90027267e-01 1.67406258e+00 7.07982423e-01 9.87305846e-01
1.00000000e+00 1.00000000e+00 6.60968314e+00 1.80469902e+00 1.58684132e+00 8.94694442e+00 3.09999540e+00 1.00646355e+01 4.51203899e-01 1.95544318e+00 4.05133352e+00 2.52908503e+00
1.00000000e+00 1.00000000e+00 3.97808222e+00 4.75822698e+00 5.17538239e+00 2.82369371e+00 6.62797153e+00 9.90387437e+02 2.36604269e-01 8.53725268e+00 3.05007458e+01 4.05355012e+01
1.00000000e+00 1.00000000e+00 1.57202515e+00 8.91206477e+00 9.18298185e+00 6.28827284e+00 7.72370440e+00 2.13256650e+01 1.33336985e+00 3.15837957e+00 1.79712491e-01 3.95801482e+00
1.00000000e+00 1.00000000e+00 3.79884090e+00 9.50258820e+00 5.84831618e+00 7.31025635e+00 2.96842500e+00 6.49165029e+00 6.41446216e-01 2.75462444e+00 3.19434530e-01 2.05870975e+00
1.00000000e+00 1.00000000e+00 3.92664990e+00 5.20661360e+00 5.48031257e+00 7.12100697e+00 1.53948971e+00 3.35782802e+00 6.04502324e-01 5.54420306e+00 1.32964163e+00 4.03688457e+00
1.00000000e+00 1.00000000e+00 7.56645561e+00 6.52070250e+00 1.94926330e+00 4.67336522e+00 2.17876369e+00 5.08459026e+00 2.05880862e-01 7.91872418e+00 2.00640413e+01 1.28433165e+01
1.00000000e+00 1.00000000e+00 6.73801724e+00 2.50330551e+00 6.91102094e+00 1.13855403e+00 6.45397271e+00 -3.65781520e+00 5.63248794e-02 1.55751867e+00 -2.72935238e-01 -3.78851039e-02
1.00000000e+00 1.00000000e+00 8.98491468e+00 9.92051764e+00 8.39892845e+00 6.24633451e+00 8.64501766e+00 2.39813175e+01 2.31734143e-01 6.19127128e+00 3.08030493e+00 1.46196033e+00
1.00000000e+00 1.00000000e+00 5.24993433e+00 3.08504531e+00 4.42378007e+00 3.27791385e+00 1.40497139e+00 3.89117562e+00 2.08124118e-01 2.07289399e+00 -3.24650642e+00 -9.07238732e-01
1.00000000e+00 1.00000000e+00 2.07634821e+00 9.48458597e+00 7.98050666e+00 5.05228822e+00 7.60736133e+00 2.22929639e+01 8.11085569e-01 1.32814946e+00 1.19349415e-01 2.49753271e+00
1.00000000e+00 1.00000000e+00 7.41920309e+00 6.84681984e+00 9.68028989e+00 9.61822914e+00 4.07186781e+00 9.29292644e+00 4.32132177e-01 1.47469557e+00 4.02182994e-01 1.27846092e+00
1.00000000e+00 1.00000000e+00 7.84706544e+00 6.46963115e+00 2.83389813e+00 4.59131786e+00 5.30675533e+00 1.65141359e+01 1.95033328e-01 8.50747697e+00 4.63418316e+01 1.16256797e+01
1.00000000e+00 1.00000000e+00 6.05149478e+00 5.61419660e+00 5.70996668e+00 8.55821446e+00 9.35973595e+00 3.06677231e+01 4.71410496e-01 2.06175235e+00 6.31898772e-01 1.72328198e+00
1.00000000e+00 1.00000000e+00 7.93870462e+00 3.07602831e+00 3.58424162e+00 2.69686545e+00 3.98774354e+00 2.06660212e+02 1.13237007e-01 1.40636228e+00 -5.80853877e-01 5.81764110e+00
1.00000000e+00 1.00000000e+00 5.44416037e+00 2.58875229e+00 8.13568977e+00 7.05214448e+00 5.18803241e+00 2.40385166e+01 4.31786477e-01 4.94109898e+00 5.46161345e+00 3.17739605e+00
1.00000000e+00 1.00000000e+00 5.70459546e+00 2.98437588e+00 6.19834029e+00 9.79306259e+00 1.12314173e+00 2.43330381e+00 5.72232372e-01 8.59594125e+00 4.34331308e+00 7.84383311e+00
1.00000000e+00 1.00000000e+00 4.84786917e+00 2.67794436e+00 6.71124176e+00 1.91703791e+00 1.73438848e+00 1.06956953e+01 1.31813094e-01 3.36167539e+00 -1.68138328e+00 4.70669844e-01
1.00000000e+00 1.00000000e+00 1.22877214e+00 8.01626026e+00 8.18122744e+00 1.07487948e+00 3.32732432e+00 2.92272253e+01 2.91586331e-01 4.79541356e+00 2.02939591e+00 3.98693752e+00
1.00000000e+00 1.00000000e+00 1.97102284e+00 4.15112733e+00 4.56373425e+00 4.90224513e+00 1.25067017e+00 2.85188533e+00 8.29052650e-01 1.35930279e+00 2.85556455e-01 2.67625039e+00
1.00000000e+00 1.00000000e+00 1.28286267e+00 1.52058409e+00 9.23581062e+00 1.83362935e+00 6.68237793e+00 -3.52320770e+00 4.76442098e-01 5.04170663e+00 1.30251381e+01 1.16092220e+00
1.00000000e+00 1.00000000e+00 6.72769370e+00 9.72192367e+00 5.79725981e+00 7.73545915e+00 4.83758521e+00 1.11036955e+01 3.83264533e-01 6.19851773e+00 1.31341739e+00 1.89134361e+00
1.00000000e+00 1.00000000e+00 3.82920383e+00 8.95407296e+00 2.42159341e+00 9.23093797e+00 5.93330682e+00 1.38558881e+01 8.03555899e-01 6.13816348e+00 5.91469199e-01 2.59377444e+00
1.00000000e+00 1.00000000e+00 5.57713622e+00 9.34977055e+00 7.26309206e+00 4.90618875e+00 2.57182467e+00 5.79325331e+00 2.93232259e-01 3.99184023e+00 1.34146759e+00 2.09058155e+00
1.00000000e+00 1.00000000e+00 9.16809827e+00 9.95417040e+00 8.13935215e+00 3.32840478e+00 3.66338826e+00 9.40707927e+00 1.21014002e-01 3.83979863e+00 -4.05208235e+00 -1.02165686e+00
1.00000000e+00 1.00000000e+00 3.24363006e+00 2.56505724e+00 3.85085509e+00 4.90962987e+00 6.97442027e+00 -1.29607346e+02 5.04540672e-01 1.95961257e+00 1.53023405e+00 -9.09205110e+00
1.00000000e+00 1.00000000e+00 4.69344631e+00 4.56617817e+00 8.71461331e+00 7.51103036e+00 9.68772451e+00 4.45347305e+01 5.33441020e-01 4.30118489e+00 1.42009243e+00 2.80929689e+00
1.00000000e+00 1.00000000e+00 7.79996025e+00 7.82414628e+00 9.15528929e+00 1.08148745e+00 1.45375096e+00 4.42951157e+00 4.62176481e-02 1.89545202e+00 -2.84182885e-01 7.01338828e-02
1.00000000e+00 1.00000000e+00 3.05918349e+00 7.26418556e+00 3.49214039e+00 6.30508591e+00 9.01345889e+00 2.97272536e+01 6.87011848e-01 7.89936350e+00 1.12837100e+00 2.89058876e+00
1.00000000e+00 1.00000000e+00 1.69281919e+00 2.38506316e+00 9.85169325e+00 6.51962516e+00 6.19193081e+00 6.08257432e+01 1.28378057e+00 9.69646868e+00 2.23771710e+00 1.37176223e+01
1.00000000e+00 1.00000000e+00 3.60776308e+00 8.34249812e+00 2.26640375e+00 6.73919422e+00 6.07527610e+00 1.55004960e+01 6.22656762e-01 9.73067011e+00 1.34097230e+00 2.73521503e+00
1.00000000e+00 1.00000000e+00 2.45099159e+00 3.01996515e+00 2.81814102e+00 3.17819872e+00 5.50250682e+00 -7.50741623e+01 4.32233052e-01 8.78563989e+00 7.40277100e+00 -4.14110972e+00
1.00000000e+00 1.00000000e+00 9.36727887e+00 3.01435853e+00 2.65802355e+00 7.42647451e+00 1.62454677e+00 3.80072803e+00 2.64270076e-01 6.40712934e+00 -9.64511436e+01 -4.66770318e+01
1.00000000e+00 1.00000000e+00 8.27308342e+00 5.83276981e+00 9.04590739e+00 1.82252338e+00 1.80889167e+00 5.48419537e+00 7.34318466e-02 7.30779128e+00 -1.87528808e+00 -2.21401886e-01
1.00000000e+00 1.00000000e+00 6.70063381e+00 6.33645941e+00 6.88863297e+00 2.79343303e+00 6.40820805e+00 4.64483859e+01 1.38963622e-01 3.56685222e+00 -3.30906518e+00 5.52553916e-01
1.00000000e+00 1.00000000e+00 8.84314531e+00 6.22077587e+00 2.36893855e+00 8.89723042e+00 4.06862714e+00 9.53980280e+00 3.35372016e-01 6.67693378e+00 3.12665173e+00 2.38961085e+00
1.00000000e+00 1.00000000e+00 8.23304869e+00 1.82338154e+00 4.96291077e+00 7.64850836e+00 9.25541260e+00 -5.65548812e+01 3.09666915e-01 5.10084594e+00 -2.22293951e+01 -3.24834810e+00
1.00000000e+00 1.00000000e+00 2.67913053e+00 8.89714776e+00 6.53768223e+00 1.12370999e+00 4.65931484e+00 1.37173296e+02 1.39810282e-01 5.33815606e+00 -1.02990746e+01 1.36652863e+00
1.00000000e+00 1.00000000e+00 9.03303099e+00 3.39040038e+00 1.75117676e+00 3.23538634e+00 2.28953313e+00 7.86032262e+00 1.19390946e-01 7.81998904e+00 -3.57931338e+00 -2.22925031e-01
1.00000000e+00 1.00000000e+00 5.85408018e+00 2.16563429e+00 8.94174732e+00 2.92965835e+00 7.43246950e+00 -1.10689583e+01 1.66815751e-01 3.53726520e+00 -2.42890703e+00 -3.66493019e-01
1.00000000e+00 1.00000000e+00 8.26696140e+00 8.99873272e+00 8.23243182e+00 3.43725695e+00 3.64018079e+00 9.52147496e+00 1.38594129e-01 3.86235651e+00 -7.22818057e+00 -2.11395008e+00
1.00000000e+00 1.00000000e+00 9.06482170e+00 9.60086348e+00 5.54686096e+00 3.22803793e+00 5.72923277e+00 1.81800734e+01 1.18702020e-01 9.32177612e+00 -8.48445129e+00 -1.31103499e+00
1.00000000e+00 1.00000000e+00 3.86203127e+00 8.75914856e+00 9.70413954e+00 1.56273666e+00 7.28049507e+00 -2.28375733e+02 1.34880373e-01 1.50601865e+00 -2.15400970e+00 -4.58048952e+00
1.00000000e+00 1.00000000e+00 1.99046732e+00 8.28564467e+00 4.75984881e+00 5.13046465e+00 9.10237700e+00 3.18406530e+01 8.59172550e-01 5.37070869e+00 5.21923221e-01 3.41362276e+00
1.00000000e+00 1.00000000e+00 3.05141646e+00 6.89717783e+00 9.85699287e+00 7.59460127e+00 8.12972075e+00 2.35782600e+01 8.29625778e-01 9.21520720e+00 1.12637069e+00 3.19891819e+00
1.00000000e+00 1.00000000e+00 4.84397010e+00 5.95771634e+00 7.01127999e+00 6.46058552e+00 7.08724961e+00 2.24372800e+01 4.44579232e-01 6.49326707e+00 2.01451378e+00 2.16035074e+00
1.00000000e+00 1.00000000e+00 8.36213289e+00 1.78288084e+00 6.71204146e+00 7.05584502e+00 7.11669864e+00 -1.08275954e+02 2.81261775e-01 5.91766367e+00 -1.36681994e+01 -5.24230303e+00
