G c dx1dt d2x1dt2 d2 d1 Fg Fc m1 W
1.00000000e+00 1.00000000e+00 8.06658365e+00 5.26792795e+00 3.34142012e+00 9.38912504e-01 4.36528942e+00 -5.41157150e-01 -1.84949604e+00 1.45232777e+01
1.00000000e+00 1.00000000e+00 2.79706404e+00 8.75838386e+00 7.57738868e+00 2.57160988e+00 9.50003724e+00 -3.39643180e+00 -1.29758490e+00 6.88628084e+01
1.00000000e+00 1.00000000e+00 5.62810995e+00 8.60094459e+00 9.83167381e+00 2.89464028e+00 6.77560958e+00 -1.20388721e+00 -1.22401473e+00 6.59964019e+01
1.00000000e+00 1.00000000e+00 6.33173112e+00 3.87190426e+00 3.30877056e+00 9.57835055e-01 7.04331234e+00 -1.11238336e+00 -2.90928330e+00 2.31364283e+01
1.00000000e+00 1.00000000e+00 1.41805371e+00 8.46023927e+00 6.88757141e+00 2.93615775e+00 6.69053938e+00 -4.71811421e+00 -9.02564134e-01 3.63124543e+01
1.00000000e+00 1.00000000e+00 6.46790367e+00 1.33306871e+00 2.78287869e+00 8.03284614e-01 2.79092925e+00 -4.31504456e-01 -5.32820624e+00 7.71322663e+00
1.00000000e+00 1.00000000e+00 2.53471711e+00 6.36642891e+00 6.08797229e+00 2.12245182e+00 4.76500478e+00 -1.87989608e+00 -1.01388334e+00 2.74350813e+01
1.00000000e+00 1.00000000e+00 1.58546434e+00 3.07007954e+00 5.17539238e+00 2.10991697e+00 7.75845819e+00 -4.89349272e+00 -2.87140262e+00 3.36408638e+01
1.00000000e+00 1.00000000e+00 9.53996984e+00 2.08510197e+00 9.74804797e+00 2.69246479e+00 1.91235608e+00 -2.00457246e-01 -3.96735319e+00 1.85851637e+01
1.00000000e+00 1.00000000e+00 9.69068830e+00 1.69257881e+00 6.47674545e+00 1.78627319e+00 3.50067498e+00 -3.61241109e-01 -5.88518169e+00 2.26063936e+01
1.00000000e+00 1.00000000e+00 8.27557613e+00 7.26659898e+00 4.14555735e+00 1.16162404e+00 3.48687198e+00 -4.21344922e-01 -1.23908348e+00 1.43958845e+01
1.00000000e+00 1.00000000e+00 3.74152392e+00 4.05887467e+00 2.02686206e+00 6.42145765e-01 4.88817035e+00 -1.30646508e+00 -1.81885873e+00 9.68342263e+00
1.00000000e+00 1.00000000e+00 1.87904903e+00 7.52290094e+00 2.36122146e+00 9.04456489e-01 9.82331867e+00 -5.22781393e+00 -1.47230677e+00 2.06786887e+01
1.00000000e+00 1.00000000e+00 7.15809724e+00 1.58820707e+00 3.02785237e+00 8.62712297e-01 1.60752292e+00 -2.24574055e-01 -4.01684886e+00 4.84027584e+00
1.00000000e+00 1.00000000e+00 4.96137244e+00 3.83761304e+00 3.25869995e+00 9.78878542e-01 5.66830895e+00 -1.14248809e+00 -2.33892539e+00 1.82459053e+01
1.00000000e+00 1.00000000e+00 2.09834411e+00 5.85542163e+00 8.65554452e+00 3.19512124e+00 2.61428214e+00 -1.24587865e+00 -6.85378179e-01 2.07309522e+01
1.00000000e+00 1.00000000e+00 5.45659219e+00 8.11650848e+00 6.05100509e+00 1.78998498e+00 9.73608891e+00 -1.78428011e+00 -1.64773031e+00 5.83278069e+01
1.00000000e+00 1.00000000e+00 1.30949669e+00 3.86877253e+00 5.71051820e+00 2.51784197e+00 2.01973154e+00 -1.54237239e+00 -7.47712438e-01 8.56810873e+00
1.00000000e+00 1.00000000e+00 9.18388362e+00 6.63302239e+00 2.03291985e+00 5.63569291e-01 4.63240902e+00 -5.04406329e-01 -1.62143250e+00 9.38636333e+00
1.00000000e+00 1.00000000e+00 3.32901983e+00 8.97379973e+00 8.74125724e+00 2.84175807e+00 7.64096486e+00 -2.29525964e+00 -1.09878889e+00 6.48323322e+01
1.00000000e+00 1.00000000e+00 6.96270056e+00 6.54276869e+00 7.50532873e+00 2.14581558e+00 7.34098985e+00 -1.05433083e+00 -1.83145558e+00 5.47716107e+01
1.00000000e+00 1.00000000e+00 3.80539968e+00 3.09663527e+00 1.60901526e+00 5.07959876e-01 4.80455773e+00 -1.26256323e+00 -2.37079611e+00 7.56207474e+00
1.00000000e+00 1.00000000e+00 5.68061219e+00 1.21960703e+00 7.37051588e+00 2.16700052e+00 4.11871751e+00 -7.25048177e-01 -6.48224558e+00 3.00804865e+01
1.00000000e+00 1.00000000e+00 5.92039251e+00 8.83088987e+00 5.89184396e+00 1.72175547e+00 4.57851141e+00 -7.73345922e-01 -9.65411174e-01 2.67509720e+01
1.00000000e+00 1.00000000e+00 2.66369010e+00 1.19142470e+00 1.73552811e+00 5.96769606e-01 3.37848637e+00 -1.26834813e+00 -4.32614816e+00 5.57929903e+00
1.00000000e+00 1.00000000e+00 9.72626165e+00 8.87231505e+00 5.12470577e+00 1.41289986e+00 2.84799645e+00 -2.92815118e-01 -1.05183042e+00 1.45526076e+01
1.00000000e+00 1.00000000e+00 7.97619541e+00 5.76043421e+00 5.36226658e+00 1.50863758e+00 5.34735728e+00 -6.70414528e-01 -1.85139184e+00 2.85471514e+01
1.00000000e+00 1.00000000e+00 9.45549047e+00 9.45160929e+00 2.49197086e+00 6.88879590e-01 3.41680380e+00 -3.61356591e-01 -1.02844540e+00 8.48824889e+00
1.00000000e+00 1.00000000e+00 9.05344615e+00 8.18904912e+00 9.51128332e+00 2.64046345e+00 3.58715498e+00 -3.96219840e-01 -1.17507974e+00 3.40028887e+01
1.00000000e+00 1.00000000e+00 6.38109981e+00 9.98140699e+00 8.64977834e+00 2.50132733e+00 6.91080457e+00 -1.08301151e+00 -1.11856686e+00 5.93523980e+01
1.00000000e+00 1.00000000e+00 9.29686812e+00 4.15640634e+00 7.02120104e+00 1.94410580e+00 9.71683599e+00 -1.04517305e+00 -3.82896829e+00 6.80052985e+01
1.00000000e+00 1.00000000e+00 1.79643252e+00 7.90469460e+00 5.16066005e+00 2.00834674e+00 6.43273481e+00 -3.58083854e+00 -9.65294280e-01 2.91939092e+01
1.00000000e+00 1.00000000e+00 2.76384576e+00 4.61737822e+00 4.70588987e+00 1.60213749e+00 1.69281520e+00 -6.12485410e-01 -7.65668064e-01 7.61115829e+00
1.00000000e+00 1.00000000e+00 1.40704560e+00 5.31888058e+00 6.85876120e+00 2.93333617e+00 1.68025252e+00 -1.19417063e+00 -4.92262025e-01 9.03490544e+00
1.00000000e+00 1.00000000e+00 3.92797298e+00 6.64754917e+00 5.90888682e+00 1.85329907e+00 9.56280899e+00 -2.43454042e+00 -1.83247349e+00 5.53568894e+01
1.00000000e+00 1.00000000e+00 4.49809561e+00 8.86309403e+00 1.56045795e+00 4.76843300e-01 3.67561711e+00 -8.17149619e-01 -7.53049386e-01 5.64901989e+00
1.00000000e+00 1.00000000e+00 3.44214129e+00 9.85675122e+00 5.61252384e+00 1.81076413e+00 1.82860287e+00 -5.31239924e-01 -4.18328883e-01 9.98361450e+00
1.00000000e+00 1.00000000e+00 8.45863758e+00 7.91446072e+00 8.25763256e+00 2.30846732e+00 6.39140128e+00 -7.55606470e-01 -1.52006478e+00 5.25716289e+01
1.00000000e+00 1.00000000e+00 4.21077994e+00 4.75990104e+00 5.13315890e+00 1.58805268e+00 6.61283900e+00 -1.57045467e+00 -1.97903813e+00 3.33524724e+01
1.00000000e+00 1.00000000e+00 3.52841059e+00 4.79221302e+00 1.46760920e+00 4.70887448e-01 6.83654338e+00 -1.93757025e+00 -1.91744755e+00 9.77479364e+00
1.00000000e+00 1.00000000e+00 5.88426475e+00 7.63824071e+00 8.07650379e+00 2.36226584e+00 3.40661825e+00 -5.78936944e-01 -9.59574553e-01 2.72811483e+01
1.00000000e+00 1.00000000e+00 2.26831802e+00 3.14899431e+00 2.81227404e+00 1.01301998e+00 1.13599616e+00 -5.00809915e-01 -8.40969501e-01 2.97107319e+00
1.00000000e+00 1.00000000e+00 8.21977283e+00 1.99426702e+00 3.32758751e+00 9.33103675e-01 9.68513833e+00 -1.17827324e+00 -7.60429107e+00 3.20943885e+01
1.00000000e+00 1.00000000e+00 1.67095579e+00 4.19159942e+00 2.48235718e+00 9.91987089e-01 3.25803741e+00 -1.94980467e+00 -1.04304050e+00 6.93008280e+00
1.00000000e+00 1.00000000e+00 9.88198243e+00 3.58515092e+00 3.97193558e+00 1.09346818e+00 7.08423659e+00 -7.16884152e-01 -3.81357024e+00 2.80588062e+01
1.00000000e+00 1.00000000e+00 7.95020292e+00 3.66677308e+00 7.81076355e+00 2.19830611e+00 7.35966883e+00 -9.25720878e-01 -3.45257364e+00 5.72286625e+01
1.00000000e+00 1.00000000e+00 2.78844113e+00 3.10246976e+00 5.67447274e+00 1.92736774e+00 6.49006675e+00 -2.32748925e+00 -2.69109070e+00 3.52189486e+01
1.00000000e+00 1.00000000e+00 1.04969905e+00 1.37883871e+00 2.84393147e+00 1.38830354e+00 3.81616655e+00 -3.63548632e+00 -3.27519520e+00 6.04472040e+00
1.00000000e+00 1.00000000e+00 8.33915286e+00 1.16086541e+00 8.90047070e+00 2.49194546e+00 3.43986628e+00 -4.12495891e-01 -7.75223503e+00 3.04931651e+01
1.00000000e+00 1.00000000e+00 7.36171609e+00 9.88950151e+00 8.91623669e+00 2.53184987e+00 6.37901454e+00 -8.66511892e-01 -1.14129365e+00 5.65787918e+01
1.00000000e+00 1.00000000e+00 7.56106451e+00 4.84995820e+00 8.83520583e+00 2.50092983e+00 8.79486070e+00 -1.16317758e+00 -2.85271951e+00 7.73196670e+01
1.00000000e+00 1.00000000e+00 7.94143312e+00 4.45893982e+00 3.14916590e+00 8.86428680e-01 9.52060356e+00 -1.19885207e+00 -3.32251452e+00 2.98481433e+01
1.00000000e+00 1.00000000e+00 1.66640187e+00 7.11682554e+00 5.06115410e+00 2.02458228e+00 1.95315224e+00 -1.17207756e+00 -4.30541229e-01 8.46119774e+00
1.00000000e+00 1.00000000e+00 4.22619156e+00 2.96428499e+00 9.86490691e+00 3.04978445e+00 2.39345751e+00 -5.66339098e-01 -1.75790066e+00 2.32025432e+01
1.00000000e+00 1.00000000e+00 2.04282154e+00 9.54965066e+00 7.94811229e+00 2.95971611e+00 9.50262633e+00 -4.65171635e+00 -1.13768637e+00 6.87883608e+01
1.00000000e+00 1.00000000e+00 8.76793083e+00 8.07710513e+00 1.24450679e+00 3.46611318e-01 7.62881706e+00 -8.70081802e-01 -1.66818483e+00 9.45971881e+00
1.00000000e+00 1.00000000e+00 6.60968314e+00 1.80469902e+00 1.58684132e+00 4.56729899e-01 8.94694442e+00 -1.35361170e+00 -7.39923926e+00 1.41038464e+01
1.00000000e+00 1.00000000e+00 3.97808222e+00 4.75822698e+00 5.17538239e+00 1.61908915e+00 2.82369371e+00 -7.09812806e-01 -1.15079599e+00 1.43247992e+01
1.00000000e+00 1.00000000e+00 1.57202515e+00 8.91206477e+00 9.18298185e+00 3.75611997e+00 6.28827284e+00 -4.00010956e+00 -8.23186298e-01 4.81874293e+01
1.00000000e+00 1.00000000e+00 3.79884090e+00 9.50258820e+00 5.84831618e+00 1.84695409e+00 7.31025635e+00 -1.92433865e+00 -1.03580380e+00 4.18170985e+01
1.00000000e+00 1.00000000e+00 3.92664990e+00 5.20661360e+00 5.48031257e+00 1.71899597e+00 7.12100697e+00 -1.81350697e+00 -1.87046213e+00 3.82314329e+01
1.00000000e+00 1.00000000e+00 7.56645561e+00 6.52070250e+00 1.94926330e+00 5.51720594e-01 4.67336522e+00 -6.17642587e-01 -1.49027945e+00 9.06458288e+00
1.00000000e+00 1.00000000e+00 6.73801724e+00 2.50330551e+00 6.91102094e+00 1.98417418e+00 1.13855403e+00 -1.68974638e-01 -2.24925223e+00 7.81881199e+00
1.00000000e+00 1.00000000e+00 8.98491468e+00 9.92051764e+00 8.39892845e+00 2.33342739e+00 6.24633451e+00 -6.95202429e-01 -1.23343137e+00 5.22819690e+01
1.00000000e+00 1.00000000e+00 5.24993433e+00 3.08504531e+00 4.42378007e+00 1.31660385e+00 3.27791385e+00 -6.24372354e-01 -2.19700827e+00 1.43441869e+01
1.00000000e+00 1.00000000e+00 2.07634821e+00 9.48458597e+00 7.98050666e+00 2.95600917e+00 5.05228822e+00 -2.43325671e+00 -6.78629555e-01 3.68556950e+01
1.00000000e+00 1.00000000e+00 7.41920309e+00 6.84681984e+00 9.68028989e+00 2.74626282e+00 9.61822914e+00 -1.29639653e+00 -2.12717216e+00 9.26273772e+01
1.00000000e+00 1.00000000e+00 7.84706544e+00 6.46963115e+00 2.83389813e+00 7.98759817e-01 4.59131786e+00 -5.85099984e-01 -1.51827741e+00 1.29517693e+01
1.00000000e+00 1.00000000e+00 6.05149478e+00 5.61419660e+00 5.70996668e+00 1.66338242e+00 8.55821446e+00 -1.41423149e+00 -2.24298243e+00 4.84783877e+01
1.00000000e+00 1.00000000e+00 7.93870462e+00 3.07602831e+00 3.58424162e+00 1.00893278e+00 2.69686545e+00 -3.39711021e-01 -2.59728923e+00 9.62304341e+00
1.00000000e+00 1.00000000e+00 5.44416037e+00 2.58875229e+00 8.13568977e+00 2.40751953e+00 7.05214448e+00 -1.29535943e+00 -4.12615173e+00 5.68012252e+01
1.00000000e+00 1.00000000e+00 5.70459546e+00 2.98437588e+00 6.19834029e+00 1.82122310e+00 9.79306259e+00 -1.71669712e+00 -4.55576870e+00 6.01526696e+01
1.00000000e+00 1.00000000e+00 4.84786917e+00 2.67794436e+00 6.71124176e+00 2.02390279e+00 1.91703791e+00 -3.95439283e-01 -1.92272504e+00 1.27006157e+01
1.00000000e+00 1.00000000e+00 1.22877214e+00 8.01626026e+00 8.18122744e+00 3.70981958e+00 1.07487948e+00 -8.74758993e-01 -2.36277372e-01 6.15282469e+00
1.00000000e+00 1.00000000e+00 1.97102284e+00 4.15112733e+00 4.56373425e+00 1.71978711e+00 4.90224513e+00 -2.48715795e+00 -1.49748728e+00 2.02024108e+01
1.00000000e+00 1.00000000e+00 1.28286267e+00 1.52058409e+00 9.23581062e+00 4.10879663e+00 1.83362935e+00 -1.42932629e+00 -1.76831465e+00 1.23571580e+01
1.00000000e+00 1.00000000e+00 6.72769370e+00 9.72192367e+00 5.79725981e+00 1.66474018e+00 7.73545915e+00 -1.14979360e+00 -1.25701340e+00 4.45599547e+01
1.00000000e+00 1.00000000e+00 3.82920383e+00 8.95407296e+00 2.42159341e+00 7.63498672e-01 9.23093797e+00 -2.41066770e+00 -1.31602016e+00 2.18729194e+01
1.00000000e+00 1.00000000e+00 5.57713622e+00 9.34977055e+00 7.26309206e+00 2.14134746e+00 4.90618875e+00 -8.79696776e-01 -9.22405478e-01 3.52963401e+01
1.00000000e+00 1.00000000e+00 9.16809827e+00 9.95417040e+00 8.13935215e+00 2.25678571e+00 3.32840478e+00 -3.63042005e-01 -9.48393478e-01 2.70016935e+01
1.00000000e+00 1.00000000e+00 3.24363006e+00 2.56505724e+00 3.85085509e+00 1.25951512e+00 4.90962987e+00 -1.51362202e+00 -2.75707294e+00 1.83185274e+01
1.00000000e+00 1.00000000e+00 4.69344631e+00 4.56617817e+00 8.71461331e+00 2.64284386e+00 7.51103036e+00 -1.60032306e+00 -2.33017508e+00 6.45545955e+01
1.00000000e+00 1.00000000e+00 7.79996025e+00 7.82414628e+00 9.15528929e+00 2.58226258e+00 1.08148745e+00 -1.38652944e-01 -8.02830204e-01 9.85542793e+00
1.00000000e+00 1.00000000e+00 3.05918349e+00 7.26418556e+00 3.49214039e+00 1.15841683e+00 6.30508591e+00 -2.06103554e+00 -1.14872362e+00 2.12377956e+01
1.00000000e+00 1.00000000e+00 1.69281919e+00 2.38506316e+00 9.85169325e+00 3.91784734e+00 6.51962516e+00 -3.85134172e+00 -3.20669550e+00 5.53158324e+01
1.00000000e+00 1.00000000e+00 3.60776308e+00 8.34249812e+00 2.26640375e+00 7.23651422e-01 6.73919422e+00 -1.86797029e+00 -1.09611887e+00 1.48990543e+01
1.00000000e+00 1.00000000e+00 2.45099159e+00 3.01996515e+00 2.81814102e+00 9.91984325e-01 3.17819872e+00 -1.29669916e+00 -1.59345982e+00 8.43180203e+00
1.00000000e+00 1.00000000e+00 9.36727887e+00 3.01435853e+00 2.65802355e+00 7.35444941e-01 7.42647451e+00 -7.92810229e-01 -4.53540179e+00 1.96774990e+01
1.00000000e+00 1.00000000e+00 8.27308342e+00 5.83276981e+00 9.04590739e+00 2.53483041e+00 1.82252338e+00 -2.20295540e-01 -1.25804936e+00 1.64188803e+01
1.00000000e+00 1.00000000e+00 6.70063381e+00 6.33645941e+00 6.88863297e+00 1.97917247e+00 2.79343303e+00 -4.16890866e-01 -1.14583267e+00 1.91197974e+01
1.00000000e+00 1.00000000e+00 8.84314531e+00 6.22077587e+00 2.36893855e+00 6.59205677e-01 8.89723042e+00 -1.00611605e+00 -2.37794464e+00 2.10019919e+01
1.00000000e+00 1.00000000e+00 8.23304869e+00 1.82338154e+00 4.96291077e+00 1.39142857e+00 7.64850836e+00 -9.29000744e-01 -7.20485933e+00 3.78018584e+01
1.00000000e+00 1.00000000e+00 2.67913053e+00 8.89714776e+00 6.53768223e+00 2.24447689e+00 1.12370999e+00 -4.19430847e-01 -3.27048295e-01 6.99507509e+00
1.00000000e+00 1.00000000e+00 9.03303099e+00 3.39040038e+00 1.75117676e+00 4.86260115e-01 3.23538634e+00 -3.58172838e-01 -2.73047604e+00 5.64645247e+00
1.00000000e+00 1.00000000e+00 5.85408018e+00 2.16563429e+00 8.94174732e+00 2.61729645e+00 2.92965835e+00 -5.00447254e-01 -3.15490870e+00 2.59725201e+01
1.00000000e+00 1.00000000e+00 8.26696140e+00 8.99873272e+00 8.23243182e+00 2.30706375e+00 3.43725695e+00 -4.15782388e-01 -9.94424974e-01 2.81809510e+01
1.00000000e+00 1.00000000e+00 9.06482170e+00 9.60086348e+00 5.54686096e+00 1.53969290e+00 3.22803793e+00 -3.56106059e-01 -9.65668600e-01 1.78449917e+01
1.00000000e+00 1.00000000e+00 3.86203127e+00 8.75914856e+00 9.70413954e+00 3.05421076e+00 1.56273666e+00 -4.04641120e-01 -4.72354608e-01 1.48450122e+01
1.00000000e+00 1.00000000e+00 1.99046732e+00 8.28564467e+00 4.75984881e+00 1.78779277e+00 5.13046465e+00 -2.57751765e+00 -7.79353100e-01 2.21051680e+01
1.00000000e+00 1.00000000e+00 3.05141646e+00 6.89717783e+00 9.85699287e+00 3.27182340e+00 7.59460127e+00 -2.48887733e+00 -1.39606070e+00 7.21912791e+01
1.00000000e+00 1.00000000e+00 4.84397010e+00 5.95771634e+00 7.01127999e+00 2.11467607e+00 6.46058552e+00 -1.33373770e+00 -1.62644516e+00 4.47147195e+01
1.00000000e+00 1.00000000e+00 8.36213289e+00 1.78288084e+00 6.71204146e+00 1.87867811e+00 7.05584502e+00 -8.43785325e-01 -7.08437715e+00 4.71695553e+01
1.00000000e+00 1.00000000e+00 8.74657525e+00 4.67607892e+00 2.49359406e+00 6.94671955e-01 1.73034261e+00 -1.97830872e-01 -1.61703703e+00 4.29905989e+00
1.00000000e+00 1.00000000e+00 1.06256917e+00 4.35419665e+00 8.93734982e+00 4.33710640e+00 9.56341639e+00 -9.00027652e+00 -2.35905648e+00 4.87350184e+01
1.00000000e+00 1.00000000e+00 5.59672572e+00 3.33778405e+00 4.84740719e+00 1.42838051e+00 8.54642650e+00 -1.52704044e+00 -3.67836169e+00 4.10382824e+01
1.00000000e+00 1.00000000e+00 4.75669903e+00 7.51078102e+00 2.46010065e+00 7.44321795e-01 8.24581287e+00 -1.73351579e+00 -1.52007435e+00 2.00142714e+01
1.00000000e+00 1.00000000e+00 2.99897029e+00 5.46288162e+00 1.11346768e+00 3.71187753e-01 8.40685425e+00 -2.80324692e+00 -1.90488620e+00 9.01379776e+00
1.00000000e+00 1.00000000e+00 2.07878831e+00 1.72941594e+00 6.03780115e+00 2.23557054e+00 9.39439457e+00 -4.51916847e+00 -6.23346482e+00 5.18614822e+01
1.00000000e+00 1.00000000e+00 4.03853654e+00 2.98164882e+00 5.74659660e+00 1.79238424e+00 5.89828570e+00 -1.46050076e+00 -2.88117210e+00 3.32468687e+01
1.00000000e+00 1.00000000e+00 9.48618734e+00 7.14932887e+00 7.47418260e+00 2.06552106e+00 2.80253816e+00 -2.95433567e-01 -1.27657620e+00 2.08823543e+01
1.00000000e+00 1.00000000e+00 3.90882639e+00 1.68517774e+00 9.01232248e+00 2.82948908e+00 6.55105247e+00 -1.67596404e+00 -5.43381065e+00 5.78270144e+01
1.00000000e+00 1.00000000e+00 5.66911560e+00 8.66086223e+00 1.71465926e+00 5.04278870e-01 7.68593344e+00 -1.35575529e+00 -1.32381090e+00 1.30581599e+01
1.00000000e+00 1.00000000e+00 7.32717063e+00 5.45631874e+00 7.58346841e+00 2.15461188e+00 7.64125654e+00 -1.04286592e+00 -2.29569377e+00 5.76405647e+01
1.00000000e+00 1.00000000e+00 4.27266642e+00 5.32527920e+00 2.68670750e+00 8.28880084e-01 5.69304122e+00 -1.33243288e+00 -1.60395074e+00 1.50370499e+01
1.00000000e+00 1.00000000e+00 9.74603874e+00 6.33167006e+00 8.72359348e+00 2.40467117e+00 1.61612847e+00 -1.65824138e-01 -1.28141352e+00 1.40575335e+01
1.00000000e+00 1.00000000e+00 9.66202565e+00 8.42212869e+00 8.37157162e+00 2.30950306e+00 4.34001645e+00 -4.49182873e-01 -1.28012374e+00 3.62253909e+01
1.00000000e+00 1.00000000e+00 3.26604066e+00 4.13028287e+00 5.86714379e+00 1.91588812e+00 9.28689948e+00 -2.84347332e+00 -2.77565975e+00 5.28195682e+01
1.00000000e+00 1.00000000e+00 5.47523655e+00 7.10214537e+00 7.39218519e+00 2.18557442e+00 6.26004019e+00 -1.14333694e+00 -1.39538088e+00 4.58189855e+01
1.00000000e+00 1.00000000e+00 3.70790479e+00 6.09158768e+00 3.82915102e+00 1.21546260e+00 5.84498749e+00 -1.57635857e+00 -1.36531303e+00 2.18646046e+01
1.00000000e+00 1.00000000e+00 3.56356445e+00 3.40325443e+00 5.24051109e+00 1.67777309e+00 3.41968163e+00 -9.59623904e-01 -1.70289685e+00 1.74690759e+01
1.00000000e+00 1.00000000e+00 1.33198253e+00 8.90766988e+00 8.39473208e+00 3.67429154e+00 4.31604028e+00 -3.24031299e+00 -5.84218848e-01 2.72935552e+01
1.00000000e+00 1.00000000e+00 6.48607901e+00 8.17683419e+00 5.13338677e+00 1.48120841e+00 9.05811480e+00 -1.39654710e+00 -1.63659519e+00 4.61798810e+01
1.00000000e+00 1.00000000e+00 5.52411121e+00 6.92606651e+00 4.22018439e+00 1.24603539e+00 6.99816743e+00 -1.26684043e+00 -1.54213192e+00 2.92478045e+01
1.00000000e+00 1.00000000e+00 1.46330876e+00 8.65523556e+00 5.44791203e+00 2.29273031e+00 8.08648324e+00 -5.52616335e+00 -1.04699893e+00 3.53959880e+01
1.00000000e+00 1.00000000e+00 3.50781818e+00 8.80564781e+00 8.45424327e+00 2.71608943e+00 5.08910881e+00 -1.45079036e+00 -8.43510259e-01 4.19012228e+01
1.00000000e+00 1.00000000e+00 9.17439297e+00 7.37526679e+00 4.01687243e+00 1.11367691e+00 6.67222498e+00 -7.27266098e-01 -1.73396940e+00 2.67131939e+01
