G	c	dx1dt	d2x1dt2	dx2dt	d2x2dt2	Fc	m1	m2	Fg	W	p	d1	d2
1.000000000000000000e+00	1.000000000000000000e+00	5.604937027158392482e+00	8.589088739942667416e+00	9.729233340105064798e+00	6.756000076936786058e+00	2.398650271604253259e+00	1.488905330750598610e+00	2.115525557268252310e+00	8.722141127821776863e+00	9.755573247633199330e+00	-4.779732389293765316e+00	3.056328213447498054e+00	2.646593785448985159e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.327038964540432353e+00	3.888956011427856296e+00	3.342268570854323606e+00	6.961372556826152191e+00	7.634120335403712154e+00	7.534675185883133786e+00	7.451068810695957723e+00	6.086401623917661041e+00	4.505588783082555615e+00	2.590111013243925342e-01	5.813753120718536671e+00	-3.450808039821836815e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.420309096122508663e+00	8.410479946078320168e+00	7.022877036657677152e+00	6.704205368046973312e+00	4.242973974421017758e+00	2.078642941338414651e+00	1.937969684644726964e+00	1.239654476888851775e+01	2.423892236998260508e+00	-1.910393482494154327e+01	8.190620081483737991e+00	-2.510435869918948182e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.403960418507171681e+00	1.360145174836477677e+00	2.726819886831825190e+00	2.793572662112517424e+00	6.990684582790622770e+00	3.771234757394288373e+00	6.625454686070973764e+00	9.492365960586775842e+00	6.894677864812975621e+00	8.687019771143700275e-01	4.236359950382953876e+00	3.425764406444098409e-02
1.000000000000000000e+00	1.000000000000000000e+00	2.531143796125921330e+00	6.293156685980572540e+00	6.097383782175455735e+00	4.714475182490538430e+00	3.451167734086577621e+00	5.831075572874756752e+00	4.209208834090649276e+00	4.117113084415970015e+00	3.521157199302110907e+00	-2.335940187026523507e+00	6.816444557697064255e+00	-4.554377683504689855e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.670358243217857641e+00	3.024031553628758751e+00	5.236710170056871227e+00	7.843376831567685059e+00	1.654337555674942450e+00	6.064725844143545430e+00	8.026076244143402150e+00	1.496599151758956747e+00	6.295282544241106670e+00	-8.069611792911128845e+00	3.130585611326933471e+00	-8.061878060471416063e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.517285024051707509e+00	2.071588272994274949e+00	9.677942196159909471e+00	1.945210597673312725e+00	9.894190988111613905e+00	6.341848191700107051e+00	3.108643683548128145e+00	1.276205014871867149e+01	6.308910625190885746e+00	-4.196053909271368204e-02	2.013575308275655562e+00	6.004260584132870004e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.623724237457368602e+00	1.789478881244904063e+00	6.450243909692576771e+00	3.538126974231923239e+00	2.399338305703912599e+00	2.446814370754320400e+00	6.805068880105315188e+00	4.683488136024798187e+00	5.011316077942994163e+00	3.468507974446694009e-01	8.153373885965303103e+00	-1.191835477671244270e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.267381024555328750e+00	7.310260037590159854e+00	4.098062379561647539e+00	3.460490440183751737e+00	9.772712258216653680e+00	4.407533150846649761e+00	3.092176685821497184e+00	1.543397896331901364e+01	8.526019653303423596e+00	7.955534355300788452e-01	1.895617074203038488e+00	1.296767558674984944e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.702846866597738096e+00	4.118800566701717791e+00	2.081232475834370099e+00	4.888098347882924521e+00	9.837405958364033864e+00	6.628752636486390237e+00	7.494472226533424042e+00	8.561900567984938704e+00	3.334570422186018845e+00	3.715614303535966778e-01	3.460532057124840133e+00	-7.439403671927372841e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.806613835206075436e+00	7.601735142412335833e+00	2.434412197297244784e+00	9.857280707981772139e+00	8.032528683478252773e+00	9.714644638794295517e+00	8.815629792505369267e+00	5.050442043164903971e+00	4.909509347314866545e+00	-4.530697806526492455e-01	8.677140477367718319e+00	-9.574445216889354526e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.165629467151570786e+00	1.788638232999030464e+00	3.036633798352734726e+00	1.615793603121808530e+00	6.971278752688860436e+00	7.516085546942671947e+00	2.141572380874879666e+00	1.006020396012722884e+01	5.948700223162862066e+00	6.980138160766984345e-01	4.121993831637114525e+00	-2.810591011003809592e-01
1.000000000000000000e+00	1.000000000000000000e+00	4.922929781520513082e+00	3.839926704601780205e+00	3.212222327858937465e+00	5.755025853493947352e+00	6.129844801491046269e+00	9.206837572091231436e+00	8.882879644118975904e+00	4.037276904051923410e+00	6.920882720251038123e+00	3.204140998295129106e-01	9.770394596796469600e+00	-7.593581813333615571e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.064532649048568036e+00	5.934440745578012155e+00	8.631095147379154398e+00	2.603250353788023386e+00	8.772858199867425100e+00	7.942944133625697845e+00	6.305110636871604335e+00	7.048518734240336592e+00	8.065174411186418979e+00	-9.925595786582928071e+00	9.857735514129348786e+00	-1.413010549987328446e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.464896153886254382e+00	8.172842956346043408e+00	6.016191159110068298e+00	9.708775154119008377e+00	3.633232465888413643e+00	6.356670630630284258e+00	2.201328906821288012e+00	5.602268333473724660e+00	4.544780945523676507e+00	-1.666919444209730428e-01	3.332346278480492252e+00	-5.181335178337432268e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.226516543697352191e+00	3.924183369444461889e+00	5.656556818901311345e+00	2.054066029378274649e+00	5.328862424463720160e+00	2.771880862977442295e+00	4.955293435452253981e+00	9.769406323030022321e+00	6.862344831890744956e+00	-3.287121844734402032e+01	1.438233913625001081e+00	2.160065481115819530e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.089624489427896137e+00	6.731726103267149597e+00	2.027285656118241075e+00	4.563948915287268093e+00	6.580852798557860872e+00	7.052930811439383163e+00	2.457047060288759077e+00	9.019153969518464820e+00	2.361635625719597620e+00	2.581426342160822451e-01	7.283432612847327015e+00	-2.559400085941688019e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.365329506026814244e+00	8.950472693021088944e+00	8.772997155402759262e+00	7.691000523032794689e+00	4.592721656789629847e+00	6.601378692472618326e+00	7.274462437677009063e+00	4.043714221642855655e+00	9.402028696189002943e+00	-4.000555966613339010e+00	5.099842480194905825e+00	-4.730402387941951758e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.858197879640697714e+00	6.515026065434097902e+00	7.532399037705640232e+00	7.270577436973073127e+00	4.899325367029166323e+00	6.426863324771117547e+00	7.787777922595395808e+00	4.238649402727017623e+00	4.306821482691620240e+00	-4.354352106912663667e-02	1.911048531012285556e+00	-1.546913302987886674e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.752538865392004208e+00	3.114424323538495631e+00	1.608560697515382554e+00	4.839126715411458335e+00	3.959929535309605342e+00	5.489740198012539985e+00	2.023136191110704640e+00	7.038285493263155779e+00	7.521181363794343433e+00	2.004613822409318402e+00	7.298798757523698555e+00	-3.321017798500862739e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.583199313202021230e+00	1.209443157139539871e+00	7.373666194056832879e+00	4.083624028699942343e+00	6.081894129049179476e+00	5.767761571556694555e+00	5.624708020016015553e+00	6.335286628666916720e+00	1.222843089699302332e+00	-7.779397499421228379e-02	1.308980326850514686e+00	-3.202677498065922279e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.894081302350074658e+00	8.848608568506124428e+00	5.887341009271136905e+00	4.604310699115549355e+00	8.685557258608689324e+00	4.042215437323985583e+00	8.410464721332385096e+00	1.073601645301153695e+01	2.881652316696818428e+00	-9.926146634398091625e-03	8.780921795373854977e+00	-7.707934761317982719e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.686857962038457170e+00	1.278362848838566768e+00	1.663900609135687825e+00	3.427604250106907280e+00	2.692540222040051834e+00	5.721574212842009288e+00	9.423681036115320708e+00	2.592309695855138152e+00	5.332911929337426749e+00	6.386412774446881269e-01	2.305357610736295637e+00	-1.087188648485480158e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.732341726887099753e+00	8.845715003119206443e+00	5.133547860997293988e+00	2.856301715301652777e+00	9.410253408690641308e+00	2.813275522761739200e+00	5.678115209809683428e+00	1.690084823333902264e+01	8.819984408185771230e+00	7.504619000911951776e-01	2.107574869838328535e+00	2.497180817018530341e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.105650988245912458e+00	5.743484444784181520e+00	5.330040808902206884e+00	5.282417294152070397e+00	7.179473067252051699e+00	8.239537988098625476e+00	9.549856254787485454e+00	4.945897177547059265e+00	5.752057375519859406e+00	1.432765717997529220e-01	2.500643297822024547e+00	-1.292291491065027031e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.514317701585747855e+00	9.461306482609419533e+00	2.417575262457833940e+00	3.368257989252513518e+00	8.476011620792133883e+00	2.670133661255884583e+00	5.773164478048879111e+00	1.536548829229186097e+01	9.213573784122639054e+00	1.362523167360449872e+00	9.724894632323687560e+00	8.551516875444711729e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.003049010058743917e+00	8.176347410362330592e+00	9.531752389636894307e+00	3.547709925091629746e+00	6.045321737885403834e+00	1.807359367311162313e+00	4.608867188901397682e+00	1.639775700010980586e+01	5.292817523707055827e+00	-7.624143242167116807e-02	7.248276679674464873e+00	1.261161918916582181e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.316311494479198707e+00	9.874927864791096965e+00	8.616000739054161528e+00	6.808220732427256117e+00	7.927028362883491219e+00	4.968787156825587914e+00	8.722707101328001755e+00	8.418695600291361103e+00	5.508057979396435044e+00	-3.186749498223288568e-01	8.258985436522138457e+00	-2.569999470418290599e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.443362434487827528e+00	4.124132935708333392e+00	7.033776817889165756e+00	9.777870599382044503e+00	1.214578152388651189e+00	6.988858307904541434e+00	5.381325892562330182e+00	1.168443056307335803e+00	2.154906995083279320e+00	5.178942944790274061e-02	4.532918708498307581e+00	-2.631022346421124212e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.853942200084422787e+00	7.942934244025233070e+00	5.207463656426851273e+00	6.438695346993778656e+00	8.389909217363495486e+00	4.969685594697829778e+00	5.190579847007692926e+00	9.955875110357778723e+00	8.249931823258918939e+00	-1.021153123272576302e+01	3.925064083505982904e+00	-9.864128558221041843e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.795744264179170546e+00	4.697351184682702296e+00	4.653420999067909847e+00	1.631345345139771696e+00	1.276972286251476296e+00	3.523518050253877654e+00	5.414987329083332135e+00	2.048915754057214045e+00	3.239104573849969970e+00	-1.246864437649692903e+00	3.200456323644493395e+00	-6.928748220619611153e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.411096811354178859e+00	5.254647350810215833e+00	6.863847816185625561e+00	1.759053665072737083e+00	9.012257232501617921e+00	5.999059492481475964e+00	8.673076308399975787e+00	8.114234163841382852e+00	8.992347234432184422e+00	-2.243214011582796275e+01	5.325486585820322638e+00	4.352289953240848219e-02
1.000000000000000000e+00	1.000000000000000000e+00	3.942776812358468330e+00	6.583056484589373980e+00	5.808921577161306971e+00	9.524843466944206583e+00	9.984031169309506737e+00	4.091138109413593682e+00	8.425796615324854244e+00	1.181559364373777576e+01	9.157856457517739912e+00	-1.412632121272306085e+00	5.992885815344118683e+00	-1.519061054095309515e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.417881225022069813e+00	8.864775983533245807e+00	1.645079086921703571e+00	3.689181539557643053e+00	3.580478822740027933e+00	9.438636017073189777e+00	4.644029085642086052e+00	3.032773443456372675e+00	9.474025064718944122e+00	1.141669099489804440e+00	6.721288398580210988e+00	-5.567338995109135169e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.450640735110551471e+00	9.741282633874799757e+00	5.537480923913141062e+00	1.783927877076229684e+00	2.967902929808550194e+00	9.272305431323657032e+00	3.967580815274881711e+00	2.622782308102184157e+00	5.643648097584219592e+00	-9.712903160341411768e-01	3.296027632064934210e+00	-1.385775423508197335e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.462492843321197000e+00	7.889706334582442082e+00	8.229206012208855725e+00	6.282145280748426153e+00	7.805878168705821629e+00	5.520210685623855085e+00	5.465475778077048652e+00	8.583143531808008930e+00	7.075136388210834681e+00	-1.641277822086691096e-02	9.550054418866276151e+00	-3.134886521744028798e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.161845152203873965e+00	4.663322316402930490e+00	5.207059574500045862e+00	6.538976710031692008e+00	3.234139337892790511e+00	4.026611652793880225e+00	6.111549305824434342e+00	4.308402876908260737e+00	8.076038856164014845e+00	-5.409124075495443940e-01	2.613556745642236834e+00	-1.423640021831272584e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.499263874394268559e+00	4.868376032374882811e+00	1.454659661252169389e+00	6.812264909210068886e+00	8.738703766802705886e+00	7.701154418178960626e+00	3.187019281801982906e+00	1.022358682909165850e+01	2.150190982163457054e+00	4.378555229042964125e-01	9.689133728163008996e+00	-4.652143315220316566e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.966270778003972985e+00	7.595441619677371747e+00	8.010387662274585097e+00	3.455246432113339150e+00	2.000584193019983026e+00	1.346973169692521344e+00	8.136989223070578703e+00	6.269097145511797642e+00	6.390404044315619814e+00	-1.335063074058534749e+00	1.184375738824708701e+00	4.767831251248098035e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.261543166548273476e+00	3.240944050016940192e+00	2.851647459076080970e+00	1.154755300226337544e+00	2.106851376846301971e+00	5.256674298406731616e+00	5.327366511405517535e+00	2.529775887269913870e+00	1.348181957582833101e+00	-1.593637242452711766e-01	5.223032604005735990e+00	-8.261517814732730614e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.331871020396524941e+00	2.056213947163088029e+00	3.365716306295905902e+00	9.692728159851599301e+00	9.749025963656551497e+00	4.020141760399756237e+00	4.009874533172926192e+00	1.485441363172111728e+01	5.402275788696149661e+00	5.384583570909784456e-01	4.060751670939861668e+00	-9.008095429093778250e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.576744840547372517e+00	4.155643782112716345e+00	2.447394836773156168e+00	3.149227068536326613e+00	7.088800484633427601e+00	9.332424370620024945e+00	1.855967463886757596e+00	1.014026046111034596e+01	2.348705984065242891e+00	-9.842789151020139293e-01	4.960250181957237103e+00	-1.354859652029960415e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.853723131044031192e+00	3.525516135862958311e+00	3.942950966707811755e+00	7.152991121456950374e+00	8.657999204102852175e+00	1.106024833793646911e+00	3.119192927782074687e+00	3.661295721699143257e+01	2.606902091096098051e+00	6.978654563050229465e-01	6.190271963083181284e+00	2.119366053018411122e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.866459424026486680e+00	3.656005828533134938e+00	7.786721783890425463e+00	7.371777451731743369e+00	3.955324743317891301e+00	5.944705500763337369e+00	9.561884424436708940e+00	3.457021857988114011e+00	4.288397463091573769e+00	3.748157919122639681e-02	4.941312403894690064e+00	-5.000126994968674410e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.722983449922843135e+00	3.096648105309093069e+00	5.663041598297002821e+00	6.483602223199111059e+00	7.073574047029405065e+00	7.732671826426177120e+00	3.649517625792595421e+00	7.482001325862850827e+00	4.873508918425175196e+00	-1.879200565511897070e+00	4.728462584994515439e+00	-2.760383643361894457e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.004873998220392028e+00	1.398095403603718312e+00	2.739408203474419601e+00	3.877468864398535331e+00	6.362040800773027804e+00	5.375124801244060002e+00	2.379869423173039955e+00	9.679874542885530175e+00	6.591815230589306296e+00	-1.659540400596760179e+01	7.589154417171367406e+00	-1.195797615767440192e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.356218391244256694e+00	1.117665097364674676e+00	8.890453106587752785e+00	3.507397961122327601e+00	6.392933222544305849e+00	1.736957974275709971e+00	5.018798694856243969e+00	1.695938468578522063e+01	1.634343687573925230e+00	-1.319717385251460012e-02	7.159293413385941385e+00	1.276690645034358162e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.376157546818160604e+00	9.931024619297708966e+00	9.014738215706705304e+00	6.441516844779981987e+00	7.234017714877571059e+00	9.778428032785541291e+00	3.835982557810370785e+00	6.745600767274266829e+00	5.476029212538579216e+00	-1.119148788779290166e-01	8.455302074223419950e+00	-6.514125761348392984e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.524299219031067132e+00	4.864718812938723325e+00	8.785733490551114855e+00	8.781484980296887954e+00	6.240556818896794589e+00	5.715376674251301026e+00	1.312257728918287514e+00	1.367096795959974287e+01	2.676162537613738124e+00	-1.690449102696727768e-01	3.238552457176378407e+00	-1.819090824462362477e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.820857724503654573e+00	4.440003107278456262e+00	3.116947417039666490e+00	9.466281606413803118e+00	4.920549414291017776e+00	6.472393437797032689e+00	3.879342016367493429e+00	5.480330053143825708e+00	6.147733328475352366e+00	5.225143802292213646e-01	6.604516390108647883e+00	-7.399386064914769179e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.746379174062757222e+00	7.077213609360909707e+00	4.995798857131822146e+00	2.006686350217120385e+00	3.526559331246516216e+00	3.118490776689326616e+00	5.948391954059458087e+00	5.612813193293590963e+00	6.769705390901280317e+00	-1.332872886476391727e+01	6.336797248721621756e+00	5.219427887379565201e-01
1.000000000000000000e+00	1.000000000000000000e+00	4.210725090612521981e+00	2.953999550438385135e+00	9.898708358405372110e+00	2.319561988174204448e+00	7.945541582412658954e+00	5.337949275430815987e+00	5.943410178868971272e+00	8.584149701648852826e+00	5.951007564117561266e+00	-2.032777777696316512e+00	4.280793653355013717e+00	-1.125805605037373924e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.982404466870826942e+00	9.504205171065969182e+00	8.014548655394706955e+00	9.608038647847729763e+00	2.968672093762515729e+00	4.887158719852823907e+00	4.223634025537807979e+00	3.860106053841260376e+00	7.609126774077120459e+00	-1.410023538155035716e+01	5.388915367239270005e+00	-7.198696048133659531e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.782810933352418914e+00	8.080356165612577968e+00	1.309679828084594044e+00	7.630332780500043377e+00	7.265684348408597337e+00	1.708735696751727984e+00	5.027125844313448333e+00	2.016917283490746726e+01	4.008669072283966628e+00	1.142769074627841830e+00	3.829201500720110118e+00	4.343502446925146643e+00
