G	c	dx1dt	d2x1dt2	dx2dt	d2x2dt2	d1	W	Fc	d2	m1	m2	Fg	p
1.000000000000000000e+00	1.000000000000000000e+00	2.685166603340756630e+00	1.004185518024064194e+01	9.247280935875361152e+00	7.186188097934086194e+00	6.187918200278109460e+00	8.925535185805804517e+00	1.672641052476910306e-01	2.878847838315659402e+01	8.494087356074883743e+00	1.010665986476351996e+01	-8.804133993294697980e-02	-9.660994164902741943e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.566093110429126689e+00	1.031365083612314493e+01	1.646827089069799133e+00	3.787461591392713878e+00	9.347216917256204738e+00	7.186631935317905118e+00	3.741004679142633238e-01	1.330407446542541905e+01	1.043103856777586547e+00	8.730092041406816605e+00	-2.203393528170753957e-01	-2.416360919256757001e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.356719007977183367e+00	8.992428159840255120e+00	4.336089560508437302e+00	1.883896083289616330e+00	6.001753426785955803e+00	9.322683906583474567e+00	1.961518668053144065e-01	6.863376751459906444e+00	1.307673410459019081e+00	6.111132241674000376e+00	-3.771140379968364598e-01	-3.643167430528182038e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.302867924067312444e+00	6.151497780349131084e+00	3.345492443851401543e+00	5.279034435961825977e+00	7.669315271599867145e+00	5.478125548515918375e+00	1.435553546823315763e-01	5.545808199381843195e+01	3.608828366233055807e+00	5.700524649151732071e+00	-2.273272434614440063e-02	-2.264921917056845047e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.618675592787037321e+00	9.904838547249271485e+00	7.790350453858714275e+00	9.107302203433235377e+00	4.710100078597689865e+00	2.561439508917824792e+00	7.193572093649332200e-02	1.419579822787371270e+01	8.385187317515038430e+00	1.338936011830508477e+00	-5.226858556846694093e-01	-1.487232619977991810e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.473992622828981247e+00	8.448894380260444592e+00	9.998412498287308381e+00	7.003453859253698788e+00	2.117752639535297909e+00	2.331891805138686991e+00	7.464343076199669857e-02	8.547144754082264484e+00	1.796109234194467996e+00	9.543402705075113346e+00	4.371623909028313215e-02	-1.134400158541560018e+02
1.000000000000000000e+00	1.000000000000000000e+00	6.777229110798207223e+00	4.100533516780296317e+00	3.087494191404592581e+00	6.215197699778112650e+00	7.462717856064816857e+00	7.551438760381260273e+00	2.079314587256285152e-01	8.883223572501010779e+01	7.683062437373531672e+00	5.075589223943914874e+00	-2.873183041512892277e-01	-2.895978896324697160e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.194143437192823010e+00	8.536048190040430583e+00	6.429797321685168932e+00	6.109922476122352286e+00	3.954988386374362008e+00	2.953112517642257906e+00	-5.305602671665896053e-03	7.063152926417640032e+00	2.408144197467749770e+00	2.015405098176175525e+00	-7.620903372144924304e-02	-2.072394606773623593e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.232191714574908836e+00	2.175116854457721960e+00	3.001619393718574891e+00	3.095462773243795152e+00	6.614900345197246345e+00	3.112277258990036266e+00	9.107690846589062972e-02	8.581303336904714740e+01	6.967688540833448130e+00	7.404186378665362334e+00	-2.447509443105757437e-02	-6.301785002752951925e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.596756468984631638e+00	5.591685846968204920e+00	6.275240371043508070e+00	4.726894155720706259e+00	3.608451448048395793e+00	5.539491823681441218e+00	1.581357219863752384e-01	5.213514928023238681e+00	4.179268815678597981e+00	3.594956428978848262e+00	-2.557190883389146019e-01	-1.711677661045978383e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.395879466367462962e-01	2.943590305505957794e+00	5.335535190300481290e+00	7.158024745447904458e+00	1.704615372992150490e+00	6.080891114960095933e+00	4.338409913203272184e-01	5.480138267794691487e+00	8.218616523103094096e+00	6.179868207621842302e+00	-2.227356421490598037e-01	-1.086307547891649108e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.056873175633303497e+01	2.596577317736250556e+00	9.811268417048381707e+00	1.917099028248854031e+00	1.041520063328118617e+01	7.199368399338125002e+00	4.063629249892101308e-02	9.612864870119420857e+01	3.167809110524604677e+00	5.984346381250601254e+00	3.242881402235272409e-02	-8.813825658331275292e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.019623487062637324e+01	2.145160375274130171e+00	6.664561895318695584e+00	3.976463591737623204e+00	2.449482749378075752e+00	3.353806050587749610e+00	1.014761159548493025e-01	5.163440754635139740e+01	6.189061654866267581e+00	4.484584068786796607e+00	-8.727545390873346631e-02	-1.066586654064286819e+02
1.000000000000000000e+00	1.000000000000000000e+00	7.895741359538678950e+00	7.242784123733120083e+00	4.629787472560955131e+00	2.703596171692929317e+00	9.668751642202199292e+00	4.132866814322412985e+00	2.654582783071334634e-02	4.525306466386512483e+01	3.273151515210447116e+00	8.391586366578160039e+00	2.546342712389285112e-02	-3.618747750404866537e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.136623378831783882e+00	4.833439004646357340e+00	2.198007013527741638e+00	5.833636125870375722e+00	1.021736817769906835e+01	6.107866636181402242e+00	1.801793542197648312e-01	4.635463765210386100e+01	6.854344398277911310e+00	3.111003862346345628e+00	-4.411392670739904265e-01	-9.993177863647066062e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.316082627050231491e+00	7.652788570381845012e+00	2.415183550887917363e+00	1.013352026725579691e+01	7.146352680678980995e+00	9.678794021694109517e+00	2.846735322477257912e-01	2.031037687489018850e+01	9.197254989385296398e+00	5.087109461025797863e+00	-4.794257999695240580e-01	-2.687231945581972070e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.475659857582826362e+00	1.651460252855919908e+00	2.736938244830937617e+00	1.928516279736531391e+00	5.528546780000759497e+00	8.160609893067594101e+00	2.011082542872930923e-01	5.168978062402612750e+01	2.214726999384721395e+00	5.199630821607552633e+00	-6.007024406823647383e-02	-2.355996367495583854e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.414523291849919318e+00	4.225388930369954110e+00	4.023933544018582609e+00	5.667580713032165818e+00	5.335385001501130375e+00	9.331344204613976956e+00	3.315651020137242444e-01	4.989567049103600027e+01	7.622084071934935423e+00	6.891607809717987365e+00	-2.453759282575954104e-01	-5.850756168403947299e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.963400494968074561e+00	5.821544613989500405e+00	8.035443879542365053e+00	3.560068244493891143e+00	8.607799391465359662e+00	7.987898844433646062e+00	6.212274155311067053e-02	1.518909399029193708e+01	6.874795450232326743e+00	8.272585078127777436e+00	-1.773112752301836959e-01	-3.745996610212861100e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.541466813852282236e+00	8.144469772258945639e+00	5.939031607881929631e+00	1.025703042901438877e+01	3.818186334545794036e+00	6.932294424763173701e+00	1.696785990339781391e-01	2.479532685480669585e+01	1.860020659355470007e+00	4.193647315122288610e+00	-1.256326463847762254e-01	-5.410907607210501880e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.602446718666373116e+00	3.430789730942138238e+00	5.429425505564361210e+00	1.820748850251191042e+00	3.754153797412209670e+00	3.246555177166076334e+00	1.356159628345923046e-02	1.087544707742263306e+00	4.518876656513308276e+00	7.210206082344045697e+00	-1.133036192606655668e-01	-3.548321264136573205e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.497120720631725632e+00	8.264920161839434343e+00	1.024057225475379251e+00	5.042412486978177455e+00	6.568185698095684089e+00	7.539723410068429388e+00	3.240360045629200325e-01	4.583961221143548670e+01	2.967733094433373964e+00	2.809279826259711399e+00	-4.939313089273200674e-01	-8.194398230190611088e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.229125452243780892e+00	8.710432773751207947e+00	8.936620378496153094e+00	7.244088367401922746e+00	4.507577598449624467e+00	6.951679700441447451e+00	1.223167830098908920e-01	9.936658949739655355e+00	7.214320081063353207e+00	8.749053871074005784e+00	-1.301744757070950609e-01	-1.112618726151439006e+02
1.000000000000000000e+00	1.000000000000000000e+00	7.067460078189609085e+00	6.948458735520428142e+00	7.393094663589191207e+00	7.189280911981436262e+00	4.921980638080779791e+00	7.164007149930831986e+00	1.294867811815225422e-01	3.941869741092160240e+01	8.154792262248029999e+00	4.042439325401568695e+00	-2.101058506309469720e-01	-4.467360788423354023e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.236079300761663724e+00	4.158488075135749362e+00	1.626616132317299845e+00	5.598501633167076719e+00	2.933512033732361246e+00	4.741474997244719880e+00	5.577892399653945343e-01	2.616037485688837450e+01	1.596757611538071941e+00	6.849725045495589804e+00	-8.169490178946116343e-02	-3.027273696873208664e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.770822767339510051e+00	4.725754257973577843e-01	7.271774297962039668e+00	4.328530957355217090e+00	7.502608473501077846e+00	6.991895516036084501e+00	7.905969680105356945e-02	1.161723279773911912e+02	5.992437025192595357e+00	1.409050667766649001e+00	-6.108785335077861200e-02	-3.660279859354123033e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.343014284604123532e+00	9.170895797803698457e+00	6.307777081468834979e+00	4.936618984948160538e+00	8.672877158133559305e+00	4.591714907479238938e+00	8.472796749384801929e-03	2.297425171490739615e+01	8.438898148467169236e+00	2.914988233770322346e+00	-2.774663989706958600e-01	-1.952528491834508273e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.031545059335963188e+00	1.204310471578441621e+00	2.222242621894236603e+00	4.011648341304640653e+00	2.150764473003247357e+00	5.585866177618368233e+00	7.553227784926483945e-01	1.944828115509973898e+01	9.645733107418907437e+00	4.528527229952316269e+00	-7.571926275706003517e-01	-2.851463769671303439e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.931222672138256158e+00	9.870752196332086115e+00	4.516625226054690856e+00	3.144770270389780187e+00	9.480403346729916692e+00	3.386812675504824455e+00	5.219072631032638937e-02	2.812227257866185326e+01	5.524547887310624183e+00	8.555992963778834337e+00	-6.594207329780185645e-02	-2.670154521011977522e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.080897275594178808e+00	5.254625906680557179e+00	6.337024825502481917e+00	4.908235985300287929e+00	8.016020509194706989e+00	8.055954214602330410e+00	1.256173983789976856e-01	4.913996436406719681e+01	1.043907192629787239e+01	5.909981389956201703e+00	-2.848272191300498801e-01	-5.649182977107243886e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.010604185989685178e+01	9.033118261445773456e+00	2.359354563942388516e+00	4.316117731434448324e+00	7.708627688228384400e+00	2.932490440430853162e+00	1.252864624303666741e-01	2.721211744034356528e+01	6.838680601514630197e+00	9.429165776515345598e+00	-1.567421798898631646e-01	-1.698101826455275898e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.069884878058898536e+00	8.161284429095340798e+00	9.835724784318019331e+00	3.866564896406420537e+00	5.191505026769523745e+00	2.089464704087192537e+00	5.050960832026155783e-02	1.805183943835350036e+01	3.348940865989335158e+00	6.000555776152756593e+00	-3.983707197691976204e-02	-2.992021742026096831e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.328405121731828231e+00	9.706857248580885056e+00	8.749341691763151019e+00	7.228459857912251429e+00	7.951354606112895240e+00	5.399206182152227917e+00	3.610764911087142870e-02	3.776100280998681313e+01	9.137745262298469839e+00	4.798762976454904461e+00	-4.676582978174290139e-02	-5.048019237881533883e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.995330693132977729e+00	3.900903046958458908e+00	7.079572387188544091e+00	9.747083682582820430e+00	1.127990530022212168e+00	6.672581157917782946e+00	5.672573958235834768e-01	2.622678330344812281e+01	4.849489284175082737e+00	2.072969037477849774e+00	-1.244228514807645958e+00	-2.828668237506469296e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.603531538906362464e+00	9.033141424358671401e+00	5.468125229014093591e+00	7.034031158670691397e+00	8.751832928118561838e+00	5.424091508312012699e+00	1.314388181169686420e-01	1.328458392824241940e+01	5.524375567215437322e+00	7.688832576310222322e+00	-4.741864034228544106e-02	-4.634243325575670980e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.488606548984201083e+00	4.688054053669284293e+00	5.433818794666428253e+00	2.729452942463875154e+00	2.164834059206774963e+00	3.248351866357406248e+00	3.843109020656593211e-01	-1.530423378645411336e-01	4.445795800380166973e+00	3.281525399997100134e+00	-1.882238767816139635e+00	-2.193895882287919541e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.683706881923288323e+00	4.882347852146543765e+00	7.287824941562970338e+00	1.477065212673780437e+00	9.434082779663517826e+00	6.424566078167636363e+00	6.673093586834609459e-02	3.003649101599874971e+00	8.840417723248936710e+00	8.999805448686494458e+00	-2.071988862753549876e-01	-1.797436032131589201e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.916941371757801882e+00	6.430576777213880213e+00	5.774519590778963263e+00	1.013955814215399087e+01	9.171798932451649122e+00	4.113212337138389074e+00	5.146456314223496475e-02	5.280531729019762821e+01	8.032579092480650829e+00	9.342572997144092284e+00	-6.622905743171018933e-02	-1.305029953796482971e+02
1.000000000000000000e+00	1.000000000000000000e+00	4.398719001997453582e+00	9.088341510509616583e+00	1.513938651210898545e+00	3.694224344112788661e+00	3.063216252060363853e+00	8.395151967257213244e+00	1.104477920821966608e+00	8.808393521847193597e+00	4.382091394195387402e+00	9.271249167955861736e+00	-1.053587256059399735e+00	-1.680718792961139485e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.263901810553236249e+00	1.004443406176696740e+01	5.301382443560780366e+00	7.469523331392824428e-01	2.458036805044256923e+00	8.899606769081245261e+00	3.815958671135748492e-01	-3.544537105086993822e+00	3.764649034377614445e+00	6.089259246227290312e+00	-1.395781226364089855e+00	-3.985601934566178173e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.428407125950425183e+00	7.593319904964413780e+00	8.652536275730168924e+00	5.631333592267896648e+00	8.311866047855440698e+00	5.986641738063019247e+00	2.993441615705971087e-02	5.421626408141327857e+01	5.027772820946548649e+00	6.712109442796730718e+00	-1.132245124615226944e-02	-6.886851677350664147e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.469783967830219140e+00	3.854201654077356487e+00	5.458882161617542472e+00	6.842523867583321540e+00	3.607706721950052930e+00	3.784367842403480342e+00	1.465907657174967682e-01	1.665533616311844867e+01	5.770137959497246172e+00	7.464352104525086240e+00	-1.054320910755140450e-01	-8.660809522640185776e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.098110844349276416e+00	4.764096686521150481e+00	1.278703929364089387e+00	7.383486378213838464e+00	9.477214073087763424e+00	8.299965970932314363e+00	3.588876075906369811e-01	5.122386274183919141e+01	2.928523971903921996e+00	2.299431794727595957e+00	-4.429948475908533911e-01	-9.835294569408658205e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.957345657773558401e+00	7.595073444501444726e+00	8.808955978489596106e+00	3.736333660785647659e+00	2.229584867704873741e+00	6.647822387363089280e-01	7.501585512905330211e-02	7.145217236331317778e+00	8.061860585953851910e+00	7.398828842131991657e+00	-2.294571040227215142e-01	-3.301468590016474280e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.458160642450760047e+00	2.789542004752188831e+00	3.405189426109039186e+00	1.552338087748549755e+00	1.791816503280112549e+00	5.654834738882971834e+00	5.825673955411443394e-01	1.744138944772066102e+00	5.554121504717675073e+00	4.960923105956620560e-01	-7.495861796874726224e+01	8.251293532376297035e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.703573412189232528e+00	2.706228435980510660e+00	4.334464041370811316e+00	1.108698910184138953e+01	9.705167696325792903e+00	4.000833475446379239e+00	1.014623125041510532e-01	3.873102600595698277e+02	5.018594669566518895e+00	4.866750897807519571e+00	7.696672470903203472e-04	-1.452523209883608217e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.943666679556335763e+00	4.511246055090953000e+00	2.046242323642806227e+00	3.544071229712710380e+00	6.268521268182678519e+00	9.149432144385661658e+00	3.213438898151932399e-01	3.761005068825057585e+00	1.446309339414547868e+00	2.517264690548389527e+00	-4.552353739198120586e-01	-5.880185658106530155e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.007624250684158795e+01	3.660152476143261779e+00	3.916613935095890842e+00	6.940824231043229098e+00	8.964131904406180240e+00	4.615875022774812431e-01	5.685637512371396335e-02	1.703280169216501179e+02	3.218533173279450210e+00	3.248395075874019433e+00	4.627967202862452722e-02	-3.415958683113017713e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.517778372921824825e+00	3.466103770014470342e+00	7.702258238861158901e+00	7.291111378151194700e+00	3.577952863504189285e+00	6.090554829583816776e+00	1.623389870263181323e-01	6.967794187235102754e+01	9.963836435543914405e+00	4.449105022972206669e+00	-1.905668829407589360e-01	-8.773680750553225494e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.145415086408350991e+00	4.066580574550258120e+00	7.112151795341954852e+00	7.375154571420108773e+00	7.755222647547889814e+00	7.112473217220813382e+00	8.799222576923598771e-02	4.297134207701294883e+01	3.360275585194216763e+00	4.567183057212083064e+00	5.422381192250493726e-02	-8.635467413579652884e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.101584680628278079e-01	7.365874881258522855e-01	2.849366202621129496e+00	3.129106888663607311e+00	6.675155087729329750e+00	5.016207404155816008e+00	1.855652535484906551e-01	1.913889638467890109e+01	1.291828481373643145e+00	6.833045746759872863e+00	-1.882766236580669245e-03	-7.119618174427782265e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.412423019547929925e+00	8.846012853226705719e-01	9.599054586593068095e+00	4.110020264712135329e+00	7.483969325573077924e+00	1.691454334218163158e+00	1.074882121794376241e-02	1.596012691989271843e+02	4.107450023624714674e+00	1.945646027032765346e+00	-1.260311550043307360e-01	-6.464408798816776880e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.320619593146113324e+00	9.637842099042389421e+00	9.487599307209375610e+00	6.387766747076260465e+00	7.371452785215376835e+00	9.551509026696567872e+00	6.640562199633949503e-02	3.432676776108186090e+01	2.555892257994673678e+00	5.169913732615453839e+00	-9.017443496103402789e-02	-5.499147813508558613e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.315498931045986808e+00	5.016274645433185242e+00	8.788854825459575082e+00	8.344695546260611607e+00	6.396695069946084722e+00	6.225957915844348989e+00	6.270385358310098800e-02	8.551811644785556155e+01	2.154222883929928223e+00	3.084203854200319839e+00	-3.671357773848073214e-02	-7.940849603772832666e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.742731537033616718e+00	4.826600344185258074e+00	3.179817042789218284e+00	8.735583413244814466e+00	4.762144556418654417e+00	5.106671400460326637e+00	2.980951631931021417e-01	7.971351318356045113e+01	4.242393899264316204e+00	6.147340028945902368e+00	-6.375413602153050252e-02	-7.099374477763264224e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.185194137256783797e+00	6.373268262789153482e+00	5.349816734702186771e+00	2.754653183105651770e+00	3.273827813941180942e+00	3.031628010922021055e+00	1.066945372989220320e-01	-2.272928250789933990e+00	6.308211551077356205e+00	5.802069487877992593e+00	-2.829510238028201674e-01	-1.189924754322313483e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.581791425116797711e+00	2.583425770725350290e+00	1.055944411325549126e+01	1.929335211090241975e+00	7.776345669601493427e+00	5.152455882819459987e+00	3.176839424511364307e-03	2.745020738034102337e+01	6.499275706528885976e+00	5.938365984429990974e+00	-1.613257183807637746e-02	-6.806673618438418316e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.512401663990777356e+00	9.798682207771978625e+00	7.853136827230280836e+00	9.536385202513857351e+00	3.580682593826637117e+00	4.857676131382310025e+00	1.534828218947386913e-01	1.210261131177937877e+01	3.895986911515228357e+00	7.340704075631428793e+00	-8.495044271150556381e-02	-9.702185654421796812e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.339906697453344009e+00	7.707073713493853617e+00	9.636864763431292058e-01	7.101148198024747948e+00	6.496607664911687507e+00	1.375463621801919611e+00	1.043702433533771068e-01	6.296917025755760733e+01	6.278530355937948393e+00	4.717469738837982263e+00	-2.459902348668512317e-01	-9.532084646398402583e+00
