G	c	dx1dt	d2x1dt2	dx2dt	d2x2dt2	d1	W	Fc	d2	m1	m2	Fg	p
1.000000000000000000e+00	1.000000000000000000e+00	2.375414369327683239e+00	7.251929023317118528e+00	5.589907776794178496e+00	6.891358469413050969e+00	6.642349100768606185e+00	3.062469153050139337e+00	4.938019448495942904e-02	1.341225991969974451e+01	5.587448847118562156e+00	5.112235518910908993e+00	-5.779043174585998116e-02	-4.519004379756295720e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.157615664832199354e+00	9.573509364629305907e+00	4.886826829946585349e+00	3.733483009807085473e+00	3.072758768839541688e+00	3.244087121720836908e+00	1.358091338328270281e-01	5.736831664448239110e+00	7.516700199223807388e+00	9.041584109068647734e+00	-2.307340617100378521e-01	-2.457797860294766679e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.031315647264422708e+00	2.537973784125925558e+00	3.874215319630292420e+00	7.452510132885691085e+00	8.685044993258577151e+00	8.579437529206707103e-01	4.725399975654223650e-02	9.656853658141884011e+01	2.198808833366193038e+00	3.525720202529154967e+00	2.974791881205056041e-02	-6.000720020395601750e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.950544387287187043e+00	5.950142880147030411e+00	9.118872842409375679e+00	4.673628072959789215e+00	9.103759899253265786e+00	4.081319429623861517e+00	1.685592525700534486e-02	3.975291897944348563e+01	5.980981000556734095e+00	1.487347601082372073e+00	-1.450360072685881740e-01	-2.085418842332245859e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.890819381430328683e+00	9.228464040641528143e+00	1.350891729434203326e+00	2.624186871763284579e+00	3.921520475104752546e+00	5.438392150933395008e+00	9.170557427403275286e-01	3.133181523287325465e+00	5.807794232550835822e+00	4.731313344369127982e+00	-9.058703736638957338e+00	-3.405214516416982917e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.029278423173635382e+00	9.323228248084676206e-01	7.015608985958133204e+00	8.262903177572876956e+00	3.195644052028581594e+00	8.847371598059565301e+00	2.587898651830299879e-01	6.693988950763362311e+01	1.641822458563634735e+00	7.884580324156986286e+00	-1.959566036022913557e-02	-5.480753714669602914e+02
1.000000000000000000e+00	1.000000000000000000e+00	6.208077668418158446e+00	7.238234752181184284e+00	9.423203422604894186e+00	3.600702248703677721e+00	4.231120034379173056e+00	7.111894891801070706e+00	9.152094263268471808e-02	1.408911804942322910e+01	4.661421727250622205e+00	6.072111727199864362e+00	-1.626956821634755745e-01	-4.183947011720172782e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.459209391394619360e+00	3.776859984629476585e+00	6.234480162864380226e+00	5.077136361813223253e+00	3.332408101316326920e+00	4.445663637377316846e+00	1.592977892504298665e-01	1.015758919726431841e+01	8.833327625220238843e+00	8.213150638391237379e+00	-1.281283726476183660e-01	-1.057236448900001022e+02
1.000000000000000000e+00	1.000000000000000000e+00	3.509345181003553638e+00	9.561551705428513515e+00	9.407841353368386450e+00	7.005750809821546632e+00	7.261835875000884677e+00	9.852402707608739263e+00	9.186644169439800445e-02	2.054203690646393454e+01	8.610986879214047818e+00	9.908013363560712605e+00	-9.989494338118946881e-02	-1.035813463546267883e+02
1.000000000000000000e+00	1.000000000000000000e+00	4.229902212549395024e+00	9.808773465558877191e+00	6.772151190251332054e-01	4.063135800671810571e+00	8.814151839730072879e+00	7.951556727353242593e+00	3.907892349773158802e-01	1.920157718474557740e+01	2.335269489650166008e+00	7.726851535234721347e+00	-2.101213641646542951e-01	-8.630295276264753568e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.301039647779093755e+00	9.099909098512023675e+00	4.497653601413253099e+00	1.767668150754797551e+00	6.799129723938269088e+00	9.354347911625218615e+00	2.163660969467048056e-01	4.776157752252650823e+00	1.605141982235520182e+00	6.343480970527920704e+00	-2.941683899472629649e-01	-9.039761705250510815e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.027734770331406366e+00	5.644072697671421501e+00	3.728248318192155519e+00	4.357441193686552694e+00	8.403738448610116762e+00	5.786969297543595125e+00	1.305192128849771704e-01	5.959402698115933106e+01	3.569368014715489590e+00	5.244270746873737288e+00	-8.631127678609085141e-02	-2.389979948253805730e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.679427542353393754e+00	9.157862532378882037e+00	7.987184078730194869e+00	9.295261900156880586e+00	4.727493211257826289e+00	3.735873386301963084e+00	7.632531921483313997e-02	1.216557512048248846e+01	8.395173469981067171e+00	1.011049327889119942e+00	-4.791793398479826660e-01	-1.776577498923030518e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.494112640738882725e+00	8.632256048651200331e+00	9.976923948531334574e+00	6.754531505829890037e+00	2.263174864507026207e+00	1.166477143386607018e+00	3.338493866116960113e-02	1.164131945467739371e+01	1.948808224046011173e+00	1.008937308908645747e+01	-6.016775782186294802e-02	-1.158826861763754295e+02
1.000000000000000000e+00	1.000000000000000000e+00	5.794195274217212699e+00	3.662745842464844692e+00	3.525238343507608452e+00	6.956812931952891965e+00	7.791869740102566055e+00	7.232728181510581500e+00	2.263758183162517257e-01	8.836816862975580023e+01	7.257948748265228289e+00	4.542436853771591565e+00	-2.219347937240945534e-01	-4.123427134986879850e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.624588400105653863e+00	8.312365601092372103e+00	6.672698002186089994e+00	6.323207368556177599e+00	4.237727042639397368e+00	1.861476513525378573e+00	5.190952683690040065e-02	4.509740978927686328e+00	1.610238266674874685e+00	2.584960297521052830e+00	-3.919245169296203812e-03	-2.049233440097546577e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.195494020876678221e+00	1.276457370179964190e+00	2.711057348547649681e+00	2.636227928955638955e+00	6.810907665567035529e+00	3.735148105697962073e+00	1.371126785688841221e-01	9.533886680011295311e+01	6.685342077446995823e+00	6.926055013318487497e+00	-1.049942386265294153e-01	-6.243127889164944833e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.037631405730874867e+00	6.443942711172796933e+00	6.429035484284549185e+00	4.388013854202107211e+00	3.228473139210288334e+00	5.801678746516639507e+00	1.772767084995291453e-01	5.281974583461986228e+00	4.174635987862160391e+00	3.821676621951656916e+00	-2.590115522297694040e-01	-2.162992856329958613e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.507631940694931227e+00	2.985384587822677904e+00	5.292980157643212280e+00	7.423696436398766529e+00	2.071307411976948565e+00	5.927976776739585674e+00	4.645296702805589706e-01	8.730453864628870519e+00	7.480409648727153638e+00	6.292606440303075921e+00	-2.965782094135090419e-01	-1.148145315798921331e+02
1.000000000000000000e+00	1.000000000000000000e+00	9.894324478719068949e+00	1.846334792903973288e+00	9.765979087179220031e+00	1.603538037125761040e+00	9.661864132811938788e+00	6.322824282764372583e+00	4.825461113945619246e-02	8.523892190118996837e+01	3.645977684033529620e+00	6.154816569873808874e+00	-4.543292899176008121e-02	-8.307547461300281100e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.201136554842879178e+00	1.977136975803714281e+00	6.425170866119369606e+00	3.758744471570630186e+00	2.087711735065521879e+00	2.348289536176575876e+00	1.021018863123961534e-01	4.884957613319065928e+01	6.800690924753539868e+00	4.840942425924089854e+00	-8.152989832599247255e-02	-1.023794666257503536e+02
1.000000000000000000e+00	1.000000000000000000e+00	8.473526736214608945e+00	7.338165053336253685e+00	4.469808606420432540e+00	3.889942458252045654e+00	9.989579636756316106e+00	4.282731460777523758e+00	5.839243248802773040e-02	4.079718628648095802e+01	3.121463037451096767e+00	7.995499820099261079e+00	-2.982110314431601905e-03	-2.633638606605517651e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.009042373411253912e+00	3.766149196798059595e+00	2.336635588147354170e+00	4.472401550898394973e+00	9.787192971821671250e+00	6.343935671280950928e+00	2.171493597457935243e-01	4.688668264767680682e+01	7.779280436260677334e+00	3.695668442319462343e+00	-4.606360956993252875e-01	-9.191860073015257981e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.231813488208388652e+00	7.603931211944654933e+00	2.540584510993273870e+00	1.025102504168619255e+01	7.787146274427559689e+00	9.519774300470091433e+00	3.332432204101971052e-01	2.191274616646967033e+01	9.132061572366902524e+00	5.318355177378964349e+00	-5.271991444125655457e-01	-1.662824288320056354e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.744586341419053888e+00	1.633232701565410450e+00	3.046149761018284163e+00	1.302589059231906710e+00	6.793343928595501069e+00	6.999803297302844562e+00	2.504500712558902498e-01	5.138027753896856353e+01	2.060116340623007414e+00	6.621032139464015032e+00	-1.072452042947008161e-01	-3.226130583214451519e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.771205920506863762e+00	3.637881030832352369e+00	3.160205700137587392e+00	5.870466067489195083e+00	5.977815141984478942e+00	9.242077714033353431e+00	3.040896804029727951e-01	4.417025297174470921e+01	8.268299168997721438e+00	6.883256683644834339e+00	-2.584544648785159771e-01	-5.081293200090703266e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.254356609715749471e+00	6.187834026874872606e+00	8.846873533452964011e+00	2.684265870708689494e+00	8.620157425223835546e+00	7.323475472333158542e+00	4.499369820275397197e-02	6.679411814944938186e+00	6.495683964674793032e+00	7.877668231095043438e+00	-1.350440494520259715e-01	-4.553881603344360940e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.496762882754754109e+00	8.154028963193646007e+00	5.746786980654354338e+00	9.908194066460307425e+00	4.292624800415039132e+00	6.531337856403395037e+00	2.013351828033911883e-01	2.133531219284499159e+01	1.882110873273273643e+00	4.098868727243482724e+00	-7.869115207964977321e-02	-4.732661708633019515e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.388884341389718280e+00	3.808517533352041351e+00	5.463543051396347217e+00	1.704201300017408771e+00	5.126724061135628396e+00	2.574619804818399249e+00	7.718669405948011542e-02	1.110570485077932101e+00	5.184942973158840118e+00	7.070797618361100767e+00	-9.275952277232463183e-02	-2.989342889151306082e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.086384498401661958e+00	6.609801291673442769e+00	1.632298808016281022e+00	4.141860500790031097e+00	6.334503320876390120e+00	6.967415745468009014e+00	3.284971845554341408e-01	4.216542364585703950e+01	2.236634678902734041e+00	2.550410974323344515e+00	-5.026928139573465515e-01	-8.276453313668035605e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.748689893515670946e+00	9.097278643690716038e+00	9.082282659985436268e+00	7.423642627006815431e+00	5.251342836677258319e+00	6.508041321336174079e+00	1.296412212913892192e-01	1.188028228409097764e+01	7.180228185132779828e+00	9.808261763105836195e+00	-7.515417501209356588e-02	-1.093650427012838833e+02
1.000000000000000000e+00	1.000000000000000000e+00	7.668591608476793553e+00	6.522690311132850915e+00	7.306365231433367136e+00	7.456529863074366382e+00	5.089291970522073605e+00	6.355259919483626341e+00	1.350117442531893197e-01	4.024947048115632953e+01	7.464482757238673827e+00	4.202724629356367814e+00	-2.185684368453103821e-01	-5.326470742843282835e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.833538253822289299e+00	3.074231420124599268e+00	1.720554770793049304e+00	5.334230579111215675e+00	4.169966363367561435e+00	5.754627917725150255e+00	5.562265658439197180e-01	2.230543778266913790e+01	1.608838255238837611e+00	7.757010243122794080e+00	-9.537115307421645261e-02	-3.319825637146693253e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.803314983936728844e+00	1.516113514769530823e+00	7.335851636152297850e+00	3.840003488835411982e+00	5.851195289028114033e+00	5.387181783532988710e+00	7.182561713166606132e-02	1.167886286960035847e+02	5.525591368714356300e+00	1.043650045325952291e+00	-1.621502692218963482e-01	-3.783445275656919904e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.935612936474935708e+00	8.436349660736064848e+00	6.691803990623559351e+00	4.551759188911297827e+00	8.979668138837048730e+00	3.564692265669350490e+00	6.548719347516299139e-02	2.604177328418310822e+01	8.276613137620483229e+00	3.205546244371941356e+00	-3.064722651243432794e-01	-1.558765777990469026e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.011174787118062302e+00	8.432954479724861230e-01	1.857530506429650341e+00	3.175734023587316823e+00	3.036065657836841680e+00	5.706559135958008788e+00	7.575865330574860224e-01	1.846596734251586014e+01	9.296032544455870905e+00	5.526948144775091443e+00	-6.485345435362613875e-01	-2.491888734681555562e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.950633325534051110e+00	9.088433459046788343e+00	4.610601150918206770e+00	2.843333860270387259e+00	9.449956814468094990e+00	2.641978868877988607e+00	3.011314160864028699e-02	3.154178602742605975e+01	6.180057332765986899e+00	8.488798017691568276e+00	-6.942412378144387219e-02	-2.316211489290775205e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.687616353076499820e+00	6.432421641281131919e+00	5.686783912484095538e+00	4.824753978310535985e+00	6.734358195188493212e+00	8.345217665479705005e+00	1.260454220491046273e-01	5.470453297882681198e+01	9.716698167997277480e+00	5.710257979339060874e+00	-3.297682641811603976e-01	-3.931040570480672613e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.289683840329240994e+00	9.695413325013410244e+00	2.385085224376884305e+00	3.822277349235507771e+00	8.404033749213672522e+00	2.868556190481974966e+00	8.507604625174218504e-02	3.035452519685272321e+01	5.823986800930691210e+00	8.848557756928736140e+00	-1.222261606611999563e-01	-1.812654113453505289e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.780314845190488882e+00	8.707593313824594006e+00	9.455810654697392792e+00	3.593660795781300266e+00	6.476858353802434465e+00	1.461216675362511541e+00	3.877361621458666474e-02	2.499869694720559465e+01	3.797752238071319120e+00	5.043498171277875031e+00	-7.815179862592019910e-02	-2.994789435906715980e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.110360365391535709e+00	9.860583143052695121e+00	8.464109421532885591e+00	7.159052673528051081e+00	8.075670996893768105e+00	5.091729242354250395e+00	5.201871437971804235e-02	3.390576416211708732e+01	8.858428016317825282e+00	5.119521298838245471e+00	-1.309534600827185202e-01	-4.998314345716106999e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.468793303566510389e+00	3.979197249088104904e+00	7.075206248190069047e+00	9.653986153596147091e+00	1.043273901986017105e+00	6.644438643473342232e+00	5.864728512094014024e-01	2.343378379831091252e+01	6.251325256330245494e+00	1.906546932302244146e+00	-1.192430871224696265e+00	-2.343498114531877263e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.635230624460568549e+00	8.031682857309897727e+00	5.211048747339809495e+00	6.484331877177639925e+00	8.303204057705654506e+00	4.959908067552356137e+00	7.191243530419245966e-02	1.312692088986492678e+01	5.196002202147086635e+00	8.153751554057469875e+00	-6.136947780798767543e-02	-5.070318709759214926e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.581030941206145179e+00	4.882643104548844093e+00	4.527684867562094873e+00	1.998365730758629111e+00	1.317877779066752630e+00	3.151490598493777995e+00	3.644964493026068841e-01	4.442719065325383632e+00	5.192361927441709213e+00	3.266643386903961499e+00	-1.873968362139573074e+00	-1.155097840031313794e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.624953622479561099e+00	4.954062483337158262e+00	6.718471351423222160e+00	1.715904150692072250e+00	8.791447541748537375e+00	6.059788884551648103e+00	4.977123197027476242e-02	4.770856549655449363e+00	8.665487525871908403e+00	9.127103751237045870e+00	-2.119660144556645698e-01	-2.888568670101917135e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.172858352605533838e+00	6.588240819196935938e+00	5.936850156611964913e+00	9.608201854720189061e+00	9.916431808159403616e+00	4.117294193527303747e+00	4.565465332780452301e-02	5.803968566952595864e+01	8.098146482173003591e+00	9.191045812240099977e+00	-5.743179320700969592e-02	-1.125654244497020642e+02
1.000000000000000000e+00	1.000000000000000000e+00	4.714075887123508224e+00	8.855578994428380923e+00	9.136706045732868597e-01	3.460722063353494082e+00	4.039532151022625861e+00	9.093265702706311515e+00	1.091528451752426410e+00	5.758310642380926048e+00	4.757355305058339034e+00	9.578560115300186695e+00	-1.019564276069629516e+00	-1.358197324331095501e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.326978894315454127e+00	9.667918182925129500e+00	5.214551503966172064e+00	1.683951101102602932e+00	3.254940583248175479e+00	8.931181776019384344e+00	3.800286241892180117e-01	4.027055947153889370e+00	4.407741762287688658e+00	5.348295772061037567e+00	-1.344186308401852825e+00	-4.454422806049211481e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.541403595155715678e+00	7.758074340743059238e+00	8.718688281041202970e+00	6.117263715555175452e+00	7.682828849750987565e+00	5.727253314476540957e+00	5.366757476594514326e-02	5.305080840625701200e+01	5.244866355876302677e+00	7.113387663495971402e+00	-3.531603335612055333e-02	-7.028442850102631212e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.240795278946493774e+00	4.994407331342994638e+00	5.223664551020222646e+00	6.413080685984875906e+00	3.624724399168096856e+00	3.826693839706666989e+00	1.526724006821782997e-01	1.964851675560634092e+01	5.981249336394888871e+00	8.389739270287011053e+00	-8.262328427096594929e-02	-8.322033121110756326e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.275044068935412778e+00	4.922859416000409993e+00	1.322690974381899087e+00	7.175212026187492320e+00	8.997356303846213876e+00	7.911800951592693920e+00	4.206680634247395578e-01	4.351874612953653099e+01	3.123358513018792415e+00	2.134851143257519013e+00	-3.997439030344956956e-01	-5.771882161521110888e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.633541202718075347e+00	7.860336190789728228e+00	7.608244871489571182e+00	3.896152310053147438e+00	2.098071430970129825e+00	1.181358688426192849e+00	7.896021087964633089e-02	6.818790640584366791e+00	8.009269653525837640e+00	6.540725411630300634e+00	-1.313123315173964356e-01	-3.472686946519860385e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.379802125499697940e+00	3.242698628479379952e+00	2.796726128068955042e+00	7.983977992614184060e-01	2.251226845901401319e+00	5.630120697312801070e+00	6.034243884676150360e-01	3.538300721230915435e+00	4.967011278711821021e+00	1.415941727689609353e+00	-7.490932480346340583e+01	5.275334785924684411e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.272935527502379927e+00	1.751363875001225257e+00	3.599581881291664676e+00	9.792098991585191925e+00	9.558978416725208760e+00	3.766758740468338917e+00	1.044906375486138045e-01	3.887700960527238294e+02	3.901629533832629892e+00	5.708378001473083607e+00	-4.567222483463464350e-02	-1.321177232662191727e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.820701311682269896e+00	4.309288828709403774e+00	3.210996001943446920e+00	3.172048271700066202e+00	6.954091917795033773e+00	9.688810635092940160e+00	3.705753307109119210e-01	1.180673483357969289e+01	1.801728902555488343e+00	2.470269390771658191e+00	-3.383944343122857190e-01	-7.846759756223831594e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.009604548478228203e+01	3.320318864948262672e+00	4.494299393167312751e+00	7.462352355769387380e+00	8.848828177467172651e+00	1.155859024893961085e+00	2.129235180211219713e-02	1.730774918183221871e+02	3.521294300213038575e+00	2.872075297804055793e+00	-1.876082739451272532e-02	-2.983238001623726987e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.355959021603968750e+00	3.580056461023494396e+00	7.565895415986257255e+00	7.396171279577697710e+00	3.590276405555235861e+00	6.085001732212032444e+00	1.285888879012035135e-01	6.182959165180491112e+01	9.857779738592595820e+00	4.420908774109346240e+00	-1.681282333685797381e-01	-9.440585383969592215e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.578469416173239992e+00	2.814229127058809343e+00	5.537591127824478043e+00	6.488043310181733858e+00	6.804901361102741575e+00	7.390559222098151082e+00	1.299794196346294173e-01	4.109566642264355352e+01	4.125950907627329300e+00	5.067473489454606295e+00	-6.519480122114797160e-02	-8.808036223749063254e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.220250701891601564e+00	1.208915513454629220e+00	2.437676170832089539e+00	3.614580755230920595e+00	6.431568521038316888e+00	5.565192192294756701e+00	1.955038931139940761e-01	2.090366531938759209e+01	2.737793963586772961e+00	6.726629424857735629e+00	-3.058975198445503668e-02	-7.925786334445066927e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.541897634122182836e+00	1.186032805979712723e+00	8.668104400472607551e+00	3.025261258619059035e+00	6.213323916479301268e+00	1.978179647452595669e+00	7.704392381094092926e-03	1.589803657584336349e+02	5.202025803716414210e+00	1.400975782819456894e+00	-3.965808717314461829e-02	-6.512403579266936049e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.277248778269119533e+00	9.762246935732290964e+00	8.857474401081111282e+00	6.584976824308692578e+00	7.367177621113728314e+00	9.663157102135755849e+00	1.057643259205053032e-01	3.390979928743637828e+01	3.525960344545903791e+00	5.220553588211728879e+00	-1.011075153338161225e-01	-5.110901791424610252e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.594042570137679249e+00	4.604299698180301270e+00	8.733845701951564067e+00	8.890400977191852405e+00	5.972823264234024876e+00	5.076719695055146531e+00	4.972175175469765313e-02	8.847702490236750350e+01	1.677122083841954936e+00	2.549290850780334239e+00	-2.357279326500263603e-02	-6.750548624416909149e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.863885947516046748e+00	4.775427047117544177e+00	3.716396136104701764e+00	9.622765901822461387e+00	4.928117615881201452e+00	6.222280131999895936e+00	2.859547626336992332e-01	7.974532212574956702e+01	4.002901853345707472e+00	6.580168216367988876e+00	-7.395307730102566868e-02	-6.520561760329792378e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.237019003340849466e+00	7.083560172511957020e+00	4.698006965976480487e+00	1.790933109400039358e+00	3.572653686057216227e+00	2.824050250838197051e+00	1.060008190741705825e-01	2.656833936081159919e-02	5.557527121614040944e+00	6.690798684636196647e+00	-3.590027634196721329e-01	-1.653604206122759379e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.254566317902158445e+00	2.817437692738199662e+00	9.852457118271129133e+00	2.354002543931135172e+00	7.785934750256292780e+00	5.474744301073095620e+00	4.467357336862563116e-02	2.784602072938903206e+01	5.716849274678480697e+00	6.093056364172631412e+00	-6.449303232678006703e-02	-7.607586575975282983e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.165005797717921343e+00	9.248572918366212647e+00	7.378427001807263963e+00	9.716744541976305882e+00	2.971184734655776705e+00	4.734782864616771114e+00	1.366870765992740100e-01	2.956852412347624526e+00	3.865305529890724401e+00	7.119257429239621793e+00	-9.306131330610352415e-02	-9.698678209235914949e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.696492600961855501e+00	7.556395174867671649e+00	1.335859969299541206e+00	7.894644278958553585e+00	7.045989404735282235e+00	1.551827815368283181e+00	1.196370647970379369e-01	5.914305916093253046e+01	4.467595550845478769e+00	4.072225225161756335e+00	-2.236488873473843064e-01	-3.491114974971272655e+00
