G	c	dxdt	d2xdt2	m1	W	d2	Fg	Fc	d1
1.000000000000000000e+00	1.000000000000000000e+00	9.541006716061771087e+00	2.077459112899164406e+00	9.744521921598371605e+00	1.912488338723326686e+00	2.826047422787539842e-01	9.928260598705094253e+00	1.040459661289829585e+00	1.990144341797643879e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.693428232652424370e+00	1.700247451229346840e+00	6.485874449695923971e+00	3.502412660324312199e+00	9.569342625904785349e-01	2.407485996729521016e+00	2.506193881912192056e-01	6.785351890424119459e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.283409395633507089e+00	7.267243330218014385e+00	4.148997821210897996e+00	3.492297460639776752e+00	3.480336560078259311e-01	9.895509871073084440e+00	1.194513081777068830e+00	2.337623932900239898e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.744598670078639113e+00	4.061042100647052955e+00	2.028186470890545490e+00	4.896616598947913346e+00	1.782626309217770988e+00	9.798926916690737343e+00	2.616629185628810639e+00	8.621323785402548179e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.873367970117427284e+00	7.510548392104560378e+00	2.363906694321258328e+00	9.812753910742499031e+00	1.657184283001189140e+00	8.143146791289559872e+00	4.331820607218331176e+00	5.304781277449587273e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.165471851163441208e+00	1.581542596175221860e+00	3.022339327532126863e+00	1.600401942348954165e+00	1.001845549913952915e+00	6.933133105815392661e+00	9.681777492212737535e-01	6.420046119301514587e-01
1.000000000000000000e+00	1.000000000000000000e+00	4.970251952934555462e+00	3.842548002955914477e+00	3.267663007796920649e+00	5.675397462525348047e+00	1.359235857729174546e+00	6.207720836866738701e+00	1.248997575022272821e+00	7.530008028057927350e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.115404014969417101e+00	5.857016999051240624e+00	8.666540173527565116e+00	2.612783233964683038e+00	1.546677151069614509e-01	8.794376182430951872e+00	4.192100245842059536e+00	5.301350285727763484e-02
1.000000000000000000e+00	1.000000000000000000e+00	5.450511493155010712e+00	8.115689554107969883e+00	6.053174621488633278e+00	9.732452633183683588e+00	5.967610050402100130e-01	3.609457169345839933e+00	6.610042834360646546e-01	3.434667895859090936e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.310811242500834251e+00	3.871914836013095940e+00	5.719299854305652353e+00	2.012942295727871311e+00	2.745202538869963016e-01	5.207903432201075766e+00	3.976283270034410844e+00	6.818249068049481165e-02
1.000000000000000000e+00	1.000000000000000000e+00	9.172614658491649919e+00	6.642122587965267222e+00	2.029777211975168694e+00	4.629404506224682692e+00	1.029704499257526162e+00	6.583587947945039431e+00	7.153213265701253709e-01	7.180372986330456619e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.332013644146306408e+00	8.972570036348759714e+00	8.736855856653500396e+00	7.633373308577481531e+00	2.924651349271558121e-01	4.697019426613134208e+00	1.411518149861014315e+00	1.336892981454745333e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.959733530603437579e+00	6.543154605016288983e+00	7.505554702201637340e+00	7.352309728357593777e+00	4.481002992174794031e-01	4.844032882180265176e+00	6.936898782907849892e-01	2.847402075210424544e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.815809962947720457e+00	3.097706716655192594e+00	1.611416852852129988e+00	4.804436275227464748e+00	2.893191928670512780e+00	3.980865975662934098e+00	1.042545515662160360e+00	1.410716288096762527e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.676419734441787490e+00	1.232914708463660691e+00	7.368340422836752168e+00	4.118403801961072475e+00	1.375194225247580837e+00	6.075662750189117389e+00	1.068884223280560875e+00	8.070598370087718187e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.911250129474881376e+00	8.819210824133708826e+00	5.894813328553811793e+00	4.581694889824245109e+00	2.653008740853011194e-01	8.663891718334685521e+00	1.463945138236752985e+00	1.574917827033345818e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.661139475024285161e+00	1.195225576040843007e+00	1.737219885953992460e+00	3.383695905694381167e+00	4.901656171053263122e+00	2.818613209174932077e+00	1.056607124136749842e+00	1.959804976125746778e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.715569699796118286e+00	8.871676387210108317e+00	5.119193467861833824e+00	2.853116897706116983e+00	1.896868956581687637e-01	9.409054981105130722e+00	9.684061820439716639e-01	1.328119155446721433e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.980260592322443003e+00	5.763587249385458300e+00	5.365131174261149383e+00	5.353169198652139471e+00	5.203293171136018636e-01	7.191911964924872613e+00	9.007987089742168774e-01	3.456447745722899811e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.444313602484466941e+00	9.447952224098672858e+00	2.496738962045817356e+00	3.413388796195293118e+00	4.344376379161979940e-01	8.409353684203054513e+00	8.910557526928950534e-01	3.050767755266559633e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.053600171222184301e+00	8.188776719907203017e+00	9.512230113820676181e+00	3.585542515156666887e+00	1.405582128607724413e-01	6.006269803606986812e+00	6.651957043366578670e-01	9.596507915006864675e-02
1.000000000000000000e+00	1.000000000000000000e+00	6.369854050428808812e+00	9.985364677853253212e+00	8.656142861168666158e+00	6.914967627068378420e+00	2.404877962485243437e-01	8.022008084184895083e+00	1.253339311127493305e+00	1.477925748566869257e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.295134569316257256e+00	4.173723944273182163e+00	7.014478960474947122e+00	9.713981035011727272e+00	9.979835006026009925e-01	1.154455769015821920e+00	1.222523984487715043e-01	6.990745585982044430e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.805326990350065275e+00	7.909189831170428064e+00	5.163243909166658874e+00	6.432707165883654987e+00	4.748611283292913376e-01	8.361692730520905670e+00	4.657385463894272881e+00	1.470671799119919743e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.765797697821407386e+00	4.612660298994932795e+00	4.699427987741167101e+00	1.694973857964667818e+00	2.359687203987168025e-01	1.365613725329365424e+00	4.934280945934541585e-01	9.533928574730880789e-02
1.000000000000000000e+00	1.000000000000000000e+00	1.402372105807744740e+00	5.316523138889833078e+00	6.852609630958220066e+00	1.684503021632495212e+00	1.381393701649737960e-01	9.013389495668732820e+00	6.401978190648435429e+00	3.528228866347012799e-02
1.000000000000000000e+00	1.000000000000000000e+00	3.927804097076609935e+00	6.645026756697413717e+00	5.905403039793426068e+00	9.553185735556121827e+00	7.298188627851938115e-01	9.933511553068566258e+00	2.526996491132146527e+00	3.621120967222271614e-01
1.000000000000000000e+00	1.000000000000000000e+00	4.498193122878356043e+00	8.853104587365573153e+00	1.555256221941323735e+00	3.679486296539729917e+00	7.970992565422976295e-01	3.649323497971208585e+00	8.098585238417117527e-01	4.226441388970825219e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.444699311464991087e+00	9.854914876853182903e+00	5.609497998046284906e+00	1.827337633927851313e+00	9.993672861839557331e-02	2.882286326275419697e+00	8.405821530731133473e-01	4.629697944398146470e-02
1.000000000000000000e+00	1.000000000000000000e+00	8.451239720206135786e+00	7.918537562317717438e+00	8.256450096608144662e+00	6.395231014189679541e+00	2.947704676476632923e-01	7.887423692107046413e+00	9.342566620383652154e-01	1.998119175602811048e-01
1.000000000000000000e+00	1.000000000000000000e+00	4.213987097177450458e+00	4.752812288264420815e+00	5.137781375354466995e+00	6.617044822934096793e+00	8.125626866031974149e-01	3.270941991048197828e+00	7.772105232865911262e-01	4.162729693655260466e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.513773586887055878e+00	4.798045892285266234e+00	1.465835871700958082e+00	6.845247627885212793e+00	2.916269752295242323e+00	8.788957866910045880e+00	2.492634246488926397e+00	1.366476747805623893e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.880855620180928334e+00	7.640954277298898312e+00	8.067748517382312912e+00	3.413945002721527899e+00	1.672860794687816566e-01	1.930921362019048404e+00	3.261414337317374290e-01	9.820073402213728986e-02
1.000000000000000000e+00	1.000000000000000000e+00	2.265675331097839695e+00	3.144909655675626858e+00	2.818569097374581389e+00	1.143285657952960666e+00	3.844909599689003143e-01	2.135258910705601476e+00	9.394131139124067831e-01	1.392264509122851934e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.223200590467969917e+00	1.993479668584748010e+00	3.322965389978807860e+00	9.692953459434635377e+00	4.379504794372510723e+00	9.818617591137304146e+00	1.194904640150607600e+00	2.945129123134410332e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.671078275167166227e+00	4.200491133148887002e+00	2.482032946263543316e+00	3.259614753837189127e+00	9.390506974637663484e-01	7.066411595801810108e+00	4.229148788732058684e+00	2.769029149054854644e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.874375088461770034e+00	3.589231760734015619e+00	3.974401198988973594e+00	7.084410819959373384e+00	1.492933518798750692e+00	8.614913106245367658e+00	8.736951189476243052e-01	1.062348504129688509e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.944871832859980998e+00	3.666821944840221725e+00	7.811865729173171680e+00	7.364393716552866564e+00	7.707840493042579233e-01	3.905233477683487830e+00	4.910849549159792549e-01	5.127907379502731899e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.789516447599803772e+00	3.101147490689408315e+00	5.680514418178115754e+00	6.494029779035178862e+00	1.105894239739831697e+00	7.089164303572395021e+00	2.541392384882144029e+00	4.538408963870688706e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.049271113115608056e+00	1.379264898190514677e+00	2.846576358441974541e+00	3.814493458427832717e+00	2.919141772116350619e+00	6.347011203682689562e+00	6.048775261261283731e+00	6.074363008102425798e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.336018461380930944e+00	1.158018389621799260e+00	8.895714848637172878e+00	3.442057741094687096e+00	1.000231995625119330e+00	6.423029707453420833e+00	7.709223354702718911e-01	6.750450126571412302e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.359113668963175314e+00	9.877792460692379706e+00	8.928265951172070558e+00	6.378824549649031894e+00	2.162358855364726329e-01	7.133528911968539887e+00	9.687489973424603384e-01	1.405224001723949512e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.564832386302557943e+00	4.861319153778304702e+00	8.836278871666138457e+00	8.790238040574566369e+00	6.149358569074333536e-01	6.174230451994049851e+00	8.177572431628717942e-01	4.022713643910485470e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.938631207839022430e+00	4.459803917161867304e+00	3.148352338611510870e+00	9.527589308470604479e+00	2.036332505383700919e+00	4.860501935014342578e+00	6.111696622809850155e-01	1.351936277090956429e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.665925092968889132e+00	7.119040495245907429e+00	5.066476560291821585e+00	1.953451054223261041e+00	1.637341199142141879e-01	3.486931251815565069e+00	2.092843146242181707e+00	4.858883134050524799e-02
1.000000000000000000e+00	1.000000000000000000e+00	4.237935927281525572e+00	2.963962840168507196e+00	9.866284291198496703e+00	2.404547936945240050e+00	2.429639087058476921e-01	7.918259443674208420e+00	1.875549402249663933e+00	1.264665831669926910e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.035116129679836572e+00	9.545561090745721344e+00	7.950316688964350398e+00	9.493826930083024251e+00	3.749773892450684043e-01	3.045210928520047489e+00	1.487252123519745783e+00	1.260415131864530414e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.757908084954497241e+00	8.076070803155399602e+00	1.258267761601326029e+00	7.625803007471205319e+00	2.274840833851461852e+00	7.225547878658471923e+00	8.266491600012729757e-01	1.563951710056666444e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.613924169379362006e+00	1.795801337837824585e+00	1.585322195343369600e+00	8.947121106276602731e+00	9.371519342255924201e+00	3.104794481884608714e+00	4.690994620387092251e-01	5.839493808380050055e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.974409194065197770e+00	4.770894766836854650e+00	5.173627825071792863e+00	2.829850780888325978e+00	3.405957146995052254e-01	6.628229163789704614e+00	1.667200811741288868e+00	1.715958084309543163e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.570302750170851080e+00	8.905196987481890147e+00	9.183625555919798344e+00	6.290435317686638328e+00	2.303620840595793084e-01	7.727488226528972604e+00	4.915301458497863152e+00	6.594806571032033049e-02
1.000000000000000000e+00	1.000000000000000000e+00	3.794613040319919417e+00	9.496847210837852771e+00	5.854232717610456938e+00	7.311937055579132760e+00	3.933852654946373151e-01	2.966047326280859320e+00	7.817487307426242982e-01	1.923456108671956488e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.925243781365139739e+00	5.204164369477181751e+00	5.471994014059699651e+00	7.114904667882382405e+00	7.487547921840570497e-01	1.545327097165367425e+00	3.917023121714147127e-01	3.700700835579529557e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.575107392178843213e+00	6.527868265870600872e+00	1.938410185294739740e+00	4.667102261866415525e+00	1.101267066373402548e+00	2.180371763878414804e+00	2.855485559667432782e-01	7.217786652133042491e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.742358607059627751e+00	2.503386225822623601e+00	6.907779094064769865e+00	1.140299868804038441e+00	1.975223671752472376e-01	6.450271808564123965e+00	9.577273568284033756e-01	1.240274717098262536e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.989581300056082469e+00	9.913640824042895261e+00	8.389906496785071610e+00	6.238950092129297964e+00	2.244500925284088899e-01	8.644952165740924954e+00	9.633304586023766491e-01	1.552739231796591568e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.242269271588328117e+00	3.092023389659664723e+00	4.421434299337827944e+00	3.275034596054878566e+00	7.221757342427637116e-01	1.403666541716484861e+00	2.689493438845397266e-01	4.092864580009272224e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.070117810294386462e+00	9.488652640337575050e+00	7.983281288218458727e+00	5.054999873561679458e+00	2.017727760774761792e-01	7.610025858991253500e+00	3.664528350582993532e+00	6.747112239603456074e-02
1.000000000000000000e+00	1.000000000000000000e+00	7.403837119076567497e+00	6.849815237526339473e+00	9.675371485170284558e+00	9.612911449920272133e+00	4.362009846690563242e-01	4.065441627508856293e+00	5.480655013547611754e-01	2.834197522412042480e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.842684820913878418e+00	6.473612891056714780e+00	2.826019690842165311e+00	4.600008254522877316e+00	7.509142670327177971e-01	5.306595452807707503e+00	6.734872556043178804e-01	4.971100321775428488e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.056672753246792773e+00	5.627516808166353357e+00	5.710349535645416807e+00	8.564840086933646290e+00	8.030589969035649700e-01	9.361889168010900875e+00	1.545983891725241532e+00	4.816230384404683318e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.941502494269323087e+00	3.088184333221902111e+00	3.589004284555812330e+00	2.688358763590958045e+00	7.321439936126455938e-01	3.987923416233868590e+00	5.018878319527445564e-01	4.878961410197903970e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.442961471777752358e+00	2.584931985593382109e+00	8.126330717311464724e+00	7.047097204420622596e+00	1.002997808339354480e+00	5.195369128786737178e+00	9.525127169577930486e-01	5.793098818425758134e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.704474763974178408e+00	2.993409805129363832e+00	6.202869327481146833e+00	9.780688819626449870e+00	1.588129954383948661e+00	1.127357791726185665e+00	1.977552231588809439e-01	9.336882673922055620e-01
1.000000000000000000e+00	1.000000000000000000e+00	4.844140708591782030e+00	2.680075984316721893e+00	6.715754640054420577e+00	1.912801449146337651e+00	3.224390053922340793e-01	1.734347732489879501e+00	3.605608728717608624e-01	1.749063902728451303e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.229880358337941626e+00	8.019036807757585095e+00	8.186495565468824509e+00	1.079028228548827961e+00	4.894982409115772315e-02	3.328504614225241465e+00	2.708018912695699498e+00	1.126516816467326709e-02
1.000000000000000000e+00	1.000000000000000000e+00	1.975168009889558762e+00	4.141712963798359404e+00	4.570462273148789833e+00	4.900004561288933580e+00	7.761020885124223501e-01	1.252280644855666702e+00	6.342231248208174410e-01	2.556068361915661558e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.274116991429964374e+00	1.519636207450163923e+00	9.247969373567144657e+00	1.836123818476751657e+00	3.901329926749910193e-01	6.684574681933241891e+00	5.208592886359912910e+00	9.498842804181571731e-02
1.000000000000000000e+00	1.000000000000000000e+00	6.729315485871693703e+00	9.717401805772553303e+00	5.795293593793148013e+00	7.727218182805335012e+00	4.127731491163878497e-01	4.827640946008719069e+00	7.192307661872270330e-01	2.588366227917122675e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.834250455625258347e+00	8.958679580154488065e+00	2.422198426083327139e+00	9.235257709636814027e+00	1.278191939265939325e+00	5.931664421975527013e+00	1.548321313754357442e+00	6.246466593558780422e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.574889568978475651e+00	9.355729137640748760e+00	7.260792632085831144e+00	4.903183735344627259e+00	2.175964243130307230e-01	2.563739007730208908e+00	4.613065048182224959e-01	1.267090507034784042e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.171890678215214976e+00	9.942629709335371047e+00	8.139363065447881240e+00	3.328470659059060033e+00	1.225617032358954916e-01	3.670350989726349766e+00	4.002151467654789796e-01	8.663911680501787393e-02
1.000000000000000000e+00	1.000000000000000000e+00	3.258863839525190542e+00	2.564934656619691555e+00	3.859319082517079114e+00	4.909127105456095208e+00	1.490365633412666257e+00	6.974088825834614980e+00	2.150485247748968654e+00	6.673780068420019917e-01
1.000000000000000000e+00	1.000000000000000000e+00	4.692881574564526481e+00	4.572419260277139408e+00	8.707186608710234310e+00	7.504146990479089396e+00	5.648648278044509086e-01	9.686671391919558616e+00	2.064740836771340682e+00	3.056102866631088544e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.802088949278609853e+00	7.823107755858060841e+00	9.150534873755994170e+00	1.075245371609968803e+00	4.538409562602754854e-02	1.458635768347233075e+00	1.869904285582101588e-01	3.118212540157543761e-02
1.000000000000000000e+00	1.000000000000000000e+00	3.055188897018406013e+00	7.268241454606236829e+00	3.499744703231995491e+00	6.310324944799686087e+00	7.444776919148666794e-01	9.015759271169901723e+00	2.943864386853133119e+00	3.239621028451398210e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.693800177294972009e+00	2.387016748189191517e+00	9.857325536144072586e+00	6.521785054342139176e+00	8.311270232708400929e-01	6.185783196598523936e+00	3.658660010312535960e+00	2.465663186567657872e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.610254212249093708e+00	8.344398829082727786e+00	2.264398663584952676e+00	6.744878529681725077e+00	1.068832001013594990e+00	6.074889882184262291e+00	1.682999959809199364e+00	5.073020027943567767e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.452046136947912736e+00	3.018455782520656161e+00	2.822858730120978432e+00	3.179956216915180711e+00	1.119778860893274608e+00	5.500681182957992910e+00	2.243468492173060991e+00	4.256506724790062868e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.361759963864356493e+00	3.007590501508427216e+00	2.659907624980455410e+00	7.427248571989180981e+00	2.780092352974604442e+00	1.615044390240500949e+00	1.718716489247786583e-01	1.949063822312153249e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.274200313668057305e+00	5.826530563115513317e+00	9.054191383597681053e+00	1.813179836525180111e+00	1.041307745796361678e-01	1.805131771318801981e+00	2.192586813057099682e-01	6.942601828387945373e-02
1.000000000000000000e+00	1.000000000000000000e+00	6.708547666209524252e+00	6.340405648517064563e+00	6.889044386013123855e+00	2.791969433566692693e+00	1.920761309374968140e-01	6.407208315427856071e+00	9.560448848368994224e-01	1.197421210401636155e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.845573465376995514e+00	6.220884119306005822e+00	2.374601733135889514e+00	8.897082178392761165e+00	1.810935236506113100e+00	4.068001008264750418e+00	4.577183432984046063e-01	1.246747060294911780e+00
