G	c	dx1dt	d2x1dt2	dx2dt	d2x2dt2	d1	d2	Fc	m1	W	m2	p	Fg
1.000000000000000000e+00	1.000000000000000000e+00	1.191314833827371578e+00	2.988997339019431099e+00	1.308132051329933043e+00	5.937974549772476962e+00	1.305578239670098117e+00	1.106182168533125898e+00	2.491089169711135920e+00	-8.445684801534129038e-01	-1.103253969968692072e+00	3.395586829856768851e+00	8.232680076075032716e+00	1.919581737216434325e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.729259264772268878e+00	9.888782104691522079e+00	1.561651507606492073e+00	3.589841541540777392e+00	4.529601317244285497e+00	4.639872152079181911e-01	7.361598663355887417e+00	1.168528620965674447e+00	1.828418466896040817e+00	2.591451862896989589e+00	8.357575274506503504e+00	6.405260203776446559e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.491013608065799190e+00	9.496643095719592864e+00	9.149736399544996956e+00	3.766458962549396716e+00	7.275429733387385411e+00	8.582211664673202733e-01	5.821400120611479601e+00	1.014637380258626154e+00	9.294481816690860043e+00	2.643734240846123740e+01	9.805679435610421990e+00	2.868861668542446637e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.910456616251539952e+00	1.350377256712585794e+00	2.241891856060299837e+00	4.174213477519445270e+00	2.740090420146628958e+00	9.415992742657579573e-01	6.712697674932304182e+00	-2.380723987365435335e+00	-5.362792920114389794e+00	1.901369417561426545e+01	5.520398658916525036e+00	1.040745972115434768e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.643417729750074052e+00	7.353397220238094611e+00	5.798748111687483053e+00	6.586857655268589795e+00	6.777948319587530079e+00	2.571385330725963314e+00	2.761699566335328981e+00	3.649598331055568856e+00	2.113936859919478906e+01	3.516952876337691691e+01	5.102001083540258719e+00	2.215948087293027129e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.646585841136603001e+00	9.329794147097604906e+00	4.703265423592249306e+00	3.998639733225114234e+00	3.345165669712116596e+00	1.258747406147690873e+00	2.907887041272608108e+00	5.459292543399698605e-01	2.568908268760698110e+00	6.740285208536596961e+00	7.787065305896243572e+00	2.463135857469283962e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.745300127336214313e+00	2.633747824535162874e+00	4.126575699271543662e+00	7.596890224593946250e+00	8.966464776338881393e+00	2.400228034099974206e+00	1.370018363148451934e+00	-2.763169519959000620e-01	-1.135969466859481303e+00	1.071608756741878921e+02	2.195533230743087927e+00	5.537845622673896742e+02
1.000000000000000000e+00	1.000000000000000000e+00	5.723947151008893286e+00	6.118490776344041926e+00	9.096069066875619669e+00	4.648234221204042171e+00	9.057957824464409669e+00	1.584499462622776189e+00	3.889991910583282753e+00	2.651087735650193178e+00	2.412096122657870723e+01	6.263957031714119239e+01	5.914212611953386656e+00	7.515075838527523047e+02
1.000000000000000000e+00	1.000000000000000000e+00	4.886636930738381679e+00	9.235580163641998297e+00	1.193489625094213302e+00	1.622033921158680725e+00	3.680052119430257562e+00	7.497502506176014769e-01	6.043030919978058080e+00	7.916881773987304305e-01	9.486062478484086347e-01	7.595351893986990177e-01	5.914315369644295828e+00	9.832744676942217765e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.634597906222856167e+00	1.310077257615969604e+00	6.968167337083897905e+00	8.057681712495694981e+00	3.067396041756753178e+00	8.460922176313773191e-01	8.729068010739124972e+00	-1.292868463527537592e+00	-9.010836213367213077e+00	1.320208443038646351e+02	1.815851015728699780e+00	8.900227931254667055e+03
1.000000000000000000e+00	1.000000000000000000e+00	6.500962602909805099e+00	7.271492108222212813e+00	9.668167562277940164e+00	3.575281594704617039e+00	4.697387963086131712e+00	7.241481447715730768e-01	7.010889895556807083e+00	1.890216943200333288e+00	1.827495233742218872e+01	2.232807494768830381e+01	4.767959933345925272e+00	6.343486131209212999e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.253530493387425615e+00	3.680012648666501907e+00	6.029807267174340346e+00	4.904091794858275399e+00	3.170332190305779729e+00	1.401524004616469643e+00	4.919592868096694716e+00	-4.035608399245020905e+00	-2.437976494088991330e+01	2.542237632491605837e+01	8.671199511430051743e+00	1.750364224297263149e+02
1.000000000000000000e+00	1.000000000000000000e+00	3.622631541337138827e+00	9.316691754751460053e+00	9.427337872997981094e+00	7.170792631623955415e+00	7.044430750299156330e+00	1.940360116378653910e+00	9.581515006398303669e+00	4.453383671024244705e+00	4.200236111036503672e+01	5.109901864301044583e+01	8.705080199808534758e+00	1.060028035330112971e+03
1.000000000000000000e+00	1.000000000000000000e+00	4.302411608476164773e+00	9.733831692950284165e+00	1.468604021385557123e+00	3.995603152512712253e+00	8.432939470498331147e+00	1.965415755568928446e+00	7.480722154201193241e+00	1.300039226643711299e+00	1.910852458764045192e+00	5.032798768209341134e+00	1.895114155429886482e+00	5.791021504120377728e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.113772272434384369e+00	9.499956335857499212e+00	4.772507415098722561e+00	1.507534386523945003e+00	7.059619286887226508e+00	1.380669010366531113e+00	9.367967907262835681e+00	1.172757583662535241e+00	5.586244481385490346e+00	5.361474938992037309e+00	1.812341965976325797e+00	2.631112151584908361e+02
1.000000000000000000e+00	1.000000000000000000e+00	8.075621788065570072e+00	5.253048916511689370e+00	3.341199659982228010e+00	4.357916167881770164e+00	8.416028462823163636e+00	1.043966944307224809e+00	5.754385138143895517e+00	6.368091056528724536e+00	2.128029023280743459e+01	2.336594706518661724e+01	3.351697729179549778e+00	2.673642662385644826e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.803688428827614043e+00	8.748642910171319897e+00	7.581777968431921977e+00	9.496335309164278371e+00	4.577195268058329880e+00	1.635000721064682416e+00	3.331649343422714793e+00	-4.490257414054659613e+00	-3.402533969621457999e+01	3.758662525050051073e+01	8.873432141019472752e+00	2.139491776566597423e+02
1.000000000000000000e+00	1.000000000000000000e+00	5.627040366967531959e+00	8.599957175006828436e+00	9.839123263924044238e+00	6.775559998685835694e+00	2.403754096752821479e+00	4.236883165572932763e-01	1.480452966960736694e+00	8.082274488775842425e-01	7.949979585463418097e+00	1.864986405388527047e+01	2.155838038737119433e+00	2.493409438107859728e+02
1.000000000000000000e+00	1.000000000000000000e+00	6.329754322977696468e+00	3.872362896387803843e+00	3.314613406522834094e+00	7.043641394041995518e+00	7.649231206996105037e+00	1.206490540205495288e+00	7.535784599884196133e+00	-2.376048145431596925e+00	-7.860089874676190469e+00	4.604117625291762295e+01	7.475707293734570769e+00	3.056863626551993320e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.409008822833359487e+00	8.458184692161516693e+00	6.890169401421000650e+00	6.700967088517618464e+00	4.243585616468531718e+00	2.993657044451126570e+00	2.098838478157797116e+00	1.181726599444080206e+00	8.143836355837839491e+00	2.305623152340750792e+01	1.908561197030031353e+00	3.499333748877169796e+02
1.000000000000000000e+00	1.000000000000000000e+00	6.478922446616445896e+00	1.324282059878606033e+00	2.782944191580707383e+00	2.791369233822048379e+00	7.045093803463547744e+00	1.089173052062847979e+00	3.726202441685577238e+00	-2.555170294658129393e+00	-7.113374396090087259e+00	4.104606916974078246e+01	6.607513512492668717e+00	1.282382009092779072e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.537255364263748536e+00	6.361878850298415600e+00	6.082556720387852778e+00	4.771386302135574908e+00	3.439859033606369465e+00	1.356767711011426236e+00	5.784096793166036754e+00	3.616982687550728937e+00	2.202249515687968540e+01	1.565505462013667959e+01	4.204556281602390477e+00	2.618809454876334826e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.582801717226041127e+00	3.072255898416893505e+00	5.179478093207097622e+00	7.756102953550346513e+00	1.727648532297935358e+00	1.091289814579497364e+00	6.087714821436261303e+00	-1.296870431331589302e+00	-6.705760601787413400e+00	2.266292491104415063e+01	8.095416959822371084e+00	1.770146910790041375e+02
1.000000000000000000e+00	1.000000000000000000e+00	9.547157694226108049e+00	2.088338512600462771e+00	9.757322949711422666e+00	1.910668861417909259e+00	9.922050925749733352e+00	1.042226939049066159e+00	6.400050445417988954e+00	3.707938930013131795e+01	3.614500909713245846e+02	8.878825511181956642e+01	3.102016148703217624e+00	3.574499277546899066e+03
1.000000000000000000e+00	1.000000000000000000e+00	9.685423397870591700e+00	1.692488558270120569e+00	6.478634440338962186e+00	3.493480562710518100e+00	2.407778587801400860e+00	2.472890750623548684e-01	2.503172473396394704e+00	-1.380461187315052074e+00	-8.939862697605027719e+00	3.219449535203533230e+01	6.743256464282892715e+00	1.552878781686881950e+02
1.000000000000000000e+00	1.000000000000000000e+00	8.277776894087255144e+00	7.273034626496686528e+00	4.156143786919860972e+00	3.482853479774175032e+00	9.896182700860791215e+00	1.193795130835880069e+00	4.417141551272364630e+00	1.168266773577672613e+00	4.845654320162989137e+00	1.969073108077205703e+01	3.122834793948119358e+00	2.302859026946856886e+02
1.000000000000000000e+00	1.000000000000000000e+00	3.740589597786282194e+00	4.061085451534687252e+00	2.018438384636462413e+00	4.891023098116018097e+00	9.798546945415395726e+00	2.616227560190182100e+00	6.561199848420269376e+00	-7.903827896682982690e+00	-1.602168426704629667e+01	2.397651298849655177e+01	7.407405041407427504e+00	8.443113553668013083e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.882505748019443814e+00	7.518742727783450874e+00	2.354848571974814231e+00	9.823359596094791257e+00	8.143129056659308418e+00	4.332240275773203919e+00	9.734595325336401928e+00	-4.228765866630078030e+00	-9.983506032213540493e+00	2.514551123925427945e+01	8.861527547779525449e+00	1.302643075468656093e+02
1.000000000000000000e+00	1.000000000000000000e+00	7.157753160362977596e+00	1.586646593389666515e+00	3.032574494717975799e+00	1.612627400756846185e+00	6.932462142748576639e+00	9.702283820398994729e-01	7.551040081956018390e+00	-3.908024628870327888e+02	-1.183295697519399710e+03	2.123268527908095038e+01	2.146216360044604698e+00	4.539814645625625644e+02
1.000000000000000000e+00	1.000000000000000000e+00	4.953519569945722623e+00	3.829808677076000922e+00	3.260159268444573044e+00	5.669290145670541570e+00	6.211203497855619204e+00	1.247573285308946067e+00	9.306223726493611181e+00	-5.082385309189184852e+00	-1.656152113107431845e+01	2.978979002346174809e+01	8.793598620189204240e+00	2.059199299293314880e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.098753152680472134e+00	5.854820035954187318e+00	8.662798767371896247e+00	2.612374175628978890e+00	8.786894074132018062e+00	4.191745320838073496e+00	7.862227136837232955e+00	2.425047378573846668e+00	2.098542961128424622e+01	3.392046072603282880e+01	6.346074512373344412e+00	7.302854379678188934e+02
1.000000000000000000e+00	1.000000000000000000e+00	5.462268966813788040e+00	8.122695268950474556e+00	6.050919660991232796e+00	9.747718447458533220e+00	3.608953480019112980e+00	6.602859537022577330e-01	6.314404514087759601e+00	-3.905614434990989814e+00	-2.363472699101157914e+01	2.621884295855923952e+01	2.150281351176671407e+00	9.329427990351551898e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.309338561784235466e+00	3.872584905472758798e+00	5.705725542175871468e+00	2.019223204728349597e+00	5.206001083613444713e+00	3.977819538118205767e+00	2.728859500927958148e+00	1.475117391934121391e+00	8.427403365636749299e+00	1.549152320491343282e+01	4.829882453473479664e+00	1.004679904671484962e+02
1.000000000000000000e+00	1.000000000000000000e+00	9.188078782533047217e+00	6.640821986238091057e+00	2.031740462546316905e+00	4.638704780874340905e+00	6.572680751362189433e+00	7.177960012342478047e-01	6.994047940589156909e+00	3.498552049647546180e+00	7.114539657253973637e+00	9.321252831595964849e+00	2.446919259171974836e+00	1.077018334436342855e+02
1.000000000000000000e+00	1.000000000000000000e+00	3.323361101375915005e+00	8.972114732215437982e+00	8.732794293199308555e+00	7.638792963939045499e+00	4.698987037391040289e+00	1.411423795661049807e+00	6.611355253553199418e+00	4.959638460210085142e+00	4.335385208542204083e+01	3.503995373529710378e+01	7.287487426507975208e+00	5.542979179821643356e+02
1.000000000000000000e+00	1.000000000000000000e+00	6.962558428472766181e+00	6.550257252807173636e+00	7.499097045577529208e+00	7.344831178386757031e+00	4.843001825365016444e+00	6.970539848492902646e-01	6.415952141000700770e+00	-8.045742056241930840e+00	-6.038493633896700175e+01	4.075528582176978887e+01	7.829170182114736143e+00	5.022167281857096555e+02
1.000000000000000000e+00	1.000000000000000000e+00	3.802019636455869822e+00	3.095559888481819399e+00	1.614384756893786133e+00	4.809581427167804790e+00	3.975673438514151670e+00	1.043980596777393188e+00	5.401571949881986967e+00	-3.166595076112785012e+00	-5.099842308094795662e+00	9.976864725888647811e+00	1.952129670193130107e+00	8.779279864625674179e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.684655081108726193e+00	1.227793687008518209e+00	7.375335107966817461e+00	4.119846155310843194e+00	6.085661113218933771e+00	1.069756105300055937e+00	5.766714400211026437e+00	-1.986121665793904034e+00	-1.463952527827723316e+01	1.512786997070387258e+02	5.541754177984851815e+00	2.311043550674191920e+03
1.000000000000000000e+00	1.000000000000000000e+00	5.920562952065222539e+00	8.830768277509868369e+00	5.893848343166403936e+00	4.565765709996178146e+00	8.657730889926559925e+00	1.465165817432893203e+00	4.015849921302370618e+00	9.426478419814950938e-01	5.554204419017693795e+00	2.639326932139783111e+01	8.342096196365776706e+00	1.488489108586973941e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.667424991955243296e+00	1.195359138281263167e+00	1.726024919664568946e+00	3.378585177423133690e+00	2.814318516347486643e+00	1.054306518893319389e+00	5.673791503031663019e+00	-2.594401404197185013e+00	-4.504149014731884115e+00	1.383769958491617658e+01	9.427023232942339348e+00	2.896466864269014252e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.732148674907046271e+00	8.880521329826198240e+00	5.122726790347127412e+00	2.854657392190005361e+00	9.404524259991887902e+00	9.692895732811135368e-01	2.779016824148016429e+00	4.613006703289296850e-01	2.364738836922557930e+00	1.545064342883748765e+01	5.617042299693743246e+00	7.781384944391233205e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.979938663424809064e+00	5.759358141976532508e+00	5.355502557484429715e+00	5.350212731781249786e+00	7.204604000297956112e+00	9.038351641180883966e-01	8.245209467958069638e+00	1.996365119826447554e+01	1.070487538532764091e+02	3.586623751546941463e+01	9.560484351047781715e+00	3.324975189287727630e+02
1.000000000000000000e+00	1.000000000000000000e+00	9.456968671354509581e+00	9.452824221951022565e+00	2.498467266646732021e+00	3.419217293212855502e+00	8.421204434104920367e+00	8.886974530872835398e-01	2.675119034605820456e+00	4.422333572493087894e-01	1.101765236017545613e+00	7.549880931291544250e+00	5.811432989916410108e+00	1.781752725084276889e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.048043516829391564e+00	8.196219267970350941e+00	9.508060209785211825e+00	3.577831756629756832e+00	6.003642606217193922e+00	6.656581614545939996e-01	1.760987653783127715e+00	3.833218698601874586e-01	3.641824728463627814e+00	2.494563534615239320e+01	4.541028030544149274e+00	1.859833676313696742e+02
1.000000000000000000e+00	1.000000000000000000e+00	6.381084730708218800e+00	9.980667072684283880e+00	8.643783219486161684e+00	6.906904476222067935e+00	8.013602347030845507e+00	1.253550992099025763e+00	4.931666078355450900e+00	1.603975802564895803e+00	1.387619823538263297e+01	4.799554805150538783e+01	8.621319628858227446e+00	4.741116859645533737e+02
1.000000000000000000e+00	1.000000000000000000e+00	9.293982870030060184e+00	4.149058010508108296e+00	7.021365564040879192e+00	9.719062823293372233e+00	1.142747356734545194e+00	1.225110205673829306e-01	6.923378479932665641e+00	-1.245280721064030871e+00	-8.746819670132486735e+00	1.875325499632779724e+01	5.446641678835010048e+00	3.367742855604717533e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.794570339557462813e+00	7.916616482010439881e+00	5.157125340160794380e+00	6.434956368747395850e+00	8.362758006161667979e+00	4.654984178082046675e+00	4.937148063639368090e+00	3.355798367230905743e+00	1.731782082076456675e+01	3.514022420021679949e+01	5.248930490996203346e+00	3.424118245703696743e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.761818665452608013e+00	4.614764847120735425e+00	4.714082586839293931e+00	1.699390647303075097e+00	1.346296226352715397e+00	4.931007767698195599e-01	3.490906311536493334e+00	1.193083718275405936e+00	5.614497222645960406e+00	2.301145417538336346e+00	5.416399400373939521e+00	1.377774174582709676e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.401741940011952847e+00	5.319763764637060355e+00	6.854703830279710530e+00	1.679468301867084179e+00	9.011426596645671694e+00	6.401365882228145843e+00	6.020297521846585731e+00	1.655683549885354378e+00	1.135456160464076270e+01	1.950085879036903336e+01	8.622702400357837860e+00	1.859598715543205003e+02
1.000000000000000000e+00	1.000000000000000000e+00	3.917379258777286211e+00	6.653980215146114041e+00	5.901160769134665252e+00	9.565005868139659029e+00	9.923059051346035275e+00	2.528037127277317886e+00	4.124824230664498437e+00	-1.414642147611582024e+00	-8.357256109364781693e+00	8.439450920122438049e+01	8.490595050135514299e+00	4.846026916108281171e+02
1.000000000000000000e+00	1.000000000000000000e+00	4.494479413379664834e+00	8.859708883642765542e+00	1.548570311781038322e+00	3.675705749918954268e+00	3.637836140681641517e+00	8.104375450141836357e-01	9.392861141893401822e+00	1.811742923532897676e+00	2.830770567887325839e+00	2.351380506690714522e+00	4.632104655551632533e+00	1.385882097891983555e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.443187919344181225e+00	9.851144293826875398e+00	5.612353847661691653e+00	1.823260178439514156e+00	2.896969596417338977e+00	8.397511640995869442e-01	9.306376665007954685e+00	1.158882679391750825e+00	6.505650024846114654e+00	3.022113193994632407e+00	4.001172492380658419e+00	8.051484597087726058e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.451340829270510113e+00	7.915872300100646797e+00	8.254529777724263440e+00	6.379189834633293366e+00	7.882376575494637549e+00	9.331174411279323788e-01	5.528017611243245533e+00	3.624772695230102482e+00	2.993047150147375035e+01	5.263033764420660532e+01	5.427937558972248944e+00	8.849079030619465129e+02
1.000000000000000000e+00	1.000000000000000000e+00	4.210864817109280622e+00	4.749925876733094299e+00	5.125268986686114303e+00	6.615172217277421218e+00	3.275392357307099545e+00	7.779184340224786220e-01	3.947009621458646311e+00	-2.132627839351342036e+00	-1.094858203610016290e+01	2.332507880275962719e+01	6.151641984739654845e+00	1.556644402625206567e+02
1.000000000000000000e+00	1.000000000000000000e+00	3.538695429857156682e+00	4.790611353654028903e+00	1.474175694115231972e+00	6.837485021544120301e+00	8.798049085307715345e+00	2.489690203062797202e+00	7.633475369485123174e+00	-3.734213492900404940e+00	-5.480383030452299131e+00	1.840103067437205908e+01	3.144781271555499913e+00	1.311710624668394871e+02
1.000000000000000000e+00	1.000000000000000000e+00	5.889801848180957755e+00	7.639603898253493064e+00	8.080188085192510528e+00	3.403271836415723950e+00	1.917907404963920870e+00	3.311899456832184119e-01	1.332947433516986191e+00	3.142745634850491743e-01	2.536798727599397285e+00	6.803247161623577455e+00	8.147084054165569356e+00	1.871788167204528008e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.277213374468684659e+00	3.147492525553906795e+00	2.812118230705452415e+00	1.127230968359117069e+00	2.125248787259747640e+00	9.399210022407195053e-01	5.270529857920759120e+00	2.619405953803041420e+00	7.358773617177145177e+00	2.174456231755524271e+00	5.378946252840194120e+00	1.158683690480060235e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.221889734920619475e+00	1.985680562016021611e+00	3.335120844100339266e+00	9.688547346414530637e+00	9.813830896784532243e+00	1.190626627902973356e+00	4.029457896361345881e+00	-5.230846085435647552e-01	-1.738765800290886121e+00	1.585596872841348954e+02	3.998371185503555303e+00	1.061393678160673517e+03
1.000000000000000000e+00	1.000000000000000000e+00	1.677274713899094438e+00	4.200468080257952153e+00	2.486015473105795071e+00	3.256597884804035115e+00	7.070811277787047544e+00	4.226663262603248761e+00	9.287869988344951366e+00	9.945366077313298803e+00	2.469039392563681901e+01	1.359167342646084720e+01	1.954072509020414294e+00	3.194291559025290326e+02
1.000000000000000000e+00	1.000000000000000000e+00	9.878064109188144926e+00	3.585726918876121161e+00	3.967392056448313387e+00	7.087251161939594368e+00	8.613409662681821288e+00	8.707098886300008722e-01	1.113970219528023886e+00	-3.166429182848440327e-01	-1.256391854141974074e+00	6.768242679806131434e+01	3.155496858691868578e+00	1.871794990066708237e+02
1.000000000000000000e+00	1.000000000000000000e+00	7.946715551386672516e+00	3.674734802127999078e+00	7.805025338386317735e+00	7.369759624514654384e+00	3.921185064757184868e+00	4.941029535094381697e-01	5.972009309284979750e+00	-1.617611550924965558e+00	-1.263989475685343322e+01	6.148507513642011446e+01	9.541860570066166503e+00	6.003174163300296868e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.773616056865062074e+00	3.101023137840518196e+00	5.678989349050518776e+00	6.478474380687670120e+00	7.091518424225902173e+00	2.542502118728353633e+00	7.660799994952963488e+00	-2.262867039907518585e+00	-1.283994039791285680e+01	8.412294154221528686e+01	3.749077956987201699e+00	1.953140172806021383e+03
1.000000000000000000e+00	1.000000000000000000e+00	1.056118835800650579e+00	1.373943066287094394e+00	2.846120070213593145e+00	3.812379348171439641e+00	6.336960310121185991e+00	6.048177456500092752e+00	5.363474464953084109e+00	-2.201757104109153040e+00	-6.262047960766008892e+00	4.992914783210386531e+01	2.513792708445154567e+00	6.062684534189290844e+02
1.000000000000000000e+00	1.000000000000000000e+00	8.347489569307965596e+00	1.162362905383357514e+00	8.901407988023574802e+00	3.438732851199278961e+00	6.432700475188143585e+00	7.703424411949485462e-01	1.763318006080177414e+00	-7.758934962758868847e-01	-6.906705748466793970e+00	1.695466131838755359e+02	5.138041531180939536e+00	1.038615320455392293e+03
1.000000000000000000e+00	1.000000000000000000e+00	7.358722123827519113e+00	9.888301052608152730e+00	8.911562624107432384e+00	6.386890060265886682e+00	7.147566966559060653e+00	9.698682263881349686e-01	9.755249448984365301e+00	2.777636744650696432e+00	2.476693659242065237e+01	4.102654842367348920e+01	3.759200710395773193e+00	1.897017722341426179e+03
1.000000000000000000e+00	1.000000000000000000e+00	7.559690044898999872e+00	4.843406129577004116e+00	8.838562704616544252e+00	8.786002236102428142e+00	6.176534280225532747e+00	8.165888309239599518e-01	5.655720302784241760e+00	-1.434847545921401846e+00	-1.267713136360169202e+01	9.895921907855056077e+01	1.315222545078700955e+00	7.524081172006929592e+03
1.000000000000000000e+00	1.000000000000000000e+00	7.937352985312449150e+00	4.467116458745345575e+00	3.144994298432267410e+00	9.531083102512100780e+00	4.868382785392086021e+00	6.120624247704882226e-01	6.540475548952832341e+00	-1.289891542974516803e+00	-4.065386655567450269e+00	3.273797035291843827e+01	3.904688743399763684e+00	3.445975854673594654e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.668472909252860070e+00	7.113363753833650271e+00	5.060590965232115934e+00	1.953887678999544519e+00	3.489494464307546728e+00	2.091491645150608036e+00	3.136597734037388285e+00	6.070003439684570345e-01	3.070593470220774890e+00	4.840758395940850889e+00	5.904016333122540594e+00	2.479696722034610445e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.232280042516749496e+00	2.954047301486388832e+00	9.872896431366928738e+00	2.392937822376516976e+00	7.917793657969259158e+00	1.873846250393082391e+00	5.351551762940728985e+00	9.375421904875494761e+00	9.248317525874237788e+01	6.298763887028876951e+01	5.966387917185074663e+00	1.115869439405729736e+03
1.000000000000000000e+00	1.000000000000000000e+00	2.033389119595810701e+00	9.557039454615338769e+00	7.944463393627471781e+00	9.501554158144141837e+00	3.033992870477800974e+00	1.487105609180600085e+00	4.867104112668835469e+00	1.034003863344644714e+02	8.218386058323419547e+02	2.394351227322306386e+01	4.219088108492874412e+00	4.405647102388708163e+02
1.000000000000000000e+00	1.000000000000000000e+00	8.770146837836119147e+00	8.074299641595398924e+00	1.235821291454176629e+00	7.626455404420627637e+00	7.225889817150408234e+00	8.254353797051620090e-01	1.665082789689029896e+00	3.734351897877188353e+00	4.647857231951330270e+00	8.506262533001061499e+00	5.027924701207774127e+00	7.615772866698607757e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.608185706885433497e+00	1.801317601018953551e+00	1.581029521182371500e+00	8.952618269512283788e+00	3.099790793521424614e+00	4.702543507544485468e-01	1.969286861319243576e+00	-2.735464559281839403e-01	-4.325271225817206022e-01	2.442175711612585332e+01	9.676537515388972110e+00	1.468516795969734368e+01
