G c dx1dt d2x1dt2 dx2dt d2x2dt2 d1 d2 Fc m1 W m2 p Fg
1.00000000e+00 1.00000000e+00 5.62810995e+00 8.60094459e+00 9.83167381e+00 6.77560958e+00 2.40685274e+00 4.27648493e-01 1.47544018e+00 8.08311991e-01 7.94705984e+00 1.86414291e+01 2.16012327e+00 2.50368526e+02
1.00000000e+00 1.00000000e+00 6.33173112e+00 3.87190426e+00 3.30877056e+00 7.04331234e+00 7.64155853e+00 1.20686719e+00 7.53476366e+00 -2.37584173e+00 -7.86111518e+00 4.59939739e+01 7.47997122e+00 3.06596569e+02
1.00000000e+00 1.00000000e+00 1.41805371e+00 8.46023927e+00 6.88757141e+00 6.69053938e+00 4.24427055e+00 2.99302523e+00 2.09172698e+00 1.18196707e+00 8.14088258e+00 2.31178616e+01 1.91049058e+00 3.48661400e+02
1.00000000e+00 1.00000000e+00 6.46790367e+00 1.33306871e+00 2.78287869e+00 2.79092925e+00 7.04143743e+00 1.08867383e+00 3.72497615e+00 -2.55509773e+00 -7.11052704e+00 4.10253120e+01 6.60824068e+00 1.28710450e+02
1.00000000e+00 1.00000000e+00 2.53471711e+00 6.36642891e+00 6.08797229e+00 4.76500478e+00 3.43579548e+00 1.35549465e+00 5.79223817e+00 3.61692950e+00 2.20197666e+01 1.56555171e+01 4.20460569e+00 2.62597881e+02
1.00000000e+00 1.00000000e+00 1.58546434e+00 3.07007954e+00 5.17539238e+00 7.75845819e+00 1.73106671e+00 1.09183579e+00 6.07974929e+00 -1.29677011e+00 -6.71129414e+00 2.26403369e+01 8.10022567e+00 1.75891444e+02
1.00000000e+00 1.00000000e+00 9.53996984e+00 2.08510197e+00 9.74804797e+00 1.91235608e+00 9.93323616e+00 1.04122302e+00 6.40524877e+00 3.70790218e+01 3.61448083e+02 8.88075481e+01 3.10321404e+00 3.57373054e+03
1.00000000e+00 1.00000000e+00 9.69068830e+00 1.69257881e+00 6.47674545e+00 3.50067498e+00 2.40581357e+00 2.48260340e-01 2.49629797e+00 -1.38062234e+00 -8.94193949e+00 3.22271344e+01 6.75281646e+00 1.54319210e+02
1.00000000e+00 1.00000000e+00 8.27557613e+00 7.26659898e+00 4.14555735e+00 3.48687198e+00 9.89578895e+00 1.19578248e+00 4.41763664e+00 1.16877135e+00 4.84520867e+00 1.96851242e+01 3.12114281e+00 2.31008220e+02
1.00000000e+00 1.00000000e+00 3.74152392e+00 4.05887467e+00 2.02686206e+00 4.88817035e+00 9.79551939e+00 2.61805606e+00 6.55474804e+00 -7.90399401e+00 -1.60203056e+01 2.39107035e+01 7.42294255e+00 8.55906741e+01
1.00000000e+00 1.00000000e+00 1.87904903e+00 7.52290094e+00 2.36122146e+00 9.82331867e+00 8.14436294e+00 4.33430039e+00 9.72836978e+00 -4.22895793e+00 -9.98550621e+00 2.51111574e+01 8.86310231e+00 1.30163061e+02
1.00000000e+00 1.00000000e+00 7.15809724e+00 1.58820707e+00 3.02785237e+00 1.60752292e+00 6.93480666e+00 9.68805875e-01 7.54868024e+00 -3.90802325e+02 -1.18329174e+03 2.12529443e+01 2.14121619e+00 4.53726668e+02
1.00000000e+00 1.00000000e+00 4.96137244e+00 3.83761304e+00 3.25869995e+00 5.66830895e+00 6.20026345e+00 1.24970732e+00 9.30343381e+00 -5.08191107e+00 -1.65604234e+01 2.98433003e+01 8.79936120e+00 2.05642723e+02
1.00000000e+00 1.00000000e+00 2.09834411e+00 5.85542163e+00 8.65554452e+00 2.61428214e+00 8.79491391e+00 4.19135920e+00 7.85990852e+00 2.42504482e+00 2.09900834e+01 3.39875821e+01 6.34217729e+00 7.29161574e+02
1.00000000e+00 1.00000000e+00 5.45659219e+00 8.11650848e+00 6.05100509e+00 9.73608891e+00 3.60495569e+00 6.60660641e-01 6.32545272e+00 -3.90561199e+00 -2.36328780e+01 2.61663252e+01 2.14399442e+00 9.34260983e+02
1.00000000e+00 1.00000000e+00 1.30949669e+00 3.86877253e+00 5.71051820e+00 2.01973154e+00 5.20913091e+00 3.97796417e+00 2.72821032e+00 1.47547315e+00 8.42571627e+00 1.55296349e+01 4.84787670e+00 9.98143639e+01
1.00000000e+00 1.00000000e+00 9.18388362e+00 6.63302239e+00 2.03291985e+00 4.63240902e+00 6.57450972e+00 7.15874678e-01 7.00017087e+00 3.49901234e+00 7.11321164e+00 9.33424215e+00 2.44774264e+00 1.08535598e+02
1.00000000e+00 1.00000000e+00 3.32901983e+00 8.97379973e+00 8.74125724e+00 7.64096486e+00 4.70071428e+00 1.41204154e+00 6.61041609e+00 4.95966623e+00 4.33537183e+01 3.49872320e+01 7.30313100e+00 5.53647302e+02
1.00000000e+00 1.00000000e+00 6.96270056e+00 6.54276869e+00 7.50532873e+00 7.34098985e+00 4.84737809e+00 6.96192238e-01 6.42222253e+00 -8.04566813e+00 -6.03853841e+01 4.08196871e+01 7.82981321e+00 5.02577838e+02
1.00000000e+00 1.00000000e+00 3.80539968e+00 3.09663527e+00 1.60901526e+00 4.80455773e+00 3.97256201e+00 1.04392767e+00 5.40807281e+00 -3.16646273e+00 -5.09488684e+00 9.91731726e+00 1.95216868e+00 8.84116618e+01
1.00000000e+00 1.00000000e+00 5.68061219e+00 1.21960703e+00 7.37051588e+00 4.11871751e+00 6.07808635e+00 1.06997030e+00 5.75790944e+00 -1.98609521e+00 -1.46385463e+01 1.51288821e+02 5.55525867e+00 2.31150726e+03
1.00000000e+00 1.00000000e+00 5.92039251e+00 8.83088987e+00 5.89184396e+00 4.57851141e+00 8.65517075e+00 1.46192516e+00 4.00998274e+00 9.42997615e-01 5.55599480e+00 2.64391025e+01 8.33162550e+00 1.49948009e+02
1.00000000e+00 1.00000000e+00 2.66369010e+00 1.19142470e+00 1.73552811e+00 3.37848637e+00 2.81375540e+00 1.05633737e+00 5.67381423e+00 -2.59426349e+00 -4.50241721e+00 1.38475699e+01 9.42546737e+00 2.89339305e+01
1.00000000e+00 1.00000000e+00 9.72626165e+00 8.87231505e+00 5.12470577e+00 2.84799645e+00 9.40989735e+00 9.67473186e-01 2.77800315e+00 4.61131513e-01 2.36316333e+00 1.54794780e+01 5.62166080e+00 7.84013134e+01
1.00000000e+00 1.00000000e+00 7.97619541e+00 5.76043421e+00 5.36226658e+00 5.34735728e+00 7.20178888e+00 9.02910287e-01 8.24656958e+00 1.99637622e+01 1.07051015e+02 3.58486470e+01 9.55251301e+00 3.31899696e+02
1.00000000e+00 1.00000000e+00 9.45549047e+00 9.45160929e+00 2.49197086e+00 3.41680380e+00 8.40945891e+00 8.89373104e-01 2.67199259e+00 4.42763665e-01 1.10335415e+00 7.57574407e+00 5.82120073e+00 1.73308923e+01
1.00000000e+00 1.00000000e+00 9.05344615e+00 8.18904912e+00 9.51128332e+00 3.58715498e+00 6.00571623e+00 6.63362451e-01 1.76469661e+00 3.83471796e-01 3.64730890e+00 2.50219177e+01 4.54771445e+00 1.84699861e+02
1.00000000e+00 1.00000000e+00 6.38109981e+00 9.98140699e+00 8.64977834e+00 6.91080457e+00 8.01565031e+00 1.25615498e+00 4.92621424e+00 1.60431523e+00 1.38769711e+01 4.80043494e+01 8.63382816e+00 4.73833167e+02
1.00000000e+00 1.00000000e+00 9.29686812e+00 4.15640634e+00 7.02120104e+00 9.71683599e+00 1.14580358e+00 1.23246190e-01 6.92476696e+00 -1.24536545e+00 -8.74396117e+00 1.88073867e+01 5.43684439e+00 3.36378414e+02
1.00000000e+00 1.00000000e+00 1.79643252e+00 7.90469460e+00 5.16066005e+00 6.43273481e+00 8.36542382e+00 4.65668693e+00 4.93945142e+00 3.35569724e+00 1.73176127e+01 3.51320710e+01 5.24712260e+00 3.41347328e+02
1.00000000e+00 1.00000000e+00 2.76384576e+00 4.61737822e+00 4.70588987e+00 1.69281520e+00 1.36124973e+00 4.92520151e-01 3.49078719e+00 1.19360984e+00 5.61699644e+00 2.34851678e+00 5.41281240e+00 1.42549540e+01
1.00000000e+00 1.00000000e+00 1.40704560e+00 5.31888058e+00 6.85876120e+00 1.68025252e+00 9.00922039e+00 6.40293419e+00 6.02354066e+00 1.65544281e+00 1.13542869e+01 1.95203325e+01 8.62106502e+00 1.87091395e+02
1.00000000e+00 1.00000000e+00 3.92797298e+00 6.64754917e+00 5.90888682e+00 9.56280899e+00 9.92766473e+00 2.52742694e+00 4.12302102e+00 -1.41428939e+00 -8.35687592e+00 8.43872232e+01 8.48747388e+00 4.84450560e+02
1.00000000e+00 1.00000000e+00 4.49809561e+00 8.86309403e+00 1.56045795e+00 3.67561711e+00 3.64660716e+00 8.10700234e-01 9.39580921e+00 1.81124839e+00 2.82637696e+00 2.35985848e+00 4.63167993e+00 1.49404499e+01
1.00000000e+00 1.00000000e+00 3.44214129e+00 9.85675122e+00 5.61252384e+00 1.82860287e+00 2.89286701e+00 8.40426574e-01 9.30380626e+00 1.15889815e+00 6.50434349e+00 3.01212000e+00 3.99969874e+00 7.86491152e+01
1.00000000e+00 1.00000000e+00 8.45863758e+00 7.91446072e+00 8.25763256e+00 6.39140128e+00 7.88827027e+00 9.32569837e-01 5.52134638e+00 3.62516802e+00 2.99353055e+01 5.26031914e+01 5.42735222e+00 8.83801287e+02
1.00000000e+00 1.00000000e+00 4.21077994e+00 4.75990104e+00 5.13315890e+00 6.61283900e+00 3.27723707e+00 7.78296922e-01 3.95095595e+00 -2.13226563e+00 -1.09452583e+01 2.33712851e+01 6.15495259e+00 1.54019168e+02
1.00000000e+00 1.00000000e+00 3.52841059e+00 4.79221302e+00 1.46760920e+00 6.83654338e+00 8.79006145e+00 2.49122409e+00 7.63419173e+00 -3.73432390e+00 -5.48052810e+00 1.84036004e+01 3.14503490e+00 1.31123584e+02
1.00000000e+00 1.00000000e+00 5.88426475e+00 7.63824071e+00 8.07650379e+00 3.40661825e+00 1.92558333e+00 3.27242810e-01 1.33041649e+00 3.14398674e-01 2.53924208e+00 6.93610800e+00 8.14559576e+00 1.82992803e+01
1.00000000e+00 1.00000000e+00 2.26831802e+00 3.14899431e+00 2.81227404e+00 1.13599616e+00 2.13359677e+00 9.40607421e-01 5.27292105e+00 2.61943661e+00 7.36657357e+00 2.16458662e+00 5.37834489e+00 1.19361763e+01
1.00000000e+00 1.00000000e+00 8.21977283e+00 1.99426702e+00 3.32758751e+00 9.68513833e+00 9.81236400e+00 1.19375124e+00 4.02691055e+00 -5.23596142e-01 -1.74231199e+00 1.58571691e+02 4.00640994e+00 1.06072239e+03
1.00000000e+00 1.00000000e+00 1.67095579e+00 4.19159942e+00 2.48235718e+00 3.25803741e+00 7.06455008e+00 4.22784978e+00 9.28482297e+00 9.94558786e+00 2.46885014e+01 1.36309171e+01 1.96138894e+00 3.20353334e+02
1.00000000e+00 1.00000000e+00 9.88198243e+00 3.58515092e+00 3.97193558e+00 7.08423659e+00 8.62198502e+00 8.72495482e-01 1.10802725e+00 -3.16661937e-01 -1.25776082e+00 6.76698283e+01 3.14960644e+00 1.89113014e+02
1.00000000e+00 1.00000000e+00 7.95020292e+00 3.66677308e+00 7.81076355e+00 7.35966883e+00 3.91896440e+00 4.92938914e-01 5.97533388e+00 -1.61806189e+00 -1.26382989e+01 6.14382797e+01 9.54353055e+00 6.00918594e+02
1.00000000e+00 1.00000000e+00 2.78844113e+00 3.10246976e+00 5.67447274e+00 6.49006675e+00 7.08835375e+00 2.54204891e+00 7.66597223e+00 -2.26295284e+00 -1.28410642e+01 8.41419366e+01 3.74589718e+00 1.95424677e+03
1.00000000e+00 1.00000000e+00 1.04969905e+00 1.37883871e+00 2.84393147e+00 3.81616655e+00 6.34817645e+00 6.04761567e+00 5.36516189e+00 -2.20124753e+00 -6.26019712e+00 4.99668498e+01 2.51973360e+00 6.05144785e+02
1.00000000e+00 1.00000000e+00 8.33915286e+00 1.16086541e+00 8.90047070e+00 3.43986628e+00 6.42835108e+00 7.70863803e-01 1.76862727e+00 -7.76053793e-01 -6.90724405e+00 1.69540028e+02 5.14605512e+00 1.03723486e+03
1.00000000e+00 1.00000000e+00 7.36171609e+00 9.88950151e+00 8.91623669e+00 6.37901454e+00 7.14279214e+00 9.70261831e-01 9.75215251e+00 2.77800562e+00 2.47693556e+01 4.10798446e+01 3.76378969e+00 1.89808437e+03
1.00000000e+00 1.00000000e+00 7.56106451e+00 4.84995820e+00 8.83520583e+00 8.79486070e+00 6.17823256e+00 8.17111473e-01 5.66209388e+00 -1.43529375e+00 -1.26811157e+01 9.89855710e+01 1.31643325e+00 7.52309908e+03
1.00000000e+00 1.00000000e+00 7.94143312e+00 4.45893982e+00 3.14916590e+00 9.52060356e+00 4.86156132e+00 6.12176826e-01 6.52767620e+00 -1.28963055e+00 -4.06126056e+00 3.26891915e+01 3.90830696e+00 3.43874247e+02
1.00000000e+00 1.00000000e+00 1.66640187e+00 7.11682554e+00 5.06115410e+00 1.95315224e+00 3.48330425e+00 2.09031466e+00 3.12948804e+00 6.06058490e-01 3.06735541e+00 4.83827719e+00 5.89697762e+00 2.59904692e+01
1.00000000e+00 1.00000000e+00 4.22619156e+00 2.96428499e+00 9.86490691e+00 2.39345751e+00 7.91723198e+00 1.87337272e+00 5.35148277e+00 9.37495649e+00 9.24830730e+01 6.30626373e+01 5.96541135e+00 1.11616616e+03
1.00000000e+00 1.00000000e+00 2.04282154e+00 9.54965066e+00 7.94811229e+00 9.50262633e+00 3.03645187e+00 1.48640095e+00 4.86234543e+00 1.03400639e+02 8.21839892e+02 2.40152196e+01 4.20903029e+00 4.41005809e+02
1.00000000e+00 1.00000000e+00 8.76793083e+00 8.07710513e+00 1.24450679e+00 7.62881706e+00 7.23118876e+00 8.24731501e-01 1.67406258e+00 3.73434555e+00 4.64741840e+00 8.49979465e+00 5.02572481e+00 7.04707160e+00
1.00000000e+00 1.00000000e+00 6.60968314e+00 1.80469902e+00 1.58684132e+00 8.94694442e+00 3.09999540e+00 4.69008171e-01 1.95544318e+00 -2.73785493e-01 -4.34454134e-01 2.43873442e+01 9.68966126e+00 1.56194095e+01
1.00000000e+00 1.00000000e+00 3.97808222e+00 4.75822698e+00 5.17538239e+00 2.82369371e+00 6.62797153e+00 1.66612231e+00 8.53725268e+00 4.41308133e+00 2.28393834e+01 2.03561437e+01 4.39613630e+00 4.09180506e+02
1.00000000e+00 1.00000000e+00 1.57202515e+00 8.91206477e+00 9.18298185e+00 6.28827284e+00 7.72370440e+00 4.91321935e+00 3.15837957e+00 1.20374620e+00 1.10539795e+01 5.00451982e+01 3.32404132e+00 8.73321281e+02
1.00000000e+00 1.00000000e+00 3.79884090e+00 9.50258820e+00 5.84831618e+00 7.31025635e+00 2.96842500e+00 7.81402823e-01 2.75462444e+00 1.25648151e+00 7.34830117e+00 1.33551147e+01 3.19120340e+00 1.34839264e+02
1.00000000e+00 1.00000000e+00 3.92664990e+00 5.20661360e+00 5.48031257e+00 7.12100697e+00 1.53948971e+00 3.92061871e-01 5.54420306e+00 -2.89606261e+00 -1.58713284e+01 1.15390002e+01 5.11988151e+00 1.36956524e+02
1.00000000e+00 1.00000000e+00 7.56645561e+00 6.52070250e+00 1.94926330e+00 4.67336522e+00 2.17876369e+00 2.87950369e-01 7.91872418e+00 4.28656112e+00 8.35563627e+00 3.04379900e+00 7.83568134e+00 1.19920912e+01
1.00000000e+00 1.00000000e+00 6.73801724e+00 2.50330551e+00 6.91102094e+00 1.13855403e+00 6.45397271e+00 9.57844492e-01 1.55751867e+00 1.14124709e+00 7.88718255e+00 2.02865932e+01 2.85389366e+00 1.53030078e+02
1.00000000e+00 1.00000000e+00 8.98491468e+00 9.92051764e+00 8.39892845e+00 6.24633451e+00 8.64501766e+00 9.62170255e-01 6.19127128e+00 1.68507422e+00 1.41528178e+01 4.57173102e+01 7.38366514e+00 6.43935530e+02
1.00000000e+00 1.00000000e+00 5.24993433e+00 3.08504531e+00 4.42378007e+00 3.27791385e+00 1.40497139e+00 2.67616946e-01 2.07289399e+00 -1.07477040e+01 -4.75454788e+01 6.60384691e+00 1.19034841e+00 1.01747446e+02
1.00000000e+00 1.00000000e+00 2.07634821e+00 9.48458597e+00 7.98050666e+00 5.05228822e+00 7.60736133e+00 3.66381770e+00 1.32814946e+00 2.99652580e-01 2.39137941e+00 3.23395706e+01 4.77039680e+00 1.43710054e+02
1.00000000e+00 1.00000000e+00 7.41920309e+00 6.84681984e+00 9.68028989e+00 9.61822914e+00 4.07186781e+00 5.48828192e-01 1.47469557e+00 -5.32110350e-01 -5.15098244e+00 5.53717504e+01 7.98278559e+00 1.98040731e+02
1.00000000e+00 1.00000000e+00 7.84706544e+00 6.46963115e+00 2.83389813e+00 4.59131786e+00 5.30675533e+00 6.76272598e-01 8.50747697e+00 4.52931734e+00 1.28356239e+01 1.06726223e+01 4.04859660e+00 1.27110564e+02
1.00000000e+00 1.00000000e+00 6.05149478e+00 5.61419660e+00 5.70996668e+00 8.55821446e+00 9.35973595e+00 1.54668165e+00 2.06175235e+00 -7.00319241e-01 -3.99879953e+00 8.14690626e+01 6.07363391e+00 3.15823307e+02
1.00000000e+00 1.00000000e+00 7.93870462e+00 3.07602831e+00 3.58424162e+00 2.69686545e+00 3.98774354e+00 5.02316654e-01 1.40636228e+00 3.70912463e+00 1.32943989e+01 1.25312228e+01 2.84481310e+00 4.44083050e+01
1.00000000e+00 1.00000000e+00 5.44416037e+00 2.58875229e+00 8.13568977e+00 7.05214448e+00 5.18803241e+00 9.52953634e-01 4.94109898e+00 -1.10702774e+00 -9.00643428e+00 1.14981446e+02 7.67795852e+00 1.20400956e+03
1.00000000e+00 1.00000000e+00 5.70459546e+00 2.98437588e+00 6.19834029e+00 9.79306259e+00 1.12314173e+00 1.96883677e-01 8.59594125e+00 -1.26249622e+00 -7.82538120e+00 2.28441493e+01 1.47051193e+00 1.65540890e+03
1.00000000e+00 1.00000000e+00 4.84786917e+00 2.67794436e+00 6.71124176e+00 1.91703791e+00 1.73438848e+00 3.57763054e-01 3.36167539e+00 4.41798776e+00 2.96501839e+01 8.33255934e+00 8.67288380e+00 4.33514413e+01
1.00000000e+00 1.00000000e+00 1.22877214e+00 8.01626026e+00 8.18122744e+00 1.07487948e+00 3.32732432e+00 2.70784486e+00 4.79541356e+00 6.90844330e-01 5.65195459e+00 3.65007311e+00 2.78376748e+00 1.02882885e+02
1.00000000e+00 1.00000000e+00 1.97102284e+00 4.15112733e+00 4.56373425e+00 4.90224513e+00 1.25067017e+00 6.34528500e-01 1.35930279e+00 -1.80970653e+00 -8.25901970e+00 6.74049991e+00 8.86958229e+00 9.42877978e+00
1.00000000e+00 1.00000000e+00 1.28286267e+00 1.52058409e+00 9.23581062e+00 1.83362935e+00 6.68237793e+00 5.20895813e+00 5.04170663e+00 -1.61053601e+01 -1.48746056e+02 7.44229983e+01 4.17276317e+00 1.66098615e+03
1.00000000e+00 1.00000000e+00 6.72769370e+00 9.72192367e+00 5.79725981e+00 7.73545915e+00 4.83758521e+00 7.19055508e-01 6.19851773e+00 3.12037675e+00 1.80896347e+01 2.23144035e+01 7.50415217e+00 2.13709711e+02
1.00000000e+00 1.00000000e+00 3.82920383e+00 8.95407296e+00 2.42159341e+00 9.23093797e+00 5.93330682e+00 1.54948838e+00 6.13816348e+00 -2.21702392e+01 -5.36873049e+01 1.48123251e+01 3.87302768e+00 1.13695247e+02
1.00000000e+00 1.00000000e+00 5.57713622e+00 9.34977055e+00 7.26309206e+00 4.90618875e+00 2.57182467e+00 4.61137145e-01 3.99184023e+00 8.98338416e-01 6.52471462e+00 9.80180836e+00 9.15320504e+00 6.20951544e+01
1.00000000e+00 1.00000000e+00 9.16809827e+00 9.95417040e+00 8.13935215e+00 3.32840478e+00 3.66338826e+00 3.99579952e-01 3.83979863e+00 5.79525272e-01 4.71696027e+00 9.97019964e+00 2.13973413e+00 2.91254285e+02
1.00000000e+00 1.00000000e+00 3.24363006e+00 2.56505724e+00 3.85085509e+00 4.90962987e+00 6.97442027e+00 2.15018980e+00 1.95961257e+00 -8.35808005e-01 -3.21857551e+00 5.14063752e+01 2.60667810e+00 2.97637033e+02
1.00000000e+00 1.00000000e+00 4.69344631e+00 4.56617817e+00 8.71461331e+00 7.51103036e+00 9.68772451e+00 2.06409616e+00 4.30118489e+00 -1.46057751e+00 -1.27283682e+01 1.38872600e+02 5.43727113e+00 1.91470470e+03
1.00000000e+00 1.00000000e+00 7.79996025e+00 7.82414628e+00 9.15528929e+00 1.08148745e+00 1.45375096e+00 1.86379278e-01 1.89545202e+00 2.81113440e-01 2.57367487e+00 1.83969832e+00 1.73744595e+00 3.67493931e+01
1.00000000e+00 1.00000000e+00 3.05918349e+00 7.26418556e+00 3.49214039e+00 6.30508591e+00 9.01345889e+00 2.94636099e+00 7.89936350e+00 8.23622805e+00 2.87620646e+01 2.73204127e+01 2.76382166e+00 5.45369728e+02
