G	c	dx1dt	d2x1dt2	dx2dt	d2x2dt2	d1	d2	Fc	m1	W	m2	p	Fg
1.000000000000000000e+00	1.000000000000000000e+00	5.902570235822789613e+00	1.286797933389126847e+00	7.768474807505155511e+00	3.949876200110092661e+00	6.012565360312176033e+00	8.794238114632763059e-01	5.833050171333995948e+00	-1.987251304040587030e+00	-1.474151147431938647e+01	1.495041027156016185e+02	5.769622606007443366e+00	2.271699653296892848e+03
1.000000000000000000e+00	1.000000000000000000e+00	6.029642828099819774e+00	9.183362694258201842e+00	5.906776000122492931e+00	4.181263152275533912e+00	8.880888293607968720e+00	1.333223930195528650e+00	4.127464496432199148e+00	9.587217627699787803e-01	5.586429785161056927e+00	2.126591865818499727e+01	8.392769299241974679e+00	1.417515881550447716e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.392417953481102089e+00	1.136693151143783886e+00	1.400477085959469958e+00	3.142047613073257306e+00	2.498163197156058946e+00	1.133764051128648642e+00	6.067499987992924559e+00	-2.588587132747899755e+00	-4.492753606126132837e+00	1.487912720083802931e+01	9.078197953162447931e+00	4.222528534123484434e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.693727602169593283e+00	8.758529646514073619e+00	4.881775022725867608e+00	3.045563323654047583e+00	9.695776875355695879e+00	9.668941642586619256e-01	3.463847423354163180e+00	4.399806289467023679e-01	2.611113947787265577e+00	1.651553496855077441e+01	5.470469532064264229e+00	1.839166688686398174e+02
1.000000000000000000e+00	1.000000000000000000e+00	7.853113536275639461e+00	5.379025922035033602e+00	5.127953661582181688e+00	5.022325607703963968e+00	6.754434280286854886e+00	9.617740206632172661e-01	7.955390284213312846e+00	1.996475867512489799e+01	1.069500600666266337e+02	3.720563999620770801e+01	9.530704506358434358e+00	2.516952161654535303e+02
1.000000000000000000e+00	1.000000000000000000e+00	9.290625184349570631e+00	9.603876420993138652e+00	2.379884480749264064e+00	3.135142985671603988e+00	8.342258313516531132e+00	8.483350093072014042e-01	2.316118493208795481e+00	4.512409230534362159e-01	1.134381444566233466e+00	8.316020668515683667e+00	5.731961290577409329e+00	-2.825353683792999604e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.301137040548711710e+00	9.120379022230164168e+00	9.820743017198749314e+00	3.303996468508579198e+00	5.620868627627173986e+00	6.564347017324508871e-01	1.792881755196794380e+00	3.871833716085467669e-01	3.795574863229032037e+00	2.676777221521326666e+01	4.491696133432230731e+00	2.343177885971100807e+02
1.000000000000000000e+00	1.000000000000000000e+00	7.060545781596033521e+00	9.919491574411303247e+00	8.980776350288010690e+00	6.411156932124412400e+00	7.304851016546701103e+00	1.369801958789424345e+00	4.355948148631574313e+00	1.596888988602110704e+00	1.379038662356838962e+01	4.680114354409352018e+01	9.074845370038405079e+00	4.164700293565551874e+02
1.000000000000000000e+00	1.000000000000000000e+00	9.598930069681399502e+00	4.282121130119718622e+00	6.973644188710345304e+00	9.406377727320277771e+00	1.245605774480572192e+00	2.326355291848697937e-01	7.102907415900525656e+00	-1.249709800084628508e+00	-8.651502707510511314e+00	1.933279273411611143e+01	5.464139965185105474e+00	3.367445717821930202e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.789137710544274951e+00	7.752310625698790147e+00	5.211202517725884498e+00	6.703511013536208374e+00	8.316997427734603932e+00	4.723048885921421025e+00	4.970470493314238070e+00	3.346814991513319626e+00	1.707689379185282874e+01	3.652505568166610317e+01	5.351093002310840951e+00	3.229722003260076235e+02
1.000000000000000000e+00	1.000000000000000000e+00	3.104688017974472913e+00	4.260978841722989685e+00	4.485698031828990295e+00	1.498809391998797258e+00	9.807534748690875936e-01	5.067804882362106911e-01	3.591537217150819306e+00	1.172593875460434143e+00	5.848069548962012476e+00	5.047941313834222399e+00	4.866440534870732471e+00	-1.009078176879857303e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.870583519800296468e+00	5.439666688024361818e+00	6.386685270677954662e+00	1.206869577745579569e+00	8.868521951476610710e+00	6.439425146717659310e+00	5.940268139937824543e+00	1.632245594089807295e+00	1.148498266422675584e+01	1.960781319717203530e+01	8.823970062700492889e+00	1.805454885149856636e+02
1.000000000000000000e+00	1.000000000000000000e+00	3.551175935576186937e+00	6.655389960549336514e+00	6.402615880723058872e+00	9.424322976347561109e+00	1.004799467966818582e+01	2.553538415686448904e+00	4.192974144880876608e+00	-1.408104146539409962e+00	-8.446306073141485626e+00	8.396065726444155075e+01	9.263176075984883795e+00	4.718036182354367156e+02
1.000000000000000000e+00	1.000000000000000000e+00	4.829560231201009302e+00	8.199533568024401475e+00	9.192597406059505039e-01	3.813806297715876426e+00	3.546342557168134846e+00	7.989402379881290761e-01	9.525348785810802354e+00	1.797428152722134520e+00	2.935402164768045274e+00	2.249645573168409740e+00	4.997683022830306854e+00	5.512467296398141059e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.650429135086340260e+00	1.030459324509756769e+01	5.105680314599467806e+00	1.333069854843349944e+00	2.838756725708357465e+00	8.119387126912065433e-01	9.358674484411768191e+00	1.168026419529349047e+00	6.676875385960662435e+00	6.306573209579839911e-01	3.879971861895811447e+00	1.291442709227694365e+02
1.000000000000000000e+00	1.000000000000000000e+00	8.780160951977801886e+00	8.030164450527331965e+00	8.753588917379465428e+00	6.649432610397408183e+00	7.779751660989922435e+00	1.011640681599951908e+00	5.152373696812232673e+00	3.615730995584114815e+00	2.976599440546603859e+01	5.413874945991743459e+01	6.047774696670177974e+00	9.000072425832468070e+02
1.000000000000000000e+00	1.000000000000000000e+00	4.430868090072828558e+00	4.780455662709870879e+00	5.137746123735143833e+00	6.222810492959615303e+00	3.118648601311555080e+00	6.870199347988934502e-01	3.998138699916557570e+00	-2.153090520513822881e+00	-1.102407296572370399e+01	2.046363942976114103e+01	6.162431298640056454e+00	1.450448647123171781e+02
1.000000000000000000e+00	1.000000000000000000e+00	3.466783602376735107e+00	4.674836869182374066e+00	1.156763711251022286e+00	6.729498309289299485e+00	8.627922893984747432e+00	2.596008510917532597e+00	8.142750966388735634e+00	-3.740793374684974193e+00	-5.303673585973784910e+00	1.918365385035956905e+01	3.228412108360673827e+00	1.409493224471848123e+02
1.000000000000000000e+00	1.000000000000000000e+00	6.434390952126307184e+00	7.750976422990004444e+00	8.264986367627036756e+00	3.296113634233419631e+00	1.755448629528855164e+00	3.078378586560913677e-01	1.396495354519071252e+00	3.476128357001674885e-01	2.548106972731857045e+00	7.104850893202805828e+00	8.072856057075004088e+00	4.890234686782666529e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.360218649939875402e+00	3.274553609330828063e+00	3.025700588697507243e+00	9.840318560367405931e-01	1.928480269521576806e+00	8.480323248374879164e-01	5.310516640841957070e+00	2.617920342893161223e+00	7.423879049345621262e+00	-9.299212687488633833e-01	5.298565390904498962e+00	5.001576186612919628e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.102237228283730275e+00	2.105897685321449497e+00	2.959656223091207128e+00	9.667598533881248457e+00	9.535306466213148369e+00	1.155320411667785763e+00	4.454842951304272880e+00	-5.133535062536570548e-01	-1.733089161293040581e+00	1.555909625846453253e+02	3.394952826805487156e+00	1.074789729919766387e+03
1.000000000000000000e+00	1.000000000000000000e+00	1.807881257722255830e+00	4.488670002135979331e+00	2.335247855455488963e+00	3.468769384545196122e+00	6.961136419361091399e+00	4.166247726549856978e+00	9.080293896954716004e+00	9.948264876824714165e+00	2.480562922772963219e+01	1.192762778554145875e+01	2.175578636656779974e+00	3.784274251861168636e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.014512778354795586e+01	3.945440700386862787e+00	4.213851795917528342e+00	7.073192876113627570e+00	8.447702336331010642e+00	8.319392121724890066e-01	1.352073851685107631e+00	-3.389466163953544497e-01	-1.190369546112439503e+00	6.698359361966916481e+01	3.068826201178678659e+00	1.656762932230073488e+02
1.000000000000000000e+00	1.000000000000000000e+00	7.975846731091738029e+00	4.224644408847452404e+00	7.585230106580969967e+00	7.195731884495979891e+00	3.627090069587334487e+00	4.510948765144967565e-01	5.829906935968748094e+00	-1.595083149237332520e+00	-1.262434359648839255e+01	6.439213905144967498e+01	9.492380115764653681e+00	6.442540604068562970e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.894829908943530317e+00	2.869695590191094769e+00	5.752373232021637861e+00	6.613856756648857527e+00	7.296975846037403457e+00	2.497405100453417681e+00	7.964031842204214229e+00	-2.266882983251672368e+00	-1.311719406538557209e+01	8.392099726592853415e+01	3.820242006388905320e+00	1.981023027373962577e+03
1.000000000000000000e+00	1.000000000000000000e+00	1.073612547599946065e+00	1.219337050526818844e+00	3.237297289795376898e+00	3.872266368801623226e+00	6.683881646126486054e+00	6.025920088278972742e+00	5.584073697269749559e+00	-2.222030616509295342e+00	-6.176109634880345922e+00	5.105720315069257964e+01	2.406972889886810130e+00	5.819556057902938164e+02
1.000000000000000000e+00	1.000000000000000000e+00	8.160526169115605910e+00	1.261331042405008818e+00	8.239947322875231350e+00	3.258652573923411566e+00	6.428323089604475626e+00	7.663005204373926071e-01	1.655535458979781716e+00	-7.841771743437133679e-01	-6.811433079291377979e+00	1.720671651133920932e+02	5.217813095414337354e+00	1.046080419509103422e+03
1.000000000000000000e+00	1.000000000000000000e+00	7.139317695132550767e+00	9.672791320609531951e+00	8.822023974688448789e+00	6.390464213948045646e+00	7.160895885111167480e+00	1.024075757852094481e+00	9.679196974042540091e+00	2.774734847186921094e+00	2.460649938863624797e+01	4.322103311775151013e+01	4.091008888043464076e+00	1.909543222775881759e+03
1.000000000000000000e+00	1.000000000000000000e+00	7.181440750750527791e+00	4.678052494936370209e+00	8.907438970654808941e+00	8.591225078913703683e+00	5.989614567916851762e+00	7.998545550888200850e-01	5.930316405799705315e+00	-1.423407944252525148e+00	-1.283504565219969962e+01	9.897148542707779484e+01	1.426538020220088576e+00	7.517699713313294524e+03
1.000000000000000000e+00	1.000000000000000000e+00	8.352232793098483654e+00	4.591128628862557015e+00	2.654412287867280451e+00	9.286275121949588041e+00	5.152164530571266887e+00	6.351449984653008141e-01	6.018709281383323173e+00	-1.300426600687239143e+00	-3.993256120485764171e+00	3.128152409209602780e+01	3.866557430673785323e+00	3.380604002372072614e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.605941711083941126e+00	7.367401856188485532e+00	4.914937622703479114e+00	2.171257464702731621e+00	3.956693348999523518e+00	2.090845241087170958e+00	3.008262898897199555e+00	6.476138865332701222e-01	3.092886714475316268e+00	5.833594196073053517e+00	5.863388312947269476e+00	-3.197589043457535496e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.298636784870982108e+00	3.319194286129171445e+00	1.015327478708550935e+01	2.514435301082721175e+00	7.872623157322315990e+00	1.911456646288453687e+00	5.521668882005491774e+00	9.360094164707083664e+00	9.222361570661001906e+01	6.169478112506153877e+01	6.019970592501226569e+00	1.089963650075007081e+03
1.000000000000000000e+00	1.000000000000000000e+00	2.150129517290990666e+00	9.496073460862572091e+00	7.753663148891432044e+00	9.711144039453857957e+00	2.894437266279418441e+00	1.489689228629151652e+00	4.777828963442761534e+00	1.034103444729467896e+02	8.217318910785780872e+02	2.763612653219852433e+01	3.982694581268694911e+00	4.319440865769323068e+02
1.000000000000000000e+00	1.000000000000000000e+00	8.869635450631109919e+00	8.205934733530042990e+00	8.347101228440003684e-01	7.800726511147822784e+00	7.324188659192834017e+00	7.791628937584315073e-01	1.711056821676183448e+00	3.703040816755756026e+00	4.688652522763864461e+00	1.023123037118851286e+01	5.082260357649555971e+00	-1.471912970757294303e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.104561088429428573e+00	1.872223974671873625e+00	1.899044283608406491e+00	8.706801873105577627e+00	3.135109433998534367e+00	4.043209867752270981e-01	1.395537064155409679e+00	-2.757471987868524432e-01	-3.455492729646907346e-01	2.480373606516875995e+01	9.875856997189019992e+00	-1.690868094504713426e+01
