G	c	dx1dt	d2x1dt2	d1	d2	Fc	W	m2	m1
1.000000000000000000e+00	1.000000000000000000e+00	1.765019898134391640e+00	7.714962252646380136e+00	5.830847529754027647e+00	7.217963203017320417e+00	7.613532388406819784e+00	2.552509139677604537e+02	2.696182569888556646e+00	-3.130322262396414867e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.619137675594212844e+00	9.379345514184116439e+00	2.855984035808922794e+00	2.907887359400965099e+00	3.970025734687824048e+00	5.462955945275982117e+01	4.019891018668037219e+00	-6.344634587384463398e-01
1.000000000000000000e+00	1.000000000000000000e+00	4.826563530759264253e+00	2.694156114288501769e+00	3.674744836336620857e+00	8.310884622997955162e+00	8.166216654616551551e+00	2.898628480996321173e+02	1.219504122311010352e+00	-3.924905275608448374e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.787268787639372469e+00	6.237177657224435734e+00	8.258602853325669457e+00	4.938626909000173093e+00	9.015108500804663194e+00	3.730801816805232534e+02	4.035044451026082335e+00	2.450824787715570885e-01
1.000000000000000000e+00	1.000000000000000000e+00	4.437553869480741042e+00	1.015539687974974292e+01	1.542658709282583196e+00	1.278590537857396736e+00	4.468091620321551716e+00	6.858859364287567040e+00	6.162166002848064039e+00	-9.511706959821148999e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.577925547766264369e+00	3.430890945854804253e-01	7.026581274312572845e+00	8.521773915036387592e+00	2.952060400252682903e+00	2.015527003658576177e+02	8.666333653586400843e+00	-1.278251070404418677e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.299024188594875895e+00	6.737334512046107449e+00	9.078636382413900918e+00	3.004611960190199049e+00	4.555243796384988997e+00	1.910781998133174113e+02	7.416813567997213141e+00	1.986299111421676145e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.618709245165351085e+00	4.050919521824782876e+00	6.209572048815339862e+00	4.957121121286430565e+00	3.759992762463759686e+00	8.705170809645090912e+01	4.969805860185265267e+00	-1.740902312646356309e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.099687880231886794e+00	9.469651022870964496e+00	8.645399279110440816e+00	7.298106592378446500e+00	7.589106065032925841e+00	4.738475232142528171e+02	9.842433586223613418e+00	-5.594090715687763726e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.613526249859297046e+00	9.885695876980426178e+00	8.939912986295314168e-01	4.119934050002737713e+00	8.944037019589261561e+00	3.957175501988550792e+01	7.590393107333503586e+00	-3.225047148590972768e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.382352316522282187e+00	9.869736541941005470e+00	4.376980399825406209e+00	1.054700270826452790e+00	6.915127451983916984e+00	1.988814998049452498e+01	9.039826527655579369e+00	3.467956943752524168e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.016100563240948773e+00	5.386975529308520194e+00	3.639664575061314800e+00	4.096744222383017942e+00	8.780225679024610486e+00	1.394367038665682514e+02	5.600734321888455547e+00	-9.966000670560401176e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.490476410473334568e+00	8.447246306611521760e+00	8.350111609609122354e+00	9.568648994428551546e+00	5.387109554292146996e+00	3.680513523749518185e+02	3.634853466989127480e+00	-5.119518378296315397e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.761278595146386294e+00	8.950760908122610715e+00	9.508100365169045887e+00	6.382195907799843582e+00	2.379686796270624516e+00	1.532157455605687630e+02	1.777926388309029937e+00	-1.100272563531023984e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.565987114533718305e+00	3.883524114086577494e+00	4.038986138838390971e+00	7.190259928691197899e+00	7.421823410909111018e+00	1.649732696327262431e+02	8.217798084468773467e+00	-2.545867911509107984e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.328771377427522049e-01	8.211245114527175204e+00	6.913745998799726955e+00	6.358089937274482573e+00	4.914284708216227315e+00	1.912029638668091707e+02	3.111741860757701872e+00	-2.234107824911305773e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.436279682074704134e+00	1.717127077575722582e+00	2.913265953874011327e+00	3.332266807105590978e+00	8.155577834532820702e+00	5.605470036950461576e+01	3.439108363725995599e+00	-3.676027040173708738e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.286858796461806786e+00	6.728609184984803981e+00	6.052741636588553575e+00	5.610944811607956773e+00	4.587827621560625957e+00	8.144245568680956637e+01	5.866232566397497017e+00	-3.445923291160942536e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.066322177931712467e+00	3.189557484189814662e+00	5.066442601074316876e+00	7.597429664563787988e+00	1.527072247161025409e+00	6.214823886322017898e+01	5.973643373788208422e+00	-1.242203927572002797e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.327870635970427315e+00	3.040362098891852938e+00	9.990614142217625115e+00	2.410526696577658168e+00	9.783967863763516348e+00	2.014637028735330944e+02	5.797759824001976092e+00	4.124954400554495137e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.009527732409235234e+01	2.430713187410733500e+00	6.885525011406030238e+00	3.385746561097517482e+00	1.845234208756207472e+00	5.659165100029944995e+01	2.806023103871287727e+00	3.453225772847888786e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.468631079036795128e+00	7.823947740624271674e+00	3.657105813741842848e+00	2.979946616777791935e+00	9.960091436092843864e+00	1.634358628294824314e+02	4.844372140560621709e+00	-4.192588890663509815e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.283766274419376963e+00	5.486583808391375605e+00	1.922336937162909987e+00	4.657713354321040278e+00	9.210452403860672987e+00	1.029057225394239055e+02	5.963891224109108435e+00	-2.532138878133551074e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.755479053204874962e+00	7.441421068352886081e+00	3.282937000288672635e+00	9.869640783215174906e+00	7.857508447898377213e+00	1.714296870283932321e+02	9.522912686461847187e+00	-7.325029752951573414e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.025450707396162286e+00	1.329631407700402335e+00	3.125689770509891829e+00	6.401756485136870234e-01	7.316708408390856455e+00	2.450802585675376122e+01	7.289683411376118194e+00	-6.337891636857678757e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.149764028027085772e+00	4.316246431994022359e+00	3.417002306137804091e+00	6.007000443995360150e+00	6.412682113641904991e+00	1.185144951437127645e+02	8.475884805432309932e+00	-2.290697953162344191e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.833726893921004519e+00	5.714877235335770855e+00	9.300069531992335214e+00	2.660848455009038993e+00	7.808623448370386022e+00	1.809920663293820837e+02	7.839951260414810719e+00	3.699020632593087221e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.506900581428700647e+00	8.123144053984844959e+00	5.774235344112456758e+00	1.027772091758884265e+01	4.460285724135545138e+00	1.922772373922462634e+02	5.697152475844760033e+00	-1.387112225457909886e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.339994214175924681e-01	3.320289897697668913e+00	5.691766327995007480e+00	2.348939229157928299e+00	4.617049804240007660e+00	4.094368212083211489e+01	2.815437127310677745e+00	1.363145844677563279e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.018166763756816806e+00	6.970516494832716070e+00	2.483953137714412396e+00	4.697341547299164866e+00	6.051094017829999672e+00	7.019381648335924240e+01	7.147815793616030255e+00	-2.483516780484716691e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.561735168738966006e+00	8.155455488888843973e+00	9.425335880702819580e+00	7.448338050388272791e+00	4.025879838333009886e+00	3.080896083289467811e+02	6.826035479155348362e+00	-5.642264092962475885e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.293754997142524843e+00	6.489118605577790966e+00	6.199379020296817977e+00	8.165372072738692921e+00	4.487180500564719843e+00	2.860540655920509039e+02	6.664339838270765703e+00	-7.290746986496258408e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.583407211814676252e+00	3.088092634059793617e+00	1.202252423998070086e+00	5.979191278890757744e+00	3.484076247623049571e+00	1.632117036172757807e+01	6.247974505698572933e+00	-2.716017151727424306e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.160278161099808081e+00	9.770318308107988070e-01	6.819253347372574936e+00	3.935123204358740523e+00	5.602876399691306908e+00	1.450672580626297758e+02	5.314271578959512077e+00	-1.466754186370843094e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.827188358530887236e+00	7.853323931757038245e+00	5.823472052778623897e+00	5.142743998127608407e+00	7.312894601512883064e+00	2.313827520038399825e+02	3.593865932521501882e+00	-2.345626253574956355e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.755291385386438474e+00	2.097329390269024874e-01	1.226060354683841780e+00	2.995896246107409677e+00	2.884526173570407082e+00	4.294453000835795820e+01	6.033248963319843838e+00	-1.692297185419996453e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.038291934183499166e+01	8.457207718796642126e+00	5.491401685075754990e+00	2.529859979780817003e+00	9.536302037921782215e+00	1.378937057243203128e+02	2.705595704230371545e+00	1.221038787164792638e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.304791465858022192e+00	6.060316303408921357e+00	5.457465562429908879e+00	5.138268386963896539e+00	8.424305537468791627e+00	1.844792311874842312e+02	8.863944057820122069e+00	-8.150272535176144473e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.580887618620318236e+00	9.612342690322879690e+00	2.982950686350354985e+00	3.787448243835926043e+00	8.674366317743084309e+00	4.553044012877339952e+01	2.980145194505550155e+00	-4.194217340083766565e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.801816598619154774e+00	8.179905873907323155e+00	1.003750110506799231e+01	3.005264058316282849e+00	5.735226778033879924e+00	2.241341726725790977e+02	2.817007087934289444e+00	8.893932010915353015e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.593991098091016134e+00	9.489296638075067847e+00	9.024745975596932368e+00	7.749858396367316438e+00	7.361627116577142971e+00	4.661901504426484735e+02	4.876109804865448538e+00	-3.130577288472957243e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.017312973668493292e+01	4.346183507701480764e+00	6.835789198803155386e+00	1.022454145344386234e+01	1.093362293917755634e+00	1.029197030780625397e+02	6.111693314424504919e+00	-1.236391368845647598e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.905562495741371931e+00	6.903866593381001948e+00	5.218238473193943960e+00	6.790837825956734797e+00	8.609840840145427165e+00	2.882076570624873852e+02	5.126344420622170439e+00	-6.857734404813172091e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.968218161731921878e+00	3.284140417544263002e+00	4.451411359325868844e+00	1.533762290611970780e+00	1.087078359346681289e+00	-1.508958583379396146e+00	3.451465453947677009e+00	3.499456212527225940e+00
1.000000000000000000e+00	1.000000000000000000e+00	-4.620163315280545469e-01	5.183656090305486686e+00	6.105201915877729313e+00	2.129285293832915649e+00	9.042455501677546081e+00	1.225609425001150328e+02	6.316770137396720664e+00	2.053137127412015595e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.136108496335721973e+00	6.343772282694533082e+00	6.435535232991715482e+00	7.983530946654840754e+00	1.096114362040908574e+01	5.461380198507600880e+02	4.486539276217930805e+00	-9.179169791990437588e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.964488738721319017e+00	9.426737002666591536e+00	1.514040392180096228e+00	3.914293570813529577e+00	3.437384374896071293e+00	-2.316691355135212405e+00	9.102546251222577212e+00	-3.609930917837660758e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.388173686422646380e+00	9.944640056116597293e+00	4.782833874181201317e+00	1.915282956686869209e+00	1.865150194818384621e+00	1.577690990815751348e+01	8.750247553005651824e+00	3.219758430555828888e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.020739771551225417e+00	8.832790482572660196e+00	8.554117402340269294e+00	5.370321980377337212e+00	8.364053972497606182e+00	4.286654856929624202e+02	5.441279225326787206e+00	-3.720187717984567044e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.734004779434054733e+00	4.454920459028540947e+00	5.009502111525124590e+00	6.832758991504184642e+00	3.448446324018481057e+00	1.295114013589210060e+02	2.644591316152574478e+00	-6.352296438800777878e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.114220583631424066e+00	5.063012027080388222e+00	3.302572232820022435e-01	7.156415255058282909e+00	7.859182404784696985e+00	8.183703044415653949e+01	7.678447243428683677e+00	-6.333028587568234968e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.519001352919682191e+00	7.497895013778848039e+00	7.317978355404845203e+00	2.403123120553210867e+00	2.158518613121836349e+00	2.298993772829641458e+01	1.106888611690268975e+00	-2.961354332228522956e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.688440921100272885e+00	3.917666512331108297e+00	2.425420972035484457e+00	4.935522366786501136e-01	1.590065693343424957e+00	-1.817260400000314391e+01	5.745651524253108100e+00	-8.248316115430289752e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.530246575286851041e+00	1.880750578251190186e+00	3.443824933063848182e+00	1.080266968123613935e+01	1.005275001341542662e+01	2.990966796574633122e+02	2.937438219268424078e+00	-1.794544965510143442e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.017154914665609811e+00	4.666919218879084674e+00	2.917474356004934766e+00	3.157157239225603540e+00	8.103426577213852511e+00	3.636438894942363476e+01	9.288304121427687576e+00	-1.422269174460627639e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.301926481639174682e+00	2.985654706500236344e+00	4.388140517320639589e+00	7.612379603924896543e+00	8.525590745538442761e+00	2.468671773760868859e+02	1.972772328096465966e+00	-2.978985218796790235e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.155395408804395174e+00	3.435783819835296793e+00	8.143643466047347346e+00	7.969649015130250369e+00	4.509016578609124082e+00	2.563904418862220496e+02	6.345871232931515671e+00	-6.207008623514841616e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.358087930383371500e+00	3.055715100998277034e+00	5.655499035760143123e+00	6.703319536981113380e+00	6.419203108002676572e+00	2.738214456172306654e+02	8.203986578415081610e+00	-9.782035624516776551e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.611031999570966100e+00	2.081697564763504538e+00	3.794888138140679601e+00	4.366837483679614884e+00	5.520556756691078704e+00	5.078611159651059381e+01	5.551545829396888010e+00	-8.661529117841741510e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.796347607500400123e+00	-6.146390569377113700e-02	9.286915212872033365e+00	2.296080487581049212e+00	7.527202266441162415e+00	1.856671869933169603e+02	8.570797047408936775e-01	1.194902701034098236e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.897162004681109515e+00	9.704446223622383627e+00	9.038875535300398667e+00	6.254220314694093119e+00	7.310457374263646280e+00	3.982446801559874530e+02	9.843513418594099562e+00	-3.313603824808124543e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.599692500741687340e+00	4.646079597869890776e+00	9.148056038370745213e+00	7.127216954096624590e+00	6.525023360098191283e+00	4.863234627301372939e+02	5.886198512186600063e+00	-4.527850377345322030e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.831625804793072909e+00	3.303487101362566847e+00	2.928832676231511556e+00	8.575377505794506305e+00	5.489061866681957724e+00	1.709805755588759553e+02	5.936142763602591188e+00	-3.473509494280990140e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.929995628878930614e+00	6.858675219103377074e+00	5.029546178247756849e+00	1.657574093765793899e+00	3.195806272854061270e+00	2.693056597823704834e+01	3.060058318468451777e+00	4.002038259112014051e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.101078056041195907e+00	2.107187869571570449e+00	8.715324438175230171e+00	2.033259932650693269e+00	8.366668562563102540e+00	2.116357457144599721e+02	3.759903086829377905e+00	3.777904116285391467e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.175540372391549404e+00	8.253066267906852715e+00	7.734563707583061998e+00	9.525043274178853991e+00	3.403327866253999190e+00	2.631084768100976135e+02	4.679053143459362296e+00	-7.715963783133418907e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.485979255244092911e+00	7.931176418078344170e+00	2.216255626365151166e+00	7.617638162787372380e+00	6.525915319650278157e+00	6.303710646857500421e+01	1.434658865434201180e+00	-1.759368327868883242e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.959861680965111930e+00	1.639948876941096145e+00	1.668768977758537719e+00	9.019344218439417915e+00	3.924110616943556451e+00	3.798205085498866396e+01	2.724736987256247023e+00	-1.822968695652590654e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.455779136632027626e+00	4.621955486734137253e+00	5.234320375551217097e+00	2.918270601926203245e+00	7.339811644717197048e+00	9.107056914252808610e+01	8.206313603594479034e+00	4.487588190335021210e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.535165364113608266e+00	9.052733750371174892e+00	9.734376233481832230e+00	6.468496409741776532e+00	7.024470307663729152e+00	4.470091225905582064e+02	3.012251282503131566e+00	-4.855269725000087577e-01
1.000000000000000000e+00	1.000000000000000000e+00	4.226640718271829300e+00	9.013366050951125530e+00	6.045894905542615660e+00	6.791089460713131132e+00	3.077519981234168700e+00	1.211587424329289746e+02	2.711158103477963710e+00	-4.592880401558704584e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.319030771951585024e+00	6.202894692230202622e+00	5.046043619498965960e+00	6.728649676658300827e+00	1.413621781157083035e+00	7.427173883761786044e+01	5.220342845343307836e+00	-8.573672953375799821e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.468777379762632229e+00	6.502180524734020750e+00	1.962326153849950794e+00	4.653401741991177509e+00	2.951308379927833236e+00	-5.013793453393940780e+00	8.313614739243677221e+00	-3.143851877418003227e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.230745108550611810e+00	3.218966812301455871e+00	6.284192497768023244e+00	1.127000289522584797e+00	5.685619699117045123e+00	4.220190358950299014e+01	4.644564679221865333e-01	2.395389553917691705e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.175993685056017313e+00	8.985963528122148603e+00	8.500312692374649259e+00	5.660646608377938982e+00	1.060723435622555044e+01	4.588232218977699404e+02	6.814817764036131820e+00	-3.750056397348207948e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.429852854860332201e+00	2.620783468149179285e+00	3.961203738937935981e+00	3.863402547914308816e+00	1.309930771951397954e+00	3.433957321692014375e+01	2.066377440007535427e+00	-9.351828841551096394e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.126612667591039285e+00	9.866393585156924217e+00	8.493078596944977576e+00	5.444650037942126986e+00	8.009588564949234879e+00	3.419656739742155196e+02	2.042256560205415461e+00	-7.575646502511474978e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.908364062911329206e+00	6.720778604781749266e+00	9.398552798758718296e+00	9.152832221878878016e+00	4.827630923007128594e+00	3.584292478144600409e+02	-3.248554395425506947e-02	-1.186255264623286232e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.573964330909803699e+00	5.872604742414292645e+00	2.378525369422323621e+00	4.478521514525267477e+00	5.199995508870844496e+00	5.858148719760330891e+01	7.170917614495075476e+00	-1.815472497293054133e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.329446945440615480e+00	4.591338151372662324e+00	5.647664787854507651e+00	9.646053717101484182e+00	9.297127703727728232e+00	4.210034711010135311e+02	1.901567644841389182e+00	-4.849886955349425932e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.559415904747559978e+00	3.483920932255688996e+00	3.785998249896671553e+00	2.783791829121661898e+00	3.713854171729569664e+00	2.073102130055445258e+01	1.683916588703762818e+00	-5.568894110617448323e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.512111038580527200e+00	2.951248772903153128e+00	7.469043112641882587e+00	7.266344142783259130e+00	4.705723896446912136e+00	2.692640788034995580e+02	4.636652880868513904e+00	-4.053527528820525916e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.332646357848680019e+00	3.119738970270393263e+00	5.910515039275441751e+00	9.463422914912021255e+00	1.271221991501083171e+00	5.980777626497354760e+01	8.916249605115593724e+00	-1.837043100274431850e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.560682977938499860e+00	2.402064022501928076e+00	6.769308720665401680e+00	1.747538570489162391e+00	1.660709424006038049e+00	1.864845572541651464e+01	3.900039626019318195e+00	2.148155857642771505e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.905668790943126023e+00	7.397030941645279079e+00	8.920227915591732781e+00	1.893016975799415746e+00	3.049870847853260347e+00	3.679551283973646036e+01	5.160792926302908867e+00	4.484503277584438230e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.348483810194251120e+00	4.121652874186683135e+00	3.167465521855915789e+00	4.963575656904887445e+00	1.005032456887962278e+00	2.318761901026104866e+01	1.415957754493891274e+00	-8.703252516200914446e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.693740257033630181e+00	7.888518651691195371e-01	9.575482304788076604e+00	1.795233242266768281e+00	6.996249290338508509e+00	1.207097542910955497e+02	5.094156078020766643e+00	3.466336322671498049e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.727117892309014913e+00	9.303805740325174156e+00	5.585468271253154704e+00	7.739595556686613698e+00	4.403156510620704900e+00	2.187700205946872813e+02	5.861230054542282630e+00	-1.180649566612155965e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.517696390109720017e+00	9.655726301965152913e+00	2.148486811884654291e+00	1.060884923464716501e+01	5.798786397266390225e+00	1.160439617757120914e+02	6.107784126774435940e+00	-4.177235198056205689e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.918175244088908826e+00	8.320121788856326361e+00	6.886997487505013282e+00	4.927738045946602696e+00	3.061324116529900774e+00	6.457696217689216667e+01	3.429928687868450510e+00	-2.250270284653725916e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.547719764197724501e+00	1.033108968236141223e+01	7.938421689205346965e+00	2.879053099155290063e+00	3.798050685578935326e+00	1.086142020751169355e+02	3.409281887479748807e+00	1.068893788708612513e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.843852549952933462e+00	3.396301719365661942e+00	4.193648715035769747e+00	4.554863823123980637e+00	6.402730805491831489e+00	1.582896010058961167e+02	2.241802049136787378e+00	-4.367333403768077993e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.612232228432043613e+00	5.020276164849559741e+00	8.418218525758899062e+00	7.933682896006690299e+00	9.674722063214369783e+00	6.748144789969874182e+02	4.047239950744550896e+00	-2.765348026036429818e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.126598312323753959e+00	8.045678306293664761e+00	1.007110600500228692e+01	3.081969866948752745e-01	1.691794360289842869e+00	2.940978318290838800e+01	1.490812259048154509e+00	1.720131582730644038e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.896684725739766542e+00	7.006292765691565450e+00	3.836617888711119306e+00	6.549003394098503961e+00	9.552310298765929630e+00	2.218562625834605058e+02	8.145819738078913019e+00	-2.261973666294969476e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.566544148124508151e+00	2.025745575839909662e+00	9.961006558873361172e+00	6.127795558009878185e+00	5.780479985511983720e+00	4.051109242986247523e+02	9.904888485281752253e+00	-4.257912316582467938e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.562304976008720203e+00	7.091827905364326057e+00	2.174713348216501974e+00	5.732972475327516193e+00	5.771047869810844944e+00	9.763994634117641169e+01	9.612552873361746464e+00	-4.706246564511778985e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.709038408079936122e+00	3.040552542598688568e+00	3.475137049096984843e+00	2.647648834144212593e+00	5.123856795711455803e+00	5.106558367015617961e+01	8.703931225871770039e+00	-1.031206699134399685e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.716266078861499622e+00	2.790585903619007269e+00	3.395727065415254486e+00	7.441379594880572768e+00	1.272935280350774967e+00	3.036970442313733187e+01	6.635325856197444416e+00	-3.027187853939996032e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.522414850172348011e+00	5.444442396810746487e+00	8.404632638391523969e+00	2.577779868851768796e+00	2.029495628691606157e+00	3.956673136671120972e+01	7.839378634289417391e+00	3.296880255811760030e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.547966261544794442e+00	6.325288020879668238e+00	6.501069294892356076e+00	3.287852529802781198e+00	6.732023181944143175e+00	1.149562194473978423e+02	3.677171440249930257e+00	-1.850601471507261175e+00
