G	c	dx1dt	d2x1dt2	d1	d2	Fc	W	m2	m1
1.000000000000000000e+00	1.000000000000000000e+00	9.852917472835150292e+00	9.802431226718326229e+00	1.396953859606349102e+00	4.006593773438889450e+00	4.652058879971565197e+00	2.886151953398493930e+01	7.168421950088525563e+00	-2.650085508709406668e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.442470062165625677e+00	9.221809204407273697e+00	9.009466342758278401e+00	3.470591550430851324e+00	7.340927645699089510e+00	2.430461248938700010e+02	5.916853879321501530e+00	2.339328307891141989e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.568355784028768518e+00	1.165071210787762546e+00	2.259677542041565790e+00	4.179984171548696281e+00	2.601531778830914465e+00	2.949128982931807741e+01	6.188628207727589370e+00	-1.874757541708216024e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.322146295140752770e+00	7.209712921503842686e+00	6.032923514887588823e+00	6.748613587580607032e+00	6.614142646814764603e+00	2.608694144058278539e+02	2.439567316780939077e+00	-3.568050114918802418e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.388338453080151691e+00	9.016018988161976111e+00	4.321971140875767503e+00	4.408138536763694049e+00	3.069508989441187108e+00	6.142772178657684634e+01	3.034282211678912322e+00	-1.474231835310528815e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.674944587241486538e+00	2.984046167503982439e+00	4.265609548696240871e+00	7.804816209923303383e+00	8.867265949163055438e+00	2.881470263965110234e+02	1.181210493014119844e+00	-3.986651981361945651e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.014038471194441016e+00	6.480816569787211989e+00	8.970380530909420003e+00	4.936832920727652230e+00	8.828167562377347011e+00	3.780101528605399039e+02	3.668198428081359985e+00	-2.844428367489295617e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.174466931698298744e+00	9.184933693634578233e+00	1.106840386849547331e+00	1.849119729813371249e+00	3.939785231412245903e+00	9.272331374339794152e+00	6.420599404467177251e+00	-9.346793656398801886e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.174934398830503213e+00	1.196264579123710536e+00	7.526707369273720971e+00	7.726566750746428625e+00	2.824521368957020329e+00	1.713768266133184284e+02	9.327900284794976571e+00	-1.157482430389023165e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.319076399325348703e+00	6.771791978065266449e+00	9.616308180233936298e+00	3.669182339991766462e+00	4.735039604792336654e+00	1.574715684819173305e+02	7.259378404858511935e+00	1.763355486750919576e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.060558052339149793e+00	3.869728112838136003e+00	6.249871445241558909e+00	5.124607937339807684e+00	3.179573796617702897e+00	9.762704971990994807e+01	4.619054220266733068e+00	-3.110958404889007323e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.944216335009937069e+00	9.779483002142923098e+00	9.629881744635611085e+00	6.910100191659799940e+00	7.309004656114804988e+00	4.751074905962838670e+02	1.006183029016817976e+01	-5.676046229112820640e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.450457664244890310e+00	9.562283537352859852e+00	1.144536867170243610e+00	3.835182516405306163e+00	8.731268775862815801e+00	3.768607635484798379e+01	7.044891856854138545e+00	-3.281361041363523157e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.038015208617267149e+00	9.465913874716411769e+00	4.259658649574478595e+00	1.291871838204111667e+00	7.247374781159190427e+00	3.634655869131002248e+01	9.287962077594182020e+00	3.103636178591602679e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.035965531649061688e+00	5.388729501933072541e+00	3.568078971539246247e+00	4.574414334440379371e+00	8.515273144971612140e+00	1.291369079986873487e+02	5.763317795587298065e+00	-9.286536307239142474e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.161277540753045123e+00	9.238044255607269051e+00	7.278240455162245048e+00	9.481285004272750783e+00	4.287333413671429838e+00	3.193880949450601179e+02	3.857919405639331334e+00	-4.791160550768213788e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.652007733280339785e+00	8.656513901825498181e+00	9.372221891720267095e+00	6.688766615941265314e+00	2.115748755844855111e+00	1.625762084086652521e+02	1.725790813735873730e+00	4.425353440236535763e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.215168801826965073e+00	3.926264613018753735e+00	3.592076068436647063e+00	6.696404318198077910e+00	7.411236838130096594e+00	1.785253018922844888e+02	7.407550741161101016e+00	-2.522229383573203876e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.572866752268816226e+00	8.510118107508777285e+00	6.606125450532417176e+00	6.672297860282246695e+00	4.449054275611382891e+00	1.926248452367646280e+02	1.832516951295290131e+00	-1.526447180326484743e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.754450750190269304e+00	9.366848210156141219e-01	2.569600074729419426e+00	2.637300807241693690e+00	7.061408644946000734e+00	7.039356698325245532e+01	3.999886634847757971e+00	-3.298996610362916471e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.614945813499162330e+00	5.963992823010364930e+00	6.633062318121105250e+00	4.830869201186056117e+00	3.672372016797294414e+00	1.011117808346660780e+02	5.645932997066525516e+00	-3.603616843398163017e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.771969692695072318e+00	2.845329391590929902e+00	4.717168364708342665e+00	7.449092662484125604e+00	2.004177422546887577e+00	7.557226664493708768e+01	6.139203051125456057e+00	-1.183977923422203027e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.500576985105535499e+00	2.366845370875065413e+00	9.401209282554574997e+00	1.960509748701724897e+00	9.735525050945314618e+00	1.874586978152884740e+02	6.029506723432166204e+00	4.738738817409481108e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.668536329215079661e+00	1.599296629293635696e+00	6.349830802299071486e+00	3.381864714202519995e+00	2.414548929561564083e+00	5.268865479619334025e+01	2.652450534468709709e+00	-5.962780834558119025e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.306161280263363977e+00	7.119285489627587893e+00	4.079226622576940464e+00	3.148726315879412319e+00	9.892250155457036342e+00	1.428906997769140048e+02	4.551690126573010531e+00	-2.889409264043453884e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.537717755850370960e+00	3.906673792831757197e+00	1.780114559555696419e+00	4.528916010043262830e+00	9.706247266566807141e+00	1.087566535255516271e+02	6.214160457510933711e+00	-2.485280285405562850e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.725322781169977837e+00	7.484610607274180261e+00	2.041336975167725498e+00	9.504736007549919208e+00	7.998699881752663110e+00	1.976417631537880482e+02	1.001135330523682754e+01	-7.094173155368018513e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.530972757933153794e+00	2.061661646735486020e+00	3.444735493965533024e+00	1.551657140684945757e+00	7.257471735250144107e+00	4.942050605809750152e+01	7.700852019081135147e+00	-7.038012849526853465e-02
1.000000000000000000e+00	1.000000000000000000e+00	5.504756380446036879e+00	3.795556309745390600e+00	3.331305836792062269e+00	5.701058635575612321e+00	6.214417814392700024e+00	1.163059142137962283e+02	9.506429137653654493e+00	-2.297639901482629909e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.529217463397936960e+00	5.636706883542720981e+00	8.817099414734247631e+00	2.687314971095715155e+00	8.798493858924121724e+00	1.919734229556473792e+02	7.756033538847034947e+00	3.376466714426793914e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.098498306260819568e+00	8.123530748324936823e+00	6.013119609660883214e+00	9.819333880411107884e+00	3.386321281360549218e+00	2.088436591509303639e+02	6.374542077826234276e+00	-1.449945420997541490e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.252613057679340836e-01	4.356962702346379501e+00	5.790431668133780185e+00	1.814422980800757923e+00	5.393023256599732029e+00	5.054764685101123689e+01	2.745595715415490190e+00	8.828376117751052243e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.861659252450387214e+00	6.493157778769307775e+00	2.290477744452557918e+00	4.918885634880327373e+00	6.300771310295512073e+00	6.807044954415560767e+01	6.959526391459379013e+00	-2.514776233735943123e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.365387147923639688e+00	8.645293990036876153e+00	8.466196440851833316e+00	7.521268220151864803e+00	4.824606615822683686e+00	3.092659126849712834e+02	6.657186677162881594e+00	-5.579822663729350651e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.202616293333023556e+00	6.403414066943396321e+00	7.578445334334572792e+00	7.462831332543911067e+00	4.978712000078527211e+00	2.425521230942499642e+02	6.766876170993193718e+00	-6.403267675017565885e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.646060879679715594e+00	3.132451905990186969e+00	1.801180415411985702e+00	4.760125980482081687e+00	3.860214610854283190e+00	5.048430887607998585e+01	5.702941466392604575e+00	-2.675038146143872098e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.061394995918286455e+00	1.411046610026998271e+00	7.797007511944784142e+00	4.220386447332312940e+00	6.164598066875963234e+00	1.799333276264255232e+02	5.433714395631566774e+00	-4.527392836994902359e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.186255635288808286e+00	9.110962378338621548e+00	6.429622720929804913e+00	4.520499495639763943e+00	8.705737370765437078e+00	2.288531462506382752e+02	4.280287346831542550e+00	-2.875736593327351986e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.525921222553588752e+00	9.005502969086764953e-01	1.754815182761886749e+00	3.485031038459827091e+00	2.803035636361262739e+00	2.991450954625394942e+01	6.000555601414642837e+00	-1.689923468016662866e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.608988972712747767e+00	8.607830015679990510e+00	5.439064145216399027e+00	2.845996513666760208e+00	9.413422609275498232e+00	1.276415109119136417e+02	2.736533750556952249e+00	6.363026582489289540e-02
1.000000000000000000e+00	1.000000000000000000e+00	8.129699779176807084e+00	5.670516295203579915e+00	4.625079736602231151e+00	5.567638507450404894e+00	7.218614998614713230e+00	2.156260466198128540e+02	8.386041206831466255e+00	-7.938934329617550745e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.708588644132339240e+00	9.642006355188058819e+00	2.920529125464157438e+00	3.195211325113103129e+00	8.444840015652525622e+00	6.688822415368437646e+01	2.807501703301217955e+00	-4.198279896755294338e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.909170968914104094e+00	7.838568111178913611e+00	9.310879488252121305e+00	3.108100666435738013e+00	6.022122990315334157e+00	1.942810754460773524e+02	1.531543100235586374e+00	1.138246866392958356e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.317676743802988604e+00	9.812474280416195072e+00	8.583215535035812138e+00	6.647347113056715884e+00	7.715015773190287973e+00	4.928408533261551270e+02	4.821440185035038795e+00	-2.668358689447658527e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.143697143180448350e+00	3.991530055776893349e+00	7.142982302659586225e+00	1.000615882428032677e+01	1.104349323979481934e+00	8.557981670711147615e+01	7.130720980924082575e+00	-1.245568167189987285e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.436148793151672765e+00	8.166649377822592371e+00	5.118297285849066292e+00	6.390900564097345971e+00	8.437581881386060800e+00	2.850921193500789741e+02	4.803442908055356675e+00	-7.315381640183163725e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.704379706965013064e+00	4.764318064316248602e+00	4.760127225242220206e+00	1.717733588436551662e+00	1.387746061795666508e+00	1.379475343556132749e+01	3.758375518239953639e+00	1.834469201219177004e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.326963035836123739e+00	5.570256879673265438e+00	7.297095565754141866e+00	1.395065992074439709e+00	9.268971788775147047e+00	1.086346412281831135e+02	6.381506371548109513e+00	4.496391986999697998e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.586823206527564256e+00	7.019912873251371366e+00	5.802810359842267118e+00	9.580552336253314039e+00	1.009654369742103341e+01	5.510790493622590702e+02	4.436740522325650637e+00	-8.983618484484441780e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.672935093026590714e+00	8.778075075854802733e+00	1.260377222010669929e+00	3.398773668159801975e+00	3.409553390409768348e+00	2.181142414172109767e+01	9.938887470747246766e+00	-3.459145106253195223e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.572935332455396296e+00	9.526464951311593765e+00	6.113189614564164209e+00	1.591556228183583999e+00	2.847486551159091217e+00	2.223556716766600161e+01	9.278917576550430368e+00	3.615160718056319222e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.646910079219551903e+00	7.585966493150117174e+00	8.403062982369819522e+00	6.282461516023478687e+00	7.803478543417227797e+00	4.051784081984519048e+02	5.569954232966702889e+00	-3.013432248999646124e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.002928235895493181e+00	4.248617106840646862e+00	5.663855589431897819e+00	6.733312927975704021e+00	3.276052770994217767e+00	1.145432705170598098e+02	4.038916716424150621e+00	-5.629183574692904202e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.991624367249459571e+00	4.664603453762635077e+00	1.706042371070132457e+00	6.985911286704720169e+00	8.789249473520012401e+00	9.748915525360277456e+01	7.617624034377815434e+00	-6.297100064851131407e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.010731773478864781e+00	7.531366197618754477e+00	7.711082439682404477e+00	3.563347621164992596e+00	2.092129663698615971e+00	4.990278621709583717e+01	1.479141073121724048e+00	3.906545068874998083e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.088598859546527908e+00	3.368058423035976467e+00	2.990453503172947780e+00	7.061513835510089265e-01	2.181891687788679146e+00	5.114678638102246211e+00	4.803522349556645921e+00	8.491792946291877309e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.978744273215285787e+00	1.998971841224153279e+00	3.055936592583949452e+00	9.683334457866742184e+00	1.014749972679016032e+01	3.070996203169004275e+02	4.083117946391909392e+00	-2.019760925812130026e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.330777807793562584e+00	4.055210744859887306e+00	2.484408971167432867e+00	3.204774712905859246e+00	7.130186656766646536e+00	5.719326802570245860e+01	8.906979672277406834e+00	-1.471010538150629365e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.807475900442982564e+00	3.552884970998826830e+00	3.951032152354956306e+00	6.669522657733756965e+00	8.395775855345291916e+00	2.487068348054023943e+02	8.439710019636923466e-01	-2.734811373317715510e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.377052054704961392e+00	3.377774514682112983e+00	7.364154758503314468e+00	7.363995136502552441e+00	3.791701740290538858e+00	2.316329451048403030e+02	6.176372165927975999e+00	-5.665215809101779243e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.651658680833564041e+00	3.387694582827155632e+00	5.450069925633165724e+00	6.422283922707606507e+00	7.252794130637154169e+00	2.654233384005060543e+02	7.611352849738779902e+00	-1.045172780476168839e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.547815098855576998e-01	1.160230176025803805e+00	3.452745262042094421e+00	3.954620575260046955e+00	5.908561927819203419e+00	6.393276554361919750e+01	5.556523832988844447e+00	-8.692719373675405592e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.515576110035230073e+00	8.437846496974483745e-01	8.966282548167287203e+00	3.461857326313347194e+00	6.061804054849297074e+00	1.915952903534001166e+02	1.708066256198213617e+00	-4.233485847293736448e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.408481762682328053e+00	1.011700174815114295e+01	8.867757656675086864e+00	6.230330626911524838e+00	7.145705496495995845e+00	4.126430143683865026e+02	1.005564974251656096e+01	-4.047605324161935414e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.987548818825218611e+00	5.009666445758838016e+00	9.335713233284351986e+00	9.045435685160926553e+00	6.437213721974988978e+00	4.865928966824324675e+02	5.596511885908672213e+00	-5.175819682689887458e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.120674266710883771e+00	3.979483309058156060e+00	3.039772234597164946e+00	8.919385017142769101e+00	5.217529015268854486e+00	1.443787250451400723e+02	5.991424424690987571e+00	-3.265816981419060738e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.242398130846574578e+00	7.354650902868971052e+00	5.035914530900239328e+00	1.935757676638021341e+00	3.424176065325331919e+00	3.101276554839717647e+01	3.191315258316420600e+00	5.127903066862482540e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.522446362368565786e+00	2.758005222414202429e+00	1.013845031556866516e+01	1.916200546401210625e+00	8.206145909606835431e+00	1.963038265975577872e+02	4.756544950922776849e+00	2.111064916820493575e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.708420399482190710e+00	9.445590572385116346e+00	7.837476118122429725e+00	9.255724097917090276e+00	3.056133846978891899e+00	2.264480493568495092e+02	4.463850982701787373e+00	-6.461918884249730155e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.997075392927276205e+00	8.129126229341148147e+00	1.038405420682992908e+00	7.770867740257020095e+00	6.814111878683950074e+00	7.464050550725909261e+01	1.431862382801893263e+00	-1.823145749721072661e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.589304600369835008e+00	1.967873299337603132e+00	9.646184414826236564e-01	8.602058953327700763e+00	3.097795776328237771e+00	4.291352783488319744e+01	1.679019380575634379e+00	-2.039000428007859256e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.246096036100039939e+00	4.882140481529781084e+00	4.916831522520195286e+00	2.438337757056576738e+00	6.459413514418744562e+00	8.845176878964161915e+01	8.387740327918683292e+00	-5.174753884710058260e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.600575282775534847e+00	8.898207413307037683e+00	8.921800072211137689e+00	6.932990962428594806e+00	7.973782188449454189e+00	4.589462880179451645e+02	2.872530966416617648e+00	-3.524434879454645397e-01
1.000000000000000000e+00	1.000000000000000000e+00	4.175536440845260877e+00	9.384470351227065521e+00	5.892093681871547695e+00	6.942339252346179990e+00	2.961432409722516201e+00	1.278717747047402327e+02	2.368958942500541731e+00	-3.957245390475152114e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.151409639731447498e+00	5.321275996011123333e+00	5.311775679000149353e+00	7.567751435164813856e+00	1.191453404194272370e+00	5.437476199828280699e+01	5.967142512370994467e+00	-9.068303641215784694e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.027082972206882161e+00	6.487772001118314869e+00	2.545054749190782672e+00	4.626755471664638186e+00	1.770320267772930611e+00	8.685253418739861786e+00	7.732703013971718775e+00	-2.951540465381874512e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.051988197941295056e+00	3.005478911685081300e+00	6.619028019696486353e+00	9.964991764555748421e-01	6.448258873247701750e+00	4.043013518417224361e+01	9.455989809240915589e-01	6.643709335622323131e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.875872060568411825e+00	1.008363187267979200e+01	8.785622596422541619e+00	6.399745886040310694e+00	7.985877735938119670e+00	4.505464358281417958e+02	6.092268114752375396e+00	-3.686477959253053882e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.267991539913903232e+00	2.828190062972736118e+00	4.484450032099821293e+00	3.639688126414456715e+00	1.263850423055376648e+00	3.582404091200496055e+01	1.764370115560996322e+00	-5.805591237408209704e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.841270816484656070e+00	9.351737824300093038e+00	8.203242914633666061e+00	4.742083418060309086e+00	7.670281837417989301e+00	3.020350056624639024e+02	1.085394857309209815e+00	-5.627351448702987424e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.356783967298075488e+00	6.860224869392895997e+00	9.886252902019922573e+00	9.480120456258852357e+00	3.783992118484150069e+00	3.907375132846285055e+02	1.669548920017578375e+00	-1.618845846258566867e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.863798045685356897e+00	6.831078061563084169e+00	2.221481948955163599e+00	4.820539050702859818e+00	5.577465143001187009e+00	6.799843458762543946e+01	8.384543292726561958e+00	-1.938214209955168243e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.028517546518431303e+00	6.006706447015738526e+00	5.706777186619798492e+00	8.636165526742018983e+00	9.684103481437739802e+00	4.479035500550181723e+02	1.745584705713024487e+00	-4.362217140640145097e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.301939160687116015e+00	2.965840352701101246e+00	3.511845000176392784e+00	2.995120195507587901e+00	3.710847683865890811e+00	3.474845472118139611e+01	1.528773643046614339e+00	1.279054390517242457e-02
1.000000000000000000e+00	1.000000000000000000e+00	5.354811791520574182e+00	2.329054662143970944e+00	7.822894258217463204e+00	7.191569199888180108e+00	5.106860855516314857e+00	2.873774119298409460e+02	5.256538122453581430e+00	-2.768493647272225022e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.452358476692104716e+00	2.689112044872972618e+00	6.325235030695488980e+00	1.028249236114325882e+01	1.394043818741418139e+00	6.130561885773203556e+01	8.743210126869614740e+00	-1.764165811534161676e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.612538989337798156e+00	2.748159384563962693e+00	7.185148633500994642e+00	1.965376266649228043e+00	1.734032376451549951e+00	1.520521316334452600e+01	2.688642965302389332e+00	2.002765062681621799e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.406052394142532691e+00	8.657075805922534784e+00	7.443257706337021773e+00	1.134916831022525940e+00	2.947541711654586116e+00	1.398021423611034386e+01	4.489561882140566063e+00	3.775540003730759153e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.591311909691462745e+00	4.301080553198742606e+00	4.416176484699414928e+00	4.989325058527041001e+00	1.211637050305595542e+00	4.012220930704508248e+01	1.372318349945496951e+00	-2.298809068135593048e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.228418584232823907e+00	1.077224908390367553e+00	8.891876287384793187e+00	1.795062067551510543e+00	6.450085123168378232e+00	1.148600266214276360e+02	4.974693099523319617e+00	2.943193485497477724e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.086935774966218737e+00	9.519979975053310284e+00	5.817076417221143991e+00	7.965009859392906399e+00	5.139400020408395164e+00	2.114309315234052633e+02	6.108743203209552775e+00	-9.232148189255722670e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.908385489769686583e+00	8.780526366135111616e+00	2.331695047103633289e+00	9.295097626856557937e+00	6.098330847530418986e+00	1.344104434358298761e+02	5.868584454559157670e+00	-4.088271698592658510e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.556946849126107146e+00	9.121124147830496298e+00	7.095875134423845765e+00	5.119524464791839868e+00	2.486373783244959057e+00	8.493918477457748395e+01	3.606275837458595035e+00	-6.210764447763909013e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.158380359995758724e+00	9.846274711939848601e+00	8.329712971851117587e+00	3.584051395057186618e+00	3.702101900939088086e+00	7.780741480004047617e+01	4.390551265651229329e+00	7.277525101732360557e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.965013975604060104e+00	2.667807297189978666e+00	4.302576239624374743e+00	5.025599172299000550e+00	6.618156765964839039e+00	1.555903788962429246e+02	1.967049348990365987e+00	-4.416857048063512536e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.461492415485699858e+00	4.755876543055080674e+00	9.449357020927479311e+00	7.646829301119206335e+00	9.482435182634901594e+00	6.356387408878645147e+02	4.477324688709307665e+00	-2.783151486105678529e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.747141073948431433e+00	8.127828796913954434e+00	8.951090596460382187e+00	8.080227275869470427e-01	1.876782500717301350e+00	9.666714522723761860e+00	1.897166773300446474e+00	2.099967342010519822e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.132594162843532093e+00	7.409996587828088010e+00	2.989428375714810127e+00	6.156122380497218494e+00	9.028033466232724180e+00	1.829391580889718512e+02	7.912077366107756582e+00	-2.065059846021490131e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.949403231159390959e+00	1.841501053052443826e+00	1.000607764242920084e+01	6.747902723119791446e+00	6.445237256206034715e+00	3.857117910475005829e+02	9.679433157251480679e+00	-2.502115029775750621e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.632811412975194276e+00	8.048400615405304492e+00	2.711030525542961200e+00	7.124526723044080079e+00	6.138464260269909545e+00	1.060709290986764728e+02	9.423321704286895084e+00	-4.899718932054857845e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.817073180961929602e+00	2.975990062518207413e+00	3.042786642775413330e+00	2.652984854690856764e+00	5.860448056449260257e+00	6.133821413806877842e+01	8.370201770767138783e+00	-1.174440870163688011e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.801670251613414209e+00	3.055325568797606195e+00	3.101507979826656047e+00	7.272771689556459584e+00	1.080168574657555780e+00	3.811335925618286069e+01	6.513074443821909476e+00	-2.929016281554834222e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.488295013777669595e+00	6.072380034943018146e+00	8.983654448957613781e+00	1.828916739437533412e+00	1.757631101269962137e+00	2.087258476222664427e+01	7.359318146677695793e+00	4.608908494066739969e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.032132703752795422e+00	6.348471424903845417e+00	6.720340087947106689e+00	2.555440891542135606e+00	6.856160046946608411e+00	1.354316161946813111e+02	3.824231133864585797e+00	1.372894513159301777e+00
