G c dx1dt d2x1dt2 m1 m2 W p Fc Fg d1 d2
1.00000000e+00 1.00000000e+00 5.44416037e+00 2.58875229e+00 8.13568977e+00 1.15108494e+00 7.05214448e+00 1.29535943e+00 5.18803241e+00 2.44677715e-01 4.20601105e+00 4.29169312e-01
1.00000000e+00 1.00000000e+00 5.70459546e+00 2.98437588e+00 6.19834029e+00 1.01625961e+00 9.79306259e+00 1.71669712e+00 1.12314173e+00 6.13822157e-02 3.82297384e+00 1.46704755e+00
1.00000000e+00 1.00000000e+00 4.84786917e+00 2.67794436e+00 6.71124176e+00 1.05595376e+00 1.91703791e+00 3.95439283e-01 1.73438848e+00 9.09634958e-02 3.62058991e+00 1.12855328e+00
1.00000000e+00 1.00000000e+00 1.22877214e+00 8.01626026e+00 8.18122744e+00 1.15381091e+00 1.07487948e+00 8.74758993e-01 3.32732432e+00 1.56419197e-01 3.06569922e-01 9.25397727e+00
1.00000000e+00 1.00000000e+00 1.97102284e+00 4.15112733e+00 4.56373425e+00 8.64038065e-01 4.90224513e+00 2.48715795e+00 1.25067017e+00 7.89285391e-02 9.49632562e-01 3.32012806e+00
1.00000000e+00 1.00000000e+00 1.28286267e+00 1.52058409e+00 9.23581062e+00 1.21238191e+00 1.83362935e+00 1.42932629e+00 6.68237793e+00 2.92397873e-01 1.68732881e+00 9.93078802e-01
1.00000000e+00 1.00000000e+00 6.72769370e+00 9.72192367e+00 5.79725981e+00 9.82814637e-01 7.73545915e+00 1.14979360e+00 4.83758521e+00 2.73373382e-01 1.38402521e+00 8.50984701e-01
1.00000000e+00 1.00000000e+00 3.82920383e+00 8.95407296e+00 2.42159341e+00 5.75091503e-01 9.23093797e+00 2.41066770e+00 5.93330682e+00 4.69689962e-01 8.55298777e-01 2.74424902e-01
1.00000000e+00 1.00000000e+00 5.57713622e+00 9.34977055e+00 7.26309206e+00 1.09523360e+00 4.90618875e+00 8.79696776e-01 2.57182467e+00 1.29272252e-01 1.19299959e+00 2.59266650e+00
1.00000000e+00 1.00000000e+00 9.16809827e+00 9.95417040e+00 8.13935215e+00 1.15130482e+00 3.32840478e+00 3.63042005e-01 3.66338826e+00 1.72727775e-01 1.84206175e+00 1.38865074e+00
1.00000000e+00 1.00000000e+00 3.24363006e+00 2.56505724e+00 3.85085509e+00 7.81831639e-01 4.90962987e+00 1.51362202e+00 6.97442027e+00 4.72001006e-01 2.52908981e+00 1.70686060e-01
1.00000000e+00 1.00000000e+00 4.69344631e+00 4.56617817e+00 8.71461331e+00 1.18448418e+00 7.51103036e+00 1.60032306e+00 9.68772451e+00 4.38916258e-01 2.05574383e+00 5.18306443e-01
1.00000000e+00 1.00000000e+00 7.79996025e+00 7.82414628e+00 9.15528929e+00 1.20819723e+00 1.08148745e+00 1.38652944e-01 1.45375096e+00 6.39491130e-02 1.99381759e+00 3.81622937e+00
1.00000000e+00 1.00000000e+00 3.05918349e+00 7.26418556e+00 3.49214039e+00 7.35796194e-01 6.30508591e+00 2.06103554e+00 9.01345889e+00 6.33047168e-01 8.42264687e-01 3.38461408e-01
1.00000000e+00 1.00000000e+00 1.69281919e+00 2.38506316e+00 9.85169325e+00 1.24298308e+00 6.51962516e+00 3.85134172e+00 6.19193081e+00 2.60410911e-01 1.41951728e+00 1.39318669e+00
1.00000000e+00 1.00000000e+00 3.60776308e+00 8.34249812e+00 2.26640375e+00 5.48340928e-01 6.73919422e+00 1.86797029e+00 6.07527610e+00 4.89957204e-01 8.64911930e-01 2.36510287e-01
1.00000000e+00 1.00000000e+00 2.45099159e+00 3.01996515e+00 2.81814102e+00 6.39168961e-01 3.17819872e+00 1.29669916e+00 5.50250682e+00 4.15999004e-01 1.62319197e+00 2.01673076e-01
1.00000000e+00 1.00000000e+00 9.36727887e+00 3.01435853e+00 2.65802355e+00 6.14002384e-01 7.42647451e+00 7.92810229e-01 1.62454677e+00 1.25089886e-01 6.21510598e+00 1.61639733e-01
1.00000000e+00 1.00000000e+00 8.27308342e+00 5.83276981e+00 9.04590739e+00 1.20244092e+00 1.82252338e+00 2.20295540e-01 1.80889167e+00 8.01498870e-02 2.83675979e+00 2.11973107e+00
1.00000000e+00 1.00000000e+00 6.70063381e+00 6.33645941e+00 6.88863297e+00 1.06894703e+00 2.79343303e+00 4.16890866e-01 6.40820805e+00 3.31465619e-01 2.11494570e+00 5.43317139e-01
1.00000000e+00 1.00000000e+00 8.84314531e+00 6.22077587e+00 2.36893855e+00 5.66126405e-01 8.89723042e+00 1.00611605e+00 4.06862714e+00 3.24105390e-01 2.84310044e+00 1.15938349e-01
1.00000000e+00 1.00000000e+00 8.23304869e+00 1.82338154e+00 4.96291077e+00 9.05400194e-01 7.64850836e+00 9.29000744e-01 9.25541260e+00 5.62831824e-01 9.03052765e+00 5.37610991e-02
1.00000000e+00 1.00000000e+00 2.67913053e+00 8.89714776e+00 6.53768223e+00 1.04288530e+00 1.12370999e+00 4.19430847e-01 4.65931484e+00 2.47749930e-01 6.02244809e-01 2.42977035e+00
1.00000000e+00 1.00000000e+00 9.03303099e+00 3.39040038e+00 1.75117676e+00 4.51847976e-01 3.23538634e+00 3.58172838e-01 2.28953313e+00 1.96919186e-01 5.32859248e+00 6.48579008e-02
1.00000000e+00 1.00000000e+00 5.85408018e+00 2.16563429e+00 8.94174732e+00 1.19688108e+00 2.92965835e+00 5.00447254e-01 7.43246950e+00 3.31619828e-01 5.40634234e+00 2.66340197e-01
1.00000000e+00 1.00000000e+00 8.26696140e+00 8.99873272e+00 8.23243182e+00 1.15685526e+00 3.43725695e+00 4.15782388e-01 3.64018079e+00 1.70511071e-01 1.83736125e+00 1.42393335e+00
1.00000000e+00 1.00000000e+00 9.06482170e+00 9.60086348e+00 5.54686096e+00 9.60756517e-01 3.22803793e+00 3.56106059e-01 5.72923277e+00 3.30781545e-01 1.88833467e+00 4.92589539e-01
1.00000000e+00 1.00000000e+00 3.86203127e+00 8.75914856e+00 9.70413954e+00 1.23587026e+00 1.56273666e+00 4.04641120e-01 7.28049507e+00 3.09069043e-01 8.81828011e-01 1.86803545e+00
1.00000000e+00 1.00000000e+00 1.99046732e+00 8.28564467e+00 4.75984881e+00 8.84742694e-01 5.13046465e+00 2.57751765e+00 9.10237700e+00 5.63971803e-01 4.80461666e-01 9.62934134e-01
1.00000000e+00 1.00000000e+00 3.05141646e+00 6.89717783e+00 9.85699287e+00 1.24323609e+00 7.59460127e+00 2.48887733e+00 8.12972075e+00 3.41793295e-01 8.84830445e-01 1.70357934e+00
1.00000000e+00 1.00000000e+00 4.84397010e+00 5.95771634e+00 7.01127999e+00 1.07772333e+00 6.46058552e+00 1.33373770e+00 7.08724961e+00 3.63133610e-01 1.62611639e+00 6.55654789e-01
1.00000000e+00 1.00000000e+00 8.36213289e+00 1.78288084e+00 6.71204146e+00 1.05601315e+00 7.05584502e+00 8.43785325e-01 7.11669864e+00 3.73226108e-01 9.38047312e+00 1.06174601e-01
1.00000000e+00 1.00000000e+00 8.74657525e+00 4.67607892e+00 2.49359406e+00 5.87170529e-01 1.73034261e+00 1.97830872e-01 9.51332180e+00 7.46705633e-01 3.74098701e+00 4.11406942e-02
