G	c	dx1dt	d2x1dt2	m1	m2	W	p	Fc	Fg	d1	d2
1.000000000000000000e+00	1.000000000000000000e+00	9.488378644421809227e+00	1.002116795968727914e+01	5.164802872251583743e-01	3.449564249877705158e-01	4.233357757375029173e+00	3.612403183643383975e-01	5.062804892606465046e+00	4.608104712500362687e-01	1.802179611248017732e+00	1.037491835029394072e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.035807619828386095e+00	9.358141489846916627e+00	9.199918023598925743e+00	1.272247414397403853e+00	2.835542747357351345e+00	6.415979444489916528e-01	5.927721183892411538e+00	2.540589416372921461e-01	1.680267532409910558e+00	7.214904819521041901e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.458643795575384594e+00	9.984377301905111857e-01	2.548211281111366855e+00	6.281218349925932198e-01	3.518377944542935509e+00	1.298824416958356487e+00	3.225451610972920324e+00	2.424612367080154207e-01	3.958065979316609084e+00	1.217590795280618921e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.719465965872584601e+00	8.454612728478133832e+00	6.462827024719026703e+00	1.045466557109563599e+00	6.343282894448483589e+00	2.847860417878465888e+00	7.670370439026870102e+00	3.801232876195783095e-01	8.127696807028504944e-01	1.252223933158585156e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.455790787414014353e+00	9.380757448223317141e+00	5.035010705667738229e+00	8.361908914767455236e-01	3.478282230130358865e+00	1.475892785926173900e+00	3.477682330076897976e+00	2.063272432718698812e-01	8.220033160641381231e-01	2.163832118642555091e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.586332020431109324e+00	2.841552619601009244e+00	5.211313778247688155e+00	7.797677093164258055e-01	7.571732443801333368e+00	1.932472704102610184e+00	9.492331127296829152e+00	6.009483947139662163e-01	3.118236107347611696e+00	7.656419636498837389e-02
1.000000000000000000e+00	1.000000000000000000e+00	5.035735152287427852e+00	6.291931382090279357e+00	9.850038282899820530e+00	1.121466469349690298e+00	5.406482466544568766e+00	7.802160759472668294e-01	9.757741300383388605e+00	4.333831523949112086e-01	1.501425539108729890e+00	7.044258112270055383e-01
1.000000000000000000e+00	1.000000000000000000e+00	4.344891405100093529e+00	8.787433667055543296e+00	1.603951937218651924e+00	4.015578832888274108e-01	9.635066797999911614e-01	3.548689410127588428e-01	3.796285779062133603e+00	3.493458399134145576e-01	9.539176693260974504e-01	-1.634011854330097435e-03
1.000000000000000000e+00	1.000000000000000000e+00	3.472364759460242034e+00	1.333786336789246407e+00	7.232862165634744045e+00	8.987719695375687712e-01	7.974605073638005415e+00	2.214159342359259597e+00	3.513451070249824060e+00	1.911565742814846092e-01	5.885795983528709918e+00	5.315667043990336404e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.328684010070051436e+00	7.097513783917300145e+00	1.034976947073485576e+01	1.036100694543299561e+00	3.567358360497468794e+00	4.751869682207546242e-01	4.708646019021052176e+00	2.015724853216430690e-01	1.851431390511713904e+00	1.373698447034718217e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.154589694155054858e+00	3.486911667354088973e+00	4.819559956203812945e+00	8.232372215351089206e-01	4.713777822282312790e+00	1.912128196439920824e+00	3.136368549601472822e+00	1.407121353073357839e-01	1.236339981248300468e+00	1.337822354437560257e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.476897623500960322e+00	9.495895066675473117e+00	9.166331390123247047e+00	1.029765497113391159e+00	6.314534251655720354e+00	1.860183901899351344e+00	6.691116420850153013e+00	3.016623042000370902e-01	7.817188494132574217e-01	2.051302566501764790e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.532380885306380947e+00	9.230137763173095422e+00	4.441324374318156298e-01	5.156323090324637093e-01	3.646826508969086333e+00	1.082776410459162619e+00	8.528826585451925624e+00	7.911866699272664949e-01	1.029579527875672085e+00	7.175313525568796647e-02
1.000000000000000000e+00	1.000000000000000000e+00	5.690982797126163284e+00	8.828155837352511526e+00	5.135279275970630941e+00	9.564282679304016987e-01	1.165610159251932343e+00	1.697497896770572556e-01	8.085590268146846782e+00	4.232145475761148745e-01	1.152538572226914582e+00	6.149358462081125909e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.276131273463555260e+00	5.547601730868889192e+00	2.931291789616641719e+00	6.076607778071534405e-01	4.708228894818659249e+00	2.954052928878077577e-01	7.927569755298661036e+00	5.647198135584088341e-01	2.906163459908135849e+00	1.386843319644548989e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.002324779185666870e+00	8.462640607673350246e+00	9.244735920849803890e+00	1.106655653964686792e+00	9.727171266105157699e+00	3.245355048144444421e+00	4.908936928305196012e+00	2.452046154057657135e-01	8.781473148179450572e-01	2.759933419245307551e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.035500184564738468e+00	8.409006971311997702e+00	9.545693232152457242e+00	1.373780971360603509e+00	5.935510147973925399e+00	1.191199008738838661e+00	2.581675298610393909e+00	1.125828313130427111e-01	9.818316614587212499e-01	3.889542654263610011e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.025010979341048234e+00	2.798884697420530365e+00	3.367500593263891506e+00	7.558543736925530387e-01	6.833740895149486683e+00	1.003713823955227680e+00	8.444889532377880315e+00	5.215456694247356806e-01	3.629894141228006355e+00	3.794354674647869297e-02
1.000000000000000000e+00	1.000000000000000000e+00	1.117284369258245924e+00	8.996017221399226216e+00	6.665453847403158605e+00	1.258924777653565918e+00	6.419732454734354832e+00	4.678060314213174031e+00	5.150039872917768768e+00	2.117777108781382367e-01	9.174974705170910183e-02	5.136365975425527530e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.657089299212261224e+00	1.624587090056223371e+00	2.512963114355668548e+00	6.234343571311792287e-01	3.849079192179680753e+00	3.172195242209101540e-01	6.537988289012717225e+00	5.284206701582829790e-01	9.852671990465522001e+00	-7.919449195878502934e-02
1.000000000000000000e+00	1.000000000000000000e+00	3.585306616990700412e+00	6.760338603190353624e+00	5.399686342675674489e+00	9.483875533198499186e-01	4.923244878807780722e+00	2.024423663636038651e+00	3.123023314830560171e+00	1.897013162224448768e-01	7.515011583562100084e-01	2.236104985215155772e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.515610883046821566e-01	3.285554815087076808e+00	4.468538484559567259e+00	8.290347969855277332e-01	7.175200323520057211e+00	4.963749439528479357e+00	1.448050779700920110e+00	1.248392319948479212e-01	9.033920336284733121e-01	3.010539595537834678e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.441711884998021276e+00	1.241751506167685370e+00	8.544607881852119391e+00	1.240126141562686302e+00	1.491846201179862774e+00	5.179202560732567573e-01	9.669495276060384725e+00	4.069869547622974593e-01	9.519526356094463182e+00	3.280485004905266955e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.547941986678132764e+00	1.819974500629050640e+00	6.777930726154832719e+00	1.122350517748167409e+00	3.295754143689777482e+00	3.066042284826639430e-01	2.188780755077653239e+00	1.518461194956013949e-01	1.165268390853753111e+01	1.390332052983172528e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.833502421068059718e+00	6.927728525606230647e+00	3.911082202977647970e+00	8.261263143335406678e-01	3.683035152921338540e+00	3.805693362573823735e-01	1.008483318549388841e+01	6.324544687048339053e-01	2.261682531524162432e+00	1.572413519145828553e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.769330244987998402e+00	3.523222266199056207e+00	3.094544186240903549e+00	4.728227931013275764e-01	5.150676263539367028e+00	1.475863170249893219e+00	9.331773340263740835e+00	8.691578715968322211e-01	2.317881431778062495e+00	2.365218481831841968e-02
1.000000000000000000e+00	1.000000000000000000e+00	1.246171586959445410e+00	7.801085564791098825e+00	1.674250604291478872e+00	6.777475480758048398e-01	9.931847451206529342e+00	5.283780098545880932e+00	7.757198516055145987e+00	7.056910761143712074e-01	7.658039478954707935e-01	3.427283638842629210e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.200905084334322304e+00	2.510861411080440142e+00	3.843021803632681532e+00	7.183206112879748639e-01	1.493969117322780704e+00	8.981346278192001154e-02	6.504176236593002258e+00	4.835305788107551184e-01	8.795169735821147583e+00	1.288772807547919341e-01
1.000000000000000000e+00	1.000000000000000000e+00	4.023433791795166137e+00	4.668381016999713751e+00	4.126846767243035785e+00	6.937252705577536815e-01	5.594686868657092305e+00	1.222130293315343730e+00	6.468593444753031996e+00	4.055570709265500784e-01	1.971399444015622393e+00	1.294795486610083035e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.438733455619419122e+00	6.201530593486501708e+00	9.360683256054310064e+00	1.112290852189926627e+00	2.544466255851788983e+00	1.302634985517444832e+00	8.760179626504854156e+00	4.327100947621593807e-01	7.457580055516159767e-01	1.547027604186706595e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.289293380678567580e+00	8.099692084099936906e+00	6.180651982974110226e+00	9.813613912014097496e-01	8.770932846832486973e+00	1.527528882116830244e+00	3.473520044470535861e+00	2.080319436108559739e-01	1.720535826617503039e+00	1.375309961297286332e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.265098166606498653e+00	3.748862979877247259e+00	5.523772783820326993e+00	1.017773906383413918e+00	1.986552084133598850e+00	1.449148393310608407e+00	4.750563424519892664e+00	3.149563846845777060e-01	8.429032120424166941e-01	1.449542438281360646e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.415089595813880052e+00	6.129832957537563409e+00	2.737519965753214990e+00	4.360041418247347922e-01	4.319919727755839212e+00	5.316474118970190288e-01	5.700789823782161925e+00	5.237846498336977685e-01	3.196868972954071797e+00	7.643112390940001721e-02
1.000000000000000000e+00	1.000000000000000000e+00	3.440345027458473925e+00	8.823742958904855271e+00	8.304238872247021064e+00	1.075069101157896334e+00	6.746225809302427656e+00	2.502269865163026186e+00	5.589402201500464074e+00	2.081683429632752991e-01	5.793488971360752915e-01	2.816091685618715257e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.669754154862743256e+00	7.048194718658846725e+00	7.654804030992360175e+00	1.068302597984072344e+00	8.649880464030179184e+00	1.154237379468223024e+00	4.690109622628747310e+00	2.277768569779175523e-01	2.096509196385678564e+00	7.006255223316729674e-01
1.000000000000000000e+00	1.000000000000000000e+00	4.364822884295458394e+00	4.110875963893885654e+00	1.584859168669470186e+00	4.185000880904169995e-01	4.973078059188682509e+00	1.181829882232883877e+00	5.448953123578296420e+00	3.582071421008061751e-01	2.432507079013100260e+00	1.480407883206772968e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.111936717598662305e+00	7.653857625277669108e-01	6.878306551178747341e+00	1.225044579435942582e+00	4.125810795641523754e+00	6.236811765650180917e-01	6.499021794620958303e+00	2.614957420926670162e-01	9.381032091845970200e+00	7.205257199025516535e-02
1.000000000000000000e+00	1.000000000000000000e+00	4.960095083349450817e+00	7.721032796846349910e+00	6.045371809131016683e+00	8.866330193239793100e-01	4.377605895436430750e+00	8.875278037028583311e-01	9.651555238306309903e+00	4.819017811168835874e-01	1.549391847414809620e+00	3.056782635877387522e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.539075652162808616e+00	8.960912277876338372e-01	2.145145342061543392e+00	4.690977803597984330e-01	3.773783201600266590e+00	9.210609689663946664e-01	3.354902745391584062e+00	2.005972630064265516e-01	4.915037781786921300e+00	-1.412272529737212262e-02
1.000000000000000000e+00	1.000000000000000000e+00	9.141577058558866042e+00	9.375198801756424061e+00	4.610734868854859059e+00	8.963697848733290785e-01	2.218799683465396910e+00	1.772236519891813855e-01	9.496240275272208820e+00	5.467021122922047782e-01	2.693254206201841416e+00	1.415688332864232790e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.289883186266433057e+00	6.913274341780928367e+00	5.616328913746351681e+00	9.233838346881085846e-01	5.178078706917562002e+00	8.721328854065746317e-01	6.876247921734734980e+00	4.193078741339134052e-01	3.222198796488678241e+00	1.209880089152184923e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.745121321598906761e+00	1.018040561669253030e+01	1.261179168753013169e+00	7.252691274271846344e-01	2.901357953867549355e+00	4.038409409501487746e-01	7.877379297115699508e+00	6.771195447532106781e-01	2.182645939119194356e+00	1.447858619412982772e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.826528990572274580e+00	8.904073301509569660e+00	8.931976300060229690e+00	1.233669516108288233e+00	3.977764042318581605e+00	2.876304605331387876e-01	6.615584305918651431e+00	2.778185037982797700e-01	2.118110563328686524e+00	7.156765529184838659e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.303827382232936039e+00	9.508783333648128888e+00	8.397247968725439549e+00	1.098758486525342359e+00	6.463258549416213583e+00	9.109538095903408905e-01	8.160012975767479304e+00	3.901556789155040117e-01	1.339985789133898431e+00	9.347904240688980071e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.934413941920126945e+00	3.699454638645144122e+00	7.218510210299947438e+00	1.158312585574208686e+00	1.031302608157523792e+01	1.165366717813317354e+00	1.481608485136066466e+00	9.190209614309059749e-03	4.651573950843192584e+00	1.491245502892881269e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.996782912744270444e+00	7.168238680921012573e+00	5.640665362169762886e+00	9.980741207651190328e-01	6.378993315595284486e+00	3.591975904576006240e+00	8.809144999210463567e+00	5.418733090457528156e-01	4.912280645323759409e-01	1.219124410010810067e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.130988053891295753e+00	4.247161478181446626e+00	4.751621784412628280e+00	7.891296369372198249e-01	2.112075766085671269e+00	5.811807451509761746e-01	1.555147124478390097e+00	6.325267946476649528e-02	9.488232339525206616e-01	2.496143492582016066e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.581654588360181357e+00	5.827407413661931379e+00	7.171615620705980909e+00	9.595549093776249983e-01	1.896711146007652005e+00	1.247699555967843432e+00	8.752202041671305111e+00	4.480081465563862109e-01	4.034250523401958222e-01	1.459009373117789332e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.830024116312223725e+00	7.551276692906391474e+00	5.820219088732237367e+00	1.029249433038798456e+00	1.013621798585892542e+01	2.458099818052903451e+00	1.047927849009727375e+01	5.647234185000712392e-01	1.417673635541059074e+00	3.715842691546337173e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.714167319459944938e+00	9.055310669324187600e+00	1.783945770456990987e+00	4.098310896277777005e-01	3.169370909245102563e+00	8.297318331370540090e-01	3.538655816766265616e+00	3.103067675573724093e-01	9.480297779629504040e-01	1.070490093783377228e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.169418455435246695e+00	9.714823456527588164e+00	5.806835763792378202e+00	9.243337511365157244e-01	2.318850699812887051e+00	3.417051807742017555e-01	2.942199616653995875e+00	1.781497351656549377e-01	7.050023576585020546e-01	2.754305416483236790e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.917092581902426929e+00	7.321025090065794494e+00	7.976569108113012341e+00	1.253292793225981860e+00	5.383112114861679842e+00	6.086912494938920837e-01	8.279029196053611983e+00	3.871080729585523739e-01	2.116203351595797422e+00	5.216297967664406121e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.792600489916573725e+00	4.697307106325967929e+00	4.936930515916174933e+00	8.689006066807980488e-01	6.636185135439694349e+00	1.677558227344495112e+00	3.245120009470394251e+00	1.707814659780953204e-01	1.526814386881883312e+00	8.339124050661340659e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.726237338408253663e+00	4.905215359692853383e+00	1.798978512239631344e+00	4.309529145397644201e-01	6.541015342503278873e+00	2.017603222602877722e+00	7.799889191989716863e+00	7.785978389503646069e-01	1.426016691979495876e+00	1.620756556397405790e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.477357788524040316e+00	6.824310929085202204e+00	9.077075533010333430e+00	1.253100569445530832e+00	2.646287268161757300e+00	6.336308814717848126e-01	2.492385922593041148e+00	8.605398717995257907e-02	1.416325112858773716e+00	3.186948021597702851e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.979643905378211555e+00	3.661624051743908037e+00	3.478637207192899261e+00	6.077795808823394097e-01	6.522990882497947673e-01	4.168606500076948995e-01	2.817149965865807459e+00	1.933837419448989903e-01	1.252661334738649046e+00	4.497078846775359739e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.633798618326496310e+00	1.758437061542641899e+00	2.704128969556879092e+00	5.490819472530320544e-01	9.338327333234111904e+00	1.287797102260290094e+00	8.814964604450599595e+00	6.857947331899125754e-01	7.955804052017662720e+00	7.647299478084448876e-02
1.000000000000000000e+00	1.000000000000000000e+00	1.788660799027409487e+00	4.670818468652242927e+00	1.860850166185779475e+00	5.490684458408682245e-01	3.151636605339538377e+00	1.896738885739684077e+00	6.496274795498878873e+00	5.382621994026572931e-01	7.699487129735187452e-01	3.681583090828006721e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.839213129781111178e+00	3.579075975036483115e+00	3.676178614089030905e+00	8.136368947436936061e-01	6.800115769029325463e+00	9.031764255390287710e-01	9.724381703860977666e+00	5.423304072912725760e-01	5.680718279885469180e+00	5.328872948606185045e-03
1.000000000000000000e+00	1.000000000000000000e+00	8.377615796637345014e+00	3.832119355298283292e+00	7.865384465713409767e+00	1.221269447067020231e+00	7.402989893891259499e+00	8.188259292433763825e-01	4.045352480552568686e+00	1.588284759565928017e-01	4.640869237497709854e+00	3.530891078693449425e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.547128011164658368e+00	2.711964481820609674e+00	5.701118163539463879e+00	9.252708727584896264e-01	6.040670887147396861e+00	2.252303301298490545e+00	7.090288110049337789e+00	3.597150037251595767e-01	1.418698644680712162e+00	3.865700309873237317e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.351740945830027796e+00	1.187123859239437973e+00	3.528771019490683614e+00	7.980206735658855743e-01	3.558025573784554751e+00	3.613809012501490336e+00	6.115927629505044649e+00	4.550757996591366372e-01	1.959128973080303426e+00	2.090126875604619294e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.072720696095336379e+00	1.518043442805687038e+00	9.615587137320186883e+00	1.077909371178647158e+00	3.283383966589281222e+00	5.337724755955516320e-01	5.866932715718653490e+00	3.407821680297797307e-01	1.444673995400345490e+01	1.774447818506808272e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.750334977035393536e+00	9.816346993976456048e+00	8.919365028288446240e+00	1.210261882608033579e+00	6.477590061584110437e+00	8.614910656123639932e-01	7.036893863091165713e+00	3.422922531638541987e-01	1.182520969625984630e+00	9.476000560849086041e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.267165775804004468e+00	4.235243945487425776e+00	8.709479714962728991e+00	1.169615759165447688e+00	9.254373601922836201e+00	1.168571164274498919e+00	6.708995549584137130e+00	3.202569750268363657e-01	3.008285607365642100e+00	3.321862893161215413e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.065576916079318259e+00	4.521010204552105449e+00	3.434495273103626012e+00	8.094906673170101374e-01	9.982723394785372406e+00	1.142802479034465524e+00	4.853021617202462501e+00	3.225426403473893866e-01	3.051842669318220125e+00	-9.076222638868591819e-03
1.000000000000000000e+00	1.000000000000000000e+00	2.634239426631326708e+00	7.331382558619446321e+00	5.648216820085519174e+00	7.826608726997366094e-01	2.081711240621404002e+00	1.210450346564731161e+00	3.815722812195654345e+00	1.449561637292550720e-01	2.758183182865481253e-02	2.877176822310213655e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.303316826457852073e+00	3.728044259085508294e+00	1.016994326597919773e+01	1.281872520460361820e+00	2.626369620872880173e+00	5.562152364571983920e-01	8.879003465006416462e+00	3.432497875024207445e-01	3.319209102834274727e+00	7.528317731489062581e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.612322754477419018e+00	1.019083399396557077e+01	7.709827735229351831e+00	1.117715339283614773e+00	9.671451599963347689e+00	4.539456866390521483e+00	2.720268429221750495e+00	2.069761167870584340e-01	2.377946963849402739e-01	6.970427228178641244e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.563538140926642228e+00	8.041147368887525460e+00	9.064415424706327995e-01	4.810220675317151140e-01	7.458489437597314975e+00	8.883014024906186190e-01	7.396163140504614653e+00	6.492478689628989885e-01	2.316959753466548921e+00	1.653369424392225340e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.283416317853923516e+00	1.500207943345299721e+00	9.736046473179236216e-01	3.438376355178767718e-01	9.434463809894818809e+00	1.375197398114449632e+00	3.647083340063577594e+00	2.757981597628172410e-01	7.294753556354217849e+00	-8.194834227257044579e-02
1.000000000000000000e+00	1.000000000000000000e+00	4.754398504043341411e+00	4.631219355821386330e+00	5.282219084902276762e+00	9.635428540657355878e-01	2.328650762284943276e+00	1.046146614016967957e+00	6.119823780988542516e+00	3.430236588670464437e-01	1.676925782994707070e+00	3.644019499786498306e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.295406248179521214e+00	8.620703662881162188e+00	9.527047054736378584e+00	1.134299095988401174e+00	5.179534804504341672e+00	3.912651618382672503e+00	7.820688847847583780e+00	3.400797770701237677e-01	4.527982479340456057e-01	3.830477032663530235e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.857045901360338647e+00	9.784173573141520919e+00	6.254072088861594381e+00	1.004102159296704988e+00	6.746459044325276544e+00	1.804196356227053766e+00	3.988270414335498337e+00	1.628535166860989591e-01	2.331997275808567194e-01	2.471478012545402336e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.099552765372983743e+00	5.786108131277662991e+00	6.116274511358626320e+00	9.215312803707770284e-01	7.880568944565277789e+00	1.853445956092639291e+00	1.354157100362202826e+00	1.956442069064970313e-02	1.866649094707801160e+00	2.159270127145238138e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.880349769660920600e+00	7.210441664057785971e+00	2.766638677874059038e+00	4.557990944413714551e-01	4.513436170688137850e+00	4.755350200893847523e-01	2.760686483497456489e+00	1.481117648257623820e-01	2.293923884087589293e+00	2.520821201371665765e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.091262610514744047e+00	2.273988640505560266e+00	6.151812822095767075e+00	8.919173745702660971e-01	1.286950352669537168e+00	1.538584628151390410e-02	6.377096188263074339e+00	2.959942393368172886e-01	5.246256344376043046e+00	1.601117912026563950e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.066285561016758976e+00	9.635669379375499943e+00	8.622424161185833213e+00	1.203870269372150359e+00	6.098035081128089452e+00	4.895349361645649489e-01	9.625243333043876248e+00	3.475545232034970011e-01	1.938562274228865956e+00	8.383829308209230780e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.162759305298907364e+00	2.851173344123270503e+00	4.666323853379334530e+00	7.515071756165923045e-01	3.581964379088969253e+00	5.135053845384991433e-01	5.086936033263892432e-01	6.567203711229224750e-02	3.207507024888066383e+00	9.738660491408879238e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.650613354976893543e+00	8.409763723873581398e+00	7.939676030045247579e+00	1.041287294537662778e+00	5.090567640874094302e+00	2.325923093717552792e+00	7.642742628841747710e+00	3.797355206307291842e-01	4.944185258749738687e-01	2.493116875033594582e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.211795492383759054e+00	6.177676591562457631e+00	9.222906883387482324e+00	1.094908639743375378e+00	9.581097710253533961e+00	1.112719479022318936e+00	3.266343361927071420e+00	1.519943040719181904e-01	2.122249145734433906e+00	1.416632041965283584e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.035249166395106002e+00	6.450408774645439713e+00	3.631572384445219015e+00	5.466714320240116942e-01	4.923579115836087539e+00	5.492761441465859873e-01	4.924991379522037249e+00	4.388035629914706082e-01	2.619034381304605308e+00	6.305301608571721450e-02
1.000000000000000000e+00	1.000000000000000000e+00	6.581269927918251383e+00	5.825191376232454310e+00	5.384961988468491612e+00	1.020218431943886728e+00	8.306125508883903663e+00	1.075581720062495084e+00	8.974735439955757954e+00	5.207608931599327917e-01	2.097642486064943412e+00	3.440229316308962559e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.059691151628531003e+00	3.349275531947052631e+00	2.373581499176276477e+00	7.884992602752183277e-01	2.898285122686017345e+00	4.100988889946295402e-01	3.842333830263526373e+00	2.882662232017125237e-01	4.881748144272102685e+00	-1.110686693585555274e-02
1.000000000000000000e+00	1.000000000000000000e+00	6.443037402481012421e+00	2.154551087188315339e+00	8.146772986388949533e+00	1.210743769547510507e+00	6.957561085285178137e+00	1.215663886817735850e+00	4.540776301904637435e+00	2.612761200415814611e-01	4.304478463056051751e+00	5.807726216904424144e-01
