G	c	dx1dt	d2x1dt2	m1	m2	W	p	Fc	Fg	d1	d2
1.000000000000000000e+00	1.000000000000000000e+00	2.559068360324536329e+00	7.347033026278912970e+00	5.763762027779704589e+00	9.999434771651037890e-01	6.667227971115312180e+00	2.503957868749658644e+00	6.711696156092194165e+00	3.820873899486102454e-01	7.343596339765332548e-01	1.166274876354663537e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.695274204028756948e+00	9.299321294276127858e+00	4.745916547032149602e+00	8.828927977980192132e-01	3.894005239363822479e+00	1.505569338698095505e+00	3.195990008326577758e+00	2.132243623413696831e-01	5.342554280033030567e-01	2.168396513123714620e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.822252545867011353e+00	2.589683498175297860e+00	4.176437109285558336e+00	7.970861346383656398e-01	7.637449720043399282e+00	2.047671908584129952e+00	9.069946087027624060e+00	5.885342339061276906e-01	2.822409734408339865e+00	1.271784440807206817e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.724961949429080654e+00	6.127214788451495586e+00	9.061572506112730352e+00	1.212703632930665520e+00	4.557431649023190978e+00	7.969820112130557854e-01	9.091479895432806657e+00	4.016964277795284088e-01	1.844284895901594945e+00	6.250454086176847612e-01
1.000000000000000000e+00	1.000000000000000000e+00	4.851384282895312872e+00	9.274383542222876642e+00	1.118169312201789278e+00	3.181919843752211152e-01	1.681672790481144375e+00	3.277948393025937324e-01	3.669224759142921233e+00	3.388711263232707105e-01	1.053209072640756805e+00	1.098258205122255859e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.640553659815466858e+00	1.298439545590591271e+00	7.006208574454947602e+00	1.079143789926127806e+00	8.019353992153035904e+00	2.204057806402192288e+00	3.033600487889339892e+00	1.568079626152759365e-01	5.537758599440432583e+00	4.389730164306444027e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.529270222641955890e+00	7.292763572306649067e+00	9.583675174006533126e+00	1.218828073818897240e+00	3.505907796827847367e+00	5.439827958406713293e-01	4.545079769920306489e+00	1.986494586847434296e-01	1.788305479242164431e+00	1.416650758992455961e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.259836504897848375e+00	3.674031817404701084e+00	6.049907431530391122e+00	9.992511278555222809e-01	4.932539453510807803e+00	2.146219068116143269e+00	3.125101681653103203e+00	1.776795611370148575e-01	1.202471331274596711e+00	1.558257996367973908e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.638974454722910146e+00	9.325046916216292558e+00	9.406706843806388108e+00	1.219094958634813208e+00	7.188708842721165837e+00	1.985991895668249629e+00	7.090447456441228979e+00	3.077007076930731722e-01	8.061810408814134021e-01	2.099286215319135618e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.287849193239611445e+00	9.728373143427681669e+00	1.537611356317793776e+00	3.867209556631839851e-01	3.938015671696394993e+00	9.399604965752792474e-01	8.485901903473246577e+00	7.545802010926438985e-01	9.051015888895010963e-01	8.463558814693590560e-02
1.000000000000000000e+00	1.000000000000000000e+00	5.158534018016354139e+00	9.499398242581916563e+00	4.747448399275377540e+00	8.825691633344717735e-01	1.441441329008864791e+00	3.068911169980035325e-01	7.092814490277418393e+00	4.365566362619624496e-01	1.070116689289931422e+00	5.562713929093230369e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.106430554127307175e+00	5.418024142715523794e+00	3.402559875055066740e+00	7.246801090231510534e-01	4.355140343220554655e+00	5.415704102146040588e-01	8.427781557312552962e+00	6.013152565452328790e-01	3.049526441003420185e+00	7.838789447472796490e-02
1.000000000000000000e+00	1.000000000000000000e+00	2.743855460085240949e+00	8.775720561402076569e+00	7.548995826322316915e+00	1.109760128407463631e+00	9.434855492884919315e+00	3.383837958733955986e+00	4.643950805451003028e+00	2.275317691921392438e-01	6.229727314667173887e-01	2.901729690775155301e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.573413664035019366e+00	8.636843464824751848e+00	9.886889828680535786e+00	1.246925914882202724e+00	6.718148062888829486e+00	1.192431701524354626e+00	2.388957488670512497e+00	1.044524382608013890e-01	1.300290753224303542e+00	3.881944041714501026e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.317963590584652067e+00	3.896272195370705127e+00	3.422535440481097258e+00	7.022132270086463013e-01	7.049571327460518511e+00	1.134285158117113390e+00	7.700668204912163084e+00	5.382897608164235459e-01	3.232551085213957176e+00	9.627744351311964821e-02
1.000000000000000000e+00	1.000000000000000000e+00	1.457933611835328769e+00	8.445618360792060741e+00	6.828597568790089944e+00	1.067166989656337606e+00	6.638253122266957185e+00	4.738663474366387796e+00	4.223322544646053167e+00	2.186454079728455402e-01	3.091502075421721507e-01	5.185568087128745951e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.475916994707450414e+00	1.405055345277937517e+00	2.799003884911644757e+00	6.366162563254067486e-01	2.814019423125124320e+00	4.332586236418604630e-01	6.993442121952647028e+00	5.337338797474615593e-01	9.727155381641942711e+00	2.612903792260821631e-02
1.000000000000000000e+00	1.000000000000000000e+00	2.499907822598538942e+00	6.350231015973887949e+00	6.239750476461358275e+00	9.983201986787765270e-01	4.845671847289635181e+00	1.872515659949711919e+00	3.381014817901570435e+00	1.917213435681313083e-01	8.044777885204663637e-01	2.253150448693239216e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.599618534494752886e+00	3.128773867767890682e+00	5.179069182982810382e+00	9.144215696844797403e-01	7.750416327670000882e+00	4.913082225506932410e+00	1.673084144508238724e+00	1.030437922277744195e-01	1.077260895149701803e+00	2.695841414647992984e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.522065352545375561e+00	2.066509514181961826e+00	9.751459702971573051e+00	1.242422133455093336e+00	1.919401645611268359e+00	1.905166200550600653e-01	9.969135252174925910e+00	4.229061126927965986e-01	9.142471958313079128e+00	1.388947858964055260e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.738342947753690027e+00	1.639174043636705491e+00	6.520283614229708924e+00	1.048305726124017623e+00	3.609922132686728791e+00	3.645166943421042638e-01	2.365356605689685310e+00	1.249502543239630337e-01	1.144097287718438771e+01	2.362194895296791108e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.293602281589514291e+00	7.286926540155875820e+00	4.147825692162871114e+00	8.165055961363096859e-01	3.422582672906795853e+00	4.406958805178814997e-01	9.839520406986848045e+00	6.511220046529978545e-01	2.266617952914061984e+00	1.489289367786701401e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.724460090348798769e+00	3.997420248868069681e+00	1.932594989665217478e+00	5.009091443332820415e-01	4.952656383368116977e+00	1.294494323564649552e+00	9.834396175581103350e+00	8.165650753394401162e-01	1.834952856115658504e+00	6.971183190282174980e-02
1.000000000000000000e+00	1.000000000000000000e+00	1.891579541289671207e+00	7.552699439958416860e+00	2.423742423213179009e+00	5.662023096616354279e-01	9.881288212094505141e+00	5.239682848599454879e+00	8.162227316306649882e+00	6.444565729049404057e-01	4.816199365531709797e-01	3.120350490833589951e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.229271704215892491e+00	1.521774164101686866e+00	2.917256538160954982e+00	6.712789040287325815e-01	1.653770324932123614e+00	2.320249932257757164e-01	6.987238543825124104e+00	5.204913371327861693e-01	9.021424610344929818e+00	2.836782011690236124e-02
1.000000000000000000e+00	1.000000000000000000e+00	4.930542300214755258e+00	3.819866126421048502e+00	3.235686167397251456e+00	7.061050823012700040e-01	5.738236110767692466e+00	1.141922478226285342e+00	6.228184478330625495e+00	4.504193258258653576e-01	2.586446311145339294e+00	1.394753248563616044e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.120137149975964252e+00	5.775772277113866870e+00	8.722214362412051614e+00	1.158471683286463882e+00	2.629470716269625807e+00	1.231659345669654515e+00	8.753892314574363454e+00	4.000767152924389336e-01	7.028612981368176360e-01	1.612846004667057631e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.452778658665677014e+00	8.273621289273497936e+00	6.031318059515990981e+00	9.946225976381583012e-01	9.704532747911647661e+00	1.773910992801930764e+00	3.609100948978051893e+00	1.966636811078317504e-01	1.378566690805344441e+00	1.262841278657948818e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.332606366264461606e+00	3.776760183714915176e+00	5.672214696975736992e+00	9.676826892167266214e-01	2.078984901609072455e+00	1.546515387475825287e+00	5.215946838816827302e+00	2.959658085562387186e-01	7.284973601008375432e-01	1.583313935566803110e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.148456542886606258e+00	6.633568343662806122e+00	2.081469738916154277e+00	5.075032762708572287e-01	4.693734021948288593e+00	4.840336950678904571e-01	6.524443626725996204e+00	5.459101574962004211e-01	2.800842001058417630e+00	4.903864313321835283e-02
1.000000000000000000e+00	1.000000000000000000e+00	3.334991524556918385e+00	9.037403527437026796e+00	8.694261647308316299e+00	1.187628966119839591e+00	7.700799651166597037e+00	2.297131014918591951e+00	4.640545933136357881e+00	2.140579392177884011e-01	7.571092587826280251e-01	2.978784166928208688e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.022659378995888879e+00	6.600424452229164629e+00	7.437841684793229824e+00	1.117180260455931995e+00	7.343398914790058463e+00	1.062075050255202990e+00	4.810299538586146895e+00	2.442891995517700032e-01	2.149066494859285026e+00	8.068917195379089469e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.754685967011539560e+00	3.143996758191794694e+00	1.624172965804157709e+00	4.252387069542272746e-01	4.765787432169836357e+00	1.276664973168132100e+00	4.083493589971857851e+00	3.464689768921274116e-01	2.508212829671742305e+00	6.033254740003027999e-02
1.000000000000000000e+00	1.000000000000000000e+00	5.608660678213222006e+00	1.201959120691222793e+00	7.360415492885365119e+00	1.090810953551804685e+00	4.129076667246160959e+00	7.050330850788163461e-01	6.055604394214589625e+00	3.049366598584255517e-01	9.336141439549136223e+00	1.360185333396435325e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.850494944511595463e+00	8.906053052358068101e+00	5.823172664400257936e+00	1.003911679054703798e+00	4.629517858264065033e+00	7.921857527734537108e-01	8.722324361841577556e+00	4.809038852809964792e-01	1.324934541177765768e+00	5.076605007496767241e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.600330226753416518e+00	1.242238068955706654e+00	1.770698409701720877e+00	4.601489898590772620e-01	3.433938378107917799e+00	1.292614361276391843e+00	2.788227706206185097e+00	2.411163205949188870e-01	4.482096885363135108e+00	7.177448181588408360e-02
1.000000000000000000e+00	1.000000000000000000e+00	9.758482385770168577e+00	8.884125608379612515e+00	5.150353157003147331e+00	9.100102578882982574e-01	2.824736468108841159e+00	2.986857367992605261e-01	9.458311937442960726e+00	5.651608084183836755e-01	2.209515272664188235e+00	2.237320817549005858e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.900105939976827862e+00	5.773818092248367506e+00	5.342402161603427402e+00	9.468632741812339493e-01	5.364429598871492288e+00	6.555566364390130740e-01	7.250947130308150079e+00	4.248622796690457171e-01	2.742271820533263682e+00	2.595031672600774941e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.439367453505683514e+00	9.434701599764361291e+00	2.475884521811913874e+00	5.815483969635326655e-01	3.345954716833225984e+00	3.566602672307228605e-01	8.461346018698119309e+00	6.576758635304893463e-01	1.993078205502319289e+00	1.035607349935577376e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.086909877484968590e+00	8.138443761051988190e+00	9.537256768059583223e+00	1.227617823443144518e+00	3.640474026872795310e+00	3.955385667732672639e-01	6.026840983273244134e+00	2.566517729093893418e-01	2.241013934848702593e+00	8.651436378519987702e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.403650685749721738e+00	1.005023162558485339e+01	8.715505949605548253e+00	1.190342845105399450e+00	6.868401126223268705e+00	1.086882732942578977e+00	8.090674749981058511e+00	3.696409088788490949e-01	1.229043336136290909e+00	1.000376823348431587e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.276000476704600928e+00	4.229406514401682138e+00	7.005586184373179037e+00	1.097572837650749422e+00	9.759344810696941153e+00	1.045487678362646111e+00	1.166412323599991696e+00	6.254019354674685005e-02	4.439531875395462457e+00	1.485950002443137352e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.806765902278580027e+00	7.855510231515727249e+00	5.196809667223521778e+00	9.315477670731455717e-01	6.370518638392960398e+00	3.584862938548017741e+00	8.458758891661467771e+00	5.003925953140473393e-01	4.497290300967675680e-01	1.254181579626002518e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.769644796302951573e+00	4.608822911747950890e+00	4.737098256462362045e+00	8.817727398518371285e-01	1.748649615258875967e+00	6.111865252424047990e-01	1.273013542248163876e+00	7.730384279183868945e-02	1.206760731691120414e+00	2.551685773978844551e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.394908986626207215e+00	5.310901723091792981e+00	6.907313484625055899e+00	1.063729587531662801e+00	1.697674667101432444e+00	1.197965185026418133e+00	9.028191360464107973e+00	4.754643594487713010e-01	4.921817975035513992e-01	1.558160344169228440e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.916561953589468903e+00	6.645732471214508941e+00	5.911057336975806820e+00	9.939862953912400600e-01	9.520511164485917277e+00	2.427948814197197436e+00	9.943097218482638056e+00	5.556901573627593960e-01	1.178335266709394480e+00	5.034001169364864525e-01
1.000000000000000000e+00	1.000000000000000000e+00	4.619083849790945884e+00	8.866670854232829413e+00	1.510082514248540786e+00	4.250171083370513636e-01	3.713042826466390167e+00	8.123090540609337884e-01	3.595595411896688631e+00	3.205079382967750412e-01	1.046370991972833453e+00	1.715727159485574971e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.485943696728945440e+00	9.909426597814679383e+00	5.586986248408064348e+00	9.662310344594854383e-01	1.796644375228327428e+00	5.229951080323356205e-01	2.924436660614116335e+00	1.643345665851203841e-01	7.002988505010401266e-01	2.695413656539286773e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.592898072368976514e+00	7.872891857364301416e+00	8.276563733656063349e+00	1.150380560246835548e+00	6.431977508230557916e+00	7.830487639038496983e-01	7.807106242948073316e+00	3.701000732754022859e-01	2.163034584066636512e+00	5.761447005031271607e-01
1.000000000000000000e+00	1.000000000000000000e+00	4.183882759730051859e+00	4.712817438706587758e+00	5.233568166261971299e+00	9.075799331567012684e-01	6.598000316741231330e+00	1.591407908149191641e+00	3.241603990585523398e+00	1.975346474552135134e-01	1.753181183541755672e+00	7.898584386603936247e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.523811935246690563e+00	4.861008102247009965e+00	1.440883323046178388e+00	3.976716111862137470e-01	6.743376637764336046e+00	1.945518337408727039e+00	8.681172178294035646e+00	7.878996260292746578e-01	1.450550273434732640e+00	4.453729640119822447e-02
1.000000000000000000e+00	1.000000000000000000e+00	5.812165987582103455e+00	7.612503062456289271e+00	8.120941348228857493e+00	1.149738382904296641e+00	3.353436370618556150e+00	5.979064775252798114e-01	2.010480904383022516e+00	8.810629243559449375e-02	1.563806613189745232e+00	3.119703870477049445e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.224501763272054955e+00	3.078729686147529510e+00	2.794159905955605705e+00	6.324570965366311803e-01	1.112696195913289943e+00	5.122385246069722786e-01	2.120984389694884786e+00	1.603683471248788794e-01	1.450696763936304645e+00	5.881326348892529365e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.322710246135340384e+00	1.967278485748224393e+00	3.333687209755059833e+00	7.227162198145289373e-01	9.759203538446056925e+00	1.180867826880989568e+00	9.930393044497252575e+00	7.080898019484694883e-01	8.211183567685164775e+00	2.731503016250196383e-02
1.000000000000000000e+00	1.000000000000000000e+00	1.642701681252633161e+00	4.173238072292892120e+00	2.566032107866750511e+00	5.815076883119140172e-01	3.306819697883087716e+00	1.928254989067438085e+00	7.108286344185576588e+00	5.559841654424356738e-01	7.755248456536127932e-01	2.570580461748899204e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.985859864157644594e+00	3.671655918342942471e+00	4.014137153053739304e+00	7.954125198482180359e-01	7.172142304710111382e+00	7.131317234854533949e-01	8.646392696235997377e+00	5.758410535861802071e-01	5.555246761773299902e+00	5.749024904392632113e-02
1.000000000000000000e+00	1.000000000000000000e+00	7.882908312712285870e+00	3.718222602578697522e+00	7.742223329653003638e+00	1.130962701500625389e+00	7.449186312484568973e+00	9.209253831093867637e-01	3.887032882898911357e+00	1.860326951863015554e-01	4.311223423942642796e+00	5.276073286274263197e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.731424130868175482e+00	3.166308119126104437e+00	5.642862664060329436e+00	9.689617194182387205e-01	6.461118681333136493e+00	2.311271215166654791e+00	7.031359608671932548e+00	4.064660013486606216e-01	1.822952814387555298e+00	4.503361536164591228e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.031230561982258820e+00	1.424455120803754582e+00	2.913295635148092533e+00	6.452574967171490483e-01	3.805963048645244484e+00	3.614214446685718674e+00	6.376662439178241826e+00	4.819735083382279406e-01	1.509589403079600434e+00	1.803144616375948195e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.335702517264266476e+00	1.213506419193076002e+00	8.908304711118596231e+00	1.205006906855681459e+00	3.417602153628220396e+00	4.195483264565812997e-01	6.424455749171475105e+00	2.905309468803762840e-01	1.436704489520622907e+01	1.004338052400907122e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.411676426421778707e+00	9.851222429634715283e+00	8.852801741900764299e+00	1.185238140084503344e+00	6.342663149883525975e+00	8.711566168415290079e-01	7.069842783633698780e+00	3.183766471552593180e-01	1.496799806671012867e+00	1.002587743754411065e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.585461597768194508e+00	4.838909652781839377e+00	8.789986129751351740e+00	1.195504499371404128e+00	8.695173677862054973e+00	1.146468287151043874e+00	6.095610072288851988e+00	2.788436439130533850e-01	3.060896869391438457e+00	5.459977742662479594e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.918900851941992336e+00	4.403869289378344654e+00	3.188010360895266349e+00	6.899525065465048623e-01	9.519805210656405947e+00	1.188176093784040876e+00	4.809341227328376434e+00	3.598219011815351753e-01	3.522277738284142146e+00	1.375061412481020373e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.659186406632167765e+00	7.105115763033547083e+00	5.116061970556852856e+00	9.165043802843290122e-01	1.883559748014923318e+00	1.188698472471213963e+00	3.582491386092959473e+00	2.135151807884375641e-01	4.706453268740755647e-01	2.826386865359848510e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.208922888940898055e+00	3.002342816115073809e+00	9.865892817528365555e+00	1.251450318587942423e+00	2.391607657761089634e+00	5.537763722715107750e-01	8.037788075145114064e+00	3.300773467278405593e-01	2.831723789858753282e+00	5.377740696054338354e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.993317653747791685e+00	9.557137737742820605e+00	8.084790492484959401e+00	1.140111648595745875e+00	9.617160947157668005e+00	4.654161044438001049e+00	3.047617522060945827e+00	1.366360964303801606e-01	4.549140537639950188e-01	6.950144091968539328e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.719871532243947954e+00	8.150064850543841999e+00	1.290013611627322199e+00	3.478891633660171623e-01	7.601244297701883923e+00	8.673654499466696421e-01	7.239301596516698467e+00	6.664312721984685384e-01	2.127410966924504265e+00	4.169890026757792217e-02
1.000000000000000000e+00	1.000000000000000000e+00	6.665315392159200769e+00	1.741200281763595203e+00	1.573397143781229301e+00	4.247487684014504272e-01	8.957488268164482292e+00	1.360859427782797670e+00	3.081676204558900345e+00	2.750654798245528720e-01	7.340331013870592614e+00	3.186818850550755117e-02
1.000000000000000000e+00	1.000000000000000000e+00	3.879136285438051779e+00	4.786056018552915958e+00	5.130341944474198002e+00	9.216776644967921150e-01	2.872773990952893985e+00	6.975590879223326768e-01	6.577070599915385785e+00	3.917569884790325085e-01	1.634686744343932796e+00	4.276521898410849398e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.659561600019335836e+00	8.842619740944462237e+00	9.129152135828618952e+00	1.212330683271706455e+00	6.303446059931403944e+00	4.001398951040726182e+00	7.798609686842345567e+00	3.391093437674759237e-01	3.432172945402157671e-01	4.062742453915508811e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.780276992727123364e+00	9.507827383656655584e+00	5.866836976490954925e+00	9.849436103886758387e-01	7.326089617166381629e+00	1.926753625371051104e+00	3.070477730100543923e+00	1.661439013078846727e-01	7.706133872754373781e-01	2.419651449415313849e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.884839347325582448e+00	5.247799501339988737e+00	5.453324004796908930e+00	9.535396594364506928e-01	7.101388765697405958e+00	1.816801614893864603e+00	1.490825637837892570e+00	8.974677771875100296e-02	1.560030652815488139e+00	2.257628131138202932e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.606493668520201368e+00	6.508769388127392475e+00	2.041681597683457472e+00	4.875312443711000698e-01	4.660812794670708747e+00	6.187743941503983658e-01	2.174251526683430580e+00	1.809051043361857847e-01	2.284347526727806610e+00	1.774137213094588716e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.818401750555055152e+00	2.533965541345588601e+00	6.991985568173407550e+00	1.074795889245021785e+00	1.086585056267525440e+00	1.739071315344216107e-01	6.429468726966669045e+00	3.375597187633282981e-01	5.379978963721398166e+00	2.140444254484030751e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.045404400999428773e+00	9.867126235464011685e+00	8.433884178737324433e+00	1.167338527857735508e+00	6.292134102637029436e+00	7.265738758695727828e-01	8.622127456523593025e+00	4.007557820349039179e-01	1.764452955857819916e+00	6.471982622539160790e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.277096113533418453e+00	2.992491645374522502e+00	4.358680009718570503e+00	8.523325765949250066e-01	3.183640368547268285e+00	6.610329547692174179e-01	1.469567194851945313e+00	8.692396796323026420e-02	3.446941834377388325e+00	7.815829987917545241e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.135172620253686926e+00	9.515574395452969014e+00	7.943389076305284568e+00	1.141504552095994995e+00	5.104856877512509605e+00	2.424107423277015450e+00	7.535899468115069944e+00	3.658215136363857645e-01	4.487413036249497389e-01	2.725294881419047410e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.326300937492133514e+00	6.943841845556009140e+00	9.749624027374482083e+00	1.220289105536479290e+00	9.542241676530439420e+00	1.263214843294331757e+00	4.097276171049098359e+00	1.689024702421566548e-01	2.170919101927909711e+00	1.358460941598844673e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.818822358743071632e+00	6.414219618673514312e+00	2.802807576536060274e+00	6.418782505371202207e-01	4.643427405661199714e+00	5.936234816103538314e-01	5.346422080315544889e+00	4.047699433158911120e-01	2.465880265486264822e+00	1.283464097230775924e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.002179441018932415e+00	5.682189165763633198e+00	5.771927436275618994e+00	9.758030481091491959e-01	8.539060988969385591e+00	1.416897375683675797e+00	9.351993049630248578e+00	5.361710348625292610e-01	2.159789235979290734e+00	2.940694793901550419e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.004985852021137660e+00	3.078444021862883240e+00	3.610447594801323934e+00	7.501253703411486784e-01	2.630179773108095809e+00	3.548980220397598417e-01	4.036388479275405672e+00	2.820189410017965859e-01	5.167625932867667693e+00	1.450064302269502281e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.423405354745763240e+00	2.514445690355818996e+00	8.138545451380647222e+00	1.145748100491640331e+00	7.083504090518426999e+00	1.299437084823645172e+00	5.196074928832057793e+00	2.441497261230752835e-01	4.209590721457001194e+00	4.274423916836855297e-01
