G	c	dx1dt	d2x1dt2	m1	m2	d1	Fg	Fc	d2	p	W
1.000000000000000000e+00	1.000000000000000000e+00	2.098753152680472134e+00	5.854820035954187318e+00	8.662798767371896247e+00	1.624120850593465226e+00	2.606311734699318539e+00	8.796406585288444546e+00	7.862227136837232955e+00	2.467559960258741025e+00	6.332543131418612248e+00	-1.955726290692447265e+02
1.000000000000000000e+00	1.000000000000000000e+00	5.462268966813788040e+00	8.122695268950474556e+00	6.050919660991232796e+00	1.506140457170901392e+00	9.740062059486332302e+00	3.603507214768711275e+00	6.314404514087759601e+00	1.240330867148093930e+01	2.140166684426012544e+00	-6.998110126065103032e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.309338561784235466e+00	3.872584905472758798e+00	5.705725542175871468e+00	1.481098175193834576e+00	2.016621004418940988e+00	5.208571788568085559e+00	2.728859500927958148e+00	1.382293385345733538e+00	4.851369283763287577e+00	-5.970619598994347399e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.188078782533047217e+00	6.640821986238091057e+00	2.031740462546316905e+00	1.009772153718695220e+00	4.630591324280841192e+00	6.581937217897253944e+00	6.994047940589156909e+00	4.769717552064092203e+00	2.450491868554423025e+00	-1.409460433794896232e+02
1.000000000000000000e+00	1.000000000000000000e+00	3.323361101375915005e+00	8.972114732215437982e+00	8.732794293199308555e+00	1.627048912223273192e+00	7.639248263317395704e+00	4.698326188971480022e+00	6.611355253553199418e+00	8.930538835695580602e+00	7.303407959279964778e+00	-7.898187772834714906e+02
1.000000000000000000e+00	1.000000000000000000e+00	6.962558428472766181e+00	6.550257252807173636e+00	7.499097045577529208e+00	1.580165361677313918e+00	7.336640558640669774e+00	4.850709451843222553e+00	6.415952141000700770e+00	8.365562797230648329e+00	7.830740153843390061e+00	-5.031178419426652226e+02
1.000000000000000000e+00	1.000000000000000000e+00	3.802019636455869822e+00	3.095559888481819399e+00	1.614384756893786133e+00	8.929486234239745190e-01	4.807649981104651360e+00	3.972766615618038788e+00	5.401571949881986967e+00	5.537509431843639085e+00	1.941909992211129810e+00	-9.315222413743067875e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.684655081108726193e+00	1.227793687008518209e+00	7.375335107966817461e+00	1.573417673515245196e+00	4.126245585874048771e+00	6.077258310940731434e+00	5.766714400211026437e+00	4.006844670300923283e+00	5.553232013323755822e+00	-1.603486302084684496e+02
1.000000000000000000e+00	1.000000000000000000e+00	5.920562952065222539e+00	8.830768277509868369e+00	5.893848343166403936e+00	1.489889450260146075e+00	4.581055770405504823e+00	8.667698561999294782e+00	4.015849921302370618e+00	2.893213435741848638e+00	8.327919097462588738e+00	-2.215990134712246515e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.667424991955243296e+00	1.195359138281263167e+00	1.726024919664568946e+00	9.292261949589943892e-01	3.379046015558187399e+00	2.805904486600510506e+00	5.673791503031663019e+00	4.514553932999164410e+00	9.421882230571021921e+00	-1.331858280113945909e+02
1.000000000000000000e+00	1.000000000000000000e+00	9.732148674907046271e+00	8.880521329826198240e+00	5.122726790347127412e+00	1.440276034343618727e+00	2.842656477239127621e+00	9.416919183947868532e+00	2.779016824148016429e+00	1.301216260925784018e+00	5.624922375560278631e+00	-9.982172907412848417e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.979938663424809064e+00	5.759358141976532508e+00	5.355502557484429715e+00	1.457418993862398704e+00	5.350155049195560508e+00	7.205364292365483259e+00	8.245209467958069638e+00	5.707084730008704199e+00	9.547832039839665441e+00	-2.812572760662786777e+02
1.000000000000000000e+00	1.000000000000000000e+00	9.456968671354509581e+00	9.452824221951022565e+00	2.498467266646732021e+00	1.110139226810232582e+00	3.428476930114655374e+00	8.406846962336000928e+00	2.675119034605820456e+00	1.638580640660296517e+00	5.817911399475102385e+00	-8.337386845264305180e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.048043516829391564e+00	8.196219267970350941e+00	9.508060209785211825e+00	1.650131571637769134e+00	3.585094137077256438e+00	6.014591043082076816e+00	1.760987653783127715e+00	1.626729459433719827e+00	4.536361253390513326e+00	-1.595741765224257733e+02
1.000000000000000000e+00	1.000000000000000000e+00	6.381084730708218800e+00	9.980667072684283880e+00	8.643783219486161684e+00	1.623408356234329775e+00	6.908769229729494477e+00	8.005583750498608708e+00	4.931666078355450900e+00	5.255219378881246683e+00	8.632228194737187721e+00	-5.584515397717356109e+02
1.000000000000000000e+00	1.000000000000000000e+00	9.293982870030060184e+00	4.149058010508108296e+00	7.021365564040879192e+00	1.557169301279934359e+00	9.713798603884368887e+00	1.142961544200111978e+00	6.923378479932665641e+00	1.667607749086839775e+01	5.430926793550450604e+00	-5.448227065344826769e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.794570339557462813e+00	7.916616482010439881e+00	5.157125340160794380e+00	1.441960172957492903e+00	6.430085427007949939e+00	8.358841280391510864e+00	4.937148063639368090e+00	4.778068153061538759e+00	5.247553446472061012e+00	-2.959093100269021193e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.761818665452608013e+00	4.614764847120735425e+00	4.714082586839293931e+00	1.405190309443654639e+00	1.677953862848462041e+00	1.363494327164887832e+00	3.490906311536493334e+00	2.426697399365521868e+00	5.407638581894189223e+00	-7.581888978734698981e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.401741940011952847e+00	5.319763764637060355e+00	6.854703830279710530e+00	1.548269131767799012e+00	1.682445128606027351e+00	9.003157587828010122e+00	6.020297521846585731e+00	1.350692914867788197e+00	8.621633706769811667e+00	-1.060135141796227174e+02
1.000000000000000000e+00	1.000000000000000000e+00	3.917379258777286211e+00	6.653980215146114041e+00	5.901160769134665252e+00	1.494801403899342684e+00	9.558231698623831818e+00	9.930023606756614996e+00	4.124824230664498437e+00	5.606112087516852860e+00	8.486686821357034560e+00	-3.764964584741379667e+02
1.000000000000000000e+00	1.000000000000000000e+00	4.494479413379664834e+00	8.859708883642765542e+00	1.548570311781038322e+00	8.765716718586890055e-01	3.666900151197074464e+00	3.645591650555777274e+00	9.392861141893401822e+00	5.304400007026727870e+00	4.640775468649542823e+00	-1.246763721533892380e+02
1.000000000000000000e+00	1.000000000000000000e+00	3.443187919344181225e+00	9.851144293826875398e+00	5.612353847661691653e+00	1.473184347628877511e+00	1.832680169967922268e+00	2.890255994047201682e+00	9.306376665007954685e+00	2.789504490293294836e+00	4.002403496203687183e+00	-1.865535783760483355e+02
1.000000000000000000e+00	1.000000000000000000e+00	8.451340829270510113e+00	7.915872300100646797e+00	8.254529777724263440e+00	1.606924880785809862e+00	6.385543911507750359e+00	7.890387211301829851e+00	5.528017611243245533e+00	5.256430811328442587e+00	5.417344995515047223e+00	-4.447725998430789787e+02
1.000000000000000000e+00	1.000000000000000000e+00	4.210864817109280622e+00	4.749925876733094299e+00	5.125268986686114303e+00	1.439835056021195214e+00	6.611005657264842128e+00	3.275773902008760619e+00	3.947009621458646311e+00	7.222946642345684509e+00	6.148071873528437870e+00	-2.350475237598110994e+02
1.000000000000000000e+00	1.000000000000000000e+00	3.538695429857156682e+00	4.790611353654028903e+00	1.474175694115231972e+00	8.467081830879124027e-01	6.844481783209809933e+00	8.784131712724347452e+00	7.633475369485123174e+00	6.357323159771557819e+00	3.145335219398504467e+00	-1.810694621350806131e+02
1.000000000000000000e+00	1.000000000000000000e+00	5.889801848180957755e+00	7.639603898253493064e+00	8.080188085192510528e+00	1.602181482479116958e+00	3.398989635823561617e+00	1.940842262731721224e+00	1.332947433516986191e+00	2.781776182490576232e+00	8.140537592142498724e+00	-1.875543201760474687e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.277213374468684659e+00	3.147492525553906795e+00	2.812118230705452415e+00	1.166551510257587632e+00	1.127699630372935635e+00	2.130943195733935536e+00	5.270529857920759120e+00	1.616969653284915598e+00	5.362197620106037732e+00	-6.423845659637233041e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.221889734920619475e+00	1.985680562016021611e+00	3.335120844100339266e+00	1.250062560566700842e+00	9.686596185509692702e+00	9.800284798870949388e+00	4.029457896361345881e+00	5.645139850213108268e+00	4.013751174444453618e+00	-2.026867647305464857e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.677274713899094438e+00	4.200468080257952153e+00	2.486015473105795071e+00	1.107244406834180017e+00	3.264260016653302898e+00	7.059963212307810210e+00	9.287869988344951366e+00	3.696653973281410988e+00	1.965306799881080035e+00	-1.204059248666141286e+02
1.000000000000000000e+00	1.000000000000000000e+00	9.878064109188144926e+00	3.585726918876121161e+00	3.967392056448313387e+00	1.330971019454446180e+00	7.075714087226979032e+00	8.615082229899607924e+00	1.113970219528023886e+00	1.613795540627894098e+00	3.152440439344251111e+00	-9.093402022904469106e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.946715551386672516e+00	3.674734802127999078e+00	7.805025338386317735e+00	1.594864031155521333e+00	7.361875807604413069e+00	3.923464372130955446e+00	5.972009309284979750e+00	8.897034685029233003e+00	9.540226846514896053e+00	-3.456323038623020807e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.773616056865062074e+00	3.101023137840518196e+00	5.678989349050518776e+00	1.475828224053631343e+00	6.493211918634406388e+00	7.090105775279691436e+00	7.660799994952963488e+00	6.745628871285534345e+00	3.748223647354433918e+00	-2.472715415179764307e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.056118835800650579e+00	1.373943066287094394e+00	2.846120070213593145e+00	1.173256374594740414e+00	3.805019541231379865e+00	6.350348217859655087e+00	5.363474464953084109e+00	3.487102600539029318e+00	2.515902035110027857e+00	-1.120987741801630193e+02
1.000000000000000000e+00	1.000000000000000000e+00	8.347489569307965596e+00	1.162362905383357514e+00	8.901407988023574802e+00	1.632753633690076533e+00	3.444188867523361175e+00	6.426335586905604025e+00	1.763318006080177414e+00	1.487179285507260973e+00	5.147169498553102684e+00	-5.110806306193231308e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.358722123827519113e+00	9.888301052608152730e+00	8.911562624107432384e+00	1.635586554692800121e+00	6.383759936731634888e+00	7.141270533757560379e+00	9.755249448984365301e+00	7.357858230951265455e+00	3.758781920190827019e+00	-7.623837840707292344e+02
1.000000000000000000e+00	1.000000000000000000e+00	7.559690044898999872e+00	4.843406129577004116e+00	8.838562704616544252e+00	1.628568567242963505e+00	8.793172887638341706e+00	6.176212117603005147e+00	5.655720302784241760e+00	8.419185317679817260e+00	1.324681524910497288e+00	-4.810164370643068992e+02
1.000000000000000000e+00	1.000000000000000000e+00	7.937352985312449150e+00	4.467116458745345575e+00	3.144994298432267410e+00	1.225854026087761284e+00	9.527382981027376019e+00	4.861119064955926383e+00	6.540475548952832341e+00	1.090885097508576784e+01	3.899765218755016249e+00	-2.730556317715297041e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.668472909252860070e+00	7.113363753833650271e+00	5.060590965232115934e+00	1.433708358912473724e+00	1.959304300683211819e+00	3.487854267704158406e+00	3.136597734037388285e+00	1.864916375800590442e+00	5.903680972379844683e+00	-8.894217273303929971e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.232280042516749496e+00	2.954047301486388832e+00	9.872896431366928738e+00	1.662738503213113006e+00	2.394015726045458869e+00	7.919062565263432774e+00	5.351551762940728985e+00	1.938677015836256512e+00	5.965623043525555502e+00	-1.234124817041270461e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.033389119595810701e+00	9.557039454615338769e+00	7.944463393627471781e+00	1.597639592689698018e+00	9.500182486616077782e+00	3.039175958528621990e+00	4.867104112668835469e+00	1.169489860196185660e+01	4.206367697446640186e+00	-9.603046852549878167e+02
1.000000000000000000e+00	1.000000000000000000e+00	8.770146837836119147e+00	8.074299641595398924e+00	1.235821291454176629e+00	7.665432733482266947e-01	7.623550777388779842e+00	7.233909831347768105e+00	1.665082789689029896e+00	2.868331246990065253e+00	5.026633269078810251e+00	-1.043168893099597625e+02
1.000000000000000000e+00	1.000000000000000000e+00	6.608185706885433497e+00	1.801317601018953551e+00	1.581029521182371500e+00	8.862630646664105827e-01	8.946741074621336054e+00	3.104812911879717863e+00	1.969286861319243576e+00	6.925483084823227387e+00	9.693650511495025768e+00	-8.293041480594339987e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.978695945485914098e+00	4.748405853900467655e+00	5.180872561642608787e+00	1.441059789057898000e+00	2.826778028936887566e+00	6.629541068264548365e+00	8.534014656161199142e+00	3.183485855575344026e+00	4.403571100953041828e+00	-1.496053951331632561e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.574509367356991207e+00	8.921749898635431109e+00	9.184388386575720986e+00	1.642791637998705756e+00	6.286517948945504308e+00	7.725659026757013770e+00	3.157718499449297944e+00	3.652597598228769726e+00	3.325744749014553747e+00	-3.780849106119153475e+02
1.000000000000000000e+00	1.000000000000000000e+00	3.797822290250587152e+00	9.495414618661301986e+00	5.847604564024138973e+00	1.489804905124278323e+00	7.298360452050956404e+00	2.974900365662671131e+00	2.744442455171238304e+00	7.044020642684651889e+00	3.186358209647034645e+00	-4.371210182761113288e+02
1.000000000000000000e+00	1.000000000000000000e+00	3.926089255943110423e+00	5.206938763564465944e+00	5.477501531408452529e+00	1.464208341230026855e+00	7.127874994624460392e+00	1.535867239531461204e+00	5.546870919881317086e+00	1.114614196771571386e+01	5.120184125609817727e+00	-3.633987762361857676e+02
1.000000000000000000e+00	1.000000000000000000e+00	7.565298051510062294e+00	6.525779548991685886e+00	1.951943288278558786e+00	9.907313713025387436e-01	4.674394969715329751e+00	2.174102504748530951e+00	7.912654576366879411e+00	7.327950915577114976e+00	7.845564294701678598e+00	-1.421687822227877689e+02
1.000000000000000000e+00	1.000000000000000000e+00	6.743268891092299988e+00	2.505651586979220191e+00	6.906332478896171523e+00	1.551697537082538769e+00	1.136498980077105481e+00	6.447513056832057110e+00	1.558076371846918162e+00	4.407937473950591101e-01	2.861224731694231416e+00	-1.680588678561102256e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.987181138292628546e+00	9.920185773771438065e+00	8.400616228756286219e+00	1.616193623703546578e+00	6.250974630159414680e+00	8.646013986098759929e+00	6.188285292272436067e+00	5.217967027162631055e+00	7.388608612987241031e+00	-5.427690817342378296e+02
1.000000000000000000e+00	1.000000000000000000e+00	5.251128196262119019e+00	3.075578677801896532e+00	4.419742337087653183e+00	1.378888148204453934e+00	3.286167291117661815e+00	1.394874207055764037e+00	2.066981292345131838e+00	3.909436326668303874e+00	1.194676771983023134e+00	-7.251803401242291613e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.069469426586887373e+00	9.480081344626841044e+00	7.975550097677406747e+00	1.597251860086181585e+00	5.037120420753010031e+00	7.609878659284445845e+00	1.323736587692399880e+00	1.503511791805483000e+00	4.774201654301554854e+00	-1.619473311695717257e+02
1.000000000000000000e+00	1.000000000000000000e+00	7.417154099456191751e+00	6.847864602529770472e+00	9.676769906526967446e+00	1.659967591095995010e+00	9.620579972172583538e+00	4.071273040902875451e+00	1.475934283887748277e+00	5.118860197505059162e+00	7.989088960856251198e+00	-4.006868888036095768e+02
1.000000000000000000e+00	1.000000000000000000e+00	7.851929315166480627e+00	6.465251978049079362e+00	2.831825260896879026e+00	1.169038567061341460e+00	4.583594872215127403e+00	5.312935653333725305e+00	8.500446479338499728e+00	5.643878444892202140e+00	4.046112640067903499e+00	-1.790573148699394608e+02
1.000000000000000000e+00	1.000000000000000000e+00	6.051698805501230183e+00	5.615327920348490487e+00	5.709697058661463487e+00	1.480127182463858659e+00	8.560916332554306507e+00	9.356076051414698114e+00	2.057644234085169721e+00	3.091474328184411480e+00	6.066262540526205171e+00	-2.065188091877502643e+02
1.000000000000000000e+00	1.000000000000000000e+00	7.942274208095397192e+00	3.079820954762368057e+00	3.585541724852495005e+00	1.283063406848758969e+00	2.697557967974149484e+00	3.986636075891580866e+00	1.410001117425879302e+00	1.407461865294119985e+00	2.845188463832427406e+00	-3.453363624858124581e+01
