G	c	dx1dt	d2x1dt2	dx2dt	d2x2dt2	d1	d2	m2	m1	Fg	Fc	W
1.000000000000000000e+00	1.000000000000000000e+00	1.224291956056415387e+00	3.067595960053769222e+00	1.219563749142297704e+00	5.948168448427922250e+00	1.260973588842084991e+00	1.352899450085493172e+00	2.438633233223190366e+00	8.274719966402294347e+00	3.929202445918393494e+01	3.221756113293643420e+00	1.583616213487980495e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.743061752210381954e+00	9.905355881031118415e+00	1.560414075074733509e+00	3.582416600697275300e+00	4.489522429984092788e+00	6.718005056049428658e-01	7.286465453463526032e+00	8.445364792858804037e+00	8.050849093480575647e+00	8.238109749106394375e+00	-7.745861680848277331e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.565783089715310439e+00	9.529520837028274016e+00	9.191073419462675531e+00	3.793170102451334014e+00	7.383744729537959905e+00	7.815560356655351093e+00	5.830689280303327671e+00	9.838825831493128504e+00	1.288058920514646566e+01	3.606116076073899279e+00	-4.303905881831865372e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.927393418871398367e+00	1.312993321154241499e+00	2.252025696387997655e+00	4.110110937449555912e+00	2.764061959436614924e+00	2.115932337216657189e+00	6.637609599119987713e+00	5.531889247405971766e+00	6.678279461964985231e+00	2.840934858028006271e+00	-4.403756467653701634e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.609058951623971723e+00	7.407277858561944761e+00	5.762293804177221368e+00	6.574039728630872048e+00	6.824276989463455401e+00	1.495802606737596818e+01	2.785208414782488262e+00	5.070334449775708130e+00	2.420715751524146597e+01	5.556780720235142468e+00	-1.947586402956638096e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.654979083915150362e+00	9.456194499112044127e+00	4.762059492037423958e+00	4.071149562915321596e+00	3.383372016766413637e+00	5.972747302370420286e+00	2.887025564916679610e+00	7.745283230575891409e+00	2.138270780514385194e+01	8.791306913885268415e+00	-2.572033534331404780e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.794395369262930195e+00	2.581147532364095554e+00	4.133850974795177713e+00	7.529715510549573665e+00	8.969281138065289483e+00	9.910051596051223655e+00	1.400603253581560459e+00	2.245015290318764567e+00	2.433434883426080475e+01	3.153457578628450442e+00	-4.107191065426216028e+02
1.000000000000000000e+00	1.000000000000000000e+00	5.614984641695811796e+00	6.045756467447541915e+00	9.117438434282302495e+00	4.720697277369484191e+00	9.037258270044290498e+00	1.438599235324587866e+01	3.822688475353139381e+00	5.973975750533008444e+00	1.410635939436533803e+01	1.750875668924403161e+00	-5.070718327024956693e+02
1.000000000000000000e+00	1.000000000000000000e+00	4.871916056424400843e+00	9.249160368425398460e+00	1.260143393822021007e+00	1.557395511151429268e+00	3.689144178620884063e+00	7.628539821447241076e-01	6.108921522408679472e+00	5.857641283310953462e+00	3.149271989991683895e+00	4.324542096120001844e+00	-2.039973871932795291e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.695917599780880192e+00	1.354219519491054458e+00	6.967302189591687345e+00	8.099818793615773060e+00	3.079119215680610644e+00	6.012395499718940606e+00	8.711372627954222736e+00	1.844592932221357673e+00	3.059757256380580159e+00	7.824254708675150383e+00	-2.105191223899226429e+02
1.000000000000000000e+00	1.000000000000000000e+00	6.478972150562243293e+00	7.271698260207656084e+00	9.784307751964954392e+00	3.551635275644438927e+00	4.670753215256937985e+00	6.953443784950830597e+00	7.044235260976232205e+00	4.797236209063654222e+00	4.986653175266543059e+00	6.016998049458008424e+00	-2.346857351692256941e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.339124922455541267e+00	3.617549557856362785e+00	6.016786865964843578e+00	4.832923737686189547e+00	3.171857013678848869e+00	8.597325750402831090e+00	4.971227409446665746e+00	8.618974442008266124e+00	1.724319591668518470e+01	8.411139687525375663e+00	-3.893047799694088695e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.705872146778074416e+00	9.313525053964157863e+00	9.541721897702590383e+00	7.142095939070084221e+00	7.012981178852062847e+00	1.833962802484198207e+01	9.514581511852068019e+00	8.734782258762258778e+00	1.304880536758025755e+01	9.680785793912484394e+00	-4.350787269521230769e+02
1.000000000000000000e+00	1.000000000000000000e+00	4.293709951797929136e+00	9.772797014642213398e+00	1.416499429865942794e+00	4.021604472783180562e+00	8.425242935842241820e+00	3.042259276183310934e+00	7.521609048592849511e+00	1.836045966292940257e+00	1.911212415310014290e+00	8.131436337924863977e+00	-1.371500972040801400e+02
1.000000000000000000e+00	1.000000000000000000e+00	5.073858756147117788e+00	9.475754585529287510e+00	4.797713583083187849e+00	1.508899877524036759e+00	7.039566463815303266e+00	6.640773654417024829e+00	9.293305095857640197e+00	1.684339757850612962e+00	4.503131819951866066e-01	6.394886197882970968e+00	-8.803629806667562718e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.051030899849802580e+00	5.301710492415960374e+00	3.305941732638370212e+00	4.425836368309909119e+00	8.350039200923921712e+00	3.376922978620108928e+00	5.673123531667669361e+00	3.355550071635367892e+00	5.332753313795038252e+00	5.438962539645522121e+00	-3.259598678096346589e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.941281209430843369e+00	8.823178534978829646e+00	7.639207219683402883e+00	9.577759239695735616e+00	4.444863097012087927e+00	1.234086963705345852e+01	3.437887011192600539e+00	8.886919111622299638e+00	5.036038500460011136e+01	1.383180355346818491e+00	-1.805219319689352631e+02
1.000000000000000000e+00	1.000000000000000000e+00	5.729559592663183487e+00	8.614308993862328734e+00	9.805267471867409768e+00	6.711567688635619255e+00	2.355702453998532953e+00	4.191444403014247477e+00	1.536438461624902052e+00	2.153863671883955000e+00	1.968285869358515328e+01	9.781254345675460371e+00	-1.779288865484585926e+02
1.000000000000000000e+00	1.000000000000000000e+00	6.338517666827105046e+00	3.870349481956121274e+00	3.324831453563013905e+00	6.975305774776134449e+00	7.739827171197593003e+00	3.925796429126249265e+00	7.648528617609006375e+00	7.635935510417536598e+00	1.420446425633454446e+01	4.443160488305178291e+00	-4.229092180499529832e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.385138560713946143e+00	8.506376964234226179e+00	6.851650747889880932e+00	6.619905994448074260e+00	4.227402344667036793e+00	2.058556842848758350e+01	2.071416370405001928e+00	1.931099251705993947e+00	1.231701764291352319e+01	2.325938111453986323e+00	-8.332753845616926469e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.474238292478956325e+00	1.285442487622848518e+00	2.834628998187981530e+00	2.742252389470006602e+00	7.083704011468747730e+00	2.924128635540444332e+00	3.730595571295323154e+00	6.616244870600814565e+00	9.853991914610764624e+00	7.054532358444159712e+00	-1.252162492556957005e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.547913776644742168e+00	6.313316915024797638e+00	6.051763990451267894e+00	4.824780057563333280e+00	3.320078059825553929e+00	8.252655494609744125e+00	5.821169802768666912e+00	4.227974509881165410e+00	7.103343224687082014e+00	3.529232829646827163e+00	-8.762765461790161226e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.518169923391748943e+00	3.055249708612477022e+00	5.268344681614814284e+00	7.788792686155844969e+00	1.676145893163666578e+00	5.669005263524661054e+00	6.079080219215535763e+00	8.076218889033066617e+00	2.074012273519326399e+01	6.289535789302753699e+00	-1.787013114657160173e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.544301920801379069e+00	2.057737949843783998e+00	9.693052480455110143e+00	1.882851691281291151e+00	9.859457816189237889e+00	1.007238137401760625e+01	6.364314401855618364e+00	3.153775651973549365e+00	1.887612639589800967e+00	6.243520737175806801e+00	-3.459232474078233963e+02
1.000000000000000000e+00	1.000000000000000000e+00	9.762260908022636130e+00	1.647887644737822344e+00	6.402444565392514164e+00	3.500073955087142252e+00	2.394794393842568425e+00	1.757693675818561507e+00	2.447137146913938466e+00	6.772454170055770994e+00	1.897313902373950256e+01	5.096906872217542350e+00	-1.054570389030270547e+02
1.000000000000000000e+00	1.000000000000000000e+00	8.178189386761729907e+00	7.368430792154216036e+00	4.198098739925387513e+00	3.562892309177245753e+00	1.002771160326127209e+01	4.962087638692429081e+00	4.429369507906088188e+00	3.138287455906666690e+00	4.996301413657637802e+00	8.434224404983012846e+00	-3.552511347325039424e+02
1.000000000000000000e+00	1.000000000000000000e+00	3.786261198171702258e+00	4.179706035046919510e+00	1.994193559855777620e+00	4.991458140606538585e+00	9.820588365467449066e+00	5.243391591378298244e+00	6.496218184443192989e+00	7.388991785727412775e+00	1.114648418435771404e+01	3.410119781250685378e+00	-2.042856754147702247e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.953457343989032813e+00	7.503223777616204515e+00	2.360821840770822355e+00	9.837360117775578061e+00	8.236722071326262551e+00	1.010845357214294360e+01	9.668303593646218275e+00	8.778006188753092687e+00	1.822594296713959849e+01	4.969470701980289284e+00	-2.424471335431634884e+02
1.000000000000000000e+00	1.000000000000000000e+00	7.127758144473856028e+00	1.593309538023528038e+00	3.010059336382892692e+00	1.463566045771090396e+00	6.920947623996583253e+00	2.938028349878647472e+00	7.570272310546200423e+00	2.113941892042430659e+00	8.829644579288079553e-01	5.812023994027940788e+00	-8.569597621429834078e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.053066466696201964e+00	3.827163051361289980e+00	3.186222295468489119e+00	5.684402216543970709e+00	6.274607173739388699e+00	4.052313208651614040e+00	9.298213196307525408e+00	8.814735858724009887e+00	1.069797663618157557e+01	6.983635613721067337e+00	-2.374291791645747196e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.060980935177392670e+00	5.917033537618745065e+00	8.651293198162267828e+00	2.664883565575947522e+00	8.907843122710751516e+00	3.633894171734494449e+01	7.911325346748872001e+00	6.317986618626447282e+00	4.034907207024616582e+00	8.069386125915187336e+00	-1.023215201247012942e+02
1.000000000000000000e+00	1.000000000000000000e+00	5.480464946516740987e+00	8.189143576102035027e+00	6.120849337930944323e+00	9.748249100594145844e+00	3.598998413930504903e+00	3.986593675085602584e+00	6.302141313491496533e+00	2.159863734786048095e+00	6.592318313103684879e+00	4.565511461307576901e+00	-3.782091049326243706e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.292893204440008770e+00	3.769900576853266294e+00	5.765907929740974325e+00	2.059060520105274072e+00	5.179757442119588440e+00	2.262408969927104607e+01	2.696321569983321620e+00	4.835236726132711382e+00	7.455071231778730656e+00	6.822527930826839615e+00	6.362326226447388322e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.167268028593261064e+00	6.659503612177668508e+00	2.045718638635506625e+00	4.651738309249682679e+00	6.502729244800661057e+00	1.584284110763896303e+00	7.023407773407972066e+00	2.471165214766150253e+00	3.386097338915724730e+00	2.321215524209527370e+00	-1.929968099658836138e+02
1.000000000000000000e+00	1.000000000000000000e+00	3.295609697014522776e+00	8.901099223463097232e+00	8.802672819275468186e+00	7.574128868323774633e+00	4.683879928726095265e+00	1.237664562516924605e+01	6.565866940467746993e+00	7.249993920927272129e+00	1.680245462219917130e+01	9.385070261518743351e+00	-2.624057177976207527e+02
1.000000000000000000e+00	1.000000000000000000e+00	7.000509623482214394e+00	6.640584108589420609e+00	7.446825805804834886e+00	7.293014436398060241e+00	4.851838959232567028e+00	5.205536118150859259e+00	6.386116455696234873e+00	7.840306001427210347e+00	1.790437244158209396e+01	4.449218938954786928e+00	-4.574889988474478173e+02
1.000000000000000000e+00	1.000000000000000000e+00	3.851339654010850211e+00	3.121126953591371045e+00	1.591044806052357874e+00	4.787172556409341695e+00	4.083186995473336189e+00	1.692404532743276402e+00	5.374143286435799638e+00	1.917302187399658520e+00	3.275739782567272496e+00	7.576127654339562589e+00	-7.898833392707292944e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.677125461507221971e+00	1.173802812843044663e+00	7.392370849585356396e+00	4.176392411831571394e+00	6.007549792272153688e+00	7.922825976401933090e+00	5.746404804140510691e+00	5.471579469039460797e+00	7.803325249537731878e+00	1.179561525550884227e+00	-2.939920437037588954e+02
1.000000000000000000e+00	1.000000000000000000e+00	5.846786828247357626e+00	8.817464785339474531e+00	5.884642907713211635e+00	4.537051230024089499e+00	8.658420502267683005e+00	8.503136732388501429e+00	4.107221806287352450e+00	8.322641479783788654e+00	1.904797368675345481e+01	2.885654162588400684e+00	-3.809490755425863995e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.685510915133111798e+00	1.175348445050774737e+00	1.721899385784052328e+00	3.403166091128118964e+00	2.714930981826013667e+00	1.845476148373031089e+00	5.598281111299599822e+00	9.509039659256920629e+00	1.115126656026870045e+01	5.388731011443798735e+00	-2.367141661071294223e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.749102371070936357e+00	8.901527900857608699e+00	5.058410406924651603e+00	2.864436470261725987e+00	9.386651801043324639e+00	4.923268900425893158e+00	2.849077033084713939e+00	5.542317458794256524e+00	1.137118112814560256e+01	8.915025705497329866e+00	-3.086857957865704520e+02
1.000000000000000000e+00	1.000000000000000000e+00	7.964466123977897993e+00	5.818397430912494173e+00	5.247342161265835969e+00	5.433224093017380518e+00	7.218750422890935603e+00	4.880805823658293185e+00	8.287045892436776029e+00	9.559007685225370921e+00	1.246123276412477132e+01	5.724857604053704918e+00	-4.481189218814101878e+02
1.000000000000000000e+00	1.000000000000000000e+00	9.556550796631963607e+00	9.387732730055288854e+00	2.537130594007317441e+00	3.414547517131509391e+00	8.437379047287064893e+00	2.159154769273474717e+00	2.757959876437769964e+00	5.864587164010614195e+00	1.487545391911221238e+01	9.312619885139811871e+00	-1.950209138221875378e+02
1.000000000000000000e+00	1.000000000000000000e+00	8.968801465956184771e+00	8.291341896680968659e+00	9.524713167732883790e+00	3.492163318931106986e+00	6.037800010285389263e+00	6.262749283905256981e+00	1.936780865275085972e+00	4.672831048934023457e+00	1.825533797885544018e+01	5.362399272047790433e+00	-3.318813274707759433e+02
1.000000000000000000e+00	1.000000000000000000e+00	6.261093564639643283e+00	1.007073403150373636e+01	8.699583547295931751e+00	6.945822096809937563e+00	8.037296700636204605e+00	1.099382471962746877e+01	5.004746335099318877e+00	8.607013692408555627e+00	2.391540599163863945e+01	5.478535614897463546e+00	-6.876046615015619636e+02
1.000000000000000000e+00	1.000000000000000000e+00	9.257313077095272291e+00	4.107710726649353106e+00	6.997058394888328259e+00	9.832576945504078125e+00	1.177418860695262470e+00	9.603544532283676549e-01	6.975550718689744301e+00	5.402464950332928062e+00	1.517315493406851523e+01	2.101429217747976530e+00	-1.718820623670092971e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.834882890854186321e+00	7.908744677206599683e+00	5.121302938981418862e+00	6.471298794957629497e+00	8.367915206528111938e+00	2.377718293327584931e+01	4.867445502371914756e+00	5.183657116473365356e+00	1.343052880591593734e+01	8.180241105428248005e+00	-1.805538695892282988e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.706700185874164610e+00	4.712553163832994940e+00	4.706251425900301655e+00	1.650176120918255052e+00	1.304172998218537494e+00	2.407039873126699980e+00	3.425708896757346800e+00	5.474853974386950206e+00	4.971688074505868471e+00	3.266206708709440409e+00	-4.196555563419702928e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.353952422886209428e+00	5.387469761204044971e+00	6.905927128009423654e+00	1.621682727611818642e+00	8.908361599844038636e+00	4.391051125650754727e+01	6.043301343306842099e+00	8.573879592674183314e+00	4.977626769189061662e+00	9.078612672894882607e+00	-4.493325539094509047e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.979445193178925422e+00	6.628815630773052803e+00	5.896106835218389186e+00	9.511221209312401115e+00	9.897886929157326819e+00	1.487961288443018049e+01	4.029861499151103033e+00	8.467314251078395415e+00	3.935663716438098447e+01	9.235590047180558315e+00	-6.392529197910689618e+02
1.000000000000000000e+00	1.000000000000000000e+00	4.523130132762015698e+00	8.908397022189925352e+00	1.604729733937716007e+00	3.784063903116669181e+00	3.639274727491499828e+00	1.187316481172766780e+00	9.429573317594430293e+00	4.531101785390395875e+00	3.584308492253011291e+00	9.470092385329543561e+00	-4.688924522779609561e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.462548991471585680e+00	1.002349002899887331e+01	5.556959018562542596e+00	1.810883406759524972e+00	2.961168021732679012e+00	4.643648651304436825e+00	9.186680593617611024e+00	4.047784859556458059e+00	1.544197587582086140e+00	5.700945682501429523e+00	-2.714185608103082004e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.500930927579924301e+00	7.920310933573342815e+00	8.248718011893144464e+00	6.355529905330724816e+00	7.882790549164585769e+00	7.648332545706407082e+00	5.584559982191406036e+00	5.490358917134136263e+00	1.239589723592216330e+01	7.066149377388335040e+00	-7.780824511517295150e+02
1.000000000000000000e+00	1.000000000000000000e+00	4.187767183608024801e+00	4.724705832445072140e+00	5.129287441287276650e+00	6.604262229634874082e+00	3.266530057112570162e+00	3.908114678157127653e+00	3.933306890531499178e+00	6.200960888977210317e+00	2.066462239709772319e+01	7.980307331683317962e+00	-1.490345008858103313e+02
1.000000000000000000e+00	1.000000000000000000e+00	3.507898800927281791e+00	4.801805004909677876e+00	1.535326179163405191e+00	6.819388011695189711e+00	8.811060911751427582e+00	3.551577362162994689e+00	7.641137066812714096e+00	3.057708743578235744e+00	5.613413830208068944e+00	2.095472081004808640e+00	-2.317077066878308642e+02
1.000000000000000000e+00	1.000000000000000000e+00	5.928092506286372299e+00	7.651956787068701082e+00	8.087968251409584752e+00	3.491481049403319048e+00	1.910875917711381211e+00	2.562667405359812189e+00	1.289359435735067283e+00	8.178623438174993154e+00	4.160196711618979748e+01	6.435966384402645346e+00	-2.872773020532581967e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.195528591994022172e+00	3.119813514261969623e+00	2.908686356090832259e+00	1.081078684759558817e+00	2.177746570415466376e+00	2.670209671216627445e+00	5.168764466143613845e+00	5.287355308414835697e+00	2.227010474523590133e+00	1.328453112331909436e+00	-3.177113380809661880e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.103802211338843264e+00	2.018835310337958600e+00	3.253173051557007422e+00	9.749050980617365525e+00	9.920177271022112109e+00	3.976178344228789463e+00	4.094648160439353646e+00	4.009567204484462799e+00	1.908903543696267491e+01	5.500872486440833597e+00	-8.392136370835972912e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.647505111762167518e+00	4.121815135361988958e+00	2.489530849179654837e+00	3.264646713551120794e+00	7.183881025627937511e+00	1.053794169785115820e+01	9.358101958167662104e+00	1.972544708264709623e+00	1.316056461624392604e+00	2.408290459165508768e+00	-8.195020234207008514e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.932364168615780642e+00	3.548126234432802395e+00	3.981841314584130931e+00	7.149577466710152152e+00	8.627270772410858157e+00	3.460372542609770452e+00	1.088743997107752381e+00	3.166479723276948377e+00	4.023873036933309066e+01	2.605591997924433301e+00	-5.876534485449686827e+02
1.000000000000000000e+00	1.000000000000000000e+00	7.964034600537319264e+00	3.708955417836964141e+00	7.845002935562861879e+00	7.445341940462259167e+00	3.937314751594516604e+00	3.749362400953200947e+00	6.011648530059651385e+00	9.572613598787793165e+00	2.344473649013190197e+01	4.337020020874940762e+00	-3.990985328695021508e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.834840395061740903e+00	3.004843561379300088e+00	5.629561838584157485e+00	6.494657164279379558e+00	7.174353220341807003e+00	1.446295473012387944e+01	7.644527221508854886e+00	3.745460169676175788e+00	6.350812769041406014e+00	4.944962173774546166e+00	-3.026733171426076296e+02
1.000000000000000000e+00	1.000000000000000000e+00	9.405709719753510001e-01	1.429083329794311963e+00	2.936940727155992636e+00	3.799110973969434202e+00	6.340008096738390719e+00	1.712144921180571089e+01	5.380988963299713213e+00	2.412981760615330984e+00	3.572822898886405696e+00	6.566449411986400087e+00	-3.916905620783433051e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.356228522088253285e+00	1.048935753035837637e+00	8.901186523673269235e+00	3.443448788623973744e+00	6.465346322132626611e+00	6.910964986485236494e+00	1.810275015959837530e+00	5.175164523222998803e+00	2.005182758249070929e+01	1.698278297965976513e+00	-3.116888704716222378e+02
1.000000000000000000e+00	1.000000000000000000e+00	7.397105257301268999e+00	9.793185227200195797e+00	8.856212609985760764e+00	6.373884247726932628e+00	7.080960559119136910e+00	8.561082918983615286e+00	9.782605470349926335e+00	3.769099357703589170e+00	5.064211099269086525e+00	5.579962065318937903e+00	-7.007142762828515288e+02
1.000000000000000000e+00	1.000000000000000000e+00	7.487955179795513949e+00	4.822199235382022664e+00	8.834320985870846243e+00	8.705162885003518980e+00	6.161301313530989532e+00	7.166279445551306360e+00	5.735661892136086237e+00	1.267332723143414164e+00	4.177832851639560197e+00	2.618516643765386398e+00	-8.657587745361988709e+02
1.000000000000000000e+00	1.000000000000000000e+00	7.988090340385232579e+00	4.474898502356349894e+00	3.131874211964923216e+00	9.604645151108345047e+00	4.924534280868909875e+00	1.899949374052305240e+00	6.556142929943580278e+00	3.822935199972325115e+00	1.154254663026787497e+01	6.149964320464156309e+00	-3.930721796349521924e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.660366122750109419e+00	7.190552018293256076e+00	5.214834645954002923e+00	1.966457505741264322e+00	3.444184507985177834e+00	1.063146413701840487e+01	3.131028812756125213e+00	5.980751431988815092e+00	7.234622313950378469e+00	6.765170299396227271e+00	4.310630743490969863e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.392421792104600264e+00	2.967490634059987809e+00	9.922881136879597719e+00	2.330494584491195731e+00	7.910257099005276515e+00	1.849423330995850634e+01	5.309709951802401129e+00	6.032391384923702304e+00	5.260400813815786059e+00	5.929711528973699686e+00	-1.770853589476454886e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.924982796729044709e+00	9.535934498812006055e+00	7.950854417009754371e+00	9.390703530577132696e+00	2.950705490718319890e+00	1.181562556820618859e+01	4.836093761599139285e+00	4.247432816698918145e+00	1.654891239113363000e+01	7.586518232584393395e+00	-1.205044888562538432e+02
1.000000000000000000e+00	1.000000000000000000e+00	8.842031529867034223e+00	8.109348137502728093e+00	1.238327140633799450e+00	7.502815375018240474e+00	7.340441914059038453e+00	1.171944959895226290e+00	1.718503460978358488e+00	4.988935585708518694e+00	4.590504633597591067e+01	3.967615995554230501e+00	-1.981425386225089937e+02
1.000000000000000000e+00	1.000000000000000000e+00	6.588350085946637513e+00	1.756249562223198613e+00	1.639355365845740486e+00	8.988653418651750826e+00	3.168791880964582752e+00	6.024387404237202537e-01	1.873050267837833349e+00	9.552742250589048467e+00	8.856727889195191494e+01	7.790012035260086343e+00	-8.237816761561666112e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.890556972540431424e+00	4.765982862448630009e+00	5.230536077808097595e+00	2.790186130395319708e+00	6.638217215374315749e+00	8.542664245586191640e+00	8.597919263570684478e+00	4.437733161434969098e+00	2.999036740939510448e+00	4.952854013948395639e+00	-1.495455436923485024e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.543504709444681655e+00	8.845337706574737169e+00	9.022216209188121283e+00	6.263647359002392001e+00	7.751348361743901627e+00	4.503454368562031362e+01	3.142955518000166926e+00	3.343988272149447383e+00	1.309581980685592306e+01	5.251467688456144423e+00	-1.569374659065442188e+02
1.000000000000000000e+00	1.000000000000000000e+00	3.813858933896321801e+00	9.507182839085594139e+00	5.883820021398149969e+00	7.336681973016505154e+00	2.989989363634603770e+00	4.433208262208450989e+00	2.709714243297602465e+00	3.170822596316533293e+00	1.700928437099240398e+01	6.851245841871310915e+00	-1.536147283787225604e+02
1.000000000000000000e+00	1.000000000000000000e+00	3.982800801720546069e+00	5.199390602977503661e+00	5.481856785104876728e+00	7.093071345911186043e+00	1.614892450004215663e+00	2.093079509169907482e+00	5.483925069534457464e+00	5.181068493487892113e+00	1.314809928722525711e+01	1.208580193787555768e+00	-8.824061157408915790e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.659653637797593007e+00	6.475959822910871466e+00	1.876866507038503995e+00	4.702950638456990795e+00	2.150504921970718630e+00	6.143822633775669617e-01	7.955721213297891836e+00	7.881810536466440809e+00	9.042727276097073386e+00	6.870266044888224677e+00	-5.031854861016741154e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.814974487324806596e+00	2.512486977655560061e+00	6.959623297551669197e+00	1.143711031454483829e+00	6.493858945768835156e+00	6.574012130583112956e+00	1.556715418916962745e+00	2.863472866363365288e+00	4.107837189471154282e+00	6.531566582397859477e+00	-7.527028653371546341e+01
