G	c	dx1dt	d2x1dt2	Fc	m2	Fg	d2	m1	d1	W
1.000000000000000000e+00	1.000000000000000000e+00	6.045291727178282670e+00	8.889638484300226295e+00	5.867192299448443116e+00	4.635055547110482621e+00	1.457514723390342937e-01	8.642217151733012415e+00	2.155375003489038710e-01	4.063881106599276372e+00	-7.378531725350458146e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.623438762613683473e+00	1.162341566709133245e+00	1.731014895573265377e+00	3.386389676954043804e+00	4.283306639321464715e-01	2.791376222406859231e+00	4.561935405190055692e-01	5.645884379049397772e+00	5.057992944804651003e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.709042787723511481e+00	8.869953572218989279e+00	5.102382934122873692e+00	2.923734849182656248e+00	1.977191083090994450e-01	9.464862687125332741e+00	1.970139452713207395e-01	2.754228488712765710e+00	-1.360666838511257311e+02
1.000000000000000000e+00	1.000000000000000000e+00	7.973397357784760331e+00	5.788628917392856899e+00	5.317169157448417671e+00	5.380965135719720571e+00	1.782605110755834110e-01	7.181689631929091711e+00	1.531011918381897097e-01	8.277689483354382816e+00	6.584811949199381331e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.418288724225348574e+00	9.481942868631582755e+00	2.531947453252829217e+00	3.383360168324601958e+00	7.575019819532877174e-02	8.394413874433036327e+00	6.633133076360354929e-02	2.723303121162128804e+00	-1.766838120829114018e+02
1.000000000000000000e+00	1.000000000000000000e+00	9.112886065014794923e+00	8.238391674951108357e+00	9.495474754192423816e+00	3.560243248898201429e+00	3.243970543270525697e-01	6.082602443676238479e+00	2.267657733334052794e-01	1.735447737698144310e+00	-1.585817452650858854e+02
1.000000000000000000e+00	1.000000000000000000e+00	6.252780168036926156e+00	9.993152190155255354e+00	8.570451434264816371e+00	6.871424168906306917e+00	1.264431099485017751e-01	8.043335366208641091e+00	1.640333052747305898e-01	4.913356497246004650e+00	3.843806325730338358e+02
1.000000000000000000e+00	1.000000000000000000e+00	9.268125556832904621e+00	4.133138501435062118e+00	7.051628659807431809e+00	9.782746435467391422e+00	1.750291923430656871e-01	1.236370310473586143e+00	1.360834316949883528e-02	6.893714645196955537e+00	1.579883576673908507e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.840722187834764156e+00	7.885240314152241581e+00	5.094091993609248803e+00	6.410807881234710237e+00	9.718295622073949702e-02	8.434003345448070732e+00	4.600533951665629617e-01	4.866411187856749088e+00	1.285354922605974650e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.747928467337648506e+00	4.618806410878724122e+00	4.642210861973163460e+00	1.649590869803693183e+00	5.959063068995045231e-01	1.312926445995993063e+00	2.969287709243714213e-01	3.478731651560022620e+00	2.709090032329592113e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.362619259319463927e+00	5.332765798175488570e+00	6.924612758823396774e+00	1.697563305908542874e+00	7.652911929435043392e-01	9.063142497305564760e+00	4.918680103706583928e+00	6.007305541283082029e+00	1.478010270819838645e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.951828097400093220e+00	6.639361782015544833e+00	5.842829099591681619e+00	9.557548969737696964e+00	9.440404469185322001e-02	1.001074720568372456e+01	2.321714013503030638e-01	4.053859809561722649e+00	-4.423871548018622661e+02
1.000000000000000000e+00	1.000000000000000000e+00	4.547149706318297291e+00	8.864162346216962973e+00	1.432551937000497988e+00	3.691563209483936348e+00	4.522888394336851275e-02	3.730098692769685087e+00	4.425181550408181785e-02	9.431254375785808719e+00	7.705586390455179568e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.453541531116269159e+00	9.772344024667043882e+00	5.646916080745175037e+00	1.930905591544034516e+00	3.100878585734035409e-01	2.946688083458144369e+00	2.620170640718911259e-01	9.330322104352632095e+00	1.322247299898166695e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.415273058516898885e+00	7.951586733856511380e+00	8.240854280281810773e+00	6.440829230665651828e+00	1.710504819528183562e-01	7.940970743483312333e+00	1.513718230624651606e-01	5.559514817884998017e+00	2.693988842807526112e+02
1.000000000000000000e+00	1.000000000000000000e+00	4.235471073209143178e+00	4.769976598706915816e+00	5.121140742662714018e+00	6.614301182710057070e+00	1.563074977565420964e-01	3.260751280627983917e+00	1.309347823264744859e-01	3.908818224680103093e+00	3.792406541859582347e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.506650439617521986e+00	4.847948631483093962e+00	1.450243584203060543e+00	6.760300134570567110e+00	4.202524056552119774e-02	8.744449684115501498e+00	1.087752569976868783e-01	7.525369189875939391e+00	6.507537522318710899e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.924596566525925034e+00	7.638249639277040259e+00	8.089295796743915190e+00	3.379553403017443447e+00	3.173488004352731373e-01	1.906398236133924673e+00	1.000518539139655799e-01	1.356055118850008956e+00	1.046740881479811947e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.348596573820554756e+00	3.052284545213969746e+00	2.770711506425369564e+00	1.174487755010377832e+00	7.859926447308985820e-01	2.042916580395252257e+00	7.430192222834087756e-01	5.236486628398610677e+00	1.967141143134614190e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.078750965273162166e+00	1.974326100221582836e+00	3.409093429629528327e+00	9.621745482085017898e+00	1.696915574350566780e-01	9.885505361276422320e+00	2.054955283401206090e-01	3.978046889421404053e+00	-8.884017225080850721e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.676967104825537458e+00	4.180477006993124967e+00	2.400844877024153501e+00	3.373936169982790556e+00	1.860614151298163599e-01	7.049119260087338468e+00	7.786320045930152922e-01	9.215858770568253533e+00	6.274740268913580721e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.788039146263065149e+00	3.626479787926944809e+00	3.996500022665443019e+00	7.085017012659546864e+00	1.565900456343008451e-01	8.692323132069018854e+00	1.401275423561534894e-01	1.092922559420056894e+00	-1.885454923823873230e+02
1.000000000000000000e+00	1.000000000000000000e+00	8.082360062874464290e+00	3.551600538340754731e+00	7.846219234266980536e+00	7.362313176915898261e+00	2.881569698907591737e-01	3.851885259601719902e+00	1.460092410130698626e-01	6.061868901056116421e+00	5.622847078041664304e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.763104783820140131e+00	3.104760640663513094e+00	5.632527416887440630e+00	6.453978742919870726e+00	2.825239416851844099e-01	7.147323765433076126e+00	7.161326582048687106e-01	7.638242357414206651e+00	3.198152494128806111e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.090095075991034612e+00	1.407415262285597324e+00	2.787404421288198098e+00	3.843056829676283481e+00	5.380634601985394561e-01	6.321220558366404951e+00	3.273245586550535879e+00	5.305373328963648660e+00	1.094738073356101182e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.337241402436720961e+00	1.124065808697758184e+00	8.956635515610146925e+00	3.377179294728043235e+00	2.225160956455872974e+00	6.358392147445917075e+00	1.716462999629141395e+00	1.804393512485508833e+00	-1.285200472706636958e+02
1.000000000000000000e+00	1.000000000000000000e+00	7.318250671121389495e+00	9.893653182416603187e+00	8.861524811966321025e+00	6.496208303501927794e+00	1.409194149476821201e-01	7.231420412623240423e+00	1.386309970226594079e-01	9.761633303426149766e+00	5.495535391705643491e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.511160150127989432e+00	4.815075182408764753e+00	8.801707961203375064e+00	8.866173871851366073e+00	2.034233346305335255e-01	6.238547249754049062e+00	1.643906132193385106e-01	5.545825183693219529e+00	1.601573843810373603e+02
1.000000000000000000e+00	1.000000000000000000e+00	8.027254976278452858e+00	4.418352541440860648e+00	3.198160008945673649e+00	9.573887221921577151e+00	7.422139461366594748e-02	4.873097542790254977e+00	5.092611169703606389e-02	6.564013713991846188e+00	8.827437363231423717e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.718140191473503720e+00	7.094104507637695178e+00	5.063072389854978539e+00	1.877883097830510772e+00	3.654059194134398614e-01	3.485152828922719159e+00	7.626363552626808096e-01	3.246259621591830680e+00	8.885565332805626326e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.331384336093432097e+00	2.924748087581369393e+00	9.765674899090562633e+00	2.404577301512693666e+00	1.393554503801941014e+00	7.941171861754027006e+00	2.615298596098260209e+00	5.208812677586036166e+00	5.687462525441244310e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.045822845838404902e+00	9.587681411404407328e+00	8.044578808072246900e+00	9.568078715996232830e+00	9.172456181821297960e-02	3.047053187243725425e+00	1.428768458626487603e-01	4.794552368275979859e+00	1.731266992938408578e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.783513929515647689e+00	8.036218612430042540e+00	1.215241442802266869e+00	7.660924081962183330e+00	1.870802818420938193e-02	7.188033901527412617e+00	2.070588510753023845e-02	1.517787245098788595e+00	-2.489695199141134196e+02
1.000000000000000000e+00	1.000000000000000000e+00	6.595221906898449227e+00	1.754468730057460402e+00	1.564602465919638474e+00	8.892696491949063642e+00	1.001100793557420099e-01	3.077551127531233277e+00	4.645588649429386457e-02	1.951311843627002274e+00	4.526431304411732413e+02
1.000000000000000000e+00	1.000000000000000000e+00	3.962544444141054445e+00	4.856579605222774099e+00	5.189505905094816463e+00	2.788501694378872298e+00	3.870014866694349576e-01	6.734770808838136169e+00	6.367623792558744222e-01	8.591587055623316260e+00	1.462711813945867867e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.515635009992914339e+00	8.965512233176426093e+00	9.217496412556577923e+00	6.263807840146390582e+00	1.650633360281496265e-01	7.869255385660388846e+00	8.098811668826733090e-01	3.164167531459951110e+00	-1.085766258197618157e+02
1.000000000000000000e+00	1.000000000000000000e+00	3.803387791107446514e+00	9.399029312505181366e+00	5.956601525202653846e+00	7.277589994533133932e+00	8.242980833747202973e-02	3.053542739378222848e+00	6.690108399088531832e-02	2.830991835195310280e+00	6.453223909669523550e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.883933435671261591e+00	5.164068348935888508e+00	5.388649391546626255e+00	7.203765507869699825e+00	1.440391129684305827e-01	1.565538318880858037e+00	6.080520096879813569e-02	5.589768547262078613e+00	9.361523982868032334e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.590373086277360848e+00	6.534191092744453755e+00	1.994869502822360641e+00	4.569373566737983339e+00	6.580768900949332534e-02	2.160366676145467402e+00	2.759423645709652845e-02	8.012107052885866665e+00	1.118193344781125020e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.747218718348647393e+00	2.521316508627176933e+00	6.952047346176566833e+00	1.174061395546237341e+00	2.418529870903760148e+00	6.410495940189459674e+00	2.318201846537113475e+00	1.621169925789094579e+00	-2.814448838960743515e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.000484921083478085e+00	9.837599200489032469e+00	8.391354681593265141e+00	6.176377276621983547e+00	1.345561705464479729e-01	8.605130618600229653e+00	1.255088117789783519e-01	6.169165096336189258e+00	2.601191325223090303e+02
1.000000000000000000e+00	1.000000000000000000e+00	5.340597538151182988e+00	3.149498112790563464e+00	4.467250580054313858e+00	3.225877698158871709e+00	4.280854936677329636e-01	1.374835188866575741e+00	1.158165814575343178e-01	2.076554723765325239e+00	1.686895927997708000e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.074306798017794939e+00	9.530494489696975435e+00	8.032094015635747652e+00	4.943493807711628385e+00	1.616381320564848623e-01	7.724534114646896654e+00	6.145357012518662954e-01	1.280492277300711912e+00	-3.263721766704862404e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.460159493528915498e+00	6.873628778335184819e+00	9.603982720669911544e+00	9.588506762326924004e+00	1.437769513157087786e-01	4.170255065667058503e+00	8.361851647608870008e-02	1.462041356466103892e+00	-5.176841140294686738e+02
1.000000000000000000e+00	1.000000000000000000e+00	7.958099470948612364e+00	6.545108068995046935e+00	2.930514139130534712e+00	4.673099436035995424e+00	9.942860945438558584e-02	5.347404725111948309e+00	5.976821928126088007e-02	8.510869167072877772e+00	3.374883621671257572e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.122212932974623101e+00	5.639358196712417559e+00	5.623897260122909358e+00	8.572550390473981707e+00	1.213650602184370292e-01	9.307411850730382241e+00	1.878206991513461932e-01	2.057094181055805659e+00	-1.839660520463474143e+02
1.000000000000000000e+00	1.000000000000000000e+00	8.001117727143189029e+00	3.100983562961664664e+00	3.521553411130101008e+00	2.631993640453501371e+00	4.300309231851414116e-01	4.036387831073586341e+00	2.106611375408809217e-01	1.480000729913678814e+00	-1.456506101668787494e+02
1.000000000000000000e+00	1.000000000000000000e+00	5.427561456171027032e+00	2.675408413921950945e+00	8.121234766900947477e+00	7.107206502290547512e+00	4.483149076952422929e-01	5.175035064769078375e+00	4.202291687429404732e-01	4.922985364459006696e+00	8.408210236775695989e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.717024451718258682e+00	3.045638440386506218e+00	6.304628797393845296e+00	9.859717712471214313e+00	2.153389232652859475e-01	1.005868427528013642e+00	4.114302015040582905e-02	8.544805307843839515e+00	6.919930101502798081e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.776519983866307051e+00	2.631129989442589689e+00	6.694220903071544271e+00	1.922670336640234900e+00	1.306696508745828211e+00	1.750026702148743452e+00	4.647630882768861160e-01	3.313966959824033331e+00	6.673270062717615581e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.255774928925511125e+00	8.051485893968656882e+00	8.179464161869830718e+00	1.185028090987326088e+00	9.444023366731061353e-01	3.281465755276279594e+00	2.575770917096359636e+00	4.831353542719330818e+00	3.334021629479625659e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.985877472839298274e+00	4.114173074098602889e+00	4.642808640214616922e+00	4.946719480463219298e+00	2.235009107166728293e-01	1.206655920688171735e+00	1.438208421286806260e-01	1.282324085633646860e+00	1.691645537679956846e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.284128345228793711e+00	1.548630992872280565e+00	9.219228098671210958e+00	1.870583893101305017e+00	3.312118962848575432e+00	6.668738337045128084e+00	1.726392517688982053e+01	5.030669193760378910e+00	7.907781314162791730e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.783288655765337793e+00	9.748438421704225476e+00	5.732190641151695409e+00	7.691969244457292021e+00	7.256508489253571392e-02	4.810441817274598186e+00	5.411910826356280263e-02	6.271346788311039866e+00	6.599867901737701459e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.763835324828711748e+00	8.877108518706570806e+00	2.398555156315592019e+00	9.264901405468126683e+00	3.064466524608256554e-02	5.931440868910142328e+00	4.474837718719569535e-02	6.154215958588634017e+00	6.560505457153004727e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.665620048902727746e+00	9.342992088872529521e+00	7.338782408332717111e+00	4.917924475755986791e+00	1.593615593738167968e-01	2.567340167832218967e+00	7.943429163286591654e-02	3.987747243762861160e+00	2.531751922350623474e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.216904561183138611e+00	9.968927061350228769e+00	8.143265068197658607e+00	3.356545075508035492e+00	2.473011116000505827e-01	3.561213915950789399e+00	9.768174503115491236e-02	3.837828520473083316e+00	5.534373627483927294e+01
