G	c	dx1dt	d2x1dt2	dx2dt	d2x2dt2	W	Fg	d1	Fc	m1	d2
1.000000000000000000e+00	1.000000000000000000e+00	3.710656510892142101e+00	1.385977139551603621e+00	6.418077333808787976e+00	7.963330798246106568e+00	3.002642281913479927e+00	8.554239168229072376e+00	3.186774613893791352e-01	8.780916557634842690e+00	1.871735686507886465e+00	-5.770145332850672160e-02
1.000000000000000000e+00	1.000000000000000000e+00	6.108949178538838787e+00	7.426672413472954482e+00	9.572609113530470282e+00	3.588430114944910265e+00	5.478309194719832576e+00	6.293079027501287115e+00	6.868860114244758064e-01	4.908360014456413900e+00	4.890560008449950757e+00	3.351977448348603117e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.213127129983623487e+00	3.709880972404666188e+00	5.784285140534179526e+00	4.738841595751539515e+00	3.225618833034734845e+00	5.015622947967041334e+00	5.576242887938238635e-01	6.325249782959330602e+00	8.627490704946589872e+00	4.328153504146601827e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.696542531451764368e+00	9.162967734006612019e+00	9.617675189162653737e+00	6.872548381433608355e+00	6.532476589519306209e+00	9.792130829441466844e+00	6.134465762871645911e-01	1.266355158831542305e+01	8.991564305943516189e+00	3.150003640351944911e-01
1.000000000000000000e+00	1.000000000000000000e+00	4.421347536537632905e+00	9.904983872275217038e+00	2.001488864278124336e+00	3.857565543570552258e+00	7.848258824725105498e+00	7.511034604344130727e+00	1.281126508192610869e+00	1.565556193554653808e+00	1.458684093619246447e+00	1.554195036633093108e-01
1.000000000000000000e+00	1.000000000000000000e+00	4.854482832631550338e+00	9.445398969086925334e+00	4.949950517997478094e+00	1.529282088395813810e+00	7.256778633586471905e+00	9.347803967223294208e+00	7.605454176913324371e-01	4.384347489726489577e+00	1.572921143543404510e+00	2.630317899490091094e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.723227333215806567e+00	4.937175057022448854e+00	4.158978953539134160e+00	3.966028832580126728e+00	9.095946015540778973e+00	5.784880059514656558e+00	1.477054273623705782e+00	3.057809933290784876e-01	3.714120648980520745e+00	4.564162466246599048e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.733595897171523514e+00	9.046623296913656631e+00	7.196963405449663398e+00	9.385270180800196371e+00	4.496406791013835225e+00	3.096090887267651137e+00	1.317442035090331753e+00	4.363440767623568028e+00	8.754402970096043290e+00	3.968002339425273362e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.160509613492538783e+00	8.699275598440278756e+00	9.472439541866600976e+00	6.799382453547738514e+00	2.314031411884905243e+00	1.338407675078475911e+00	1.695280362286688769e+00	1.355185672818089548e+00	1.576480616654494460e+00	2.248626539372709787e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.110030086504075086e+00	3.838722732518529135e+00	3.062197281604417398e+00	7.366669470227227734e+00	7.758878754787671639e+00	7.489137010010131768e+00	9.761380911439291319e-01	1.790517513788088433e+00	7.875073635752539047e+00	3.722698149940472656e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.735736829747009047e+00	8.023238864933468051e+00	6.921044957894440408e+00	6.605930391347566655e+00	4.026856602625218606e+00	2.282831648572328120e+00	1.830432779267927135e+00	5.116500606829784914e+00	2.203405321068866662e+00	2.625685900950578411e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.896758700044416379e+00	1.125880022890584975e+00	2.499363314510596901e+00	2.453702391493826518e+00	6.348543546253421432e+00	4.103209439278695747e+00	1.849903486909089345e+00	1.177517046855595106e+00	6.801616522061188164e+00	1.481146208445094370e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.547021054410883778e+00	6.927908682123518957e+00	5.880451299945217869e+00	4.708256361931584699e+00	3.718291734506793400e+00	5.729380849728841874e+00	5.731086278189743144e-01	7.238561831883398412e+00	4.230283083317031512e+00	1.199103842919955754e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.401486985914752958e+00	2.650522449540299696e+00	5.346697070116145589e+00	7.605105572495441280e+00	1.564068154573856395e+00	5.793155192942867515e+00	2.726003281396669475e-01	1.008325522885158421e+01	8.551930553643297017e+00	9.916339062292992002e-02
1.000000000000000000e+00	1.000000000000000000e+00	9.678746736473302192e+00	2.015187210529511219e+00	9.405934203475027289e+00	2.061813571142984802e+00	1.021923302536270306e+01	6.415027006245149543e+00	1.536607513408043912e+00	3.259708026877552012e+00	3.445544379801736667e+00	7.883860898449622789e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.743455685446365422e+00	1.688034890489474638e+00	6.163889774777521424e+00	3.409214560432087371e+00	2.198560799911141395e+00	3.048068126097487784e+00	9.177725335170638932e-01	7.361877630508342207e-01	7.173816249736461259e+00	7.105513985866723781e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.043089320666547692e+00	7.355742094631257721e+00	4.035527744140167350e+00	2.753206242483141608e+00	9.928955178148187954e+00	4.154901695302819498e+00	2.187196316923876616e+00	1.256617146935540053e+00	3.310311274648270352e+00	6.897344358042308832e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.563241697341568148e+00	3.642424915245470629e+00	1.942810632529301973e+00	5.887377818558206855e+00	1.002833064419425035e+01	6.797742147338557750e+00	1.473171071510406271e+00	1.780453796979552195e+00	7.456341668044329296e+00	7.828586581730609950e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.001794745343848270e+00	7.571349422085794423e+00	2.640069201767450302e+00	9.861851967240831129e+00	8.435870233426637554e+00	1.009483581108377592e+01	7.198601698339536226e-01	6.124185931636768387e+00	8.754533864809511456e+00	2.782120205882369635e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.410700635167541073e+00	1.119203705364810952e+00	2.779201427655630496e+00	1.631664276522962309e+00	6.998260516689316368e+00	7.449924916568491540e+00	7.791086397691364684e-01	1.289189414451221705e+00	1.796082891342178467e+00	3.843523682156840815e-01
1.000000000000000000e+00	1.000000000000000000e+00	4.874020424739526902e+00	3.864713618371335535e+00	3.059843196003174004e+00	5.251097406510191412e+00	6.250168140431505925e+00	9.111218737703831394e+00	6.734399183065998828e-01	2.913742915213349605e+00	8.935912073696153257e+00	3.403793334389650371e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.079635499297125545e+00	5.673952068393838921e+00	8.816133504520198727e+00	2.217868976013568805e+00	8.963689273933546531e+00	8.017624324286046544e+00	1.127138982812479817e+00	1.635979443523077137e+01	6.501388033064741556e+00	9.086002205064223070e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.637536116974899869e+00	7.875660200602720984e+00	6.272256099902138615e+00	9.711201198586440597e+00	3.731371053602788646e+00	6.422343266841921583e+00	6.326106906799749963e-01	3.289101531864960570e+00	2.048857753125251868e+00	1.078076257659108250e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.262819074393349394e+00	4.100983423674667172e+00	6.104964132348650097e+00	2.110722621528460685e+00	4.857481254842955565e+00	2.918793142147707353e+00	1.891137397188231262e+00	6.001302448210887874e+00	5.014791175455065364e+00	1.488380060251514703e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.102881116724919508e+00	6.567486678666300648e+00	2.162435806376466374e+00	4.822449391499890048e+00	6.228061404382073007e+00	7.569008072189418179e+00	8.540915378406777059e-01	8.564994213286934999e-01	2.357393931177548918e+00	1.406941212720042023e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.124612934924510199e+00	9.105566079324324491e+00	8.777248485589721483e+00	7.705231819012865913e+00	4.126317527063267931e+00	6.656238466373070040e+00	5.728175153057367686e-01	8.772030482284995045e+00	7.539061770975143517e+00	2.142379663520938282e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.753600163713331384e+00	6.683746542224857201e+00	7.664086815064117708e+00	7.019992330804999625e+00	5.056134547394528056e+00	6.095184499906426190e+00	6.913143253305494840e-01	3.572370569887733716e+00	7.589889749139773656e+00	2.454842005458083287e-01
1.000000000000000000e+00	1.000000000000000000e+00	4.527640585934268991e+00	3.449882722491510290e+00	1.535187243494609666e+00	4.126676829671306557e+00	3.864786036944333425e+00	5.426352763696381309e+00	7.646855843611266579e-01	1.267704375205980893e+00	1.665189972261465812e+00	4.997329519751132071e-02
1.000000000000000000e+00	1.000000000000000000e+00	5.627516989663938318e+00	8.835207300742065062e-01	7.294657334537693494e+00	4.091590449817508635e+00	6.301464933291952342e+00	5.824170647524583799e+00	1.158376433457787069e+00	3.611811017716266115e+00	5.489823907933807590e+00	3.827995037343318030e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.289798380581756554e+00	9.086521233202136116e+00	5.402043013549108430e+00	4.433981141897047173e+00	8.765120273077062762e+00	4.357578527181045658e+00	2.162262070190009933e+00	1.704534768588471083e+00	8.557045992433394588e+00	1.247232579602333802e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.119404713138996144e+00	1.196003628473122138e+00	1.982184689431464308e+00	3.036747632510834904e+00	2.540747104439774695e+00	5.619839981493459646e+00	4.093950726776165450e-01	1.675312952698592150e+00	9.110290496124481052e+00	4.984803969860042705e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.676581446301094402e+00	8.767136753391765680e+00	5.183085900426512183e+00	3.072125952244587399e+00	9.377155083387547663e+00	2.665792153371703499e+00	3.324553130639736676e+00	8.764764267959392896e-01	5.907164099177454553e+00	2.228444037432616209e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.075898208033084558e+00	5.440761228501647118e+00	5.576793582894114643e+00	4.920897856904153933e+00	7.077919278970004058e+00	7.870438698501345698e+00	8.127976379349258762e-01	2.534092003917413294e+00	9.105747142589944332e+00	5.483825071211256841e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.483222730427797842e+00	9.620337261857418554e+00	1.714574643047832581e+00	3.583797997826100534e+00	8.243538482082650276e+00	2.822152856598560078e+00	3.118315822048125519e+00	1.459208751015338146e-01	5.754088571551956299e+00	1.767557249848939360e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.617164699313073939e+00	7.932525187730292693e+00	9.498279359115471721e+00	3.205474666664276384e+00	6.254992348916939449e+00	2.683140042262444069e+00	3.483172784269645383e+00	7.196951557240466313e-01	4.163373318814524104e+00	1.434853510627457140e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.961111936460789629e+00	1.012543892449509464e+01	8.413484368327447172e+00	6.947098189798151857e+00	8.699444754107338085e+00	4.865155525287772953e+00	1.712619866153322956e+00	2.973072524903164204e+00	7.923964300105085456e+00	7.323579490396863179e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.310087269804064647e+00	4.692647482142690230e+00	7.435701068965102856e+00	9.969633672348189535e+00	1.449798734291938063e+00	7.048742280718492736e+00	1.531833588536642143e-01	2.387611277588941761e+00	5.536515241747430593e+00	8.355879676416333446e-02
1.000000000000000000e+00	1.000000000000000000e+00	1.681444351964955564e+00	8.177282845174183024e+00	5.330234638709598016e+00	6.341266814618869319e+00	8.358082323567357363e+00	4.789175926811329198e+00	1.706645922762455081e+00	7.293057528729379513e+00	5.198759938344431397e+00	4.924526727174855512e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.275736622586387092e+00	5.004416513089871899e+00	4.770558185782440397e+00	2.150223725530150176e+00	1.704273387602189160e+00	3.139319179086673461e+00	3.330920146661571768e-01	2.829798456167642140e+00	5.032816889550697503e+00	4.224996179807444796e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.343025307974852645e+00	5.118883802092058843e+00	6.739512032841482814e+00	2.199364455614494673e+00	9.475724964967099595e+00	6.142655494987979026e+00	1.373758402709666315e+00	1.433460630841472216e+01	8.480551744914755830e+00	2.575579055513736559e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.455924506500906546e+00	6.859709306430588072e+00	6.018549113767261538e+00	9.627004855884528922e+00	9.548456174347165870e+00	4.130753320408845575e+00	2.535363700163558054e+00	2.999777028339462248e+00	8.607645471782864988e+00	7.249452902583458647e-01
1.000000000000000000e+00	1.000000000000000000e+00	4.369176738436948426e+00	8.544821729856803216e+00	1.304202069739900605e+00	3.822153223162763958e+00	3.980193163700896264e+00	8.741430190544972945e+00	2.225252123734561549e-01	1.730930153082358203e+00	4.531547278444776339e+00	1.573549914100394465e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.959612265393426700e+00	9.791806132441976729e+00	5.584991409043723820e+00	2.115703635759216272e+00	3.102487902902738348e+00	9.745451659398248978e+00	1.800450762163907648e-01	7.222346556355196512e+00	3.945659666493520845e+00	2.129775527145495451e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.595683872623979482e+00	8.398809102286151074e+00	8.097956505823233897e+00	6.538760497409854544e+00	8.211851400215007146e+00	5.635449160482644437e+00	1.556763103240790258e+00	2.883951186034492409e+00	5.318976424790545110e+00	4.424887844543444748e-01
1.000000000000000000e+00	1.000000000000000000e+00	4.363215429289931002e+00	4.590824996818574810e+00	5.758897204122296998e+00	6.731187084551700117e+00	3.498733790158846002e+00	3.971226165940997976e+00	8.306641439913398095e-01	2.122706504555944118e+00	5.996572828575264857e+00	2.133757197274158135e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.389919357068554184e+00	5.101345397117875713e+00	1.873436164215578126e+00	6.694694158572739973e+00	8.728040047996728390e+00	7.518439669892676314e+00	1.071133375194353032e+00	1.509327409638213435e+00	2.983109723271702762e+00	2.270413804864800100e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.040387451808450159e+00	7.920750757953541665e+00	8.369992678584521784e+00	2.949903626990990624e+00	2.479230354631259736e+00	1.441592320314427855e+00	1.496028017632151874e+00	8.321478124331250781e-01	7.975684961985895605e+00	1.144245273448436517e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.726392425714843526e+00	3.447941958106720328e+00	2.400825132846244436e+00	7.597407422356245998e-01	2.226085566445780373e+00	5.396743031398568036e+00	4.597486377899180909e-01	3.157460389351173013e+00	5.173498329094805115e+00	5.939766833280289982e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.180580272667951292e+00	1.641840553787604629e+00	3.566166232275356229e+00	1.032997077624457560e+01	9.694076167268271149e+00	4.136996622784802291e+00	2.341682215187148586e+00	8.022621864951132720e-01	3.729717022381304314e+00	3.174788242105426872e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.579109768421750326e+00	4.337688158607086564e+00	2.534168679243103739e+00	3.345316979966476367e+00	7.202351874402196152e+00	9.577783095545010283e+00	7.228808284869193690e-01	7.050982750026565604e+00	1.858111374893892442e+00	1.230086527908898775e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.815204674750985347e+00	3.541591809406531954e+00	4.309711607867308558e+00	7.017737743915316351e+00	8.886814510895467478e+00	1.463331832957343925e+00	7.843856684054895112e+00	2.145945682978993019e-01	2.975553117660504121e+00	1.133646618015421437e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.388630149412446002e+00	3.969546957398880860e+00	7.899771218593884647e+00	7.701612067220958480e+00	3.944772332173147600e+00	6.525486148063695424e+00	5.976146111645759262e-01	2.815263015370099264e+00	9.252040335111946234e+00	2.633323305182988516e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.019912380931869311e+00	2.642118510792472730e+00	5.672618109450406010e+00	6.287211881198730978e+00	7.195423419993130842e+00	7.436418870927785640e+00	9.447688665159447163e-01	7.890735025878522713e+00	3.954244722993456307e+00	1.563878659199821053e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.441463620623866904e+00	1.481141775426868978e+00	2.908475240936048589e+00	3.973995748389014260e+00	6.372242994628422252e+00	5.207867196436193780e+00	1.284805636973016973e+00	7.308935533965060571e+00	2.854996997845208551e+00	2.499669238394366944e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.424024010613043956e+00	1.223833435526901603e+00	8.401966808185068913e+00	3.460759752892857755e+00	6.248581173484682338e+00	1.867702796330163562e+00	3.464080307097800571e+00	8.111881416507958908e-01	5.146027166440689804e+00	1.810288597739909244e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.372356515388666764e+00	9.335935041851373128e+00	8.704370017214300148e+00	6.503529618577396754e+00	6.918970389417648192e+00	9.538440859946229367e+00	7.081026210818995859e-01	5.914103418192484973e+00	3.781869610030211604e+00	1.699763327760689668e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.675790316482276943e+00	4.603671632897435195e+00	8.938277267517175773e+00	8.703805053959605686e+00	5.796179198470516880e+00	5.492566771071077270e+00	1.109810540460787198e+00	3.159053878343700550e+00	1.128063484949623385e+00	4.612873216429168310e-02
1.000000000000000000e+00	1.000000000000000000e+00	8.231034552286951467e+00	3.949868729934210343e+00	3.463731173906702487e+00	9.259490936977973874e+00	5.274990122066494536e+00	6.658035960840586576e+00	6.169949059256313317e-01	1.122741140282795369e+00	4.198527727879151072e+00	1.129756442098156233e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.599527855826982536e+00	6.914784156406430959e+00	4.909172541965963532e+00	1.730426737534932258e+00	3.422457144439076782e+00	3.376597223687475502e+00	1.075299473760898517e+00	4.912055928639060376e+00	6.369743724500998461e+00	1.120441866378991680e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.596576699087742135e+00	3.117053999030720668e+00	9.853640841458078725e+00	2.181284535980259509e+00	6.983740829337099498e+00	5.701481316485160100e+00	1.553915305932610957e+00	6.334354765205498339e+00	5.920861233894082254e+00	1.247462245422758187e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.141820940456838684e+00	9.603993116241598571e+00	7.506106170518337173e+00	9.501822359212807712e+00	3.144446621234763484e+00	4.809509558898949599e+00	5.742678919716778241e-01	9.611726833115177726e+00	4.067202581831122821e+00	9.378556886176997454e-02
1.000000000000000000e+00	1.000000000000000000e+00	8.116754791267704050e+00	8.124225081590322972e+00	1.647397079628384997e+00	7.207619862421745793e+00	7.333544292941398091e+00	1.801109615599101099e+00	4.213718076825855086e+00	2.446458222811895011e-01	5.118602318487845082e+00	9.265931134775616806e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.848770110461086524e+00	1.515484986645853072e+00	1.894326007267814749e+00	8.609304449244884694e+00	2.591640553699704697e+00	2.022033816662361705e+00	1.665940152763279558e+00	5.894375557843323232e-02	9.724729082858377893e+00	5.411432762022793108e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.633776827576247204e+00	5.069889009524097823e+00	5.355416561238802942e+00	2.860375905119884266e+00	6.401270590923121340e+00	8.542096276485347417e+00	8.080501631779178906e-01	5.751758138298328937e+00	4.260099523552568712e+00	4.100327322648309458e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.804530572394923871e+00	8.906829929908870014e+00	9.295293950518573212e+00	6.253715192577979920e+00	7.485049364034003005e+00	2.934540895473465749e+00	2.440555070706039942e+00	9.165868739162702283e+00	3.452201392910482447e+00	4.741160129752136632e-01
1.000000000000000000e+00	1.000000000000000000e+00	4.042805597871196532e+00	9.511963177841915140e+00	6.276947926434979230e+00	7.361746085676775131e+00	2.766270327904635451e+00	2.495893130343691535e+00	1.070600166093981231e+00	2.304479578972824516e+00	3.446371928530595152e+00	1.490302924038269250e-01
1.000000000000000000e+00	1.000000000000000000e+00	4.015923933360772580e+00	5.468193063298028456e+00	5.258063061206565969e+00	7.108815091898287086e+00	1.869786056842434263e+00	5.727077965636102164e+00	3.509883056823592251e-01	3.844153026188853239e+00	4.906147566386648506e+00	4.276126320000588066e-02
1.000000000000000000e+00	1.000000000000000000e+00	7.713584060560065403e+00	6.244951960349282238e+00	1.697155304541208887e+00	5.355166377954249768e+00	2.138217277586859311e+00	7.690274311957440823e+00	2.961395288627944322e-01	1.082054627799855728e+00	8.527086563354146165e+00	1.450790003365549641e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.035388651640988478e+00	2.566877851965294610e+00	7.204088057859722838e+00	1.172858166229446608e+00	6.337616402000761262e+00	1.070093808308481886e+00	4.189782801745457697e+00	8.667587855812459718e-01	2.436950289858351937e+00	3.443183413782125779e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.850790174516866671e+00	1.003830702967834654e+01	8.673441050517990192e+00	6.143729486974713438e+00	8.950697637112511984e+00	6.182558862530187938e+00	1.346946083738535194e+00	3.054862186462187434e+00	7.152014650048537092e+00	5.275517977151186200e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.464648653607129702e+00	2.933291280480088581e+00	4.094276733253948919e+00	3.305287066102845284e+00	1.539878058096932456e+00	2.472079531338565506e+00	5.410822287764835981e-01	5.494919967335505362e-01	1.253985135370222048e+00	3.304940383676140819e-02
1.000000000000000000e+00	1.000000000000000000e+00	2.391080283322529088e+00	9.666048706100889731e+00	7.833807454713214824e+00	5.328358198335891416e+00	7.133210436417726896e+00	5.614967748277877035e-01	5.772130260061123508e+00	2.240057330821132897e+00	5.381521522429307147e+00	1.794441388899102208e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.895508632402921556e+00	6.979535365423092941e+00	1.014661907399688090e+01	9.604796284815950713e+00	3.903931968081316484e+00	1.395603975297012411e+00	2.839650325023469701e+00	1.095149921720573127e+00	7.829767122921158951e+00	7.718895477461420462e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.547824211397028193e+00	6.441488059584244752e+00	2.947552306737223127e+00	4.776652443639518353e+00	5.394440865769757565e+00	8.692694498085861809e+00	6.077650170254578210e-01	1.606806529041572729e+00	3.758725349977823704e+00	1.466282393865689093e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.162045538348743356e+00	5.577437800807255819e+00	5.927288260212111304e+00	8.665411734640102281e+00	9.105393404640400590e+00	1.561550830191562600e+00	4.602993175887390542e+00	8.190173078513940386e-01	6.223021538213716397e+00	1.044108299670824413e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.678510788691177424e+00	3.221657168071883071e+00	3.264249063966475628e+00	2.618259022593135033e+00	4.540487499951867179e+00	1.347843136795085828e+00	2.811602915806974412e+00	3.896599057852379033e-01	2.777198161189412762e+00	9.648420705059777003e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.172483562422738324e+00	2.808071649858727703e+00	8.316977882342346362e+00	7.082155096271849359e+00	5.218774647249154519e+00	4.628535579765053143e+00	1.043508884755310451e+00	3.412999281908999816e+00	7.858900736362129713e+00	3.339877273276538605e-01
