G	c	dx1dt	d2x1dt2	dx2dt	d2x2dt2	Fc	Fg	m1	m2	d1	d2	W	p
1.000000000000000000e+00	1.000000000000000000e+00	1.182814869587420548e+00	2.903376064867130513e+00	1.372590226805105118e+00	6.065940085285774330e+00	1.357061932616718147e+00	2.640524340494091238e+00	2.564062715226074651e+00	-4.909080716018470625e+00	8.307631456349927390e+00	4.325895090119049158e+00	0.000000000000000000e+00	4.968695669068040388e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.783451387318686798e+00	9.892521179325381553e+00	1.657927515231304660e+00	3.682103357589538994e+00	4.525810925951586405e+00	1.605710316506652413e+00	7.299388393215245685e+00	-2.667638718757159744e+00	8.279601876392741033e+00	2.241779343557623463e+02	0.000000000000000000e+00	3.921911943888202501e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.511675938497798910e+00	9.402157450694453189e+00	9.098608990168715493e+00	3.768631259059667116e+00	7.354500520647419215e+00	2.939946453341771182e+00	5.794037056131905672e+00	-2.316740303268203682e+00	9.771108611456785553e+00	2.104057061716978581e+02	0.000000000000000000e+00	3.377671659151282313e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.929780451495338944e+00	1.282586835447407259e+00	2.285961175129498812e+00	4.087430693028896833e+00	2.783268582048138207e+00	8.407799809197738838e+00	6.653302518632335349e+00	-2.056821527350781764e+01	5.526665450424707693e+00	4.785268797552329367e+00	0.000000000000000000e+00	1.154614625106799686e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.666422664777591933e+00	7.392267059181143907e+00	5.767945554249483742e+00	6.588631727446396802e+00	6.716394834646449041e+00	5.959513283989888777e+00	2.694933760023763725e+00	-2.471410462471729463e+00	5.111612581030673397e+00	1.445736419179890575e+01	0.000000000000000000e+00	1.069192277758179443e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.694429107940725654e+00	9.315842337173583232e+00	4.608014002119563024e+00	3.985508536627607512e+00	3.308416981988113736e+00	1.534852607260684065e+00	2.871269490995471685e+00	-1.185851030264193584e+00	7.841308281447264328e+00	4.780605791794400261e+01	0.000000000000000000e+00	1.057397847857494888e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.720382849643873779e+00	2.696691751112857194e+00	4.208694021975111887e+00	7.525309508561133676e+00	8.987097407692340667e+00	2.588177739146606626e+01	1.393588939100100399e+00	-3.962235848225839518e+00	2.239407128610825914e+00	2.861264483447922835e+00	0.000000000000000000e+00	1.474611511104516026e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.778814406265605719e+00	6.044481371757843391e+00	9.082283432146253332e+00	4.656499913660027801e+00	8.970453040237465814e+00	7.060745013812348425e+00	3.940927910313931193e+00	-3.045254072894099995e+00	5.927512595552937746e+00	4.443251924334926173e+01	0.000000000000000000e+00	2.300828779890014886e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.828810269055450632e+00	9.234167963572383897e+00	1.138151534636780760e+00	1.570591905178417624e+00	3.693906016258624803e+00	6.065882592286726549e-01	5.985673532854984380e+00	-1.012972021665026201e+00	5.932732945235422051e+00	1.649471127660912941e+02	0.000000000000000000e+00	1.969539309273418226e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.620773752901188747e+00	1.327743321033784119e+00	6.951216408081456244e+00	8.015138042528970885e+00	2.973991312917098728e+00	1.909552942963930988e+01	8.677015893107373756e+00	-5.385392358701031412e+01	1.823267908624569333e+00	1.186345898004065980e+00	0.000000000000000000e+00	1.441185703882185187e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.551921325280819275e+00	7.211664841401244530e+00	9.626585188502978951e+00	3.560799030840124946e+00	4.757481637147597198e+00	2.207285929720970596e+00	6.904702719753938567e+00	-3.444150700218004957e+00	4.681907657291656477e+00	6.335863238814531684e+01	0.000000000000000000e+00	2.603998573894077495e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.309298175813333742e+00	3.733539591680059111e+00	6.003210065522968542e+00	4.863779946722576852e+00	3.214202994949230785e+00	4.289368120139348761e+00	4.930326658843097398e+00	-6.525625648838254023e+00	8.671056708756204046e+00	1.475519645129653057e+01	0.000000000000000000e+00	8.896955316050711104e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.654241156212922004e+00	9.347975621634860843e+00	9.419165993004410709e+00	7.281493369705267504e+00	7.078949767753653255e+00	5.460990631740992640e+00	9.537914569040051305e+00	-7.517922316230778002e+00	8.718898995308455468e+00	4.082561984899390950e+01	0.000000000000000000e+00	1.428009676577645948e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.275964975754195763e+00	9.649997062959748462e+00	1.565890493674422235e+00	3.963105165682877296e+00	8.397767417605336959e+00	3.518785080456636738e+00	7.564443711561045447e+00	-3.187581606498394393e+00	1.918083135858453359e+00	2.010824231117946681e+01	0.000000000000000000e+00	1.708141571063455189e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.153162455612291026e+00	9.496298765095399830e+00	4.732348155184827654e+00	1.533137454345878892e+00	7.067100039186320792e+00	1.192602241456027778e+00	9.393969680054629734e+00	-1.418806067481218847e+00	1.766204606587638004e+00	5.827178757089016159e+01	0.000000000000000000e+00	2.043452518891103509e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.030355480931623546e+00	5.289399324352060283e+00	3.433039264100331778e+00	4.373167098838279365e+00	8.391190625708782491e+00	6.939990524102737091e+00	5.738885937221330558e+00	-4.814650735214189403e+00	3.295239480579399416e+00	3.222870848075604044e+01	0.000000000000000000e+00	3.194698905440860415e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.891855710573645766e+00	8.725558088259194989e+00	7.624258489974678810e+00	9.519132934023044612e+00	4.516781488859995974e+00	4.863986295583033304e+00	3.294965885641230940e+00	-3.659772243621599586e+00	8.860136503985978962e+00	2.333447772382028518e+01	0.000000000000000000e+00	1.109646064018047085e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.623527299411246183e+00	8.518617400469192802e+00	9.853554544873439625e+00	6.798837746213581390e+00	2.388401584623385698e+00	1.892317044528795345e+00	1.393439875295757524e+00	-1.149449689419017595e+00	2.267143649453053023e+00	1.558744791522224382e+01	0.000000000000000000e+00	2.253145435218116432e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.248401820295335085e+00	3.887395356146694514e+00	3.350079141244328707e+00	7.091023746164449193e+00	7.679592689998096411e+00	1.391701202896892831e+01	7.459719746640113058e+00	-1.373616642423973566e+01	7.435405961310274314e+00	2.598349199992367531e+01	0.000000000000000000e+00	2.558555924238865487e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.353393749378920319e+00	8.583254159257057481e+00	6.888325428171892639e+00	6.704963106391445216e+00	4.246657086257714653e+00	3.321788835244027460e+00	2.057595204873527983e+00	-1.621904205682348055e+00	1.974349688772015776e+00	2.737571288131427583e+00	0.000000000000000000e+00	5.604541003640287400e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.470265798477997876e+00	1.311540181849783826e+00	2.853889895300586677e+00	2.803103703703231808e+00	7.120456843792848822e+00	1.476243609630972564e+01	3.686633077052966279e+00	-7.802608036022359528e+00	6.694447023078101466e+00	2.008888574715352604e+01	0.000000000000000000e+00	2.560188636088779290e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.542284885716177278e+00	6.453728240952613326e+00	6.119278964409721411e+00	4.768170363256573729e+00	3.477507147037645296e+00	2.595769956633255493e+00	5.737421800169186348e+00	-4.319895610176457623e+00	4.207078968797706153e+00	1.512349776080475827e+01	0.000000000000000000e+00	1.009347870922045232e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.692068245633202572e+00	3.028228541182125255e+00	5.083475325085548668e+00	7.750965111990845813e+00	1.766945255476010113e+00	4.307742802815305971e+00	6.100437387036292236e+00	-1.541850549284826855e+01	8.063243441056034300e+00	4.421184369461304442e+00	0.000000000000000000e+00	6.219199424705307067e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.483763047093894727e+00	2.097093109380321785e+00	9.764405969344609915e+00	1.862997037503923314e+00	9.845598769052392285e+00	9.139313390211611932e+00	6.433462308148532927e+00	-5.859624275822149286e+00	3.131110293770074549e+00	3.216868733316345441e+01	0.000000000000000000e+00	3.827942173808589388e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.692824116156600667e+00	1.735499810011745803e+00	6.520033715083882520e+00	3.497379946212161972e+00	2.390281133421167770e+00	4.956187232234377404e+00	2.471136569299120733e+00	-5.077545975869998784e+00	6.763423502040879498e+00	3.163285905334101500e+01	0.000000000000000000e+00	3.868959927870844240e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.218236970049302315e+00	7.266130914658025297e+00	4.129599709776995198e+00	3.499932688812965154e+00	9.837813139308572374e+00	4.697051339736458608e+00	4.523802584502621293e+00	-2.163685082823735950e+00	3.074409447342560497e+00	5.396824075161192269e+01	0.000000000000000000e+00	3.251548753731631791e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.714859917139519574e+00	4.042311172139974040e+00	2.033833469333711452e+00	4.909941027293237781e+00	9.785551318485696370e+00	1.185476436296474745e+01	6.458919315807210459e+00	-7.823240391602746868e+00	7.387105128553345779e+00	2.240546612633577084e+01	0.000000000000000000e+00	1.576530419755738777e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.970190799402783854e+00	7.563296544930704357e+00	2.327381577129812751e+00	9.833078161604886347e+00	8.106600550705206132e+00	1.057772246032455143e+01	9.731560756426821612e+00	-1.270718028325951821e+01	8.887776054055661845e+00	1.283043291240095130e+01	0.000000000000000000e+00	7.547016664860482393e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.096595212552044174e+00	1.693431663937000398e+00	2.951784681815688316e+00	1.594912190539280239e+00	6.914238714927370744e+00	6.985591641577031830e+00	7.536688535679299861e+00	-7.583714070550737318e+00	2.191993290467379563e+00	1.440426009406546015e+01	0.000000000000000000e+00	2.865169828048761858e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.993144989833763425e+00	3.854335158771199144e+00	3.173093541708250420e+00	5.665219000544988504e+00	6.258064431199621858e+00	9.163333102288328647e+00	9.273221366136400690e+00	-1.373159260013354732e+01	8.781802124628240946e+00	2.959969887756809470e+01	0.000000000000000000e+00	1.951178631866271473e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.119609470274702812e+00	5.826712398634109391e+00	8.570672981898324494e+00	2.584311177236877644e+00	8.820800526042514633e+00	4.027669354768064203e+00	7.821633477665600687e+00	-3.511812100307245554e+00	6.338416576472635455e+00	2.952138865734790585e+01	0.000000000000000000e+00	8.076308394395178780e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.455283957720640231e+00	8.105952305338291808e+00	6.087947409292327805e+00	9.753044900569669551e+00	3.659812688271333769e+00	4.338460033647854708e+00	6.325070888267616986e+00	-7.560609932925066445e+00	2.180366884245275472e+00	9.373514711449418613e+00	0.000000000000000000e+00	2.180646255322707106e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.337610205001999564e+00	4.008947790682964474e+00	5.573013521824112360e+00	2.007761038841545886e+00	5.121942534958018101e+00	2.758298355891337650e+00	2.715837456534998307e+00	-1.330481542926264860e+00	4.838493793742288496e+00	1.252574942715043349e+01	0.000000000000000000e+00	5.310765284828697474e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.121099732699180507e+00	6.640527482994960984e+00	1.996119150882487148e+00	4.642183461464360228e+00	6.577667571521641499e+00	4.569673471945986165e+00	6.978671816767043623e+00	-4.870570601442788750e+00	2.431459912508629806e+00	3.208499163377164365e+01	0.000000000000000000e+00	3.688753684642043851e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.418665121826288011e+00	8.940731570169754505e+00	8.698980533622624023e+00	7.695142086052062957e+00	4.753370196713441409e+00	3.996772518915271633e+00	6.539165987900105392e+00	-5.591613877237427310e+00	7.262042124529465070e+00	2.876063573082300451e+01	0.000000000000000000e+00	1.336748273859655889e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.066879145582156241e+00	6.479066778403216986e+00	7.489748863650055100e+00	7.302589589075681786e+00	4.929425243750578112e+00	5.435169162665448361e+00	6.333449996558639938e+00	-7.234219959419586843e+00	7.787780869844892706e+00	4.881080517497738214e+01	0.000000000000000000e+00	2.759405477455725375e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.807949131786791508e+00	2.995057548358015964e+00	1.506509578827094797e+00	4.836859091141496592e+00	3.888238441919355193e+00	6.185146791566744184e+00	5.392244275679462184e+00	-8.269423116365448578e+00	2.097350018587914811e+00	5.344309553611434005e+00	0.000000000000000000e+00	1.467940081525411955e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.811758180700189236e+00	1.239833789423735455e+00	7.392817173182846702e+00	4.120515301718136847e+00	6.058941219450344917e+00	2.050447065021839776e+01	5.735849722315372823e+00	-1.939545734770720031e+01	5.544585732211449347e+00	8.815245217621232143e+00	0.000000000000000000e+00	2.270075142713820426e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.898795885428334884e+00	8.867308623642621512e+00	5.821544424336597245e+00	4.687926207710213511e+00	8.711504538133105768e+00	4.585871907599977426e+00	3.999172942385535112e+00	-2.073030890983440511e+00	8.405881663466562514e+00	9.554197882173671985e+01	0.000000000000000000e+00	2.356596866380496991e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.685362716761956481e+00	1.169355873668238566e+00	1.798055597920771964e+00	3.366777221164185097e+00	2.803282100472181515e+00	7.951458950332896514e+00	5.667855042211201066e+00	-1.609854132117007808e+01	9.517072895256159626e+00	8.861037810177160523e+00	0.000000000000000000e+00	1.038142326878342736e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.803759910381160125e+00	8.871482222329039047e+00	5.090374035367272398e+00	2.885628318741597198e+00	9.360307373587268387e+00	2.895109237964953675e+00	2.749337728916342094e+00	-8.161439320153355270e-01	5.611674328152359337e+00	1.701710090007906331e+02	0.000000000000000000e+00	3.908431487849440344e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.951352670381122145e+00	5.695319602159478301e+00	5.356987162025134808e+00	5.348188419984998276e+00	7.117361232248689440e+00	6.886897321314036979e+00	8.234916525540754151e+00	-7.702071574401389675e+00	9.572554779388124047e+00	8.157507196966436425e+01	0.000000000000000000e+00	3.156368127246399879e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.380716766224269421e+00	9.459004307529745859e+00	2.492179239208408337e+00	3.341649664854902113e+00	8.357783631650891110e+00	3.016005818674940553e+00	2.625166487229926737e+00	-1.103750389147330369e+00	5.826775333512339117e+00	1.525245025761706188e+02	0.000000000000000000e+00	3.795553093960893420e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.966215042526606283e+00	8.215835454595113774e+00	9.524769459844327102e+00	3.558968124437050573e+00	5.913722635978578168e+00	2.727254750014501905e+00	1.848303026329017440e+00	-7.674165465897866412e-01	4.460015284124216883e+00	9.358791952470313902e+01	0.000000000000000000e+00	3.590850050298615770e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.492638111178680838e+00	9.951634968318009200e+00	8.651822144943178472e+00	6.958467776488541645e+00	8.018834620627670162e+00	5.653003694252059397e+00	4.882339052720232608e+00	-3.318767631803923646e+00	8.549404249404352285e+00	7.979916016620703090e+01	0.000000000000000000e+00	2.555342837588441895e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.268235671327486713e+00	4.250448854829420142e+00	6.997617483829843721e+00	9.693412614382935999e+00	1.194625128869631903e+00	2.748112113467534368e+00	6.904414289019775275e+00	-1.606569812093319527e+01	5.439501638914841841e+00	2.246554005422724032e+01	0.000000000000000000e+00	3.738967080440920654e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.786379872474487707e+00	7.858125071279514984e+00	5.179601994460793613e+00	6.312544000171891767e+00	8.296739181810881547e+00	6.793118814042433229e+00	4.899743061295201763e+00	-4.027953092664425583e+00	5.224008240206843290e+00	1.201229649944709266e+01	0.000000000000000000e+00	7.112570089251836869e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.703619529863705573e+00	4.633148464986380333e+00	4.731628890186240000e+00	1.691115236797564814e+00	1.375288134734586221e+00	5.201249600221017344e-01	3.450157550675783114e+00	-1.276417132923518549e+00	5.515710200485393067e+00	4.141539692441804732e+01	0.000000000000000000e+00	1.142123773183700131e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.458372651975242240e+00	5.366073788156291435e+00	6.816513129908877922e+00	1.621120255234949958e+00	9.055261862613997792e+00	2.752390931806974805e+00	6.024892540799791973e+00	-1.862698650886837504e+00	8.608195973651847410e+00	3.808358275416374283e+01	0.000000000000000000e+00	6.043390135311677902e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.885672545555737489e+00	6.643249434731020919e+00	5.932429365221014272e+00	9.569944778748629588e+00	9.927517208847524088e+00	1.442764632879803166e+01	4.117412266812614519e+00	-5.951591246917845801e+00	8.593600116685228940e+00	2.350929309059545957e+01	0.000000000000000000e+00	1.576323847529832101e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.471506937038859597e+00	8.852608771018905642e+00	1.626260592370231572e+00	3.759586524985856215e+00	3.558873480877492668e+00	1.449694130704713535e+00	9.370602384105387372e+00	-3.856622745671446140e+00	4.605765288238528044e+00	4.973561211883059485e+01	0.000000000000000000e+00	1.810958819611729709e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.458352260556754931e+00	9.777261170641894594e+00	5.651500857714541581e+00	1.870256483006496717e+00	2.913903752178257367e+00	5.180213988474821063e-01	9.288254255705187035e+00	-1.732623081114424757e+00	4.103718227501651938e+00	7.410907847177793428e+01	0.000000000000000000e+00	1.399820046489682746e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.401048126729214971e+00	7.989971741418162132e+00	8.309115071842184008e+00	6.474586229074982491e+00	7.885293679388037269e+00	6.377524574966187743e+00	5.481856110029931450e+00	-4.380641820888763860e+00	5.454900596238705823e+00	5.761057185507538492e+01	0.000000000000000000e+00	3.395241444979193091e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.201114515790536963e+00	4.750449616588567459e+00	5.142651770192648186e+00	6.582442246195244984e+00	3.268712343324765790e+00	4.545107648847793058e+00	3.972995343209273056e+00	-5.433102560043021612e+00	6.185594427372515192e+00	1.838881726715046128e+01	0.000000000000000000e+00	1.693777961572359558e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.604302505529984657e+00	4.822107495516804399e+00	1.415918234524584429e+00	6.828793248871099841e+00	8.760275510108625596e+00	1.249158296884407982e+01	7.746943311480285921e+00	-1.082826522114154422e+01	3.117196068919573904e+00	8.265482183872915556e+00	0.000000000000000000e+00	1.400018527860668804e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.907443201213707695e+00	7.675665198478072604e+00	8.031798044262894010e+00	3.350078997541130477e+00	1.930310595895597059e+00	9.612585042811652158e-01	1.282421119294313128e+00	-6.092298308729727774e-01	8.176978782820055969e+00	1.079143341523340780e+02	0.000000000000000000e+00	2.317175928081935155e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.275383372215693534e+00	3.114041086336329922e+00	2.829937138887249404e+00	1.098966320216426373e+00	2.161366285873830950e+00	8.395202885867605325e-01	5.294534583174097087e+00	-1.753330989603864909e+00	5.470424769231594375e+00	3.428877024421260700e+01	0.000000000000000000e+00	8.772327064467795310e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.231401971964992015e+00	1.983278196099451218e+00	3.379643637701107206e+00	9.634962574225641063e+00	9.942581358423945304e+00	4.767731451215017557e+01	4.029376530871257245e+00	-1.951924662082004147e+01	3.998531643590313767e+00	6.225968018502942236e+00	0.000000000000000000e+00	3.339485562998745394e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.649894596256440193e+00	4.265838751581015664e+00	2.636185527962243480e+00	3.187299589847950809e+00	7.070668749243536944e+00	5.461758715555210308e+00	9.321505204756823204e+00	-7.197772080039838372e+00	1.942926501432558295e+00	4.446569133801619778e+00	0.000000000000000000e+00	6.753633070521474657e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.990020361254977388e+00	3.522999473858931641e+00	4.026148366465864825e+00	7.158175536963211627e+00	8.704296091728343399e+00	1.711519465867552015e+01	1.146254568845640698e+00	-2.248274133457777602e+00	3.136183101865465339e+00	1.568264156589179770e+01	0.000000000000000000e+00	3.947474110349628518e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.906246466693043651e+00	3.785152476656032050e+00	7.746136166030184178e+00	7.246423165385985854e+00	3.938451133014989836e+00	7.831718391655255296e+00	5.986603191139323599e+00	-1.200074040817820631e+01	9.631661049832533905e+00	3.827866954353591211e+01	0.000000000000000000e+00	3.207431239877239904e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.799857105604974361e+00	3.061031326842011957e+00	5.632106622230804049e+00	6.564237512828054122e+00	7.082932493844189992e+00	1.494354496285297706e+01	7.663787601356959023e+00	-1.602763143143653934e+01	3.792426400068804160e+00	4.268183192395791359e+00	0.000000000000000000e+00	1.099151257533134363e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.055924589056375762e+00	1.313220316830286505e+00	2.969743256351269345e+00	3.883620397683583469e+00	6.356267756445792116e+00	1.757781184534008645e+01	5.341327168287700822e+00	-1.490986757900649273e+01	2.598484200121324417e+00	1.116775747846514566e+00	0.000000000000000000e+00	4.325034704483288195e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.393750203759633877e+00	1.168225966887532330e+00	8.888632890246675800e+00	3.466921933894770103e+00	6.361803736429501477e+00	1.913879981134088126e+01	1.726660165019864968e+00	-5.263376312046372796e+00	5.163115504079961227e+00	1.458143587165412391e+01	0.000000000000000000e+00	3.337332288545712089e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.421423272153464978e+00	1.001235536336969467e+01	8.918860282559636588e+00	6.318682077384657703e+00	7.159452189604174954e+00	4.598943896865623771e+00	9.746839382328065682e+00	-6.303236395465050990e+00	3.765928576330556332e+00	4.208435862762298285e+01	0.000000000000000000e+00	2.954645683901236097e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.559331553369482926e+00	4.743648188741017790e+00	8.782174954372015563e+00	8.709211621259298042e+00	6.069725813723125363e+00	1.120879514341640970e+01	5.591619019276389047e+00	-1.026325607319603428e+01	1.339494871155519240e+00	5.101107547892643090e+00	0.000000000000000000e+00	3.017142783373726544e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.957164888708375905e+00	4.451094895953414898e+00	3.235585456217914491e+00	9.490916409861865688e+00	4.814572332908155339e+00	1.047031509914134695e+01	6.495096189050331148e+00	-1.407396442831430328e+01	3.966521225144687524e+00	1.373462123331831286e+01	0.000000000000000000e+00	3.155688355350461549e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.684183185988242792e+00	7.143320904675934280e+00	5.088780756222034185e+00	1.986992357190721759e+00	3.489287346058163486e+00	1.117175458242766872e+00	3.190212026631614073e+00	-8.693174494499192884e-01	5.883534932366811354e+00	3.548811712714014277e+01	0.000000000000000000e+00	6.487462160055765814e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.103216233139049152e+00	2.966156989601953953e+00	9.822136122784515422e+00	2.393623356196474372e+00	7.982267572392420796e+00	6.507281272234846092e+00	5.356887328167069029e+00	-4.350124463322357471e+00	6.039864361237670565e+00	3.146424656154747979e+01	0.000000000000000000e+00	1.673506125971039538e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.956820513055100186e+00	9.570897557331786487e+00	7.893236720682793361e+00	9.446137784721514663e+00	3.114377235593684290e+00	3.085952686548520063e+00	4.911318610412893193e+00	-4.840016592374970728e+00	4.228930665843614989e+00	8.726427599253295142e+00	0.000000000000000000e+00	8.170643090077804871e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.735182913532819171e+00	8.037159831327576498e+00	1.261469521394188886e+00	7.690973695697415735e+00	7.218304191040370021e+00	6.873151198523416383e+00	1.754689894898304292e+00	-1.501126008581424420e+00	4.894828583847815828e+00	4.672879398930184180e+01	0.000000000000000000e+00	3.473483192353978666e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.579287684407342240e+00	1.771335559665232262e+00	1.589282230933842355e+00	9.038126413232943079e+00	3.108477241270942493e+00	1.533123200643533757e+01	1.945731024682718857e+00	-9.535626027202171784e+00	9.737721354803918317e+00	1.246324794262334734e+01	0.000000000000000000e+00	2.616867383619603871e+01
