G	c	dx1dt	d2x1dt2	dx2dt	d2x2dt2	Fc	Fg	m1	m2	d1	d2	W	p
1.000000000000000000e+00	1.000000000000000000e+00	9.007918902581639742e+00	1.027612546401121740e+01	1.625858340260289081e+00	4.471720980526376898e+00	3.719908635797966934e+00	2.812398301053127270e+00	7.094433322997841351e+00	-3.805587390000446213e+00	7.356657967024070821e+00	2.301019497342346654e+02	0.000000000000000000e+00	3.948052091347112480e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.660439783951716208e+00	1.001320140574563311e+01	9.046374950554854522e+00	3.534790158364440327e+00	7.332314390734980591e+00	1.851282670079555936e+00	6.216519093564260245e+00	-1.808356317474983044e+00	1.107154702634300136e+01	2.150311570720406849e+02	0.000000000000000000e+00	3.407774350068916647e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.549470327436982764e+00	1.015651006852555271e+00	1.954862489104648660e+00	3.787184410545007207e+00	2.756222837242073620e+00	8.862712920513608594e+00	6.117239216384747991e+00	-2.129517473230665914e+01	5.806936597731576555e+00	3.590515034893650537e+00	0.000000000000000000e+00	1.149605344362041315e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.320926480110740986e+00	7.709663758293715752e+00	5.284616861098498930e+00	5.903085403912103679e+00	5.364502878776095329e+00	5.872268386515781202e+00	2.455500973491147931e+00	-1.069863654283521814e+00	5.588821241601054979e+00	1.963541312743183553e+01	0.000000000000000000e+00	9.916003562219509959e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.845055110123574149e+00	9.640402662871203177e+00	5.151900868843096504e+00	3.264539451338612785e+00	3.069185703656933217e+00	1.651718925853215003e+00	3.350402459317146864e+00	-1.564272714947579024e+00	7.489892906563386354e+00	4.229205606336844170e+01	0.000000000000000000e+00	1.175334311991104919e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.061908360504318249e+00	2.452360195785798336e+00	3.278497701435887812e+00	6.836527635659590096e+00	9.154950174331826673e+00	2.634059450531924185e+01	1.514295867075543089e+00	-4.078388776897292622e+00	2.116833890418850395e+00	2.073395786063464641e+00	0.000000000000000000e+00	1.351867039984766095e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.998381568439761224e+00	6.197096699815974219e+00	8.238221790441532022e+00	4.810920460421893807e+00	8.945815250625745563e+00	5.608176335595469908e+00	3.788205255039352792e+00	-4.741396535202069273e+00	5.735184392979839174e+00	4.539631667280053051e+01	0.000000000000000000e+00	2.408165398603751228e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.957479879901637077e+00	1.039702288494996374e+01	1.695765440599137364e+00	1.942243623674950292e+00	3.417245440235266773e+00	8.144961645598854938e-01	6.971722276905171434e+00	-1.953467963016067177e+00	5.951226167713967286e+00	1.709534546928536827e+02	0.000000000000000000e+00	2.264966454397049489e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.656576340350146559e+00	1.148873130671903109e+00	7.088876419813052721e+00	7.586011957287944085e+00	3.155010427554837182e+00	1.973902400543000368e+01	8.215691216938326491e+00	-5.556495056960136480e+01	2.809325636623875688e+00	1.924964183091764536e+00	0.000000000000000000e+00	1.472810732887919549e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.653866375405877776e+00	7.139321287633150881e+00	9.695300877994274202e+00	2.953683047003580420e+00	5.240381877694145096e+00	2.650564327777708229e+00	6.922260197910264701e+00	-3.209795578457267595e+00	4.106754390172017821e+00	6.550888288833169781e+01	0.000000000000000000e+00	2.534620113117139795e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.095364196191719763e+00	3.759592379895523528e+00	6.155845289164163958e+00	4.780330235274059092e+00	3.457606210970816552e+00	3.943036675155650705e+00	5.188362184253457521e+00	-6.612459346981388819e+00	8.657116399172091192e+00	1.264337937884100249e+01	0.000000000000000000e+00	8.858716287579587956e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.165441135171138676e+00	9.217785936264686342e+00	1.054130144615238684e+01	7.221659732425526279e+00	6.639745282008216343e+00	4.385389510526612078e+00	9.099956242983411769e+00	-6.880786135926521219e+00	8.901690389646821799e+00	4.222851548190904225e+01	0.000000000000000000e+00	1.711659958032519668e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.371378327621232351e+00	1.017929300585015362e+01	1.501263594572322280e+00	4.134464995198966264e+00	7.639877973082997542e+00	3.830474478451378673e+00	7.752579702235804504e+00	-2.439063473684737193e+00	1.829592958712981776e+00	2.538625018082835538e+01	0.000000000000000000e+00	1.749042159844421107e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.384218621309061703e+00	1.031576169758084482e+01	4.931084685375047627e+00	9.872663629604585545e-01	7.340780180489740125e+00	2.500056677971492114e+00	9.961073167941494333e+00	-7.459112938418529515e-01	2.357922715992457174e+00	5.127406681256243104e+01	0.000000000000000000e+00	1.909935772205111348e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.771169879579326256e+00	5.130702288641831643e+00	4.477808050947766461e+00	4.274779801155816905e+00	7.777645994032157617e+00	7.462914668321675826e+00	5.685419013907497821e+00	-4.937295219237221033e+00	2.420106985837086278e+00	3.772621219135554327e+01	0.000000000000000000e+00	3.401700777822489385e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.327675526363797154e+00	8.281740940026573128e+00	7.542275839351202826e+00	1.034840928641107638e+01	4.285311954944728718e+00	5.810867349389709169e+00	2.954192763568558533e+00	-3.546110163321122055e+00	9.897623392628434047e+00	2.196076021540407197e+01	0.000000000000000000e+00	9.649663249353539030e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.911500930230307205e+00	9.699616637191091684e+00	1.078488642214378679e+01	6.128838911171280657e+00	2.516306368039835650e+00	2.581650352893980038e+00	1.304029882671179363e+00	-7.148073011065412263e-01	1.414591034418682280e+00	9.273757499546427141e+00	0.000000000000000000e+00	2.200708692633989116e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.053073590713085927e+00	3.938556137630334408e+00	2.145351899438116661e+00	7.027544051097267541e+00	8.266065435169075215e+00	1.361178446849622503e+01	6.065340651555636953e+00	-1.432065972243916718e+01	6.865217560660148877e+00	2.486556817953034937e+01	0.000000000000000000e+00	2.582304464507070207e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.217160872951475348e+00	7.511983939484250250e+00	6.246021671257715013e+00	6.961197902415555916e+00	4.944646510556065522e+00	3.422952197613754688e+00	2.643704572834355560e+00	-2.379242829854649965e+00	1.665997963275389182e+00	9.077029648884229474e+00	0.000000000000000000e+00	3.925055938222896224e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.744428531545725747e+00	2.369080811499941319e+00	2.414047873315522175e+00	2.266981014341554079e+00	7.074492508790771517e+00	1.538024228718104247e+01	3.870135179431736461e+00	-6.608223108584537542e+00	6.255968194866966314e+00	1.830228692935811097e+01	0.000000000000000000e+00	2.200417106453014782e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.423700138188648268e+00	6.992944648378983885e+00	6.410432204678953028e+00	5.095932186273397946e+00	3.158277943876110605e+00	1.410751498131749271e+00	5.695447511610477243e+00	-5.731366742728061681e+00	4.435526212298579907e+00	1.555052661099202105e+01	0.000000000000000000e+00	1.111187887291623255e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.730587416364468112e+00	3.960931325729081465e+00	6.154928074194138787e+00	7.033479816740729085e+00	1.077083436073314138e+00	4.853521185160099449e+00	5.165318091672080669e+00	-1.497776298540081363e+01	8.268147219557615557e+00	-1.984706630597064425e+00	0.000000000000000000e+00	1.596692391211642637e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.786777989792115662e+00	2.882996205531203060e+00	9.421818189099550267e+00	2.255844116236599195e+00	1.100009178231468354e+01	1.003535823978613806e+01	7.013687751304541251e+00	-5.610840572922467295e+00	3.164986542062742103e+00	2.428138710254339117e+01	0.000000000000000000e+00	3.615394363631363461e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.642749318874328068e+00	3.164026863716846272e+00	7.016902346767285081e+00	3.524145491436803557e+00	2.247914226686287709e+00	4.938082890899034183e+00	2.256224537088153070e+00	-6.031265213955459004e+00	5.981520062120758929e+00	2.692331624807823687e+01	0.000000000000000000e+00	4.044746651542480009e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.987969841833869822e+00	6.689734942555245922e+00	5.380875076635210696e+00	2.718486231309736212e+00	1.026499868723607278e+01	5.346638203868959494e+00	4.727739263477429787e+00	-2.636025500341526051e+00	3.045283765099697337e+00	5.826450098117608434e+01	0.000000000000000000e+00	3.400983889896875212e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.373229435883492222e+00	3.616243254103895133e+00	2.890868377484744123e+00	5.260429593105615531e+00	9.902704530758860813e+00	1.138954817665432451e+01	6.548497498221396818e+00	-8.169821364287857435e+00	7.433676628850798274e+00	2.283863925999427735e+01	0.000000000000000000e+00	1.462418829312338886e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.356312352860942649e+00	7.249046987933190245e+00	2.138216642442359650e+00	9.338355810911300736e+00	7.874411013189630992e+00	1.066291173581987906e+01	8.842407374456403346e+00	-1.253571255865513834e+01	9.533432416426126821e+00	1.757139795929893111e+01	0.000000000000000000e+00	5.577518738583784774e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.303309400178908284e+00	1.298452213358477270e+00	3.507442504252843207e+00	1.524530016440099001e+00	6.641784820963881231e+00	6.818461917965354502e+00	8.244625872146688295e+00	-7.368654591096216677e+00	2.249709084413859639e+00	2.021602904314040927e+01	0.000000000000000000e+00	2.769927282078419495e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.615274298389550722e+00	3.906012697503014053e+00	3.446108491522445583e+00	6.009441945427619558e+00	5.446882469396712168e+00	9.495914562096970712e+00	9.895164218819159530e+00	-1.376545406173667097e+01	9.007518407237554925e+00	2.623590634584499171e+01	0.000000000000000000e+00	2.109353919047076076e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.292213752983009556e+00	5.582883351155354390e+00	8.291418602305869356e+00	2.092192624025924985e+00	9.406293130736152364e+00	3.849876637742710717e+00	8.279071121005269873e+00	-3.363606741472518369e+00	7.409731225092687446e+00	3.667148542391906574e+01	0.000000000000000000e+00	8.106813268581822385e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.972892886109999466e+00	7.454742953185396814e+00	6.286941458406736238e+00	9.450107053177692507e+00	3.539303275974598151e+00	3.092617449293111775e+00	6.498183569321199116e+00	-7.077904645847531206e+00	1.512921948840586062e+00	7.368135468087876561e+00	0.000000000000000000e+00	1.915234470676518796e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.458566080734901460e-01	3.382309316642984953e+00	5.448896882586540258e+00	2.629363809073299585e+00	5.987812072308530631e+00	2.191790503743257013e+00	2.071251873503979102e+00	-9.502524979608711897e-01	4.636754703129718713e+00	1.654218148681005829e+01	0.000000000000000000e+00	3.333012557373301377e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.498897478366963298e+00	6.469602973827778492e+00	2.101583601782778921e+00	3.511944635413531746e+00	6.330068400675868290e+00	6.018923050033501809e+00	7.476900243410552704e+00	-3.702839968176296903e+00	1.829865350119549650e+00	3.639129116821838039e+01	0.000000000000000000e+00	3.579461048398447787e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.969643391391586729e+00	9.610391892822660154e+00	7.980154056369777038e+00	8.408945941958011261e+00	4.538384064250808869e+00	4.419571641953960572e+00	7.820118234644256816e+00	-4.822285354824662917e+00	8.177042137593344862e+00	2.883801112071235551e+01	0.000000000000000000e+00	1.411056610651664833e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.894790606574311198e+00	6.222714669574469504e+00	6.531899671009007591e+00	6.548333975118487693e+00	4.230095077337407972e+00	3.897183026236440639e+00	6.485936714150550841e+00	-7.191984752926646074e+00	8.740891239985117522e+00	4.888080629168256763e+01	0.000000000000000000e+00	2.807716975448909835e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.450859582852938701e+00	3.547232982703475201e+00	1.450799572606572774e+00	4.426016373410949889e+00	3.802921965284820516e+00	7.051113904684787492e+00	5.482513861936981314e+00	-7.895617534227749701e+00	2.783653138825215034e+00	6.191792309381453308e+00	0.000000000000000000e+00	1.252312154572914338e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.270932380709755449e+00	4.845589862713495233e-01	7.546182564400206516e+00	4.271597915994608030e+00	5.402599981856812228e+00	1.967911183694292276e+01	5.153420589863480394e+00	-1.911734914108176042e+01	5.853030659617037834e+00	9.850205436017786198e+00	0.000000000000000000e+00	2.563872281796498953e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.672945464114598657e+00	7.051293268978742645e+00	5.269076937140885875e+00	4.905013654818894508e+00	8.874498347258466424e+00	5.143869570783918377e+00	2.874124009139647384e+00	-1.951955397771558021e+00	8.538610041362305836e+00	9.343038929386059976e+01	0.000000000000000000e+00	2.207324635357011999e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.862992908488404042e+00	1.117337319204377621e+00	2.026130009923672759e+00	3.539799558936365109e+00	2.872478516010218641e+00	8.928428712696389269e+00	5.476796935511796249e+00	-1.676046529779521777e+01	9.176302912030726233e+00	6.769122980052102001e+00	0.000000000000000000e+00	1.160959238944399807e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.029589636923312490e+01	8.532957692017118845e+00	5.148310561148415232e+00	2.873582977115499926e+00	1.021325460320035994e+01	3.095282390640111458e+00	3.590873037086824038e+00	-7.663140673889862198e-01	6.040215518841974607e+00	1.686626647615908610e+02	0.000000000000000000e+00	3.685407704331434786e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.824512972410924583e+00	5.269910074338039152e+00	5.721312903218056967e+00	5.111309754408535078e+00	6.407756881979679520e+00	5.952824591565275547e+00	8.983779852093011442e+00	-9.251598945507122806e+00	8.855477157941763267e+00	8.741495197805345185e+01	0.000000000000000000e+00	3.727797396813119946e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.547114118267746363e+00	8.895933327264195611e+00	3.014119518073401061e+00	4.261989104245946791e+00	9.071808808155475745e+00	2.514550376942377596e+00	2.636108428514985391e+00	-1.370581564076214232e-01	5.122308660911189193e+00	1.453009952938005824e+02	0.000000000000000000e+00	4.069052259821559403e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.594721638202013736e+00	7.795447424323435293e+00	1.025315952329592406e+01	4.005585282793883373e+00	5.472762960572564062e+00	3.093147845573092525e+00	2.000673300543510891e+00	-5.022028579882904520e-01	4.319313133706113028e+00	9.181546833165316457e+01	0.000000000000000000e+00	3.453723851025561231e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.454673880214433446e+00	9.432128845473931378e+00	8.982884150091670961e+00	7.547203637799560383e+00	8.203151471760802949e+00	4.715410576415434818e+00	4.257799001160941010e+00	-3.533798037543089521e+00	9.660315109220755758e+00	7.814453606122425811e+01	0.000000000000000000e+00	2.571590962913917267e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.309146721473025465e+00	3.657538109983764496e+00	6.858166359859159122e+00	9.488739464639037280e+00	5.218891707025276050e-01	2.251074623458171331e+00	6.985787691950863021e+00	-1.651390697374998950e+01	5.157536016052248762e+00	2.062185246776017067e+01	0.000000000000000000e+00	3.495927393240830128e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.472191963145748073e-01	7.148746654743587392e+00	5.264943481603407527e+00	5.172386299588266567e+00	8.475873569108408390e+00	7.184550696747876941e+00	4.651739034129786177e+00	-3.513745487611708462e+00	5.041292898152281765e+00	1.288304855344977184e+01	0.000000000000000000e+00	6.415047055166671619e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.059802222285125772e+00	3.432759484242020598e+00	5.991982416385035926e+00	2.244995907672045821e+00	-6.258970726721990729e-03	2.056807046731928823e-02	3.520780771525434005e+00	1.405659371886271991e-01	5.569354115586961029e+00	3.489981230909334897e+01	0.000000000000000000e+00	1.197102932619035087e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.157093255562686274e-01	4.089752783605105080e+00	7.402900473875686060e+00	1.873203391333198686e+00	8.643958113965853229e+00	3.890050542119827259e+00	5.872860828157531188e+00	-1.612929699347127377e+00	9.109890717031515095e+00	4.288998411390971199e+01	0.000000000000000000e+00	7.457645282494057781e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.461025370954344815e+00	8.016691384634889062e+00	5.948386542124415755e+00	9.661798677896033638e+00	9.985456350739713827e+00	1.351861476426153175e+01	3.962546874756739168e+00	-4.460767828280769898e+00	9.168545561768080887e+00	2.706051177061373281e+01	0.000000000000000000e+00	1.303087956537070369e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.832426202976631835e+00	8.827908855045732750e+00	1.477338427880996896e+00	3.368475811675787135e+00	4.602789787745214412e+00	-9.038908799230380708e-01	9.942451642539579026e+00	-3.290253498094184437e+00	4.022219961824790246e+00	5.319078717092808262e+01	0.000000000000000000e+00	1.637181248906941988e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.239155473429211618e+00	1.070487792708945562e+01	5.282196908292596582e+00	1.640153209602090323e+00	1.733748482162495774e+00	-3.516754523651111075e-02	1.038124970945778003e+01	-2.348577664396345632e+00	3.947109753870223781e+00	7.330213782194866212e+01	0.000000000000000000e+00	1.580741516353167775e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.559864942215112293e+00	7.815664009228115106e+00	7.602102888976348005e+00	6.067113160690412066e+00	7.887029541945625333e+00	6.598133307682354953e+00	5.428379950737677540e+00	-4.081815572701044559e+00	5.549482625138118408e+00	5.361341983067205774e+01	0.000000000000000000e+00	3.670072064383113997e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.654128576741429768e+00	4.679637743479782230e+00	6.076319581082863408e+00	6.637290042447866689e+00	2.994679628732527465e+00	5.187387552230198651e+00	4.729242172162363644e+00	-5.187474292260595199e+00	6.331617880090597339e+00	1.723052629447656869e+01	0.000000000000000000e+00	1.516935873426760217e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.551550460484218075e+00	4.962818664491593701e+00	1.731819700295875730e+00	6.221758528097387497e+00	7.746397558956157781e+00	1.223976199218884631e+01	6.953047155528950363e+00	-1.151390548829471427e+01	3.616007514027844039e+00	8.045270188959644742e+00	0.000000000000000000e+00	1.618516070107547122e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.565125899587570757e+00	7.994321980437291586e+00	7.375886743580768901e+00	3.819448150305895240e+00	1.312895165441571033e+00	6.550887796114994721e-01	1.279812728474559735e+00	-9.085215366873091725e-01	8.591703371637962050e+00	1.103876796476408657e+02	0.000000000000000000e+00	2.086209567511150453e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.845137518780586738e+00	2.455452676903922438e+00	2.743066437824172255e+00	2.238499945948250414e+00	1.876985266246603334e+00	7.469969486281314852e-01	4.561805839912640437e+00	-2.232685990247353924e+00	5.392213339445151021e+00	3.346178848177351739e+01	0.000000000000000000e+00	8.429205046991333106e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.553796885451284027e+00	1.782992357700077468e+00	4.029106969781746095e+00	9.361606542360034311e+00	1.006677829252320322e+01	4.893362796374901080e+01	3.855542111274073314e+00	-1.947918001891631690e+01	4.633278809455427805e+00	8.359960577244414992e+00	0.000000000000000000e+00	3.040153537435194053e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.651305200351846025e+00	4.361154260783135506e+00	2.235572399290444157e+00	2.395800072427931582e+00	7.112427859689890219e+00	5.769434939708789400e+00	9.677468274069758181e+00	-7.433350237996840804e+00	2.488386642079947642e+00	2.315747882604211050e+00	0.000000000000000000e+00	5.805435920565212626e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.574257174802207615e+00	2.509500437346696256e+00	3.522204424588285754e+00	7.029012014689842935e+00	7.907081851629904179e+00	1.667489481095397963e+01	1.721730111584445222e+00	-1.981782418248484445e+00	3.632866622697264347e+00	1.700550217401050546e+01	0.000000000000000000e+00	4.366135831850479576e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.405970248053371563e+00	4.388502593504702176e+00	8.007758843881095601e+00	7.530311056506783451e+00	2.919975011066250570e+00	9.373509531834592678e+00	5.548220767184266933e+00	-1.166032733105886088e+01	9.255870367777461638e+00	3.671021871934495806e+01	0.000000000000000000e+00	3.168195535177970967e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.276068314398077774e+00	3.693698263561843387e+00	6.037880447355239433e+00	6.735430099493315836e+00	7.315844883292379919e+00	1.483638664706123400e+01	7.917275786881831756e+00	-1.505659680211110008e+01	4.133697852667952866e+00	6.166935374694750394e+00	0.000000000000000000e+00	1.054340441564675501e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.284262187651794118e-01	2.095877751361889807e-01	2.597840903212993435e+00	4.683665639097604583e+00	6.241815341567358288e+00	1.604467171972437711e+01	6.039958978549685220e+00	-1.442451081666032664e+01	3.174447882848754343e+00	-6.784493232339904090e+00	0.000000000000000000e+00	2.976102789473551891e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.362920204144433711e+00	6.718637555453794707e-01	8.569426384959950127e+00	3.881491039183678549e+00	7.306085638684451489e+00	1.802937717837701115e+01	2.365374253016723216e+00	-5.783363573533263136e+00	4.866532207195007231e+00	1.661605167564200514e+01	0.000000000000000000e+00	3.270752816830501786e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.166917773405552694e+00	9.947831054246361049e+00	9.170556846220453195e+00	5.398337243460836987e+00	6.950756709257737143e+00	5.017506556669524720e+00	9.894221002447004309e+00	-4.658590877359301885e+00	3.835354865713775485e+00	4.532164274030381534e+01	0.000000000000000000e+00	2.769650680327619341e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.272850230878704636e+00	5.318288188452213738e+00	8.214105437673099530e+00	8.125781879032830446e+00	6.800944473553051317e+00	9.897611067561138398e+00	5.338856778541669179e+00	-1.080515732509080173e+01	2.167620683380324653e+00	7.806110969308507563e+00	0.000000000000000000e+00	3.054042750181606181e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.724457942288120549e+00	5.307948148142473954e+00	2.851989530473611811e+00	9.740199183024778051e+00	5.157787092718958633e+00	1.074624356904176814e+01	6.149768510330912541e+00	-1.423731078510756909e+01	4.123988973804958214e+00	1.021079501067652018e+01	0.000000000000000000e+00	3.169516901932030706e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.367134571839919044e-01	6.762262607713670270e+00	4.994695917300044918e+00	1.707302098041827199e+00	3.930829349170024578e+00	3.828334773591227647e-01	2.667195055789273184e+00	-3.970120959570122565e-01	5.849188111407144675e+00	3.269554372927684938e+01	0.000000000000000000e+00	5.675354750707965579e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.694164421290058620e+00	4.265045753134589113e+00	1.027297465693354894e+01	3.213652669562690356e+00	8.152764802510340303e+00	7.258023501058935345e+00	5.334140155140681294e+00	-2.082962524214992950e+00	6.760491507128104871e+00	2.741877232043804113e+01	0.000000000000000000e+00	1.572430074565909841e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.266339754098613657e+00	9.522525088390528580e+00	7.711966115117822262e+00	8.995321223823818713e+00	3.283924100290565917e+00	3.144590239509247098e+00	4.410747500090703710e+00	-4.527986820372660759e+00	3.953089149785660616e+00	1.008634043882675435e+01	0.000000000000000000e+00	8.567112454194345972e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.785287298030876713e+00	7.952419287270371839e+00	1.555534190356836044e+00	8.148885425541683603e+00	5.982826003920364677e+00	5.626946385866134825e+00	2.046047209503876196e+00	-2.077076982059603782e+00	4.103069846348969207e+00	4.953796842254402577e+01	0.000000000000000000e+00	3.349278989634655090e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.635718050096596876e+00	2.117195249267994850e+00	2.230685218209660370e+00	8.595432201135244199e+00	2.970950340234380427e+00	1.604026518310712390e+01	2.080712813053965604e+00	-1.096142924695891097e+01	9.265811188145445243e+00	9.867392019204896059e+00	0.000000000000000000e+00	2.591885811069155210e+01
