G	c	dx1dt	d2x1dt2	dx2dt	d1	d2	p	W	m2	Fc	m1	Fg
1.000000000000000000e+00	1.000000000000000000e+00	1.178551416668409457e+00	2.992130720075585337e+00	1.303859029888169152e+00	5.945564287527935754e+00	-7.324621436531457697e+00	1.307430400562042516e+00	-4.614902278904047250e-01	2.493042291302328906e+00	8.231225559018513493e+00	3.262129389796973200e+00	9.427895719115973350e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.732478489723693116e+00	9.878183246667543216e+00	1.559180042139524769e+00	3.588227834480009815e+00	-4.875011557550633867e+00	4.520066735716875783e+00	-2.814056583989954063e+00	7.353357513697454273e+00	8.359142892504456412e+00	8.247149446957065422e+00	2.719938324547917574e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.497944509141287739e+00	9.490314854603212780e+00	9.162707364795755538e+00	3.760287431086229759e+00	-7.117455572960769139e+00	7.273637119708140197e+00	-2.765444607383505016e+01	5.821874168924852100e+00	9.814931584044735757e+00	3.513746890045414517e+00	6.826853669718421713e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.914929053850585650e+00	1.363404093749103430e+00	2.257455239756435361e+00	4.168308712513414171e+00	-6.490995527916942898e+00	2.736198594136303619e+00	-2.252893933511765034e+00	6.719499929927801318e+00	5.516018356778956466e+00	2.713458600644100827e+00	2.652660199424655474e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.649006688809603105e+00	7.345012717754658915e+00	5.790749576792093123e+00	6.590090368007836652e+00	-1.203364720882889216e+01	6.778479536659941296e+00	-1.018745737047387578e+01	2.781182153979494753e+00	5.099098115667239917e+00	5.546438097794169408e+00	4.682253533635979181e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.647777766686205680e+00	9.334152245170653117e+00	4.704501957345954999e+00	4.001051120379443660e+00	-7.176155669757638300e+00	3.340663885259139931e+00	-6.117679968965894055e+00	2.907928849994464215e+00	7.784467143490097385e+00	8.789489811703543154e+00	3.625168673249757489e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.743361419487843733e+00	2.627154911724737474e+00	4.121532965377671331e+00	7.591780441828267278e+00	-1.333735780261525505e+01	8.974394500513067641e+00	-8.468136836200146789e+00	1.372701051889221979e+00	2.195344910999180943e+00	3.169805641017110265e+00	5.004734137482180323e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.722233684701656387e+00	6.101441831916686098e+00	9.095778387050506453e+00	4.634801574812615677e+00	-8.752029492676117073e+00	9.056865638042483013e+00	-2.893590935987437263e+01	3.893908895748037224e+00	5.929789196132853490e+00	1.706545862382761403e+00	6.713062065123087052e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.894180744782930859e+00	9.242929115263267548e+00	1.185310854123672986e+00	1.612748690365848336e+00	-1.877963462394547367e+00	3.677657514279133455e+00	-2.631565331682344411e+00	6.033618896625420724e+00	5.910139160380016854e+00	4.211040969054068661e+00	2.597740033914659463e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.621020644779410436e+00	1.304859208471634391e+00	6.966796783463580667e+00	8.051640152171465559e+00	-1.494721429235194776e+01	3.073706001760913686e+00	-4.680138238679012019e+00	8.716883911771345694e+00	1.802684098213263253e+00	7.730721804498967842e+00	5.839609849634058492e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.504576746422732647e+00	7.274248575828696772e+00	9.680531017412809192e+00	3.572348690698197604e+00	-6.764531478503896800e+00	4.702512966347639711e+00	-1.967880269350473199e+01	7.009869125442953042e+00	4.771448726760527670e+00	5.970358138105007484e+00	2.236477810277380129e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.262513616317438636e+00	3.677503804460518388e+00	6.050577046901822520e+00	4.886160672770053282e+00	-8.982187433426355838e+00	3.173519550458849370e+00	-6.393902581460154444e+00	4.918665496195600007e+00	8.678163444961324302e+00	8.353564953902068879e+00	4.079317308225868288e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.626641354903261227e+00	9.322206220002698274e+00	9.431765421992796661e+00	7.161169817575535390e+00	-1.357615329231871648e+01	7.053958210525878236e+00	-1.616068971325938364e+01	9.581182077694192500e+00	8.690068947711161229e+00	9.633844298045689314e+00	1.592680071428220856e+02
1.000000000000000000e+00	1.000000000000000000e+00	4.289610481688938215e+00	9.743460653510574332e+00	1.479503037977942359e+00	3.994064587820899348e+00	-5.281464109311393429e+00	8.439558530917997459e+00	-4.500469536782997437e+00	7.481514245507744576e+00	1.892034876956942391e+00	8.130963895296785537e+00	1.578422542845051524e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.101832524972954808e+00	9.504953204099630071e+00	4.768255994465308234e+00	1.504954078090194880e+00	-2.700769938866137032e+00	7.058556703860081605e+00	-2.564558280051308614e+01	9.358547870242716726e+00	1.817221981297136857e+00	6.432129852641486067e+00	7.480504025113927646e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.069934047575687330e+00	5.270198473648513904e+00	3.340076093129196178e+00	4.371106253165115696e+00	-7.419469685087345390e+00	8.422834339076873178e+00	-1.018128476570371177e+01	5.755307892185336449e+00	3.350022771574679759e+00	5.432052475031211358e+00	1.012260350640424100e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.804598183835611547e+00	8.750730993313927897e+00	7.577700712108843106e+00	9.501256709578253634e+00	-1.774147773144575879e+01	4.568589434135475358e+00	-6.560193252697848365e+00	3.330442387451792108e+00	8.880150875819508016e+00	1.360834708108991320e+00	6.459897678133531826e+02
1.000000000000000000e+00	1.000000000000000000e+00	5.628711416515850274e+00	8.598309626550477702e+00	9.830984036481428490e+00	6.778894211315714458e+00	-1.285202250458358009e+01	2.404355867996708973e+00	-6.045728570439313998e+00	1.477826933850689972e+00	2.156240831532007185e+00	9.863082576054745587e+00	3.438108246262430168e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.338865609824294367e+00	3.888276896258488602e+00	3.307582320889692173e+00	7.050948947146500778e+00	-1.196524300530918161e+01	7.643461495075063894e+00	-6.160932692822422396e+00	7.530218890479369875e+00	7.481758530916021499e+00	4.448053919189622007e+00	5.458940122800597550e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.410702847676184701e+00	8.464269726605829547e+00	6.893884855913435139e+00	6.688862799100994572e+00	-1.241470235300759306e+01	4.246133948053724794e+00	-7.524026613035363908e+00	2.087584231323683870e+00	1.909261290210175765e+00	2.365741442196040989e+00	6.730867327613724171e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.465504591168895310e+00	1.346249424262548011e+00	2.783707686764122613e+00	2.787819337784100959e+00	-4.561111719659642461e+00	7.044202365154574430e+00	-9.767655944263758272e+00	3.727658046740597975e+00	6.601232332292129357e+00	7.008476871714833578e+00	1.924049693214548995e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.533155252302045302e+00	6.374191927133206370e+00	6.091906366028230657e+00	4.769723633359052251e+00	-8.748733901410526315e+00	3.441789262757194656e+00	-7.138011683869503798e+00	5.805320503720333036e+00	4.198782361737387170e+00	3.550975274791752678e+00	8.192817966088304615e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.584844308981955940e+00	3.071424722583883771e+00	5.181087303860546278e+00	7.761216378208172451e+00	-1.401592697050264213e+01	1.723304966263687676e+00	-2.047917971330529330e+00	6.085253647834462321e+00	8.095139025505600827e+00	6.260959528176933020e+00	1.180050399030744899e+02
1.000000000000000000e+00	1.000000000000000000e+00	9.540424984812686304e+00	2.086778744472279623e+00	9.750191396694434687e+00	1.911341990703539606e+00	-3.629164961353250174e+00	9.927928367739113469e+00	-6.529877689683834774e+01	6.412191657050565929e+00	3.109119855853354153e+00	6.274753133852782661e+00	1.155996259734434206e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.694427723579018163e+00	1.692375309540953054e+00	6.471387949843951937e+00	3.508207464370043827e+00	-6.468590347933860230e+00	2.407064040215910694e+00	-6.801334323632353573e+00	2.495244616393812009e+00	6.752013884781017161e+00	5.003340421952346517e+00	2.071865387978828466e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.273168697955439299e+00	7.256931302265111405e+00	4.138087295987579850e+00	3.485723021867978666e+00	-6.117341297016671398e+00	9.891843379034659378e+00	-1.773714562848874721e+01	4.414343811345502466e+00	3.118303976633400421e+00	8.527130503009871632e+00	4.926708916472483324e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.742276386210862782e+00	4.058975069676276526e+00	2.027683574820559276e+00	4.888347766004292438e+00	-7.369617509289372315e+00	9.813917917639082944e+00	-6.382886957593151500e+00	6.550464403176370354e+00	7.417858483546800663e+00	3.382776906225590796e+00	7.621469866948197591e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.878804810975499118e+00	7.529636111094080597e+00	2.360275842361588161e+00	9.823433556176583537e+00	-1.549698536577317398e+01	8.147172037898231522e+00	-3.462122186191321394e+00	9.725691022260448904e+00	8.869609103517936077e+00	5.036519897774643262e+00	6.730760414472351840e+02
1.000000000000000000e+00	1.000000000000000000e+00	7.153086037758752624e+00	1.584871179316997170e+00	3.028334915017640849e+00	1.602463612372431401e+00	-2.688379468032279895e+00	6.934379995946670761e+00	-1.497418985992831608e+01	7.537418305244276695e+00	2.149181122144438572e+00	5.845387368316235843e+00	9.783149263163301024e-01
1.000000000000000000e+00	1.000000000000000000e+00	4.960757240757966535e+00	3.839904798694006249e+00	3.258611305189540452e+00	5.668728948841164517e+00	-9.616033341453858796e+00	6.197455715723857672e+00	-5.903324450243985666e+00	9.299456771707539815e+00	8.805805945636283383e+00	6.968929838523150622e+00	5.156101425458147247e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.097566580236287059e+00	5.860159163620603628e+00	8.669810113466391854e+00	2.621843327225777731e+00	-4.932663243276590670e+00	8.792298491058408771e+00	-4.143008365795484593e+01	7.856834321496672935e+00	6.344856040568896738e+00	8.059886662636074561e+00	4.511530933742653815e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.455698722975624193e+00	8.111447786036587004e+00	6.043660044153667421e+00	9.738497690545536045e+00	-1.787229305773377419e+01	3.605119864611949332e+00	-4.021051291327675692e+00	6.324490673420194220e+00	2.145571031535749462e+00	4.561338032207951976e+00	4.319293009386555582e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.309668581992053271e+00	3.866261861876828299e+00	5.699530410124714841e+00	2.019899697989236298e+00	-3.679961274986408348e+00	5.209740869753077597e+00	-1.910533161582149120e+01	2.728933124870140059e+00	4.841262266319483309e+00	6.811988653696625207e+00	1.153263560899514317e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.184293188583403378e+00	6.627359589842353849e+00	2.034755119052995109e+00	4.631533312974777772e+00	-6.992463646611264849e+00	6.572022103551459438e+00	-4.476441985993591111e+00	7.002159340852370129e+00	2.446405438140665467e+00	2.359435266385905727e+00	2.438385507628411375e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.326680114920141484e+00	8.969225894680596056e+00	8.739178765823655937e+00	7.642755967442136367e+00	-1.439944092477955095e+01	4.699226433943588077e+00	-9.441871354538330152e+00	6.610334206714201244e+00	7.299410951248403556e+00	9.392541269385095148e+00	1.058531192358455684e+02
1.000000000000000000e+00	1.000000000000000000e+00	6.969588885383549481e+00	6.535605541267059948e+00	7.507073946638051609e+00	7.345048618244814698e+00	-1.369070360058524116e+01	4.854700338048257180e+00	-8.649963792394810724e+00	6.419032628334461421e+00	7.819882826554933608e+00	4.452465178195240014e+00	7.801445043079736763e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.799070089488721713e+00	3.091625934967685119e+00	1.612239258586243285e+00	4.807855768518073170e+00	-6.615733805555605862e+00	3.980103336403157499e+00	-2.051118079926702809e+00	5.397301470287982461e+00	1.957918763178705834e+00	7.557298948922396065e+00	5.456181786419992186e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.676710077007673938e+00	1.227503683027489911e+00	7.377606258661209893e+00	4.116921000910968687e+00	-7.680653844411338582e+00	6.079459165958518874e+00	-1.727390775946615875e+01	5.754753193187121418e+00	5.551473508484923158e+00	1.174280506932950940e+00	2.394696735083712014e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.935438532087236041e+00	8.825796928704855659e+00	5.883521584235315238e+00	4.580269574701635982e+00	-8.378600524615890777e+00	8.647864978141202030e+00	-1.799104994062715335e+01	4.004647700368995977e+00	8.338131160335203518e+00	2.844594397841420097e+00	7.999599106622068234e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.658072170068312534e+00	1.192128212331211579e+00	1.732454107764746176e+00	3.381084464002559908e+00	-4.824674798952679922e+00	2.816688598639872865e+00	-2.045644483382063061e+00	5.676371156260723083e+00	9.430263876042200621e+00	5.378994854308420059e+00	1.492467675323710985e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.718934711417459127e+00	8.869517512803295034e+00	5.127073240263238851e+00	2.842544125401413435e+00	-5.141514445436714986e+00	9.418363445486173546e+00	-2.440593007989976115e+01	2.782991664696099487e+00	5.624689223066339672e+00	8.901512293260333664e+00	4.581726831731289806e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.980170625082512181e+00	5.766992424811944851e+00	5.366520811495772314e+00	5.348267975078200287e+00	-9.705599488342267378e+00	7.209250006301052949e+00	-1.197643979184378438e+01	8.251718750194578789e+00	9.555846964242224573e+00	5.744123784859111126e+00	5.282766200207407792e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.444248455563050371e+00	9.458903490064905384e+00	2.504082324076251087e+00	3.405103850645364805e+00	-5.455942610750507349e+00	8.413459289358950599e+00	-8.968473834046781334e+00	2.676145369266661689e+00	5.817853558125329450e+00	9.372680173880290511e+00	5.638155248602013891e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.052172774904313712e+00	8.193856075886488455e+00	9.516560384299088682e+00	3.589767116128840030e+00	-6.772929750492854062e+00	6.013464093733629667e+00	-2.460111952624190579e+01	1.763964063726913833e+00	4.557820745266401907e+00	5.351994618055853969e+00	4.860117452295805940e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.392713677511327575e+00	9.983110064198285727e+00	8.649464773162353737e+00	6.914379254866868330e+00	-1.301794385188889436e+01	8.015941091351038494e+00	-1.739958695244948572e+01	4.923350697605642701e+00	8.634062752837532884e+00	5.409641350286189976e+00	8.487181252420305100e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.288506449435127266e+00	4.155120919809847102e+00	7.016284364057963074e+00	9.720882737830041975e+00	-1.806849876109213682e+01	1.149224824154472691e+00	-1.490161225912455478e+00	6.920668219514081621e+00	5.438486831807253452e+00	2.075843549101383800e+00	7.867558690454831094e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.785705515815953826e+00	7.898064015390306558e+00	5.157544238068560105e+00	6.430596273076810476e+00	-1.162237744751124779e+01	8.361715670956517243e+00	-1.145752847054229306e+01	4.931181008986754044e+00	5.243591767832023187e+00	8.219797936967216501e+00	8.922193700304777053e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.755731728118117285e+00	4.628190373863445117e+00	4.702617171547831987e+00	1.694488186543404495e+00	-3.024754001082091914e+00	1.362841684713558710e+00	-4.554909784128120975e+00	3.496228678334002193e+00	5.407747066253524082e+00	3.217699873199876048e+00	1.664242023233930112e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.411907799558961507e+00	5.314654400685851598e+00	6.862379171770653485e+00	1.687960916760749885e+00	-3.114703215496412270e+00	9.016462293762307567e+00	-4.477745870850785792e+01	6.022582163727585147e+00	8.623661405069674046e+00	9.087896735936972448e+00	3.620170336230800245e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.934060619141984017e+00	6.651241137989119423e+00	5.910305870339905177e+00	9.570462255877584923e+00	-1.751412416994843824e+01	9.924454171384757828e+00	-1.099978395961882427e+01	4.116183372306129407e+00	8.488657105467810382e+00	9.197789085932718933e+00	6.154050172944566555e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.495321321051107155e+00	8.868988558304101488e+00	1.553149218315383662e+00	3.675459187226783442e+00	-4.993450463275054041e+00	3.641914922518231457e+00	-2.205167935064703322e+00	9.391274929211634870e+00	4.627386027139479552e+00	9.486753361986956179e+00	3.316834492399436840e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.445839046629367797e+00	9.853662108112738238e+00	5.610116943984096771e+00	1.829357059465892776e+00	-3.343101345290774518e+00	2.893398027171991238e+00	-1.110202465500358038e+01	9.299049887213719501e+00	3.991874015746040616e+00	5.687235618989422647e+00	3.414642728669084448e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.466162071393474875e+00	7.920235345356245737e+00	8.262478071795532841e+00	6.397415059095696854e+00	-1.201770344842313598e+01	7.887035652784710749e+00	-1.746456369843565781e+01	5.521582420086523335e+00	5.420444118355076668e+00	7.086113031786063665e+00	2.527061490559288615e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.220453611049046039e+00	4.764152477073682945e+00	5.135100656982136691e+00	6.604714595245450681e+00	-1.193133599567869929e+01	3.280772943818093257e+00	-4.376952969962766282e+00	3.956812271204981357e+00	6.161459293737448384e+00	8.003747469831674621e+00	2.276044586284093185e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.527077347345599190e+00	4.801825951940496218e+00	1.470749057416865124e+00	6.834794449712599196e+00	-9.024367349116740655e+00	8.787592568975577834e+00	-3.091568713666508206e+00	7.632282596552689036e+00	3.141698934437979318e+00	2.188814915802201888e+00	1.023669636526463051e+02
1.000000000000000000e+00	1.000000000000000000e+00	5.871808473955423047e+00	7.635629662508212512e+00	8.078618150248114915e+00	3.413848194288889637e+00	-6.386373374606033160e+00	1.934943581060828421e+00	-6.947673995797329916e+00	1.318058684774926714e+00	8.143752172222736618e+00	6.403595980275097688e+00	7.425038390219362405e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.263875169636815343e+00	3.141840848203091507e+00	2.821254623762291747e+00	1.141275286651571630e+00	-1.880949176344735019e+00	2.126571971482519974e+00	-5.093327307924847780e+00	5.271883172552688457e+00	5.386234421285172047e+00	1.307417706529780510e+00	3.409941479765880956e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.217462833823084623e+00	1.991454901762216956e+00	3.328890857545687254e+00	9.687137293461077547e+00	-1.644309510570473876e+01	9.819193028064855611e+00	-6.004454089553913576e+00	4.026053642086276696e+00	4.000305688319711450e+00	5.471600519300788612e+00	6.921643323888845067e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.669554333226029197e+00	4.192761304785320498e+00	2.480225696625600218e+00	3.249885773855451188e+00	-5.210890431962499569e+00	7.060383986099671993e+00	-7.773015303260072173e+00	9.283589017036886659e+00	1.957434248411585864e+00	2.386381726177747797e+00	6.223146099424189259e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.880965676876959591e+00	3.585474766467200869e+00	3.966879099771459138e+00	7.083966407170754209e+00	-1.238700702802415066e+01	8.612202395609836358e+00	-8.326227378041163973e+00	1.104584884845069448e+00	3.145424517924609642e+00	2.654571037174224823e+00	3.398775393348172802e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.956258723279963974e+00	3.664584323706461255e+00	7.812141806448068770e+00	7.356475396488226792e+00	-1.377397653509222764e+01	3.920260093584076344e+00	-7.257731392464243036e+00	5.976526790023443780e+00	9.552332485839961862e+00	4.286341679323952825e+00	4.518658041598281727e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.795338730418026163e+00	3.091848597184944758e+00	5.660996022930384619e+00	6.491858787862849312e+00	-1.184172816301135001e+01	7.086966913564466175e+00	-1.061432125965659701e+01	7.666335092089738623e+00	3.756740746808692855e+00	4.892648523532114879e+00	4.245660988738448793e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.048769899141247297e+00	1.381456080183532054e+00	2.842913890350150297e+00	3.811785252542268410e+00	-6.289119301184103783e+00	6.342132465580229805e+00	-7.188791909205766828e+00	5.365025666417247763e+00	2.523821938266682441e+00	6.599491225774691827e+00	1.020958348193916265e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.345098199558961483e+00	1.171837869522824427e+00	8.899334124021505588e+00	3.434313654175781050e+00	-6.487831862639983349e+00	6.419192707665333231e+00	-2.543180786861188736e+01	1.770891094950463041e+00	5.150316560204954541e+00	1.671771928132655294e+00	2.596640913398910122e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.363651863826388144e+00	9.892084211943171113e+00	8.908702557416688705e+00	6.367836649039753993e+00	-1.203354302991528790e+01	7.142746599227303150e+00	-1.712177145616927731e+01	9.749794369589238840e+00	3.760632686721727680e+00	5.539408028996475331e+00	5.694448528777962792e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.561413636256181903e+00	4.853346915763201430e+00	8.830080269507115887e+00	8.801474787461776472e+00	-1.658683264111790834e+01	6.183547892710607563e+00	-1.109876958497839006e+01	5.659424383234687106e+00	1.327026287686951633e+00	2.649765912698832881e+00	1.589404620203485052e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.946339617082220030e+00	4.462124422394476930e+00	3.153636546744150948e+00	9.518439452135758927e+00	-1.601961109242526859e+01	4.864747531202583630e+00	-2.853980084972019160e+00	6.535247805344536864e+00	3.909763168611000594e+00	6.169346372044310023e+00	2.204183500877294577e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.666792920409495782e+00	7.119034372463173277e+00	5.062428009883418234e+00	1.954002929124406096e+00	-3.521775162929778880e+00	3.483613128161987760e+00	-1.150334541489798035e+01	3.132556764686885931e+00	5.901618351773409543e+00	6.730608548521430201e+00	2.281031278434139864e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.237329069912786572e+00	2.969467992877372620e+00	9.865468949709057966e+00	2.393445394235269585e+00	-4.522165214322164672e+00	7.919840237784848469e+00	-4.531923941963673030e+01	5.356019545273576377e+00	5.964837317595693023e+00	6.012055807242492556e+00	8.860004601482987852e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.035036414325140264e+00	9.551850185366490109e+00	7.949803834330973373e+00	9.496847909374281471e+00	-1.780072284142178063e+01	3.036303636038709453e+00	-4.539600302460796932e+00	4.869072060947634562e+00	4.207572251811791730e+00	7.648225385287799938e+00	1.189458695406472089e+02
1.000000000000000000e+00	1.000000000000000000e+00	8.765142565916649531e+00	8.075365658206852260e+00	1.245018247263179667e+00	7.622001268943730423e+00	-9.136324508884190010e+00	7.223401126532400518e+00	-1.943014515645935969e+00	1.676948004656620972e+00	5.034771393280307095e+00	4.010898474671009240e+00	1.465221839185722175e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.608998380637886250e+00	1.800270809721158383e+00	1.593703973977975696e+00	8.941502271797629575e+00	-1.225473720585977766e+01	3.092255864486645578e+00	-9.494741738345664483e-01	1.960536487777500447e+00	9.692597237837563995e+00	7.879970189446853013e+00	5.885866813513279894e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.980460673742816091e+00	4.756841900778905341e+00	5.176063922930615568e+00	2.819778927741569241e+00	-5.104943162080581409e+00	6.626864881607068547e+00	-1.745830284226819273e+01	8.528588107522860895e+00	4.404031462557538745e+00	4.899647686284286152e+00	2.585152810299833703e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.578887743930531773e+00	8.913812321313315579e+00	9.174930105321754681e+00	6.290257417250028737e+00	-1.189304582076374039e+01	7.722829329918700303e+00	-1.931151792703698789e+01	3.159499594971665992e+00	3.325430248968083813e+00	5.362339734457925111e+00	6.972779324278003799e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.798708847415450673e+00	9.500829781258467222e+00	5.857317189622765596e+00	7.305948831551168254e+00	-1.338211708406653422e+01	2.973060258316275295e+00	-4.135301911703630040e+00	2.753622013555595771e+00	3.186588473061317650e+00	6.824647648377027309e+00	2.354379827428196847e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.918952353696469437e+00	5.208362315051400238e+00	5.482357459905561115e+00	7.130461379473607586e+00	-1.294651412812105207e+01	1.543614706653706259e+00	-2.068431472465305898e+00	5.553407137581298336e+00	5.116708253041066357e+00	1.169471936390268363e+00	2.300279561257237617e+02
1.000000000000000000e+00	1.000000000000000000e+00	7.571015555527490726e+00	6.523145560589858505e+00	1.946009646232862655e+00	4.678925574180490266e+00	-6.932163974247256277e+00	2.182059818011290453e+00	-1.417561283214401779e+00	7.923813410737166052e+00	7.836241448220676808e+00	6.886457037434757567e+00	3.632241963958671960e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.742103310109459180e+00	2.507940616940911305e+00	6.904100092478230088e+00	1.142929983724677356e+00	-2.106909007741014417e+00	6.452446024663726298e+00	-4.024712106705198522e+01	1.554059933949338168e+00	2.850485636934523281e+00	6.571437970900851688e+00	2.455615743299104925e-01
