G c dx1dt d2x1dt2 m2 Fc m1 Fg p d2 W d1
1.00000000e+00 1.00000000e+00 8.49198377e+00 9.49653406e+00 9.15793708e+00 4.34843307e+01 3.76098940e+00 -7.37874050e+01 -3.81440627e+02 7.27447323e+00 5.81812991e+00 -1.96930783e+01
1.00000000e+00 1.00000000e+00 2.91105200e+00 1.35484130e+00 2.25320834e+00 1.52636986e+00 4.17662653e+00 1.78808192e+00 7.02025830e-01 2.74091809e+00 6.71791012e+00 -7.55553172e+00
1.00000000e+00 1.00000000e+00 2.63642470e+00 7.35017655e+00 5.79178614e+00 2.12853253e+01 6.59163204e+00 1.54129754e+02 8.92609344e+01 6.77354033e+00 2.76838270e+00 5.16198985e+00
1.00000000e+00 1.00000000e+00 2.65064059e+00 9.32723486e+00 4.69986042e+00 2.19183510e+01 4.00644969e+00 -1.48560133e+02 -1.15483090e+02 3.33845324e+00 2.90571276e+00 -4.14757266e+00
1.00000000e+00 1.00000000e+00 3.73818019e+00 2.62517811e+00 4.12608994e+00 5.41586048e+00 7.59429146e+00 6.44320329e+00 3.27154956e+00 8.97477498e+00 1.37347593e+00 6.33484449e+01
1.00000000e+00 1.00000000e+00 5.72280788e+00 6.11150707e+00 9.09850011e+00 2.78027739e+01 4.64074647e+00 -5.67468644e+01 -1.59174321e+02 9.06120950e+00 3.89860782e+00 -1.46726369e+01
1.00000000e+00 1.00000000e+00 4.88750517e+00 9.23939468e+00 1.19641057e+00 5.52705473e+00 1.61517880e+00 1.57906599e+01 1.42918073e+01 3.67558484e+00 6.03770195e+00 -1.27357876e+01
1.00000000e+00 1.00000000e+00 3.62106226e+00 1.30551381e+00 6.97410718e+00 4.55239661e+00 8.05383858e+00 2.94044441e+01 2.30501986e+01 3.06994379e+00 8.72141423e+00 -6.60986174e+00
1.00000000e+00 1.00000000e+00 6.50667605e+00 7.27678241e+00 9.67054991e+00 3.51852437e+01 3.57182492e+00 -5.57920969e+01 -2.45715688e+02 4.70173575e+00 7.00234703e+00 -1.40103293e+01
1.00000000e+00 1.00000000e+00 2.25544475e+00 3.67614107e+00 6.04151365e+00 1.11047282e+01 4.89490192e+00 -5.85109720e+01 -4.07203293e+01 3.16478427e+00 4.91856691e+00 -6.36002236e+00
1.00000000e+00 1.00000000e+00 3.62930184e+00 9.31956576e+00 9.43140216e+00 4.39482863e+01 7.16899495e+00 -1.83209265e+02 -2.18689796e+02 7.05145459e+00 9.57808103e+00 -1.76500834e+01
1.00000000e+00 1.00000000e+00 4.29725659e+00 9.73952421e+00 1.47032091e+00 7.16011306e+00 3.99210541e+00 4.17468819e+00 1.65183047e+00 8.43458216e+00 7.47320681e+00 -2.47270054e+01
1.00000000e+00 1.00000000e+00 5.10462986e+00 9.49839840e+00 4.76913987e+00 2.26495953e+01 1.50927091e+00 -3.31360214e+01 -1.33621852e+02 7.05782918e+00 9.37148683e+00 -2.59580006e+01
1.00000000e+00 1.00000000e+00 8.06658365e+00 5.26792795e+00 3.34142012e+00 8.80118022e+00 4.36528942e+00 2.87228463e+01 4.43379046e+01 8.41915403e+00 5.74829176e+00 -2.08894976e+01
1.00000000e+00 1.00000000e+00 2.79706404e+00 8.75838386e+00 7.57738868e+00 3.31828394e+01 9.50003724e+00 1.30777552e+02 7.29406919e+01 4.57292946e+00 3.33013847e+00 7.79908922e+00
1.00000000e+00 1.00000000e+00 5.62810995e+00 8.60094459e+00 9.83167381e+00 4.22808408e+01 6.77560958e+00 -1.36021825e+02 -2.77709200e+02 2.40685274e+00 1.47544018e+00 1.24783914e+01
1.00000000e+00 1.00000000e+00 6.33173112e+00 3.87190426e+00 3.30877056e+00 6.40562142e+00 7.04331234e+00 5.67532320e+00 4.22029468e+00 7.64155853e+00 7.53476366e+00 -1.62799510e+01
1.00000000e+00 1.00000000e+00 1.41805371e+00 8.46023927e+00 6.88757141e+00 2.91352511e+01 6.69053938e+00 -1.01846954e+03 -3.71694145e+02 4.24427055e+00 2.09172698e+00 1.01741278e+01
1.00000000e+00 1.00000000e+00 6.46790367e+00 1.33306871e+00 2.78287869e+00 1.85488426e+00 2.79092925e+00 6.41187766e+02 1.03379452e+03 7.04143743e+00 3.72497615e+00 -1.76141903e+01
1.00000000e+00 1.00000000e+00 2.53471711e+00 6.36642891e+00 6.08797229e+00 1.93793214e+01 4.76500478e+00 -8.91788879e+01 -7.22006130e+01 3.43579548e+00 5.79223817e+00 -8.09024383e+00
1.00000000e+00 1.00000000e+00 1.58546434e+00 3.07007954e+00 5.17539238e+00 7.94443312e+00 7.75845819e+00 1.59173485e+01 4.20857498e+00 1.73106671e+00 6.07974929e+00 -2.50618707e+00
1.00000000e+00 1.00000000e+00 9.53996984e+00 2.08510197e+00 9.74804797e+00 1.01628370e+01 1.91235608e+00 -1.26431493e+01 -1.53706125e+02 9.93323616e+00 6.40524877e+00 -3.38015951e+01
1.00000000e+00 1.00000000e+00 9.69068830e+00 1.69257881e+00 6.47674545e+00 5.48120107e+00 3.50067498e+00 -1.19285966e+01 -5.34673948e+01 2.40581357e+00 2.49629797e+00 -2.87568530e+00
1.00000000e+00 1.00000000e+00 8.27557613e+00 7.26659898e+00 4.14555735e+00 1.50620514e+01 3.48687198e+00 -9.47957864e+01 -2.33170823e+02 9.89578895e+00 4.41763664e+00 -2.39615228e+01
1.00000000e+00 1.00000000e+00 3.74152392e+00 4.05887467e+00 2.02686206e+00 4.11338955e+00 4.88817035e+00 2.91379761e+00 1.13012317e+00 9.79551939e+00 6.55474804e+00 -2.45721590e+01
1.00000000e+00 1.00000000e+00 1.87904903e+00 7.52290094e+00 2.36122146e+00 8.88161757e+00 9.82331867e+00 2.81039839e+00 3.17339766e-01 8.14436294e+00 9.72836978e+00 -1.61297479e+01
1.00000000e+00 1.00000000e+00 7.15809724e+00 1.58820707e+00 3.02785237e+00 2.40442827e+00 1.60752292e+00 -5.12575010e+00 -1.72771679e+01 6.93480666e+00 7.54868024e+00 -2.47856347e+01
1.00000000e+00 1.00000000e+00 4.96137244e+00 3.83761304e+00 3.25869995e+00 6.25281472e+00 5.66830895e+00 8.45616323e+00 6.02984374e+00 6.20026345e+00 9.30343381e+00 -1.72457770e+01
1.00000000e+00 1.00000000e+00 2.09834411e+00 5.85542163e+00 8.65554452e+00 2.53409313e+01 2.61428214e+00 -3.63069083e+01 -6.30591230e+01 8.79491391e+00 7.85990852e+00 -2.93291076e+01
1.00000000e+00 1.00000000e+00 5.45659219e+00 8.11650848e+00 6.05100509e+00 2.45565171e+01 9.73608891e+00 4.03224506e+01 3.41862459e+01 3.60495569e+00 6.32545272e+00 -3.32238179e+00
1.00000000e+00 1.00000000e+00 1.30949669e+00 3.86877253e+00 5.71051820e+00 1.10463480e+01 2.01973154e+00 -1.70913079e+01 -1.58198217e+01 5.20913091e+00 2.72821032e+00 -1.31237414e+01
1.00000000e+00 1.00000000e+00 9.18388362e+00 6.63302239e+00 2.03291985e+00 6.74220143e+00 4.63240902e+00 5.27271097e+00 5.31268056e+00 6.57450972e+00 7.00017087e+00 -1.75965890e+01
1.00000000e+00 1.00000000e+00 3.32901983e+00 8.97379973e+00 8.74125724e+00 3.92211459e+01 7.64096486e+00 -3.11591840e+02 -2.96666266e+02 4.70071428e+00 6.61041609e+00 -7.93576733e+00
1.00000000e+00 1.00000000e+00 6.96270056e+00 6.54276869e+00 7.50532873e+00 2.45528149e+01 7.34098985e+00 -1.12132291e+03 -1.99555415e+03 4.84737809e+00 6.42222253e+00 -8.30781807e+00
1.00000000e+00 1.00000000e+00 3.80539968e+00 3.09663527e+00 1.60901526e+00 2.49126670e+00 4.80455773e+00 1.25439926e+00 3.99652766e-01 3.97256201e+00 5.40807281e+00 -8.83176188e+00
1.00000000e+00 1.00000000e+00 5.68061219e+00 1.21960703e+00 7.37051588e+00 4.49456650e+00 4.11871751e+00 -1.01873702e+01 -2.58900637e+01 6.07808635e+00 5.75790944e+00 -1.56168558e+01
1.00000000e+00 1.00000000e+00 5.92039251e+00 8.83088987e+00 5.89184396e+00 2.60151125e+01 4.57851141e+00 -1.16708433e+02 -2.22289875e+02 8.65517075e+00 4.00998274e+00 -1.48561102e+01
1.00000000e+00 1.00000000e+00 2.66369010e+00 1.19142470e+00 1.73552811e+00 1.03387553e+00 3.37848637e+00 1.09212759e+00 3.73599741e-01 2.81375540e+00 5.67381423e+00 -7.90410673e+00
1.00000000e+00 1.00000000e+00 9.72626165e+00 8.87231505e+00 5.12470577e+00 2.27340021e+01 2.84799645e+00 -5.11725720e+01 -2.23899279e+02 9.40989735e+00 2.77800315e+00 -1.83456198e+01
1.00000000e+00 1.00000000e+00 7.97619541e+00 5.76043421e+00 5.36226658e+00 1.54444919e+01 5.34735728e+00 -5.55475099e+03 -1.11073278e+04 7.20178888e+00 8.24656958e+00 -1.94673839e+01
1.00000000e+00 1.00000000e+00 9.45549047e+00 9.45160929e+00 2.49197086e+00 1.17765675e+01 3.41680380e+00 3.17320692e+01 5.47073126e+01 8.40945891e+00 2.67199259e+00 -1.21306868e+01
1.00000000e+00 1.00000000e+00 9.05344615e+00 8.18904912e+00 9.51128332e+00 3.89441832e+01 3.58715498e+00 -6.25255124e+01 -3.75232260e+02 6.00571623e+00 1.76469661e+00 3.93156279e-01
1.00000000e+00 1.00000000e+00 6.38109981e+00 9.98140699e+00 8.64977834e+00 4.31684790e+01 6.91080457e+00 -2.14723063e+02 -4.28736647e+02 8.01565031e+00 4.92621424e+00 -9.57287987e+00
1.00000000e+00 1.00000000e+00 9.29686812e+00 4.15640634e+00 7.02120104e+00 1.45914822e+01 9.71683599e+00 3.80057879e+01 6.38282527e+01 1.14580358e+00 6.92476696e+00 -1.36763016e+00
1.00000000e+00 1.00000000e+00 1.79643252e+00 7.90469460e+00 5.16066005e+00 2.03967208e+01 6.43273481e+00 8.27471355e+01 2.98135361e+01 8.36542382e+00 4.93945142e+00 -1.16728170e+01
1.00000000e+00 1.00000000e+00 2.76384576e+00 4.61737822e+00 4.70588987e+00 1.08644367e+01 1.69281520e+00 -1.69683291e+01 -3.25930573e+01 1.36124973e+00 3.49078719e+00 -4.12475560e+00
1.00000000e+00 1.00000000e+00 1.40704560e+00 5.31888058e+00 6.85876120e+00 1.82404659e+01 1.68025252e+00 -2.41588858e+01 -3.46893537e+01 9.00922039e+00 6.02354066e+00 -3.10106798e+01
1.00000000e+00 1.00000000e+00 3.92797298e+00 6.64754917e+00 5.90888682e+00 1.96398079e+01 9.56280899e+00 3.17602282e+01 1.92713574e+01 9.92766473e+00 4.12302102e+00 6.34118562e+00
1.00000000e+00 1.00000000e+00 4.49809561e+00 8.86309403e+00 1.56045795e+00 6.91524278e+00 3.67561711e+00 5.10171802e+00 2.43560551e+00 3.64660716e+00 9.39580921e+00 -1.17333414e+01
1.00000000e+00 1.00000000e+00 3.44214129e+00 9.85675122e+00 5.61252384e+00 2.76606256e+01 1.82860287e+00 -4.10277916e+01 -1.08364153e+02 2.89286701e+00 9.30380626e+00 -1.04343195e+01
1.00000000e+00 1.00000000e+00 8.45863758e+00 7.91446072e+00 8.25763256e+00 3.26773543e+01 6.39140128e+00 -1.44589574e+02 -3.95036180e+02 7.88827027e+00 5.52134638e+00 -1.32904700e+01
1.00000000e+00 1.00000000e+00 4.21077994e+00 4.75990104e+00 5.13315890e+00 1.22166642e+01 6.61283900e+00 4.23808350e+01 3.46313022e+01 3.27723707e+00 3.95095595e+00 -2.13851914e+00
1.00000000e+00 1.00000000e+00 3.52841059e+00 4.79221302e+00 1.46760920e+00 3.51654795e+00 6.83654338e+00 9.61255614e-01 1.82025346e-01 8.79006145e+00 7.63419173e+00 -1.94169586e+01
1.00000000e+00 1.00000000e+00 5.88426475e+00 7.63824071e+00 8.07650379e+00 3.08451401e+01 3.40661825e+00 -5.33462519e+01 -1.86052735e+02 1.92558333e+00 1.33041649e+00 2.15883024e+00
1.00000000e+00 1.00000000e+00 2.26831802e+00 3.14899431e+00 2.81227404e+00 4.42791748e+00 1.13599616e+00 -7.42867129e+00 -1.04288368e+01 2.13359677e+00 5.27292105e+00 -7.61506448e+00
1.00000000e+00 1.00000000e+00 8.21977283e+00 1.99426702e+00 3.32758751e+00 3.31804901e+00 9.68513833e+00 1.73669056e+00 1.22615656e+00 9.81236400e+00 4.02691055e+00 7.95005414e+00
1.00000000e+00 1.00000000e+00 1.67095579e+00 4.19159942e+00 2.48235718e+00 5.20252346e+00 3.25803741e+00 1.66492853e+01 5.29918119e+00 7.06455008e+00 9.28482297e+00 -2.33003097e+01
1.00000000e+00 1.00000000e+00 9.88198243e+00 3.58515092e+00 3.97193558e+00 7.11999427e+00 7.08423659e+00 9.08657566e+00 1.25861665e+01 8.62198502e+00 1.10802725e+00 7.57623846e+01
1.00000000e+00 1.00000000e+00 7.95020292e+00 3.66677308e+00 7.81076355e+00 1.43201488e+01 7.35966883e+00 -2.47955231e+02 -5.23030140e+02 3.91896440e+00 5.97533388e+00 -6.02207733e+00
1.00000000e+00 1.00000000e+00 2.78844113e+00 3.10246976e+00 5.67447274e+00 8.80244003e+00 6.49006675e+00 6.12427321e+01 3.73278001e+01 7.08835375e+00 7.66597223e+00 -1.63513133e+01
1.00000000e+00 1.00000000e+00 1.04969905e+00 1.37883871e+00 2.84393147e+00 1.96066139e+00 3.81616655e+00 5.73522468e+00 1.12162339e+00 6.34817645e+00 5.36516189e+00 -1.63619630e+01
1.00000000e+00 1.00000000e+00 8.33915286e+00 1.16086541e+00 8.90047070e+00 5.16612430e+00 3.43986628e+00 -8.42048507e+00 -4.54224408e+01 6.42835108e+00 1.76862727e+00 -7.07945569e-01
1.00000000e+00 1.00000000e+00 7.36171609e+00 9.88950151e+00 8.91623669e+00 4.40885681e+01 6.37901454e+00 -1.54934840e+02 -3.98562247e+02 7.14279214e+00 9.75215251e+00 -1.92267751e+01
1.00000000e+00 1.00000000e+00 7.56106451e+00 4.84995820e+00 8.83520583e+00 2.14251895e+01 8.79486070e+00 -4.69191677e+03 -8.90965645e+03 6.17823256e+00 5.66209388e+00 -5.51978513e+00
1.00000000e+00 1.00000000e+00 7.94143312e+00 4.45893982e+00 3.14916590e+00 7.02097063e+00 9.52060356e+00 3.47020602e+00 2.27889969e+00 4.86156132e+00 6.52767620e+00 -5.26508905e+00
1.00000000e+00 1.00000000e+00 1.66640187e+00 7.11682554e+00 5.06115410e+00 1.80096754e+01 1.95315224e+00 -2.93274414e+01 -3.16597435e+01 3.48330425e+00 3.12948804e+00 -9.58527037e+00
1.00000000e+00 1.00000000e+00 4.22619156e+00 2.96428499e+00 9.86490691e+00 1.46211977e+01 2.39345751e+00 -1.93050568e+01 -8.40673849e+01 7.91723198e+00 5.35148277e+00 -2.45869437e+01
1.00000000e+00 1.00000000e+00 2.04282154e+00 9.54965066e+00 7.94811229e+00 3.79508479e+01 9.50262633e+00 1.94039804e+02 8.28860810e+01 3.03645187e+00 4.86234543e+00 -2.77351026e-01
1.00000000e+00 1.00000000e+00 8.76793083e+00 8.07710513e+00 1.24450679e+00 5.02600609e+00 7.62881706e+00 9.79729752e-01 3.50334971e-01 7.23118876e+00 1.67406258e+00 3.69812832e+01
1.00000000e+00 1.00000000e+00 6.60968314e+00 1.80469902e+00 1.58684132e+00 1.43188549e+00 8.94694442e+00 3.08715113e-01 9.04768145e-02 3.09999540e+00 1.95544318e+00 1.59674870e+01
1.00000000e+00 1.00000000e+00 3.97808222e+00 4.75822698e+00 5.17538239e+00 1.23128221e+01 2.82369371e+00 -2.70969380e+01 -4.93922534e+01 6.62797153e+00 8.53725268e+00 -2.21274870e+01
1.00000000e+00 1.00000000e+00 1.57202515e+00 8.91206477e+00 9.18298185e+00 4.09196645e+01 6.28827284e+00 -1.29810815e+02 -7.45011069e+01 7.72370440e+00 3.15837957e+00 -1.39324457e-01
1.00000000e+00 1.00000000e+00 3.79884090e+00 9.50258820e+00 5.84831618e+00 2.77870702e+01 7.31025635e+00 1.11158839e+02 8.44565533e+01 2.96842500e+00 2.75462444e+00 3.88158581e+00
1.00000000e+00 1.00000000e+00 3.92664990e+00 5.20661360e+00 5.48031257e+00 1.42669350e+01 7.12100697e+00 4.76549828e+01 3.60026464e+01 1.53948971e+00 5.54420306e+00 -2.20329959e+00
1.00000000e+00 1.00000000e+00 7.56645561e+00 6.52070250e+00 1.94926330e+00 6.35528304e+00 4.67336522e+00 4.54759783e+00 3.58802394e+00 2.17876369e+00 7.91872418e+00 -6.14338835e+00
1.00000000e+00 1.00000000e+00 6.73801724e+00 2.50330551e+00 6.91102094e+00 8.65019842e+00 1.13855403e+00 -1.03563525e+01 -1.05893065e+02 6.45397271e+00 1.55751867e+00 -1.63801174e+01
1.00000000e+00 1.00000000e+00 8.98491468e+00 9.92051764e+00 8.39892845e+00 4.16608589e+01 6.24633451e+00 -1.62551128e+02 -4.90956029e+02 8.64501766e+00 6.19127128e+00 -1.71362631e+01
1.00000000e+00 1.00000000e+00 5.24993433e+00 3.08504531e+00 4.42378007e+00 6.82378098e+00 3.27791385e+00 -2.63441804e+01 -4.66632048e+01 1.40497139e+00 2.07289399e+00 -1.17645988e+00
1.00000000e+00 1.00000000e+00 2.07634821e+00 9.48458597e+00 7.98050666e+00 3.78459007e+01 5.05228822e+00 -1.03144444e+02 -8.45723469e+01 7.60736133e+00 1.32814946e+00 2.74474477e+01
1.00000000e+00 1.00000000e+00 7.41920309e+00 6.84681984e+00 9.68028989e+00 3.31396004e+01 9.61822914e+00 -5.16914382e+03 -9.64959591e+03 4.07186781e+00 1.47469557e+00 3.68274339e+01
1.00000000e+00 1.00000000e+00 7.84706544e+00 6.46963115e+00 2.83389813e+00 9.16713782e+00 4.59131786e+00 1.47823166e+01 1.78993251e+01 5.30675533e+00 8.50747697e+00 -1.54991185e+01
1.00000000e+00 1.00000000e+00 6.05149478e+00 5.61419660e+00 5.70996668e+00 1.60284378e+01 8.55821446e+00 3.21326839e+01 3.24339679e+01 9.35973595e+00 2.06175235e+00 4.02644986e+01
1.00000000e+00 1.00000000e+00 7.93870462e+00 3.07602831e+00 3.58424162e+00 5.51261434e+00 2.69686545e+00 -2.22662524e+01 -5.87319984e+01 3.98774354e+00 1.40636228e+00 -6.57037543e-01
1.00000000e+00 1.00000000e+00 5.44416037e+00 2.58875229e+00 8.13568977e+00 1.05306428e+01 7.05214448e+00 -7.90682618e+01 -1.24149875e+02 5.18803241e+00 4.94109898e+00 -5.94297311e+00
1.00000000e+00 1.00000000e+00 5.70459546e+00 2.98437588e+00 6.19834029e+00 9.24908864e+00 9.79306259e+00 1.59481023e+01 1.43956327e+01 1.12314173e+00 8.59594125e+00 -1.93345282e+00
1.00000000e+00 1.00000000e+00 4.84786917e+00 2.67794436e+00 6.71124176e+00 8.98616600e+00 1.91703791e+00 -1.25794260e+01 -5.33732817e+01 1.73438848e+00 3.36167539e+00 -4.95943999e+00
1.00000000e+00 1.00000000e+00 1.22877214e+00 8.01626026e+00 8.18122744e+00 3.27914242e+01 1.07487948e+00 -3.77513318e+01 -8.82678068e+01 3.32732432e+00 4.79541356e+00 -1.18176751e+01
1.00000000e+00 1.00000000e+00 1.97102284e+00 4.15112733e+00 4.56373425e+00 9.47232100e+00 4.90224513e+00 1.27703889e+02 5.85815843e+01 1.25067017e+00 1.35930279e+00 4.01825532e+00
1.00000000e+00 1.00000000e+00 1.28286267e+00 1.52058409e+00 9.23581062e+00 7.02191334e+00 1.83362935e+00 -8.76134471e+00 -1.41531925e+01 6.68237793e+00 5.04170663e+00 -2.18688543e+01
1.00000000e+00 1.00000000e+00 6.72769370e+00 9.72192367e+00 5.79725981e+00 2.81802587e+01 7.73545915e+00 8.42886886e+01 1.06245901e+02 4.83758521e+00 6.19851773e+00 -7.27618234e+00
1.00000000e+00 1.00000000e+00 3.82920383e+00 8.95407296e+00 2.42159341e+00 1.08415620e+01 9.23093797e+00 3.85556272e+00 9.68259259e-01 5.93330682e+00 6.13816348e+00 -5.88750278e+00
1.00000000e+00 1.00000000e+00 5.57713622e+00 9.34977055e+00 7.26309206e+00 3.39541221e+01 4.90618875e+00 -1.04633870e+02 -2.15973689e+02 2.57182467e+00 3.99184023e+00 -3.96547389e+00
1.00000000e+00 1.00000000e+00 9.16809827e+00 9.95417040e+00 8.13935215e+00 4.05102492e+01 3.32840478e+00 -6.85368511e+01 -3.84146709e+02 3.66338826e+00 3.83979863e+00 -8.30257469e+00
1.00000000e+00 1.00000000e+00 3.24363006e+00 2.56505724e+00 3.85085509e+00 4.93883187e+00 4.90962987e+00 1.79629571e+01 1.14250361e+01 6.97442027e+00 1.95961257e+00 7.04986173e+00
1.00000000e+00 1.00000000e+00 4.69344631e+00 4.56617817e+00 8.71461331e+00 1.98962385e+01 7.51103036e+00 -1.44059888e+02 -1.96120747e+02 9.68772451e+00 4.30118489e+00 -4.91613164e+00
1.00000000e+00 1.00000000e+00 7.79996025e+00 7.82414628e+00 9.15528929e+00 3.58161613e+01 1.08148745e+00 -4.06137437e+01 -6.70433964e+02 1.45375096e+00 1.89545202e+00 -4.15607140e+00
1.00000000e+00 1.00000000e+00 3.05918349e+00 7.26418556e+00 3.49214039e+00 1.26837779e+01 6.30508591e+00 1.57463174e+01 6.66999062e+00 9.01345889e+00 7.89936350e+00 -2.16651743e+01
1.00000000e+00 1.00000000e+00 1.69281919e+00 2.38506316e+00 9.85169325e+00 1.17484553e+01 6.51962516e+00 -3.47358382e+01 -2.22134809e+01 6.19193081e+00 9.69646868e+00 -1.64411728e+01
1.00000000e+00 1.00000000e+00 3.60776308e+00 8.34249812e+00 2.26640375e+00 9.45373453e+00 6.73919422e+00 4.79029357e+00 1.45301285e+00 6.07527610e+00 9.73067011e+00 -1.58859665e+01
1.00000000e+00 1.00000000e+00 2.45099159e+00 3.01996515e+00 2.81814102e+00 4.25534382e+00 3.17819872e+00 3.33062140e+01 1.80962576e+01 5.50250682e+00 8.78563989e+00 -1.80289717e+01
1.00000000e+00 1.00000000e+00 9.36727887e+00 3.01435853e+00 2.65802355e+00 4.00611799e+00 7.42647451e+00 2.23308493e+00 1.87169392e+00 1.62454677e+00 6.40712934e+00 -2.73217753e+00
1.00000000e+00 1.00000000e+00 8.27308342e+00 5.83276981e+00 9.04590739e+00 2.63813477e+01 1.82252338e+00 -3.30375940e+01 -3.39152368e+02 1.80889167e+00 7.30779128e+00 -6.33331119e+00
1.00000000e+00 1.00000000e+00 6.70063381e+00 6.33645941e+00 6.88863297e+00 2.18247716e+01 2.79343303e+00 -3.67119661e+01 -1.51655554e+02 6.40820805e+00 3.56685222e+00 -1.55954665e+01
1.00000000e+00 1.00000000e+00 8.84314531e+00 6.22077587e+00 2.36893855e+00 7.36831788e+00 8.89723042e+00 2.67376101e+00 1.57386803e+00 4.06862714e+00 6.67693378e+00 -5.43135380e+00
1.00000000e+00 1.00000000e+00 8.23304869e+00 1.82338154e+00 4.96291077e+00 4.52463993e+00 7.64850836e+00 8.36141062e+00 1.11670887e+01 9.25541260e+00 5.10084594e+00 -9.26543060e+00
1.00000000e+00 1.00000000e+00 2.67913053e+00 8.89714776e+00 6.53768223e+00 2.90833624e+01 1.12370999e+00 -3.51198294e+01 -1.36853480e+02 4.65931484e+00 5.33815606e+00 -1.66756387e+01
1.00000000e+00 1.00000000e+00 9.03303099e+00 3.39040038e+00 1.75117676e+00 2.96859519e+00 3.23538634e+00 3.50256122e+00 4.28117600e+00 2.28953313e+00 7.81998904e+00 -7.26362239e+00
1.00000000e+00 1.00000000e+00 5.85408018e+00 2.16563429e+00 8.94174732e+00 9.68227731e+00 2.92965835e+00 -1.44003985e+01 -6.43248234e+01 7.43246950e+00 3.53726520e+00 -1.74183350e+01
1.00000000e+00 1.00000000e+00 8.26696140e+00 8.99873272e+00 8.23243182e+00 3.70407268e+01 3.43725695e+00 -6.35921038e+01 -3.14778640e+02 3.64018079e+00 3.86235651e+00 -8.08165439e+00
1.00000000e+00 1.00000000e+00 9.06482170e+00 9.60086348e+00 5.54686096e+00 2.66273274e+01 3.22803793e+00 -6.36952804e+01 -2.48036263e+02 5.72923277e+00 9.32177612e+00 -1.89489789e+01
1.00000000e+00 1.00000000e+00 3.86203127e+00 8.75914856e+00 9.70413954e+00 4.24999999e+01 1.56273666e+00 -5.06578455e+01 -3.03720246e+02 7.28049507e+00 1.50601865e+00 -1.40126102e+01
1.00000000e+00 1.00000000e+00 1.99046732e+00 8.28564467e+00 4.75984881e+00 1.97192080e+01 5.13046465e+00 2.53255365e+02 1.16920368e+02 9.10237700e+00 5.37070869e+00 -1.90190941e+01
1.00000000e+00 1.00000000e+00 3.05141646e+00 6.89717783e+00 9.85699287e+00 3.39927163e+01 7.59460127e+00 -1.48102549e+02 -1.46636975e+02 8.12972075e+00 9.21520720e+00 -1.91188615e+01
1.00000000e+00 1.00000000e+00 4.84397010e+00 5.95771634e+00 7.01127999e+00 2.08856087e+01 6.46058552e+00 -2.65909427e+02 -3.49462538e+02 7.08724961e+00 6.49326707e+00 -1.42458415e+01
