G	c	dx1dt	d2x1dt2	m2	Fc	m1	Fg	p	d2	W	d1
1.000000000000000000e+00	1.000000000000000000e+00	5.857407391700071742e+00	6.286175292308112006e+00	8.970155753462224268e+00	2.661171170839175559e+01	4.598482051533387072e+00	-5.589261468952818035e+01	-1.643932049909091404e+02	8.874962675767910980e+00	2.262331521014996571e+00	-1.408877169672013530e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.010293314295051204e+00	9.645775253538188210e+00	1.896594967934400522e+00	4.351800873729022356e+00	1.000191960621804821e+00	1.741559131085986323e+01	2.185235962358562034e+01	3.240710670683043304e+00	6.182596675929042718e+00	-1.268041267173841291e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.566723343583837469e+00	5.708666941940705453e-01	6.590663711266993019e+00	4.037684066946280126e+00	8.342479837366568063e+00	2.697371830599205111e+01	1.970174041125061493e+01	2.245393351648867331e+00	9.272606872586731441e+00	-7.325789629094927591e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.915561795791972166e+00	7.361335790008674884e+00	9.833677602530713102e+00	3.276773921206001461e+01	2.416414948455240186e+00	-5.915639830799067056e+01	-2.593685258701103180e+02	4.471469436959944588e+00	6.063664184079472719e+00	-1.440890028310872673e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.305993767687504192e+00	4.383839119113778438e+00	5.662885240822298272e+00	1.074928724129059709e+01	5.419136750793388302e+00	-5.674839823492314395e+01	-4.264001172754844049e+01	2.782102070498937429e+00	5.207163710087854724e+00	-5.862424707897600840e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.890094888881145074e+00	8.989554456216186651e+00	1.003656099136045476e+01	4.372629567631594227e+01	7.565082730245713094e+00	-1.863215724472735815e+02	-2.140549096249836794e+02	7.004407582533521470e+00	1.023108109913318664e+01	-1.751815003159602213e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.412864973763254817e+00	1.020263809030489277e+01	1.817315950501080080e+00	7.881017714011530728e+00	4.045254972323244935e+00	6.001863959410145277e+00	1.100975764230451404e+01	8.694063538851175110e+00	7.470801919827446902e+00	-2.393693518334263359e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.777435363843589577e+00	9.513508825083935250e+00	3.996704206078535826e+00	2.359548724127518682e+01	1.220728854114658146e+00	-2.827799746180656015e+01	-1.349391693044329656e+02	6.903968527752819107e+00	9.865841520375569829e+00	-2.539873618557029999e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.921013072889146578e+00	4.892690512409336279e+00	3.197414879432005641e+00	8.954031648504910734e+00	4.356487313585708954e+00	3.141519967235548805e+01	4.137083915275744062e+01	8.519817547083254894e+00	5.852752823099244495e+00	-2.114652567037176212e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.097676049355350791e+00	8.704694650095330388e+00	6.429433576089358837e+00	3.066407924537250906e+01	8.539688184135647120e+00	1.324014626806019521e+02	7.285773598925176486e+01	4.830028205936937269e+00	3.185887928319645734e+00	8.747424684209097023e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.926523181316287747e+00	8.308251431574133150e+00	1.032887400410697509e+01	4.039400819344296423e+01	7.221563774484033971e+00	-1.352546379880074596e+02	-2.753267303381979900e+02	1.736982211058495817e+00	1.925864117133757603e+00	1.348110099822840624e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.005568485496518782e+00	3.377721323389692110e+00	4.439223221143363318e+00	5.470577856048013388e+00	6.954627966435456443e+00	4.582290721689829205e+00	-2.259628498282868492e+00	8.668875398849909431e+00	8.584158922822060944e+00	-1.745944714715597001e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.424334089721093655e+00	8.318743311754289493e+00	5.683607804281544773e+00	3.014321004576250473e+01	7.510790901315901102e+00	-1.018795665270850350e+03	-3.730973180037909174e+02	3.840418794792610058e+00	1.785685265778347519e+00	1.019512306394132928e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.185885093655165257e+00	1.371135333296060743e+00	1.994884522261950233e+00	2.810663721953694072e+00	3.003128307824878718e+00	6.395781400748866190e+02	1.033510185945038529e+03	7.322802928117363663e+00	3.676844974772548014e+00	-1.797742904571248701e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.607715171801604281e+00	6.274050270749673253e+00	6.180360609627645552e+00	1.899387477287097781e+01	4.890288568594889362e+00	-9.292349589228062712e+01	-7.193769707807578584e+01	2.817030767955079451e+00	5.248730257274267785e+00	-8.262321144162394049e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.480787140019405923e+00	2.922448083718176992e+00	5.165200068183133375e+00	1.159082673912542205e+01	7.975506469949436905e+00	1.601820077673585985e+01	3.378881733547197008e+00	1.791060817860003818e+00	6.164902240576311421e+00	-3.045358227913311122e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.940660733057205434e+00	2.210826999499863721e+00	9.521193582646313658e+00	1.257586268058152434e+01	1.384275576052318435e+00	-9.489282086526324989e+00	-1.590776206262334256e+02	1.001316029122794227e+01	6.319445254433743386e+00	-3.442352303785981604e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.996242984741115833e+00	1.988208230342431326e+00	5.517292226453330173e+00	7.397197135416512026e+00	3.256535068109821296e+00	-1.559746518923960323e+01	-5.152297323864618050e+01	3.309516323691192863e+00	3.131845604910616476e+00	-2.280346036692530998e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.696565636766438345e+00	6.630120983091867259e+00	4.324153418521658132e+00	1.614474941224758453e+01	3.558842229063805984e+00	-9.081463684213143495e+01	-2.334266757696311174e+02	9.769082589871763034e+00	5.196536097959908673e+00	-2.473317566080975283e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.158622991521567336e+00	3.918462916886997771e+00	2.516916282291904672e+00	4.821955121045970571e+00	4.724380953257576010e+00	6.378799276674203433e+00	8.603116821017923188e-01	1.050333368361395259e+01	6.987051075138107414e+00	-2.451048646407534193e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.676358416360731463e+00	6.424989394567409029e+00	3.933227617317952785e+00	9.477432241008113323e+00	9.511230824928613714e+00	3.940549068697918766e+00	-5.896495472088341572e+00	8.302574046143446296e+00	1.030264358323170093e+01	-1.702102412287447208e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.902587803842951786e+00	1.497981941420706509e+00	3.749691206192759196e+00	-3.848084448189057483e-01	1.454651189820789003e+00	-3.972693094365070010e+00	-1.360241665635700414e+01	7.943639703918922379e+00	7.161994376099316106e+00	-2.394703110219684561e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.144966383320126013e+00	3.921354692766398475e+00	2.541594234959459797e+00	4.628308566824089532e+00	5.692198129971088427e+00	7.925968977320790643e+00	5.885868749474685302e-01	5.230652634901057141e+00	8.779540932507281070e+00	-1.722593582833953718e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.078655574928179206e+00	6.172399124890190159e+00	8.648978497130553222e+00	2.499767252839603060e+01	3.869504381681447391e+00	-3.618729814021138935e+01	-5.378058476921491149e+01	9.057548951671275717e+00	8.099554412622810062e+00	-2.883674755121918665e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.836752009043290279e+00	8.202239383981856591e+00	6.377929775946475921e+00	2.475411316834665598e+01	9.559942353369093482e+00	3.900274533648222075e+01	2.741718993728025566e+01	2.149043810394180021e+00	6.336436194304248204e+00	-3.193489666986069064e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.395548988293183079e+00	4.173731178429529010e+00	5.330484212181543668e+00	1.085403049251125118e+01	1.653013530423326882e+00	-1.700124265877972007e+01	-1.144461509972499869e+01	5.177500772256245831e+00	3.825001406184067143e+00	-1.329104129684040814e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.329540504622963581e+00	6.669308063158683630e+00	2.463615296562212009e+00	7.162939457333333593e+00	4.549731082768881052e+00	5.670759078335312786e+00	-5.640509449074508908e+00	7.130638999563544189e+00	5.945922039693421368e+00	-1.755142134521749497e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.541735903939331909e+00	8.597998335256807678e+00	9.129637945347610639e+00	3.597100271756661272e+01	8.453834552918326750e+00	-3.062364357640171306e+02	-3.096292046000236837e+02	5.488134262613839631e+00	6.950329297684182173e+00	-6.939982359730124450e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.201557758556528022e+00	5.921956575528487754e+00	8.188555647371517310e+00	2.533419699330534769e+01	8.192563456677014244e+00	-1.119712750680188492e+03	-1.998738576504604680e+03	5.249703036343480456e+00	6.753067069927475963e+00	-8.900682242763597429e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.633992098816599459e+00	2.950322767761064835e+00	2.051985753000618029e+00	2.587285290125003190e+00	5.859677693337547844e+00	6.582840937421829963e-01	-1.257128669655181596e+01	3.814294288195902105e+00	4.990049017058350245e+00	-1.051593031147787727e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.242947913048611852e+00	7.933156435633372805e-01	7.527962267330730484e+00	4.204907846328144849e+00	4.151725839099190019e+00	-1.046893138461934569e+01	-2.170136944355416020e+01	6.375015187884346624e+00	5.227079151932736423e+00	-1.613667977935283915e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.509878715606387978e+00	8.764288261947841718e+00	5.539600278991591686e+00	2.744804936077099811e+01	4.925829392824634390e+00	-1.187388906922401901e+02	-2.224150293463815160e+02	1.002582756940059028e+01	3.823857575169351097e+00	-1.565486587573449206e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.018285044400581540e+00	9.177858621492462898e-01	1.021535169386707853e+00	-5.817438822522706943e-01	2.810068700789280172e+00	-4.691051123463523265e-01	8.415675616148043048e+00	2.854813780066327134e+00	4.773251564021117055e+00	-7.264610356955354398e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.654829170535021987e+00	9.105456344328214158e+00	5.245638849542316073e+00	2.236793830074095624e+01	2.656665690303741556e+00	-4.858006216909006270e+01	-2.248589882067954022e+02	9.933368889783496414e+00	3.577522217015586925e+00	-1.846171129598373639e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.585256940072442333e+00	5.787668652562784288e+00	5.139283466763028940e+00	1.588399188533421125e+01	4.743720026415513047e+00	-5.556157183722732952e+03	-1.110593208979806332e+04	6.967922924693059628e+00	9.728238202009432456e+00	-1.892074747407079371e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.759493799484317833e+00	9.700557358826229049e+00	2.322347250106047589e+00	1.045844447209728578e+01	3.672996532777526912e+00	2.997410764674621575e+01	5.316784525997674393e+01	8.992515358082647126e+00	2.484757850597055562e+00	-1.210961836367513911e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.009158726666057149e+01	8.435154631543541726e+00	1.013069693850065711e+01	3.584849876572862115e+01	3.607949250670877461e+00	-6.421223909045595235e+01	-3.802487211704765286e+02	6.499240190240865189e+00	1.413967741637946807e+00	3.988879054201761587e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.331670031117309527e+00	9.881452077436318149e+00	9.405650478210210608e+00	4.138673389744207043e+01	7.033249524764483951e+00	-2.167988429541619269e+02	-4.310715782486772696e+02	7.683106696348273701e+00	4.207053700707091615e+00	-9.464573427403955463e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.494742511594020939e+00	4.090573988273470185e+00	6.339074642710190055e+00	1.449147215843957781e+01	9.258750304687236365e+00	4.121458576253339601e+01	5.691742765148650562e+01	1.569198174914324007e+00	6.323406561328097197e+00	-3.898863374665106907e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.980809006246543325e+00	8.183744989166012118e+00	5.044467602184163013e+00	2.001192090905896137e+01	6.893243796199384654e+00	8.315337342385055308e+01	3.203736307159113039e+01	8.814679309261887141e+00	4.616071576539573229e+00	-1.154959187094079098e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.725053491149342921e+00	5.978092141769444368e+00	4.466689070647069215e+00	1.083621093113570844e+01	3.898002540551057660e-01	-1.777200418715130681e+01	-3.436013664339079554e+01	1.764292672679936169e+00	4.153939088840570726e+00	-3.392008185536513398e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.696326742291768053e+00	4.768611517591285320e+00	7.032642778649251802e+00	1.722171271205153786e+01	1.543820203101307964e+00	-2.407552871389323457e+01	-3.526478631947597364e+01	8.986808409873798809e+00	7.775282059470576712e+00	-3.032021645714482005e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.286596462660173579e+00	6.670776173033223344e+00	4.657527251997385598e+00	1.761202097746611273e+01	9.505078270102929494e+00	3.237879682586726915e+01	3.547989179035189977e+01	1.059714487963782048e+01	3.726465656110463875e+00	6.233310812449271765e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.208781437154343052e+00	8.197902853703842752e+00	7.538341197531440718e-01	7.126955964026912227e+00	2.581247777877488048e+00	2.974370962654771855e+00	1.220536728508920810e-01	3.137358216373872466e+00	8.900926442961646146e+00	-1.178218452897349167e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.896036251357420710e+00	9.845117354238471563e+00	5.547647232263611450e+00	2.740330451704085846e+01	2.036545993364566431e+00	-4.498360286137354791e+01	-1.065631416867894643e+02	2.898176720352007685e+00	8.663024114137344966e+00	-1.068390609543588532e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.379648529616835262e+00	7.539470141036440864e+00	8.691697982452355475e+00	3.366297411357332692e+01	6.297606904769211589e+00	-1.407792106844199793e+02	-3.953469232464610741e+02	7.948950636071107745e+00	5.768657593150858354e+00	-1.244276863607093553e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.922005506801841790e+00	4.693195236031657558e+00	5.174731821603030468e+00	1.106129788768705602e+01	6.916592641708478872e+00	4.519347734671255523e+01	4.127602549020723188e+01	3.915277809250818919e+00	4.139801752070079388e+00	-2.760210001494360021e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.572070202911417969e+00	4.878614577678821007e+00	1.838392006069898832e+00	3.938091091070381466e-01	7.919125678305855232e+00	2.036759701276662948e+00	1.550803423285669780e+00	8.263627428969071431e+00	7.689561445877552970e+00	-1.989458636779123424e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.663746674717922147e+00	7.365984812064729326e+00	8.185450600651977382e+00	2.682057601955223447e+01	3.582349340482214650e+00	-5.072954981288611265e+01	-1.876107323727545975e+02	2.056906598311510681e+00	1.086663455460105565e+00	1.976336005617877367e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.734683178108070045e+00	2.156661577025244192e+00	3.516996668394316572e+00	3.807543739042136277e+00	1.662534240732910451e+00	-1.978983034640633853e+00	2.730470257514474142e+00	1.865425525803348084e+00	6.018605268371445050e+00	-8.373564768747865372e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.144970244914363278e+00	2.787314719415063813e+00	4.148042836481687701e+00	3.515701737889407763e+00	1.043270008267929327e+01	2.125377869902669303e-01	-3.708531524142014035e+00	9.871982298080945739e+00	4.446197938148217510e+00	7.559428913363660740e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.674390067721436504e+00	4.658502275305052009e+00	2.062456073178733362e+00	4.843540546435632699e+00	3.524390149383245241e+00	1.346084449450402332e+01	4.186522189121434145e+00	7.278230224623815303e+00	9.680301866141931555e+00	-2.254979383879653554e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.073508371505425529e+01	3.512518787542982857e+00	4.459853744681585574e+00	6.246690694870992822e+00	6.615505629737483240e+00	1.096973856449385565e+01	1.784688037754638756e+01	7.925632852436236497e+00	1.311146839972114897e+00	7.619272067933053449e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.315750987231918856e+00	3.169019177944858434e+00	8.091329458474644909e+00	1.186105150104144101e+01	6.471784676814802850e+00	-2.521308966825969264e+02	-5.277263225542575356e+02	4.607491547130834419e+00	5.871431755396259611e+00	-6.300029611158531218e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.319211114861748690e+00	3.149770263802428083e+00	7.057463210791565800e+00	5.882886906920247405e+00	6.692731670534427302e+00	6.135083020495924444e+01	4.172250098019411269e+01	7.321391253663323440e+00	7.273618018471599278e+00	-1.582094294276215152e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.233573329530992080e+00	1.579662415644056406e+00	2.403394774259989930e+00	2.528195889848524391e+00	3.599491963804315020e+00	4.885669347980214461e+00	-1.630597698084691016e+00	5.880503671288648704e+00	5.650391160750396047e+00	-1.498659857337330870e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.439879283303364232e+00	1.589234975769286518e+00	8.836013407589145885e+00	4.814421551001875521e+00	4.134727728105779043e+00	-6.502104735218504850e+00	-3.966375003957663381e+01	6.242512545654171241e+00	2.000781937927515131e+00	-5.010954369143998388e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.451846823900118544e+00	1.036916912886200315e+01	8.346251160808206393e+00	4.352683831176234719e+01	6.121812535418579060e+00	-1.563077488275281723e+02	-3.929540892336384559e+02	7.956673174631962553e+00	1.006332379982636027e+01	-1.828844746540479349e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.782151573167618075e+00	5.434465792557546138e+00	8.297984346057631910e+00	1.904278563682068182e+01	8.787115750696044003e+00	-4.688501342682481663e+03	-8.910173539742867433e+03	6.404744398533938288e+00	4.803817173121235129e+00	-4.957202669056113287e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.357864681710612587e+00	3.490472461458802744e+00	3.362060917194973353e+00	5.527854346136972907e+00	8.893187557163173551e+00	1.344026168497196583e+00	-3.463931066196585196e+00	4.335996350429662805e+00	6.713810309900816620e+00	-5.459602025107555434e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.597907019714289056e+00	6.947347775329517638e+00	5.174648014352482228e+00	1.807937328225230544e+01	1.767022706334065774e+00	-2.731821354281333925e+01	-3.390685846788670688e+01	3.056533107208074806e+00	2.960147839117432511e+00	-9.454930028333141223e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.656042498304345134e+00	3.516762443700964802e+00	1.016387733637946944e+01	1.506100293890388286e+01	1.883065527601314848e+00	-2.120216042309544946e+01	-8.415243211150986724e+01	8.257552917876557430e+00	4.869468492515463431e+00	-2.423926735716627334e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.861997284217525861e+00	9.035819958584772493e+00	8.235102186698071591e+00	3.769705442972711751e+01	9.041662770899199231e+00	1.956011089271771652e+02	8.798485924162766025e+01	3.442138066631590387e+00	5.261973592612736894e+00	-7.694980615847586414e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.531750686607425749e+00	8.755402672848276779e+00	1.114395281876631838e+00	7.157303074572828550e+00	7.600226724851949278e+00	-1.908698513057697888e+00	2.190501243309246338e+00	7.428839672739144362e+00	1.771316314122430180e+00	3.525754340823154820e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.368618405638335034e+00	2.811840283293714826e+00	1.452919697903017004e+00	5.425986201904265949e-01	8.618396938677673091e+00	2.400693776026156523e-01	3.178127562420173913e+00	2.941236896972102333e+00	3.246957738780650971e+00	1.541647426530660603e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.651599238474751985e+00	5.420940311280643797e+00	4.639341158868981907e+00	1.430137195459487387e+01	4.246999058273010164e+00	-2.333329282639036961e+01	-4.738706554817081695e+01	7.069001925668501052e+00	8.803048333764708744e+00	-2.355321291595376465e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.427864479989861213e+00	9.280117817508568123e+00	8.795828875948911829e+00	4.125477971964649981e+01	6.740773725977192932e+00	-1.294834256045339487e+02	-6.964371307171967374e+01	7.553819025226668593e+00	2.995318971586926171e+00	-6.357547878192825186e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.755959837727664841e+00	9.253633515966525280e+00	5.816952218327925195e+00	2.795416432750672442e+01	7.897412655411681470e+00	1.145267469088457659e+02	8.330617136303253289e+01	2.502879051483952288e+00	2.695217059860334441e+00	2.753602050929513378e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.607150463345501823e+00	5.363291427687592261e+00	5.589105472431388222e+00	1.570792371167063450e+01	7.060976427339985761e+00	4.758018630306751362e+01	3.694913361265339802e+01	2.403710394916847459e+00	4.901276882072323815e+00	-1.621876124977354117e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.956028967605158542e+00	5.771849081967734385e+00	2.341735605263532971e+00	5.390844912674756628e+00	4.730612844573690801e+00	3.109856129540233383e+00	3.750900038159805661e+00	2.445008403286578869e+00	8.593989695560765085e+00	-6.924644044234215201e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.659673121188150802e+00	2.068761481764737287e+00	7.247212579673039556e+00	8.141493956150593903e+00	9.059992403129017990e-01	-9.866763813087187529e+00	-1.084069803852181906e+02	6.026501188890052596e+00	1.730325280155682321e+00	-1.602066497217915142e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.600065110220715070e+00	9.525086592165543209e+00	9.258691981266771620e+00	3.977017081941094290e+01	7.667010418525170401e+00	-1.607907162353291426e+02	-4.851487134634863310e+02	8.718145787990572160e+00	6.373483614315601287e+00	-1.662982517273024641e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.243505525357447183e+00	3.119521618098219484e+00	3.886695600100403158e+00	8.268926135916519371e+00	3.218981777918241249e+00	-3.176874860292645053e+01	-4.097680668659600656e+01	1.419838530906692320e+00	1.489044541764560803e+00	-7.130243293069798982e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.780839857634042289e+00	9.266411649219771007e+00	7.852081101030321975e+00	3.836434335558390529e+01	4.725455137497051261e+00	-1.016576365797894823e+02	-7.765098140171393482e+01	7.416763094335194317e+00	1.755523562247596869e+00	2.621317460062454430e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.932316170731007254e+00	6.992351970194721211e+00	9.191455563834578513e+00	3.483597497606810833e+01	9.210058347790726074e+00	-5.171819282228583688e+03	-9.653979632131038670e+03	4.199081211513338019e+00	9.615193696920421029e-01	3.756908296146337989e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.528502857091210032e+00	6.957979884522143443e+00	3.539171540715318365e+00	9.483704747702679683e+00	4.772855419628863061e+00	1.139914847514167562e+01	1.991300970772776679e+01	4.800991150416787256e+00	8.203592219496954385e+00	-1.522143167774722450e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.893466962001128628e+00	5.219364114144770639e+00	5.432518108395284706e+00	1.773292322700136125e+01	9.327467041150736549e+00	3.366586926159890680e+01	3.870427953974863300e+01	9.835603178816542780e+00	2.130569845017140196e+00	4.079581816528072125e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.212521659755514847e+00	3.158697412410447658e+00	4.222007530573495870e+00	4.357859422600419919e+00	3.285277437890909980e+00	-1.845588848848183972e+01	-5.010520122204574278e+01	3.984387581217173846e+00	1.087645115866988643e+00	5.518279029124750767e-01
