G	c	dx1dt	d2x1dt2	d2	d1	m1	Fg	W	Fc
1.000000000000000000e+00	1.000000000000000000e+00	1.184737492843105588e+00	2.996372346127013753e+00	1.298292147739678493e+00	-2.586974112773080758e+00	5.945602705538075128e+00	-3.538984844123723406e+01	9.888222366099234106e-01	-1.249184866893881862e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.726937328460520504e+00	9.885051252049441572e+00	1.557650061662692487e+00	-3.080928016856437424e+01	3.588903273603392119e+00	-6.997497506734064245e+02	5.946527706281030667e+00	-1.396339953278555868e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.486865100102965798e+00	9.487951205410759314e+00	9.159648210984249417e+00	-1.482191419347203976e+02	3.758371174215641375e+00	-5.780319342332177257e+02	1.165106338646896056e+01	-1.860595044714855817e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.914344016325258746e+00	1.353947684064349843e+00	2.246176044400663319e+00	-1.515488967979717216e+01	4.175290918064544776e+00	-3.768860644879147515e+01	3.466068670478021918e+00	-1.043236682386300185e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.629295975081933801e+00	7.347483014900818787e+00	5.789496714738013416e+00	-2.548661510284751230e+01	6.590720320868993731e+00	-2.129380985038167466e+02	7.349646146859701190e+00	-1.532313232995905716e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.654840692846763606e+00	9.321859481233760292e+00	4.694365416176750294e+00	-2.085927321693168324e+01	4.009717451011647782e+00	-1.654961880099807559e+02	5.460368486047149084e+00	-1.607415674176528864e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.732755881828634159e+00	2.624202452335259839e+00	4.129125099009332445e+00	-2.955069718372237730e+01	7.601732746861548762e+00	-1.430210598702087452e+02	7.691730054176274756e+00	-1.308092662241348902e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.718735468008066647e+00	6.114241392465903147e+00	9.108446979272773802e+00	-9.692728583250273289e+01	4.642693557463466902e+00	-3.017499022006566634e+02	1.209179335079544515e+01	-1.775022483596011558e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.879566475341216680e+00	9.239343006285338333e+00	1.189223654716842438e+00	-1.156546234919948724e+01	1.621604897139471424e+00	-1.436544331637120422e+02	2.442077909714196249e+00	-1.392930264317291167e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.618348516657859726e+00	1.307221593518572034e+00	6.963875457649562506e+00	-4.914976104208691510e+01	8.048615810939306670e+00	-7.352376270843937789e+01	1.105267798927685519e+01	-1.381411359130913175e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.511954742377248806e+00	7.286870679458688826e+00	9.669860328137808381e+00	-1.178730873458107169e+02	3.569580369391103236e+00	-3.168165630427091060e+02	1.064867578055233999e+01	-1.860225873675182662e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.258235488533384405e+00	3.674233581490983003e+00	6.041600327759145905e+00	-2.238804119461505948e+01	4.890980998457512996e+00	-6.690892764442978091e+01	6.201287003677501630e+00	-1.597726458237548108e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.634597362783081653e+00	9.321114256806344756e+00	9.432609520496793465e+00	-5.975114847610551294e+01	7.170697156622304114e+00	-4.246673267698091649e+02	1.270657482672794458e+01	-1.654160035503083437e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.300082586790156647e+00	9.736691376755677751e+00	1.467856483641963417e+00	-1.206626899481446813e+01	3.990162233497316802e+00	-3.185272935263068348e+02	3.329697600726042594e+00	-1.267349488143356018e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.098656457876178827e+00	9.493689969060730149e+00	4.768032009707662944e+00	-4.509393681387698649e+01	1.513221444886739375e+00	-1.352522315020033830e+02	4.398434141520580098e+00	-1.869664340020766868e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.064793316510710852e+00	5.264674017626734148e+00	3.343449384422482851e+00	-5.351715706837950393e+01	4.360249558209063458e+00	-3.690362122711364918e+02	8.858638442359080045e+00	-1.514033376099374273e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.792841361247351717e+00	8.755720451501668222e+00	7.583133576835413336e+00	-3.545370374872639019e+01	9.500270182813700615e+00	-3.892512189455982821e+02	1.029836473609052661e+01	-1.520820210195383160e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.635311432501586282e+00	8.602944409848840124e+00	9.820878711956410712e+00	-1.021873332589909182e+02	6.779327799739299998e+00	-6.058648031287640379e+02	1.562314354039451203e+01	-1.703420401227506042e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.325253730061880297e+00	3.884972534461677895e+00	3.306733404980157331e+00	-4.183849717195017348e+01	7.032132080702311328e+00	-3.448590329061838133e+02	9.323037209505248057e+00	-1.334663258878989067e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.422890678029614442e+00	8.456255808842760402e+00	6.888751987655256315e+00	-1.291483015521709632e+01	6.702024566790386828e+00	-1.064900472181064544e+02	5.240456627056121697e+00	-1.800912457311797832e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.472736612249843979e+00	1.330750958536940587e+00	2.777809945832901306e+00	-4.292100298869110730e+01	2.789396442543464083e+00	-5.716978129484930093e+01	5.782522169742424722e+00	-1.272887149690134612e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.544619579847590796e+00	6.366077746846875662e+00	6.097531205454558290e+00	-2.549778884792749167e+01	4.754042478686758777e+00	-1.271262312361109110e+02	6.695127577139788677e+00	-1.626691785270612867e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.583246989575758379e+00	3.072281430639645983e+00	5.171883868059493850e+00	-1.220634683690739664e+01	7.759314011626170959e+00	-5.627662889930816448e+01	4.642473559736124855e+00	-1.539433976747047295e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.543825147620891514e+00	2.086568144214013376e+00	9.747819966171402228e+00	-1.854562535011363593e+02	1.912537122047816007e+00	-7.596262914094421603e+01	6.793773514463094187e+00	-1.896678161945130947e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.703037304723949319e+00	1.699722434895120537e+00	6.479815610264512138e+00	-1.305408113181557610e+02	3.500231654977775886e+00	-1.194102329462348138e+02	1.049695829601330210e+01	-1.680890775898266520e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.272233262405558563e+00	7.253100583009612912e+00	4.142292481438301088e+00	-6.669115853633408619e+01	3.492237669617042517e+00	-4.079236565399310166e+02	8.666941851088640902e+00	-1.666581349686712121e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.733215807883742077e+00	4.045595807376200170e+00	2.016665927096138233e+00	-1.513893692703857674e+01	4.892216550243518647e+00	-1.466402962914484078e+02	4.008381588492594183e+00	-1.220714510991151913e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.868873834811141332e+00	7.520142292497832948e+00	2.358854579073474955e+00	-7.020578338381851857e+00	9.824931185653637655e+00	-2.191496137791017134e+02	2.737711230051794509e+00	-1.353199469741639405e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.161954657713903494e+00	1.594311521843936319e+00	3.033536582025805561e+00	-4.941532509236392912e+01	1.609959781448433436e+00	-4.139925037470873548e+01	4.463019151790218686e+00	-1.486290433097305685e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.951180249218386287e+00	3.828903096156023977e+00	3.256839732506059626e+00	-3.168944597357151238e+01	5.667744018533910300e+00	-2.107132458053638402e+02	7.317638448925089634e+00	-1.348692263932867563e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.096329004246388905e+00	5.838689702866163955e+00	8.650870804740089071e+00	-2.840287769773904003e+01	2.623893538539270320e+00	-4.952047698250287056e+01	5.589807948988606334e+00	-1.964296368389179426e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.458959064089248692e+00	8.119686039995974269e+00	6.056116329376489027e+00	-6.134977469662887017e+01	9.728081466618229811e+00	-8.009048137353327093e+02	1.405926410609016308e+01	-1.465078635304369215e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.310498917220846105e+00	3.870128033084210717e+00	5.708691776287641240e+00	-9.953818461985843413e+00	2.020487526941943113e+00	-1.476122525231800253e+01	3.097167856010462739e+00	-2.082023713339544724e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.186186259058883863e+00	6.626957390836863304e+00	2.030102919760221614e+00	-3.813913709057946022e+01	4.632761022740814916e+00	-5.751299700651169360e+02	7.441382563734481259e+00	-1.374372093647557191e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.330222931382696316e+00	8.968317019706875115e+00	8.742082484446900281e+00	-5.006930482926639314e+01	7.645367452167801225e+00	-3.939500005820686397e+02	1.186310424419017195e+01	-1.608728227199023975e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.969622176925509116e+00	6.537373854653511174e+00	7.509584544078027335e+00	-9.903099573862250793e+01	7.336421752153530207e+00	-6.346800563740240477e+02	1.593143249815411799e+01	-1.626214476151506050e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.800245449500802231e+00	3.097250195186593391e+00	1.622166252178373735e+00	-1.316107097675065951e+01	4.795118575576414521e+00	-1.212042482450919039e+02	3.357235222357054738e+00	-1.099019358250401757e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.676948083132758782e+00	1.216122740572200378e+00	7.375083589523637961e+00	-8.559260634521663746e+01	4.119566451862186618e+00	-5.853331195236393825e+01	1.034544972349282688e+01	-1.589982057144858185e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.916210638345940964e+00	8.833638424529972610e+00	5.898248192130739476e+00	-6.523588640806038086e+01	4.580033816236712241e+00	-4.473305943128284525e+02	1.025440143867234610e+01	-1.665867119241901007e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.668183354598400392e+00	1.175543967276236890e+00	1.732734340960710773e+00	-1.197434177761652840e+01	3.386550130843482442e+00	-2.827059815314788693e+01	2.493808823717302392e+00	-9.173351561994076420e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.731134885365477771e+00	8.867548249622640100e+00	5.119041283797987063e+00	-9.675986666594361907e+01	2.841119503311359207e+00	-4.774074842661119646e+02	8.485699936070240312e+00	-1.797554678485354662e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.978637580847714794e+00	5.754169796436522155e+00	5.362610751992301417e+00	-8.298572383561807442e+01	5.353608070865790935e+00	-4.763820966817512499e+02	1.222910605166649844e+01	-1.621586720074274846e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.461895903400987962e+00	9.450183226882058918e+00	2.492562614927096742e+00	-4.657822182488094853e+01	3.429619502750592908e+00	-6.041595243902816037e+02	7.296034478714767957e+00	-1.551398534223291437e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.047070228834785510e+00	8.186055876520480723e+00	9.505328148466148264e+00	-1.649124136765321680e+02	3.585109996839610957e+00	-5.091525396712742690e+02	1.147145695382135600e+01	-1.879078439243390575e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.390123342030487485e+00	9.985845519208911725e+00	8.648810424689880705e+00	-1.030462591376205239e+02	6.903816215107587695e+00	-8.217906696698995574e+02	1.579533018243324349e+01	-1.682378694765703564e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.305112358070854128e+00	4.146062559954116544e+00	7.023405932648477012e+00	-1.280772490622742055e+02	9.714632884964478521e+00	-7.365946754275762487e+02	2.053500180380916262e+01	-1.558811389015845039e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.800413933541519906e+00	7.904947676167965120e+00	5.162650016742797554e+00	-1.388650040055428825e+01	6.432810624146265255e+00	-1.364789612408970925e+02	4.978201734560220082e+00	-1.602721227477718502e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.773489406234353361e+00	4.620484332481253453e+00	4.708674371799711267e+00	-2.259779685439408325e+01	1.695867195430232455e+00	-3.730449528394117920e+01	3.812425471585559666e+00	-1.806493003510826867e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.398079443336741612e+00	5.329209398855878632e+00	6.860367805848788691e+00	-1.297079543891795872e+01	1.677051078300128228e+00	-1.644350205806058085e+01	3.297458900213821043e+00	-2.214293753990267177e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.925134504642603162e+00	6.644869030869457127e+00	5.906087294858293646e+00	-4.176119707820117100e+01	9.571227863533355418e+00	-4.491731827203837497e+02	1.101911279941764121e+01	-1.438361539557945656e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.494115920476784432e+00	8.864899043749295160e+00	1.557620369816037131e+00	-1.350791800877764359e+01	3.669583728150116908e+00	-2.817530636400089179e+02	3.541922915199858135e+00	-1.289746155444363218e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.446046159022798427e+00	9.846716050339713533e+00	5.605903648172900766e+00	-3.364578731043820881e+01	1.819187899561689692e+00	-1.087131247083272001e+02	4.661510151521022216e+00	-1.875618226354089479e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.452953893844870947e+00	7.901153895096671320e+00	8.267487465834710392e+00	-1.335079658498783317e+02	6.397392319018840645e+00	-8.187712899232030850e+02	1.650678579848182181e+01	-1.718890528997343070e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.214879737799004822e+00	4.764600651423100075e+00	5.133233168226445819e+00	-3.986716331376582190e+01	6.600525622397357850e+00	-2.441550984402275617e+02	9.326500069139060045e+00	-1.467102950815283746e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.535828355079458252e+00	4.792182087220440145e+00	1.466367639779325494e+00	-1.036658471216902733e+01	6.835438348924675722e+00	-2.311391950709129617e+02	3.073305738175853286e+00	-1.114805853407566438e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.888027402898990736e+00	7.644796959642540024e+00	8.071375323777770561e+00	-8.840534427350590363e+01	3.423495428423086739e+00	-2.850284376845203838e+02	9.515289694662609321e+00	-1.824051796113311807e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.269853768213424772e+00	3.141353855826009234e+00	2.828483719962564535e+00	-1.135688249386302928e+01	1.135930963726317966e+00	-1.419965127947275185e+01	2.183964574827977678e+00	-1.660132230199745651e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.214426154246019962e+00	1.997159316575121357e+00	3.321660966623339206e+00	-5.963858090822157720e+01	9.679071193937105022e+00	-3.462073348188104092e+02	1.240029704799350263e+01	-1.209748119194569149e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.666372370911385792e+00	4.201995944708727393e+00	2.479989231193304278e+00	-6.692267511625590082e+00	3.257726695979798581e+00	-3.650178241967503823e+01	2.277009462922379601e+00	-1.475606730097047015e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.888745753622615098e+00	3.587485807666958237e+00	3.974231686105380135e+00	-8.001947267507223671e+01	7.083961586259067467e+00	-5.111440358086470042e+02	1.359903092039255945e+01	-1.451466126884515262e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.954420997612328570e+00	3.668311745992196116e+00	7.814077716843616628e+00	-1.206724865751293834e+02	7.360538488439921423e+00	-4.171640846505619606e+02	1.718925783670250240e+01	-1.630855251450010757e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.788229944304880359e+00	3.102517358810205295e+00	5.679762107003087479e+00	-2.780506425948747307e+01	6.493651828155749151e+00	-9.830813252855512019e+01	7.500944860038663897e+00	-1.470175127577859842e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.047437194412657036e+00	1.370099651794766782e+00	2.853912454291566814e+00	-4.632550478359859447e+00	3.810541451132233970e+00	-8.600033773411174920e+00	1.760180817972646139e+00	-1.430826494545009986e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.328188561856766370e+00	1.168406673367056170e+00	8.903265526195216495e+00	-1.539322157250140037e+02	3.449001611178977633e+00	-6.962332797415794516e+01	1.077139675837160837e+01	-1.721005498367550013e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.355920305838185236e+00	9.886103213810843116e+00	8.910405655912377654e+00	-1.238606842412611684e+02	6.380341435644537817e+00	-8.769113188896625388e+02	1.611835540940392164e+01	-1.730932310389122097e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.571409700689716082e+00	4.852764718926744436e+00	8.833787068555464472e+00	-1.280321247421296107e+02	8.798795109033381578e+00	-6.176070690780328505e+02	1.965311172925888528e+01	-1.630104022139600595e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.934502898814675298e+00	4.450244416715468887e+00	3.150865643092207513e+00	-5.044332056908591966e+01	9.517203151473061951e+00	-6.794957482478852171e+02	1.160597213572085096e+01	-1.296161742268077788e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.667427393337908459e+00	7.110264022189663358e+00	5.072574123496766951e+00	-1.221956425022595560e+01	1.960115909453861160e+00	-3.346937411961457087e+01	3.258308933517845229e+00	-1.949018133779738982e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.231644158062890959e+00	2.972268604711669759e+00	9.857188715234455501e+00	-7.640456692713816267e+01	2.392065988805937682e+00	-5.464242819937684459e+01	7.125563286703743948e+00	-1.902111631252106028e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.036029510774866047e+00	9.547718563275420678e+00	7.954752498406008066e+00	-2.494986662183788084e+01	9.504128825957049997e+00	-2.852015228049480129e+02	8.410803680140352512e+00	-1.590124757695574376e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.768930540161342435e+00	8.085189927815749300e+00	1.245500214454770882e+00	-2.279326394193258309e+01	7.623765806488274954e+00	-1.125915151840577664e+03	5.866977371920478745e+00	-1.146303052421620894e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.614759428686075360e+00	1.804263810659508360e+00	1.591467528260902986e+00	-2.669456069446076185e+01	8.941547654828353231e+00	-2.721319146455727491e+02	5.839061682977546575e+00	-9.122295511659926914e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.978149870192201565e+00	4.747980215819959326e+00	5.174819210716327333e+00	-3.768527448289643900e+01	2.827419223696672201e+00	-9.773666088043417233e+01	6.202714843768686315e+00	-1.689924272413261486e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.587549833616215267e+00	8.917027480993688471e+00	9.178330230574744064e+00	-2.009525279150106414e+01	6.285871429684823930e+00	-1.223119455489436547e+02	6.960109849782147862e+00	-1.840270765624609783e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.789809925247285882e+00	9.499306537162679476e+00	5.852462237834956227e+00	-3.930869178420083188e+01	7.305634285076631151e+00	-4.678675034396318893e+02	9.831282431166885161e+00	-1.508264017043357663e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.932380065929588220e+00	5.210500514687911533e+00	5.483926110085356243e+00	-3.901345405425205115e+01	7.117525177099356171e+00	-2.638864378492601759e+02	9.531371385507233285e+00	-1.469870347096967622e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.565520353604943793e+00	6.520842751982629082e+00	1.954630659836964712e+00	-2.990409329101074931e+01	4.677148915385081374e+00	-4.671798847942768589e+02	6.440881147151023889e+00	-1.325412080062479347e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.742195110385803325e+00	2.494720902962737075e+00	6.910947476439639026e+00	-9.157697545241484249e+01	1.135148811897690013e+00	-3.819525368418023703e+01	3.965039175408437977e+00	-1.904107105440793424e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.987303170660043250e+00	9.921431637368085532e+00	8.395616441804220287e+00	-1.443090417577028859e+02	6.245697599684058687e+00	-1.064925337785408374e+03	1.669761333254370683e+01	-1.746396949157298151e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.245966262130697721e+00	3.097263241393797717e+00	4.415172991396220326e+00	-4.539208544812442625e+01	3.277995200854170843e+00	-1.039711096744942012e+02	7.091011554717284504e+00	-1.575091539069372049e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.077587609231276833e+00	9.487328530449616437e+00	7.985030953663743603e+00	-2.569480360675870756e+01	5.041908890649945185e+00	-1.526600761045869490e+02	7.153957195630389343e+00	-1.750974461261320947e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.409147553290790889e+00	6.846499859781843611e+00	9.682630460011397489e+00	-1.360694371775795446e+02	9.610265380462889695e+00	-9.258527554045746228e+02	2.131767340506126729e+01	-1.640253234066495924e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.850330401864456853e+00	6.475613452826024741e+00	2.828565414842789671e+00	-4.410005233148758208e+01	4.593138258463268286e+00	-4.620294974106764130e+02	8.196305223223214753e+00	-1.460945899668446124e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.053108505742919476e+00	5.615368581482794497e+00	5.706992863850142150e+00	-6.557393869051497859e+01	8.554224643365229142e+00	-5.519370829369299827e+02	1.378426758317821843e+01	-1.476702782044176709e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.942161246165864164e+00	3.077193981557168723e+00	3.581664340489522758e+00	-5.833509357164520281e+01	2.702585898670878173e+00	-1.359444831703374064e+02	6.873071179970225764e+00	-1.592485048104244072e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.449887233312686874e+00	2.582679409150511862e+00	8.127501246734793128e+00	-8.463706426035759023e+01	7.057378169823593339e+00	-1.902783400329189760e+02	1.441533438172089099e+01	-1.582797227962825959e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.706585132162364182e+00	2.985676812988471873e+00	6.193825332739659295e+00	-6.836476558552385541e+01	9.796955719988394762e+00	-3.222113467284272588e+02	1.471852492777868981e+01	-1.423427774613388985e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.848670675696605592e+00	2.683704692992184615e+00	6.704981143869932936e+00	-6.210585810225958880e+01	1.926889017881444843e+00	-4.697045162723454581e+01	5.661216750127274544e+00	-1.827643236657342962e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.224003525929564962e+00	8.011609116034138722e+00	8.178949874630863093e+00	-1.215162511306720106e+01	1.074429686274709139e+00	-1.253558785183465041e+01	2.612038121789145073e+00	-2.644137555686044028e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.967168081165216798e+00	4.159052022113791658e+00	4.559655419824463429e+00	-1.445324632398763143e+01	4.905757771474587692e+00	-6.403389631674711779e+01	4.582981753344054887e+00	-1.544878240786477841e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.289285644441567902e+00	1.520073915104791284e+00	9.226826865781276865e+00	-1.620543324391895368e+01	1.830465768112091274e+00	-4.974677162880579040e+00	3.826847917881815331e+00	-2.229048846327028155e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.735467591014479005e+00	9.716984869940343827e+00	5.808427848451259479e+00	-7.361008380668195628e+01	7.748734749031324753e+00	-9.545602198954918549e+02	1.412651112906942608e+01	-1.544024961411343044e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.827915102747335485e+00	8.959622942621580322e+00	2.428509503450112295e+00	-1.689828549548922965e+01	9.241676123675999222e+00	-5.797006903822149297e+02	5.278792670265924691e+00	-1.248825202610996499e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.577385201082059929e+00	9.348175068999399429e+00	7.258790586215384977e+00	-7.490021281363812022e+01	4.906253063252314917e+00	-4.727983757220750931e+02	1.137819087788513173e+01	-1.705627225842035966e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.163202217494855972e+00	9.958395699610848695e+00	8.140856366022994450e+00	-1.429564928062602576e+02	3.330497516398502444e+00	-5.819309142999917412e+02	1.050808710800739831e+01	-1.866755048546313800e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.249977382404903636e+00	2.563434141288368551e+00	3.853160186754012173e+00	-2.364210983533151733e+01	4.916988258226309583e+00	-7.740126280423523042e+01	5.841067687736883229e+00	-1.370510376530059471e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.697047751450256214e+00	4.565845347845832514e+00	8.721190071038304126e+00	-7.517859104326738873e+01	7.510233838619873481e+00	-2.964172059426415444e+02	1.428633427982773085e+01	-1.605350699784485968e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.810466718563350064e+00	7.826892032286971279e+00	9.150769238298000374e+00	-1.356523296747071186e+02	1.077932897388458544e+00	-1.254434809057304534e+02	3.971378878703292425e+00	-2.017252750779739312e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.054429734122109164e+00	7.265803865637562531e+00	3.498170623100138599e+00	-1.871212839336415001e+01	6.309817144644076059e+00	-2.452164847454150447e+02	5.551611111149893141e+00	-1.393638397829131792e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.690773294453663089e+00	2.373961705908316677e+00	9.848667907836002655e+00	-2.486671491540646528e+01	6.520049781087489116e+00	-3.966612652742640677e+01	7.778373571544792142e+00	-1.738569078705476612e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.609015736844850775e+00	8.336260466444100459e+00	2.259027583305500020e+00	-1.489651480937609307e+01	6.740184837657515970e+00	-3.711347766498046781e+02	4.549529374892153477e+00	-1.277936604435794488e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.454490591130457755e+00	3.025135602497715404e+00	2.822139449744274220e+00	-1.259129250467278638e+01	3.173682496009574638e+00	-4.273501414948283639e+01	3.376663863842721547e+00	-1.384977434106607674e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.366111610108623253e+00	3.013623433576133603e+00	2.665150668233843945e+00	-5.337469185554308382e+01	7.417176105795443064e+00	-4.498066811358590371e+02	1.066153333999990416e+01	-1.268480724717508945e+00
