G c dx1dt d2x1dt2 d2 d1 m1 Fg W Fc
1.00000000e+00 1.00000000e+00 4.88750517e+00 9.23939468e+00 1.19641057e+00 -1.15564860e+01 1.61517880e+00 -1.44148352e+02 2.43129681e+00 -1.39280755e+00
1.00000000e+00 1.00000000e+00 3.62106226e+00 1.30551381e+00 6.97410718e+00 -4.90805820e+01 8.05383858e+00 -7.39955287e+01 1.10572511e+01 -1.38227684e+00
1.00000000e+00 1.00000000e+00 6.50667605e+00 7.27678241e+00 9.67054991e+00 -1.17964060e+02 3.57182492e+00 -3.17050244e+02 1.06574767e+01 -1.86260215e+00
1.00000000e+00 1.00000000e+00 2.25544475e+00 3.67614107e+00 6.04151365e+00 -2.24381587e+01 4.89490192e+00 -6.68309473e+01 6.20521446e+00 -1.59948764e+00
1.00000000e+00 1.00000000e+00 3.62930184e+00 9.31956576e+00 9.43140216e+00 -5.98062646e+01 7.16899495e+00 -4.23666735e+02 1.27073905e+01 -1.65192476e+00
1.00000000e+00 1.00000000e+00 4.29725659e+00 9.73952421e+00 1.47032091e+00 -1.20488082e+01 3.99210541e+00 -3.18619021e+02 3.33302791e+00 -1.26770224e+00
1.00000000e+00 1.00000000e+00 5.10462986e+00 9.49839840e+00 4.76913987e+00 -4.49950878e+01 1.50927091e+00 -1.35251667e+02 4.40028585e+00 -1.87082461e+00
1.00000000e+00 1.00000000e+00 8.06658365e+00 5.26792795e+00 3.34142012e+00 -5.36287959e+01 4.36528942e+00 -3.69079422e+02 8.85577547e+00 -1.51500797e+00
1.00000000e+00 1.00000000e+00 2.79706404e+00 8.75838386e+00 7.57738868e+00 -3.54502111e+01 9.50003724e+00 -3.89267856e+02 1.02998322e+01 -1.51982928e+00
1.00000000e+00 1.00000000e+00 5.62810995e+00 8.60094459e+00 9.83167381e+00 -1.02144528e+02 6.77560958e+00 -6.05455412e+02 1.56237103e+01 -1.70800960e+00
1.00000000e+00 1.00000000e+00 6.33173112e+00 3.87190426e+00 3.30877056e+00 -4.18623237e+01 7.04331234e+00 -3.45031094e+02 9.33768984e+00 -1.33265208e+00
1.00000000e+00 1.00000000e+00 1.41805371e+00 8.46023927e+00 6.88757141e+00 -1.29815488e+01 6.69053938e+00 -1.06685200e+02 5.23709873e+00 -1.79920663e+00
1.00000000e+00 1.00000000e+00 6.46790367e+00 1.33306871e+00 2.78287869e+00 -4.29196853e+01 2.79092925e+00 -5.73804059e+01 5.78328688e+00 -1.27325502e+00
1.00000000e+00 1.00000000e+00 2.53471711e+00 6.36642891e+00 6.08797229e+00 -2.55708788e+01 4.76500478e+00 -1.27418421e+02 6.68132307e+00 -1.63002537e+00
1.00000000e+00 1.00000000e+00 1.58546434e+00 3.07007954e+00 5.17539238e+00 -1.22682567e+01 7.75845819e+00 -5.64630878e+01 4.65052814e+00 -1.53811712e+00
1.00000000e+00 1.00000000e+00 9.53996984e+00 2.08510197e+00 9.74804797e+00 -1.85394722e+02 1.91235608e+00 -7.58360611e+01 6.80927543e+00 -1.89625953e+00
1.00000000e+00 1.00000000e+00 9.69068830e+00 1.69257881e+00 6.47674545e+00 -1.30502294e+02 3.50067498e+00 -1.19388367e+02 1.04916598e+01 -1.68258732e+00
1.00000000e+00 1.00000000e+00 8.27557613e+00 7.26659898e+00 4.14555735e+00 -6.67458963e+01 3.48687198e+00 -4.07951785e+02 8.66397119e+00 -1.66655322e+00
1.00000000e+00 1.00000000e+00 3.74152392e+00 4.05887467e+00 2.02686206e+00 -1.49838700e+01 4.88817035e+00 -1.46673541e+02 4.01702655e+00 -1.22018757e+00
1.00000000e+00 1.00000000e+00 1.87904903e+00 7.52290094e+00 2.36122146e+00 -7.01203468e+00 9.82331867e+00 -2.19457744e+02 2.75082526e+00 -1.35409024e+00
1.00000000e+00 1.00000000e+00 7.15809724e+00 1.58820707e+00 3.02785237e+00 -4.93335314e+01 1.60752292e+00 -4.15979383e+01 4.44983956e+00 -1.48671960e+00
1.00000000e+00 1.00000000e+00 4.96137244e+00 3.83761304e+00 3.25869995e+00 -3.16622037e+01 5.66830895e+00 -2.11354481e+02 7.30551575e+00 -1.35031502e+00
1.00000000e+00 1.00000000e+00 2.09834411e+00 5.85542163e+00 8.65554452e+00 -2.83857956e+01 2.61428214e+00 -5.02015707e+01 5.61113209e+00 -1.96633020e+00
1.00000000e+00 1.00000000e+00 5.45659219e+00 8.11650848e+00 6.05100509e+00 -6.13292956e+01 9.73608891e+00 -8.00929400e+02 1.40631923e+01 -1.46556211e+00
1.00000000e+00 1.00000000e+00 1.30949669e+00 3.86877253e+00 5.71051820e+00 -9.92224836e+00 2.01973154e+00 -1.35769249e+01 3.08290129e+00 -2.08248314e+00
1.00000000e+00 1.00000000e+00 9.18388362e+00 6.63302239e+00 2.03291985e+00 -3.80764187e+01 4.63240902e+00 -5.75511756e+02 7.44546369e+00 -1.37470928e+00
1.00000000e+00 1.00000000e+00 3.32901983e+00 8.97379973e+00 8.74125724e+00 -5.02003223e+01 7.64096486e+00 -3.93783197e+02 1.18673101e+01 -1.60949852e+00
1.00000000e+00 1.00000000e+00 6.96270056e+00 6.54276869e+00 7.50532873e+00 -9.91377495e+01 7.34098985e+00 -6.34432654e+02 1.59338565e+01 -1.62630136e+00
1.00000000e+00 1.00000000e+00 3.80539968e+00 3.09663527e+00 1.60901526e+00 -1.30946413e+01 4.80455773e+00 -1.21081256e+02 3.36684430e+00 -1.09901840e+00
1.00000000e+00 1.00000000e+00 5.68061219e+00 1.21960703e+00 7.37051588e+00 -8.56830483e+01 4.11871751e+00 -5.83954420e+01 1.03600642e+01 -1.59186653e+00
1.00000000e+00 1.00000000e+00 5.92039251e+00 8.83088987e+00 5.89184396e+00 -6.52130509e+01 4.57851141e+00 -4.47519590e+02 1.02453783e+01 -1.66825473e+00
1.00000000e+00 1.00000000e+00 2.66369010e+00 1.19142470e+00 1.73552811e+00 -1.19817268e+01 3.37848637e+00 -2.77892309e+01 2.50960771e+00 -9.14961031e-01
1.00000000e+00 1.00000000e+00 9.72626165e+00 8.87231505e+00 5.12470577e+00 -9.67562496e+01 2.84799645e+00 -4.77074813e+02 8.48358016e+00 -1.79757046e+00
1.00000000e+00 1.00000000e+00 7.97619541e+00 5.76043421e+00 5.36226658e+00 -8.29480092e+01 5.34735728e+00 -4.76488023e+02 1.22215057e+01 -1.62050215e+00
1.00000000e+00 1.00000000e+00 9.45549047e+00 9.45160929e+00 2.49197086e+00 -4.66344639e+01 3.41680380e+00 -6.04351815e+02 7.30847536e+00 -1.55090881e+00
1.00000000e+00 1.00000000e+00 9.05344615e+00 8.18904912e+00 9.51128332e+00 -1.64919610e+02 3.58715498e+00 -5.09350571e+02 1.14793804e+01 -1.87971233e+00
1.00000000e+00 1.00000000e+00 6.38109981e+00 9.98140699e+00 8.64977834e+00 -1.03019017e+02 6.91080457e+00 -8.21547727e+02 1.57849300e+01 -1.68343294e+00
1.00000000e+00 1.00000000e+00 9.29686812e+00 4.15640634e+00 7.02120104e+00 -1.28002672e+02 9.71683599e+00 -7.36292704e+02 2.05304335e+01 -1.55863481e+00
1.00000000e+00 1.00000000e+00 1.79643252e+00 7.90469460e+00 5.16066005e+00 -1.38354179e+01 6.43273481e+00 -1.36322573e+02 4.98349352e+00 -1.59970806e+00
1.00000000e+00 1.00000000e+00 2.76384576e+00 4.61737822e+00 4.70588987e+00 -2.25039671e+01 1.69281520e+00 -3.73785393e+01 3.80211899e+00 -1.80497323e+00
1.00000000e+00 1.00000000e+00 1.40704560e+00 5.31888058e+00 6.85876120e+00 -1.29714942e+01 1.68025252e+00 -1.69020398e+01 3.28711567e+00 -2.21570558e+00
1.00000000e+00 1.00000000e+00 3.92797298e+00 6.64754917e+00 5.90888682e+00 -4.16927895e+01 9.56280899e+00 -4.48541179e+02 1.10168063e+01 -1.43404586e+00
1.00000000e+00 1.00000000e+00 4.49809561e+00 8.86309403e+00 1.56045795e+00 -1.34927372e+01 3.67561711e+00 -2.81684929e+02 3.54963969e+00 -1.29161614e+00
1.00000000e+00 1.00000000e+00 3.44214129e+00 9.85675122e+00 5.61252384e+00 -3.37241094e+01 1.82860287e+00 -1.08301753e+02 4.66505451e+00 -1.87643907e+00
1.00000000e+00 1.00000000e+00 8.45863758e+00 7.91446072e+00 8.25763256e+00 -1.33576524e+02 6.39140128e+00 -8.18261275e+02 1.65043307e+01 -1.72096327e+00
1.00000000e+00 1.00000000e+00 4.21077994e+00 4.75990104e+00 5.13315890e+00 -3.98653182e+01 6.61283900e+00 -2.44453579e+02 9.32811683e+00 -1.46679024e+00
1.00000000e+00 1.00000000e+00 3.52841059e+00 4.79221302e+00 1.46760920e+00 -1.03616065e+01 6.83654338e+00 -2.31307310e+02 3.06525637e+00 -1.11155951e+00
1.00000000e+00 1.00000000e+00 5.88426475e+00 7.63824071e+00 8.07650379e+00 -8.85128076e+01 3.40661825e+00 -2.85167169e+02 9.52840394e+00 -1.82472954e+00
1.00000000e+00 1.00000000e+00 2.26831802e+00 3.14899431e+00 2.81227404e+00 -1.13866516e+01 1.13599616e+00 -1.44839539e+01 2.19677440e+00 -1.66213958e+00
1.00000000e+00 1.00000000e+00 8.21977283e+00 1.99426702e+00 3.32758751e+00 -5.96198418e+01 9.68513833e+00 -3.46059255e+02 1.23987465e+01 -1.21120439e+00
1.00000000e+00 1.00000000e+00 1.67095579e+00 4.19159942e+00 2.48235718e+00 -6.61074896e+00 3.25803741e+00 -3.63682357e+01 2.28122331e+00 -1.47456311e+00
1.00000000e+00 1.00000000e+00 9.88198243e+00 3.58515092e+00 3.97193558e+00 -8.00419885e+01 7.08423659e+00 -5.11818728e+02 1.36044064e+01 -1.45160276e+00
1.00000000e+00 1.00000000e+00 7.95020292e+00 3.66677308e+00 7.81076355e+00 -1.20719895e+02 7.35966883e+00 -4.17087973e+02 1.72044148e+01 -1.63001613e+00
1.00000000e+00 1.00000000e+00 2.78844113e+00 3.10246976e+00 5.67447274e+00 -2.77689558e+01 6.49006675e+00 -9.85350534e+01 7.50077730e+00 -1.46888493e+00
1.00000000e+00 1.00000000e+00 1.04969905e+00 1.37883871e+00 2.84393147e+00 -4.64919713e+00 3.81616655e+00 -8.60200363e+00 1.76063307e+00 -1.43233106e+00
1.00000000e+00 1.00000000e+00 8.33915286e+00 1.16086541e+00 8.90047070e+00 -1.53911432e+02 3.43986628e+00 -6.90528068e+01 1.07657947e+01 -1.71911960e+00
1.00000000e+00 1.00000000e+00 7.36171609e+00 9.88950151e+00 8.91623669e+00 -1.23850164e+02 6.37901454e+00 -8.76280182e+02 1.61177647e+01 -1.72952471e+00
1.00000000e+00 1.00000000e+00 7.56106451e+00 4.84995820e+00 8.83520583e+00 -1.27889908e+02 8.79486070e+00 -6.17428348e+02 1.96542485e+01 -1.62836538e+00
1.00000000e+00 1.00000000e+00 7.94143312e+00 4.45893982e+00 3.14916590e+00 -5.04306424e+01 9.52060356e+00 -6.79821746e+02 1.15958821e+01 -1.29381487e+00
1.00000000e+00 1.00000000e+00 1.66640187e+00 7.11682554e+00 5.06115410e+00 -1.22749784e+01 1.95315224e+00 -3.37127043e+01 3.26956028e+00 -1.94924871e+00
1.00000000e+00 1.00000000e+00 4.22619156e+00 2.96428499e+00 9.86490691e+00 -7.63684727e+01 2.39345751e+00 -5.49245859e+01 7.12096500e+00 -1.90394079e+00
1.00000000e+00 1.00000000e+00 2.04282154e+00 9.54965066e+00 7.94811229e+00 -2.49528693e+01 9.50262633e+00 -2.84896841e+02 8.42512987e+00 -1.58983361e+00
1.00000000e+00 1.00000000e+00 8.76793083e+00 8.07710513e+00 1.24450679e+00 -2.27500499e+01 7.62881706e+00 -1.12641394e+03 5.87416437e+00 -1.14393177e+00
1.00000000e+00 1.00000000e+00 6.60968314e+00 1.80469902e+00 1.58684132e+00 -2.67151654e+01 8.94694442e+00 -2.71834071e+02 5.84945739e+00 -9.13552313e-01
1.00000000e+00 1.00000000e+00 3.97808222e+00 4.75822698e+00 5.17538239e+00 -3.76728969e+01 2.82369371e+00 -9.78023556e+01 6.19601151e+00 -1.69257895e+00
1.00000000e+00 1.00000000e+00 1.57202515e+00 8.91206477e+00 9.18298185e+00 -2.00415609e+01 6.28827284e+00 -1.22308750e+02 6.96067059e+00 -1.83925305e+00
1.00000000e+00 1.00000000e+00 3.79884090e+00 9.50258820e+00 5.84831618e+00 -3.93848673e+01 7.31025635e+00 -4.67813832e+02 9.83139819e+00 -1.50751038e+00
1.00000000e+00 1.00000000e+00 3.92664990e+00 5.20661360e+00 5.48031257e+00 -3.90665566e+01 7.12100697e+00 -2.64299635e+02 9.54085904e+00 -1.47068242e+00
1.00000000e+00 1.00000000e+00 7.56645561e+00 6.52070250e+00 1.94926330e+00 -2.98695137e+01 4.67336522e+00 -4.66962231e+02 6.44345032e+00 -1.32796624e+00
1.00000000e+00 1.00000000e+00 6.73801724e+00 2.50330551e+00 6.91102094e+00 -9.16054316e+01 1.13855403e+00 -3.77786570e+01 3.97158411e+00 -1.90328846e+00
1.00000000e+00 1.00000000e+00 8.98491468e+00 9.92051764e+00 8.39892845e+00 -1.44339763e+02 6.24633451e+00 -1.06493151e+03 1.66943261e+01 -1.74429858e+00
1.00000000e+00 1.00000000e+00 5.24993433e+00 3.08504531e+00 4.42378007e+00 -4.54288027e+01 3.27791385e+00 -1.03847691e+02 7.09950785e+00 -1.57608591e+00
1.00000000e+00 1.00000000e+00 2.07634821e+00 9.48458597e+00 7.98050666e+00 -2.55979512e+01 5.05228822e+00 -1.53702608e+02 7.14255731e+00 -1.75223285e+00
1.00000000e+00 1.00000000e+00 7.41920309e+00 6.84681984e+00 9.68028989e+00 -1.36126980e+02 9.61822914e+00 -9.26061580e+02 2.13320376e+01 -1.64026289e+00
1.00000000e+00 1.00000000e+00 7.84706544e+00 6.46963115e+00 2.83389813e+00 -4.40674854e+01 4.59131786e+00 -4.61903142e+02 8.20321925e+00 -1.46006694e+00
1.00000000e+00 1.00000000e+00 6.05149478e+00 5.61419660e+00 5.70996668e+00 -6.55534834e+01 8.55821446e+00 -5.51611082e+02 1.37698895e+01 -1.47826875e+00
1.00000000e+00 1.00000000e+00 7.93870462e+00 3.07602831e+00 3.58424162e+00 -5.84858885e+01 2.69686545e+00 -1.35364075e+02 6.87680148e+00 -1.59331661e+00
1.00000000e+00 1.00000000e+00 5.44416037e+00 2.58875229e+00 8.13568977e+00 -8.46543209e+01 7.05214448e+00 -1.89961875e+02 1.44266064e+01 -1.58158708e+00
1.00000000e+00 1.00000000e+00 5.70459546e+00 2.98437588e+00 6.19834029e+00 -6.83426814e+01 9.79306259e+00 -3.22246827e+02 1.47166469e+01 -1.42350509e+00
1.00000000e+00 1.00000000e+00 4.84786917e+00 2.67794436e+00 6.71124176e+00 -6.19797921e+01 1.91703791e+00 -4.74110400e+01 5.66529213e+00 -1.82551454e+00
1.00000000e+00 1.00000000e+00 1.22877214e+00 8.01626026e+00 8.18122744e+00 -1.22310712e+01 1.07487948e+00 -1.28818313e+01 2.61920376e+00 -2.64521771e+00
1.00000000e+00 1.00000000e+00 1.97102284e+00 4.15112733e+00 4.56373425e+00 -1.43763472e+01 4.90224513e+00 -6.41046134e+01 4.59237629e+00 -1.54446527e+00
1.00000000e+00 1.00000000e+00 1.28286267e+00 1.52058409e+00 9.23581062e+00 -1.61480715e+01 1.83362935e+00 -4.87492164e+00 3.80311557e+00 -2.22836268e+00
1.00000000e+00 1.00000000e+00 6.72769370e+00 9.72192367e+00 5.79725981e+00 -7.35911420e+01 7.73545915e+00 -9.54643197e+02 1.41286676e+01 -1.54397319e+00
1.00000000e+00 1.00000000e+00 3.82920383e+00 8.95407296e+00 2.42159341e+00 -1.69792549e+01 9.23093797e+00 -5.79540597e+02 5.29529992e+00 -1.24888868e+00
1.00000000e+00 1.00000000e+00 5.57713622e+00 9.34977055e+00 7.26309206e+00 -7.49444152e+01 4.90618875e+00 -4.73328801e+02 1.13653858e+01 -1.70703658e+00
1.00000000e+00 1.00000000e+00 9.16809827e+00 9.95417040e+00 8.13935215e+00 -1.42947470e+02 3.32840478e+00 -5.81872515e+02 1.05028486e+01 -1.86768591e+00
1.00000000e+00 1.00000000e+00 3.24363006e+00 2.56505724e+00 3.85085509e+00 -2.36597334e+01 4.90962987e+00 -7.73746120e+01 5.84763835e+00 -1.37026406e+00
1.00000000e+00 1.00000000e+00 4.69344631e+00 4.56617817e+00 8.71461331e+00 -7.51442699e+01 7.51103036e+00 -2.95733225e+02 1.42943336e+01 -1.60655334e+00
1.00000000e+00 1.00000000e+00 7.79996025e+00 7.82414628e+00 9.15528929e+00 -1.35660313e+02 1.08148745e+00 -1.25383154e+02 3.96560542e+00 -2.01788384e+00
1.00000000e+00 1.00000000e+00 3.05918349e+00 7.26418556e+00 3.49214039e+00 -1.87163207e+01 6.30508591e+00 -2.45474691e+02 5.55372786e+00 -1.39296658e+00
1.00000000e+00 1.00000000e+00 1.69281919e+00 2.38506316e+00 9.85169325e+00 -2.49220948e+01 6.51962516e+00 -3.93365415e+01 7.79488434e+00 -1.73837267e+00
1.00000000e+00 1.00000000e+00 3.60776308e+00 8.34249812e+00 2.26640375e+00 -1.49518037e+01 6.73919422e+00 -3.70903044e+02 4.53420796e+00 -1.27770318e+00
1.00000000e+00 1.00000000e+00 2.45099159e+00 3.01996515e+00 2.81814102e+00 -1.26195308e+01 3.17819872e+00 -4.29797085e+01 3.38038432e+00 -1.38577313e+00
1.00000000e+00 1.00000000e+00 9.36727887e+00 3.01435853e+00 2.65802355e+00 -5.33539782e+01 7.42647451e+00 -4.49350866e+02 1.06487123e+01 -1.26790273e+00
1.00000000e+00 1.00000000e+00 8.27308342e+00 5.83276981e+00 9.04590739e+00 -1.43465945e+02 1.82252338e+00 -1.68594977e+02 6.36068115e+00 -1.95355171e+00
1.00000000e+00 1.00000000e+00 6.70063381e+00 6.33645941e+00 6.88863297e+00 -8.75427267e+01 2.79343303e+00 -2.24942721e+02 8.19722241e+00 -1.82814914e+00
1.00000000e+00 1.00000000e+00 8.84314531e+00 6.22077587e+00 2.36893855e+00 -4.23718975e+01 8.89723042e+00 -9.89973366e+02 1.00299347e+01 -1.26748318e+00
1.00000000e+00 1.00000000e+00 8.23304869e+00 1.82338154e+00 4.96291077e+00 -8.57873889e+01 7.64850836e+00 -2.41068953e+02 1.44098585e+01 -1.40125454e+00
1.00000000e+00 1.00000000e+00 2.67913053e+00 8.89714776e+00 6.53768223e+00 -2.90951707e+01 1.12370999e+00 -4.44940712e+01 3.24552327e+00 -2.07335599e+00
1.00000000e+00 1.00000000e+00 9.03303099e+00 3.39040038e+00 1.75117676e+00 -3.52142837e+01 3.23538634e+00 -2.20579937e+02 5.81069007e+00 -1.30179180e+00
1.00000000e+00 1.00000000e+00 5.85408018e+00 2.16563429e+00 8.94174732e+00 -1.01156006e+02 2.92965835e+00 -7.17746988e+01 8.77271258e+00 -1.80972630e+00
1.00000000e+00 1.00000000e+00 8.26696140e+00 8.99873272e+00 8.23243182e+00 -1.29719322e+02 3.43725695e+00 -4.87382440e+02 1.05515618e+01 -1.85457414e+00
1.00000000e+00 1.00000000e+00 9.06482170e+00 9.60086348e+00 5.54686096e+00 -9.69040849e+01 3.22803793e+00 -5.41431762e+02 9.32152474e+00 -1.78692826e+00
1.00000000e+00 1.00000000e+00 3.86203127e+00 8.75914856e+00 9.70413954e+00 -6.61330692e+01 1.56273666e+00 -9.32844680e+01 5.00001049e+00 -2.03998894e+00
1.00000000e+00 1.00000000e+00 1.99046732e+00 8.28564467e+00 4.75984881e+00 -1.46692599e+01 5.13046465e+00 -1.31008070e+02 4.82972376e+00 -1.59572623e+00
1.00000000e+00 1.00000000e+00 3.05141646e+00 6.89717783e+00 9.85699287e+00 -5.11834182e+01 7.59460127e+00 -2.71995203e+02 1.20789278e+01 -1.64260967e+00
1.00000000e+00 1.00000000e+00 4.84397010e+00 5.95771634e+00 7.01127999e+00 -6.25396976e+01 6.46058552e+00 -3.43328746e+02 1.20681658e+01 -1.59331159e+00
1.00000000e+00 1.00000000e+00 8.36213289e+00 1.78288084e+00 6.71204146e+00 -1.14922397e+02 7.05584502e+00 -2.15387947e+02 1.60883622e+01 -1.53358135e+00
1.00000000e+00 1.00000000e+00 8.74657525e+00 4.67607892e+00 2.49359406e+00 -4.48682091e+01 1.73034261e+00 -1.45588447e+02 4.68923145e+00 -1.63086380e+00
1.00000000e+00 1.00000000e+00 1.06256917e+00 4.35419665e+00 8.93734982e+00 -1.05438217e+01 9.56341639e+00 -4.91258866e+01 5.43202693e+00 -2.05714109e+00
1.00000000e+00 1.00000000e+00 5.59672572e+00 3.33778405e+00 4.84740719e+00 -5.27653676e+01 8.54642650e+00 -3.10514770e+02 1.18284211e+01 -1.38411186e+00
1.00000000e+00 1.00000000e+00 4.75669903e+00 7.51078102e+00 2.46010065e+00 -2.22104484e+01 8.24581287e+00 -5.59143172e+02 6.30906506e+00 -1.25529381e+00
1.00000000e+00 1.00000000e+00 2.99897029e+00 5.46288162e+00 1.11346768e+00 -6.66298977e+00 8.40685425e+00 -2.74819052e+02 2.08794669e+00 -1.06456503e+00
1.00000000e+00 1.00000000e+00 2.07878831e+00 1.72941594e+00 6.03780115e+00 -2.14688548e+01 9.39439457e+00 -5.77694627e+01 6.84364106e+00 -1.38220314e+00
1.00000000e+00 1.00000000e+00 4.03853654e+00 2.98164882e+00 5.74659660e+00 -4.33780125e+01 5.89828570e+00 -1.32752049e+02 9.34417649e+00 -1.49381745e+00
1.00000000e+00 1.00000000e+00 9.48618734e+00 7.14932887e+00 7.47418260e+00 -1.36982538e+02 2.80253816e+00 -3.67213226e+02 9.06117498e+00 -1.87193539e+00
1.00000000e+00 1.00000000e+00 3.90882639e+00 1.68517774e+00 9.01232248e+00 -6.60819526e+01 6.55105247e+00 -8.09474056e+01 1.23851200e+01 -1.57009670e+00
1.00000000e+00 1.00000000e+00 5.66911560e+00 8.66086223e+00 1.71465926e+00 -1.90356781e+01 7.68593344e+00 -7.39006523e+02 5.35221907e+00 -1.19910354e+00
1.00000000e+00 1.00000000e+00 7.32717063e+00 5.45631874e+00 7.58346841e+00 -1.06233022e+02 7.64125654e+00 -5.84058254e+02 1.67469503e+01 -1.61927633e+00
1.00000000e+00 1.00000000e+00 4.27266642e+00 5.32527920e+00 2.68670750e+00 -2.18767755e+01 5.69304122e+00 -2.46859380e+02 5.72796558e+00 -1.31343501e+00
1.00000000e+00 1.00000000e+00 9.74603874e+00 6.33167006e+00 8.72359348e+00 -1.64395872e+02 1.61612847e+00 -1.92836680e+02 5.80270299e+00 -1.96278537e+00
1.00000000e+00 1.00000000e+00 9.66202565e+00 8.42212869e+00 8.37157162e+00 -1.55695546e+02 4.34001645e+00 -6.79802003e+02 1.31323198e+01 -1.82502588e+00
1.00000000e+00 1.00000000e+00 3.26604066e+00 4.13028287e+00 5.86714379e+00 -3.40390261e+01 9.28689948e+00 -2.22536336e+02 9.50586416e+00 -1.41401603e+00
1.00000000e+00 1.00000000e+00 5.47523655e+00 7.10214537e+00 7.39218519e+00 -7.50975942e+01 6.26004019e+00 -4.51668564e+02 1.29875680e+01 -1.63697849e+00
1.00000000e+00 1.00000000e+00 3.70790479e+00 6.09158768e+00 3.82915102e+00 -2.57844891e+01 5.84498749e+00 -2.39756352e+02 6.73766249e+00 -1.41866383e+00
1.00000000e+00 1.00000000e+00 3.56356445e+00 3.40325443e+00 5.24051109e+00 -3.42034968e+01 3.41968163e+00 -7.59586011e+01 6.51771769e+00 -1.61230424e+00
1.00000000e+00 1.00000000e+00 1.33198253e+00 8.90766988e+00 8.39473208e+00 -1.42676050e+01 4.31604028e+00 -6.53422131e+01 5.20638135e+00 -2.04010426e+00
1.00000000e+00 1.00000000e+00 6.48607901e+00 8.17683419e+00 5.13338677e+00 -6.30441700e+01 9.05811480e+00 -9.09628284e+02 1.37645066e+01 -1.45752873e+00
1.00000000e+00 1.00000000e+00 5.52411121e+00 6.92606651e+00 4.22018439e+00 -4.40005169e+01 6.99816743e+00 -5.05355897e+02 9.99339814e+00 -1.43795759e+00
1.00000000e+00 1.00000000e+00 1.46330876e+00 8.65523556e+00 5.44791203e+00 -1.08341754e+01 8.08648324e+00 -1.39188822e+02 4.56464939e+00 -1.67931206e+00
