G	c	dx1dt	d2x1dt2	dx2dt	d1	d2	m1	m2	Fg	W	p	Fc
1.000000000000000000e+00	1.000000000000000000e+00	1.131600530210902678e+00	2.988371238678842801e+00	1.215666349659427325e+00	6.008421830900613436e+00	2.529419281001593944e+01	1.357061932616718147e+00	-9.526751160429109966e-01	2.564062715226074651e+00	8.257816655068420886e+00	3.334020632851478205e-01	3.881345158109196225e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.681581658741173158e+00	9.944787146550597257e+00	1.567361759433568258e+00	3.680899009813482614e+00	1.837943286381067409e+01	4.525810925951586405e+00	-3.587434249081006499e+00	7.299388393215245685e+00	8.362566374299369443e+00	1.435488920777085453e-01	7.992456625275172477e-02
1.000000000000000000e+00	1.000000000000000000e+00	8.513352649419289264e+00	9.516775070028330674e+00	9.064264572274712606e+00	3.702824696602768029e+00	1.034549130805122701e+02	7.354500520647419215e+00	-6.969754756566781673e+00	5.794037056131905672e+00	9.801701835899711668e+00	3.261402571227731140e-02	1.025200863228951931e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.882574304372880203e+00	1.374091733215347721e+00	2.181492933621320685e+00	4.208737102683922870e+00	2.675942090198986989e+01	2.783268582048138207e+00	-2.363703676919767460e+00	6.653302518632335349e+00	5.616314432236760190e+00	6.005895891266989362e-02	1.500292125615149685e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.646541769651306719e+00	7.381010589733135951e+00	5.833562630758079237e+00	6.568258953104088249e+00	1.144824208883598402e+02	6.716394834646449041e+00	-6.461577306004202548e+00	2.694933760023763725e+00	5.102545091392575394e+00	3.290419845963612339e-02	9.622511707011753568e-02
1.000000000000000000e+00	1.000000000000000000e+00	2.720025220027544766e+00	9.372243810175449497e+00	4.688552891680000556e+00	3.916404322463208132e+00	5.614343416162685685e+01	3.308416981988113736e+00	-3.033385230017335399e+00	2.871269490995471685e+00	7.825108290062472882e+00	1.003905392311194994e-01	2.436349636104569727e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.733427730699347080e+00	2.606884738974546867e+00	4.197070049890573529e+00	7.675275728011094145e+00	9.286499880894169223e+01	8.987097407692340667e+00	-8.304622384149766390e+00	1.393588939100100399e+00	2.200010558570666852e+00	3.522121689004917983e-02	2.582236154420285146e-02
1.000000000000000000e+00	1.000000000000000000e+00	5.835338264697727872e+00	6.169074557294291772e+00	9.031974460449967879e+00	4.624847790974027539e+00	1.269316543573548444e+02	8.970453040237465814e+00	-8.607240806359188312e+00	3.940927910313931193e+00	5.862517570149126556e+00	2.435102091816340394e-02	7.375442256319347800e-02
1.000000000000000000e+00	1.000000000000000000e+00	4.823866646724216167e+00	9.179063890185597430e+00	1.191222847760915027e+00	1.558062187586774394e+00	5.060928879272663217e+00	3.693906016258624803e+00	-2.675875931905861371e+00	5.985673532854984380e+00	5.946141077687155274e+00	4.070480837193484192e-01	2.484901152503272703e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.612912213089021662e+00	1.305217261903687920e+00	6.996170846615738625e+00	8.031396681685693650e+00	1.678658870686336400e+02	2.973991312917098728e+00	-2.817058217584848645e+00	8.677015893107373756e+00	1.769584181938460343e+00	2.717962611202713423e-03	2.099807149831847686e-02
1.000000000000000000e+00	1.000000000000000000e+00	6.477486768205534595e+00	7.323288718880913706e+00	9.605918154393366493e+00	3.528722318970904936e+00	1.034424479747684131e+02	4.757481637147597198e+00	-4.607779515923702718e+00	6.904702719753938567e+00	4.756907324666449277e+00	1.206578120794462618e-02	6.897622990062092507e-02
1.000000000000000000e+00	1.000000000000000000e+00	2.306131381137167757e+00	3.731495447658788045e+00	6.098483947037141917e+00	4.857349444663392468e+00	8.820389207768376139e+01	3.214202994949230785e+00	-2.939140690762344299e+00	4.930326658843097398e+00	8.696176422645386594e+00	4.046664055915523417e-02	2.622125620462985585e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.508077396458197939e+00	9.345200161291145946e+00	9.459600068391155858e+00	7.156998726524049559e+00	2.046988575286739263e+02	7.078949767753653255e+00	-6.777368299424521680e+00	9.537914569040051305e+00	8.599773736950128367e+00	9.195630595970168825e-03	1.108193878886983563e-01
1.000000000000000000e+00	1.000000000000000000e+00	4.219150731613230398e+00	9.717639175981688027e+00	1.381461684875688434e+00	4.085800934397087580e+00	1.713010898163690143e+01	8.397767417605336959e+00	-6.480708210510453426e+00	7.564443711561045447e+00	1.805585612551872332e+00	2.954949427493050798e-02	3.753383531072209539e-02
1.000000000000000000e+00	1.000000000000000000e+00	5.098819918288827857e+00	9.548283650301360836e+00	4.767055899530318719e+00	1.473200657514446288e+00	2.198791187131331526e+01	7.067100039186320792e+00	-6.516360123076553101e+00	9.393969680054629734e+00	1.865960514112680046e+00	1.739439703490425204e-02	7.835232538233687094e-02
1.000000000000000000e+00	1.000000000000000000e+00	8.150549005706675842e+00	5.230690063603534945e+00	3.362731306051983449e+00	4.455111970452214187e+00	4.388889218301498119e+01	8.391190625708782491e+00	-7.604044876018089205e+00	5.738885937221330558e+00	3.328152946511027110e+00	2.612280219536730966e-02	3.034938755132212534e-02
1.000000000000000000e+00	1.000000000000000000e+00	2.809287297864017319e+00	8.855817474530459421e+00	7.544807806628886837e+00	9.545987962553420303e+00	2.162717763382635212e+02	4.516781488859995974e+00	-4.436894257631151639e+00	3.294965885641230940e+00	8.839368002452916429e+00	2.480093091609872000e-02	1.126103530725923035e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.554960025764976272e+00	8.596234216100159031e+00	9.749960826729342500e+00	6.797061247458810129e+00	2.002303472926768677e+02	2.388401584623385698e+00	-2.327784496051477525e+00	1.393439875295757524e+00	2.169177151909301049e+00	1.629385945882317124e-02	1.932709425672736459e-02
1.000000000000000000e+00	1.000000000000000000e+00	6.266936764999224252e+00	3.786252484718652500e+00	3.324146084021809777e+00	7.083810886012008368e+00	7.070203487050427782e+01	7.679592689998096411e+00	-6.860631561084557184e+00	7.459719746640113058e+00	7.458991480918427897e+00	2.816877465019979737e-02	5.575846264123343610e-02
1.000000000000000000e+00	1.000000000000000000e+00	1.508601081920214249e+00	8.393777167996910649e+00	7.009668540306413398e+00	6.691278612350965105e+00	1.384829009852905983e+02	4.246657086257714653e+00	-4.062343150413148862e+00	2.057595204873527983e+00	1.933206467402270867e+00	1.421680757078515323e-02	6.514436592092405498e-02
1.000000000000000000e+00	1.000000000000000000e+00	6.434285935507342735e+00	1.335496673493035358e+00	2.761510776548731005e+00	2.860547970338617407e+00	2.350150548382454829e+01	7.120456843792848822e+00	-6.184202164998147566e+00	3.686633077052966279e+00	6.605459767389131542e+00	1.660596904562788301e-01	1.210879687079280120e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.483681018715544919e+00	6.374207607616792615e+00	6.174620319773945099e+00	4.795697550264026887e+00	8.707992854436645302e+01	3.477507147037645296e+00	-3.231273422297550546e+00	5.737421800169186348e+00	4.215409252676504792e+00	1.685790136485116816e-02	1.185828688740338116e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.665424307765898115e+00	3.179654609054587411e+00	5.133853612725724602e+00	7.668343570576892532e+00	1.203354529368714338e+02	1.766945255476010113e+00	-1.664857810746976474e+00	6.100437387036292236e+00	8.062046120793288750e+00	2.183815316500792303e-02	2.176053416877956059e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.594693534029087090e+00	2.027328634422461473e+00	9.759949648864109761e+00	1.928393309291505764e+00	5.511008544134669762e+01	9.845598769052392285e+00	-9.573915872519300763e+00	6.433462308148532927e+00	3.113745171613412577e+00	1.787724525932385747e-02	5.638239092580332734e-02
1.000000000000000000e+00	1.000000000000000000e+00	9.759644344482065748e+00	1.694774153608260114e+00	6.519346235668837863e+00	3.543114389499698369e+00	6.796452716856626353e+01	2.390281133421167770e+00	-2.295292481508456106e+00	2.471136569299120733e+00	6.812930870193302901e+00	8.298696327887676583e-02	6.633192636522118601e-02
1.000000000000000000e+00	1.000000000000000000e+00	8.224156928001372435e+00	7.207661717112581634e+00	4.145092776683743985e+00	3.471227259040158941e+00	4.358077188136328317e+01	9.837813139308572374e+00	-9.134926933960683115e+00	4.523802584502621293e+00	3.090258558624629170e+00	3.245450388695971661e-02	3.645796011687948285e-02
1.000000000000000000e+00	1.000000000000000000e+00	3.658980490438113353e+00	4.031467513223194743e+00	2.010422134973366859e+00	4.895005054392289168e+00	3.008246895909312357e+01	9.785551318485696370e+00	-8.145388374641886031e+00	6.458919315807210459e+00	7.472733847747373481e+00	7.870517418143713195e-02	1.334028602880057424e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.886256411862021976e+00	7.616582926759750016e+00	2.401315691428555166e+00	9.790142365896180365e+00	6.974626383496953963e+01	8.106600550705206132e+00	-7.033288702862644293e+00	9.731560756426821612e+00	8.860297542346181388e+00	2.688646164668485536e-02	1.602739380596031327e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.176235301794404720e+00	1.524990916102277216e+00	3.132291930405720848e+00	1.532946871218794360e+00	1.439376862015780212e+01	6.914238714927370744e+00	-6.194085094574494299e+00	7.536688535679299861e+00	2.181170372945875791e+00	4.034884783988321871e-02	5.990424870136455693e-02
1.000000000000000000e+00	1.000000000000000000e+00	4.981105816162866518e+00	3.870271124348746206e+00	3.275297312538285599e+00	5.584381229398310609e+00	5.536292589618403781e+01	6.258064431199621858e+00	-5.562451382638159636e+00	9.273221366136400690e+00	8.806366075846506547e+00	3.447756454832268808e-02	1.044203463489563888e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.178347991888324842e+00	5.877279678321312595e+00	8.627049475341191709e+00	2.531074879247309006e+00	6.738915632981546366e+01	8.820800526042514633e+00	-8.387825160255388823e+00	7.821633477665600687e+00	6.340359809599886987e+00	2.400500508148011372e-02	3.845573679123370225e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.362755358096586100e+00	8.115163785905549432e+00	6.040527670225922741e+00	9.772306813703870887e+00	1.770193875978396250e+02	3.659812688271333769e+00	-3.396775264331420630e+00	6.325070888267616986e+00	2.163018943738005628e+00	4.364271536270800632e-03	1.236192074339953137e-02
1.000000000000000000e+00	1.000000000000000000e+00	1.356026042461316861e+00	3.897669598352361042e+00	5.849647675892786225e+00	1.884923241863710963e+00	3.440345655308698980e+01	5.121942534958018101e+00	-4.878775910977137364e+00	2.715837456534998307e+00	4.913893732055528041e+00	1.081358747838671863e-01	6.120386753893639620e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.124530884259563379e+00	6.568488649461698969e+00	2.040368950860081299e+00	4.596329959388610220e+00	2.841336692168317057e+01	6.577667571521641499e+00	-5.511313247462641840e+00	6.978671816767043623e+00	2.460585812337007461e+00	2.483044178942991204e-02	1.888165475118454631e-02
1.000000000000000000e+00	1.000000000000000000e+00	3.375334869615298494e+00	9.065943530772949899e+00	8.708435786888337304e+00	7.599517173178381491e+00	2.012696178677047385e+02	4.753370196713441409e+00	-4.525366132119840401e+00	6.539165987900105392e+00	7.329162022296804579e+00	1.049943534057206675e-02	9.629902848524826697e-02
1.000000000000000000e+00	1.000000000000000000e+00	6.936994435630457367e+00	6.649850842772632831e+00	7.442102069812977838e+00	7.325715495005762357e+00	1.646554719306166987e+02	4.929425243750578112e+00	-4.634524237331461904e+00	6.333449996558639938e+00	7.809768443013632933e+00	1.425913615695680557e-02	5.170023620870711767e-02
1.000000000000000000e+00	1.000000000000000000e+00	3.761345011397001503e+00	3.099255777700254733e+00	1.508195364209714784e+00	4.704062120603027530e+00	2.372525500698855438e+01	3.888238441919355193e+00	-3.134986594471093735e+00	5.392244275679462184e+00	2.037621441220607288e+00	3.370246933874804923e-02	3.719041032529334795e-02
1.000000000000000000e+00	1.000000000000000000e+00	5.647602371023013212e+00	1.354408197948294701e+00	7.390591736637774467e+00	4.140581488884938821e+00	9.110090770175258967e+01	6.058941219450344917e+00	-5.817931318352658643e+00	5.735849722315372823e+00	5.590091597233632470e+00	2.126180660913437950e-02	7.762389993122878473e-02
1.000000000000000000e+00	1.000000000000000000e+00	5.842151619288730835e+00	8.808691324695960390e+00	5.927991009645418252e+00	4.509590403905702871e+00	8.273453491853547348e+01	8.711504538133105768e+00	-8.098820382704152721e+00	3.999172942385535112e+00	8.335852668919756070e+00	5.376500711104364311e-02	1.036124240666524976e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.665878239141093342e+00	1.213701355476920041e+00	1.713623929289744163e+00	3.439787733307468454e+00	1.739700560810732100e+01	2.803282100472181515e+00	-2.291902300080003396e+00	5.667855042211201066e+00	9.418795280615109178e+00	2.098894022480818633e-01	3.491415688281430119e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.684442178691831771e+00	8.951973268734446876e+00	5.123879155683001230e+00	2.814337939036579694e+00	4.440689609754572587e+01	9.360307373587268387e+00	-8.882791699486210391e+00	2.749337728916342094e+00	5.674856854083611069e+00	9.677001021962820804e-02	6.717230634601492612e-02
1.000000000000000000e+00	1.000000000000000000e+00	8.018752299759967173e+00	5.734899076994555145e+00	5.297637763062711613e+00	5.342181388082844151e+00	8.603559140891518098e+01	7.117361232248689440e+00	-6.617619354239693941e+00	8.234916525540754151e+00	9.519536844564591149e+00	2.758668276889209015e-02	7.320819837619202408e-02
1.000000000000000000e+00	1.000000000000000000e+00	9.490132282750270321e+00	9.374751564140646920e+00	2.499310706618572908e+00	3.417008093023518711e+00	2.430260741262841506e+01	8.357783631650891110e+00	-7.300875463352777928e+00	2.625166487229926737e+00	5.724216259400947138e+00	1.865628691809584072e-01	6.082413037549495860e-02
1.000000000000000000e+00	1.000000000000000000e+00	9.144814425769409283e+00	8.099386789447187596e+00	9.537869813758952375e+00	3.600376665145259114e+00	1.018898553411048056e+02	5.913722635978578168e+00	-5.729893695712755530e+00	1.848303026329017440e+00	4.551652828606285617e+00	5.039853027486107528e-02	4.551618937455594038e-02
1.000000000000000000e+00	1.000000000000000000e+00	6.400926585287608717e+00	1.009605398141453136e+01	8.620228434027273678e+00	6.912808297216902709e+00	1.801179082857926232e+02	8.018834620627670162e+00	-7.636849270455285499e+00	4.882339052720232608e+00	8.698561785453632567e+00	1.852916211229597293e-02	6.591370661876688741e-02
1.000000000000000000e+00	1.000000000000000000e+00	9.325048809544121298e+00	4.126975874747746076e+00	7.114541945778297460e+00	9.693714892496439361e+00	2.042847559574157117e+02	1.194625128869631903e+00	-1.044370729004167275e+00	6.904414289019775275e+00	5.523408081343390563e+00	7.739730427374519675e-03	2.248921547977907748e-02
1.000000000000000000e+00	1.000000000000000000e+00	1.872210247843399733e+00	7.894361774572576707e+00	5.114437955659764334e+00	6.451305314873190255e+00	9.760660340483451591e+01	8.296739181810881547e+00	-7.834945063654092934e+00	4.899743061295201763e+00	5.241286046002971766e+00	2.123161347617332287e-02	1.525878926447409301e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.729874715539339469e+00	4.555473421232227871e+00	4.721542460257123430e+00	1.718049494229351160e+00	2.387053206933574856e+01	1.375288134734586221e+00	-1.250562087814750534e+00	3.450157550675783114e+00	5.415183472830940481e+00	1.402433512678818162e-01	3.873889164801300189e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.326496467102982191e+00	5.371638171114033966e+00	6.905602320783319037e+00	1.638832907925117155e+00	3.359682355384224195e+01	9.055261862613997792e+00	-8.634797385523174995e+00	6.024892540799791973e+00	8.649326330242056216e+00	8.618471054407830789e-02	1.214600090081292771e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.938802688730492108e+00	6.604069777779444372e+00	5.904619163128623782e+00	9.585889880753272863e+00	1.696345106751349761e+02	9.927517208847524088e+00	-9.268590007290661958e+00	4.117412266812614519e+00	8.473093854362931054e+00	2.610708672737598393e-02	7.627926684944145996e-02
1.000000000000000000e+00	1.000000000000000000e+00	4.421098290994361690e+00	8.835764302646376578e+00	1.550050916836430925e+00	3.740129404043224248e+00	1.859363541025816957e+01	3.558873480877492668e+00	-2.910033638568900738e+00	9.370602384105387372e+00	4.659771275193484108e+00	5.861528243475117722e-02	9.194007137237927840e-02
1.000000000000000000e+00	1.000000000000000000e+00	3.574956033156470259e+00	9.873414007424599959e+00	5.533626830270886643e+00	1.866815572972943427e+00	3.147711265593014929e+01	2.913903752178257367e+00	-2.733691339642286611e+00	9.288254255705187035e+00	3.995053073007083011e+00	2.981168308854854551e-02	2.115215761364480640e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.537413644764770382e+00	7.855266187853358062e+00	8.332580227533137318e+00	6.441874252245706423e+00	1.597072725917836920e+02	7.885293679388037269e+00	-7.564921137849243138e+00	5.481856110029931450e+00	5.482368423664917501e+00	1.288895568159507780e-02	3.565616710825547653e-02
1.000000000000000000e+00	1.000000000000000000e+00	4.327901025410625380e+00	4.749966230211343010e+00	5.123777989422293899e+00	6.622145720993613871e+00	1.013322783817157244e+02	3.268712343324765790e+00	-3.069768621663057750e+00	3.972995343209273056e+00	6.194281136127067988e+00	3.151009258562870174e-02	7.291512262816524093e-02
1.000000000000000000e+00	1.000000000000000000e+00	3.531790413325627043e+00	4.870220123356004294e+00	1.497280646234365520e+00	6.785866041765377332e+00	2.997213368024912938e+01	8.760275510108625596e+00	-6.826290372876261614e+00	7.746943311480285921e+00	3.189109507958111323e+00	2.735392670469350210e-02	4.485939106218556072e-02
1.000000000000000000e+00	1.000000000000000000e+00	5.914063494052979486e+00	7.662065169124969266e+00	8.113649071144054759e+00	3.362789155748937553e+00	8.160698858021383728e+01	1.930310595895597059e+00	-1.776725919951950061e+00	1.282421119294313128e+00	8.134426932738390903e+00	1.606890993142593427e-01	1.367311428538136586e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.243449789935901162e+00	3.156256581042801823e+00	2.777581586671245883e+00	1.153312896655005027e+00	8.972675009315794981e+00	2.161366285873830950e+00	-1.833418147103652585e+00	5.294534583174097087e+00	5.483111090595374826e+00	2.395190583668808104e-01	6.970927845275526336e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.267559448538712275e+00	2.006220278431674942e+00	3.316680668789129260e+00	9.736173669859310209e+00	9.585581777963486161e+01	9.942581358423945304e+00	-8.813407633205398994e+00	4.029376530871257245e+00	4.032733682898358651e+00	2.068160130157082471e-02	1.517971706228560778e-02
1.000000000000000000e+00	1.000000000000000000e+00	1.605166835579352691e+00	4.169951228546648458e+00	2.556042645203866037e+00	3.408849281050532642e+00	2.309465093696896787e+01	7.070668749243536944e+00	-6.135797904649812118e+00	9.321505204756823204e+00	1.974841191358523762e+00	1.730150755653189071e-02	1.207554122286808029e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.744342368938323062e+00	3.696199982484740243e+00	3.910247817940881720e+00	7.137386297905507604e+00	8.563544538491377978e+01	8.704296091728343399e+00	-7.845449345842167688e+00	1.146254568845640698e+00	3.108212819329552623e+00	6.950161284238026704e-02	1.479957411317041338e-02
1.000000000000000000e+00	1.000000000000000000e+00	7.907407218136238924e+00	3.621591513922328254e+00	7.928259771037950543e+00	7.296308748280983636e+00	1.705837242322677696e+02	3.938451133014989836e+00	-3.774830858224430763e+00	5.986603191139323599e+00	9.538250056975376978e+00	1.995904261957527279e-02	5.573972241900596730e-02
1.000000000000000000e+00	1.000000000000000000e+00	2.709666408378810232e+00	3.114203910900104955e+00	5.633343460418143600e+00	6.448531405087580382e+00	1.117080004655165339e+02	7.082932493844189992e+00	-6.593819882750403316e+00	7.663787601356959023e+00	3.752119186836009757e+00	9.551724389838667575e-03	6.691189375325368172e-02
1.000000000000000000e+00	1.000000000000000000e+00	1.129689011457801096e+00	1.385237761403909529e+00	2.778802626250052032e+00	3.939511246547751089e+00	3.367270260172826113e+01	6.356267756445792116e+00	-5.598580781115365390e+00	5.341327168287700822e+00	2.476885691481785390e+00	3.040021639756182101e-02	2.101355397426042382e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.437422933947695824e+00	1.216984439383811845e+00	8.907776343071764913e+00	3.428260602231965493e+00	9.229609283632132133e+01	6.361803736429501477e+00	-6.126405502585527962e+00	1.726660165019864968e+00	5.130153711673165695e+00	6.567389379569396612e-02	6.008348676378307690e-02
1.000000000000000000e+00	1.000000000000000000e+00	7.285785233831876262e+00	9.950872794369558960e+00	9.038173985835626922e+00	6.381586685563769734e+00	1.696340616064674691e+02	7.159452189604174954e+00	-6.881422890144949456e+00	9.746839382328065682e+00	3.754770534515582625e+00	4.564661124326430466e-03	2.420988151400153832e-02
1.000000000000000000e+00	1.000000000000000000e+00	7.630976149820900112e+00	4.848176944038225855e+00	8.729688950084428356e+00	8.742869726406059527e+00	2.316987779905834657e+02	6.069725813723125363e+00	-5.941581502717960817e+00	5.591619019276389047e+00	1.319475210679066590e+00	2.327277068333986464e-03	5.483816764780027365e-03
1.000000000000000000e+00	1.000000000000000000e+00	7.992925014895623015e+00	4.475110049714682070e+00	3.141379503415450802e+00	9.605328483209726542e+00	8.945561730138145151e+01	4.814572332908155339e+00	-4.285995017038878530e+00	6.495096189050331148e+00	3.812419585568130209e+00	1.423671030815947675e-02	1.492606659210233069e-02
1.000000000000000000e+00	1.000000000000000000e+00	1.581440705528269763e+00	7.135102440041515059e+00	5.087451794635919455e+00	1.980237154912675379e+00	3.021445981167409300e+01	3.489287346058163486e+00	-3.144716305615149921e+00	3.190212026631614073e+00	5.889619200784901309e+00	1.355105471977244569e-01	6.030233536963693908e-01
1.000000000000000000e+00	1.000000000000000000e+00	4.205069075377676491e+00	2.837882210920184889e+00	9.866764943451997283e+00	2.351525430953980145e+00	7.083644553660825238e+01	7.982267572392420796e+00	-7.572063605564985700e+00	5.356887328167069029e+00	5.944884549487018610e+00	3.304471801449967994e-02	1.972738412994436696e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.011421286769216277e+00	9.461252693618945386e+00	7.969200673754142095e+00	9.448826835996968043e+00	2.256509532746484865e+02	3.114377235593684290e+00	-2.865459324575203581e+00	4.911318610412893193e+00	4.207894238298789169e+00	7.955316984629021149e-03	7.252079019218768408e-02
1.000000000000000000e+00	1.000000000000000000e+00	8.808414652129288314e+00	8.043444494519796706e+00	1.204859505296570488e+00	7.645447162926887863e+00	2.950881826548353715e+01	7.218304191040370021e+00	-5.265036447216582260e+00	1.754689894898304292e+00	5.082041572968940102e+00	2.337663232992162332e-01	2.525844350641336458e-02
1.000000000000000000e+00	1.000000000000000000e+00	6.543177804847564616e+00	1.773456410963040630e+00	1.553726769488519510e+00	8.949337466209472680e+00	4.409795161148813492e+01	3.108477241270942493e+00	-2.474034210795300393e+00	1.945731024682718857e+00	9.801307050336749427e+00	2.640061299334239275e-01	5.330818171244544601e-02
1.000000000000000000e+00	1.000000000000000000e+00	3.972730928002749184e+00	4.691509031026098064e+00	5.167187008624876121e+00	2.868738960048653031e+00	4.363850853490116322e+01	6.681589240895900339e+00	-6.186389437465930285e+00	8.548626949285120347e+00	4.433038524201671216e+00	2.277817998467827204e-02	1.318653093615499983e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.534900255246365086e+00	8.953765215893909613e+00	9.120593367050760847e+00	6.317882296933512443e+00	1.733330312195320744e+02	7.651287577747455160e+00	-7.488776367493014341e+00	3.141819759708848192e+00	3.256891475080435416e+00	1.289471624165894163e-02	1.120630547140027966e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.824459587374013925e+00	9.502706051060567205e+00	5.845848752628950429e+00	7.295939035782872395e+00	1.269091884943432831e+02	2.990471385753672884e+00	-2.780535698362763597e+00	2.710043422018145076e+00	3.172414023257949633e+00	1.893255431615486692e-02	3.834691811089643854e-02
1.000000000000000000e+00	1.000000000000000000e+00	3.914916445401203315e+00	5.194669807949691354e+00	5.458847409524825167e+00	7.091568948043944332e+00	1.167055777507520418e+02	1.494394816821020822e+00	-1.423954423125826541e+00	5.491921502113221720e+00	5.152300600219977156e+00	1.615812913899448283e-02	6.221868243941242049e-02
1.000000000000000000e+00	1.000000000000000000e+00	7.537486458700998426e+00	6.450820625661656038e+00	1.923309042818796444e+00	4.664706951041952543e+00	2.778518203271361742e+01	2.169404469331963625e+00	-1.903759802050487338e+00	7.964980930506090573e+00	7.861971277608609476e+00	7.555965335576325659e-02	7.261569734446103597e-02
1.000000000000000000e+00	1.000000000000000000e+00	6.726472970283202457e+00	2.500827409825008729e+00	6.928718187250962224e+00	1.108743608349972654e+00	2.392294744587757549e+01	6.428969952682413336e+00	-6.140756088493837694e+00	1.568964338976543749e+00	2.907602003483323649e+00	1.691663231506711773e-01	1.242904001387777069e-01
