G	c	dx1dt	d2x1dt2	dx2dt	d1	d2	m1	m2	Fg	W	p	Fc
1.000000000000000000e+00	1.000000000000000000e+00	6.254075160613299378e-01	3.006182964984958517e+00	1.906759202610530890e+00	4.666156168681741434e+00	1.505030685349882624e+01	1.735788350651338963e+00	-1.446590948746555139e+00	2.812382714218002455e+00	7.986298417485945045e+00	3.487700983728946880e-01	3.803691343460070540e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.841292761111732901e+00	8.270766594421628426e+00	1.874047584422260604e+00	2.867282672439445790e+00	2.305764318446356143e+01	4.588336045903560034e+00	-2.750534191599166345e+00	6.546336118203821108e+00	9.226168325602076337e+00	1.409406995516505889e-01	6.132792347561079327e-02
1.000000000000000000e+00	1.000000000000000000e+00	8.343329220679809310e+00	9.131266108360318157e+00	9.738191675024344462e+00	4.929675648383204489e+00	1.116313978104595321e+02	7.164420449016253301e+00	-7.217625548812363512e+00	5.876387680798292656e+00	9.048254310995693217e+00	3.884100152853334903e-02	1.104685210442509086e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.553812117367348478e+00	1.013595809955779137e+00	2.181125039652958009e+00	4.815170652399662465e+00	2.278174585807833097e+01	2.446608625405746640e+00	-2.693424042886177538e+00	6.733325102092766024e+00	5.822692875189015460e+00	5.138106787379456697e-02	1.417089102330365558e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.344248597838594961e+00	7.289647341455507856e+00	6.217418487146091799e+00	6.276071653839675690e+00	1.203088175050034181e+02	6.273232655252041212e+00	-7.016642046190890269e+00	1.349196434777480746e+00	4.944896937982976581e+00	2.821378312556031137e-02	1.207363344175466091e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.558291670832195219e+00	8.809672876589100809e+00	4.146883301056256244e+00	3.200705476279288142e+00	6.152177295332656826e+01	3.784377934694759027e+00	-3.783668007465733396e+00	2.634505781848742068e+00	7.942449633782765694e+00	1.058501534038590874e-01	2.390909814205197936e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.571636686167005248e+00	3.146759573082256178e+00	4.092857409860521933e+00	6.917886376827383721e+00	9.122705804755368320e+01	8.138650002302394881e+00	-8.946296943966499882e+00	1.554948864525211860e+00	2.471892165275046072e+00	3.654645266512546176e-02	2.402828129636162130e-02
1.000000000000000000e+00	1.000000000000000000e+00	5.143764969864151659e+00	5.621109347445037763e+00	8.087217580206244705e+00	4.916374457917647156e+00	1.280468959394866886e+02	8.212570074073791915e+00	-8.572812079038696353e+00	3.782382425383728375e+00	4.980277317043625196e+00	2.270637780121658594e-02	4.531558817891309654e-02
1.000000000000000000e+00	1.000000000000000000e+00	4.326623629825025574e+00	9.852695128530893243e+00	1.213850516486768560e+00	2.685364339420334368e+00	2.439997900711538747e+01	4.168183829285474040e+00	-2.350875720943370606e+00	5.777501820050665593e+00	6.043523085526992134e+00	4.200860003943575061e-01	2.351839583406714063e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.284185464224782969e+00	7.708082942330187759e-01	7.650391596962792029e+00	9.089556699691586417e+00	1.659878326201250900e+02	3.183160291653702956e+00	-3.353256888095611288e+00	8.807093573399725983e+00	2.397679148739650490e+00	-4.727615996137647311e-03	-8.067015193891878544e-03
1.000000000000000000e+00	1.000000000000000000e+00	6.707238537658107624e+00	6.940890305842947861e+00	9.709317784380148808e+00	2.718847206431151076e+00	1.014155751819732245e+02	4.726151856732248469e+00	-5.107891065386252372e+00	7.544872841201700986e+00	5.015561087170889998e+00	1.207351605032746210e-02	7.200103379057230801e-02
1.000000000000000000e+00	1.000000000000000000e+00	1.925304740351355459e+00	3.297950870146092228e+00	6.440080257602020630e+00	4.734789823664779185e+00	9.005888699821800003e+01	3.277569091399749723e+00	-3.095489620384808127e+00	5.213497947085362405e+00	8.478960168024448407e+00	4.442295191133550925e-02	2.610297620659227658e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.185234133194305262e+00	9.043503051936964354e+00	9.582245515672116909e+00	6.705042845320061673e+00	2.012054526402767749e+02	8.146337805840770940e+00	-6.753824130236152357e+00	9.163406320922051762e+00	7.936303931041003068e+00	2.206689363323492345e-03	1.194633714360760351e-01
1.000000000000000000e+00	1.000000000000000000e+00	4.778848200772478627e+00	1.039521885625289066e+01	1.155351653604765882e+00	4.066241752686308608e+00	2.467597704336032294e+01	8.465106214221833625e+00	-6.391533706403649262e+00	6.672778641105133524e+00	2.169452788577007851e+00	3.316246233059222392e-02	4.695233271977667516e-02
1.000000000000000000e+00	1.000000000000000000e+00	3.366619127823767155e+00	9.316436127256585209e+00	4.666079453147342626e+00	7.887177203327335739e-01	3.472854816626100671e+01	7.217583008530913169e+00	-7.044376664260135534e+00	9.656475829601969707e+00	2.837048885283376176e+00	2.649444836544589260e-02	9.069991055536194557e-02
1.000000000000000000e+00	1.000000000000000000e+00	7.833918425881662984e+00	5.100112132720772351e+00	3.992800789515933424e+00	4.069817440780129303e+00	4.155362366772305194e+01	9.540167519964441567e+00	-7.662476013116553908e+00	5.102163161441717776e+00	3.724301445610156414e+00	2.621853267788785621e-02	2.901288847645264873e-02
1.000000000000000000e+00	1.000000000000000000e+00	2.074933129166125934e+00	8.345710842533714313e+00	7.973111120033188115e+00	9.030556237304478984e+00	2.082969193607717102e+02	4.538291668655766387e+00	-3.591908693158199384e+00	3.040449354598945497e+00	9.502668129406572461e+00	1.964078215006874462e-02	1.123810169435756484e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.158021451380236044e+00	8.456417434176572101e+00	9.490658930042938479e+00	7.059056400039802170e+00	2.175020707649025269e+02	3.347169130131166792e+00	-2.919786430935315646e+00	1.585682165021748968e+00	2.667663808224838728e+00	1.232377312656693889e-02	2.617244173186031309e-02
1.000000000000000000e+00	1.000000000000000000e+00	6.463656110029602608e+00	3.992317936940330103e+00	2.542657120884839195e+00	6.764599903590294616e+00	7.098518870576529594e+01	6.493880015077282408e+00	-6.886224738526703248e+00	8.163768674439277007e+00	7.266144982940724972e+00	7.923814384564385055e-03	4.590081429548018011e-02
1.000000000000000000e+00	1.000000000000000000e+00	1.306975461230408975e+00	8.340541925186959915e+00	7.001784885564413585e+00	6.489606958707331508e+00	1.230065324557626241e+02	3.611400478057709584e+00	-3.790063934190541772e+00	2.797147508638063051e+00	1.959714055336286398e+00	2.114630337014008349e-02	5.531054021128112980e-02
1.000000000000000000e+00	1.000000000000000000e+00	6.307934237633795682e+00	1.249459108499102022e+00	2.461584927790785304e+00	3.067508598444274259e+00	3.994884747355052923e+01	6.677596606142371272e+00	-6.679646475240855530e+00	3.758269313198014050e+00	7.080698150969955584e+00	1.668870871121365118e-01	1.414197506402357918e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.178516068731286115e+00	6.931662442276911307e+00	5.989998860598137576e+00	5.654162974818502718e+00	9.709556568253678677e+01	3.753892763932264121e+00	-2.943475371138031260e+00	5.512721770146102429e+00	3.345272752565412677e+00	1.544684263547757563e-02	9.329622059516706756e-02
1.000000000000000000e+00	1.000000000000000000e+00	1.578093771171446447e+00	3.222314992442191439e+00	4.372310911154679403e+00	8.903806903236819892e+00	1.347749092933751172e+02	2.697350051444415975e+00	-2.286000416077678565e+00	5.421055598618106153e+00	8.454759521302021241e+00	9.372156512606765605e-03	2.258012324529261594e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.051746362352689168e+01	1.444846819598326837e+00	1.032271543132120684e+01	2.159212861262514327e+00	6.874713044697922726e+01	9.611420013191276368e+00	-9.277823342193544320e+00	7.479788587837552072e+00	3.788037582585002561e+00	2.612465259748199264e-02	6.099572901563381222e-02
1.000000000000000000e+00	1.000000000000000000e+00	1.007614849554987302e+01	1.645144428660064495e+00	6.423197684164419385e+00	3.452726552901237866e+00	9.166465855677409991e+01	2.938662565913252589e+00	-2.260420571612896889e+00	2.337261331815664089e+00	6.724878152436009060e+00	7.942295643277064165e-02	5.220672163935015375e-02
1.000000000000000000e+00	1.000000000000000000e+00	7.752362959317471436e+00	6.967106389445300252e+00	4.175738681351818471e+00	4.199406063023955582e+00	3.409505612971770461e+01	1.111439379279811490e+01	-9.806423452494591686e+00	4.789505668475230848e+00	3.563951628565570129e+00	3.753159360721630006e-02	2.764436063127256524e-02
1.000000000000000000e+00	1.000000000000000000e+00	4.788314253876388094e+00	4.348729524975619931e+00	1.566947019763204940e+00	5.520000338143107754e+00	2.260999083586218816e+01	1.064783637695277640e+01	-7.842374987114735241e+00	6.662705198604114365e+00	7.121376569605879503e+00	7.913001335211287957e-02	1.307945854219106641e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.029568235335244886e+00	7.580167958098844139e+00	2.208059291311025962e+00	1.030067603358519612e+01	6.518434399744450047e+01	7.924375203417232782e+00	-7.440420174896252625e+00	9.456473481951388038e+00	8.883900938766112532e+00	1.394132768040370896e-02	1.627831165300691330e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.171145014671003182e+00	2.217016577982337644e+00	3.095470391193076765e+00	7.525666514233595450e-01	9.945755067705814412e+00	7.407908314382147807e+00	-6.247650678430289872e+00	7.253547865052060395e+00	1.992649096462211000e+00	4.951195619287863253e-02	6.645606500085424195e-02
1.000000000000000000e+00	1.000000000000000000e+00	4.817353310292710411e+00	3.425916548538353368e+00	2.920080679408562752e+00	6.322339654251797114e+00	5.651311568898103133e+01	6.385136500355265810e+00	-5.252454603430212643e+00	8.544626484315823944e+00	9.049489167583512739e+00	4.313903702889471115e-02	1.039081657551603755e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.245684343111523873e+00	5.748375296847639149e+00	8.536353183640089881e+00	2.808189983365823927e+00	6.350450026012796201e+01	8.435714331524748033e+00	-8.936137460869844062e+00	8.475691295793172486e+00	6.285317663078892281e+00	3.001613158531217171e-02	3.877513158852935460e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.690465727733953649e+00	7.524525202847567762e+00	6.816466907231448324e+00	9.252294297229807896e+00	1.661050031948506103e+02	3.837700023650731040e+00	-3.669253715588940867e+00	6.259327434130116607e+00	1.232189782117644405e+00	6.297814742041085365e-03	2.175663435699727935e-02
1.000000000000000000e+00	1.000000000000000000e+00	1.218508321015319362e+00	3.845516907165322795e+00	4.744206007208376263e+00	1.656019805853356175e+00	2.678382747649038720e+01	4.951049124638062793e+00	-4.344667779521843798e+00	3.512500055929927534e+00	4.457231203478189130e+00	9.893353937468353509e-02	6.187101197014011067e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.872286021385470178e+00	5.778198438710215434e+00	2.134828389996383358e+00	4.947484949198663884e+00	2.562584911085495776e+01	6.642244504859839971e+00	-6.526474629507203140e+00	6.753968923602938546e+00	3.504424492314606177e+00	3.183920214986654673e-02	3.849959699232260307e-02
1.000000000000000000e+00	1.000000000000000000e+00	4.374992925905970331e+00	9.152646600991017678e+00	8.307550248574258944e+00	6.281320567695955148e+00	2.106047576139155524e+02	3.949908227886462342e+00	-3.815503532239493012e+00	6.446916665324132545e+00	7.611857628304437462e+00	2.828090823715593422e-02	1.088385155582845543e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.721427395745940281e+00	6.511915658916981542e+00	8.243291930385442612e+00	7.273066515489072792e+00	1.601464566555572162e+02	3.887118765754808081e+00	-5.360730826549556127e+00	5.800493439289889253e+00	6.688590170731946394e+00	1.576712240781437402e-02	5.128604107561154923e-02
1.000000000000000000e+00	1.000000000000000000e+00	4.246404560797037320e+00	3.182966956723578544e+00	1.509223942191905810e+00	4.449947773708280430e+00	3.043278629555440773e+01	3.816486857262231691e+00	-3.497551345607388562e+00	5.237210906164585289e+00	2.609195455079753145e+00	3.267949409477285266e-02	4.365917574494945774e-02
1.000000000000000000e+00	1.000000000000000000e+00	5.196479089736977919e+00	1.658058607205927348e+00	6.792313613694963337e+00	3.708956976748513323e+00	7.925922316191031314e+01	6.251376401387398474e+00	-5.662670086028686711e+00	5.077557774981323213e+00	4.928149265943522650e+00	1.282367015545367306e-02	8.448256683177571280e-02
1.000000000000000000e+00	1.000000000000000000e+00	4.517084462190813277e+00	8.955950996014571786e+00	5.772791610445586308e+00	4.331015606755098446e+00	5.233005607799186976e+01	8.040829278467644059e+00	-7.865368114383867848e+00	4.230890078795786380e+00	8.817601702354080473e+00	3.655761060484694069e-02	1.045254668044116458e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.943516355224373271e+00	4.811334711502012196e-01	1.928583963590578820e+00	2.577631407840232036e+00	1.639981285285153234e+01	3.100425683229809604e+00	-2.125047797828234497e+00	5.732960308495202995e+00	1.012841427410245920e+01	2.057763318696448074e-01	3.381827335445383165e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.000730851135530486e+01	8.563074367444677648e+00	6.657307770340477049e+00	3.417743410964240169e+00	3.833206347772653544e+01	9.433182786763744332e+00	-8.774316281179650900e+00	3.587146710249961679e+00	5.676977931201132144e+00	1.084658197519239586e-01	6.969173124926701657e-02
1.000000000000000000e+00	1.000000000000000000e+00	8.344301251707506140e+00	5.715827953013683960e+00	4.197303000199267942e+00	4.195447913071602919e+00	7.813929420818868721e+01	7.555977586944367275e+00	-6.971089428272302158e+00	7.446818441548133549e+00	9.010225254510086046e+00	3.777679509566057858e-02	4.864811996384343917e-02
1.000000000000000000e+00	1.000000000000000000e+00	9.656302221537790942e+00	9.269082444801332699e+00	1.829860715264392201e+00	3.508445501937133226e+00	1.661418535197341839e+01	8.924543304621240125e+00	-6.507659205262240398e+00	3.339113167538442450e+00	5.432167384773456398e+00	1.859729731315025725e-01	7.356386148774395062e-02
1.000000000000000000e+00	1.000000000000000000e+00	9.527036837363473509e+00	8.074471454983127572e+00	1.023197970348212849e+01	3.128340080394581779e+00	9.603028420996537307e+01	6.737555427803448183e+00	-5.410602619181550388e+00	1.227904660772623835e+00	4.890017005999878208e+00	5.500930784663900230e-02	5.108939673958522165e-02
1.000000000000000000e+00	1.000000000000000000e+00	6.054711165715455756e+00	1.088344627383541940e+01	7.816583407303413722e+00	7.984590178956811002e+00	1.705040527163346269e+02	8.344249458696397781e+00	-7.121752411071872402e+00	5.115065908387565585e+00	8.016149713140450217e+00	1.023959535417270743e-02	6.325705320506930240e-02
1.000000000000000000e+00	1.000000000000000000e+00	9.439392827914490525e+00	4.212235637658712228e+00	7.026519452158465739e+00	9.729117010868190363e+00	1.966549184867758981e+02	9.849746317221941272e-01	-1.301081082686398105e+00	6.296358708977090046e+00	5.120307344589773102e+00	8.568881767314628917e-03	1.476350211986660228e-02
1.000000000000000000e+00	1.000000000000000000e+00	2.174301676409318151e+00	8.117351578244418775e+00	4.893762807370301893e+00	5.283295043493383858e+00	8.744362229375042261e+01	8.468296378237841537e+00	-8.983650178636615635e+00	5.050696700809088391e+00	5.526125619577920034e+00	1.747389562061687357e-02	1.595958591269454330e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.496107417156585573e+00	3.499850661639843707e+00	4.352270027908760497e+00	1.988829978017190303e+00	4.862148271666484334e+00	2.629942448900948193e+00	-7.572429548272568978e-01	2.113428792635969167e+00	5.058587701747944365e+00	1.391947477698606550e-01	4.087761957608752050e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.430776124590521059e+00	5.733894586796263404e+00	6.763682437971317185e+00	1.088799727716196930e+00	1.482164810204938377e+01	9.545997884570326164e+00	-8.394007881668303028e+00	5.655647524937258197e+00	9.393938771413335331e+00	8.422767624158938871e-02	1.220228834379458727e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.812260214207321418e+00	8.234139981897870442e+00	5.725191014204985329e+00	1.009596641444531073e+01	1.915183608927506498e+02	9.966630051740425600e+00	-9.276628261529191732e+00	4.181228893983413464e+00	7.922781549394845690e+00	2.230524330377525385e-02	9.927343937428187437e-02
1.000000000000000000e+00	1.000000000000000000e+00	4.468198613516118911e+00	9.611702384103569585e+00	2.144130538472583947e+00	4.010013580008444656e+00	1.664152299609398611e+01	3.564612180084040904e+00	-3.149981992404743636e+00	1.035887889360683367e+01	2.842995154470007169e+00	6.675571950668761356e-02	1.032581939325116632e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.796131821702353193e+00	9.611866564882916464e+00	6.345961891025862833e+00	2.625774098371612464e+00	4.441836616394479620e+01	2.567009143634132684e+00	-2.894286727570284601e+00	8.136338998542141709e+00	3.576363797915966813e+00	4.363356865129602857e-02	2.016733067224637521e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.875182023277385923e+00	9.183448491434655026e+00	8.493022753531544566e+00	6.492648588215571337e+00	1.567458973450558233e+02	7.241609403339278828e+00	-7.867944598972005821e+00	5.520096715406546117e+00	5.596052520157674515e+00	1.117283554346854349e-02	3.960530187671571639e-02
1.000000000000000000e+00	1.000000000000000000e+00	3.422035001874593085e+00	4.775197696983301654e+00	5.002807870907815868e+00	7.056274994861985839e+00	1.005444535929508021e+02	4.207637523845139782e+00	-3.041945920982837226e+00	3.666363344292535409e+00	6.624585030429280152e+00	4.213204920023275180e-02	7.859262552457799145e-02
1.000000000000000000e+00	1.000000000000000000e+00	3.740012442569548679e+00	4.962749487978900476e+00	1.610327255889537845e+00	6.859687810001103614e+00	3.284170186067676411e+01	9.050697388622568340e+00	-7.358736336548098222e+00	6.583010685527714401e+00	2.922880504093765097e+00	1.807238989433346613e-02	3.331016470316164324e-02
1.000000000000000000e+00	1.000000000000000000e+00	5.930038932260459639e+00	7.489461777932581832e+00	8.521010855631255154e+00	3.087416515960876406e+00	8.826281183467119718e+01	1.234445084911490742e+00	-1.466622067762986203e+00	7.133153425106667500e-01	7.994788659329090663e+00	1.595200822364678250e-01	1.303177315694846183e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.428883745658279025e+00	2.985816455279572956e+00	3.365376939114351096e+00	1.712929316212091768e+00	-1.560802517470330386e+00	2.065325492618085068e+00	-8.672431717916946337e-01	5.014461261504962408e+00	5.361543375367062936e+00	2.280927266363152184e-01	6.903553172661864856e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.411203039808052395e+00	7.436166509724038143e-01	3.531914484066930093e+00	9.019031160491895349e+00	9.328931747298280186e+01	1.050439244950317708e+01	-9.126835740728003188e+00	4.283157301505158721e+00	4.953971800665792458e+00	1.835900182938973377e-02	1.803735172036745327e-02
1.000000000000000000e+00	1.000000000000000000e+00	1.208911587471050098e+00	4.629694614879997339e+00	3.325878655376642179e+00	3.238382948368406122e+00	2.698753166934384495e+01	6.821104104590353323e+00	-6.908516118957804153e+00	9.333045596933175148e+00	2.167425460683400917e+00	2.314649106619991875e-02	1.165675575474112297e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.695830404663091429e+00	3.419926191540778149e+00	3.631519107111220279e+00	6.776450700128467730e+00	6.712902287311557359e+01	8.178338375800468185e+00	-7.949174076735450178e+00	3.879748790473137587e-01	2.881548702586969490e+00	7.841608291512963680e-02	1.838004966804761969e-02
1.000000000000000000e+00	1.000000000000000000e+00	8.751484051066745096e+00	3.562151990357025344e+00	8.440207693042999892e+00	7.815525963172616386e+00	1.840518695672864169e+02	4.113294501443473195e+00	-3.594857388987714675e+00	4.969149112770185894e+00	1.065964553297236961e+01	1.262561355325205956e-02	5.979255302456539661e-02
1.000000000000000000e+00	1.000000000000000000e+00	2.728507836488570426e+00	3.254531748571549699e+00	6.063395711739057781e+00	5.977592975643532647e+00	1.199839806081284763e+02	7.446844834961195758e+00	-6.446418219383531323e+00	7.895101903982774338e+00	3.751994214599355892e+00	1.245637747156043765e-02	8.495952925898100916e-02
1.000000000000000000e+00	1.000000000000000000e+00	1.345474664934607434e+00	1.148202381348749856e+00	2.507110518346075345e+00	3.594850118814565398e+00	1.376924668976650779e+01	6.105415296340837017e+00	-4.806677853040161708e+00	5.258034698944620722e+00	1.390807027135345875e+00	3.886180126826433573e-02	2.165876106636530629e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.024678825745725774e+00	1.307636355166951869e+00	9.028951736125700123e+00	3.463638307299726993e+00	8.399118151137612642e+01	6.101785535937572114e+00	-5.781643670876681185e+00	2.652683849982400588e+00	4.391651934312882588e+00	7.391044728311721435e-02	5.095900070678706373e-02
1.000000000000000000e+00	1.000000000000000000e+00	7.942547386686162447e+00	1.055878280864733298e+01	9.082675599369384400e+00	7.184374881625971376e+00	1.715677487764301645e+02	7.393671543176359329e+00	-7.777234091117940729e+00	9.558733913845026464e+00	4.067458171316213900e+00	6.553109333380482612e-03	5.330074335512795247e-02
1.000000000000000000e+00	1.000000000000000000e+00	7.557243575263453472e+00	5.075162173485622041e+00	8.756780465768756017e+00	8.506589630678725200e+00	2.406391323949264631e+02	5.565535170790692376e+00	-6.560183295357594702e+00	6.289290974113639798e+00	3.496608181546674299e-01	-2.597185261018450462e-03	-2.159084235425386133e-03
1.000000000000000000e+00	1.000000000000000000e+00	7.559581041559796155e+00	4.373546972109540576e+00	3.064720246201511511e+00	9.303585629153991121e+00	1.035891821422119534e+02	4.568405514605361262e+00	-4.145113653398853515e+00	6.826035585467369771e+00	4.179235770665960636e+00	8.031400752519776698e-03	1.234986286561596397e-02
1.000000000000000000e+00	1.000000000000000000e+00	1.936397371310778492e+00	7.048123290317419354e+00	4.219197416692331615e+00	1.223320048218518030e+00	2.395789649087873130e+01	3.417745194596237823e+00	-3.479884498383139402e+00	3.580236509128887246e+00	5.472692243308520332e+00	1.291330267961490752e-01	6.114621985199097942e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.855138909015308535e+00	3.075878322215138905e+00	9.484317573532088375e+00	1.861325539816426788e+00	9.173653076861509703e+01	8.319778889091496765e+00	-6.895756267135682016e+00	5.588712054732936529e+00	6.606062963467653759e+00	3.173107439458656975e-02	2.330422156478200446e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.025049891764802101e+00	9.086712488964474588e+00	7.816491505039924625e+00	9.726188586483038634e+00	2.261479234347740146e+02	2.803500568391542824e+00	-3.375440840665715037e+00	5.111600117976740520e+00	4.300153596637154685e+00	1.251876413506098143e-03	7.733186391419359651e-02
1.000000000000000000e+00	1.000000000000000000e+00	9.237610191125444459e+00	8.192740719161266227e+00	9.283544772334056949e-01	7.646176947976944582e+00	2.647868088348668181e+01	7.538008202598084573e+00	-4.816294015895278058e+00	4.167082947007223481e-01	4.135220706988650186e+00	2.409292348336752598e-01	1.696579467743073583e-02
1.000000000000000000e+00	1.000000000000000000e+00	6.722636028066816927e+00	2.185536469433246420e+00	1.114373438316638154e+00	8.972984460056691702e+00	4.761386127276040270e+01	3.735128593224222637e+00	-2.771930675378321940e+00	1.825468652882136666e+00	1.018697844329119562e+01	2.650976210392327892e-01	3.397377218137585808e-02
1.000000000000000000e+00	1.000000000000000000e+00	4.255556020320818256e+00	4.806913547298719891e+00	5.761280059870361292e+00	3.766278722857238748e+00	4.661949525703114716e+01	6.352117365813401584e+00	-6.070608635962638111e+00	8.173179720056422681e+00	5.137903308162997007e+00	2.519720025401604724e-02	1.089732044114996301e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.668519306819285619e+00	8.676113033159497334e+00	9.125598038580546856e+00	5.383006023289437003e+00	1.755139018640790312e+02	9.479216732167024873e+00	-7.855331938009932458e+00	3.855483187656816746e+00	2.629472146883466088e+00	-2.125501776484467129e-03	1.122247485063628536e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.599489523644788580e+00	9.342868040382638739e+00	7.044715454710519964e+00	8.564980223573428475e+00	1.461033925265898858e+02	3.741662235852296181e+00	-2.521136899057631275e+00	2.205087671799158322e+00	2.754504054669649538e+00	1.844623636880220185e-02	4.516436201987451132e-02
1.000000000000000000e+00	1.000000000000000000e+00	4.196512999208836803e+00	5.569425283163852214e+00	5.603305977013218531e+00	7.758851290537665868e+00	1.192874806184870948e+02	1.687893603817063770e+00	-9.120520580300184310e-01	5.390436167846614168e+00	5.393167430463723377e+00	1.232113237360151804e-02	4.315499735730822517e-02
1.000000000000000000e+00	1.000000000000000000e+00	7.434995008676345662e+00	5.908657342534087142e+00	2.523600751630487249e+00	4.497001237383742023e+00	1.852962338568926270e+01	2.079745518458493425e+00	-1.680289810320442223e+00	8.358093563266780990e+00	8.206519214640026760e+00	9.202744959737722830e-02	7.665933782408480834e-02
1.000000000000000000e+00	1.000000000000000000e+00	7.786212859418897736e+00	2.049097684846502787e+00	6.796103199093779246e+00	1.350343025570756250e+00	1.609845490225552567e+01	6.151492861389132649e+00	-5.192665773201833979e+00	1.722633713714650128e+00	4.134007410950538031e+00	1.583296865387420482e-01	1.074610152032638155e-01
