G c dx1dt d2x1dt2 dx2dt d1 d2 m1 m2 Fg W p Fc
1.00000000e+00 1.00000000e+00 2.63642470e+00 7.35017655e+00 5.79178614e+00 6.59163204e+00 1.14531969e+02 6.77354033e+00 -6.38370433e+00 2.76838270e+00 5.09461192e+00 3.26605207e-02 9.77195647e-02
1.00000000e+00 1.00000000e+00 2.65064059e+00 9.32723486e+00 4.69986042e+00 4.00644969e+00 5.64892630e+01 3.33845324e+00 -3.10167648e+00 2.90571276e+00 7.78128045e+00 9.95301346e-02 2.44241397e-01
1.00000000e+00 1.00000000e+00 3.73818019e+00 2.62517811e+00 4.12608994e+00 7.59429146e+00 9.40041886e+01 8.97477498e+00 -8.24973221e+00 1.37347593e+00 2.19223591e+00 3.45450916e-02 2.57405926e-02
1.00000000e+00 1.00000000e+00 5.72280788e+00 6.11150707e+00 9.09850011e+00 4.64074647e+00 1.26671497e+02 9.06120950e+00 -8.72924235e+00 3.89860782e+00 5.92223962e+00 2.42754411e-02 7.43306124e-02
1.00000000e+00 1.00000000e+00 4.88750517e+00 9.23939468e+00 1.19641057e+00 1.61517880e+00 5.79725098e+00 3.67558484e+00 -2.65152589e+00 6.03770195e+00 5.91622840e+00 4.06811517e-01 2.49813464e-01
1.00000000e+00 1.00000000e+00 3.62106226e+00 1.30551381e+00 6.97410718e+00 8.05383858e+00 1.68505000e+02 3.06994379e+00 -2.92321323e+00 8.72141423e+00 1.80525811e+00 2.45982045e-03 2.06337961e-02
1.00000000e+00 1.00000000e+00 6.50667605e+00 7.27678241e+00 9.67054991e+00 3.57182492e+00 1.03624533e+02 4.70173575e+00 -4.53967203e+00 7.00234703e+00 4.76185677e+00 1.32117261e-02 6.82976445e-02
1.00000000e+00 1.00000000e+00 2.25544475e+00 3.67614107e+00 6.04151365e+00 4.89490192e+00 8.87178502e+01 3.16478427e+00 -2.99017106e+00 4.91856691e+00 8.67956319e+00 4.05885676e-02 2.62059814e-01
1.00000000e+00 1.00000000e+00 3.62930184e+00 9.31956576e+00 9.43140216e+00 7.16899495e+00 2.02841023e+02 7.05145459e+00 -6.80223556e+00 9.57808103e+00 8.70538260e+00 9.00189431e-03 1.11528342e-01
1.00000000e+00 1.00000000e+00 4.29725659e+00 9.73952421e+00 1.47032091e+00 3.99210541e+00 1.76090282e+01 8.43458216e+00 -6.52239594e+00 7.47320681e+00 1.89313898e+00 2.91919590e-02 3.67847626e-02
1.00000000e+00 1.00000000e+00 5.10462986e+00 9.49839840e+00 4.76913987e+00 1.50927091e+00 2.15937722e+01 7.05782918e+00 -6.56453064e+00 9.37148683e+00 1.81648794e+00 1.81151296e-02 7.85922656e-02
1.00000000e+00 1.00000000e+00 8.06658365e+00 5.26792795e+00 3.34142012e+00 4.36528942e+00 4.37587977e+01 8.41915403e+00 -7.57927620e+00 5.74829176e+00 3.36425929e+00 2.71120927e-02 3.18467795e-02
1.00000000e+00 1.00000000e+00 2.79706404e+00 8.75838386e+00 7.57738868e+00 9.50003724e+00 2.15956424e+02 4.57292946e+00 -4.37176388e+00 3.33013847e+00 8.87289456e+00 2.49837976e-02 1.11305429e-01
1.00000000e+00 1.00000000e+00 5.62810995e+00 8.60094459e+00 9.83167381e+00 6.77560958e+00 1.99846750e+02 2.40685274e+00 -2.32525074e+00 1.47544018e+00 2.16012327e+00 1.47598905e-02 1.88819279e-02
1.00000000e+00 1.00000000e+00 6.33173112e+00 3.87190426e+00 3.30877056e+00 7.04331234e+00 6.99141136e+01 7.64155853e+00 -6.87172994e+00 7.53476366e+00 7.47997122e+00 2.88075476e-02 5.59086828e-02
1.00000000e+00 1.00000000e+00 1.41805371e+00 8.46023927e+00 6.88757141e+00 6.69053938e+00 1.38244703e+02 4.24427055e+00 -4.03886333e+00 2.09172698e+00 1.91049058e+00 1.33014876e-02 6.71227640e-02
1.00000000e+00 1.00000000e+00 6.46790367e+00 1.33306871e+00 2.78287869e+00 2.79092925e+00 2.33004527e+01 7.04143743e+00 -6.19801374e+00 3.72497615e+00 6.60824068e+00 1.64824058e-01 1.22025958e-01
1.00000000e+00 1.00000000e+00 2.53471711e+00 6.36642891e+00 6.08797229e+00 4.76500478e+00 8.70276511e+01 3.43579548e+00 -3.24767617e+00 5.79223817e+00 4.20460569e+00 1.68224508e-02 1.16040925e-01
1.00000000e+00 1.00000000e+00 1.58546434e+00 3.07007954e+00 5.17539238e+00 7.75845819e+00 1.20459196e+02 1.73106671e+00 -1.61957329e+00 6.07974929e+00 8.10022567e+00 2.23682353e-02 2.19504770e-01
1.00000000e+00 1.00000000e+00 9.53996984e+00 2.08510197e+00 9.74804797e+00 1.91235608e+00 5.59252163e+01 9.93323616e+00 -9.59357034e+00 6.40524877e+00 3.10321404e+00 1.74773963e-02 5.66989106e-02
1.00000000e+00 1.00000000e+00 9.69068830e+00 1.69257881e+00 6.47674545e+00 3.50067498e+00 6.80189424e+01 2.40581357e+00 -2.28199554e+00 2.49629797e+00 6.75281646e+00 8.28349280e-02 6.63524977e-02
1.00000000e+00 1.00000000e+00 8.27557613e+00 7.26659898e+00 4.14555735e+00 3.48687198e+00 4.33650832e+01 9.89578895e+00 -9.10009465e+00 4.41763664e+00 3.12114281e+00 3.31243532e-02 3.60543894e-02
1.00000000e+00 1.00000000e+00 3.74152392e+00 4.05887467e+00 2.02686206e+00 4.88817035e+00 2.97229411e+01 9.79551939e+00 -8.18456955e+00 6.55474804e+00 7.42294255e+00 7.92188473e-02 1.35288221e-01
1.00000000e+00 1.00000000e+00 1.87904903e+00 7.52290094e+00 2.36122146e+00 9.82331867e+00 6.95850925e+01 8.14436294e+00 -6.99462425e+00 9.72836978e+00 8.86310231e+00 2.65328023e-02 1.60054601e-01
1.00000000e+00 1.00000000e+00 7.15809724e+00 1.58820707e+00 3.02785237e+00 1.60752292e+00 1.46020262e+01 6.93480666e+00 -6.17136051e+00 7.54868024e+00 2.14121619e+00 3.96210379e-02 6.20275313e-02
1.00000000e+00 1.00000000e+00 4.96137244e+00 3.83761304e+00 3.25869995e+00 5.66830895e+00 5.54139543e+01 6.20026345e+00 -5.56603676e+00 9.30343381e+00 8.79936120e+00 3.47292463e-02 1.04297656e-01
1.00000000e+00 1.00000000e+00 2.09834411e+00 5.85542163e+00 8.65554452e+00 2.61428214e+00 6.78841063e+01 8.79491391e+00 -8.45621333e+00 7.85990852e+00 6.34217729e+00 2.40589090e-02 3.85378921e-01
1.00000000e+00 1.00000000e+00 5.45659219e+00 8.11650848e+00 6.05100509e+00 9.73608891e+00 1.76739371e+02 3.60495569e+00 -3.40636854e+00 6.32545272e+00 2.14399442e+00 3.84292942e-03 1.34522945e-02
1.00000000e+00 1.00000000e+00 1.30949669e+00 3.86877253e+00 5.71051820e+00 2.01973154e+00 3.46011412e+01 5.20913091e+00 -4.90506447e+00 2.72821032e+00 4.84787670e+00 1.08270364e-01 6.10987405e-01
1.00000000e+00 1.00000000e+00 9.18388362e+00 6.63302239e+00 2.03291985e+00 4.63240902e+00 2.82519487e+01 6.57450972e+00 -5.49650203e+00 7.00017087e+00 2.44774264e+00 2.50638291e-02 1.91783495e-02
1.00000000e+00 1.00000000e+00 3.32901983e+00 8.97379973e+00 8.74125724e+00 7.64096486e+00 2.00374918e+02 4.70071428e+00 -4.52146035e+00 6.61041609e+00 7.30313100e+00 1.10883798e-02 9.57024929e-02
1.00000000e+00 1.00000000e+00 6.96270056e+00 6.54276869e+00 7.50532873e+00 7.34098985e+00 1.65289626e+02 4.84737809e+00 -4.63209202e+00 6.42222253e+00 7.82981321e+00 1.48616037e-02 5.10619981e-02
1.00000000e+00 1.00000000e+00 3.80539968e+00 3.09663527e+00 1.60901526e+00 4.80455773e+00 2.31918201e+01 3.97256201e+00 -3.14958203e+00 5.40807281e+00 1.95216868e+00 3.16215230e-02 3.55911805e-02
1.00000000e+00 1.00000000e+00 5.68061219e+00 1.21960703e+00 7.37051588e+00 4.11871751e+00 9.10712184e+01 6.07808635e+00 -5.80320345e+00 5.75790944e+00 5.55525867e+00 2.14147864e-02 7.91454374e-02
1.00000000e+00 1.00000000e+00 5.92039251e+00 8.83088987e+00 5.89184396e+00 4.57851141e+00 8.09276243e+01 8.65517075e+00 -8.16550114e+00 4.00998274e+00 8.33162550e+00 5.27006617e-02 1.02455124e-01
1.00000000e+00 1.00000000e+00 2.66369010e+00 1.19142470e+00 1.73552811e+00 3.37848637e+00 1.75903742e+01 2.81375540e+00 -2.27333289e+00 5.67381423e+00 9.42546737e+00 2.08576381e-01 3.49120839e-01
1.00000000e+00 1.00000000e+00 9.72626165e+00 8.87231505e+00 5.12470577e+00 2.84799645e+00 4.37854315e+01 9.40989735e+00 -8.79783637e+00 2.77800315e+00 5.62166080e+00 9.69131506e-02 6.76484719e-02
1.00000000e+00 1.00000000e+00 7.97619541e+00 5.76043421e+00 5.36226658e+00 5.34735728e+00 8.60218657e+01 7.20178888e+00 -6.75410575e+00 8.24656958e+00 9.55251301e+00 2.72994155e-02 7.46554291e-02
1.00000000e+00 1.00000000e+00 9.45549047e+00 9.45160929e+00 2.49197086e+00 3.41680380e+00 2.55437266e+01 8.40945891e+00 -7.28458502e+00 2.67199259e+00 5.82120073e+00 1.86482966e-01 6.00602613e-02
1.00000000e+00 1.00000000e+00 9.05344615e+00 8.18904912e+00 9.51128332e+00 3.58715498e+00 1.02355342e+02 6.00571623e+00 -5.79523934e+00 1.76469661e+00 4.54771445e+00 5.16555600e-02 4.66775303e-02
1.00000000e+00 1.00000000e+00 6.38109981e+00 9.98140699e+00 8.64977834e+00 6.91080457e+00 1.79330783e+02 8.01565031e+00 -7.70675414e+00 4.92621424e+00 8.63382816e+00 1.97392462e-02 6.52616420e-02
1.00000000e+00 1.00000000e+00 9.29686812e+00 4.15640634e+00 7.02120104e+00 9.71683599e+00 2.04671577e+02 1.14580358e+00 -1.09140626e+00 6.92476696e+00 5.43684439e+00 7.70164294e-03 2.00615325e-02
1.00000000e+00 1.00000000e+00 1.79643252e+00 7.90469460e+00 5.16066005e+00 6.43273481e+00 9.95914725e+01 8.36542382e+00 -7.82509088e+00 4.93945142e+00 5.24712260e+00 2.15629215e-02 1.51353825e-01
1.00000000e+00 1.00000000e+00 2.76384576e+00 4.61737822e+00 4.70588987e+00 1.69281520e+00 2.38986058e+01 1.36124973e+00 -1.26482803e+00 3.49078719e+00 5.41281240e+00 1.38768473e-01 3.85636708e-01
1.00000000e+00 1.00000000e+00 1.40704560e+00 5.31888058e+00 6.85876120e+00 1.68025252e+00 3.45733525e+01 9.00922039e+00 -8.57137551e+00 6.02354066e+00 8.62106502e+00 8.63691681e-02 1.21550552e+00
1.00000000e+00 1.00000000e+00 3.92797298e+00 6.64754917e+00 5.90888682e+00 9.56280899e+00 1.69516668e+02 9.92766473e+00 -9.36762327e+00 4.12302102e+00 8.48747388e+00 2.45859339e-02 7.53187707e-02
1.00000000e+00 1.00000000e+00 4.49809561e+00 8.86309403e+00 1.56045795e+00 3.67561711e+00 1.72069379e+01 3.64660716e+00 -2.86764627e+00 9.39580921e+00 4.63167993e+00 5.89867281e-02 9.33809609e-02
1.00000000e+00 1.00000000e+00 3.44214129e+00 9.85675122e+00 5.61252384e+00 1.82860287e+00 3.07892317e+01 2.89286701e+00 -2.72105678e+00 9.30380626e+00 3.99969874e+00 2.83207272e-02 2.11815597e-01
1.00000000e+00 1.00000000e+00 8.45863758e+00 7.91446072e+00 8.25763256e+00 6.39140128e+00 1.58333530e+02 7.88827027e+00 -7.56984688e+00 5.52134638e+00 5.42735222e+00 1.24940930e-02 3.34634142e-02
1.00000000e+00 1.00000000e+00 4.21077994e+00 4.75990104e+00 5.13315890e+00 6.61283900e+00 1.01834260e+02 3.27723707e+00 -3.06442223e+00 3.95095595e+00 6.15495259e+00 3.10708900e-02 7.36805675e-02
1.00000000e+00 1.00000000e+00 3.52841059e+00 4.79221302e+00 1.46760920e+00 6.83654338e+00 3.01001218e+01 8.79006145e+00 -6.79360320e+00 7.63419173e+00 3.14503490e+00 2.77529526e-02 4.34598800e-02
1.00000000e+00 1.00000000e+00 5.88426475e+00 7.63824071e+00 8.07650379e+00 3.40661825e+00 8.25406957e+01 1.92558333e+00 -1.84611069e+00 1.33041649e+00 8.14559576e+00 1.60239273e-01 1.35452157e-01
1.00000000e+00 1.00000000e+00 2.26831802e+00 3.14899431e+00 2.81227404e+00 1.13599616e+00 9.58419751e+00 2.13359677e+00 -1.88070572e+00 5.27292105e+00 5.37834489e+00 2.38199238e-01 6.95739382e-01
1.00000000e+00 1.00000000e+00 8.21977283e+00 1.99426702e+00 3.32758751e+00 9.68513833e+00 9.66844361e+01 9.81236400e+00 -8.82943327e+00 4.02691055e+00 4.00640994e+00 2.07945243e-02 1.67752301e-02
1.00000000e+00 1.00000000e+00 1.67095579e+00 4.19159942e+00 2.48235718e+00 3.25803741e+00 2.42628377e+01 7.06455008e+00 -6.11591544e+00 9.28482297e+00 1.96138894e+00 1.75661376e-02 1.20094036e-01
1.00000000e+00 1.00000000e+00 9.88198243e+00 3.58515092e+00 3.97193558e+00 7.08423659e+00 8.44143942e+01 8.62198502e+00 -7.89840959e+00 1.10802725e+00 3.14960644e+00 6.96940153e-02 1.49967759e-02
1.00000000e+00 1.00000000e+00 7.95020292e+00 3.66677308e+00 7.81076355e+00 7.35966883e+00 1.72453899e+02 3.91896440e+00 -3.75171808e+00 5.97533388e+00 9.54353055e+00 1.86958304e-02 5.43689977e-02
1.00000000e+00 1.00000000e+00 2.78844113e+00 3.10246976e+00 5.67447274e+00 6.49006675e+00 1.10483121e+02 7.08835375e+00 -6.67196535e+00 7.66597223e+00 3.74589718e+00 8.88480114e-03 6.89960063e-02
1.00000000e+00 1.00000000e+00 1.04969905e+00 1.37883871e+00 2.84393147e+00 3.81616655e+00 3.25587484e+01 6.34817645e+00 -5.60411533e+00 5.36516189e+00 2.51973360e+00 2.92714503e-02 2.09672391e-01
1.00000000e+00 1.00000000e+00 8.33915286e+00 1.16086541e+00 8.90047070e+00 3.43986628e+00 9.18492872e+01 6.42835108e+00 -6.18760160e+00 1.76862727e+00 5.14605512e+00 6.54293600e-02 5.97984165e-02
1.00000000e+00 1.00000000e+00 7.36171609e+00 9.88950151e+00 8.91623669e+00 6.37901454e+00 1.70630411e+02 7.14279214e+00 -6.87575899e+00 9.75215251e+00 3.76378969e+00 4.53400355e-03 2.67160001e-02
1.00000000e+00 1.00000000e+00 7.56106451e+00 4.84995820e+00 8.83520583e+00 8.79486070e+00 2.33113214e+02 6.17823256e+00 -5.94514112e+00 5.66209388e+00 1.31643325e+00 1.99672497e-03 6.59881086e-03
1.00000000e+00 1.00000000e+00 7.94143312e+00 4.45893982e+00 3.14916590e+00 9.52060356e+00 8.99458803e+01 4.86156132e+00 -4.34697413e+00 6.52767620e+00 3.90830696e+00 1.34023003e-02 1.72307447e-02
1.00000000e+00 1.00000000e+00 1.66640187e+00 7.11682554e+00 5.06115410e+00 1.95315224e+00 2.96556134e+01 3.48330425e+00 -3.25388989e+00 3.12948804e+00 5.89697762e+00 1.35703227e-01 6.03938040e-01
1.00000000e+00 1.00000000e+00 4.22619156e+00 2.96428499e+00 9.86490691e+00 2.39345751e+00 7.08337067e+01 7.91723198e+00 -7.64971021e+00 5.35148277e+00 5.96541135e+00 3.19775511e-02 1.96582222e-01
1.00000000e+00 1.00000000e+00 2.04282154e+00 9.54965066e+00 7.94811229e+00 9.50262633e+00 2.26583823e+02 3.03645187e+00 -2.90910709e+00 4.86234543e+00 4.20903029e+00 7.67007637e-03 7.22747698e-02
1.00000000e+00 1.00000000e+00 8.76793083e+00 8.07710513e+00 1.24450679e+00 7.62881706e+00 2.84823439e+01 7.23118876e+00 -5.29436023e+00 1.67406258e+00 5.02572481e+00 2.35642515e-01 2.50451210e-02
1.00000000e+00 1.00000000e+00 6.60968314e+00 1.80469902e+00 1.58684132e+00 8.94694442e+00 4.25921433e+01 3.09999540e+00 -2.44880755e+00 1.95544318e+00 9.68966126e+00 2.63317264e-01 5.46175180e-02
1.00000000e+00 1.00000000e+00 3.97808222e+00 4.75822698e+00 5.17538239e+00 2.82369371e+00 4.38410841e+01 6.62797153e+00 -6.20108059e+00 8.53725268e+00 4.39613630e+00 2.37702050e-02 1.30454346e-01
1.00000000e+00 1.00000000e+00 1.57202515e+00 8.91206477e+00 9.18298185e+00 6.28827284e+00 1.73235286e+02 7.72370440e+00 -7.44334143e+00 3.15837957e+00 3.32404132e+00 1.22248133e-02 1.12086754e-01
1.00000000e+00 1.00000000e+00 3.79884090e+00 9.50258820e+00 5.84831618e+00 7.31025635e+00 1.28258072e+02 2.96842500e+00 -2.79923528e+00 2.75462444e+00 3.19120340e+00 1.82296345e-02 3.83044755e-02
1.00000000e+00 1.00000000e+00 3.92664990e+00 5.20661360e+00 5.48031257e+00 7.12100697e+00 1.17076032e+02 1.53948971e+00 -1.44585212e+00 5.54420306e+00 5.11988151e+00 1.59009096e-02 6.10344540e-02
1.00000000e+00 1.00000000e+00 7.56645561e+00 6.52070250e+00 1.94926330e+00 4.67336522e+00 2.73288579e+01 2.17876369e+00 -1.80618469e+00 7.91872418e+00 7.83568134e+00 7.51357416e-02 7.38640814e-02
1.00000000e+00 1.00000000e+00 6.73801724e+00 2.50330551e+00 6.91102094e+00 1.13855403e+00 2.36057121e+01 6.45397271e+00 -6.14268379e+00 1.55751867e+00 2.85389366e+00 1.68309526e-01 1.24002594e-01
1.00000000e+00 1.00000000e+00 8.98491468e+00 9.92051764e+00 8.39892845e+00 6.24633451e+00 1.57387550e+02 8.64501766e+00 -8.30191763e+00 6.19127128e+00 7.38366514e+00 1.52705664e-02 4.38542353e-02
1.00000000e+00 1.00000000e+00 5.24993433e+00 3.08504531e+00 4.42378007e+00 3.27791385e+00 4.35023099e+01 1.40497139e+00 -1.29910632e+00 2.07289399e+00 1.19034841e+00 2.67538129e-02 2.30569276e-02
1.00000000e+00 1.00000000e+00 2.07634821e+00 9.48458597e+00 7.98050666e+00 5.05228822e+00 1.20959459e+02 7.60736133e+00 -7.28961370e+00 1.32814946e+00 4.77039680e+00 6.12052911e-02 1.51581062e-01
1.00000000e+00 1.00000000e+00 7.41920309e+00 6.84681984e+00 9.68028989e+00 9.61822914e+00 2.79321739e+02 4.07186781e+00 -3.93165618e+00 1.47469557e+00 7.98278559e+00 3.95254183e-02 3.72890081e-02
1.00000000e+00 1.00000000e+00 7.84706544e+00 6.46963115e+00 2.83389813e+00 4.59131786e+00 3.90339813e+01 5.30675533e+00 -4.68255560e+00 8.50747697e+00 4.04859660e+00 2.46841489e-02 3.74574852e-02
1.00000000e+00 1.00000000e+00 6.05149478e+00 5.61419660e+00 5.70996668e+00 8.55821446e+00 1.46601358e+02 9.35973595e+00 -8.81333837e+00 2.06175235e+00 6.07363391e+00 4.10128411e-02 3.90914274e-02
1.00000000e+00 1.00000000e+00 7.93870462e+00 3.07602831e+00 3.58424162e+00 2.69686545e+00 2.89986522e+01 3.98774354e+00 -3.61688466e+00 1.40636228e+00 2.84481310e+00 1.49972496e-01 4.42918235e-02
1.00000000e+00 1.00000000e+00 5.44416037e+00 2.58875229e+00 8.13568977e+00 7.05214448e+00 1.72122179e+02 5.18803241e+00 -4.97546971e+00 4.94109898e+00 7.67795852e+00 1.82202330e-02 6.66610877e-02
1.00000000e+00 1.00000000e+00 5.70459546e+00 2.98437588e+00 6.19834029e+00 9.79306259e+00 1.82102203e+02 1.12314173e+00 -1.06274160e+00 8.59594125e+00 1.47051193e+00 1.88060716e-03 8.77412697e-03
1.00000000e+00 1.00000000e+00 4.84786917e+00 2.67794436e+00 6.71124176e+00 1.91703791e+00 3.85971146e+01 1.73438848e+00 -1.64824503e+00 3.36167539e+00 8.67288380e+00 1.43260999e-01 3.11071828e-01
1.00000000e+00 1.00000000e+00 1.22877214e+00 8.01626026e+00 8.18122744e+00 1.07487948e+00 2.63815005e+01 3.32732432e+00 -3.19175687e+00 4.79541356e+00 2.78376748e+00 4.49987494e-02 7.02555396e-01
1.00000000e+00 1.00000000e+00 1.97102284e+00 4.15112733e+00 4.56373425e+00 4.90224513e+00 6.71176321e+01 1.25067017e+00 -1.15932172e+00 1.35930279e+00 8.86958229e+00 2.15376259e-01 3.05981543e-01
1.00000000e+00 1.00000000e+00 1.28286267e+00 1.52058409e+00 9.23581062e+00 1.83362935e+00 5.08051602e+01 6.68237793e+00 -6.44120156e+00 5.04170663e+00 4.17276317e+00 3.31208547e-02 5.91303926e-01
1.00000000e+00 1.00000000e+00 6.72769370e+00 9.72192367e+00 5.79725981e+00 7.73545915e+00 1.34533399e+02 4.83758521e+00 -4.55943166e+00 6.19851773e+00 7.50415217e+00 1.81609882e-02 4.80649030e-02
1.00000000e+00 1.00000000e+00 3.82920383e+00 8.95407296e+00 2.42159341e+00 9.23093797e+00 6.70607356e+01 5.93330682e+00 -5.11658469e+00 6.13816348e+00 3.87302768e+00 1.89967566e-02 3.65237220e-02
1.00000000e+00 1.00000000e+00 5.57713622e+00 9.34977055e+00 7.26309206e+00 4.90618875e+00 1.06902302e+02 2.57182467e+00 -2.45379300e+00 3.99184023e+00 9.15320504e+00 4.38388996e-02 1.11505536e-01
1.00000000e+00 1.00000000e+00 9.16809827e+00 9.95417040e+00 8.13935215e+00 3.32840478e+00 8.12731758e+01 3.66338826e+00 -3.51336043e+00 3.83979863e+00 2.13973413e+00 1.38077253e-02 2.33734684e-02
1.00000000e+00 1.00000000e+00 3.24363006e+00 2.56505724e+00 3.85085509e+00 4.90962987e+00 5.67188196e+01 6.97442027e+00 -6.37070845e+00 1.95961257e+00 2.60667810e+00 4.80315550e-02 5.45614721e-02
1.00000000e+00 1.00000000e+00 4.69344631e+00 4.56617817e+00 8.71461331e+00 7.51103036e+00 1.96367176e+02 9.68772451e+00 -9.31716975e+00 4.30118489e+00 5.43727113e+00 1.29586223e-02 5.14124575e-02
1.00000000e+00 1.00000000e+00 7.79996025e+00 7.82414628e+00 9.15528929e+00 1.08148745e+00 2.97039915e+01 1.45375096e+00 -1.40082160e+00 1.89545202e+00 1.73744595e+00 6.36834793e-02 6.86556327e-02
1.00000000e+00 1.00000000e+00 3.05918349e+00 7.26418556e+00 3.49214039e+00 6.30508591e+00 6.60547354e+01 9.01345889e+00 -8.15310221e+00 7.89936350e+00 2.76382166e+00 1.06500205e-02 4.77630693e-02
1.00000000e+00 1.00000000e+00 1.69281919e+00 2.38506316e+00 9.85169325e+00 6.51962516e+00 1.92688042e+02 6.19193081e+00 -5.98242602e+00 9.69646868e+00 9.49389744e+00 1.02145346e-02 2.86741188e-01
1.00000000e+00 1.00000000e+00 3.60776308e+00 8.34249812e+00 2.26640375e+00 6.73919422e+00 4.58212052e+01 6.07527610e+00 -5.18174950e+00 9.73067011e+00 9.78840695e+00 4.48924419e-02 1.34197610e-01
1.00000000e+00 1.00000000e+00 2.45099159e+00 3.01996515e+00 2.81814102e+00 3.17819872e+00 2.68698365e+01 5.50250682e+00 -4.85166325e+00 8.78563989e+00 4.38633396e+00 3.78650641e-02 1.87697104e-01
1.00000000e+00 1.00000000e+00 9.36727887e+00 3.01435853e+00 2.65802355e+00 7.42647451e+00 5.92192325e+01 1.62454677e+00 -1.42081811e+00 6.40712934e+00 9.30957419e+00 5.03062906e-02 4.46079657e-02
1.00000000e+00 1.00000000e+00 8.27308342e+00 5.83276981e+00 9.04590739e+00 1.82252338e+00 4.94591331e+01 1.80889167e+00 -1.74223568e+00 7.30779128e+00 5.90342208e+00 3.32087999e-02 1.30509483e-01
1.00000000e+00 1.00000000e+00 6.70063381e+00 6.33645941e+00 6.88863297e+00 2.79343303e+00 5.77288046e+01 6.40820805e+00 -6.09812195e+00 3.56685222e+00 3.42768219e+00 3.38565884e-02 6.10414927e-02
1.00000000e+00 1.00000000e+00 8.84314531e+00 6.22077587e+00 2.36893855e+00 8.89723042e+00 6.32309764e+01 4.06862714e+00 -3.49613063e+00 6.67693378e+00 7.32158849e+00 3.52960370e-02 3.10186192e-02
1.00000000e+00 1.00000000e+00 8.23304869e+00 1.82338154e+00 4.96291077e+00 7.64850836e+00 1.13876593e+02 9.25541260e+00 -8.63377387e+00 5.10084594e+00 6.93011626e+00 2.41494037e-02 3.66844351e-02
