G	c	dx1dt	d2x1dt2	d2	m2	Fc	Fg	d1	m1	W
1.000000000000000000e+00	1.000000000000000000e+00	1.692649026487656139e+00	4.222206841337221128e+00	2.529657331242589180e+00	3.181307845941073964e+00	7.017837057047510818e+00	6.008255566946161252e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.918061187964385184e+00	3.580548179255301999e+00	3.882678642861210783e+00	7.066252374062472974e+00	8.553847456263600435e+00	1.167048723004866240e+01	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.944159969681600764e+00	3.571653775454193269e+00	7.948366383751208630e+00	7.326514593557413413e+00	3.915151508924586743e+00	3.042934050328130269e+01	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.685323433473428612e+00	3.055901564934998760e+00	5.642287568606786152e+00	6.465074860806549140e+00	7.040269037483477099e+00	1.109959155003974729e+01	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.976888166367963162e-01	1.397614895112496036e+00	2.837360589105792918e+00	3.745587550746659389e+00	6.390216512008576544e+00	-2.452538913748522287e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.387468875321584250e+00	1.130574746471532332e+00	8.799264241014130405e+00	3.500834355695223277e+00	6.471662936562002422e+00	1.869589557139489933e-01	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.214023358595926361e+00	9.850624961071195784e+00	8.942754569981108403e+00	6.465722180207899683e+00	7.041622481070422879e+00	3.944894658557616651e+01	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.005428401159582208e+00	4.454778916935257627e+00	3.088835512409881634e+00	9.573537841515534552e+00	4.817517416991140777e+00	3.838673705197544450e+01	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.254282765218657225e+00	2.983451429582351544e+00	9.870450331056472848e+00	2.462224735944339660e+00	7.839609735084001940e+00	2.956121466510384987e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.113755624902572627e+00	9.469528541043224834e+00	7.918432296406975546e+00	9.483973015102234783e+00	3.011852163958142370e+00	1.337523713398986160e+02	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.757229128488393854e+00	8.107792207811323593e+00	1.185736009767357713e+00	7.594379743094137325e+00	7.255392130263643047e+00	3.559242543857090624e+01	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.498585613294999064e+00	1.760057335297186887e+00	1.542978439852366268e+00	8.904803499234184017e+00	3.087112047617885047e+00	1.887296096755182973e+01	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.001276214010307974e+00	4.757226928238522667e+00	5.187694905524625533e+00	2.858553638632931548e+00	6.596611854575377798e+00	8.338341267903151888e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.867537143755439555e+00	9.500612405888992029e+00	5.778434808464881556e+00	7.322546107671381144e+00	3.037560184434668464e+00	1.053298623809878336e+02	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.976486921036955557e+00	5.177212978991739156e+00	5.439478894460727076e+00	7.116827355089636598e+00	1.416931947698608418e+00	1.086580095934198056e+02	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.530740469287742656e+00	6.463601063964018678e+00	1.985432461208942900e+00	4.743464963380517929e+00	2.244532733446767292e+00	6.256145534527574625e+01	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.742693147410466992e+00	2.487369441190132591e+00	7.052937556581097667e+00	1.160471427130883804e+00	6.425030892672188187e+00	8.640201283207513683e-01	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.956197965223609003e+00	1.001118125653059288e+01	8.424971990256462817e+00	6.200942276469883829e+00	8.640864315658834727e+00	3.161421215634995718e+01	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.375049486432699197e+00	6.770863351579205158e+00	9.630270418174609048e+00	9.581375039826035334e+00	4.043825955016870921e+00	7.280482091294587121e+01	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.102984557829907786e+00	5.708596623033566964e+00	5.689947466242139207e+00	8.595127256975462871e+00	9.441777004840419707e+00	2.259872176652454812e+01	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.874164730669911627e+00	3.061540632924220073e+00	3.585964209641370193e+00	2.753249102646972979e+00	3.922287870206959681e+00	7.681435810637868400e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.395988965380271729e+00	2.590725366227744075e+00	8.116635172413293020e+00	7.082004099487334337e+00	5.188656476093015613e+00	1.545890835570561528e+01	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.645095026039591346e+00	2.923757351118264847e+00	6.247585227813562625e+00	9.895731442189335425e+00	1.151187589713905224e+00	1.166693540075575299e+02	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.767553666757714304e+00	2.634921674552628712e+00	6.723100872227323777e+00	2.005532456248583895e+00	1.648725517174868260e+00	1.264546673312770864e+01	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.236663001985913057e+00	7.988207126796247337e+00	8.230733812773666003e+00	1.098750486135330329e+00	3.278409939249877780e+00	1.155060824978301959e+01	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.033620965746094189e+00	4.092796732632631773e+00	4.546587220639732863e+00	4.856857062896051680e+00	1.242790970497938075e+00	7.319840605291631164e+01	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.272898909293477265e+00	1.508930300325576956e+00	9.308091873075753142e+00	1.762726449467356460e+00	6.635230677730397097e+00	2.828817114501367413e-01	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.748052953741165094e+00	8.931368939450710087e+00	2.412514734288086604e+00	9.209970984369251212e+00	5.889938795455793574e+00	6.126762871809315669e+01	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.622404249203396986e+00	9.453010187409654819e+00	7.210131811731967488e+00	4.946956328005758685e+00	2.553221180981565919e+00	8.025875720904718946e+01	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.258947597091653492e+00	9.889130428823156294e+00	8.258084265730770923e+00	3.427271811183742578e+00	3.697928896784723474e+00	4.028490357624863805e+01	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.208801431420637229e+00	2.570785487101427513e+00	3.751336676933684444e+00	4.932224135436429791e+00	6.956196700950044942e+00	4.797271743741237771e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.774169013202578249e+00	7.837971556090289837e+00	9.115004905307968031e+00	1.144744416411889176e+00	1.511094860859995004e+00	2.579724086999909005e+01	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.086974539714813837e+00	7.204481307119243283e+00	3.457947744710790694e+00	6.291808674807052526e+00	8.960404426315474069e+00	2.119106935180328222e+01	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.780228566101790921e+00	2.423375535227799027e+00	9.988474457439124876e+00	6.553332456401961714e+00	6.125361482996498630e+00	1.042323761629460677e+01	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.579747102544107662e+00	8.320278779507773947e+00	2.364934117882269593e+00	6.783758299321731577e+00	6.177706994699999399e+00	4.074851258217482552e+01	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.379180449211095283e+00	2.880935527310862110e+00	2.899606867097557217e+00	3.071053442065089456e+00	5.467520758055057328e+00	4.764616728771058796e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.401308588101491281e+00	3.051166034213557587e+00	2.639992302549932113e+00	7.404097189591437811e+00	1.554840740458996784e+00	6.131753707236781992e+01	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.316148450081174204e+00	5.770464997594688228e+00	9.178210035969676994e+00	1.873925787488030181e+00	1.716260232594541968e+00	2.590988787829835260e+01	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.700964258814449792e+00	6.278012788167685265e+00	6.908719684445198794e+00	2.808288592306295239e+00	6.465375268475797021e+00	1.205537120579395882e+01	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.813065237445066202e+00	6.259148187494921523e+00	2.422229994195608693e+00	8.832469201526469860e+00	4.050478719318045151e+00	5.990075432159139979e+01	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.286639806203469405e+00	1.804016297537938573e+00	4.972709793134837852e+00	7.516978308342814330e+00	9.241921917031218570e+00	2.333717987467056609e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.707588539003384476e+00	8.948342610582342260e+00	6.534984753449330164e+00	1.103912155617121638e+00	4.650849497436222002e+00	9.606188302263369394e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.225547283026516610e+00	9.066237789090203947e+00	8.218702001039293492e+00	3.433382383855392295e+00	3.694042701601405021e+00	3.784173256942236918e+01	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.864677184849521829e+00	8.723173382345436266e+00	9.692707598161231175e+00	1.514894447437722835e+00	7.270948806144680532e+00	8.011017260456188893e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.978567440643392850e+00	6.941427325834658824e+00	9.890174711993077850e+00	7.602345723261546340e+00	8.254362740516159036e+00	2.776468970505786515e+01	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.880935527767289450e+00	5.915575485295610392e+00	7.031303873202547017e+00	6.487993635610688870e+00	7.094362153386699177e+00	2.408084965243209297e+01	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.048436335848140333e+00	4.478763554369384892e+00	8.935633645200111275e+00	9.599717244266662064e+00	3.718875894741261678e+00	5.106553430156632345e+01	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.733216800220059639e+00	7.472126730604046863e+00	2.542416959055860293e+00	8.118299070287035235e+00	3.490408605107913509e+00	8.009346545229772119e+01	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.997198550220152136e+00	5.520118476874334768e+00	9.516867717931285497e-01	8.335718743190295044e+00	2.959084381467366853e+00	6.733113425198246205e+01	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.080960655939606774e+00	1.776483945138226161e+00	6.065605965615074702e+00	9.377906909512509159e+00	6.925299856365429108e+00	8.254120779307211109e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.086767962725112113e+00	2.999280722225450280e+00	5.785735826328600950e+00	5.929254494919097951e+00	6.721056147246475376e+00	1.001551188310063445e+01	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.940682664036973648e+00	1.647773731895035398e+00	9.074867858805200527e+00	6.577532196172402479e+00	1.173314822137121682e+00	4.288702300161084224e+01	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.660686067495092288e+00	8.652417027153274987e+00	1.711121735842400904e+00	7.711473338418127099e+00	7.528555976603104050e+00	3.837478196979920142e+01	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.368327814156232058e+00	5.336188028263046057e+00	7.594806562032346164e+00	7.620504094684001473e+00	3.920618561402093416e+00	4.734637424900271441e+01	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.294263781307417815e+00	5.337797721427959274e+00	2.740472549264937996e+00	5.675308103608648125e+00	7.051237481101111371e+00	1.782819206885556795e+01	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.723047549653687227e+00	6.351172182201615612e+00	8.804908725853751505e+00	1.576707744831672198e+00	6.119272620750923153e+00	7.417897051539564579e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.655304080941432332e+00	8.429575508698485820e+00	8.355183001363899464e+00	4.381594855417656476e+00	4.130008299946049455e+00	4.017003483972474953e+01	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.258052325362069013e+00	3.964426927342106222e+00	5.881702327115443829e+00	9.237078146304815718e+00	2.310236207329643410e+00	7.779209713671122017e+01	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.502467139825825804e+00	7.031546072931543989e+00	7.483720014150369693e+00	6.306048297281555470e+00	1.816303930386582222e+00	1.081451469089675470e+02	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.312202187780465934e+00	8.865940125979983932e+00	8.278906117599454717e+00	4.327290308978962941e+00	6.885414089747783351e+00	2.498915824764700844e+01	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.465038270265401898e+00	8.193103408342096827e+00	5.095759484383145299e+00	9.055676773570855431e+00	2.002081052286027507e+00	1.724116857556103355e+02	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.630215552800097001e+00	6.942206313363122661e+00	4.300118334755757665e+00	6.962623066609428868e+00	4.570583598628083166e+00	4.710823511630440663e+01	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.513954929143812134e+00	8.645740194957284075e+00	5.507489540792478877e+00	8.013114716339115873e+00	7.534632181596613520e+00	4.057285538506845057e+01	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.466826315108664680e+00	8.841082858132587319e+00	8.482732887691007306e+00	5.054054690358462665e+00	8.110798770195035701e+00	2.506431738324664593e+01	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
